Macarthur	91700	69878	7830	3526	5566	762	87562	95.49
Mackellar	81571	61376	6174	2860	5961	851	77222	94.67
Macquarie	82050	61702	6817	3962	4967	830	78278	95.40
Mitchell	82764	61438	7745	4211	5301	448	79143	95.62
Newcastle	77596	60245	0	4705	3366	254	68570	88.37
New England	74637	54093	5416	3665	7031	831	71036	95.18
North Sydney	87686	61392	7993	4010	7408	826	81629	93.09
Page	80248	62541	3872	4093	5455	1071	77032	95.99
Parkes	79589	59083	5177	4210	6449	593	75512	94.88
Parramatta	78800	58214	7109	4952	3825	670	74770	94.89
Paterson	82019	64870	4989	3934	4834	681	79308	96.69
Prospect	78030	62836	5426	2464	2595	872	74193	95.08
Reid	82635	64496	5726	2890	3123	745	76980	93.16
Richmond	87997	67141	3319	4118	7795	1181	83554	94.95
Riverina	79880	62244	4370	3392	5640	964	76610	95.91
Robertson	80631	61464	5666	3986	5239	984	77339	95.92
Shortland	78527	61063	5210	3030	5698	566	75567	96.23
Sydney	87278	59381	8609	2952	6325	1501	78768	90.25
Throsby	78879	64055	4336	2849	3517	773	75530	95.75
Warringah	79007	57236	6294	3045	6614	760	73949	93.60
Watson	81571	63928	5344	2657	3317	950	76196	93.41
Wentworth	82463	56915	7220	3054	7687	952	75828	91.95
Werriwa	81573	62459	6980	3083	3816	783	77121	94.54
TOTAL	4076081	3105770	283037	171835	264453	40908	3866003	94.85
								
Victoria								
								
Division	Enrolment	Ordinary	Absent	Postal	Pre-Poll	Provisional	Total	
		Votes	Votes	Votes	Votes	Votes	Votes	%
Aston	84875	70055	4598	3527	3523	317	82020	96.64
Ballarat	81818	66173	3714	3905	4488	859	79139	96.73
Batman	88729	72138	4112	3532	3402	649	83833	94.48
Bendigo	83912	68973	3320	3792	4560	758	81403	97.01
Bruce	84659	69268	4260	3727	3724	451	81430	96.19
Burke	80245	65937	4496	2445	3361	783	77022	95.98
Calwell	87318	73217	4066	1512	3469	819	83083	95.15
Casey	80213	64727	4254	3349	4286	475	77091	96.11
Chisholm	85104	68025	5067	3683	4249	402	81426	95.68
Corangamite	79927	64356	4328	2746	4587	547	76564	95.79
Corio	82075	67151	3351	2888	3914	1189	78493	95.64
Deakin	83312	66882	4335	4041	4378	382	80018	96.05
Dunkley	81845	66204	3596	3514	4528	756	78598	96.03
Flinders	82771	63756	3656	3597	7903	767	79679	96.26
Gellibrand	84912	68779	4552	2357	2965	948	79601	93.75
Gippsland	81036	66381	3416	3962	3374	647	77780	95.98
Goldstein	87124	68021	5336	4327	4454	581	82719	94.94
Higgins	84801	62426	6809	4494	5392	661	79782	94.08
Holt	81285	66262	3633	3102	3457	935	77389	95.21
Hotham	88126	71863	5004	2883	3532	691	83973	95.29
Indi	82066	66177	3420	3024	5622	684	78927	96.18
Isaacs	79279	65093	4137	3375	3087	579	76271	96.21
Jagajaga	86159	68794	4293	4383	4922	416	82808	96.11
Kooyong	84069	64036	5915	4724	4909	515	80099	95.28
Lalor	81299	68310	3350	1822	4146	767	78395	96.43
La Trobe	79276	64258	4350	3767	3266	540	76181	96.10
McEwen	81561	65426	5133	4104	3162	616	78441	96.17
McMillan	81944	66823	3552	3510	4499	715	79099	96.53
Mallee	80825	66304	2880	2921	5060	532	77697	96.13
Maribyrnong	82207	67826	4210	2765	3064	584	78449	95.43
Melbourne	88798	65794	7292	2354	5415	1537	82392	92.79
Melbourne Ports	83247	59789	5535	4549	6001	997	76871	92.34
Menzies	81442	65757	4263	2593	5004	394	78011	95.79
Murray	83571	69020	3468	3238	3728	812	80266	96.05
Scullin	83213	70617	4015	2466	2433	503	80034	96.18
Wannon	81344	66050	3499	3836	4613	736	78734	96.79
Wills	87245	70714	4547	2811	3668	747	82487	94.55
TOTAL	3081632	2481382	159762	123625	156145	25291	2946205	95.61
								
Queensland								
								
Division	Enrolment	Ordinary	Absent	Postal	Pre-Poll	Provisional	Total	
		Votes	Votes	Votes	Votes	Votes	Votes	%
Blair	74211	60154	4953	2775	2612	211	70705	95.28
Bowman	80403	65267	4039	3297	3528	271	76402	95.02
Brisbane	89164	65830	7414	4308	4580	591	82723	92.78
Capricornia	80603	60560	6544	5270	3959	443	76776	95.25
Dawson	84011	67559	4184	2972	4507	600	79822	95.01
Dickson	79756	64679	5059	2923	3456	201	76318	95.69
Fadden	79593	62375	5380	2522	3986	264	74527	93.64
Fairfax	76052	60440	4543	2313	3586	383	71265	93.71
Fisher	75815	58318	4314	3595	4595	462	71284	94.02
Forde	76745	60149	5769	2318	3011	305	71552	93.23
Griffith	86293	67125	6051	4735	3297	298	81506	94.45
Groom	80378	63404	5348	3221	4099	501	76573	95.27
Herbert	84458	67641	4349	3018	4365	592	79965	94.68
Hinkler	78336	61939	4321	3478	4666	331	74735	95.40
Kennedy	84340	66614	5114	4021	2145	672	78566	93.15
Leichhardt	80711	63107	4146	2267	3895	817	74232	91.97
Lilley	85940	67116	5600	4867	3198	321	81102	94.37
Longman	75890	61289	4579	2779	2824	366	71837	94.66
McPherson	82104	64283	3202	2473	6539	523	77020	93.81
Maranoa	82834	60540	6485	8784	2200	337	78346	94.58
Moncrieff	81725	62662	3661	2757	6021	632	75733	92.67
Moreton	85564	66075	6155	4416	3719	288	80653	94.26
Oxley	79232	64465	4961	2815	2350	361	74952	94.60
Petrie	84436	66816	5585	3781	3531	229	79942	94.68
Rankin	77968	61168	5670	2287	3015	424	72564	93.07
Ryan	83455	64389	6347	2893	4956	185	78770	94.39
Wide Bay	78007	60285	5538	4604	3486	251	74164	95.07
TOTAL	2188024	1714249	139311	95489	102126	10859	2062034	94.24
								
Western Australia								
								
Division	Enrolment	Ordinary	Absent	Postal	Pre-Poll	Provisional	Total	
		Votes	Votes	Votes	Votes	Votes	Votes	%
Brand	77633	62679	4583	2026	3893	841	74022	95.35
Canning	80030	65902	5271	2075	2393	591	76232	95.25
Cowan	77186	64161	5060	2102	2375	508	74206	96.14
Curtin	85855	66549	5867	2448	5473	728	81065	94.42
Forrest	82666	67363	6103	1757	3112	898	79233	95.85
Fremantle	84812	69543	4815	1734	3903	478	80473	94.88
Kalgoorlie	82463	57639	6936	2643	3870	633	71721	86.97
Moore	77573	63707	4766	1697	3543	534	74247	95.71
O'Connor	83913	65666	9248	2151	2279	647	79991	95.33
Pearce	81260	65332	6062	2311	3268	427	77400	95.25
Perth	84448	67878	5936	1992	3000	847	79653	94.32
Stirling	84758	68493	6020	2640	3190	408	80751	95.27
Swan	83576	66848	5615	2834	3286	852	79435	95.05
Tangney	83446	68076	5301	1508	4539	431	79855	95.70
TOTAL	1149619	919836	81583	29918	48124	8823	1088284	94.66
								
South Australia								
								
Division	Enrolment	Ordinary	Absent	Postal	Pre-Poll	Provisional	Total	
		Votes	Votes	Votes	Votes	Votes	Votes	%
Adelaide	82157	61302	6222	5289	3985	770	77568	94.41
Barker	84771	67655	4631	4903	3834	795	81818	96.52
Bonython	78747	63641	4924	2821	3116	854	75356	95.69
Boothby	81353	62250	5817	4940	4512	421	77940	95.80
Grey	82921	63567	4710	5381	4118	697	78473	94.64
Hindmarsh	83627	64570	6068	5061	3708	573	79980	95.64
Kingston	88999	69686	6035	4647	4227	1043	85638	96.22
Makin	89832	70150	6709	5034	4024	602	86519	96.31
Mayo	90861	69570	7728	4391	4949	506	87144	95.91
Port Adelaide	82248	65294	4898	4245	3385	823	78645	95.62
Sturt	79823	60922	5480	4472	4589	530	75993	95.20
Wakefield	88650	72192	5411	4346	2860	182	84991	95.87
TOTAL	1013989	790799	68633	55530	47307	7796	970065	95.67
								
Tasmania								
								
Division	Enrolment	Ordinary	Absent	Postal	Pre-Poll	Provisional	Total	
		Votes	Votes	Votes	Votes	Votes	Votes	%
Bass	65933	55666	2368	2556	2582	122	63294	96.00
Braddon	62419	52663	2330	2268	2868	131	60260	96.54
Denison	67361	55111	2825	3133	3041	137	64247	95.38
Franklin	65769	55097	3421	2293	2240	123	63174	96.05
Lyons	68639	57885	3749	2848	1740	99	66321	96.62
TOTAL	330121	276422	14693	13098	12471	612	317296	96.12
								
Australian Capital Territory								
								
Division	Enrolment	Ordinary	Absent	Postal	Pre-Poll	Provisional	Total	
		Votes	Votes	Votes	Votes	Votes	Votes	%
Canberra	105359	70589	1976	4815	23255	417	101052	95.91
Fraser	104177	69990	1850	5240	21794	500	99374	95.39
TOTAL	209536	140579	3826	10055	45049	917	200426	95.65
								
Northern Territory								
								
Division	Enrolment	Ordinary	Absent	Postal	Pre-Poll	Provisional	Total	
		Votes	Votes	Votes	Votes	Votes	Votes	%
Northern Territory	105048	81134	0	2822	8580	2352	94888	90.33
TOTAL	105048	81134	0	2822	8580	2352	94888	90.33
								
NATIONAL TOTAL	12154050	9510171	750845	502372	684255	97558	11545201	94.99
