DEM	37	37	0	141267	5.91	12995	8.49	1293	5.39	9006	5.91	6530	5.36	171091	6.02
GRN	27	27	0	46760	1.96	5873	3.84	756	3.15	3891	2.55	2103	1.73	59383	2.09
HAN	30	30	0	87417	3.66	5175	3.38	1002	4.17	6798	4.46	5406	4.44	105798	3.72
UNI	31	31	0	23620	0.99	2354	1.54	396	1.65	1838	1.21	1057	0.87	29265	1.03
CDP	4	4	0	3108	0.13	242	0.16	39	0.16	200	0.13	204	0.17	3793	0.13
Other	35	85	0	67472	2.82	4678	3.06	945	3.94	4528	2.97	3064	2.51	80687	2.84
FORMAL				2391398	96.37	153088	95.82	24001	94.90	152349	97.57	121845	98.56	2842681	96.49
INFORMAL				89984	3.63	6674	4.18	1290	5.10	3796	2.43	1780	1.44	103524	3.51
TOTAL				2481382	84.22	159762	5.42	25291	0.86	156145	5.30	123625	4.20	2946205	95.61


Queensland															
Enrolment 2188024															

Party	Divisions	Number	Number	Ordinary		Absent		Provisional		Pre-Poll		Postal		Total	
	Contested	Nominated	Elected	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%
LP	22	22	14	510427	30.86	40681	30.17	2379	23.08	34381	34.32	27285	28.99	615153	30.86
NP	10	10	5	160056	9.68	13244	9.82	721	6.99	9256	9.24	15908	16.90	199185	9.99
ALP	27	27	8	604334	36.54	45652	33.86	4445	43.12	33779	33.72	31533	33.50	719743	36.11
DEM	27	27	0	65491	3.96	7206	5.34	368	3.57	4130	4.12	2808	2.98	80003	4.01
GRN	27	27	0	36765	2.22	5592	4.15	503	4.88	3077	3.07	1503	1.60	47440	2.38
HAN	27	27	0	238989	14.45	18773	13.92	1614	15.66	13322	13.30	13285	14.11	285983	14.35
CDP	9	9	0	9254	0.56	953	0.71	66	0.64	602	0.60	368	0.39	11243	0.56
Other	20	43	0	28627	1.73	2720	2.02	213	2.07	1623	1.62	1442	1.53	34625	1.74
FORMAL				1653943	96.48	134821	96.78	10309	94.94	100170	98.08	94132	98.58	1993375	96.67
INFORMAL				60306	3.52	4490	3.22	550	5.06	1956	1.92	1357	1.42	68659	3.33
TOTAL				1714249	83.13	139311	6.76	10859	0.53	102126	4.95	95489	4.63	2062034	94.24


Western Australia															
Enrolment 1149619															

Party	Divisions	Number	Number	Ordinary		Absent		Provisional		Pre-Poll		Postal		Total	
	Contested	Nominated	Elected	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%
LP	14	14	7	333791	37.94	30528	39.01	2397	28.76	18937	40.31	12183	41.48	397836	38.15
NP	4	4	0	11193	1.27	1255	1.60	77	0.92	509	1.08	562	1.91	13596	1.30
ALP	14	14	7	324996	36.94	24591	31.42	3497	41.96	15418	32.82	9043	30.79	377545	36.21
DEM	14	14	0	34329	3.90	3719	4.75	304	3.65	1978	4.21	1034	3.52	41364	3.97
GWA	14	14	0	42406	4.82	5889	7.52	635	7.62	2585	5.50	1159	3.95	52674	5.05
HAN	14	14	0	80996	9.21	7464	9.54	911	10.93	4005	8.52	3332	11.34	96708	9.27
UNI	1	1	0	252	0.03	35	0.04	4	0.05	17	0.04	13	0.04	321	0.03
CDP	8	8	0	6807	0.77	828	1.06	54	0.65	385	0.82	262	0.89	8336	0.80
Other	13	26	0	45056	5.12	3951	5.05	455	5.46	3150	6.70	1783	6.07	54395	5.22
FORMAL				879826	95.65	78260	95.93	8334	94.46	46984	97.63	29371	98.17	1042775	95.82
INFORMAL				40010	4.35	3323	4.07	489	5.54	1140	2.37	547	1.83	45509	4.18
TOTAL				919836	84.52	81583	7.50	8823	0.81	48124	4.42	29918	2.75	1088284	94.66


South Australia															
Enrolment 1013989															

Party	Divisions	Number	Number	Ordinary		Absent		Provisional		Pre-Poll		Postal		Total	
	Contested	Nominated	Elected	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%
LP	12	12	9	312677	41.55	27830	42.47	2060	28.43	20305	44.12	26510	48.46	389382	42.05
NP	3	3	0	4002	0.53	261	0.40	49	0.68	190	0.41	294	0.54	4796	0.52
ALP	12	12	3	264432	35.14	20419	31.16	3192	44.05	14822	32.20	16402	29.98	319267	34.48
DEM	12	12	0	75000	9.97	8554	13.06	806	11.12	4903	10.65	4642	8.49	93905	10.14
GRN	2	2	0	3415	0.45	581	0.89	81	1.12	275	0.60	224	0.41	4576	0.49
HAN	12	12	0	74438	9.89	5895	9.00	770	10.63	4230	9.19	5440	9.94	90773	9.80
CDP	2	2	0	2794	0.37	270	0.41	42	0.58	211	0.46	204	0.37	3521	0.38
Other	12	23	0	15733	2.09	1711	2.61	246	3.39	1090	2.37	991	1.81	19771	2.14
FORMAL				752491	95.16	65521	95.47	7246	92.95	46026	97.29	54707	98.52	925991	95.46
INFORMAL				38308	4.84	3112	4.53	550	7.05	1281	2.71	823	1.48	44074	4.54
TOTAL				790799	81.52	68633	7.08	7796	0.80	47307	4.88	55530	5.72	970065	95.67


Tasmania															
Enrolment 330121															

Party	Divisions	Number	Number	Ordinary		Absent		Provisional		Pre-Poll		Postal		Total	
	Contested	Nominated	Elected	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%
LP	5	5	0	101851	38.09	5302	36.99	132	22.64	5012	40.94	5080	39.21	117377	38.17
ALP	5	5	5	132131	49.42	6565	45.80	328	56.26	5127	41.88	6233	48.11	150384	48.91
DEM	5	5	0	8563	3.20	617	4.30	28	4.80	477	3.90	339	2.62	10024	3.26
GRN	5	5	0	14058	5.26	1297	9.05	56	9.61	1056	8.63	624	4.82	17091	5.56
HAN	3	3	0	6457	2.42	301	2.10	23	3.95	365	2.98	407	3.14	7553	2.46
Other	4	4	0	4303	1.61	251	1.75	16	2.74	204	1.67	274	2.11	5048	1.64
FORMAL				267363	96.72	14333	97.55	583	95.26	12241	98.16	12957	98.92	307477	96.91
INFORMAL				9059	3.28	360	2.45	29	4.74	230	1.84	141	1.08	9819	3.09
TOTAL				276422	87.12	14693	4.63	612	0.19	12471	3.93	13098	4.13	317296	96.12


Australian Capital Territory															
Enrolment 209536															

Party	Divisions	Number	Number	Ordinary		Absent		Provisional		Pre-Poll		Postal		Total	
	Contested	Nominated	Elected	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%
LP	2	2	0	41125	30.22	1051	28.48	181	20.83	13224	29.97	3843	38.75	59424	30.52
ALP	2	2	2	69879	51.35	1799	48.75	486	55.93	22326	50.60	4098	41.32	98588	50.64
DEM	2	2	0	10004	7.35	283	7.67	63	7.25	3288	7.45	756	7.62	14394	7.39
GRN	2	2	0	5321	3.91	246	6.67	57	6.56	2134	4.84	387	3.90	8145	4.18
HAN	2	2	0	6822	5.01	163	4.42	47	5.41	2212	5.01	651	6.56	9895	5.08
Other	2	5	0	2935	2.16	148	4.01	35	4.03	937	2.12	182	1.84	4237	2.18
FORMAL				136086	96.80	3690	96.45	869	94.77	44121	97.94	9917	98.63	194683	97.13
INFORMAL				4493	3.20	136	3.55	48	5.23	928	2.06	138	1.37	5743	2.87
TOTAL				140579	70.14	3826	1.91	917	0.46	45049	22.48	10055	5.02	200426	95.65


Northern Territory															
Enrolment 105048															

Party	Divisions	Number	Number	Ordinary		Absent		Provisional		Pre-Poll		Postal		Total	
	Contested	Nominated	Elected	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%
CLP	1	1	0	30145	38.87	0	0.00	640	28.70	3814	45.52	1415	51.14	36014	39.60
ALP	1	1	1	33742	43.50	0	0.00	1169	52.42	2831	33.79	727	26.27	38469	42.30
DEM	1	1	0	3993	5.15	0	0.00	105	4.71	429	5.12	131	4.73	4658	5.12
GRN	1	1	0	2268	2.92	0	0.00	85	3.81	322	3.84	78	2.82	2753	3.03
HAN	1	1	0	6055	7.81	0	0.00	184	8.25	804	9.60	358	12.94	7401	8.14
DSL	1	1	0	528	0.68	0	0.00	21	0.94	62	0.74	13	0.47	624	0.69
Other	1	1	0	830	1.07	0	0.00	26	1.17	117	1.40	45	1.63	1018	1.12
FORMAL				77561	95.60	0	0.00	2230	94.81	8379	97.66	2767	98.05	90937	95.84
INFORMAL				3573	4.40	0	0.00	122	5.19	201	2.34	55	1.95	3951	4.16
TOTAL				81134	85.51	0	0.00	2352	2.48	8580	9.04	2822	2.97	94888	90.33
