Senate - 2001 Election: Queensland 																																																																																																																																																																																																																																																												
First Preference Votes by Candidate 																																																																																																																																																																																																																																																												
By Polling Place																																																																																																																																																																																																																																																												
Herbert (90904)																																																																																																																																																																																																																																																												
		   	 A 												 B Australian Labor Party (State of Queensland)															 C Citizens Electoral Council of Australia												 D National Party of Australia (Queensland)															 E Christian Democratic Party (Fred Nile Group)												 F Australian Greens															 G Help End Marijuana Prohibition												 H Republican Party of Australia												 I Pauline Hanson's One Nation																		 J Liberal Party of Australia - Queensland Division																		 K No Goods and Services Tax Party												 L Australian Democrats															Ungrouped																																																																																	
	    		TICKET VOTES			WATSON			FLETCHER			Group Total			TICKET VOTES			# HOGG			# MOORE			GIBBS			Group Total			TICKET VOTES			HOPE			CONTARINO			Group Total			TICKET VOTES			# BOSWELL			STALLMAN			JOYCE			Group Total			TICKET VOTES			BLACKMAN			BULLOCK			Group Total			TICKET VOTES			MOLES			MAHONEY			TAYLOR			Group Total			TICKET VOTES			FREEMARIJUANA			FREEMARIJUANA			Group Total			TICKET VOTES			PYKE			SIMPSON			Group Total			TICKET VOTES			HANSON			HANSEN			MARSDEN			SLACK-SMITH			Group Total			TICKET VOTES			# MACDONALD			# HERRON			TROOD			KEMBER			Group Total			TICKET VOTES			ETTRIDGE			GOOCH			Group Total			TICKET VOTES			# BARTLETT			OSS-EMER			BATHURST			Group Total			ROSBOROUGH			HOWSE			JONES			KIRWIN			SZENTES			MELROSE			PHILIPPI			RILEY			Ungrouped Total			FORMAL			INFORMAL			TOTAL																																																
	    					Sam			Karen									John			Claire			Brenda									Danny			Nick									Ron			Pam			Barnaby									Kerry			Geoffrey									Sarah			Desiree			Mark									Nigel David			Guy									John Richard			Malcolm J									Pauline			Trevor			Morrie			John									Ian			John			Russell			Deborah									David			Richard John									Andrew			Liz			Megan						Derek M			David Gordon			John Dalungdalee			Oni			George			Anthony John			Walter			Phillip Werner																																																												
	Polling Places		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%																																															
	Currajong		10	0.39		1	0.04		0	0.00		11	0.43		1008	39.56		8	0.31		3	0.12		3	0.12		1022	40.11		2	0.08		0	0.00		0	0.00		2	0.08		67	2.63		3	0.12		1	0.04		1	0.04		72	2.83		16	0.63		3	0.12		0	0.00		19	0.75		59	2.32		5	0.20		0	0.00		1	0.04		65	2.55		41	1.61		3	0.12		0	0.00		44	1.73		2	0.08		0	0.00		0	0.00		2	0.08		236	9.26		19	0.75		0	0.00		0	0.00		0	0.00		255	10.01		863	33.87		17	0.67		2	0.08		0	0.00		1	0.04		883	34.65		29	1.14		0	0.00		0	0.00		29	1.14		129	5.06		5	0.20		2	0.08		2	0.08		138	5.42		3	0.12		0	0.00		0	0.00		1	0.04		1	0.04		1	0.04		0	0.00		0	0.00		6	0.24		2548	97.77		58	2.23		2606	3.01																																													
	Currajong North		1	0.15		1	0.15		0	0.00		2	0.30		246	37.05		3	0.45		0	0.00		1	0.15		250	37.65		0	0.00		0	0.00		0	0.00		0	0.00		17	2.56		2	0.30		0	0.00		0	0.00		19	2.86		4	0.60		0	0.00		0	0.00		4	0.60		16	2.41		2	0.30		0	0.00		0	0.00		18	2.71		8	1.20		1	0.15		0	0.00		9	1.36		1	0.15		0	0.00		0	0.00		1	0.15		57	8.58		6	0.90		0	0.00		0	0.00		0	0.00		63	9.49		249	37.50		1	0.15		1	0.15		0	0.00		0	0.00		251	37.80		9	1.36		1	0.15		0	0.00		10	1.51		34	5.12		2	0.30		0	0.00		0	0.00		36	5.42		0	0.00		0	0.00		0	0.00		0	0.00		1	0.15		0	0.00		0	0.00		0	0.00		1	0.15		664	97.08		20	2.92		684	0.79																																													
	Cutheringa		3	0.31		2	0.21		0	0.00		5	0.52		323	33.68		9	0.94		1	0.10		0	0.00		333	34.72		0	0.00		0	0.00		0	0.00		0	0.00		17	1.77		2	0.21		0	0.00		0	0.00		19	1.98		5	0.52		0	0.00		0	0.00		5	0.52		36	3.75		7	0.73		1	0.10		0	0.00		44	4.59		12	1.25		2	0.21		2	0.21		16	1.67		3	0.31		0	0.00		0	0.00		3	0.31		97	10.11		8	0.83		0	0.00		0	0.00		0	0.00		105	10.95		336	35.04		8	0.83		0	0.00		0	0.00		0	0.00		344	35.87		11	1.15		0	0.00		0	0.00		11	1.15		64	6.67		8	0.83		0	0.00		1	0.10		73	7.61		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		1	0.10		0	0.00		0	0.00		1	0.10		959	96.00		40	4.00		999	1.16																																													
	Deeragun		13	0.64		1	0.05		0	0.00		14	0.69		576	28.42		7	0.35		0	0.00		0	0.00		583	28.76		2	0.10		2	0.10		1	0.05		5	0.25		78	3.85		2	0.10		0	0.00		0	0.00		80	3.95		13	0.64		1	0.05		0	0.00		14	0.69		29	1.43		3	0.15		0	0.00		0	0.00		32	1.58		36	1.78		2	0.10		0	0.00		38	1.87		3	0.15		0	0.00		0	0.00		3	0.15		310	15.29		21	1.04		0	0.00		0	0.00		0	0.00		331	16.33		822	40.55		7	0.35		0	0.00		0	0.00		1	0.05		830	40.95		17	0.84		0	0.00		0	0.00		17	0.84		69	3.40		9	0.44		0	0.00		1	0.05		79	3.90		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		1	0.05		1	0.05		2027	96.94		64	3.06		2091	2.42																																													
	Douglas		0	0.00		0	0.00		0	0.00		0	0.00		117	24.95		4	0.85		1	0.21		1	0.21		123	26.23		0	0.00		0	0.00		0	0.00		0	0.00		23	4.90		1	0.21		0	0.00		0	0.00		24	5.12		2	0.43		2	0.43		0	0.00		4	0.85		20	4.26		8	1.71		0	0.00		0	0.00		28	5.97		14	2.99		0	0.00		0	0.00		14	2.99		1	0.21		0	0.00		0	0.00		1	0.21		17	3.62		2	0.43		0	0.00		0	0.00		0	0.00		19	4.05		200	42.64		6	1.28		0	0.00		0	0.00		0	0.00		206	43.92		4	0.85		0	0.00		0	0.00		4	0.85		41	8.74		2	0.43		0	0.00		1	0.21		44	9.38		1	0.21		0	0.00		0	0.00		1	0.21		0	0.00		0	0.00		0	0.00		0	0.00		2	0.43		469	97.71		11	2.29		480	0.56																																													
	Garbutt		6	0.39		0	0.00		0	0.00		6	0.39		717	46.26		15	0.97		4	0.26		2	0.13		738	47.61		2	0.13		0	0.00		0	0.00		2	0.13		29	1.87		2	0.13		0	0.00		0	0.00		31	2.00		10	0.65		1	0.06		0	0.00		11	0.71		38	2.45		2	0.13		0	0.00		0	0.00		40	2.58		24	1.55		1	0.06		0	0.00		25	1.61		3	0.19		0	0.00		0	0.00		3	0.19		142	9.16		8	0.52		1	0.06		0	0.00		0	0.00		151	9.74		433	27.94		4	0.26		0	0.00		0	0.00		0	0.00		437	28.19		28	1.81		0	0.00		0	0.00		28	1.81		65	4.19		8	0.52		0	0.00		1	0.06		74	4.77		2	0.13		0	0.00		0	0.00		2	0.13		0	0.00		0	0.00		0	0.00		0	0.00		4	0.26		1550	95.09		80	4.91		1630	1.89																																													
	Heatley		11	0.36		2	0.06		0	0.00		13	0.42		1107	35.74		23	0.74		1	0.03		3	0.10		1134	36.62		3	0.10		0	0.00		0	0.00		3	0.10		77	2.49		5	0.16		0	0.00		0	0.00		82	2.65		21	0.68		4	0.13		0	0.00		25	0.81		62	2.00		7	0.23		0	0.00		0	0.00		69	2.23		45	1.45		10	0.32		0	0.00		55	1.78		2	0.06		0	0.00		0	0.00		2	0.06		297	9.59		24	0.77		0	0.00		0	0.00		0	0.00		321	10.36		1143	36.91		20	0.65		0	0.00		0	0.00		2	0.06		1165	37.62		44	1.42		0	0.00		0	0.00		44	1.42		165	5.33		13	0.42		1	0.03		1	0.03		180	5.81		1	0.03		0	0.00		0	0.00		3	0.10		0	0.00		0	0.00		0	0.00		0	0.00		4	0.13		3097	97.08		93	2.92		3190	3.69																																													
	Hermit Park		6	0.33		1	0.05		2	0.11		9	0.49		706	38.52		21	1.15		1	0.05		2	0.11		730	39.83		2	0.11		0	0.00		0	0.00		2	0.11		52	2.84		3	0.16		0	0.00		0	0.00		55	3.00		9	0.49		1	0.05		0	0.00		10	0.55		60	3.27		6	0.33		0	0.00		0	0.00		66	3.60		30	1.64		4	0.22		1	0.05		35	1.91		3	0.16		0	0.00		0	0.00		3	0.16		164	8.95		15	0.82		0	0.00		0	0.00		0	0.00		179	9.77		572	31.21		9	0.49		1	0.05		1	0.05		0	0.00		583	31.81		21	1.15		0	0.00		0	0.00		21	1.15		118	6.44		12	0.65		1	0.05		2	0.11		133	7.26		1	0.05		0	0.00		0	0.00		4	0.22		0	0.00		0	0.00		1	0.05		1	0.05		7	0.38		1833	96.68		63	3.32		1896	2.19																																													
	Hermit Park South		5	0.37		2	0.15		0	0.00		7	0.52		478	35.59		15	1.12		4	0.30		1	0.07		498	37.08		0	0.00		0	0.00		0	0.00		0	0.00		45	3.35		5	0.37		0	0.00		1	0.07		51	3.80		5	0.37		0	0.00		0	0.00		5	0.37		35	2.61		8	0.60		0	0.00		0	0.00		43	3.20		9	0.67		2	0.15		0	0.00		11	0.82		1	0.07		0	0.00		0	0.00		1	0.07		106	7.89		9	0.67		0	0.00		0	0.00		0	0.00		115	8.56		485	36.11		8	0.60		0	0.00		1	0.07		1	0.07		495	36.86		8	0.60		2	0.15		0	0.00		10	0.74		98	7.30		5	0.37		2	0.15		0	0.00		105	7.82		1	0.07		0	0.00		0	0.00		0	0.00		1	0.07		0	0.00		0	0.00		0	0.00		2	0.15		1343	96.07		55	3.93		1398	1.62																																													
	Kelso		3	0.14		1	0.05		0	0.00		4	0.19		779	37.43		10	0.48		0	0.00		0	0.00		789	37.91		2	0.10		0	0.00		0	0.00		2	0.10		49	2.35		3	0.14		0	0.00		0	0.00		52	2.50		15	0.72		1	0.05		0	0.00		16	0.77		40	1.92		6	0.29		1	0.05		0	0.00		47	2.26		31	1.49		2	0.10		1	0.05		34	1.63		6	0.29		0	0.00		0	0.00		6	0.29		268	12.88		9	0.43		0	0.00		0	0.00		0	0.00		277	13.31		723	34.74		9	0.43		0	0.00		0	0.00		0	0.00		732	35.18		30	1.44		0	0.00		0	0.00		30	1.44		85	4.08		3	0.14		0	0.00		0	0.00		88	4.23		2	0.10		0	0.00		0	0.00		1	0.05		0	0.00		1	0.05		0	0.00		0	0.00		4	0.19		2081	97.29		58	2.71		2139	2.47																																													
	Kirwan		10	0.29		0	0.00		1	0.03		11	0.32		1044	30.05		16	0.46		3	0.09		1	0.03		1064	30.63		4	0.12		1	0.03		0	0.00		5	0.14		125	3.60		3	0.09		1	0.03		0	0.00		129	3.71		21	0.60		2	0.06		0	0.00		23	0.66		53	1.53		4	0.12		0	0.00		2	0.06		59	1.70		44	1.27		1	0.03		1	0.03		46	1.32		3	0.09		0	0.00		0	0.00		3	0.09		292	8.41		8	0.23		0	0.00		0	0.00		0	0.00		300	8.64		1597	45.97		19	0.55		2	0.06		0	0.00		1	0.03		1619	46.60		41	1.18		0	0.00		0	0.00		41	1.18		159	4.58		9	0.26		0	0.00		2	0.06		170	4.89		0	0.00		0	0.00		0	0.00		3	0.09		0	0.00		0	0.00		0	0.00		1	0.03		4	0.12		3474	97.53		88	2.47		3562	4.12																																													
	Kirwan South		8	0.22		0	0.00		0	0.00		8	0.22		1177	32.74		21	0.58		2	0.06		1	0.03		1201	33.41		6	0.17		0	0.00		0	0.00		6	0.17		84	2.34		5	0.14		2	0.06		0	0.00		91	2.53		39	1.08		7	0.19		0	0.00		46	1.28		67	1.86		3	0.08		0	0.00		0	0.00		70	1.95		59	1.64		2	0.06		3	0.08		64	1.78		1	0.03		0	0.00		0	0.00		1	0.03		300	8.34		23	0.64		1	0.03		0	0.00		0	0.00		324	9.01		1488	41.39		15	0.42		5	0.14		0	0.00		0	0.00		1508	41.95		41	1.14		2	0.06		0	0.00		43	1.20		209	5.81		14	0.39		3	0.08		2	0.06		228	6.34		1	0.03		0	0.00		0	0.00		2	0.06		0	0.00		0	0.00		0	0.00		2	0.06		5	0.14		3595	97.08		108	2.92		3703	4.28																																													
	Mount Louisa		9	0.50		2	0.11		0	0.00		11	0.62		578	32.38		5	0.28		1	0.06		0	0.00		584	32.72		2	0.11		0	0.00		0	0.00		2	0.11		46	2.58		4	0.22		0	0.00		0	0.00		50	2.80		37	2.07		3	0.17		1	0.06		41	2.30		23	1.29		3	0.17		0	0.00		0	0.00		26	1.46		22	1.23		3	0.17		0	0.00		25	1.40		0	0.00		0	0.00		0	0.00		0	0.00		169	9.47		12	0.67		0	0.00		0	0.00		0	0.00		181	10.14		748	41.90		16	0.90		0	0.00		1	0.06		0	0.00		765	42.86		13	0.73		0	0.00		0	0.00		13	0.73		77	4.31		6	0.34		0	0.00		2	0.11		85	4.76		0	0.00		0	0.00		0	0.00		1	0.06		0	0.00		0	0.00		0	0.00		1	0.06		2	0.11		1785	97.97		37	2.03		1822	2.11																																													
	Mundingburra		9	0.32		1	0.04		0	0.00		10	0.36		891	32.02		13	0.47		5	0.18		1	0.04		910	32.70		3	0.11		0	0.00		0	0.00		3	0.11		71	2.55		8	0.29		0	0.00		0	0.00		79	2.84		18	0.65		2	0.07		0	0.00		20	0.72		100	3.59		18	0.65		1	0.04		1	0.04		120	4.31		50	1.80		4	0.14		0	0.00		54	1.94		4	0.14		1	0.04		0	0.00		5	0.18		189	6.79		21	0.75		0	0.00		0	0.00		0	0.00		210	7.55		1102	39.60		17	0.61		2	0.07		2	0.07		2	0.07		1125	40.42		28	1.01		0	0.00		0	0.00		28	1.01		193	6.93		18	0.65		1	0.04		1	0.04		213	7.65		0	0.00		0	0.00		0	0.00		5	0.18		0	0.00		0	0.00		0	0.00		1	0.04		6	0.22		2783	97.61		68	2.39		2851	3.30																																													
	Mundingburra South		2	0.15		0	0.00		0	0.00		2	0.15		410	31.71		5	0.39		1	0.08		0	0.00		416	32.17		0	0.00		0	0.00		0	0.00		0	0.00		33	2.55		4	0.31		1	0.08		0	0.00		38	2.94		11	0.85		1	0.08		0	0.00		12	0.93		41	3.17		6	0.46		0	0.00		0	0.00		47	3.63		18	1.39		3	0.23		0	0.00		21	1.62		4	0.31		0	0.00		0	0.00		4	0.31		86	6.65		12	0.93		0	0.00		0	0.00		0	0.00		98	7.58		521	40.29		11	0.85		0	0.00		0	0.00		0	0.00		532	41.14		20	1.55		1	0.08		0	0.00		21	1.62		82	6.34		14	1.08		3	0.23		0	0.00		99	7.66		0	0.00		0	0.00		0	0.00		2	0.15		1	0.08		0	0.00		0	0.00		0	0.00		3	0.23		1293	97.73		30	2.27		1323	1.53																																													
	Nelly Bay		2	0.38		0	0.00		0	0.00		2	0.38		141	27.06		3	0.58		1	0.19		2	0.38		147	28.21		0	0.00		0	0.00		0	0.00		0	0.00		13	2.50		3	0.58		0	0.00		0	0.00		16	3.07		6	1.15		1	0.19		0	0.00		7	1.34		36	6.91		11	2.11		0	0.00		0	0.00		47	9.02		8	1.54		0	0.00		0	0.00		8	1.54		1	0.19		0	0.00		0	0.00		1	0.19		36	6.91		6	1.15		0	0.00		0	0.00		0	0.00		42	8.06		193	37.04		3	0.58		0	0.00		0	0.00		0	0.00		196	37.62		4	0.77		0	0.00		0	0.00		4	0.77		40	7.68		8	1.54		0	0.00		1	0.19		49	9.40		0	0.00		0	0.00		0	0.00		0	0.00		2	0.38		0	0.00		0	0.00		0	0.00		2	0.38		521	97.75		12	2.25		533	0.62																																													
