				Stephen			Eve			Bronwyn			Mal			Brian			Leslie Vernon			Bert																		
				(ALP)			(GRN)			(DEM)			(LP)			(IND)			(CEC)			(HAN)																		
Count			Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Total																
FIRST			27629	36.62		2556	3.39		2992	3.97		34229	45.37		1665	2.21		148	0.20		6223	8.25		75442																
SECOND			10	6.76		20	13.51		6	4.05		14	9.46		49	33.11			Excluded		49	33.11		148																
	TOTAL		27639	36.64		2576	3.41		2998	3.97		34243	45.39		1714	2.27					6272	8.31		75442																
THIRD			259	15.11		247	14.41		205	11.96		381	22.23			Excluded					622	36.29		1714															
	TOTAL		27898	36.98		2823	3.74		3203	4.25		34624	45.89								6894	9.14		75442															
FOURTH			899	31.85			Excluded		1217	43.11		377	13.35								330	11.69		2823															
	TOTAL		28797	38.17					4420	5.86		35001	46.39								7224	9.58		75442															
FIFTH			2679	60.61						Excluded		1119	25.32								622	14.07		4420															
	TOTAL		31476	41.72								36120	47.88								7846	10.40		75442															
SIXTH			4192	53.43								3654	46.57									Excluded		7846															
	TOTAL		35668	47.28								39774	52.72											75442															
													Elected																										
																																							
McPherson																																							
				LIGHT			LEWIS			MAY			BRADLEY			TRIGGER			GOODWIN			WHITE																	
				Inge			Paul			Margaret			Ronald			Kellie			Kevin Patrick			Russell V																	
				(GRN)			(HAN)			(LP)			(IND)			(ALP)			(IND)			(DEM)																	
Count			Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Total															
FIRST			4220	5.00		4989	5.91		46641	55.21		607	0.72		24055	28.47		481	0.57		3485	4.13		84478															
SECOND			48	9.98		32	6.65		54	11.23		201	41.79		57	11.85			Excluded		89	18.50		481																
	TOTAL		4268	5.05		5021	5.94		46695	55.27		808	0.96		24112	28.54					3574	4.23		84478																
THIRD			175	21.66		144	17.82		211	26.11			Excluded		129	15.97					149	18.44		808																
	TOTAL		4443	5.26		5165	6.11		46906	55.52					24241	28.70					3723	4.41		84478																
FOURTH			1835	49.29		201	5.40		649	17.43					1038	27.88						Excluded		3723																
	TOTAL		6278	7.43		5366	6.35		47555	56.29					25279	29.92								84478																
FIFTH			2377	44.30			Excluded		1870	34.85					1119	20.85								5366																
	TOTAL		8655	10.25					49425	58.51					26398	31.25								84478																
SIXTH				Excluded					3414	39.45					5241	60.55								8655																
	TOTAL								52839	62.55					31639	37.45								84478																
										Elected																														
																																								
Maranoa																																								
				WILSON			BOWDEN			ROLLS			MCNICHOL			SCOTT			NEMETH																					
				Rhonda			David L			Cindy			Mark			Bruce			Noel																					
				(DEM)			(ALP)			(CEC)			(HAN)			(NP)			(GRN)																					
Count			Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Total																			
FIRST			2977	3.92		17696	23.32		600	0.79		11429	15.06		41685	54.92		1512	1.99		75899																			
SECOND			147	24.50		114	19.00			Excluded		155	25.83		131	21.83		53	8.83		600																			
	TOTAL		3124	4.12		17810	23.47					11584	15.26		41816	55.09		1565	2.06		75899																			
THIRD			607	38.79		327	20.89					225	14.38		406	25.94			Excluded		1565																			
	TOTAL		3731	4.92		18137	23.90					11809	15.56		42222	55.63					75899																			
FOURTH				Excluded		2038	54.62					533	14.29		1160	31.09					3731																			
	TOTAL					20175	26.58					12342	16.26		43382	57.16					75899																			
FIFTH						5621	45.54						Excluded		6721	54.46					12342																			
	TOTAL					25796	33.99								50103	66.01					75899																			
																Elected																								
																																								
Moncrieff																																								
				TOBIAS			CARROLL			CIOBO			DOUGLAS			CHATTERJEE			ALECKSON			MILLAR			DERRICK			HEPBURN												
				Josephine			Maurie			Steven			Susie			Victoria			Maxwell A			Lesley			Kari			Dean												
				(IND)			(IND)			(LP)			(NP)			(ALP)			(IND)			(HAN)			(DEM)			(GRN)												
Count			Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Total									
FIRST			2286	2.94		360	0.46		39586	50.91		4914	6.32		19158	24.64		549	0.71		4458	5.73		3439	4.42		3014	3.88		77764									
SECOND			185	51.39			Excluded		50	13.89		47	13.06		29	8.06		24	6.67		9	2.50		7	1.94		9	2.50		360									
	TOTAL		2471	3.18					39636	50.97		4961	6.38		19187	24.67		573	0.74		4467	5.74		3446	4.43		3023	3.89		77764									
THIRD			135	23.56					58	10.12		55	9.60		51	8.90			Excluded		201	35.08		37	6.46		36	6.28		573									
	TOTAL		2606	3.35					39694	51.04		5016	6.45		19238	24.74					4668	6.00		3483	4.48		3059	3.93		77764									
FOURTH				Excluded					1107	42.48		371	14.24		216	8.29					166	6.37		463	17.77		283	10.86		2606									
	TOTAL								40801	52.47		5387	6.93		19454	25.02					4834	6.22		3946	5.07		3342	4.30		77764									
FIFTH									509	15.23		212	6.34		616	18.43					404	12.09		1601	47.91			Excluded		3342									
	TOTAL								41310	53.12		5599	7.20		20070	25.81					5238	6.74		5547	7.13					77764									
SIXTH									1439	27.47		804	15.35		972	18.56						Excluded		2023	38.62					5238									
	TOTAL								42749	54.97		6403	8.23		21042	27.06								7570	9.73					77764									
SEVENTH									4811	75.14			Excluded		668	10.43								924	14.43					6403									
	TOTAL								47560	61.16					21710	27.92								8494	10.92					77764									
EIGHTH									3316	39.04					5178	60.96									Excluded					8494									
	TOTAL								50876	65.42					26888	34.58														77764									
										Elected																														
																																								
Moreton																																								
				HARDGRAVE			LAMB			TAYLOR			BROOKES			COMANS			WEEDON																					
				Gary			Andrew			Lenore			Kathleen			Tracy Anne			Barry																					
				(LP)			(IND)			(GRN)			(ALP)			(DEM)			(HAN)																					
Count			Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Total																			
FIRST			39148	48.74		1385	1.72		3677	4.58		29144	36.29		4525	5.63		2433	3.03		80312																			
SECOND			647	46.71			Excluded		246	17.76		179	12.92		147	10.61		166	11.99		1385																			
	TOTAL		39795	49.55					3923	4.88		29323	36.51		4672	5.82		2599	3.24		80312																			
THIRD			986	37.94					447	17.20		478	18.39		688	26.47			Excluded		2599																			
	TOTAL		40781	50.78					4370	5.44		29801	37.11		5360	6.67					80312																			
FOURTH			718	16.43						Excluded		1355	31.01		2297	52.56					4370																			
	TOTAL		41499	51.67								31156	38.79		7657	9.53					80312																			
FIFTH			2036	26.59								5621	73.41			Excluded					7657																			
	TOTAL		43535	54.21								36777	45.79								80312																			
				Elected																																				
																																								
Oxley																																								
				ARMSTRONG			KUNZELMANN			MCKEON			PARER			RIPOLL																								
				Thomas John			Kate			John			Kevin			Bernie																								
				(HAN)			(DEM)			(GRN)			(LP)			(ALP)																								
Count			Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Total																						
FIRST			8085	10.58		4282	5.60		2433	3.18		23818	31.17		37797	49.46		76415																						
SECOND			355	14.59		1075	44.18			Excluded		390	16.03		613	25.20		2433																						
	TOTAL		8440	11.04		5357	7.01					24208	31.68		38410	50.27		76415																						
THIRD			1085	20.25			Excluded					1570	29.31		2702	50.44		5357																						
	TOTAL		9525	12.46								25778	33.73		41112	53.80		76415																						
FOURTH				Excluded								6210	65.20		3315	34.80		9525																						
	TOTAL											31988	41.86		44427	58.14		76415																						
																Elected																								
																																								
Petrie																																								
				GRIFFITHS			PANTANO			BLACK			HUME			EATON			GAMBARO																					
				Owen			Kim			Bill			Rosemary			Ron			Teresa																					
				(DEM)			(GRN)			(HAN)			(ALP)			(IND)			(LP)																					
Count			Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Total																			
