Senate - 2001 Election:  Queensland																																																																																																																																																																																																																																																												
First Preference Vote by Candidate																																																																																																																																																																																																																																																												
By Polling Place																																																																																																																																																																																																																																																												
Ryan (88171)																																																																																																																																																																																																																																																												
		   	 A 												 B Australian Labor Party (State of Queensland)															 C Citizens Electoral Council of Australia												 D National Party of Australia (Queensland)															 E Christian Democratic Party (Fred Nile Group)												 F Australian Greens															 G Help End Marijuana Prohibition												 H Republican Party of Australia												 I Pauline Hanson's One Nation																		 J Liberal Party of Australia - Queensland Division																		 K No Goods and Services Tax Party												 L Australian Democrats															Ungrouped																																																																																	
	    		TICKET VOTES			WATSON			FLETCHER			Group Total			TICKET VOTES			# HOGG			# MOORE			GIBBS			Group Total			TICKET VOTES			HOPE			CONTARINO			Group Total			TICKET VOTES			# BOSWELL			STALLMAN			JOYCE			Group Total			TICKET VOTES			BLACKMAN			BULLOCK			Group Total			TICKET VOTES			MOLES			MAHONEY			TAYLOR			Group Total			TICKET VOTES			FREEMARIJUANA			FREEMARIJUANA			Group Total			TICKET VOTES			PYKE			SIMPSON			Group Total			TICKET VOTES			HANSON			HANSEN			MARSDEN			SLACK-SMITH			Group Total			TICKET VOTES			# MACDONALD			# HERRON			TROOD			KEMBER			Group Total			TICKET VOTES			ETTRIDGE			GOOCH			Group Total			TICKET VOTES			# BARTLETT			OSS-EMER			BATHURST			Group Total			ROSBOROUGH			HOWSE			JONES			KIRWIN			SZENTES			MELROSE			PHILIPPI			RILEY			Ungrouped Total			FORMAL			INFORMAL			TOTAL																																																
	    					Sam			Karen									John			Claire			Brenda									Danny			Nick									Ron			Pam			Barnaby									Kerry			Geoffrey									Sarah			Desiree			Mark									Nigel David			Guy									John Richard			Malcolm J									Pauline			Trevor			Morrie			John									Ian			John			Russell			Deborah									David			Richard John									Andrew			Liz			Megan						Derek M			David Gordon			John Dalungdalee			Oni			George			Anthony John			Walter			Phillip Werner																																																												
	Polling Places		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%																																															
	Jindalee		4	0.12		2	0.06		0	0.00		6	0.18		832	25.34		20	0.61		2	0.06		0	0.00		854	26.01		0	0.00		1	0.03		0	0.00		1	0.03		176	5.36		15	0.46		0	0.00		1	0.03		192	5.85		22	0.67		6	0.18		1	0.03		29	0.88		116	3.53		15	0.46		0	0.00		1	0.03		132	4.02		30	0.91		9	0.27		0	0.00		39	1.19		1	0.03		1	0.03		0	0.00		2	0.06		104	3.17		17	0.52		0	0.00		0	0.00		0	0.00		121	3.69		1570	47.82		33	1.01		10	0.30		2	0.06		2	0.06		1617	49.25		22	0.67		0	0.00		0	0.00		22	0.67		232	7.07		33	1.01		1	0.03		1	0.03		267	8.13		1	0.03		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		1	0.03		3283	97.36		89	2.64		3372	4.00																																													
	Jindalee South		1	0.06		0	0.00		0	0.00		1	0.06		408	24.58		10	0.60		0	0.00		1	0.06		419	25.24		2	0.12		0	0.00		1	0.06		3	0.18		143	8.61		17	1.02		0	0.00		1	0.06		161	9.70		8	0.48		7	0.42		0	0.00		15	0.90		52	3.13		6	0.36		1	0.06		0	0.00		59	3.55		15	0.90		2	0.12		0	0.00		17	1.02		2	0.12		1	0.06		0	0.00		3	0.18		64	3.86		7	0.42		0	0.00		0	0.00		0	0.00		71	4.28		789	47.53		13	0.78		3	0.18		0	0.00		0	0.00		805	48.49		3	0.18		1	0.06		0	0.00		4	0.24		89	5.36		12	0.72		0	0.00		0	0.00		101	6.08		1	0.06		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		1	0.06		1660	96.91		53	3.09		1713	2.03																																													
	Kenmore		3	0.10		0	0.00		0	0.00		3	0.10		657	21.04		32	1.02		3	0.10		2	0.06		694	22.22		0	0.00		0	0.00		0	0.00		0	0.00		217	6.95		31	0.99		0	0.00		0	0.00		248	7.94		35	1.12		16	0.51		0	0.00		51	1.63		144	4.61		32	1.02		0	0.00		1	0.03		177	5.67		32	1.02		10	0.32		1	0.03		43	1.38		3	0.10		3	0.10		0	0.00		6	0.19		61	1.95		23	0.74		1	0.03		0	0.00		0	0.00		85	2.72		1474	47.20		26	0.83		5	0.16		1	0.03		1	0.03		1507	48.25		6	0.19		1	0.03		0	0.00		7	0.22		256	8.20		41	1.31		0	0.00		4	0.13		301	9.64		0	0.00		0	0.00		0	0.00		1	0.03		0	0.00		0	0.00		0	0.00		0	0.00		1	0.03		3123	97.20		90	2.80		3213	3.81																																													
	Kenmore South		7	0.22		1	0.03		0	0.00		8	0.25		658	20.42		20	0.62		5	0.16		1	0.03		684	21.22		0	0.00		0	0.00		0	0.00		0	0.00		245	7.60		36	1.12		0	0.00		1	0.03		282	8.75		16	0.50		11	0.34		0	0.00		27	0.84		132	4.10		32	0.99		1	0.03		2	0.06		167	5.18		30	0.93		6	0.19		0	0.00		36	1.12		2	0.06		0	0.00		0	0.00		2	0.06		77	2.39		20	0.62		0	0.00		0	0.00		0	0.00		97	3.01		1567	48.62		40	1.24		4	0.12		2	0.06		1	0.03		1614	50.08		6	0.19		0	0.00		0	0.00		6	0.19		260	8.07		35	1.09		1	0.03		2	0.06		298	9.25		1	0.03		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		1	0.03		2	0.06		3223	97.31		89	2.69		3312	3.93																																													
	Middle Park		7	0.19		0	0.00		1	0.03		8	0.22		986	26.68		22	0.60		3	0.08		3	0.08		1014	27.44		1	0.03		0	0.00		0	0.00		1	0.03		167	4.52		25	0.68		0	0.00		1	0.03		193	5.22		22	0.60		5	0.14		0	0.00		27	0.73		93	2.52		20	0.54		1	0.03		4	0.11		118	3.19		36	0.97		5	0.14		1	0.03		42	1.14		2	0.05		0	0.00		0	0.00		2	0.05		110	2.98		21	0.57		0	0.00		1	0.03		0	0.00		132	3.57		1789	48.40		34	0.92		4	0.11		2	0.05		2	0.05		1831	49.54		16	0.43		0	0.00		0	0.00		16	0.43		277	7.49		32	0.87		1	0.03		0	0.00		310	8.39		1	0.03		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		1	0.03		2	0.05		3696	98.35		62	1.65		3758	4.46																																													
	Moggill		1	0.03		2	0.06		0	0.00		3	0.09		677	21.25		13	0.41		2	0.06		3	0.09		695	21.81		1	0.03		0	0.00		0	0.00		1	0.03		202	6.34		36	1.13		0	0.00		0	0.00		238	7.47		23	0.72		6	0.19		0	0.00		29	0.91		121	3.80		16	0.50		0	0.00		1	0.03		138	4.33		41	1.29		1	0.03		0	0.00		42	1.32		2	0.06		0	0.00		2	0.06		4	0.13		112	3.52		27	0.85		0	0.00		0	0.00		0	0.00		139	4.36		1520	47.71		21	0.66		9	0.28		1	0.03		4	0.13		1555	48.81		9	0.28		1	0.03		0	0.00		10	0.31		294	9.23		31	0.97		1	0.03		5	0.16		331	10.39		0	0.00		1	0.03		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		1	0.03		3186	97.82		71	2.18		3257	3.86																																													
	Oxley		9	0.47		2	0.10		0	0.00		11	0.57		722	37.35		19	0.98		4	0.21		3	0.16		748	38.70		3	0.16		0	0.00		0	0.00		3	0.16		63	3.26		6	0.31		0	0.00		0	0.00		69	3.57		24	1.24		7	0.36		1	0.05		32	1.66		58	3.00		15	0.78		0	0.00		1	0.05		74	3.83		29	1.50		10	0.52		2	0.10		41	2.12		2	0.10		0	0.00		0	0.00		2	0.10		114	5.90		13	0.67		0	0.00		0	0.00		0	0.00		127	6.57		603	31.20		16	0.83		3	0.16		0	0.00		1	0.05		623	32.23		17	0.88		0	0.00		0	0.00		17	0.88		159	8.23		23	1.19		1	0.05		2	0.10		185	9.57		1	0.05		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		1	0.05		1933	95.60		89	4.40		2022	2.40																																													
	Oxley South		2	0.26		3	0.40		0	0.00		5	0.66		301	39.76		6	0.79		3	0.40		0	0.00		310	40.95		1	0.13		1	0.13		0	0.00		2	0.26		25	3.30		3	0.40		0	0.00		0	0.00		28	3.70		8	1.06		1	0.13		1	0.13		10	1.32		22	2.91		4	0.53		0	0.00		0	0.00		26	3.43		11	1.45		4	0.53		0	0.00		15	1.98		0	0.00		0	0.00		0	0.00		0	0.00		48	6.34		6	0.79		0	0.00		0	0.00		0	0.00		54	7.13		243	32.10		1	0.13		2	0.26		1	0.13		0	0.00		247	32.63		6	0.79		1	0.13		1	0.13		8	1.06		42	5.55		8	1.06		1	0.13		0	0.00		51	6.74		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		1	0.13		0	0.00		0	0.00		1	0.13		757	96.56		27	3.44		784	0.93																																													
	Pinjarra Hills		0	0.00		0	0.00		0	0.00		0	0.00		65	23.21		1	0.36		0	0.00		1	0.36		67	23.93		0	0.00		0	0.00		0	0.00		0	0.00		23	8.21		2	0.71		0	0.00		0	0.00		25	8.93		5	1.79		0	0.00		0	0.00		5	1.79		6	2.14		1	0.36		0	0.00		0	0.00		7	2.50		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		9	3.21		0	0.00		0	0.00		0	0.00		0	0.00		9	3.21		147	52.50		2	0.71		1	0.36		2	0.71		0	0.00		152	54.29		1	0.36		0	0.00		0	0.00		1	0.36		12	4.29		2	0.71		0	0.00		0	0.00		14	5.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		280	95.56		13	4.44		293	0.35																																													
	Pullenvale		1	0.10		0	0.00		0	0.00		1	0.10		168	16.11		10	0.96		4	0.38		2	0.19		184	17.64		0	0.00		0	0.00		0	0.00		0	0.00		96	9.20		8	0.77		1	0.10		0	0.00		105	10.07		5	0.48		0	0.00		0	0.00		5	0.48		45	4.31		20	1.92		2	0.19		1	0.10		68	6.52		12	1.15		2	0.19		0	0.00		14	1.34		0	0.00		1	0.10		0	0.00		1	0.10		30	2.88		6	0.58		0	0.00		0	0.00		0	0.00		36	3.45		525	50.34		9	0.86		1	0.10		0	0.00		0	0.00		535	51.29		6	0.58		1	0.10		0	0.00		7	0.67		70	6.71		13	1.25		1	0.10		0	0.00		84	8.05		0	0.00		2	0.19		0	0.00		0	0.00		0	0.00		1	0.10		0	0.00		0	0.00		3	0.29		1043	98.21		19	1.79		1062	1.26																																													
	St Lucia		3	0.14		4	0.18		1	0.05		8	0.37		445	20.54		17	0.78		5	0.23		2	0.09		469	21.65		0	0.00		1	0.05		0	0.00		1	0.05		140	6.46		24	1.11		1	0.05		2	0.09		167	7.71		15	0.69		2	0.09		3	0.14		20	0.92		118	5.45		33	1.52		0	0.00		2	0.09		153	7.06		19	0.88		11	0.51		0	0.00		30	1.39		3	0.14		2	0.09		0	0.00		5	0.23		40	1.85		9	0.42		0	0.00		0	0.00		1	0.05		50	2.31		883	40.77		25	1.15		7	0.32		3	0.14		3	0.14		921	42.52		5	0.23		1	0.05		0	0.00		6	0.28		282	13.02		52	2.40		0	0.00		1	0.05		335	15.47		1	0.05		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		1	0.05		2166	98.10		42	1.90		2208	2.62																																													
	Sinnamon Park		7	0.36		0	0.00		1	0.05		8	0.41		584	29.72		9	0.46		3	0.15		1	0.05		597	30.38		0	0.00		0	0.00		0	0.00		0	0.00		96	4.89		10	0.51		0	0.00		1	0.05		107	5.45		24	1.22		2	0.10		0	0.00		26	1.32		39	1.98		11	0.56		0	0.00		0	0.00		50	2.54		20	1.02		1	0.05		0	0.00		21	1.07		3	0.15		0	0.00		0	0.00		3	0.15		79	4.02		13	0.66		0	0.00		0	0.00		0	0.00		92	4.68		909	46.26		10	0.51		0	0.00		0	0.00		1	0.05		920	46.82		11	0.56		0	0.00		0	0.00		11	0.56		112	5.70		14	0.71		1	0.05		3	0.15		130	6.62		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		1965	96.94		62	3.06		2027	2.40																																															
	Taringa		1	0.06		3	0.17		0	0.00		4	0.23		406	23.35		8	0.46		2	0.12		1	0.06		417	23.98		0	0.00		0	0.00		0	0.00		0	0.00		102	5.87		18	1.04		0	0.00		0	0.00		120	6.90		8	0.46		0	0.00		0	0.00		8	0.46		92	5.29		31	1.78		0	0.00		3	0.17		126	7.25		23	1.32		4	0.23		0	0.00		27	1.55		2	0.12		0	0.00		0	0.00		2	0.12		40	2.30		13	0.75		0	0.00		0	0.00		0	0.00		53	3.05		712	40.94		16	0.92		3	0.17		1	0.06		3	0.17		735	42.27		4	0.23		1	0.06		0	0.00		5	0.29		193	11.10		43	2.47		1	0.06		5	0.29		242	13.92		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		1739	97.59		43	2.41		1782	2.11																																															
