Senate - 2001 Election: Queensland																																																																																																																																																																																																																																																												
First Preference Votes by Candidate 																																																																																																																																																																																																																																																												
By Polling Place																																																																																																																																																																																																																																																												
Moncrieff (89483)																																																																																																																																																																																																																																																												

		   	 A 												 B Australian Labor Party (State of Queensland)															 C Citizens Electoral Council of Australia												 D National Party of Australia (Queensland)															 E Christian Democratic Party (Fred Nile Group)												 F Australian Greens															 G Help End Marijuana Prohibition												 H Republican Party of Australia												 I Pauline Hanson's One Nation																		 J Liberal Party of Australia - Queensland Division																		 K No Goods and Services Tax Party												 L Australian Democrats															Ungrouped																																																																																	
	    		TICKET VOTES			WATSON			FLETCHER			Group Total			TICKET VOTES			# HOGG			# MOORE			GIBBS			Group Total			TICKET VOTES			HOPE			CONTARINO			Group Total			TICKET VOTES			# BOSWELL			STALLMAN			JOYCE			Group Total			TICKET VOTES			BLACKMAN			BULLOCK			Group Total			TICKET VOTES			MOLES			MAHONEY			TAYLOR			Group Total			TICKET VOTES			FREEMARIJUANA			FREEMARIJUANA			Group Total			TICKET VOTES			PYKE			SIMPSON			Group Total			TICKET VOTES			HANSON			HANSEN			MARSDEN			SLACK-SMITH			Group Total			TICKET VOTES			# MACDONALD			# HERRON			TROOD			KEMBER			Group Total			TICKET VOTES			ETTRIDGE			GOOCH			Group Total			TICKET VOTES			# BARTLETT			OSS-EMER			BATHURST			Group Total			ROSBOROUGH			HOWSE			JONES			KIRWIN			SZENTES			MELROSE			PHILIPPI			RILEY			Ungrouped Total			FORMAL			INFORMAL			TOTAL																																																
	    					Sam			Karen									John			Claire			Brenda									Danny			Nick									Ron			Pam			Barnaby									Kerry			Geoffrey									Sarah			Desiree			Mark									Nigel David			Guy									John Richard			Malcolm J									Pauline			Trevor			Morrie			John									Ian			John			Russell			Deborah									David			Richard John									Andrew			Liz			Megan						Derek M			David Gordon			John Dalungdalee			Oni			George			Anthony John			Walter			Phillip Werner																																																												
	Polling Places		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%																																															
	Earle Haven		11	2.03		0	0.00		0	0.00		11	2.03		121	22.32		1	0.18		0	0.00		0	0.00		122	22.51		1	0.18		0	0.00		0	0.00		1	0.18		27	4.98		0	0.00		0	0.00		0	0.00		27	4.98		5	0.92		1	0.18		0	0.00		6	1.11		3	0.55		1	0.18		0	0.00		0	0.00		4	0.74		1	0.18		0	0.00		0	0.00		1	0.18		0	0.00		0	0.00		0	0.00		0	0.00		39	7.20		1	0.18		0	0.00		0	0.00		0	0.00		40	7.38		309	57.01		0	0.00		0	0.00		0	0.00		0	0.00		309	57.01		2	0.37		0	0.00		0	0.00		2	0.37		19	3.51		0	0.00		0	0.00		0	0.00		19	3.51		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		542	96.44		20	3.56		562	0.67																																													
	Evandale		6	0.23		1	0.04		0	0.00		7	0.27		459	17.45		5	0.19		4	0.15		1	0.04		469	17.83		1	0.04		0	0.00		0	0.00		1	0.04		131	4.98		10	0.38		1	0.04		0	0.00		142	5.40		18	0.68		1	0.04		1	0.04		20	0.76		73	2.78		7	0.27		0	0.00		0	0.00		80	3.04		17	0.65		1	0.04		0	0.00		18	0.68		3	0.11		1	0.04		0	0.00		4	0.15		198	7.53		20	0.76		1	0.04		0	0.00		0	0.00		219	8.33		1509	57.38		15	0.57		1	0.04		0	0.00		0	0.00		1525	57.98		18	0.68		0	0.00		0	0.00		18	0.68		114	4.33		8	0.30		1	0.04		1	0.04		124	4.71		1	0.04		0	0.00		0	0.00		2	0.08		0	0.00		0	0.00		0	0.00		0	0.00		3	0.11		2630	97.37		71	2.63		2701	3.22																																													
	Florida Gardens		0	0.00		0	0.00		0	0.00		0	0.00		130	17.96		3	0.41		1	0.14		0	0.00		134	18.51		0	0.00		0	0.00		0	0.00		0	0.00		36	4.97		2	0.28		0	0.00		0	0.00		38	5.25		5	0.69		0	0.00		0	0.00		5	0.69		21	2.90		3	0.41		0	0.00		0	0.00		24	3.31		7	0.97		0	0.00		0	0.00		7	0.97		0	0.00		1	0.14		0	0.00		1	0.14		41	5.66		7	0.97		1	0.14		0	0.00		1	0.14		50	6.91		417	57.60		3	0.41		1	0.14		0	0.00		0	0.00		421	58.15		3	0.41		0	0.00		0	0.00		3	0.41		40	5.52		0	0.00		0	0.00		1	0.14		41	5.66		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		724	97.18		21	2.82		745	0.89																																													
	Gilston		1	0.11		0	0.00		0	0.00		1	0.11		155	16.76		3	0.32		1	0.11		0	0.00		159	17.19		0	0.00		0	0.00		0	0.00		0	0.00		41	4.43		1	0.11		0	0.00		0	0.00		42	4.54		5	0.54		0	0.00		0	0.00		5	0.54		34	3.68		4	0.43		0	0.00		0	0.00		38	4.11		8	0.86		1	0.11		0	0.00		9	0.97		0	0.00		0	0.00		0	0.00		0	0.00		101	10.92		1	0.11		0	0.00		0	0.00		0	0.00		102	11.03		504	54.49		6	0.65		1	0.11		0	0.00		0	0.00		511	55.24		4	0.43		0	0.00		0	0.00		4	0.43		49	5.30		4	0.43		0	0.00		1	0.11		54	5.84		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		925	98.30		16	1.70		941	1.12																																													
	Harley Park		8	0.50		0	0.00		0	0.00		8	0.50		503	31.72		7	0.44		2	0.13		1	0.06		513	32.35		0	0.00		0	0.00		0	0.00		0	0.00		81	5.11		2	0.13		0	0.00		0	0.00		83	5.23		8	0.50		0	0.00		0	0.00		8	0.50		49	3.09		5	0.32		0	0.00		0	0.00		54	3.40		16	1.01		3	0.19		0	0.00		19	1.20		1	0.06		0	0.00		0	0.00		1	0.06		145	9.14		10	0.63		0	0.00		0	0.00		0	0.00		155	9.77		640	40.35		6	0.38		0	0.00		0	0.00		0	0.00		646	40.73		15	0.95		0	0.00		0	0.00		15	0.95		80	5.04		4	0.25		0	0.00		0	0.00		84	5.30		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		1586	96.30		61	3.70		1647	1.96																																													
	Isle Of Capri		4	0.16		0	0.00		0	0.00		4	0.16		336	13.79		15	0.62		2	0.08		1	0.04		354	14.53		4	0.16		0	0.00		0	0.00		4	0.16		101	4.15		6	0.25		0	0.00		0	0.00		107	4.39		6	0.25		0	0.00		0	0.00		6	0.25		50	2.05		9	0.37		0	0.00		1	0.04		60	2.46		16	0.66		3	0.12		1	0.04		20	0.82		2	0.08		1	0.04		0	0.00		3	0.12		161	6.61		11	0.45		1	0.04		0	0.00		0	0.00		173	7.10		1568	64.37		19	0.78		2	0.08		0	0.00		1	0.04		1590	65.27		14	0.57		1	0.04		0	0.00		15	0.62		89	3.65		10	0.41		0	0.00		1	0.04		100	4.11		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		2436	95.08		126	4.92		2562	3.05																																													
	Keebra Park		8	0.53		0	0.00		0	0.00		8	0.53		477	31.74		10	0.67		0	0.00		0	0.00		487	32.40		1	0.07		0	0.00		0	0.00		1	0.07		49	3.26		2	0.13		0	0.00		0	0.00		51	3.39		22	1.46		3	0.20		0	0.00		25	1.66		58	3.86		5	0.33		0	0.00		0	0.00		63	4.19		21	1.40		2	0.13		0	0.00		23	1.53		2	0.13		2	0.13		0	0.00		4	0.27		110	7.32		6	0.40		0	0.00		0	0.00		0	0.00		116	7.72		589	39.19		12	0.80		2	0.13		0	0.00		1	0.07		604	40.19		16	1.06		0	0.00		1	0.07		17	1.13		91	6.05		8	0.53		1	0.07		3	0.20		103	6.85		1	0.07		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		1	0.07		1503	95.85		65	4.15		1568	1.87																																													
	Labrador		8	0.25		3	0.09		0	0.00		11	0.34		1079	33.60		18	0.56		3	0.09		5	0.16		1105	34.41		0	0.00		0	0.00		0	0.00		0	0.00		121	3.77		4	0.12		0	0.00		0	0.00		125	3.89		25	0.78		2	0.06		1	0.03		28	0.87		99	3.08		9	0.28		2	0.06		1	0.03		111	3.46		58	1.81		5	0.16		2	0.06		65	2.02		2	0.06		0	0.00		0	0.00		2	0.06		268	8.35		24	0.75		0	0.00		0	0.00		1	0.03		293	9.12		1216	37.87		10	0.31		3	0.09		0	0.00		0	0.00		1229	38.27		40	1.25		3	0.09		0	0.00		43	1.34		190	5.92		6	0.19		1	0.03		1	0.03		198	6.17		0	0.00		0	0.00		0	0.00		1	0.03		0	0.00		0	0.00		0	0.00		0	0.00		1	0.03		3211	96.92		102	3.08		3313	3.95																																													
	Main Beach		0	0.00		0	0.00		0	0.00		0	0.00		266	12.17		4	0.18		2	0.09		0	0.00		272	12.44		0	0.00		0	0.00		0	0.00		0	0.00		76	3.48		1	0.05		0	0.00		0	0.00		77	3.52		2	0.09		1	0.05		0	0.00		3	0.14		54	2.47		4	0.18		0	0.00		0	0.00		58	2.65		18	0.82		1	0.05		0	0.00		19	0.87		2	0.09		0	0.00		0	0.00		2	0.09		136	6.22		10	0.46		0	0.00		0	0.00		0	0.00		146	6.68		1487	68.02		15	0.69		2	0.09		1	0.05		0	0.00		1505	68.85		9	0.41		0	0.00		0	0.00		9	0.41		87	3.98		7	0.32		0	0.00		0	0.00		94	4.30		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		1	0.05		0	0.00		0	0.00		1	0.05		2186	97.98		45	2.02		2231	2.66																																													
	Mermaid Waters (Moncrieff)		4	0.53		0	0.00		0	0.00		4	0.53		167	22.33		4	0.53		0	0.00		1	0.13		172	22.99		0	0.00		0	0.00		0	0.00		0	0.00		29	3.88		2	0.27		0	0.00		0	0.00		31	4.14		4	0.53		1	0.13		0	0.00		5	0.67		19	2.54		2	0.27		0	0.00		0	0.00		21	2.81		5	0.67		2	0.27		0	0.00		7	0.94		0	0.00		0	0.00		0	0.00		0	0.00		40	5.35		3	0.40		0	0.00		0	0.00		0	0.00		43	5.75		400	53.48		4	0.53		1	0.13		0	0.00		0	0.00		405	54.14		10	1.34		0	0.00		0	0.00		10	1.34		48	6.42		2	0.27		0	0.00		0	0.00		50	6.68		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		748	98.16		14	1.84		762	0.91																																													
	Merrimac (Moncrieff)		2	0.12		0	0.00		1	0.06		3	0.18		336	20.53		6	0.37		1	0.06		0	0.00		343	20.95		2	0.12		0	0.00		0	0.00		2	0.12		83	5.07		2	0.12		0	0.00		0	0.00		85	5.19		22	1.34		5	0.31		0	0.00		27	1.65		36	2.20		2	0.12		0	0.00		1	0.06		39	2.38		20	1.22		1	0.06		0	0.00		21	1.28		1	0.06		0	0.00		0	0.00		1	0.06		94	5.74		7	0.43		0	0.00		0	0.00		0	0.00		101	6.17		905	55.28		9	0.55		1	0.06		1	0.06		1	0.06		917	56.02		13	0.79		0	0.00		0	0.00		13	0.79		82	5.01		1	0.06		0	0.00		1	0.06		84	5.13		1	0.06		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		1	0.06		1637	96.69		56	3.31		1693	2.02																																													
	Moana Park (Moncrieff)		6	0.40		0	0.00		0	0.00		6	0.40		263	17.39		5	0.33		0	0.00		1	0.07		269	17.79		0	0.00		0	0.00		0	0.00		0	0.00		81	5.36		6	0.40		1	0.07		0	0.00		88	5.82		4	0.26		0	0.00		0	0.00		4	0.26		29	1.92		1	0.07		0	0.00		0	0.00		30	1.98		17	1.12		1	0.07		0	0.00		18	1.19		2	0.13		0	0.00		0	0.00		2	0.13		105	6.94		8	0.53		1	0.07		0	0.00		0	0.00		114	7.54		906	59.92		6	0.40		2	0.13		0	0.00		0	0.00		914	60.45		7	0.46		0	0.00		0	0.00		7	0.46		56	3.70		4	0.26		0	0.00		0	0.00		60	3.97		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		1512	97.23		43	2.77		1555	1.85																																													
	Musgrave Hill		9	0.30		2	0.07		0	0.00		11	0.37		967	32.76		18	0.61		2	0.07		0	0.00		987	33.43		4	0.14		1	0.03		0	0.00		5	0.17		99	3.35		3	0.10		0	0.00		0	0.00		102	3.46		18	0.61		2	0.07		0	0.00		20	0.68		110	3.73		9	0.30		0	0.00		1	0.03		120	4.07		46	1.56		4	0.14		2	0.07		52	1.76		2	0.07		0	0.00		0	0.00		2	0.07		266	9.01		13	0.44		1	0.03		0	0.00		0	0.00		280	9.49		1106	37.47		14	0.47		1	0.03		0	0.00		1	0.03		1122	38.01		36	1.22		2	0.07		0	0.00		38	1.29		193	6.54		19	0.64		0	0.00		0	0.00		212	7.18		0	0.00		0	0.00		0	0.00		1	0.03		0	0.00		0	0.00		0	0.00		0	0.00		1	0.03		2952	95.97		124	4.03		3076	3.67																																													
	Nerang		4	0.20		1	0.05		0	0.00		5	0.25		489	24.50		5	0.25		2	0.10		1	0.05		497	24.90		2	0.10		0	0.00		0	0.00		2	0.10		82	4.11		3	0.15		1	0.05		2	0.10		88	4.41		17	0.85		2	0.10		1	0.05		20	1.00		56	2.81		6	0.30		0	0.00		1	0.05		63	3.16		24	1.20		2	0.10		1	0.05		27	1.35		0	0.00		0	0.00		0	0.00		0	0.00		202	10.12		10	0.50		0	0.00		0	0.00		0	0.00		212	10.62		910	45.59		16	0.80		3	0.15		0	0.00		1	0.05		930	46.59		18	0.90		1	0.05		0	0.00		19	0.95		120	6.01		12	0.60		1	0.05		0	0.00		133	6.66		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		1996	96.10		81	3.90		2077	2.48																																															
	Nerang South		7	0.18		0	0.00		0	0.00		7	0.18		1061	27.01		12	0.31		2	0.05		2	0.05		1077	27.42		2	0.05		1	0.03		0	0.00		3	0.08		123	3.13		6	0.15		0	0.00		0	0.00		129	3.28		40	1.02		5	0.13		2	0.05		47	1.20		118	3.00		6	0.15		0	0.00		1	0.03		125	3.18		59	1.50		4	0.10		0	0.00		63	1.60		6	0.15		0	0.00		0	0.00		6	0.15		358	9.11		25	0.64		1	0.03		0	0.00		0	0.00		384	9.78		1772	45.11		15	0.38		0	0.00		0	0.00		3	0.08		1790	45.57		48	1.22		2	0.05		0	0.00		50	1.27		230	5.86		14	0.36		0	0.00		3	0.08		247	6.29		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		3928	95.99		164	4.01		4092	4.88																																															
	Nerang West (Moncrieff)		6	0.20		1	0.03		0	0.00		7	0.23		799	26.25		18	0.59		2	0.07		2	0.07		821	26.97		2	0.07		0	0.00		0	0.00		2	0.07		128	4.20		4	0.13		0	0.00		0	0.00		132	4.34		27	0.89		6	0.20		1	0.03		34	1.12		118	3.88		10	0.33		0	0.00		1	0.03		129	4.24		44	1.45		3	0.10		0	0.00		47	1.54		4	0.13		0	0.00		0	0.00		4	0.13		224	7.36		11	0.36		0	0.00		0	0.00		0	0.00		235	7.72		1397	45.89		10	0.33		3	0.10		0	0.00		3	0.10		1413	46.42		41	1.35		2	0.07		0	0.00		43	1.41		156	5.12		16	0.53		0	0.00		3	0.10		175	5.75		0	0.00		0	0.00		0	0.00		1	0.03		0	0.00		1	0.03		0	0.00		0	0.00		2	0.07		3044	97.85		67	2.15		3111	3.71																																															
