Senate - 2001 Election: Queensland																																																																																																																																																																																																																																																												
First Preference Votes by Candidate  																																																																																																																																																																																																																																																												
By Polling Place																																																																																																																																																																																																																																																												
McPherson (94653)																																																																																																																																																																																																																																																												
		   	 A 												 B Australian Labor Party (State of Queensland)															 C Citizens Electoral Council of Australia												 D National Party of Australia (Queensland)															 E Christian Democratic Party (Fred Nile Group)												 F Australian Greens															 G Help End Marijuana Prohibition												 H Republican Party of Australia												 I Pauline Hanson's One Nation																		 J Liberal Party of Australia - Queensland Division																		 K No Goods and Services Tax Party												 L Australian Democrats															Ungrouped																																																																																	
	    		TICKET VOTES			WATSON			FLETCHER			Group Total			TICKET VOTES			# HOGG			# MOORE			GIBBS			Group Total			TICKET VOTES			HOPE			CONTARINO			Group Total			TICKET VOTES			# BOSWELL			STALLMAN			JOYCE			Group Total			TICKET VOTES			BLACKMAN			BULLOCK			Group Total			TICKET VOTES			MOLES			MAHONEY			TAYLOR			Group Total			TICKET VOTES			FREEMARIJUANA			FREEMARIJUANA			Group Total			TICKET VOTES			PYKE			SIMPSON			Group Total			TICKET VOTES			HANSON			HANSEN			MARSDEN			SLACK-SMITH			Group Total			TICKET VOTES			# MACDONALD			# HERRON			TROOD			KEMBER			Group Total			TICKET VOTES			ETTRIDGE			GOOCH			Group Total			TICKET VOTES			# BARTLETT			OSS-EMER			BATHURST			Group Total			ROSBOROUGH			HOWSE			JONES			KIRWIN			SZENTES			MELROSE			PHILIPPI			RILEY			Ungrouped Total			FORMAL			INFORMAL			TOTAL																																																
	    					Sam			Karen									John			Claire			Brenda									Danny			Nick									Ron			Pam			Barnaby									Kerry			Geoffrey									Sarah			Desiree			Mark									Nigel David			Guy									John Richard			Malcolm J									Pauline			Trevor			Morrie			John									Ian			John			Russell			Deborah									David			Richard John									Andrew			Liz			Megan						Derek M			David Gordon			John Dalungdalee			Oni			George			Anthony John			Walter			Phillip Werner																																																												
	Polling Places		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%																																															
	Currumbin Waters		8	0.36		0	0.00		0	0.00		8	0.36		618	27.55		5	0.22		2	0.09		3	0.13		628	28.00		1	0.04		0	0.00		0	0.00		1	0.04		57	2.54		4	0.18		0	0.00		0	0.00		61	2.72		9	0.40		2	0.09		0	0.00		11	0.49		91	4.06		7	0.31		0	0.00		1	0.04		99	4.41		23	1.03		2	0.09		0	0.00		25	1.11		3	0.13		0	0.00		0	0.00		3	0.13		222	9.90		16	0.71		0	0.00		0	0.00		0	0.00		238	10.61		1030	45.92		10	0.45		0	0.00		1	0.04		0	0.00		1041	46.41		12	0.53		1	0.04		0	0.00		13	0.58		110	4.90		4	0.18		1	0.04		0	0.00		115	5.13		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		2243	96.60		79	3.40		2322	2.60																																													
	Elanora		5	0.18		0	0.00		0	0.00		5	0.18		713	26.23		10	0.37		2	0.07		0	0.00		725	26.67		2	0.07		0	0.00		0	0.00		2	0.07		51	1.88		4	0.15		0	0.00		0	0.00		55	2.02		26	0.96		4	0.15		0	0.00		30	1.10		90	3.31		8	0.29		0	0.00		1	0.04		99	3.64		20	0.74		2	0.07		0	0.00		22	0.81		1	0.04		0	0.00		0	0.00		1	0.04		208	7.65		17	0.63		0	0.00		0	0.00		0	0.00		225	8.28		1335	49.12		8	0.29		1	0.04		1	0.04		1	0.04		1346	49.52		20	0.74		0	0.00		0	0.00		20	0.74		177	6.51		8	0.29		0	0.00		0	0.00		185	6.81		2	0.07		0	0.00		0	0.00		0	0.00		0	0.00		1	0.04		0	0.00		0	0.00		3	0.11		2718	97.31		75	2.69		2793	3.13																																													
	Elanora High		7	0.29		0	0.00		0	0.00		7	0.29		737	30.34		6	0.25		0	0.00		1	0.04		744	30.63		4	0.16		0	0.00		0	0.00		4	0.16		54	2.22		3	0.12		0	0.00		0	0.00		57	2.35		18	0.74		1	0.04		2	0.08		21	0.86		60	2.47		5	0.21		1	0.04		0	0.00		66	2.72		19	0.78		2	0.08		1	0.04		22	0.91		1	0.04		0	0.00		0	0.00		1	0.04		222	9.14		14	0.58		0	0.00		0	0.00		0	0.00		236	9.72		1122	46.19		4	0.16		1	0.04		0	0.00		2	0.08		1129	46.48		14	0.58		0	0.00		0	0.00		14	0.58		117	4.82		7	0.29		1	0.04		1	0.04		126	5.19		2	0.08		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		2	0.08		2429	95.63		111	4.37		2540	2.84																																													
	Kirra		8	0.54		1	0.07		0	0.00		9	0.60		514	34.40		8	0.54		1	0.07		0	0.00		523	35.01		1	0.07		0	0.00		0	0.00		1	0.07		46	3.08		1	0.07		0	0.00		0	0.00		47	3.15		18	1.20		1	0.07		0	0.00		19	1.27		66	4.42		3	0.20		1	0.07		1	0.07		71	4.75		23	1.54		5	0.33		0	0.00		28	1.87		0	0.00		1	0.07		0	0.00		1	0.07		129	8.63		10	0.67		0	0.00		0	0.00		0	0.00		139	9.30		544	36.41		6	0.40		1	0.07		0	0.00		0	0.00		551	36.88		22	1.47		1	0.07		0	0.00		23	1.54		78	5.22		3	0.20		0	0.00		0	0.00		81	5.42		1	0.07		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		1	0.07		1494	96.39		56	3.61		1550	1.74																																													
	Mermaid Beach		3	0.23		0	0.00		0	0.00		3	0.23		284	21.45		5	0.38		0	0.00		0	0.00		289	21.83		0	0.00		0	0.00		0	0.00		0	0.00		57	4.31		2	0.15		0	0.00		0	0.00		59	4.46		3	0.23		1	0.08		0	0.00		4	0.30		56	4.23		8	0.60		0	0.00		0	0.00		64	4.83		13	0.98		2	0.15		0	0.00		15	1.13		0	0.00		0	0.00		0	0.00		0	0.00		82	6.19		15	1.13		0	0.00		0	0.00		0	0.00		97	7.33		694	52.42		11	0.83		0	0.00		0	0.00		0	0.00		705	53.25		15	1.13		1	0.08		0	0.00		16	1.21		57	4.31		10	0.76		0	0.00		3	0.23		70	5.29		2	0.15		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		2	0.15		1324	97.21		38	2.79		1362	1.53																																													
	Mermaid Waters (McPherson)		9	0.31		0	0.00		0	0.00		9	0.31		656	22.68		9	0.31		1	0.03		1	0.03		667	23.06		5	0.17		0	0.00		0	0.00		5	0.17		76	2.63		1	0.03		0	0.00		0	0.00		77	2.66		11	0.38		1	0.03		0	0.00		12	0.41		67	2.32		3	0.10		0	0.00		0	0.00		70	2.42		28	0.97		1	0.03		0	0.00		29	1.00		2	0.07		0	0.00		0	0.00		2	0.07		190	6.57		16	0.55		0	0.00		0	0.00		0	0.00		206	7.12		1608	55.58		9	0.31		3	0.10		0	0.00		0	0.00		1620	56.00		21	0.73		0	0.00		0	0.00		21	0.73		164	5.67		9	0.31		0	0.00		2	0.07		175	6.05		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		2893	94.57		166	5.43		3059	3.43																																													
	Merrimac (McPherson)		3	0.17		0	0.00		0	0.00		3	0.17		423	23.50		3	0.17		1	0.06		1	0.06		428	23.78		0	0.00		0	0.00		0	0.00		0	0.00		85	4.72		5	0.28		0	0.00		0	0.00		90	5.00		18	1.00		2	0.11		1	0.06		21	1.17		46	2.56		7	0.39		0	0.00		0	0.00		53	2.94		24	1.33		0	0.00		1	0.06		25	1.39		1	0.06		0	0.00		0	0.00		1	0.06		132	7.33		6	0.33		0	0.00		0	0.00		0	0.00		138	7.67		917	50.94		4	0.22		0	0.00		0	0.00		1	0.06		922	51.22		26	1.44		0	0.00		0	0.00		26	1.44		89	4.94		3	0.17		0	0.00		0	0.00		92	5.11		1	0.06		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		1	0.06		1800	97.88		39	2.12		1839	2.06																																													
	Merrimac High		5	0.34		0	0.00		0	0.00		5	0.34		282	19.34		3	0.21		1	0.07		0	0.00		286	19.62		0	0.00		0	0.00		0	0.00		0	0.00		73	5.01		1	0.07		0	0.00		0	0.00		74	5.08		5	0.34		1	0.07		0	0.00		6	0.41		32	2.19		2	0.14		0	0.00		0	0.00		34	2.33		18	1.23		0	0.00		0	0.00		18	1.23		2	0.14		0	0.00		0	0.00		2	0.14		119	8.16		10	0.69		0	0.00		0	0.00		0	0.00		129	8.85		819	56.17		5	0.34		3	0.21		1	0.07		1	0.07		829	56.86		16	1.10		0	0.00		0	0.00		16	1.10		55	3.77		3	0.21		1	0.07		0	0.00		59	4.05		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		1458	97.14		43	2.86		1501	1.68																																													
	Miami		11	0.62		2	0.11		0	0.00		13	0.73		538	30.14		9	0.50		1	0.06		2	0.11		550	30.81		2	0.11		0	0.00		0	0.00		2	0.11		57	3.19		4	0.22		0	0.00		0	0.00		61	3.42		12	0.67		0	0.00		0	0.00		12	0.67		101	5.66		9	0.50		1	0.06		0	0.00		111	6.22		30	1.68		7	0.39		0	0.00		37	2.07		0	0.00		0	0.00		0	0.00		0	0.00		119	6.67		16	0.90		0	0.00		0	0.00		0	0.00		135	7.56		757	42.41		9	0.50		1	0.06		0	0.00		1	0.06		768	43.03		14	0.78		1	0.06		0	0.00		15	0.84		74	4.15		7	0.39		0	0.00		0	0.00		81	4.54		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		1785	95.66		81	4.34		1866	2.09																																													
	Miami West		6	0.19		3	0.10		0	0.00		9	0.29		829	26.56		9	0.29		3	0.10		1	0.03		842	26.98		1	0.03		0	0.00		0	0.00		1	0.03		100	3.20		5	0.16		0	0.00		0	0.00		105	3.36		18	0.58		3	0.10		0	0.00		21	0.67		108	3.46		7	0.22		0	0.00		0	0.00		115	3.68		35	1.12		3	0.10		0	0.00		38	1.22		3	0.10		0	0.00		0	0.00		3	0.10		213	6.82		7	0.22		0	0.00		0	0.00		0	0.00		220	7.05		1542	49.41		13	0.42		1	0.03		0	0.00		4	0.13		1560	49.98		31	0.99		0	0.00		0	0.00		31	0.99		162	5.19		9	0.29		1	0.03		2	0.06		174	5.58		1	0.03		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		1	0.03		2	0.06		3121	96.63		109	3.37		3230	3.62																																													
	Moana Park (McPherson)		2	0.40		0	0.00		0	0.00		2	0.40		115	22.77		2	0.40		0	0.00		0	0.00		117	23.17		0	0.00		0	0.00		0	0.00		0	0.00		10	1.98		5	0.99		0	0.00		0	0.00		15	2.97		1	0.20		0	0.00		0	0.00		1	0.20		11	2.18		1	0.20		0	0.00		0	0.00		12	2.38		6	1.19		0	0.00		0	0.00		6	1.19		0	0.00		0	0.00		0	0.00		0	0.00		38	7.52		6	1.19		0	0.00		0	0.00		0	0.00		44	8.71		278	55.05		1	0.20		1	0.20		0	0.00		0	0.00		280	55.45		2	0.40		0	0.00		0	0.00		2	0.40		20	3.96		3	0.59		2	0.40		1	0.20		26	5.15		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		505	96.74		17	3.26		522	0.58																																													
	Mudgeeraba		0	0.00		0	0.00		0	0.00		0	0.00		408	20.21		7	0.35		1	0.05		0	0.00		416	20.60		1	0.05		0	0.00		0	0.00		1	0.05		70	3.47		3	0.15		0	0.00		0	0.00		73	3.62		19	0.94		5	0.25		0	0.00		24	1.19		64	3.17		16	0.79		1	0.05		0	0.00		81	4.01		29	1.44		2	0.10		0	0.00		31	1.54		1	0.05		0	0.00		0	0.00		1	0.05		162	8.02		11	0.54		0	0.00		0	0.00		0	0.00		173	8.57		1062	52.60		24	1.19		0	0.00		0	0.00		1	0.05		1087	53.84		17	0.84		1	0.05		0	0.00		18	0.89		106	5.25		8	0.40		0	0.00		0	0.00		114	5.65		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		2019	97.11		60	2.89		2079	2.33																																													
	Palm Beach		8	0.40		1	0.05		0	0.00		9	0.45		573	28.75		5	0.25		0	0.00		0	0.00		578	29.00		0	0.00		0	0.00		0	0.00		0	0.00		63	3.16		6	0.30		0	0.00		0	0.00		69	3.46		14	0.70		1	0.05		0	0.00		15	0.75		48	2.41		11	0.55		0	0.00		0	0.00		59	2.96		18	0.90		2	0.10		0	0.00		20	1.00		3	0.15		1	0.05		0	0.00		4	0.20		194	9.73		21	1.05		0	0.00		0	0.00		0	0.00		215	10.79		911	45.71		9	0.45		0	0.00		0	0.00		0	0.00		920	46.16		12	0.60		0	0.00		0	0.00		12	0.60		86	4.32		6	0.30		0	0.00		0	0.00		92	4.62		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		1993	96.19		79	3.81		2072	2.32																																													
	Palm Beach North		4	0.12		0	0.00		0	0.00		4	0.12		948	28.96		16	0.49		2	0.06		0	0.00		966	29.51		2	0.06		0	0.00		0	0.00		2	0.06		100	3.05		3	0.09		0	0.00		0	0.00		103	3.15		20	0.61		1	0.03		1	0.03		22	0.67		128	3.91		14	0.43		1	0.03		0	0.00		143	4.37		47	1.44		8	0.24		1	0.03		56	1.71		2	0.06		0	0.00		0	0.00		2	0.06		227	6.93		17	0.52		0	0.00		0	0.00		0	0.00		244	7.45		1478	45.14		14	0.43		1	0.03		0	0.00		0	0.00		1493	45.60		32	0.98		1	0.03		0	0.00		33	1.01		187	5.71		16	0.49		0	0.00		3	0.09		206	6.29		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		3274	95.90		140	4.10		3414	3.82																																													
	Palm Beach South		9	0.35		0	0.00		0	0.00		9	0.35		819	31.86		8	0.31		2	0.08		1	0.04		830	32.28		1	0.04		0	0.00		0	0.00		1	0.04		82	3.19		3	0.12		0	0.00		0	0.00		85	3.31		20	0.78		0	0.00		0	0.00		20	0.78		130	5.06		17	0.66		0	0.00		1	0.04		148	5.76		45	1.75		1	0.04		0	0.00		46	1.79		2	0.08		0	0.00		0	0.00		2	0.08		159	6.18		11	0.43		0	0.00		0	0.00		0	0.00		170	6.61		1064	41.38		10	0.39		0	0.00		0	0.00		0	0.00		1074	41.77		27	1.05		0	0.00		0	0.00		27	1.05		148	5.76		11	0.43		0	0.00		0	0.00		159	6.18		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		2571	97.39		69	2.61		2640	2.96																																															
	Reedy Creek		2	0.16		1	0.08		0	0.00		3	0.24		311	24.43		0	0.00		0	0.00		0	0.00		311	24.43		0	0.00		0	0.00		0	0.00		0	0.00		21	1.65		1	0.08		0	0.00		0	0.00		22	1.73		58	4.56		12	0.94		6	0.47		76	5.97		34	2.67		1	0.08		0	0.00		0	0.00		35	2.75		9	0.71		0	0.00		0	0.00		9	0.71		3	0.24		0	0.00		0	0.00		3	0.24		81	6.36		7	0.55		0	0.00		0	0.00		0	0.00		88	6.91		655	51.45		11	0.86		0	0.00		0	0.00		1	0.08		667	52.40		5	0.39		1	0.08		0	0.00		6	0.47		51	4.01		1	0.08		0	0.00		1	0.08		53	4.16		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		1273	97.77		29	2.23		1302	1.46																																															
