House of Representatives - 2001 Election: Queensland																																							
First Preference Votes and TCP																																							
By Candidate by Polling Place																																							
Longman (83408)																																							
		BECKETT			SCOPES			PATRICK			# BROUGH			HALLAM			HARDWICK			BOWDEN			FORMAL			INFORMAL			TOTAL										
		Stephen			Eve			Bronwyn			Mal			Brian			Leslie Vernon			Bert												Two Candidate Preferred							
		ALP			GRN			DEM			LP			IND			CEC			HAN												 BECKETT ALP			# BROUGH LP				
	Polling Places	Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%			
	Narangba North	160	38.55		20	4.82		12	2.89		192	46.27		12	2.89		2	0.48		17	4.10		415	96.96		13	3.04		428	0.54		202	48.67		213	51.33			
	Ningi	893	39.69		38	1.69		60	2.67		1021	45.38		32	1.42		0	0.00		206	9.16		2250	94.82		123	5.18		2373	2.98		1094	48.62		1156	51.38			
	Peachester	172	28.57		29	4.82		23	3.82		296	49.17		14	2.33		0	0.00		68	11.30		602	94.51		35	5.49		637	0.80		257	42.69		345	57.31			
	Toorbul	192	36.85		4	0.77		11	2.11		218	41.84		9	1.73		0	0.00		87	16.70		521	95.07		27	4.93		548	0.69		267	51.25		254	48.75			
	Wamuran	360	29.65		33	2.72		43	3.54		608	50.08		32	2.64		5	0.41		133	10.96		1214	94.18		75	5.82		1289	1.62		507	41.76		707	58.24			
	Woodford	633	32.75		65	3.36		74	3.83		849	43.92		65	3.36		15	0.78		232	12.00		1933	93.20		141	6.80		2074	2.60		887	45.89		1046	54.11			
	Woorim	454	41.73		25	2.30		25	2.30		516	47.43		13	1.19		2	0.18		53	4.87		1088	97.93		23	2.07		1111	1.40		521	47.89		567	52.11			
	Special Hospitals	201	39.72		6	1.19		7	1.38		263	51.98		6	1.19		0	0.00		23	4.55		506	94.76		28	5.24		534	0.67		222	43.87		284	56.13			
	Total Ordinary	23933	37.16		2098	3.26		2510	3.90		29090	45.16		1449	2.25		109	0.17		5224	8.11		64413	94.45		3787	5.55		68200	85.64		30794	47.81		33619	52.19			
	ABSENT	1396	33.39		257	6.15		242	5.79		1769	42.31		107	2.56		20	0.48		390	9.33		4181	95.28		207	4.72		4388	5.51		1932	46.21		2249	53.79			
	POSTAL	1145	32.09		71	1.99		106	2.97		1899	53.22		47	1.32		8	0.22		292	8.18		3568	98.00		73	2.00		3641	4.57		1421	39.83		2147	60.17			
	PRE_POLL	934	33.93		93	3.38		110	4.00		1289	46.82		49	1.78		9	0.33		269	9.77		2753	96.77		92	3.23		2845	3.57		1234	44.82		1519	55.18			
	PROVISIONAL	221	41.94		37	7.02		24	4.55		182	34.54		13	2.47		2	0.38		48	9.11		527	93.61		36	6.39		563	0.71		287	54.46		240	45.54			
	Division Summary	27629	36.62		2556	3.39		2992	3.97		34229	45.37		1665	2.21		148	0.20		6223	8.25		75442	94.73		4195	5.27		79637	95.48		35668	47.28		39774	52.72			
																																							
																																							
																																							
																																							
																																							
