Senate - 2001 Election: Queensland																																																																																																																																																																																																																																																												
First Preference Votes by Candidate																																																																																																																																																																																																																																																												
By Polling Place																																																																																																																																																																																																																																																												
Brisbane (95781)																																																																																																																																																																																																																																																												
		   	 A 												 B Australian Labor Party (State of Queensland)															 C Citizens Electoral Council of Australia												 D National Party of Australia (Queensland)															 E Christian Democratic Party (Fred Nile Group)												 F Australian Greens															 G Help End Marijuana Prohibition												 H Republican Party of Australia												 I Pauline Hanson's One Nation																		 J Liberal Party of Australia - Queensland Division																		 K No Goods and Services Tax Party												 L Australian Democrats															Ungrouped																																																																																	
	    		TICKET VOTES			WATSON			FLETCHER			Group Total			TICKET VOTES			# HOGG			# MOORE			GIBBS			Group Total			TICKET VOTES			HOPE			CONTARINO			Group Total			TICKET VOTES			# BOSWELL			STALLMAN			JOYCE			Group Total			TICKET VOTES			BLACKMAN			BULLOCK			Group Total			TICKET VOTES			MOLES			MAHONEY			TAYLOR			Group Total			TICKET VOTES			FREEMARIJUANA			FREEMARIJUANA			Group Total			TICKET VOTES			PYKE			SIMPSON			Group Total			TICKET VOTES			HANSON			HANSEN			MARSDEN			SLACK-SMITH			Group Total			TICKET VOTES			# MACDONALD			# HERRON			TROOD			KEMBER			Group Total			TICKET VOTES			ETTRIDGE			GOOCH			Group Total			TICKET VOTES			# BARTLETT			OSS-EMER			BATHURST			Group Total			ROSBOROUGH			HOWSE			JONES			KIRWIN			SZENTES			MELROSE			PHILIPPI			RILEY			Ungrouped Total			FORMAL			INFORMAL			TOTAL																																																
	    					Sam			Karen									John			Claire			Brenda									Danny			Nick									Ron			Pam			Barnaby									Kerry			Geoffrey									Sarah			Desiree			Mark									Nigel David			Guy									John Richard			Malcolm J									Pauline			Trevor			Morrie			John									Ian			John			Russell			Deborah									David			Richard John									Andrew			Liz			Megan						Derek M			David Gordon			John Dalungdalee			Oni			George			Anthony John			Walter			Phillip Werner																																																												
	Polling Places		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%																																															
	East Brisbane		19	0.77		15	0.61		0	0.00		34	1.38		769	31.13		24	0.97		4	0.16		5	0.20		802	32.47		3	0.12		0	0.00		0	0.00		3	0.12		92	3.72		15	0.61		1	0.04		0	0.00		108	4.37		11	0.45		3	0.12		0	0.00		14	0.57		136	5.51		35	1.42		0	0.00		0	0.00		171	6.92		41	1.66		7	0.28		1	0.04		49	1.98		2	0.08		1	0.04		0	0.00		3	0.12		54	2.19		13	0.53		0	0.00		0	0.00		0	0.00		67	2.71		843	34.13		18	0.73		7	0.28		0	0.00		1	0.04		869	35.18		10	0.40		1	0.04		0	0.00		11	0.45		283	11.46		47	1.90		2	0.08		1	0.04		333	13.48		3	0.12		0	0.00		0	0.00		0	0.00		1	0.04		0	0.00		0	0.00		2	0.08		6	0.24		2470	95.92		105	4.08		2575	2.88																																													
	Enoggera		3	0.26		1	0.09		1	0.09		5	0.43		360	30.90		6	0.52		1	0.09		2	0.17		369	31.67		1	0.09		0	0.00		0	0.00		1	0.09		44	3.78		3	0.26		0	0.00		0	0.00		47	4.03		1	0.09		1	0.09		0	0.00		2	0.17		56	4.81		8	0.69		0	0.00		0	0.00		64	5.49		23	1.97		3	0.26		0	0.00		26	2.23		1	0.09		1	0.09		0	0.00		2	0.17		47	4.03		2	0.17		0	0.00		0	0.00		0	0.00		49	4.21		441	37.85		12	1.03		3	0.26		0	0.00		0	0.00		456	39.14		7	0.60		0	0.00		0	0.00		7	0.60		125	10.73		8	0.69		1	0.09		2	0.17		136	11.67		1	0.09		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		1	0.09		1165	97.16		34	2.84		1199	1.34																																													
	Ferny Grove (Brisbane)		0	0.00		0	0.00		0	0.00		0	0.00		95	38.00		0	0.00		0	0.00		1	0.40		96	38.40		0	0.00		0	0.00		0	0.00		0	0.00		7	2.80		2	0.80		0	0.00		0	0.00		9	3.60		2	0.80		0	0.00		0	0.00		2	0.80		5	2.00		1	0.40		0	0.00		0	0.00		6	2.40		3	1.20		1	0.40		0	0.00		4	1.60		0	0.00		0	0.00		0	0.00		0	0.00		6	2.40		2	0.80		0	0.00		0	0.00		0	0.00		8	3.20		105	42.00		1	0.40		0	0.00		0	0.00		0	0.00		106	42.40		4	1.60		0	0.00		0	0.00		4	1.60		12	4.80		0	0.00		0	0.00		1	0.40		13	5.20		1	0.40		0	0.00		0	0.00		1	0.40		0	0.00		0	0.00		0	0.00		0	0.00		2	0.80		250	97.66		6	2.34		256	0.29																																													
	Fortitude Valley		1	0.17		1	0.17		0	0.00		2	0.35		173	30.09		8	1.39		2	0.35		2	0.35		185	32.17		0	0.00		0	0.00		0	0.00		0	0.00		23	4.00		6	1.04		0	0.00		0	0.00		29	5.04		4	0.70		0	0.00		0	0.00		4	0.70		23	4.00		7	1.22		1	0.17		0	0.00		31	5.39		12	2.09		4	0.70		1	0.17		17	2.96		0	0.00		2	0.35		0	0.00		2	0.35		19	3.30		4	0.70		0	0.00		0	0.00		0	0.00		23	4.00		192	33.39		3	0.52		1	0.17		0	0.00		0	0.00		196	34.09		5	0.87		0	0.00		0	0.00		5	0.87		66	11.48		11	1.91		4	0.70		0	0.00		81	14.09		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		575	95.67		26	4.33		601	0.67																																													
	Gaythorne		3	0.25		0	0.00		0	0.00		3	0.25		486	39.77		8	0.65		3	0.25		2	0.16		499	40.83		0	0.00		0	0.00		0	0.00		0	0.00		44	3.60		3	0.25		0	0.00		1	0.08		48	3.93		6	0.49		2	0.16		0	0.00		8	0.65		41	3.36		7	0.57		1	0.08		3	0.25		52	4.26		21	1.72		3	0.25		0	0.00		24	1.96		0	0.00		0	0.00		0	0.00		0	0.00		34	2.78		7	0.57		0	0.00		0	0.00		0	0.00		41	3.36		380	31.10		15	1.23		2	0.16		0	0.00		1	0.08		398	32.57		8	0.65		0	0.00		0	0.00		8	0.65		126	10.31		10	0.82		2	0.16		0	0.00		138	11.29		2	0.16		0	0.00		1	0.08		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		3	0.25		1222	96.45		45	3.55		1267	1.42																																													
	Grange		4	0.45		0	0.00		0	0.00		4	0.45		283	32.05		16	1.81		1	0.11		3	0.34		303	34.31		0	0.00		0	0.00		0	0.00		0	0.00		29	3.28		4	0.45		0	0.00		0	0.00		33	3.74		4	0.45		1	0.11		0	0.00		5	0.57		39	4.42		10	1.13		0	0.00		0	0.00		49	5.55		7	0.79		4	0.45		0	0.00		11	1.25		0	0.00		1	0.11		0	0.00		1	0.11		35	3.96		6	0.68		0	0.00		0	0.00		1	0.11		42	4.76		313	35.45		7	0.79		1	0.11		0	0.00		2	0.23		323	36.58		3	0.34		0	0.00		0	0.00		3	0.34		94	10.65		12	1.36		1	0.11		2	0.23		109	12.34		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		883	97.89		19	2.11		902	1.01																																													
	Grange West		2	0.27		0	0.00		0	0.00		2	0.27		234	31.08		12	1.59		2	0.27		2	0.27		250	33.20		0	0.00		0	0.00		0	0.00		0	0.00		26	3.45		6	0.80		0	0.00		0	0.00		32	4.25		2	0.27		1	0.13		0	0.00		3	0.40		27	3.59		12	1.59		0	0.00		1	0.13		40	5.31		6	0.80		2	0.27		0	0.00		8	1.06		0	0.00		0	0.00		0	0.00		0	0.00		24	3.19		8	1.06		0	0.00		0	0.00		0	0.00		32	4.25		284	37.72		3	0.40		1	0.13		0	0.00		1	0.13		289	38.38		2	0.27		0	0.00		0	0.00		2	0.27		78	10.36		15	1.99		1	0.13		1	0.13		95	12.62		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		753	97.79		17	2.21		770	0.86																																													
	Grovely (Brisbane)		2	0.48		0	0.00		0	0.00		2	0.48		196	47.23		4	0.96		0	0.00		1	0.24		201	48.43		0	0.00		0	0.00		0	0.00		0	0.00		4	0.96		1	0.24		0	0.00		0	0.00		5	1.20		7	1.69		2	0.48		0	0.00		9	2.17		14	3.37		2	0.48		0	0.00		0	0.00		16	3.86		8	1.93		4	0.96		0	0.00		12	2.89		2	0.48		0	0.00		0	0.00		2	0.48		23	5.54		2	0.48		0	0.00		0	0.00		0	0.00		25	6.02		98	23.61		3	0.72		1	0.24		0	0.00		0	0.00		102	24.58		7	1.69		1	0.24		0	0.00		8	1.93		31	7.47		2	0.48		0	0.00		0	0.00		33	7.95		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		415	96.51		15	3.49		430	0.48																																													
	Hill End		17	1.12		30	1.97		4	0.26		51	3.35		469	30.77		17	1.12		8	0.52		5	0.33		499	32.74		1	0.07		0	0.00		0	0.00		1	0.07		36	2.36		6	0.39		0	0.00		0	0.00		42	2.76		4	0.26		0	0.00		0	0.00		4	0.26		179	11.75		54	3.54		0	0.00		1	0.07		234	15.35		12	0.79		6	0.39		1	0.07		19	1.25		7	0.46		1	0.07		0	0.00		8	0.52		29	1.90		7	0.46		0	0.00		0	0.00		0	0.00		36	2.36		387	25.39		10	0.66		1	0.07		0	0.00		3	0.20		401	26.31		5	0.33		0	0.00		0	0.00		5	0.33		183	12.01		40	2.62		0	0.00		0	0.00		223	14.63		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		1	0.07		0	0.00		0	0.00		1	0.07		1524	97.26		43	2.74		1567	1.75																																													
	Holy Spirit		8	0.38		3	0.14		3	0.14		14	0.67		599	28.47		25	1.19		3	0.14		2	0.10		629	29.90		2	0.10		0	0.00		0	0.00		2	0.10		76	3.61		10	0.48		1	0.05		0	0.00		87	4.13		8	0.38		2	0.10		0	0.00		10	0.48		147	6.99		19	0.90		3	0.14		0	0.00		169	8.03		16	0.76		8	0.38		2	0.10		26	1.24		2	0.10		0	0.00		0	0.00		2	0.10		61	2.90		4	0.19		1	0.05		0	0.00		0	0.00		66	3.14		734	34.89		8	0.38		4	0.19		0	0.00		2	0.10		748	35.55		7	0.33		0	0.00		0	0.00		7	0.33		298	14.16		43	2.04		2	0.10		1	0.05		344	16.35		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		2104	95.20		106	4.80		2210	2.47																																													
	Ithaca Creek		4	0.30		0	0.00		0	0.00		4	0.30		395	29.97		13	0.99		5	0.38		2	0.15		415	31.49		0	0.00		0	0.00		0	0.00		0	0.00		48	3.64		11	0.83		0	0.00		0	0.00		59	4.48		7	0.53		1	0.08		0	0.00		8	0.61		89	6.75		24	1.82		1	0.08		4	0.30		118	8.95		12	0.91		2	0.15		0	0.00		14	1.06		1	0.08		0	0.00		0	0.00		1	0.08		27	2.05		9	0.68		0	0.00		0	0.00		0	0.00		36	2.73		447	33.92		9	0.68		1	0.08		0	0.00		4	0.30		461	34.98		7	0.53		0	0.00		0	0.00		7	0.53		156	11.84		35	2.66		1	0.08		1	0.08		193	14.64		2	0.15		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		2	0.15		1318	97.99		27	2.01		1345	1.50																																													
	Ithaca South		5	0.33		1	0.07		3	0.20		9	0.59		375	24.43		21	1.37		5	0.33		3	0.20		404	26.32		0	0.00		0	0.00		0	0.00		0	0.00		41	2.67		17	1.11		0	0.00		0	0.00		58	3.78		1	0.07		0	0.00		1	0.07		2	0.13		108	7.04		29	1.89		2	0.13		2	0.13		141	9.19		24	1.56		13	0.85		0	0.00		37	2.41		2	0.13		0	0.00		0	0.00		2	0.13		27	1.76		5	0.33		0	0.00		0	0.00		0	0.00		32	2.08		599	39.02		9	0.59		5	0.33		0	0.00		3	0.20		616	40.13		8	0.52		0	0.00		0	0.00		8	0.52		195	12.70		25	1.63		0	0.00		6	0.39		226	14.72		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		1535	98.15		29	1.85		1564	1.75																																													
	Kangaroo Point		6	0.33		5	0.27		3	0.16		14	0.77		448	24.53		17	0.93		3	0.16		2	0.11		470	25.74		0	0.00		0	0.00		0	0.00		0	0.00		106	5.81		7	0.38		1	0.05		0	0.00		114	6.24		1	0.05		4	0.22		0	0.00		5	0.27		74	4.05		13	0.71		2	0.11		2	0.11		91	4.98		20	1.10		2	0.11		0	0.00		22	1.20		4	0.22		0	0.00		0	0.00		4	0.22		52	2.85		11	0.60		0	0.00		0	0.00		0	0.00		63	3.45		825	45.18		13	0.71		2	0.11		1	0.05		3	0.16		844	46.22		8	0.44		1	0.05		0	0.00		9	0.49		161	8.82		22	1.20		1	0.05		6	0.33		190	10.41		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		1826	97.13		54	2.87		1880	2.10																																													
	Kelvin Grove		4	0.34		2	0.17		0	0.00		6	0.51		309	26.25		10	0.85		4	0.34		2	0.17		325	27.61		1	0.08		0	0.00		0	0.00		1	0.08		35	2.97		2	0.17		0	0.00		0	0.00		37	3.14		8	0.68		0	0.00		0	0.00		8	0.68		74	6.29		20	1.70		1	0.08		2	0.17		97	8.24		23	1.95		5	0.42		1	0.08		29	2.46		1	0.08		0	0.00		0	0.00		1	0.08		27	2.29		3	0.25		0	0.00		1	0.08		0	0.00		31	2.63		402	34.15		10	0.85		2	0.17		0	0.00		1	0.08		415	35.26		11	0.93		1	0.08		0	0.00		12	1.02		183	15.55		25	2.12		1	0.08		4	0.34		213	18.10		1	0.08		0	0.00		0	0.00		1	0.08		0	0.00		0	0.00		0	0.00		0	0.00		2	0.17		1177	96.16		47	3.84		1224	1.37																																													
	Keperra (Brisbane)		5	0.22		2	0.09		0	0.00		7	0.31		869	37.98		23	1.01		3	0.13		2	0.09		897	39.20		0	0.00		0	0.00		0	0.00		0	0.00		93	4.06		9	0.39		0	0.00		0	0.00		102	4.46		21	0.92		8	0.35		0	0.00		29	1.27		65	2.84		8	0.35		0	0.00		1	0.04		74	3.23		19	0.83		2	0.09		0	0.00		21	0.92		1	0.04		0	0.00		0	0.00		1	0.04		113	4.94		13	0.57		0	0.00		1	0.04		1	0.04		128	5.59		843	36.84		12	0.52		3	0.13		0	0.00		0	0.00		858	37.50		7	0.31		0	0.00		0	0.00		7	0.31		148	6.47		14	0.61		0	0.00		0	0.00		162	7.08		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		1	0.04		0	0.00		1	0.04		2	0.09		2288	96.30		88	3.70		2376	2.66																																													
	Mater Hospital		6	0.61		2	0.20		2	0.20		10	1.02		331	33.64		10	1.02		4	0.41		0	0.00		345	35.06		2	0.20		0	0.00		0	0.00		2	0.20		20	2.03		0	0.00		0	0.00		0	0.00		20	2.03		3	0.30		0	0.00		0	0.00		3	0.30		58	5.89		19	1.93		0	0.00		2	0.20		79	8.03		8	0.81		8	0.81		0	0.00		16	1.63		2	0.20		0	0.00		0	0.00		2	0.20		39	3.96		5	0.51		0	0.00		0	0.00		1	0.10		45	4.57		340	34.55		4	0.41		1	0.10		1	0.10		1	0.10		347	35.26		4	0.41		1	0.10		0	0.00		5	0.51		92	9.35		15	1.52		0	0.00		3	0.30		110	11.18		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		984	93.27		71	6.73		1055	1.18																																													
