House of Representatives - 2001 Election: Queensland																																				
First Preference Votes and TCP																																				
By Candidate by Polling Place																																				
Fisher (85315)																																				
		TANNOCK			ARMSTRONG			O'DONNELL			MCLEOD			# SLIPPER			HOURIGAN			FORMAL			INFORMAL			TOTAL										
		Bruce			Geoff			Ray			Tony			Peter			Ros												Two Candidate Preferred							
		HAN			DEM			ALP			GRN			LP			IND												 O'DONNELL ALP			# SLIPPER LP				
	Polling Places	Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%			
	Total Ordinary	4680	7.42		2325	3.69		16088	25.50		2486	3.94		32465	51.46		5047	8.00		63091	95.30		3113	4.70		66204	81.86		24354	38.60		38737	61.40			
	ABSENT	332	8.19		250	6.17		954	23.54		282	6.96		1980	48.86		254	6.27		4052	96.11		164	3.89		4216	5.21		1583	39.07		2469	60.93			
	POSTAL	301	7.46		111	2.75		866	21.47		71	1.76		2459	60.97		225	5.58		4033	97.72		94	2.28		4127	5.10		1207	29.93		2826	70.07			
	PRE_POLL	462	8.47		154	2.82		1299	23.83		152	2.79		2953	54.16		432	7.92		5452	97.92		116	2.08		5568	6.88		1889	34.65		3563	65.35			
	PROVISIONAL	63	9.06		32	4.60		199	28.63		41	5.90		316	45.47		44	6.33		695	91.21		67	8.79		762	0.94		302	43.45		393	56.55			
	Division Summary	5838	7.55		2872	3.71		19406	25.10		3032	3.92		40173	51.95		6002	7.76		77323	95.61		3554	4.39		80877	94.80		29335	37.94		47988	62.06			
																																				
																																				
																																				
																																				
																																				
