House of Representatives - 2001 Election: Tasmania																																													
First Preference Votes and TCP																																													
By Candidate by Polling Place																																													

Bass (65927)																																													
	COLLINS			DOCKRAY			BOOTH			LARNER			BENNEWORTH			# O'BYRNE			COLGRAVE			HARDMAN			FORMAL			INFORMAL			TOTAL			Two Candidate Preferred											
	Denis			Margy			Kim			Caroline			Tony			Michelle			Sancia			Ian												BENNEWORTH			# O'BYRNE								
	HAN			LFF			GRN			CEC			LP			ALP			DEM			TFP												LP			ALP								
Polling Places	Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%							
Ravenswood	96	4.60		19	0.91		59	2.83		10	0.48		449	21.52		1353	64.86		71	3.40		29	1.39		2086	92.26		175	7.74		2261	3.57		581	27.85		1505	72.15
Ringarooma	20	4.94		7	1.73		21	5.19		1	0.25		201	49.63		149	36.79		3	0.74		3	0.74		405	95.52		19	4.48		424	0.67		225	55.56		180	44.44
Riverside	65	2.46		29	1.10		143	5.40		5	0.19		1418	53.59		852	32.20		110	4.16		24	0.91		2646	96.22		104	3.78		2750	4.34		1570	59.33		1076	40.67
Riverside West	26	2.71		13	1.35		45	4.69		0	0.00		476	49.58		343	35.73		52	5.42		5	0.52		960	96.97		30	3.03		990	1.56		544	56.67		416	43.33
Rocherlea	56	4.56		19	1.55		51	4.16		5	0.41		292	23.80		752	61.29		28	2.28		24	1.96		1227	93.03		92	6.97		1319	2.08		373	30.40		854	69.60
St Leonards	45	4.21		8	0.75		60	5.61		3	0.28		461	43.08		444	41.50		33	3.08		16	1.50		1070	94.94		57	5.06		1127	1.78		534	49.91		536	50.09
Scottsdale	46	2.51		40	2.19		61	3.33		7	0.38		891	48.69		729	39.84		38	2.08		18	0.98		1830	96.01		76	3.99		1906	3.01		996	54.43		834	45.57
South Launceston	25	2.52		11	1.11		95	9.58		1	0.10		364	36.69		438	44.15		45	4.54		13	1.31		992	94.93		53	5.07		1045	1.65		428	43.15		564	56.85
Summerhill	101	2.97		35	1.03		143	4.20		9	0.26		1479	43.46		1498	44.02		108	3.17		30	0.88		3403	95.62		156	4.38		3559	5.61		1666	48.96		1737	51.04
Trevallyn	39	1.93		22	1.09		237	11.74		2	0.10		964	47.77		652	32.31		95	4.71		7	0.35		2018	97.63		49	2.37		2067	3.26		1088	53.91		930	46.09
Waverley	30	3.47		6	0.69		33	3.82		1	0.12		199	23.03		558	64.58		23	2.66		14	1.62		864	93.20		63	6.80		927	1.46		240	27.78		624	72.22
West Launceston	30	1.75		27	1.57		187	10.88		3	0.17		678	39.46		689	40.10		91	5.30		13	0.76		1718	96.68		59	3.32		1777	2.80		791	46.04		927	53.96
Weymouth	3	2.56		1	0.85		9	7.69		0	0.00		65	55.56		37	31.62		2	1.71		0	0.00		117	99.15		1	0.85		118	0.19		71	60.68		46	39.32
Whitemark	11	3.47		7	2.21		24	7.57		2	0.63		159	50.16		105	33.12		3	0.95		6	1.89		317	95.77		14	4.23		331	0.52		177	55.84		140	44.16
Windmill Hill	10	1.51		13	1.96		80	12.07		1	0.15		336	50.68		183	27.60		38	5.73		2	0.30		663	97.07		20	2.93		683	1.08		388	58.52		275	41.48
Winnaleah	11	5.14		5	2.34		4	1.87		1	0.47		130	60.75		57	26.64		3	1.40		3	1.40		214	96.40		8	3.60		222	0.35		145	67.76		69	32.24
Young Town	40	2.48		25	1.55		67	4.15		8	0.50		631	39.10		782	48.45		54	3.35		7	0.43		1614	95.17		82	4.83		1696	2.68		726	44.98		888	55.02
Special Hospitals	21	3.00		10	1.43		16	2.29		3	0.43		397	56.71		245	35.00		5	0.71		3	0.43		700	93.09		52	6.91		752	1.19		434	62.00		266	38.00
Total Ordinary	1574	3.01		806	1.54		3173	6.06		130	0.25		21746	41.56		22515	43.03		1862	3.56		522	1.00		52328	95.43		2506	4.57		54834	86.49		25051	47.87		27277	52.13			
ABSENT	77	3.26		47	1.99		241	10.21		11	0.47		946	40.07		906	38.37		105	4.45		28	1.19		2361	96.84		77	3.16		2438	3.85		1161	49.17		1200	50.83			
POSTAL	76	2.78		35	1.28		122	4.47		3	0.11		1156	42.31		1242	45.46		75	2.75		23	0.84		2732	98.70		36	1.30		2768	4.37		1304	47.73		1428	52.27			
PRE_POLL	81	3.21		62	2.45		207	8.19		12	0.48		1103	43.67		925	36.62		100	3.96		36	1.43		2526	98.17		47	1.83		2573	4.06		1309	51.82		1217	48.18			
PROVISIONAL	28	3.76		16	2.15		45	6.05		3	0.40		205	27.55		399	53.63		36	4.84		12	1.61		744	94.90		40	5.10		784	1.24		268	36.02		476	63.98			
Division Summary	1836	3.03		966	1.59		3788	6.24		159	0.26		25156	41.45		25987	42.82		2178	3.59		621	1.02		60691	95.73		2706	4.27		63397	96.16		29093	47.94		31598	52.06			
																																									
																																									
																																									
																																									
																																									
