Senate - 2001 Election: New South Wales																																																																																	
First Preference Votes by Group 																																																																																	
By Polling Place																																																																																	

Lowe (83707)																																																																																	
		Group A Total			Group B Total			Group C Total			Group D Total			Group E Total			Group F Total			Group G Total			Group H Total			Group I Total			Group J Total			Group K Total			Group L Total			Group M Total			Group N Total			Group O Total			Group P Total			Group Q Total			Group R Total			Group S Total			Group T Total			Group U Total			Group V Total			Group W Total			Ungrouped Total 			FORMAL 			INFORMAL 			TOTAL 	
Concord		28	2.78		19	1.88		17	1.69		0	0.00		21	2.08		1	0.10		47	4.66		1	0.10		4	0.40		456	45.24		3	0.30		1	0.10		3	0.30		1	0.10		1	0.10		0	0.00		374	37.10		3	0.30		1	0.10		22	2.18		0	0.00		0	0.00		5	0.50		0	0.00		1008	93.16		74	6.84		1082	1.35
Concord Central		20	2.37		11	1.30		4	0.47		0	0.00		1	0.12		0	0.00		61	7.23		3	0.36		3	0.36		318	37.68		0	0.00		1	0.12		4	0.47		0	0.00		1	0.12		0	0.00		381	45.14		7	0.83		1	0.12		26	3.08		0	0.00		1	0.12		1	0.12		0	0.00		844	93.26		61	6.74		905	1.13
Concord East		67	2.85		25	1.06		36	1.53		1	0.04		45	1.91		0	0.00		133	5.66		13	0.55		7	0.30		851	36.21		8	0.34		0	0.00		9	0.38		0	0.00		0	0.00		3	0.13		1038	44.17		9	0.38		1	0.04		87	3.70		3	0.13		0	0.00		12	0.51		2	0.09		2350	95.18		119	4.82		2469	3.09
Concord North		41	3.39		16	1.32		15	1.24		2	0.17		7	0.58		1	0.08		98	8.11		12	0.99		4	0.33		439	36.34		2	0.17		1	0.08		5	0.41		0	0.00		2	0.17		1	0.08		493	40.81		5	0.41		5	0.41		53	4.39		0	0.00		0	0.00		6	0.50		0	0.00		1208	94.15		75	5.85		1283	1.61
Concord Repatriation Hospital		5	3.42		2	1.37		2	1.37		0	0.00		2	1.37		1	0.68		13	8.90		1	0.68		0	0.00		61	41.78		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		56	38.36		0	0.00		0	0.00		3	2.05		0	0.00		0	0.00		0	0.00		0	0.00		146	99.32		1	0.68		147	0.18
Concord West		53	3.00		29	1.64		10	0.57		0	0.00		32	1.81		0	0.00		143	8.08		11	0.62		2	0.11		632	35.73		7	0.40		1	0.06		8	0.45		0	0.00		1	0.06		0	0.00		748	42.28		8	0.45		3	0.17		73	4.13		2	0.11		2	0.11		4	0.23		0	0.00		1769	95.78		78	4.22		1847	2.31
Croydon		24	2.91		12	1.45		15	1.82		0	0.00		22	2.67		0	0.00		70	8.48		5	0.61		3	0.36		344	41.70		2	0.24		0	0.00		2	0.24		1	0.12		0	0.00		2	0.24		279	33.82		1	0.12		0	0.00		41	4.97		0	0.00		0	0.00		2	0.24		0	0.00		825	94.29		50	5.71		875	1.10
Croydon Park		71	3.84		31	1.68		13	0.70		1	0.05		31	1.68		0	0.00		98	5.30		6	0.32		2	0.11		716	38.74		6	0.32		0	0.00		4	0.22		1	0.05		1	0.05		3	0.16		768	41.56		17	0.92		3	0.16		72	3.90		0	0.00		0	0.00		4	0.22		0	0.00		1848	92.63		147	7.37		1995	2.50
Croydon South		38	4.49		24	2.83		13	1.53		0	0.00		12	1.42		0	0.00		66	7.79		2	0.24		1	0.12		335	39.55		4	0.47		0	0.00		5	0.59		0	0.00		0	0.00		0	0.00		294	34.71		5	0.59		1	0.12		42	4.96		0	0.00		0	0.00		4	0.47		1	0.12		847	94.43		50	5.57		897	1.12
Dobroyd Point		26	1.90		10	0.73		6	0.44		0	0.00		18	1.31		2	0.15		131	9.56		8	0.58		2	0.15		497	36.28		6	0.44		0	0.00		5	0.36		4	0.29		0	0.00		1	0.07		526	38.39		6	0.44		0	0.00		118	8.61		0	0.00		0	0.00		3	0.22		1	0.07		1370	92.57		110	7.43		1480	1.85
Drummoyne		44	2.02		14	0.64		9	0.41		2	0.09		15	0.69		3	0.14		233	10.69		12	0.55		5	0.23		662	30.37		7	0.32		3	0.14		6	0.28		1	0.05		3	0.14		1	0.05		1013	46.47		7	0.32		2	0.09		130	5.96		1	0.05		1	0.05		4	0.18		2	0.09		2180	96.29		84	3.71		2264	2.84
Drummoyne East		16	1.43		10	0.89		4	0.36		0	0.00		6	0.53		0	0.00		117	10.43		6	0.53		2	0.18		261	23.26		2	0.18		0	0.00		2	0.18		2	0.18		2	0.18		1	0.09		638	56.86		5	0.45		2	0.18		46	4.10		0	0.00		0	0.00		0	0.00		0	0.00		1122	96.72		38	3.28		1160	1.45
Drummoyne North		66	2.58		15	0.59		13	0.51		1	0.04		17	0.67		1	0.04		242	9.47		14	0.55		3	0.12		684	26.77		6	0.23		4	0.16		7	0.27		0	0.00		7	0.27		2	0.08		1276	49.94		5	0.20		7	0.27		175	6.85		3	0.12		0	0.00		7	0.27		0	0.00		2555	95.87		110	4.13		2665	3.34
Enfield		49	2.56		24	1.25		48	2.51		2	0.10		28	1.46		2	0.10		105	5.49		10	0.52		1	0.05		867	45.32		4	0.21		1	0.05		10	0.52		1	0.05		1	0.05		1	0.05		658	34.40		20	1.05		5	0.26		65	3.40		5	0.26		0	0.00		5	0.26		1	0.05		1913	95.32		94	4.68		2007	2.51
Enfield South		35	4.61		19	2.50		12	1.58		0	0.00		2	0.26		0	0.00		47	6.18		3	0.39		2	0.26		285	37.50		3	0.39		0	0.00		1	0.13		0	0.00		1	0.13		0	0.00		321	42.24		2	0.26		0	0.00		25	3.29		0	0.00		0	0.00		2	0.26		0	0.00		760	94.06		48	5.94		808	1.01
Five Dock		52	2.75		26	1.37		7	0.37		2	0.11		28	1.48		1	0.05		98	5.18		13	0.69		7	0.37		807	42.63		11	0.58		1	0.05		11	0.58		0	0.00		3	0.16		6	0.32		713	37.67		12	0.63		3	0.16		79	4.17		2	0.11		1	0.05		10	0.53		0	0.00		1893	92.03		164	7.97		2057	2.58
Five Dock Central		49	2.29		16	0.75		10	0.47		1	0.05		24	1.12		1	0.05		187	8.75		14	0.65		6	0.28		793	37.09		5	0.23		1	0.05		14	0.65		0	0.00		1	0.05		3	0.14		883	41.30		8	0.37		3	0.14		114	5.33		1	0.05		0	0.00		4	0.19		0	0.00		2138	95.23		107	4.77		2245	2.81
Flemington		39	3.51		6	0.54		36	3.24		0	0.00		19	1.71		0	0.00		23	2.07		2	0.18		2	0.18		651	58.54		4	0.36		1	0.09		4	0.36		0	0.00		2	0.18		2	0.18		279	25.09		7	0.63		2	0.18		28	2.52		1	0.09		2	0.18		2	0.18		0	0.00		1112	93.21		81	6.79		1193	1.49
Haberfield		31	2.18		13	0.91		5	0.35		1	0.07		18	1.27		2	0.14		104	7.31		7	0.49		0	0.00		567	39.87		4	0.28		1	0.07		9	0.63		0	0.00		3	0.21		4	0.28		548	38.54		10	0.70		1	0.07		88	6.19		1	0.07		0	0.00		5	0.35		0	0.00		1422	91.56		131	8.44		1553	1.94
Haberfield West		20	2.02		10	1.01		4	0.40		0	0.00		10	1.01		0	0.00		90	9.08		5	0.50		1	0.10		376	37.94		4	0.40		0	0.00		12	1.21		0	0.00		1	0.10		0	0.00		391	39.46		7	0.71		1	0.10		58	5.85		0	0.00		0	0.00		1	0.10		0	0.00		991	93.76		66	6.24		1057	1.32
Homebush		47	1.99		29	1.23		50	2.12		0	0.00		38	1.61		2	0.08		140	5.94		14	0.59		10	0.42		958	40.63		7	0.30		4	0.17		13	0.55		0	0.00		4	0.17		1	0.04		935	39.65		11	0.47		2	0.08		82	3.48		5	0.21		1	0.04		4	0.17		1	0.04		2358	95.35		115	4.65		2473	3.10
Homebush North		12	2.61		7	1.53		11	2.40		0	0.00		5	1.09		1	0.22		29	6.32		9	1.96		1	0.22		218	47.49		3	0.65		0	0.00		3	0.65		0	0.00		0	0.00		0	0.00		145	31.59		3	0.65		0	0.00		11	2.40		0	0.00		0	0.00		1	0.22		0	0.00		459	95.23		23	4.77		482	0.60
Homebush South		17	2.83		6	1.00		6	1.00		0	0.00		1	0.17		0	0.00		44	7.33		1	0.17		0	0.00		149	24.83		2	0.33		0	0.00		4	0.67		0	0.00		0	0.00		0	0.00		344	57.33		0	0.00		0	0.00		17	2.83		0	0.00		3	0.50		6	1.00		0	0.00		600	96.15		24	3.85		624	0.78
Infants Home		18	3.07		8	1.36		13	2.21		1	0.17		8	1.36		1	0.17		38	6.47		2	0.34		2	0.34		270	46.00		2	0.34		0	0.00		2	0.34		0	0.00		1	0.17		2	0.34		191	32.54		1	0.17		3	0.51		21	3.58		0	0.00		0	0.00		2	0.34		1	0.17		587	95.76		26	4.24		613	0.77
Malvern Hill		53	3.38		30	1.91		17	1.08		0	0.00		24	1.53		0	0.00		130	8.28		5	0.32		4	0.25		540	34.39		3	0.19		0	0.00		9	0.57		0	0.00		1	0.06		3	0.19		667	42.48		11	0.70		3	0.19		67	4.27		1	0.06		1	0.06		0	0.00		1	0.06		1570	94.41		93	5.59		1663	2.08
Mortlake		79	3.65		23	1.06		11	0.51		0	0.00		20	0.92		5	0.23		122	5.63		14	0.65		3	0.14		745	34.38		6	0.28		0	0.00		3	0.14		1	0.05		3	0.14		3	0.14		1007	46.47		11	0.51		3	0.14		93	4.29		0	0.00		3	0.14		11	0.51		1	0.05		2167	95.21		109	4.79		2276	2.85
Rhodes		14	4.65		13	4.32		3	1.00		6	1.99		0	0.00		1	0.33		19	6.31		1	0.33		1	0.33		92	30.56		0	0.00		0	0.00		0	0.00		1	0.33		0	0.00		2	0.66		131	43.52		3	1.00		0	0.00		13	4.32		0	0.00		0	0.00		0	0.00		1	0.33		301	99.01		3	0.99		304	0.38
Russell Lea		36	3.02		9	0.75		5	0.42		0	0.00		10	0.84		2	0.17		70	5.87		6	0.50		1	0.08		418	35.04		2	0.17		1	0.08		4	0.34		4	0.34		0	0.00		2	0.17		559	46.86		5	0.42		3	0.25		52	4.36		0	0.00		0	0.00		4	0.34		0	0.00		1193	95.52		56	4.48		1249	1.56
Strathfield		25	1.71		39	2.67		60	4.11		2	0.14		8	0.55		1	0.07		82	5.61		8	0.55		2	0.14		505	34.57		6	0.41		1	0.07		1	0.07		0	0.00		1	0.07		1	0.07		668	45.72		4	0.27		0	0.00		43	2.94		2	0.14		0	0.00		2	0.14		0	0.00		1461	95.18		74	4.82		1535	1.92
Strathfield Central		51	2.47		32	1.55		57	2.76		1	0.05		16	0.77		0	0.00		115	5.57		13	0.63		1	0.05		516	24.99		6	0.29		0	0.00		2	0.10		0	0.00		2	0.10		1	0.05		1196	57.92		11	0.53		2	0.10		37	1.79		2	0.10		0	0.00		3	0.15		1	0.05		2065	97.31		57	2.69		2122	2.66
Strathfield City		9	2.31		10	2.56		9	2.31		0	0.00		11	2.82		0	0.00		30	7.69		2	0.51		0	0.00		134	34.36		0	0.00		1	0.26		0	0.00		0	0.00		1	0.26		0	0.00		166	42.56		1	0.26		0	0.00		16	4.10		0	0.00		0	0.00		0	0.00		0	0.00		390	97.26		11	2.74		401	0.50
Strathfield North		73	2.95		52	2.10		38	1.54		0	0.00		26	1.05		0	0.00		170	6.87		21	0.85		6	0.24		892	36.07		7	0.28		0	0.00		12	0.49		0	0.00		3	0.12		2	0.08		1025	41.45		14	0.57		3	0.12		116	4.69		1	0.04		0	0.00		11	0.44		1	0.04		2473	94.68		139	5.32		2612	3.27
Strathfield South		43	2.87		39	2.60		31	2.07		0	0.00		27	1.80		1	0.07		97	6.47		5	0.33		5	0.33		608	40.56		1	0.07		1	0.07		3	0.20		0	0.00		2	0.13		2	0.13		582	38.83		14	0.93		1	0.07		29	1.93		0	0.00		1	0.07		6	0.40		1	0.07		1499	94.69		84	5.31		1583	1.98
Strathfield West		18	1.95		23	2.49		15	1.62		0	0.00		6	0.65		0	0.00		34	3.68		4	0.43		1	0.11		237	25.62		5	0.54		0	0.00		2	0.22		0	0.00		1	0.11		2	0.22		559	60.43		2	0.22		0	0.00		14	1.51		0	0.00		0	0.00		2	0.22		0	0.00		925	96.05		38	3.95		963	1.21
Sydney (Lowe)		2	1.15		3	1.72		2	1.15		0	0.00		5	2.87		0	0.00		26	14.94		1	0.57		1	0.57		59	33.91		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		58	33.33		1	0.57		0	0.00		14	8.05		2	1.15		0	0.00		0	0.00		0	0.00		174	97.21		5	2.79		179	0.22
Wareemba		41	3.24		13	1.03		9	0.71		1	0.08		18	1.42		0	0.00		56	4.43		6	0.47		2	0.16		519	41.06		2	0.16		0	0.00		2	0.16		0	0.00		2	0.16		0	0.00		547	43.28		8	0.63		2	0.16		29	2.29		1	0.08		1	0.08		5	0.40		0	0.00		1264	91.26		121	8.74		1385	1.73
Wellbank		43	2.79		17	1.10		2	0.13		1	0.06		10	0.65		1	0.06		74	4.80		6	0.39		2	0.13		532	34.50		6	0.39		0	0.00		7	0.45		2	0.13		2	0.13		1	0.06		768	49.81		8	0.52		1	0.06		55	3.57		1	0.06		1	0.06		2	0.13		0	0.00		1542	95.78		68	4.22		1610	2.02
Special Hospitals		6	3.30		2	1.10		0	0.00		2	1.10		0	0.00		0	0.00		4	2.20		0	0.00		0	0.00		73	40.11		3	1.65		0	0.00		0	0.00		0	0.00		1	0.55		0	0.00		91	50.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		182	93.81		12	6.19		194	0.24
Total Ordinary		1763	2.75		895	1.39		948	1.48		33	0.05		800	1.25		44	0.07		4446	6.92		335	0.52		116	0.18		23866	37.16		182	0.28		30	0.05		242	0.38		26	0.04		65	0.10		67	0.10		26946	41.96		343	0.53		83	0.13		2721	4.24		52	0.08		21	0.03		177	0.28		20	0.03		64221	94.92		3437	5.08		67658	84.73
ABSENT		120	2.33		83	1.61		64	1.24		6	0.12		105	2.04		7	0.14		491	9.54		53	1.03		7	0.14		1700	33.04		27	0.52		2	0.04		36	0.70		2	0.04		1	0.02		4	0.08		2051	39.86		39	0.76		9	0.17		306	5.95		4	0.08		1	0.02		23	0.45		4	0.08		5145	97.78		117	2.22		5262	6.59
POSTAL		114	4.01		53	1.86		52	1.83		2	0.07		42	1.48		3	0.11		148	5.20		5	0.18		0	0.00		967	34.00		2	0.07		2	0.07		11	0.39		0	0.00		5	0.18		2	0.07		1330	46.77		18	0.63		7	0.25		69	2.43		0	0.00		1	0.04		9	0.32		2	0.07		2844	98.78		35	1.22		2879	3.61
PRE_POLL		88	2.66		48	1.45		67	2.03		1	0.03		76	2.30		3	0.09		268	8.11		17	0.51		3	0.09		1110	33.61		10	0.30		2	0.06		7	0.21		2	0.06		5	0.15		3	0.09		1392	42.14		31	0.94		7	0.21		147	4.45		3	0.09		0	0.00		10	0.30		3	0.09		3303	98.63		46	1.37		3349	4.19
PROVISIONAL		20	2.94		5	0.73		17	2.50		0	0.00		11	1.62		0	0.00		39	5.73		5	0.73		1	0.15		301	44.20		2	0.29		2	0.29		3	0.44		0	0.00		0	0.00		0	0.00		237	34.80		3	0.44		2	0.29		30	4.41		0	0.00		0	0.00		2	0.29		1	0.15		681	96.19		27	3.81		708	0.89
Division Summary		2105	2.76		1084	1.42		1148	1.51		42	0.06		1034	1.36		57	0.07		5392	7.08		415	0.54		127	0.17		27944	36.67		223	0.29		38	0.05		299	0.39		30	0.04		76	0.1		76	0.1		31956	41.94		434	0.57		108	0.14		3273	4.3		59	0.08		23	0.03		221	0.29		30	0.04		76194	95.41		3662	4.59		79856	95.4
