Senate - 2001 Election: New South Wales																																																																																	
First Preference Votes by Group 																																																																																	
By Polling Place																																																																																	

Bradfield (89832)																																																																																	

		Group A Total			Group B Total			Group C Total			Group D Total			Group E Total			Group F Total			Group G Total			Group H Total			Group I Total			Group J Total			Group K Total			Group L Total			Group M Total			Group N Total			Group O Total			Group P Total			Group Q Total			Group R Total			Group S Total			Group T Total			Group U Total			Group V Total			Group W Total			Ungrouped Total 			FORMAL 			INFORMAL 			TOTAL 	
Gordon East		26	1.33		38	1.94		20	1.02		0	0.00		2	0.10		1	0.05		181	9.25		12	0.61		1	0.05		293	14.98		11	0.56		0	0.00		11	0.56		0	0.00		1	0.05		1	0.05		1219	62.32		4	0.20		8	0.41		118	6.03		0	0.00		1	0.05		7	0.36		1	0.05		1956	98.34		33	1.66		1989	2.34
Gordon West		34	1.90		38	2.12		17	0.95		0	0.00		7	0.39		1	0.06		185	10.32		16	0.89		2	0.11		287	16.02		11	0.61		1	0.06		7	0.39		2	0.11		0	0.00		0	0.00		1082	60.38		6	0.33		4	0.22		81	4.52		0	0.00		1	0.06		5	0.28		5	0.28		1792	97.98		37	2.02		1829	2.15
Killara		12	0.74		34	2.10		7	0.43		0	0.00		4	0.25		2	0.12		113	6.98		7	0.43		4	0.25		188	11.61		9	0.56		0	0.00		7	0.43		0	0.00		1	0.06		2	0.12		1150	71.03		0	0.00		6	0.37		69	4.26		0	0.00		0	0.00		4	0.25		0	0.00		1619	96.89		52	3.11		1671	1.97
Killara East		25	1.23		19	0.93		43	2.11		1	0.05		8	0.39		4	0.20		156	7.66		25	1.23		1	0.05		421	20.68		7	0.34		0	0.00		6	0.29		0	0.00		1	0.05		3	0.15		1183	58.10		9	0.44		3	0.15		114	5.60		0	0.00		1	0.05		5	0.25		1	0.05		2036	97.37		55	2.63		2091	2.46
Kissing Point		22	2.24		21	2.14		2	0.20		0	0.00		3	0.31		1	0.10		93	9.49		9	0.92		1	0.10		176	17.96		5	0.51		2	0.20		3	0.31		0	0.00		0	0.00		2	0.20		573	58.47		3	0.31		1	0.10		56	5.71		0	0.00		0	0.00		7	0.71		0	0.00		980	97.61		24	2.39		1004	1.18
Lady Davidson Hospital		7	4.58		0	0.00		3	1.96		0	0.00		0	0.00		1	0.65		13	8.50		0	0.00		1	0.65		14	9.15		0	0.00		0	0.00		0	0.00		1	0.65		0	0.00		0	0.00		108	70.59		1	0.65		0	0.00		4	2.61		0	0.00		0	0.00		0	0.00		0	0.00		153	100.00		0	0.00		153	0.18
Lindfield		32	1.55		19	0.92		17	0.82		0	0.00		4	0.19		5	0.24		219	10.57		18	0.87		4	0.19		355	17.14		6	0.29		1	0.05		5	0.24		0	0.00		4	0.19		2	0.10		1230	59.39		6	0.29		6	0.29		129	6.23		0	0.00		2	0.10		6	0.29		1	0.05		2071	97.37		56	2.63		2127	2.50
Lindfield East		28	1.39		10	0.50		30	1.49		0	0.00		9	0.45		2	0.10		211	10.50		12	0.60		1	0.05		310	15.42		9	0.45		2	0.10		6	0.30		1	0.05		0	0.00		4	0.20		1225	60.95		4	0.20		4	0.20		134	6.67		0	0.00		1	0.05		7	0.35		0	0.00		2010	98.24		36	1.76		2046	2.41
Lindfield North		37	1.32		38	1.36		27	0.97		1	0.04		10	0.36		4	0.14		300	10.74		25	0.89		2	0.07		508	18.18		4	0.14		1	0.04		6	0.21		0	0.00		0	0.00		3	0.11		1584	56.69		9	0.32		9	0.32		210	7.52		10	0.36		1	0.04		1	0.04		4	0.14		2794	98.38		46	1.62		2840	3.34
Lindfield West		70	2.76		37	1.46		19	0.75		1	0.04		12	0.47		3	0.12		264	10.41		16	0.63		3	0.12		404	15.92		5	0.20		0	0.00		12	0.47		0	0.00		1	0.04		2	0.08		1488	58.65		15	0.59		7	0.28		166	6.54		0	0.00		1	0.04		11	0.43		0	0.00		2537	97.95		53	2.05		2590	3.05
Mowbray (Bradfield)		12	1.32		22	2.42		8	0.88		0	0.00		8	0.88		1	0.11		117	12.86		2	0.22		0	0.00		186	20.44		4	0.44		0	0.00		3	0.33		0	0.00		1	0.11		1	0.11		485	53.30		2	0.22		0	0.00		48	5.27		2	0.22		0	0.00		6	0.66		2	0.22		910	97.01		28	2.99		938	1.10
Pymble		2	0.25		9	1.13		9	1.13		2	0.25		1	0.13		4	0.50		74	9.27		10	1.25		0	0.00		96	12.03		2	0.25		0	0.00		1	0.13		0	0.00		1	0.13		1	0.13		540	67.67		6	0.75		5	0.63		34	4.26		0	0.00		0	0.00		0	0.00		1	0.13		798	99.25		6	0.75		804	0.95
Pymble North		37	1.51		31	1.27		21	0.86		0	0.00		7	0.29		2	0.08		206	8.43		30	1.23		1	0.04		306	12.52		10	0.41		0	0.00		9	0.37		0	0.00		0	0.00		3	0.12		1625	66.49		9	0.37		5	0.20		137	5.61		0	0.00		0	0.00		4	0.16		1	0.04		2444	98.00		50	2.00		2494	2.93
Pymble West		32	1.51		37	1.75		13	0.61		0	0.00		11	0.52		4	0.19		254	11.98		18	0.85		1	0.05		329	15.52		12	0.57		1	0.05		6	0.28		0	0.00		2	0.09		4	0.19		1227	57.88		4	0.19		4	0.19		150	7.08		0	0.00		0	0.00		11	0.52		0	0.00		2120	98.15		40	1.85		2160	2.54
Roseville		19	1.36		24	1.71		16	1.14		0	0.00		3	0.21		2	0.14		165	11.78		11	0.79		0	0.00		231	16.49		5	0.36		3	0.21		2	0.14		0	0.00		3	0.21		2	0.14		825	58.89		1	0.07		1	0.07		81	5.78		0	0.00		0	0.00		6	0.43		1	0.07		1401	97.84		31	2.16		1432	1.68
Roseville Chase		18	1.80		9	0.90		6	0.60		0	0.00		10	1.00		0	0.00		84	8.38		8	0.80		0	0.00		155	15.47		6	0.60		0	0.00		5	0.50		0	0.00		0	0.00		1	0.10		629	62.77		2	0.20		2	0.20		63	6.29		0	0.00		0	0.00		3	0.30		1	0.10		1002	97.00		31	3.00		1033	1.21
Roseville East		11	1.24		4	0.45		5	0.56		0	0.00		5	0.56		5	0.56		110	12.43		11	1.24		1	0.11		141	15.93		6	0.68		0	0.00		5	0.56		1	0.11		0	0.00		0	0.00		518	58.53		1	0.11		2	0.23		56	6.33		0	0.00		0	0.00		3	0.34		0	0.00		885	97.36		24	2.64		909	1.07
Roseville South		20	1.57		23	1.81		9	0.71		0	0.00		12	0.94		2	0.16		116	9.11		3	0.24		2	0.16		274	21.52		3	0.24		2	0.16		4	0.31		0	0.00		1	0.08		2	0.16		683	53.65		10	0.79		5	0.39		91	7.15		0	0.00		0	0.00		7	0.55		4	0.31		1273	96.51		46	3.49		1319	1.55
St Ives		29	2.03		10	0.70		16	1.12		2	0.14		3	0.21		3	0.21		94	6.57		13	0.91		3	0.21		194	13.57		3	0.21		1	0.07		6	0.42		0	0.00		0	0.00		2	0.14		989	69.16		3	0.21		1	0.07		55	3.85		0	0.00		1	0.07		2	0.14		0	0.00		1430	96.56		51	3.44		1481	1.74
St Ives Chase		10	1.78		5	0.89		7	1.25		0	0.00		3	0.53		2	0.36		33	5.87		5	0.89		1	0.18		70	12.46		4	0.71		0	0.00		6	1.07		0	0.00		0	0.00		1	0.18		386	68.68		1	0.18		0	0.00		26	4.63		0	0.00		0	0.00		2	0.36		0	0.00		562	97.74		13	2.26		575	0.68
St Ives North		46	1.59		40	1.38		16	0.55		0	0.00		12	0.41		2	0.07		229	7.91		21	0.73		3	0.10		319	11.02		7	0.24		0	0.00		10	0.35		0	0.00		2	0.07		3	0.10		2035	70.29		10	0.35		6	0.21		126	4.35		0	0.00		1	0.03		6	0.21		1	0.03		2895	98.34		49	1.66		2944	3.46
St Ives Park		25	1.37		25	1.37		13	0.71		0	0.00		12	0.66		0	0.00		128	7.01		10	0.55		3	0.16		215	11.78		5	0.27		0	0.00		3	0.16		0	0.00		0	0.00		1	0.05		1285	70.41		5	0.27		7	0.38		82	4.49		0	0.00		0	0.00		6	0.33		0	0.00		1825	98.12		35	1.88		1860	2.19
St Ives South		47	1.75		54	2.02		21	0.78		1	0.04		12	0.45		2	0.07		188	7.02		25	0.93		4	0.15		356	13.29		12	0.45		1	0.04		10	0.37		0	0.00		3	0.11		2	0.07		1815	67.75		6	0.22		6	0.22		110	4.11		0	0.00		0	0.00		3	0.11		1	0.04		2679	97.42		71	2.58		2750	3.23
Sydney (Bradfield)		1	0.73		1	0.73		3	2.19		0	0.00		1	0.73		0	0.00		17	12.41		4	2.92		0	0.00		10	7.30		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		2	1.46		82	59.85		1	0.73		1	0.73		12	8.76		0	0.00		0	0.00		2	1.46		0	0.00		137	95.80		6	4.20		143	0.17
Turramurra		8	1.14		25	3.57		2	0.29		0	0.00		7	1.00		4	0.57		36	5.14		2	0.29		0	0.00		63	8.99		1	0.14		0	0.00		4	0.57		0	0.00		0	0.00		1	0.14		511	72.90		3	0.43		2	0.29		29	4.14		0	0.00		0	0.00		2	0.29		1	0.14		701	96.82		23	3.18		724	0.85
Turramurra Central		42	2.34		28	1.56		14	0.78		0	0.00		5	0.28		3	0.17		123	6.84		7	0.39		2	0.11		248	13.80		8	0.45		0	0.00		4	0.22		0	0.00		1	0.06		1	0.06		1184	65.89		6	0.33		4	0.22		104	5.79		1	0.06		2	0.11		9	0.50		1	0.06		1797	97.45		47	2.55		1844	2.17
Turramurra North		45	1.75		61	2.37		5	0.19		1	0.04		7	0.27		3	0.12		205	7.95		18	0.70		3	0.12		344	13.35		3	0.12		0	0.00		13	0.50		0	0.00		1	0.04		3	0.12		1688	65.50		4	0.16		7	0.27		150	5.82		2	0.08		0	0.00		14	0.54		0	0.00		2577	97.72		60	2.28		2637	3.10
Turramurra South		67	2.43		55	1.99		23	0.83		0	0.00		14	0.51		4	0.14		330	11.95		22	0.80		0	0.00		484	17.52		14	0.51		1	0.04		7	0.25		0	0.00		1	0.04		3	0.11		1512	54.74		7	0.25		5	0.18		199	7.20		0	0.00		1	0.04		10	0.36		3	0.11		2762	97.56		69	2.44		2831	3.33
Wahroonga		49	2.08		41	1.74		16	0.68		0	0.00		8	0.34		2	0.09		167	7.10		18	0.77		5	0.21		268	11.40		7	0.30		1	0.04		9	0.38		0	0.00		2	0.09		0	0.00		1606	68.31		5	0.21		2	0.09		137	5.83		0	0.00		1	0.04		6	0.26		1	0.04		2351	97.59		58	2.41		2409	2.83
Wahroonga East		29	1.26		33	1.44		15	0.65		0	0.00		3	0.13		2	0.09		179	7.81		17	0.74		0	0.00		288	12.56		4	0.17		1	0.04		10	0.44		0	0.00		0	0.00		0	0.00		1568	68.38		8	0.35		7	0.31		121	5.28		0	0.00		0	0.00		8	0.35		0	0.00		2293	97.91		49	2.09		2342	2.75
Warrawee		51	1.76		55	1.89		21	0.72		0	0.00		10	0.34		5	0.17		306	10.53		27	0.93		2	0.07		376	12.94		6	0.21		2	0.07		13	0.45		0	0.00		3	0.10		4	0.14		1786	61.48		5	0.17		4	0.14		212	7.30		1	0.03		0	0.00		13	0.45		3	0.10		2905	97.84		64	2.16		2969	3.49
Willoughby (Bradfield)		4	0.71		7	1.24		12	2.12		0	0.00		5	0.88		1	0.18		40	7.08		3	0.53		2	0.35		143	25.31		2	0.35		0	0.00		3	0.53		0	0.00		0	0.00		1	0.18		308	54.51		1	0.18		0	0.00		33	5.84		0	0.00		0	0.00		0	0.00		0	0.00		565	93.70		38	6.30		603	0.71
Willoughby North (Bradfield)		18	2.20		9	1.10		4	0.49		0	0.00		5	0.61		6	0.73		96	11.75		8	0.98		2	0.24		141	17.26		5	0.61		0	0.00		2	0.24		0	0.00		0	0.00		0	0.00		452	55.32		0	0.00		2	0.24		61	7.47		1	0.12		0	0.00		2	0.24		3	0.37		817	97.96		17	2.04		834	0.98
Special Hospitals		17	1.39		15	1.23		0	0.00		0	0.00		5	0.41		3	0.25		38	3.11		0	0.00		5	0.41		132	10.81		1	0.08		1	0.08		2	0.16		0	0.00		1	0.08		5	0.41		978	80.10		2	0.16		1	0.08		13	1.06		0	0.00		0	0.00		2	0.16		0	0.00		1221	96.14		49	3.86		1270	1.49
Total Ordinary		1160	1.69		1069	1.56		737	1.07		13	0.02		344	0.50		105	0.15		6317	9.19		525	0.76		77	0.11		11115	16.18		251	0.37		24	0.03		234	0.34		7	0.01		48	0.07		75	0.11		41936	61.03		228	0.33		155	0.23		3980	5.79		20	0.03		18	0.03		226	0.33		46	0.07		68710	97.57		1713	2.43		70423	82.82
ABSENT		69	1.24		100	1.80		49	0.88		4	0.07		46	0.83		10	0.18		582	10.47		71	1.28		4	0.07		815	14.67		37	0.67		1	0.02		37	0.67		1	0.02		4	0.07		13	0.23		3186	57.33		16	0.29		17	0.31		461	8.30		3	0.05		0	0.00		29	0.52		2	0.04		5557	98.58		80	1.42		5637	6.63
POSTAL		87	2.44		49	1.37		21	0.59		1	0.03		16	0.45		5	0.14		265	7.42		6	0.17		3	0.08		429	12.01		9	0.25		0	0.00		4	0.11		1	0.03		3	0.08		3	0.08		2482	69.50		16	0.45		13	0.36		136	3.81		0	0.00		3	0.08		14	0.39		5	0.14		3571	99.22		28	0.78		3599	4.23
PRE_POLL		83	1.71		82	1.69		87	1.79		2	0.04		96	1.97		2	0.04		489	10.05		28	0.58		4	0.08		956	19.65		14	0.29		1	0.02		17	0.35		3	0.06		1	0.02		4	0.08		2717	55.86		34	0.70		14	0.29		215	4.42		1	0.02		1	0.02		11	0.23		2	0.04		4864	98.88		55	1.12		4919	5.79
PROVISIONAL		8	1.80		6	1.35		15	3.38		0	0.00		7	1.58		1	0.23		40	9.01		5	1.13		1	0.23		111	25.00		2	0.45		1	0.23		5	1.13		0	0.00		0	0.00		2	0.45		210	47.30		3	0.68		0	0.00		26	5.86		0	0.00		0	0.00		1	0.23		0	0.00		444	98.23		8	1.77		452	0.53
Division Summary		1407	1.69		1306	1.57		909	1.09		20	0.02		509	0.61		123	0.15		7693	9.25		635	0.76		89	0.11		13426	16.15		313	0.38		27	0.03		297	0.36		12	0.01		56	0.07		97	0.12		50531	60.77		297	0.36		199	0.24		4818	5.79		24	0.03		22	0.03		281	0.34		55	0.07		83146	97.78		1884	2.22		85030	94.65
