Senate - 2001 Election: New South Wales																																																																																	
First Preference Votes by Group 																																																																																	
By Polling Place																																																																																	

Cowper (79982)																																																																																	
		Group A Total			Group B Total			Group C Total			Group D Total			Group E Total			Group F Total			Group G Total			Group H Total			Group I Total			Group J Total			Group K Total			Group L Total			Group M Total			Group N Total			Group O Total			Group P Total			Group Q Total			Group R Total			Group S Total			Group T Total			Group U Total			Group V Total			Group W Total			Ungrouped Total 			FORMAL 			INFORMAL 			TOTAL 	
Bostobrick		10	10.00		1	1.00		0	0.00		0	0.00		0	0.00		1	1.00		9	9.00		0	0.00		0	0.00		21	21.00		3	3.00		0	0.00		0	0.00		0	0.00		1	1.00		0	0.00		43	43.00		0	0.00		0	0.00		11	11.00		0	0.00		0	0.00		0	0.00		0	0.00		100	98.04		2	1.96		102	0.13
Bowraville		162	15.18		20	1.87		0	0.00		0	0.00		15	1.41		4	0.37		41	3.84		13	1.22		0	0.00		284	26.62		20	1.87		0	0.00		8	0.75		0	0.00		0	0.00		1	0.09		389	36.46		10	0.94		0	0.00		91	8.53		0	0.00		0	0.00		7	0.66		2	0.19		1067	97.44		28	2.56		1095	1.43
Brooms Head		41	23.16		1	0.56		0	0.00		0	0.00		3	1.69		0	0.00		6	3.39		5	2.82		1	0.56		52	29.38		0	0.00		0	0.00		2	1.13		0	0.00		1	0.56		0	0.00		59	33.33		0	0.00		0	0.00		5	2.82		0	0.00		0	0.00		1	0.56		0	0.00		177	97.25		5	2.75		182	0.24
Coffs Harbour		127	7.76		48	2.93		2	0.12		1	0.06		19	1.16		5	0.31		91	5.56		18	1.10		3	0.18		378	23.09		35	2.14		0	0.00		15	0.92		1	0.06		2	0.12		4	0.24		778	47.53		12	0.73		1	0.06		83	5.07		0	0.00		0	0.00		11	0.67		3	0.18		1637	96.01		68	3.99		1705	2.23
Coffs Harbour East		140	8.25		36	2.12		0	0.00		2	0.12		30	1.77		1	0.06		87	5.13		19	1.12		4	0.24		540	31.82		36	2.12		1	0.06		16	0.94		0	0.00		2	0.12		1	0.06		683	40.25		23	1.36		2	0.12		57	3.36		2	0.12		2	0.12		12	0.71		1	0.06		1697	96.75		57	3.25		1754	2.30
Coffs Harbour Hospital		12	4.86		11	4.45		0	0.00		0	0.00		4	1.62		0	0.00		14	5.67		5	2.02		0	0.00		87	35.22		2	0.81		0	0.00		3	1.21		0	0.00		1	0.40		1	0.40		90	36.44		4	1.62		1	0.40		11	4.45		0	0.00		0	0.00		1	0.40		0	0.00		247	97.63		6	2.37		253	0.33
Coffs Harbour Jetty		84	6.99		37	3.08		1	0.08		0	0.00		16	1.33		1	0.08		90	7.49		9	0.75		1	0.08		315	26.21		14	1.16		0	0.00		13	1.08		1	0.08		4	0.33		1	0.08		538	44.76		5	0.42		1	0.08		68	5.66		0	0.00		0	0.00		3	0.25		0	0.00		1202	98.44		19	1.56		1221	1.60
Coffs Harbour Narranga		149	7.34		57	2.81		0	0.00		1	0.05		29	1.43		1	0.05		118	5.82		14	0.69		3	0.15		515	25.38		32	1.58		0	0.00		19	0.94		1	0.05		5	0.25		1	0.05		989	48.74		15	0.74		1	0.05		72	3.55		2	0.10		0	0.00		4	0.20		1	0.05		2029	96.99		63	3.01		2092	2.74
Coffs Harbour St Augustines		149	7.53		43	2.17		1	0.05		3	0.15		20	1.01		3	0.15		111	5.61		26	1.31		3	0.15		523	26.44		41	2.07		1	0.05		15	0.76		0	0.00		0	0.00		5	0.25		927	46.87		27	1.37		2	0.10		67	3.39		0	0.00		3	0.15		8	0.40		0	0.00		1978	97.39		53	2.61		2031	2.66
Coffs Harbour South		96	7.72		38	3.05		1	0.08		0	0.00		14	1.13		2	0.16		71	5.71		18	1.45		4	0.32		375	30.14		23	1.85		0	0.00		5	0.40		1	0.08		4	0.32		7	0.56		517	41.56		13	1.05		0	0.00		51	4.10		1	0.08		0	0.00		3	0.24		0	0.00		1244	97.11		37	2.89		1281	1.68
Coffs Harbour West		241	7.47		93	2.88		2	0.06		2	0.06		58	1.80		3	0.09		177	5.49		43	1.33		3	0.09		881	27.32		52	1.61		2	0.06		29	0.90		2	0.06		4	0.12		5	0.16		1479	45.86		27	0.84		3	0.09		100	3.10		0	0.00		0	0.00		15	0.47		4	0.12		3225	98.11		62	1.89		3287	4.31
Coramba		60	17.39		2	0.58		0	0.00		1	0.29		1	0.29		0	0.00		29	8.41		2	0.58		1	0.29		98	28.41		3	0.87		0	0.00		1	0.29		0	0.00		0	0.00		0	0.00		125	36.23		4	1.16		1	0.29		14	4.06		0	0.00		0	0.00		3	0.87		0	0.00		345	97.46		9	2.54		354	0.46
Corindi		89	13.86		8	1.25		0	0.00		1	0.16		12	1.87		1	0.16		29	4.52		9	1.40		1	0.16		230	35.83		7	1.09		0	0.00		5	0.78		0	0.00		0	0.00		1	0.16		202	31.46		5	0.78		3	0.47		35	5.45		0	0.00		0	0.00		3	0.47		1	0.16		642	95.82		28	4.18		670	0.88
Cowper (Cowper)		13	11.82		4	3.64		0	0.00		0	0.00		2	1.82		1	0.91		0	0.00		1	0.91		0	0.00		33	30.00		2	1.82		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		48	43.64		2	1.82		0	0.00		3	2.73		0	0.00		1	0.91		0	0.00		0	0.00		110	99.10		1	0.90		111	0.15
Deervale		12	14.29		3	3.57		0	0.00		0	0.00		4	4.76		0	0.00		7	8.33		0	0.00		0	0.00		9	10.71		1	1.19		0	0.00		0	0.00		0	0.00		1	1.19		0	0.00		34	40.48		0	0.00		0	0.00		12	14.29		0	0.00		0	0.00		1	1.19		0	0.00		84	98.82		1	1.18		85	0.11
Dorrigo		118	10.60		25	2.25		0	0.00		1	0.09		13	1.17		0	0.00		73	6.56		16	1.44		0	0.00		209	18.78		16	1.44		0	0.00		3	0.27		0	0.00		2	0.18		5	0.45		513	46.09		8	0.72		0	0.00		107	9.61		0	0.00		0	0.00		4	0.36		0	0.00		1113	97.38		30	2.62		1143	1.50
Eungai Creek		37	12.71		8	2.75		1	0.34		0	0.00		1	0.34		0	0.00		12	4.12		3	1.03		0	0.00		86	29.55		6	2.06		0	0.00		2	0.69		0	0.00		1	0.34		0	0.00		107	36.77		6	2.06		0	0.00		18	6.19		0	0.00		0	0.00		2	0.69		1	0.34		291	96.68		10	3.32		301	0.39
Gladstone (Cowper)		46	13.14		2	0.57		1	0.29		0	0.00		3	0.86		0	0.00		14	4.00		5	1.43		0	0.00		88	25.14		6	1.71		0	0.00		1	0.29		0	0.00		1	0.29		1	0.29		165	47.14		2	0.57		0	0.00		12	3.43		0	0.00		0	0.00		3	0.86		0	0.00		350	96.95		11	3.05		361	0.47
Gleniffer		10	6.06		2	1.21		0	0.00		0	0.00		1	0.61		1	0.61		16	9.70		2	1.21		0	0.00		30	18.18		0	0.00		0	0.00		1	0.61		0	0.00		0	0.00		0	0.00		71	43.03		1	0.61		0	0.00		29	17.58		0	0.00		0	0.00		1	0.61		0	0.00		165	100.00		0	0.00		165	0.22
Glenreagh		68	14.69		18	3.89		0	0.00		0	0.00		5	1.08		0	0.00		32	6.91		8	1.73		1	0.22		117	25.27		9	1.94		0	0.00		7	1.51		1	0.22		0	0.00		2	0.43		159	34.34		3	0.65		0	0.00		28	6.05		0	0.00		0	0.00		3	0.65		2	0.43		463	95.86		20	4.14		483	0.63
Gulmarrad		76	17.43		11	2.52		0	0.00		0	0.00		7	1.61		0	0.00		14	3.21		4	0.92		0	0.00		132	30.28		4	0.92		0	0.00		7	1.61		0	0.00		0	0.00		1	0.23		165	37.84		1	0.23		0	0.00		10	2.29		0	0.00		1	0.23		3	0.69		0	0.00		436	98.87		5	1.13		441	0.58
Hat Head		26	14.05		3	1.62		0	0.00		0	0.00		0	0.00		0	0.00		10	5.41		1	0.54		0	0.00		53	28.65		6	3.24		0	0.00		7	3.78		0	0.00		1	0.54		0	0.00		69	37.30		2	1.08		0	0.00		5	2.70		0	0.00		0	0.00		2	1.08		0	0.00		185	95.85		8	4.15		193	0.25
Karangi		46	10.82		8	1.88		0	0.00		0	0.00		3	0.71		2	0.47		34	8.00		8	1.88		0	0.00		107	25.18		12	2.82		0	0.00		4	0.94		0	0.00		0	0.00		0	0.00		172	40.47		1	0.24		0	0.00		28	6.59		0	0.00		0	0.00		0	0.00		0	0.00		425	99.07		4	0.93		429	0.56
Kinchela		27	20.15		2	1.49		0	0.00		0	0.00		1	0.75		0	0.00		7	5.22		1	0.75		0	0.00		25	18.66		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		66	49.25		0	0.00		0	0.00		5	3.73		0	0.00		0	0.00		0	0.00		0	0.00		134	97.81		3	2.19		137	0.18
Korora		82	5.18		48	3.03		1	0.06		1	0.06		12	0.76		3	0.19		108	6.82		13	0.82		1	0.06		291	18.37		21	1.33		1	0.06		12	0.76		0	0.00		5	0.32		2	0.13		866	54.67		8	0.51		2	0.13		103	6.50		0	0.00		0	0.00		2	0.13		2	0.13		1584	98.20		29	1.80		1613	2.11
Lowanna		23	17.83		2	1.55		0	0.00		0	0.00		3	2.33		0	0.00		6	4.65		3	2.33		0	0.00		43	33.33		3	2.33		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		34	26.36		1	0.78		1	0.78		10	7.75		0	0.00		0	0.00		0	0.00		0	0.00		129	95.56		6	4.44		135	0.18
Macksville		309	13.79		44	1.96		3	0.13		0	0.00		26	1.16		3	0.13		67	2.99		16	0.71		2	0.09		580	25.88		30	1.34		2	0.09		21	0.94		0	0.00		4	0.18		1	0.04		1049	46.81		16	0.71		2	0.09		57	2.54		0	0.00		0	0.00		8	0.36		1	0.04		2241	96.14		90	3.86		2331	3.05
Maclean (Cowper)		138	10.62		45	3.46		0	0.00		0	0.00		31	2.39		4	0.31		38	2.93		17	1.31		2	0.15		371	28.56		11	0.85		0	0.00		12	0.92		0	0.00		2	0.15		0	0.00		577	44.42		8	0.62		1	0.08		31	2.39		0	0.00		1	0.08		8	0.62		2	0.15		1299	97.01		40	2.99		1339	1.75
Maclean Hospital		51	9.68		16	3.04		0	0.00		1	0.19		18	3.42		1	0.19		24	4.55		6	1.14		0	0.00		171	32.45		5	0.95		0	0.00		5	0.95		0	0.00		1	0.19		1	0.19		208	39.47		3	0.57		0	0.00		14	2.66		0	0.00		0	0.00		2	0.38		0	0.00		527	96.52		19	3.48		546	0.72
Medlow		42	22.58		3	1.61		0	0.00		0	0.00		5	2.69		1	0.54		11	5.91		5	2.69		0	0.00		39	20.97		2	1.08		0	0.00		1	0.54		1	0.54		0	0.00		2	1.08		59	31.72		2	1.08		0	0.00		12	6.45		0	0.00		0	0.00		1	0.54		0	0.00		186	98.41		3	1.59		189	0.25
Missabotti		16	18.82		1	1.18		0	0.00		0	0.00		0	0.00		1	1.18		4	4.71		1	1.18		0	0.00		24	28.24		1	1.18		0	0.00		1	1.18		0	0.00		0	0.00		0	0.00		27	31.76		0	0.00		0	0.00		8	9.41		0	0.00		1	1.18		0	0.00		0	0.00		85	100.00		0	0.00		85	0.11
Moonee Beach		62	7.56		26	3.17		0	0.00		0	0.00		10	1.22		3	0.37		54	6.59		4	0.49		2	0.24		197	24.02		12	1.46		0	0.00		14	1.71		0	0.00		0	0.00		0	0.00		392	47.80		2	0.24		0	0.00		39	4.76		0	0.00		0	0.00		3	0.37		0	0.00		820	97.97		17	2.03		837	1.10
Mullaway		100	8.33		37	3.08		0	0.00		1	0.08		21	1.75		1	0.08		69	5.75		8	0.67		4	0.33		395	32.89		19	1.58		1	0.08		6	0.50		2	0.17		0	0.00		1	0.08		433	36.05		5	0.42		0	0.00		89	7.41		0	0.00		0	0.00		8	0.67		1	0.08		1201	96.85		39	3.15		1240	1.62
Mylestom		23	5.79		4	1.01		2	0.50		0	0.00		4	1.01		2	0.50		24	6.05		5	1.26		1	0.25		122	30.73		3	0.76		0	0.00		3	0.76		0	0.00		0	0.00		1	0.25		162	40.81		3	0.76		0	0.00		35	8.82		1	0.25		0	0.00		1	0.25		1	0.25		397	96.59		14	3.41		411	0.54
Nambucca Heads		289	10.85		47	1.76		3	0.11		0	0.00		51	1.92		5	0.19		96	3.60		29	1.09		3	0.11		874	32.82		31	1.16		2	0.08		22	0.83		0	0.00		4	0.15		3	0.11		1060	39.80		27	1.01		2	0.08		103	3.87		1	0.04		1	0.04		9	0.34		1	0.04		2663	96.84		87	3.16		2750	3.60
Nana Glen		56	9.54		22	3.75		0	0.00		0	0.00		11	1.87		1	0.17		35	5.96		8	1.36		1	0.17		177	30.15		4	0.68		0	0.00		7	1.19		0	0.00		0	0.00		1	0.17		214	36.46		2	0.34		0	0.00		43	7.33		0	0.00		1	0.17		4	0.68		0	0.00		587	97.19		17	2.81		604	0.79
Newville		105	10.96		17	1.77		0	0.00		0	0.00		14	1.46		0	0.00		32	3.34		7	0.73		2	0.21		337	35.18		8	0.84		0	0.00		4	0.42		0	0.00		2	0.21		3	0.31		392	40.92		5	0.52		1	0.10		24	2.51		0	0.00		0	0.00		5	0.52		0	0.00		958	96.77		32	3.23		990	1.30
Palmers Island		55	10.48		4	0.76		0	0.00		0	0.00		7	1.33		1	0.19		15	2.86		6	1.14		2	0.38		122	23.24		7	1.33		0	0.00		6	1.14		0	0.00		0	0.00		2	0.38		278	52.95		2	0.38		0	0.00		18	3.43		0	0.00		0	0.00		0	0.00		0	0.00		525	96.51		19	3.49		544	0.71
Raleigh		36	13.64		6	2.27		0	0.00		0	0.00		2	0.76		0	0.00		15	5.68		2	0.76		2	0.76		70	26.52		3	1.14		0	0.00		2	0.76		0	0.00		0	0.00		0	0.00		107	40.53		3	1.14		0	0.00		14	5.30		0	0.00		1	0.38		1	0.38		0	0.00		264	97.78		6	2.22		270	0.35
Red Rock		15	9.15		6	3.66		0	0.00		0	0.00		2	1.22		0	0.00		11	6.71		3	1.83		1	0.61		56	34.15		0	0.00		0	0.00		4	2.44		0	0.00		0	0.00		0	0.00		51	31.10		1	0.61		0	0.00		12	7.32		0	0.00		0	0.00		2	1.22		0	0.00		164	96.47		6	3.53		170	0.22
Repton		11	6.96		6	3.80		0	0.00		0	0.00		2	1.27		0	0.00		19	12.03		3	1.90		0	0.00		42	26.58		1	0.63		0	0.00		1	0.63		0	0.00		0	0.00		0	0.00		43	27.22		3	1.90		0	0.00		27	17.09		0	0.00		0	0.00		0	0.00		0	0.00		158	94.61		9	5.39		167	0.22
Sandy Beach		133	8.19		50	3.08		1	0.06		0	0.00		12	0.74		3	0.18		127	7.83		28	1.73		2	0.12		520	32.04		36	2.22		0	0.00		16	0.99		1	0.06		2	0.12		4	0.25		572	35.24		8	0.49		2	0.12		98	6.04		0	0.00		0	0.00		8	0.49		0	0.00		1623	97.24		46	2.76		1669	2.19
Sawtell		167	9.08		34	1.85		0	0.00		2	0.11		30	1.63		2	0.11		115	6.25		29	1.58		1	0.05		579	31.48		46	2.50		1	0.05		22	1.20		1	0.05		0	0.00		2	0.11		686	37.30		13	0.71		1	0.05		90	4.89		0	0.00		1	0.05		12	0.65		5	0.27		1839	97.25		52	2.75		1891	2.48
Scotts Head		48	9.11		13	2.47		0	0.00		0	0.00		3	0.57		2	0.38		23	4.36		4	0.76		1	0.19		176	33.40		3	0.57		0	0.00		3	0.57		1	0.19		0	0.00		0	0.00		178	33.78		2	0.38		0	0.00		67	12.71		0	0.00		0	0.00		2	0.38		1	0.19		527	99.25		4	0.75		531	0.70
Smithtown		54	11.76		3	0.65		0	0.00		1	0.22		4	0.87		0	0.00		9	1.96		2	0.44		2	0.44		144	31.37		11	2.40		0	0.00		6	1.31		0	0.00		0	0.00		1	0.22		205	44.66		2	0.44		2	0.44		9	1.96		0	0.00		1	0.22		3	0.65		0	0.00		459	94.64		26	5.36		485	0.64
South West Rocks		157	9.80		12	0.75		0	0.00		0	0.00		27	1.69		0	0.00		44	2.75		15	0.94		3	0.19		560	34.96		16	1.00		0	0.00		17	1.06		0	0.00		1	0.06		0	0.00		657	41.01		8	0.50		0	0.00		76	4.74		0	0.00		0	0.00		9	0.56		0	0.00		1602	95.70		72	4.30		1674	2.19
South West Rocks South		71	8.03		10	1.13		1	0.11		0	0.00		13	1.47		0	0.00		38	4.30		9	1.02		0	0.00		274	31.00		2	0.23		1	0.11		4	0.45		1	0.11		0	0.00		1	0.11		429	48.53		0	0.00		1	0.11		29	3.28		0	0.00		0	0.00		0	0.00		0	0.00		884	97.46		23	2.54		907	1.19
Stuarts Point		89	11.50		14	1.81		0	0.00		1	0.13		12	1.55		0	0.00		51	6.59		11	1.42		1	0.13		269	34.75		8	1.03		1	0.13		5	0.65		0	0.00		3	0.39		1	0.13		265	34.24		5	0.65		1	0.13		33	4.26		1	0.13		0	0.00		3	0.39		0	0.00		774	96.75		26	3.25		800	1.05
Sydney (Cowper)		1	4.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		1	4.00		0	0.00		0	0.00		5	20.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		13	52.00		0	0.00		0	0.00		5	20.00		0	0.00		0	0.00		0	0.00		0	0.00		25	100.00		0	0.00		25	0.03
Thora		8	3.57		6	2.68		0	0.00		0	0.00		2	0.89		2	0.89		21	9.38		5	2.23		1	0.45		48	21.43		2	0.89		0	0.00		1	0.45		0	0.00		0	0.00		0	0.00		63	28.13		1	0.45		0	0.00		61	27.23		2	0.89		0	0.00		1	0.45		0	0.00		224	98.68		3	1.32		227	0.30
Toormina		231	8.52		114	4.21		3	0.11		1	0.04		41	1.51		3	0.11		130	4.80		29	1.07		5	0.18		844	31.14		78	2.88		2	0.07		33	1.22		0	0.00		3	0.11		2	0.07		1085	40.04		22	0.81		2	0.07		69	2.55		0	0.00		0	0.00		12	0.44		1	0.04		2710	97.80		61	2.20		2771	3.63
Tucabia		30	8.96		3	0.90		1	0.30		0	0.00		4	1.19		3	0.90		20	5.97		5	1.49		1	0.30		76	22.69		4	1.19		0	0.00		8	2.39		0	0.00		0	0.00		0	0.00		153	45.67		1	0.30		1	0.30		25	7.46		0	0.00		0	0.00		0	0.00		0	0.00		335	95.99		14	4.01		349	0.46
Ulmarra		91	15.64		22	3.78		0	0.00		0	0.00		8	1.37		3	0.52		22	3.78		8	1.37		2	0.34		134	23.02		4	0.69		0	0.00		9	1.55		0	0.00		0	0.00		0	0.00		262	45.02		4	0.69		0	0.00		11	1.89		0	0.00		0	0.00		1	0.17		1	0.17		582	99.32		4	0.68		586	0.77
Ulong		9	9.89		1	1.10		0	0.00		0	0.00		1	1.10		3	3.30		4	4.40		5	5.49		1	1.10		29	31.87		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		29	31.87		1	1.10		0	0.00		8	8.79		0	0.00		0	0.00		0	0.00		0	0.00		91	94.79		5	5.21		96	0.13
Upper Orara		33	11.50		6	2.09		0	0.00		0	0.00		0	0.00		0	0.00		31	10.80		3	1.05		0	0.00		65	22.65		3	1.05		0	0.00		2	0.70		0	0.00		0	0.00		1	0.35		112	39.02		3	1.05		0	0.00		26	9.06		0	0.00		0	0.00		1	0.35		1	0.35		287	98.29		5	1.71		292	0.38
Urunga		188	9.83		31	1.62		1	0.05		1	0.05		32	1.67		3	0.16		80	4.18		19	0.99		1	0.05		670	35.04		17	0.89		1	0.05		13	0.68		0	0.00		4	0.21		0	0.00		746	39.02		5	0.26		1	0.05		84	4.39		0	0.00		0	0.00		13	0.68		2	0.10		1912	97.35		52	2.65		1964	2.57
Utungun		18	10.78		3	1.80		0	0.00		0	0.00		2	1.20		1	0.60		10	5.99		1	0.60		0	0.00		36	21.56		4	2.40		0	0.00		2	1.20		0	0.00		0	0.00		1	0.60		77	46.11		4	2.40		0	0.00		8	4.79		0	0.00		0	0.00		0	0.00		0	0.00		167	97.09		5	2.91		172	0.23
Valla Beach		83	10.74		23	2.98		0	0.00		0	0.00		10	1.29		1	0.13		69	8.93		5	0.65		1	0.13		218	28.20		10	1.29		1	0.13		7	0.91		0	0.00		0	0.00		4	0.52		263	34.02		2	0.26		0	0.00		71	9.18		0	0.00		1	0.13		2	0.26		2	0.26		773	97.23		22	2.77		795	1.04
Vere Street (Cowper)		35	10.36		7	2.07		0	0.00		0	0.00		8	2.37		1	0.30		19	5.62		5	1.48		1	0.30		108	31.95		4	1.18		0	0.00		4	1.18		0	0.00		0	0.00		0	0.00		124	36.69		7	2.07		1	0.30		10	2.96		0	0.00		0	0.00		4	1.18		0	0.00		338	98.83		4	1.17		342	0.45
Warrell Creek		47	20.17		2	0.86		0	0.00		0	0.00		2	0.86		0	0.00		3	1.29		1	0.43		1	0.43		32	13.73		1	0.43		1	0.43		2	0.86		0	0.00		0	0.00		0	0.00		135	57.94		2	0.86		0	0.00		3	1.29		0	0.00		0	0.00		0	0.00		1	0.43		233	97.90		5	2.10		238	0.31
Willawarrin		76	20.27		4	1.07		0	0.00		0	0.00		4	1.07		1	0.27		25	6.67		14	3.73		0	0.00		101	26.93		3	0.80		0	0.00		1	0.27		0	0.00		1	0.27		1	0.27		125	33.33		0	0.00		0	0.00		16	4.27		0	0.00		0	0.00		2	0.53		1	0.27		375	96.40		14	3.60		389	0.51
Woolgoolga		225	8.52		46	1.74		1	0.04		1	0.04		61	2.31		4	0.15		129	4.88		33	1.25		2	0.08		888	33.62		42	1.59		1	0.04		26	0.98		0	0.00		2	0.08		5	0.19		1010	38.24		28	1.06		0	0.00		126	4.77		0	0.00		1	0.04		10	0.38		0	0.00		2641	96.39		99	3.61		2740	3.59
Wooli		74	15.01		5	1.01		0	0.00		0	0.00		6	1.22		1	0.20		17	3.45		9	1.83		1	0.20		155	31.44		5	1.01		0	0.00		8	1.62		0	0.00		0	0.00		1	0.20		163	33.06		1	0.20		1	0.20		45	9.13		0	0.00		0	0.00		1	0.20		0	0.00		493	97.82		11	2.18		504	0.66
Yamba		129	7.88		17	1.04		1	0.06		1	0.06		23	1.40		2	0.12		71	4.33		26	1.59		0	0.00		486	29.67		18	1.10		2	0.12		12	0.73		0	0.00		2	0.12		0	0.00		696	42.49		10	0.61		0	0.00		137	8.36		0	0.00		0	0.00		5	0.31		0	0.00		1638	97.97		34	2.03		1672	2.19
Yamba West		175	11.68		21	1.40		0	0.00		0	0.00		14	0.93		1	0.07		56	3.74		11	0.73		3	0.20		483	32.24		10	0.67		1	0.07		12	0.80		0	0.00		0	0.00		2	0.13		648	43.26		10	0.67		0	0.00		47	3.14		0	0.00		0	0.00		3	0.20		1	0.07		1498	97.84		33	2.16		1531	2.01
Special Hospitals		26	5.86		8	1.80		0	0.00		1	0.23		14	3.15		2	0.45		7	1.58		0	0.00		0	0.00		160	36.04		0	0.00		0	0.00		1	0.23		0	0.00		0	0.00		0	0.00		217	48.87		2	0.45		1	0.23		3	0.68		0	0.00		1	0.23		1	0.23		0	0.00		444	96.10		18	3.90		462	0.61
Total Ordinary		5959	9.52		1512	2.42		30	0.05		27	0.04		905	1.45		101	0.16		3381	5.40		715	1.14		90	0.14		17960	28.69		945	1.51		23	0.04		544	0.87		15	0.02		77	0.12		88	0.14		26105	41.70		442	0.71		41	0.07		3307	5.28		11	0.02		18	0.03		260	0.42		44	0.07		62600	97.27		1760	2.73		64360	84.29
ABSENT		396	9.14		96	2.22		3	0.07		3	0.07		76	1.75		7	0.16		319	7.36		89	2.05		9	0.21		1246	28.76		73	1.68		4	0.09		44	1.02		1	0.02		8	0.18		8	0.18		1571	36.26		39	0.90		4	0.09		310	7.15		1	0.02		6	0.14		17	0.39		3	0.07		4333	98.05		86	1.95		4419	5.79
POSTAL		230	9.21		61	2.44		1	0.04		1	0.04		9	0.36		3	0.12		153	6.13		15	0.60		3	0.12		723	28.95		22	0.88		0	0.00		13	0.52		0	0.00		1	0.04		2	0.08		1142	45.73		21	0.84		4	0.16		71	2.84		0	0.00		0	0.00		19	0.76		3	0.12		2497	99.40		15	0.60		2512	3.29
