Senate - 2001 Election: New South Wales																																																																																	
First Preference Votes by Group 																																																																																	
By Polling Place																																																																																	

Warringah (85405)																																																																																	
		Group A Total			Group B Total			Group C Total			Group D Total			Group E Total			Group F Total			Group G Total			Group H Total			Group I Total			Group J Total			Group K Total			Group L Total			Group M Total			Group N Total			Group O Total			Group P Total			Group Q Total			Group R Total			Group S Total			Group T Total			Group U Total			Group V Total			Group W Total			Ungrouped Total 			FORMAL 			INFORMAL 			TOTAL 	
Cremorne South (Warringah)		6	1.56		4	1.04		0	0.00		0	0.00		2	0.52		2	0.52		38	9.87		3	0.78		0	0.00		57	14.81		2	0.52		0	0.00		2	0.52		0	0.00		0	0.00		1	0.26		235	61.04		0	0.00		3	0.78		30	7.79		0	0.00		0	0.00		0	0.00		0	0.00		385	97.47		10	2.53		395	0.49
Curl Curl		81	3.21		30	1.19		5	0.20		0	0.00		32	1.27		3	0.12		251	9.93		25	0.99		2	0.08		586	23.19		19	0.75		3	0.12		4	0.16		2	0.08		3	0.12		3	0.12		1248	49.39		19	0.75		5	0.20		188	7.44		0	0.00		1	0.04		13	0.51		4	0.16		2527	97.12		75	2.88		2602	3.23
Dee Why (Warringah)		16	3.72		9	2.09		0	0.00		0	0.00		5	1.16		0	0.00		47	10.93		11	2.56		4	0.93		111	25.81		2	0.47		0	0.00		5	1.16		0	0.00		0	0.00		0	0.00		180	41.86		2	0.47		1	0.23		33	7.67		0	0.00		0	0.00		4	0.93		0	0.00		430	94.71		24	5.29		454	0.56
Dee Why Central (Warringah)		78	4.80		22	1.35		5	0.31		1	0.06		34	2.09		3	0.18		153	9.41		18	1.11		2	0.12		487	29.95		7	0.43		0	0.00		12	0.74		1	0.06		0	0.00		4	0.25		661	40.65		12	0.74		6	0.37		111	6.83		0	0.00		1	0.06		7	0.43		1	0.06		1626	94.98		86	5.02		1712	2.13
Dee Why East		78	3.97		19	0.97		5	0.25		2	0.10		26	1.32		2	0.10		144	7.32		16	0.81		8	0.41		476	24.21		16	0.81		2	0.10		10	0.51		1	0.05		3	0.15		4	0.20		1009	51.32		11	0.56		4	0.20		123	6.26		0	0.00		1	0.05		5	0.25		1	0.05		1966	97.71		46	2.29		2012	2.50
Fairlight		43	2.94		12	0.82		0	0.00		2	0.14		10	0.68		3	0.21		139	9.51		13	0.89		2	0.14		249	17.04		8	0.55		0	0.00		6	0.41		0	0.00		1	0.07		4	0.27		837	57.29		8	0.55		7	0.48		108	7.39		0	0.00		3	0.21		5	0.34		1	0.07		1461	97.92		31	2.08		1492	1.85
Forestville		113	3.28		86	2.50		27	0.78		0	0.00		19	0.55		3	0.09		264	7.67		31	0.90		3	0.09		724	21.05		15	0.44		0	0.00		14	0.41		0	0.00		2	0.06		3	0.09		1913	55.61		27	0.78		7	0.20		168	4.88		0	0.00		2	0.06		19	0.55		0	0.00		3440	96.22		135	3.78		3575	4.44
Forestville East		36	3.27		17	1.54		4	0.36		0	0.00		7	0.64		2	0.18		100	9.08		11	1.00		1	0.09		220	19.98		8	0.73		0	0.00		12	1.09		0	0.00		2	0.18		3	0.27		608	55.22		6	0.54		2	0.18		55	5.00		0	0.00		0	0.00		7	0.64		0	0.00		1101	98.57		16	1.43		1117	1.39
Frenchs Forest (Warringah)		39	3.19		18	1.47		0	0.00		0	0.00		10	0.82		1	0.08		129	10.54		12	0.98		3	0.25		209	17.08		5	0.41		0	0.00		8	0.65		0	0.00		0	0.00		1	0.08		722	58.99		4	0.33		3	0.25		53	4.33		0	0.00		0	0.00		6	0.49		1	0.08		1224	97.69		29	2.31		1253	1.56
Freshwater		33	3.72		15	1.69		0	0.00		0	0.00		7	0.79		1	0.11		106	11.94		8	0.90		1	0.11		153	17.23		6	0.68		0	0.00		8	0.90		0	0.00		1	0.11		1	0.11		452	50.90		5	0.56		4	0.45		78	8.78		0	0.00		0	0.00		8	0.90		1	0.11		888	98.23		16	1.77		904	1.12
Harbord		95	3.59		25	0.94		5	0.19		2	0.08		40	1.51		4	0.15		262	9.90		35	1.32		9	0.34		614	23.20		17	0.64		0	0.00		14	0.53		0	0.00		3	0.11		5	0.19		1273	48.11		18	0.68		8	0.30		188	7.11		0	0.00		2	0.08		26	0.98		1	0.04		2646	96.25		103	3.75		2749	3.42
Killarney Heights		33	1.70		39	2.01		15	0.77		0	0.00		12	0.62		1	0.05		183	9.44		15	0.77		5	0.26		351	18.10		8	0.41		0	0.00		3	0.15		0	0.00		0	0.00		0	0.00		1164	60.03		8	0.41		3	0.15		92	4.74		0	0.00		0	0.00		6	0.31		1	0.05		1939	97.68		46	2.32		1985	2.47
Manly		84	2.20		21	0.55		5	0.13		2	0.05		27	0.71		13	0.34		411	10.76		47	1.23		6	0.16		844	22.09		19	0.50		3	0.08		23	0.60		1	0.03		3	0.08		7	0.18		1858	48.63		23	0.60		13	0.34		379	9.92		0	0.00		1	0.03		25	0.65		6	0.16		3821	98.25		68	1.75		3889	4.83
Manly Central		15	1.96		2	0.26		2	0.26		0	0.00		8	1.05		1	0.13		83	10.85		12	1.57		2	0.26		135	17.65		3	0.39		0	0.00		5	0.65		1	0.13		1	0.13		1	0.13		381	49.80		5	0.65		3	0.39		101	13.20		0	0.00		1	0.13		1	0.13		2	0.26		765	96.71		26	3.29		791	0.98
Manly Hospital		18	4.84		2	0.54		3	0.81		1	0.27		0	0.00		1	0.27		27	7.26		1	0.27		2	0.54		59	15.86		3	0.81		0	0.00		1	0.27		1	0.27		0	0.00		0	0.00		223	59.95		1	0.27		2	0.54		26	6.99		0	0.00		0	0.00		1	0.27		0	0.00		372	98.41		6	1.59		378	0.47
Manly Vale		78	3.16		23	0.93		8	0.32		1	0.04		39	1.58		8	0.32		221	8.94		23	0.93		4	0.16		665	26.91		8	0.32		3	0.12		20	0.81		0	0.00		3	0.12		5	0.20		1170	47.35		17	0.69		3	0.12		153	6.19		1	0.04		1	0.04		16	0.65		1	0.04		2471	96.98		77	3.02		2548	3.17
Manly West		48	2.31		15	0.72		7	0.34		0	0.00		20	0.96		4	0.19		239	11.49		25	1.20		3	0.14		446	21.44		8	0.38		0	0.00		5	0.24		0	0.00		3	0.14		1	0.05		1040	50.00		6	0.29		3	0.14		192	9.23		2	0.10		0	0.00		10	0.48		3	0.14		2080	97.70		49	2.30		2129	2.65
Middle Harbour (Warringah)		29	1.76		12	0.73		6	0.36		0	0.00		4	0.24		2	0.12		168	10.22		12	0.73		2	0.12		260	15.82		3	0.18		1	0.06		9	0.55		0	0.00		1	0.06		3	0.18		1039	63.20		3	0.18		6	0.36		79	4.81		0	0.00		1	0.06		2	0.12		2	0.12		1644	97.68		39	2.32		1683	2.09
Mosman		64	1.45		18	0.41		10	0.23		1	0.02		21	0.48		12	0.27		473	10.73		30	0.68		3	0.07		670	15.20		4	0.09		0	0.00		7	0.16		0	0.00		3	0.07		5	0.11		2737	62.09		4	0.09		11	0.25		326	7.40		1	0.02		0	0.00		8	0.18		0	0.00		4408	97.87		96	2.13		4504	5.60
Mosman Bay		29	1.16		28	1.12		2	0.08		0	0.00		6	0.24		5	0.20		281	11.22		10	0.40		0	0.00		359	14.33		6	0.24		0	0.00		2	0.08		0	0.00		0	0.00		0	0.00		1591	63.51		7	0.28		10	0.40		163	6.51		0	0.00		1	0.04		5	0.20		0	0.00		2505	98.62		35	1.38		2540	3.16
Mosman West		9	1.34		8	1.19		1	0.15		1	0.15		4	0.60		2	0.30		71	10.57		8	1.19		0	0.00		120	17.86		2	0.30		0	0.00		0	0.00		0	0.00		0	0.00		2	0.30		401	59.67		1	0.15		1	0.15		39	5.80		0	0.00		1	0.15		1	0.15		0	0.00		672	98.53		10	1.47		682	0.85
North Balgowlah		60	2.82		29	1.36		2	0.09		1	0.05		19	0.89		4	0.19		226	10.64		20	0.94		1	0.05		459	21.60		9	0.42		1	0.05		13	0.61		1	0.05		1	0.05		1	0.05		1101	51.81		9	0.42		6	0.28		142	6.68		0	0.00		1	0.05		15	0.71		4	0.19		2125	98.38		35	1.62		2160	2.68
North Manly		43	4.31		24	2.41		3	0.30		1	0.10		6	0.60		1	0.10		76	7.62		5	0.50		3	0.30		229	22.97		8	0.80		1	0.10		3	0.30		1	0.10		1	0.10		2	0.20		529	53.06		7	0.70		1	0.10		46	4.61		0	0.00		0	0.00		6	0.60		1	0.10		997	95.22		50	4.78		1047	1.30
Queenscliff		30	1.68		17	0.95		2	0.11		0	0.00		15	0.84		2	0.11		220	12.34		33	1.85		2	0.11		315	17.67		8	0.45		0	0.00		10	0.56		0	0.00		3	0.17		4	0.22		906	50.81		6	0.34		2	0.11		189	10.60		0	0.00		0	0.00		18	1.01		1	0.06		1783	98.45		28	1.55		1811	2.25
Seaforth		73	2.72		33	1.23		7	0.26		1	0.04		20	0.75		4	0.15		227	8.47		16	0.60		4	0.15		485	18.10		8	0.30		1	0.04		8	0.30		0	0.00		1	0.04		4	0.15		1586	59.20		15	0.56		7	0.26		162	6.05		0	0.00		1	0.04		15	0.56		1	0.04		2679	97.45		70	2.55		2749	3.42
Seaforth East		41	2.15		8	0.42		2	0.11		1	0.05		14	0.74		4	0.21		178	9.35		18	0.95		1	0.05		274	14.40		7	0.37		1	0.05		7	0.37		0	0.00		0	0.00		0	0.00		1224	64.32		7	0.37		1	0.05		108	5.68		0	0.00		0	0.00		5	0.26		2	0.11		1903	98.09		37	1.91		1940	2.41
Spit Junction		25	1.89		12	0.91		4	0.30		0	0.00		12	0.91		4	0.30		122	9.21		12	0.91		1	0.08		235	17.74		3	0.23		3	0.23		3	0.23		1	0.08		1	0.08		3	0.23		813	61.36		2	0.15		4	0.30		62	4.68		0	0.00		0	0.00		2	0.15		1	0.08		1325	96.50		48	3.50		1373	1.71
Sydney (Warringah)		3	2.46		0	0.00		0	0.00		0	0.00		2	1.64		1	0.82		20	16.39		2	1.64		1	0.82		23	18.85		0	0.00		0	0.00		2	1.64		0	0.00		0	0.00		1	0.82		46	37.70		0	0.00		1	0.82		19	15.57		0	0.00		0	0.00		1	0.82		0	0.00		122	96.83		4	3.17		126	0.16
Wingala		97	4.27		40	1.76		3	0.13		0	0.00		21	0.92		2	0.09		197	8.67		29	1.28		2	0.09		544	23.95		21	0.92		1	0.04		19	0.84		1	0.04		8	0.35		3	0.13		1107	48.75		14	0.62		1	0.04		134	5.90		1	0.04		1	0.04		21	0.92		4	0.18		2271	96.84		74	3.16		2345	2.91
Special Hospitals		8	4.21		3	1.58		1	0.53		0	0.00		2	1.05		0	0.00		5	2.63		1	0.53		0	0.00		41	21.58		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		126	66.32		2	1.05		0	0.00		1	0.53		0	0.00		0	0.00		0	0.00		0	0.00		190	96.45		7	3.55		197	0.24
Total Ordinary		1779	2.77		765	1.19		173	0.27		21	0.03		545	0.85		108	0.17		6063	9.44		599	0.93		89	0.14		12711	19.79		278	0.43		34	0.05		304	0.47		12	0.02		54	0.08		86	0.13		35504	55.29		308	0.48		158	0.25		4237	6.60		8	0.01		21	0.03		309	0.48		50	0.08		64216	97.35		1745	2.65		65961	81.99
ABSENT		135	2.40		72	1.28		8	0.14		1	0.02		74	1.31		3	0.05		580	10.30		91	1.62		4	0.07		1051	18.67		43	0.76		1	0.02		57	1.01		1	0.02		5	0.09		10	0.18		2906	51.62		30	0.53		14	0.25		508	9.02		0	0.00		0	0.00		34	0.60		2	0.04		5630	98.56		82	1.44		5712	7.10
POSTAL		105	3.79		34	1.23		8	0.29		1	0.04		13	0.47		4	0.14		216	7.79		10	0.36		3	0.11		445	16.04		7	0.25		0	0.00		5	0.18		0	0.00		4	0.14		2	0.07		1758	63.37		21	0.76		6	0.22		101	3.64		0	0.00		4	0.14		25	0.90		2	0.07		2774	99.21		22	0.79		2796	3.48
PRE_POLL		124	2.37		50	0.95		9	0.17		2	0.04		56	1.07		12	0.23		557	10.63		36	0.69		8	0.15		1115	21.27		15	0.29		2	0.04		22	0.42		0	0.00		2	0.04		12	0.23		2802	53.45		32	0.61		14	0.27		332	6.33		1	0.02		1	0.02		33	0.63		5	0.10		5242	98.94		56	1.06		5298	6.59
PROVISIONAL		10	1.50		2	0.30		4	0.60		0	0.00		18	2.70		0	0.00		69	10.36		11	1.65		3	0.45		158	23.72		3	0.45		0	0.00		5	0.75		0	0.00		1	0.15		1	0.15		329	49.40		3	0.45		1	0.15		44	6.61		0	0.00		1	0.15		2	0.30		1	0.15		666	97.08		20	2.92		686	0.85
Division Summary		2153	2.74		923	1.18		202	0.26		25	0.03		706	0.9		127	0.16		7485	9.53		747	0.95		107	0.14		15480	19.71		346	0.44		37	0.05		393	0.5		13	0.02		66	0.08		111	0.14		43299	55.14		394	0.5		193	0.25		5222	6.65		9	0.01		27	0.03		403	0.51		60	0.08		78528	97.61		1925	2.39		80453	94.2
