Senate - 2001 Election: New South Wales																																																																																	
First Preference Votes by Group																																																																																	
By Polling Place																																																																																	

Cook (82150)																																																																																	
		Group A Total			Group B Total			Group C Total			Group D Total			Group E Total			Group F Total			Group G Total			Group H Total			Group I Total			Group J Total			Group K Total			Group L Total			Group M Total			Group N Total			Group O Total			Group P Total			Group Q Total			Group R Total			Group S Total			Group T Total			Group U Total			Group V Total			Group W Total			Ungrouped Total 			FORMAL 			INFORMAL 			TOTAL 	
Cronulla North		72	5.07		45	3.17		2	0.14		2	0.14		18	1.27		1	0.07		78	5.50		22	1.55		2	0.14		457	32.21		11	0.78		0	0.00		7	0.49		2	0.14		2	0.14		2	0.14		601	42.35		5	0.35		4	0.28		74	5.21		0	0.00		0	0.00		12	0.85		0	0.00		1419	96.14		57	3.86		1476	1.88
Cronulla South		116	4.71		68	2.76		1	0.04		0	0.00		24	0.97		4	0.16		132	5.36		19	0.77		4	0.16		464	18.84		7	0.28		1	0.04		11	0.45		2	0.08		2	0.08		5	0.20		1462	59.36		4	0.16		2	0.08		123	4.99		0	0.00		0	0.00		12	0.49		0	0.00		2463	95.99		103	4.01		2566	3.27
Dolans Bay		44	4.12		25	2.34		0	0.00		1	0.09		6	0.56		1	0.09		54	5.06		3	0.28		0	0.00		225	21.07		6	0.56		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		645	60.39		1	0.09		1	0.09		47	4.40		0	0.00		1	0.09		8	0.75		0	0.00		1068	97.36		29	2.64		1097	1.40
Grays Point		86	5.54		53	3.41		1	0.06		0	0.00		8	0.52		1	0.06		109	7.02		14	0.90		1	0.06		389	25.05		12	0.77		0	0.00		6	0.39		0	0.00		2	0.13		2	0.13		772	49.71		2	0.13		3	0.19		78	5.02		1	0.06		0	0.00		13	0.84		0	0.00		1553	97.67		37	2.33		1590	2.02
Gymea		129	4.58		98	3.48		3	0.11		0	0.00		24	0.85		2	0.07		170	6.04		18	0.64		3	0.11		866	30.75		17	0.60		0	0.00		18	0.64		4	0.14		1	0.04		3	0.11		1324	47.02		16	0.57		4	0.14		97	3.44		0	0.00		0	0.00		17	0.60		2	0.07		2816	97.00		87	3.00		2903	3.70
Gymea North		70	6.76		33	3.19		1	0.10		0	0.00		4	0.39		1	0.10		65	6.27		8	0.77		0	0.00		249	24.03		2	0.19		0	0.00		3	0.29		0	0.00		1	0.10		0	0.00		560	54.05		5	0.48		0	0.00		29	2.80		0	0.00		0	0.00		5	0.48		0	0.00		1036	96.37		39	3.63		1075	1.37
Gymea South		197	5.72		83	2.41		5	0.15		1	0.03		21	0.61		5	0.15		264	7.66		24	0.70		3	0.09		773	22.44		17	0.49		1	0.03		21	0.61		1	0.03		2	0.06		4	0.12		1845	53.56		3	0.09		3	0.09		144	4.18		0	0.00		1	0.03		26	0.75		1	0.03		3445	97.79		78	2.21		3523	4.49
Kareela		84	3.70		45	1.98		6	0.26		0	0.00		9	0.40		4	0.18		138	6.08		6	0.26		3	0.13		504	22.19		4	0.18		2	0.09		13	0.57		0	0.00		3	0.13		2	0.09		1358	59.80		3	0.13		4	0.18		70	3.08		1	0.04		0	0.00		12	0.53		0	0.00		2271	97.09		68	2.91		2339	2.98
Kirrawee		145	7.97		61	3.35		2	0.11		0	0.00		24	1.32		2	0.11		103	5.66		12	0.66		4	0.22		449	24.68		9	0.49		1	0.05		13	0.71		1	0.05		0	0.00		1	0.05		915	50.30		7	0.38		2	0.11		59	3.24		0	0.00		1	0.05		8	0.44		0	0.00		1819	97.07		55	2.93		1874	2.39
Kirrawee South		58	3.96		48	3.28		4	0.27		1	0.07		15	1.03		2	0.14		100	6.84		7	0.48		3	0.21		338	23.10		6	0.41		0	0.00		4	0.27		0	0.00		0	0.00		1	0.07		815	55.71		5	0.34		2	0.14		45	3.08		1	0.07		0	0.00		8	0.55		0	0.00		1463	97.14		43	2.86		1506	1.92
Kurnell		148	12.98		26	2.28		0	0.00		0	0.00		16	1.40		0	0.00		47	4.12		10	0.88		3	0.26		332	29.12		7	0.61		0	0.00		14	1.23		0	0.00		1	0.09		0	0.00		468	41.05		6	0.53		1	0.09		50	4.39		0	0.00		0	0.00		11	0.96		0	0.00		1140	96.12		46	3.88		1186	1.51
Lilli Pilli		56	4.46		17	1.35		0	0.00		0	0.00		9	0.72		2	0.16		65	5.18		7	0.56		1	0.08		220	17.52		3	0.24		1	0.08		2	0.16		0	0.00		0	0.00		1	0.08		819	65.21		6	0.48		1	0.08		43	3.42		0	0.00		1	0.08		1	0.08		1	0.08		1256	97.36		34	2.64		1290	1.64
Maianbar		14	5.36		0	0.00		0	0.00		0	0.00		1	0.38		1	0.38		21	8.05		4	1.53		0	0.00		78	29.89		0	0.00		0	0.00		2	0.77		0	0.00		0	0.00		0	0.00		104	39.85		0	0.00		0	0.00		33	12.64		0	0.00		0	0.00		3	1.15		0	0.00		261	98.86		3	1.14		264	0.34
Miranda		110	4.43		47	1.89		16	0.64		0	0.00		35	1.41		1	0.04		152	6.12		18	0.73		2	0.08		752	30.30		8	0.32		0	0.00		16	0.64		3	0.12		3	0.12		6	0.24		1197	48.23		11	0.44		2	0.08		82	3.30		0	0.00		0	0.00		20	0.81		1	0.04		2482	96.13		100	3.87		2582	3.29
Miranda Central		94	6.73		45	3.22		6	0.43		0	0.00		24	1.72		0	0.00		63	4.51		14	1.00		1	0.07		456	32.66		7	0.50		0	0.00		8	0.57		0	0.00		1	0.07		0	0.00		617	44.20		8	0.57		1	0.07		44	3.15		1	0.07		0	0.00		6	0.43		0	0.00		1396	96.54		50	3.46		1446	1.84
Miranda North		140	6.91		45	2.22		11	0.54		0	0.00		26	1.28		1	0.05		74	3.65		17	0.84		2	0.10		539	26.62		8	0.40		0	0.00		12	0.59		0	0.00		1	0.05		1	0.05		1086	53.63		9	0.44		1	0.05		38	1.88		1	0.05		1	0.05		12	0.59		0	0.00		2025	96.34		77	3.66		2102	2.68
Sutherland Hospital		55	7.20		25	3.27		0	0.00		0	0.00		9	1.18		2	0.26		30	3.93		4	0.52		3	0.39		218	28.53		7	0.92		0	0.00		2	0.26		0	0.00		1	0.13		0	0.00		383	50.13		5	0.65		0	0.00		18	2.36		0	0.00		0	0.00		2	0.26		0	0.00		764	96.59		27	3.41		791	1.01
Sutherland North (Cook)		70	4.69		32	2.14		12	0.80		1	0.07		24	1.61		3	0.20		61	4.08		13	0.87		4	0.27		421	28.18		5	0.33		0	0.00		7	0.47		0	0.00		0	0.00		0	0.00		778	52.07		6	0.40		3	0.20		44	2.95		0	0.00		0	0.00		10	0.67		0	0.00		1494	96.32		57	3.68		1551	1.97
Sydney (Cook)		1	1.06		1	1.06		0	0.00		0	0.00		0	0.00		0	0.00		3	3.19		1	1.06		0	0.00		17	18.09		1	1.06		0	0.00		1	1.06		0	0.00		0	0.00		3	3.19		58	61.70		1	1.06		0	0.00		6	6.38		0	0.00		0	0.00		1	1.06		0	0.00		94	96.91		3	3.09		97	0.12
Sylvania		77	5.31		34	2.35		9	0.62		1	0.07		13	0.90		1	0.07		66	4.55		15	1.04		2	0.14		310	21.39		5	0.35		0	0.00		5	0.35		0	0.00		0	0.00		1	0.07		862	59.49		9	0.62		2	0.14		31	2.14		0	0.00		0	0.00		6	0.41		0	0.00		1449	95.77		64	4.23		1513	1.93
Sylvania Central		38	5.21		26	3.57		1	0.14		0	0.00		2	0.27		0	0.00		33	4.53		1	0.14		2	0.27		190	26.06		2	0.27		1	0.14		3	0.41		0	0.00		1	0.14		0	0.00		404	55.42		4	0.55		1	0.14		15	2.06		0	0.00		0	0.00		5	0.69		0	0.00		729	96.30		28	3.70		757	0.96
Sylvania Heights		169	4.77		80	2.26		21	0.59		0	0.00		46	1.30		3	0.08		171	4.83		26	0.73		1	0.03		847	23.93		13	0.37		1	0.03		21	0.59		2	0.06		1	0.03		3	0.08		2005	56.64		15	0.42		3	0.08		100	2.82		0	0.00		1	0.03		11	0.31		0	0.00		3540	95.88		152	4.12		3692	4.70
Sylvania South		79	5.78		44	3.22		1	0.07		0	0.00		11	0.80		0	0.00		42	3.07		6	0.44		2	0.15		299	21.87		6	0.44		1	0.07		7	0.51		0	0.00		0	0.00		1	0.07		844	61.74		3	0.22		1	0.07		15	1.10		0	0.00		0	0.00		5	0.37		0	0.00		1367	95.06		71	4.94		1438	1.83
Sylvania Waters		61	5.19		16	1.36		15	1.28		0	0.00		12	1.02		0	0.00		43	3.66		4	0.34		1	0.09		224	19.06		4	0.34		1	0.09		6	0.51		1	0.09		1	0.09		1	0.09		746	63.49		6	0.51		4	0.34		20	1.70		0	0.00		2	0.17		7	0.60		0	0.00		1175	98.08		23	1.92		1198	1.53
Taren Point		67	7.07		24	2.53		4	0.42		0	0.00		12	1.27		1	0.11		36	3.80		7	0.74		1	0.11		209	22.05		1	0.11		0	0.00		4	0.42		0	0.00		0	0.00		0	0.00		550	58.02		2	0.21		2	0.21		22	2.32		0	0.00		0	0.00		6	0.63		0	0.00		948	96.05		39	3.95		987	1.26
Wanda Beach		69	6.19		29	2.60		0	0.00		0	0.00		10	0.90		0	0.00		68	6.10		12	1.08		4	0.36		234	21.01		9	0.81		0	0.00		7	0.63		0	0.00		0	0.00		0	0.00		592	53.14		5	0.45		2	0.18		62	5.57		0	0.00		0	0.00		11	0.99		0	0.00		1114	98.24		20	1.76		1134	1.44
Woolooware		104	5.17		101	5.02		2	0.10		0	0.00		14	0.70		0	0.00		119	5.91		19	0.94		6	0.30		482	23.94		13	0.65		1	0.05		10	0.50		0	0.00		1	0.05		1	0.05		1015	50.42		10	0.50		0	0.00		98	4.87		2	0.10		0	0.00		15	0.75		0	0.00		2013	97.29		56	2.71		2069	2.63
Yowie Bay		129	5.09		67	2.64		3	0.12		1	0.04		11	0.43		1	0.04		134	5.29		17	0.67		5	0.20		521	20.55		9	0.36		0	0.00		8	0.32		1	0.04		0	0.00		4	0.16		1529	60.32		3	0.12		4	0.16		77	3.04		0	0.00		0	0.00		10	0.39		1	0.04		2535	97.54		64	2.46		2599	3.31
Special Hospitals		5	1.75		1	0.35		0	0.00		0	0.00		3	1.05		0	0.00		3	1.05		0	0.00		0	0.00		92	32.17		0	0.00		0	0.00		0	0.00		0	0.00		1	0.35		1	0.35		180	62.94		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		286	95.65		13	4.35		299	0.38
Total Ordinary		3451	5.44		1636	2.58		143	0.23		10	0.02		565	0.89		57	0.09		3506	5.53		434	0.68		86	0.14		15278	24.11		272	0.43		19	0.03		323	0.51		22	0.03		31	0.05		55	0.09		34513	54.45		216	0.34		67	0.11		2297	3.62		12	0.02		13	0.02		366	0.58		8	0.01		63380	96.81		2086	3.19		65466	83.35
ABSENT		248	5.11		95	1.96		9	0.19		0	0.00		85	1.75		3	0.06		350	7.21		63	1.30		5	0.10		1141	23.50		34	0.70		3	0.06		52	1.07		0	0.00		8	0.16		12	0.25		2401	49.44		28	0.58		5	0.10		254	5.23		1	0.02		2	0.04		55	1.13		2	0.04		4856	98.26		86	1.74		4942	6.29
POSTAL		179	6.35		72	2.55		3	0.11		0	0.00		21	0.74		4	0.14		167	5.92		5	0.18		4	0.14		577	20.45		5	0.18		2	0.07		3	0.11		0	0.00		1	0.04		3	0.11		1673	59.31		16	0.57		8	0.28		57	2.02		0	0.00		2	0.07		19	0.67		0	0.00		2821	99.12		25	0.88		2846	3.62
PRE_POLL		263	5.94		98	2.21		11	0.25		1	0.02		47	1.06		0	0.00		265	5.98		12	0.27		5	0.11		1161	26.21		18	0.41		1	0.02		24	0.54		0	0.00		1	0.02		6	0.14		2315	52.27		14	0.32		7	0.16		141	3.18		0	0.00		2	0.05		36	0.81		1	0.02		4429	98.75		56	1.25		4485	5.71
PROVISIONAL		51	6.55		14	1.80		1	0.13		0	0.00		19	2.44		0	0.00		32	4.11		18	2.31		0	0.00		169	21.69		10	1.28		0	0.00		5	0.64		1	0.13		3	0.39		3	0.39		401	51.48		4	0.51		0	0.00		37	4.75		0	0.00		0	0.00		10	1.28		1	0.13		779	97.13		23	2.87		802	1.02
Division Summary		4192	5.5		1915	2.51		167	0.22		11	0.01		737	0.97		64	0.08		4320	5.66		532	0.7		100	0.13		18326	24.03		339	0.44		25	0.03		407	0.53		23	0.03		44	0.06		79	0.1		41303	54.16		278	0.36		87	0.11		2786	3.65		13	0.02		19	0.02		486	0.64		12	0.02		76265	97.1		2276	2.9		78541	95.61
