Senate - 2001 Election: New South Wales																																																																																	
First Preference Votes by Group 																																																																																	
By Polling Place																																																																																	

Macarthur (80127)																																																																																	
		Group A Total			Group B Total			Group C Total			Group D Total			Group E Total			Group F Total			Group G Total			Group H Total			Group I Total			Group J Total			Group K Total			Group L Total			Group M Total			Group N Total			Group O Total			Group P Total			Group Q Total			Group R Total			Group S Total			Group T Total			Group U Total			Group V Total			Group W Total			Ungrouped Total 			FORMAL 			INFORMAL 			TOTAL 	
Bradbury South		109	6.27		18	1.04		3	0.17		0	0.00		55	3.16		2	0.12		66	3.80		20	1.15		7	0.40		677	38.93		11	0.63		3	0.17		19	1.09		0	0.00		3	0.17		2	0.12		662	38.07		22	1.27		0	0.00		37	2.13		0	0.00		0	0.00		23	1.32		0	0.00		1739	96.72		59	3.28		1798	2.35
Bringelly		99	8.20		18	1.49		1	0.08		1	0.08		18	1.49		1	0.08		37	3.06		9	0.75		1	0.08		260	21.52		12	0.99		1	0.08		9	0.75		0	0.00		0	0.00		3	0.25		674	55.79		18	1.49		1	0.08		29	2.40		0	0.00		1	0.08		14	1.16		1	0.08		1208	93.07		90	6.93		1298	1.70
Camden		67	4.14		22	1.36		1	0.06		0	0.00		17	1.05		0	0.00		91	5.62		15	0.93		1	0.06		295	18.23		6	0.37		1	0.06		12	0.74		2	0.12		2	0.12		1	0.06		1018	62.92		7	0.43		2	0.12		51	3.15		0	0.00		0	0.00		7	0.43		0	0.00		1618	96.94		51	3.06		1669	2.18
Camden Downs		47	4.55		23	2.22		0	0.00		0	0.00		18	1.74		0	0.00		59	5.71		5	0.48		3	0.29		236	22.82		11	1.06		0	0.00		8	0.77		1	0.10		0	0.00		1	0.10		576	55.71		3	0.29		0	0.00		37	3.58		0	0.00		0	0.00		6	0.58		0	0.00		1034	96.64		36	3.36		1070	1.40
Camden East		78	4.96		56	3.56		1	0.06		1	0.06		23	1.46		1	0.06		79	5.02		9	0.57		5	0.32		366	23.25		13	0.83		0	0.00		7	0.44		0	0.00		7	0.44		4	0.25		827	52.54		6	0.38		3	0.19		78	4.96		0	0.00		1	0.06		8	0.51		1	0.06		1574	96.56		56	3.44		1630	2.13
Camden Hospital		10	5.32		3	1.60		0	0.00		0	0.00		1	0.53		0	0.00		14	7.45		1	0.53		0	0.00		45	23.94		2	1.06		0	0.00		3	1.60		0	0.00		0	0.00		0	0.00		104	55.32		0	0.00		0	0.00		5	2.66		0	0.00		0	0.00		0	0.00		0	0.00		188	98.43		3	1.57		191	0.25
Camden South		138	5.56		64	2.58		2	0.08		0	0.00		22	0.89		1	0.04		139	5.60		21	0.85		4	0.16		567	22.86		9	0.36		1	0.04		21	0.85		0	0.00		2	0.08		1	0.04		1383	55.77		10	0.40		2	0.08		74	2.98		0	0.00		0	0.00		19	0.77		0	0.00		2480	96.65		86	3.35		2566	3.36
Campbelltown		120	5.73		47	2.25		7	0.33		0	0.00		42	2.01		1	0.05		80	3.82		17	0.81		11	0.53		819	39.13		10	0.48		3	0.14		16	0.76		1	0.05		0	0.00		3	0.14		799	38.17		17	0.81		2	0.10		79	3.77		0	0.00		0	0.00		19	0.91		0	0.00		2093	96.19		83	3.81		2176	2.85
Campbelltown East		181	7.61		33	1.39		2	0.08		2	0.08		57	2.39		0	0.00		122	5.13		19	0.80		7	0.29		848	35.63		11	0.46		4	0.17		26	1.09		0	0.00		5	0.21		4	0.17		926	38.91		14	0.59		1	0.04		81	3.40		0	0.00		0	0.00		37	1.55		0	0.00		2380	95.01		125	4.99		2505	3.28
Campbelltown North		55	6.70		9	1.10		0	0.00		0	0.00		24	2.92		0	0.00		30	3.65		8	0.97		2	0.24		294	35.81		4	0.49		0	0.00		7	0.85		0	0.00		2	0.24		2	0.24		345	42.02		6	0.73		1	0.12		20	2.44		0	0.00		0	0.00		12	1.46		0	0.00		821	94.80		45	5.20		866	1.13
Carrington Hospital		15	3.01		10	2.01		0	0.00		0	0.00		2	0.40		1	0.20		11	2.21		0	0.00		0	0.00		91	18.27		3	0.60		0	0.00		1	0.20		0	0.00		1	0.20		1	0.20		344	69.08		0	0.00		1	0.20		15	3.01		0	0.00		0	0.00		0	0.00		2	0.40		498	96.89		16	3.11		514	0.67
Catherine Field		58	7.29		5	0.63		1	0.13		0	0.00		14	1.76		1	0.13		19	2.39		4	0.50		0	0.00		188	23.62		4	0.50		0	0.00		5	0.63		0	0.00		0	0.00		1	0.13		471	59.17		4	0.50		0	0.00		17	2.14		0	0.00		0	0.00		4	0.50		0	0.00		796	93.65		54	6.35		850	1.11
Cawdor (Macarthur)		3	2.68		1	0.89		0	0.00		0	0.00		1	0.89		0	0.00		7	6.25		0	0.00		0	0.00		20	17.86		1	0.89		0	0.00		1	0.89		0	0.00		0	0.00		0	0.00		70	62.50		1	0.89		0	0.00		7	6.25		0	0.00		0	0.00		0	0.00		0	0.00		112	94.92		6	5.08		118	0.15
Claymore		46	4.50		8	0.78		0	0.00		2	0.20		44	4.31		1	0.10		20	1.96		12	1.17		3	0.29		622	60.86		3	0.29		1	0.10		3	0.29		0	0.00		0	0.00		2	0.20		212	20.74		20	1.96		1	0.10		14	1.37		0	0.00		0	0.00		8	0.78		0	0.00		1022	93.42		72	6.58		1094	1.43
Cobbitty (Macarthur)		26	4.26		18	2.95		1	0.16		1	0.16		4	0.66		0	0.00		26	4.26		4	0.66		1	0.16		90	14.75		6	0.98		0	0.00		6	0.98		0	0.00		0	0.00		0	0.00		405	66.39		3	0.49		0	0.00		17	2.79		0	0.00		0	0.00		2	0.33		0	0.00		610	97.76		14	2.24		624	0.82
Currans Hill		99	5.21		32	1.68		1	0.05		2	0.11		26	1.37		0	0.00		82	4.32		18	0.95		2	0.11		633	33.32		16	0.84		2	0.11		15	0.79		0	0.00		5	0.26		3	0.16		879	46.26		23	1.21		1	0.05		41	2.16		0	0.00		0	0.00		19	1.00		1	0.05		1900	96.89		61	3.11		1961	2.57
Eagle Vale		77	4.13		39	2.09		4	0.21		2	0.11		48	2.58		3	0.16		58	3.11		17	0.91		1	0.05		814	43.69		12	0.64		1	0.05		11	0.59		0	0.00		6	0.32		1	0.05		680	36.50		21	1.13		0	0.00		38	2.04		0	0.00		0	0.00		30	1.61		0	0.00		1863	96.63		65	3.37		1928	2.52
Eschol Park		115	4.76		34	1.41		7	0.29		0	0.00		47	1.95		0	0.00		108	4.47		22	0.91		3	0.12		910	37.67		14	0.58		0	0.00		20	0.83		1	0.04		2	0.08		2	0.08		1030	42.63		22	0.91		2	0.08		43	1.78		0	0.00		2	0.08		31	1.28		1	0.04		2416	96.41		90	3.59		2506	3.28
Harrington Park		35	2.80		14	1.12		1	0.08		0	0.00		14	1.12		0	0.00		52	4.16		6	0.48		2	0.16		269	21.52		6	0.48		1	0.08		9	0.72		1	0.08		4	0.32		0	0.00		789	63.12		8	0.64		3	0.24		23	1.84		0	0.00		1	0.08		10	0.80		2	0.16		1250	98.27		22	1.73		1272	1.66
Kentlyn		64	7.52		19	2.23		0	0.00		0	0.00		11	1.29		1	0.12		31	3.64		9	1.06		3	0.35		175	20.56		7	0.82		2	0.24		7	0.82		0	0.00		1	0.12		1	0.12		475	55.82		4	0.47		2	0.24		27	3.17		1	0.12		0	0.00		10	1.18		1	0.12		851	97.15		25	2.85		876	1.15
Leppington		69	6.45		2	0.19		9	0.84		1	0.09		13	1.22		0	0.00		31	2.90		2	0.19		3	0.28		312	29.19		4	0.37		2	0.19		12	1.12		0	0.00		2	0.19		2	0.19		556	52.01		18	1.68		0	0.00		25	2.34		0	0.00		0	0.00		6	0.56		0	0.00		1069	92.23		90	7.77		1159	1.52
Leumeah (Macarthur)		128	7.26		40	2.27		2	0.11		0	0.00		63	3.58		0	0.00		61	3.46		29	1.65		3	0.17		705	40.01		11	0.62		0	0.00		16	0.91		0	0.00		4	0.23		0	0.00		615	34.90		12	0.68		1	0.06		46	2.61		1	0.06		0	0.00		24	1.36		1	0.06		1762	94.94		94	5.06		1856	2.43
Leumeah North (Macarthur)		46	6.98		16	2.43		3	0.46		1	0.15		1	0.15		13	1.97		34	5.16		2	0.30		3	0.46		210	31.87		4	0.61		0	0.00		2	0.30		1	0.15		1	0.15		2	0.30		294	44.61		2	0.30		2	0.30		14	2.12		0	0.00		0	0.00		8	1.21		0	0.00		659	97.20		19	2.80		678	0.89
Luddenham		28	8.05		8	2.30		0	0.00		0	0.00		2	0.57		0	0.00		13	3.74		1	0.29		0	0.00		56	16.09		2	0.57		0	0.00		2	0.57		0	0.00		0	0.00		0	0.00		229	65.80		2	0.57		0	0.00		3	0.86		0	0.00		1	0.29		1	0.29		0	0.00		348	93.55		24	6.45		372	0.49
Menangle (Macarthur)		15	6.10		2	0.81		0	0.00		0	0.00		2	0.81		0	0.00		9	3.66		0	0.00		0	0.00		45	18.29		1	0.41		0	0.00		4	1.63		0	0.00		0	0.00		0	0.00		158	64.23		1	0.41		0	0.00		5	2.03		0	0.00		0	0.00		4	1.63		0	0.00		246	95.35		12	4.65		258	0.34
Mount Annan		115	4.20		59	2.16		0	0.00		1	0.04		46	1.68		1	0.04		157	5.74		20	0.73		6	0.22		751	27.45		11	0.40		1	0.04		28	1.02		0	0.00		0	0.00		4	0.15		1413	51.64		18	0.66		0	0.00		75	2.74		0	0.00		1	0.04		29	1.06		0	0.00		2736	97.33		75	2.67		2811	3.68
Narellan		119	5.45		44	2.02		0	0.00		0	0.00		38	1.74		2	0.09		97	4.45		28	1.28		5	0.23		589	26.99		16	0.73		1	0.05		19	0.87		0	0.00		4	0.18		1	0.05		1138	52.15		12	0.55		0	0.00		52	2.38		0	0.00		1	0.05		16	0.73		0	0.00		2182	96.59		77	3.41		2259	2.95
Narellan Vale		192	5.17		61	1.64		0	0.00		3	0.08		62	1.67		1	0.03		185	4.98		21	0.56		5	0.13		1035	27.85		21	0.56		0	0.00		35	0.94		0	0.00		10	0.27		7	0.19		1949	52.43		10	0.27		2	0.05		98	2.64		1	0.03		3	0.08		16	0.43		0	0.00		3717	97.07		112	2.93		3829	5.01
Robert Townson (Macarthur)		22	5.08		4	0.92		2	0.46		0	0.00		7	1.62		0	0.00		16	3.70		4	0.92		0	0.00		168	38.80		5	1.15		0	0.00		5	1.15		0	0.00		1	0.23		0	0.00		183	42.26		3	0.69		0	0.00		9	2.08		0	0.00		0	0.00		4	0.92		0	0.00		433	96.22		17	3.78		450	0.59
Rosemeadow		140	4.46		44	1.40		5	0.16		1	0.03		106	3.38		1	0.03		119	3.79		37	1.18		9	0.29		1368	43.61		24	0.77		6	0.19		35	1.12		2	0.06		7	0.22		7	0.22		1094	34.87		45	1.43		2	0.06		61	1.94		1	0.03		0	0.00		23	0.73		0	0.00		3137	96.58		111	3.42		3248	4.25
Rossmore		73	6.28		16	1.38		7	0.60		0	0.00		20	1.72		0	0.00		39	3.36		11	0.95		1	0.09		289	24.87		8	0.69		1	0.09		7	0.60		0	0.00		6	0.52		0	0.00		634	54.56		10	0.86		1	0.09		33	2.84		0	0.00		0	0.00		5	0.43		1	0.09		1162	94.55		67	5.45		1229	1.61
Ruse		182	6.06		63	2.10		1	0.03		1	0.03		50	1.66		1	0.03		153	5.09		34	1.13		2	0.07		994	33.09		31	1.03		2	0.07		30	1.00		1	0.03		4	0.13		2	0.07		1300	43.28		25	0.83		0	0.00		86	2.86		0	0.00		0	0.00		41	1.36		1	0.03		3004	96.50		109	3.50		3113	4.07
St Helens Park		58	4.80		30	2.48		0	0.00		0	0.00		40	3.31		1	0.08		47	3.89		15	1.24		1	0.08		475	39.32		12	0.99		1	0.08		18	1.49		0	0.00		2	0.17		0	0.00		444	36.75		13	1.08		3	0.25		27	2.24		0	0.00		0	0.00		21	1.74		0	0.00		1208	96.64		42	3.36		1250	1.64
Sydney (Macarthur)		1	1.12		1	1.12		0	0.00		0	0.00		1	1.12		0	0.00		12	13.48		1	1.12		0	0.00		28	31.46		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		35	39.33		2	2.25		1	1.12		6	6.74		0	0.00		0	0.00		1	1.12		0	0.00		89	100.00		0	0.00		89	0.12
Wedderburn		28	9.03		6	1.94		0	0.00		0	0.00		3	0.97		0	0.00		10	3.23		3	0.97		3	0.97		45	14.52		0	0.00		1	0.32		3	0.97		0	0.00		1	0.32		1	0.32		187	60.32		0	0.00		1	0.32		16	5.16		0	0.00		0	0.00		2	0.65		0	0.00		310	96.57		11	3.43		321	0.42
Woodbine		83	5.20		34	2.13		2	0.13		0	0.00		47	2.94		0	0.00		62	3.88		14	0.88		2	0.13		533	33.40		8	0.50		3	0.19		15	0.94		0	0.00		6	0.38		3	0.19		707	44.30		14	0.88		3	0.19		42	2.63		0	0.00		1	0.06		16	1.00		1	0.06		1596	96.26		62	3.74		1658	2.17
Special Hospitals		4	12.90		1	3.23		0	0.00		0	0.00		1	3.23		0	0.00		1	3.23		0	0.00		0	0.00		13	41.94		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		8	25.81		0	0.00		0	0.00		1	3.23		2	6.45		0	0.00		0	0.00		0	0.00		31	96.88		1	3.13		32	0.04
Total Ordinary		3459	5.50		1149	1.83		88	0.14		27	0.04		1309	2.08		42	0.07		2716	4.32		572	0.91		136	0.22		20683	32.89		400	0.64		50	0.08		544	0.87		13	0.02		132	0.21		79	0.13		28626	45.52		509	0.81		48	0.08		1657	2.64		8	0.01		19	0.03		600	0.95		18	0.03		62884	96.19		2489	3.81		65373	85.51
ABSENT		332	6.66		80	1.61		13	0.26		4	0.08		155	3.11		0	0.00		236	4.74		78	1.57		10	0.20		1566	31.42		61	1.22		4	0.08		68	1.36		1	0.02		18	0.36		6	0.12		2033	40.79		63	1.26		5	0.10		173	3.47		0	0.00		3	0.06		75	1.50		0	0.00		4984	97.52		127	2.48		5111	6.69
POSTAL		128	6.54		37	1.89		8	0.41		1	0.05		29	1.48		1	0.05		76	3.88		9	0.46		3	0.15		556	28.41		6	0.31		0	0.00		15	0.77		0	0.00		4	0.20		2	0.10		985	50.33		11	0.56		8	0.41		31	1.58		0	0.00		13	0.66		33	1.69		1	0.05		1957	98.94		21	1.06		1978	2.59
PRE_POLL		227	7.06		69	2.15		2	0.06		0	0.00		96	2.99		1	0.03		145	4.51		20	0.62		6	0.19		1094	34.04		24	0.75		1	0.03		18	0.56		1	0.03		11	0.34		2	0.06		1343	41.79		27	0.84		1	0.03		81	2.52		0	0.00		9	0.28		34	1.06		2	0.06		3214	98.05		64	1.95		3278	4.29
PROVISIONAL		38	5.57		8	1.17		1	0.15		0	0.00		24	3.52		0	0.00		18	2.64		9	1.32		1	0.15		220	32.26		11	1.61		0	0.00		16	2.35		0	0.00		1	0.15		2	0.29		282	41.35		14	2.05		0	0.00		22	3.23		0	0.00		0	0.00		15	2.20		0	0.00		682	96.19		27	3.81		709	0.93
Division Summary		4184	5.68		1343	1.82		112	0.15		32	0.04		1613	2.19		44	0.06		3191	4.33		688	0.93		156	0.21		24119	32.72		502	0.68		55	0.07		661	0.9		15	0.02		166	0.23		91	0.12		33269	45.13		624	0.85		62	0.08		1964	2.66		8	0.01		44	0.06		757	1.03		21	0.03		73721	96.43		2728	3.57		76449	95.41
