Senate - 2001 Election: New South Wales																																																																																	
First Preference Votes by Group 																																																																																	
By Polling Place																																																																																	

Riverina (87399)																																																																																	
		Group A Total			Group B Total			Group C Total			Group D Total			Group E Total			Group F Total			Group G Total			Group H Total			Group I Total			Group J Total			Group K Total			Group L Total			Group M Total			Group N Total			Group O Total			Group P Total			Group Q Total			Group R Total			Group S Total			Group T Total			Group U Total			Group V Total			Group W Total			Ungrouped Total 			FORMAL 			INFORMAL 			TOTAL 	
Bilbul		13	6.63		1	0.51		1	0.51		0	0.00		0	0.00		0	0.00		4	2.04		3	1.53		1	0.51		54	27.55		2	1.02		0	0.00		4	2.04		0	0.00		0	0.00		0	0.00		104	53.06		3	1.53		0	0.00		4	2.04		0	0.00		0	0.00		2	1.02		0	0.00		196	98.00		4	2.00		200	0.24
Binya		9	9.57		3	3.19		0	0.00		0	0.00		0	0.00		0	0.00		1	1.06		1	1.06		0	0.00		6	6.38		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		1	1.06		69	73.40		0	0.00		0	0.00		4	4.26		0	0.00		0	0.00		0	0.00		0	0.00		94	98.95		1	1.05		95	0.11
Booligal		10	19.23		0	0.00		0	0.00		0	0.00		3	5.77		0	0.00		0	0.00		0	0.00		1	1.92		7	13.46		0	0.00		0	0.00		1	1.92		0	0.00		0	0.00		0	0.00		30	57.69		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		52	98.11		1	1.89		53	0.06
Carrathool		12	15.00		0	0.00		0	0.00		0	0.00		1	1.25		0	0.00		2	2.50		2	2.50		0	0.00		12	15.00		0	0.00		0	0.00		1	1.25		0	0.00		0	0.00		0	0.00		49	61.25		0	0.00		0	0.00		1	1.25		0	0.00		0	0.00		0	0.00		0	0.00		80	88.89		10	11.11		90	0.11
Charles Sturt University		11	6.21		13	7.34		0	0.00		1	0.56		3	1.69		0	0.00		16	9.04		3	1.69		0	0.00		42	23.73		4	2.26		0	0.00		0	0.00		0	0.00		1	0.56		0	0.00		67	37.85		1	0.56		1	0.56		13	7.34		0	0.00		0	0.00		1	0.56		0	0.00		177	99.44		1	0.56		178	0.21
Coleambally		41	6.83		7	1.17		0	0.00		0	0.00		3	0.50		1	0.17		15	2.50		5	0.83		1	0.17		94	15.67		11	1.83		0	0.00		4	0.67		0	0.00		1	0.17		3	0.50		399	66.50		4	0.67		2	0.33		5	0.83		0	0.00		0	0.00		4	0.67		0	0.00		600	98.68		8	1.32		608	0.73
Collingullie		13	6.67		3	1.54		0	0.00		0	0.00		3	1.54		0	0.00		3	1.54		0	0.00		1	0.51		41	21.03		1	0.51		0	0.00		2	1.03		0	0.00		0	0.00		0	0.00		123	63.08		3	1.54		0	0.00		1	0.51		0	0.00		0	0.00		1	0.51		0	0.00		195	99.49		1	0.51		196	0.23
Coolac		17	7.59		0	0.00		0	0.00		0	0.00		4	1.79		0	0.00		4	1.79		2	0.89		1	0.45		60	26.79		2	0.89		1	0.45		3	1.34		0	0.00		0	0.00		1	0.45		120	53.57		0	0.00		1	0.45		6	2.68		0	0.00		0	0.00		1	0.45		1	0.45		224	96.55		8	3.45		232	0.28
Coolamon		81	7.74		10	0.96		0	0.00		2	0.19		22	2.10		1	0.10		49	4.68		10	0.96		2	0.19		217	20.75		19	1.82		0	0.00		15	1.43		0	0.00		2	0.19		0	0.00		588	56.21		8	0.76		0	0.00		16	1.53		0	0.00		0	0.00		4	0.38		0	0.00		1046	95.53		49	4.47		1095	1.31
Cootamundra		138	6.15		43	1.92		1	0.04		0	0.00		52	2.32		3	0.13		88	3.92		15	0.67		5	0.22		878	39.13		24	1.07		2	0.09		22	0.98		0	0.00		1	0.04		4	0.18		893	39.80		19	0.85		0	0.00		40	1.78		0	0.00		3	0.13		12	0.53		1	0.04		2244	96.06		92	3.94		2336	2.79
Cootamundra High		59	6.38		23	2.49		0	0.00		0	0.00		18	1.95		1	0.11		26	2.81		9	0.97		1	0.11		326	35.24		10	1.08		1	0.11		12	1.30		0	0.00		0	0.00		1	0.11		409	44.22		4	0.43		2	0.22		17	1.84		0	0.00		0	0.00		6	0.65		0	0.00		925	96.66		32	3.34		957	1.14
Cootamundra South		41	5.39		16	2.11		2	0.26		1	0.13		16	2.11		1	0.13		21	2.76		7	0.92		0	0.00		331	43.55		7	0.92		0	0.00		7	0.92		2	0.26		0	0.00		1	0.13		284	37.37		4	0.53		0	0.00		10	1.32		0	0.00		1	0.13		8	1.05		0	0.00		760	97.81		17	2.19		777	0.93
Currawarna		22	20.56		1	0.93		0	0.00		0	0.00		2	1.87		1	0.93		1	0.93		0	0.00		0	0.00		17	15.89		0	0.00		0	0.00		1	0.93		0	0.00		0	0.00		1	0.93		56	52.34		0	0.00		1	0.93		1	0.93		0	0.00		2	1.87		1	0.93		0	0.00		107	100.00		0	0.00		107	0.13
Darlington Point		60	9.08		3	0.45		0	0.00		0	0.00		18	2.72		0	0.00		19	2.87		9	1.36		2	0.30		273	41.30		7	1.06		0	0.00		5	0.76		0	0.00		0	0.00		1	0.15		244	36.91		6	0.91		0	0.00		9	1.36		0	0.00		0	0.00		4	0.61		1	0.15		661	94.84		36	5.16		697	0.83
Driver		70	6.82		11	1.07		0	0.00		0	0.00		13	1.27		1	0.10		39	3.80		11	1.07		2	0.19		297	28.92		7	0.68		1	0.10		12	1.17		0	0.00		0	0.00		0	0.00		531	51.70		5	0.49		2	0.19		15	1.46		0	0.00		0	0.00		6	0.58		4	0.39		1027	94.83		56	5.17		1083	1.29
Euberta		3	2.94		4	3.92		0	0.00		0	0.00		0	0.00		0	0.00		4	3.92		0	0.00		0	0.00		7	6.86		2	1.96		0	0.00		0	0.00		0	0.00		0	0.00		1	0.98		76	74.51		2	1.96		0	0.00		1	0.98		0	0.00		1	0.98		1	0.98		0	0.00		102	99.03		1	0.97		103	0.12
Forest Hill		92	8.90		19	1.84		1	0.10		1	0.10		24	2.32		3	0.29		61	5.90		21	2.03		2	0.19		212	20.50		25	2.42		0	0.00		24	2.32		1	0.10		0	0.00		1	0.10		505	48.84		12	1.16		2	0.19		11	1.06		0	0.00		1	0.10		16	1.55		0	0.00		1034	97.64		25	2.36		1059	1.26
Galore		15	13.64		5	4.55		0	0.00		0	0.00		0	0.00		0	0.00		2	1.82		0	0.00		1	0.91		4	3.64		0	0.00		0	0.00		1	0.91		0	0.00		0	0.00		0	0.00		79	71.82		0	0.00		0	0.00		2	1.82		0	0.00		0	0.00		0	0.00		1	0.91		110	100.00		0	0.00		110	0.13
Ganmain		28	6.21		5	1.11		0	0.00		1	0.22		9	2.00		2	0.44		12	2.66		3	0.67		0	0.00		96	21.29		7	1.55		4	0.89		6	1.33		0	0.00		0	0.00		0	0.00		266	58.98		2	0.44		0	0.00		7	1.55		0	0.00		1	0.22		0	0.00		2	0.44		451	95.35		22	4.65		473	0.56
Glenfield Park		71	3.99		26	1.46		0	0.00		0	0.00		40	2.25		1	0.06		105	5.90		14	0.79		2	0.11		454	25.49		29	1.63		2	0.11		25	1.40		1	0.06		0	0.00		0	0.00		963	54.07		15	0.84		1	0.06		22	1.24		0	0.00		0	0.00		8	0.45		2	0.11		1781	97.80		40	2.20		1821	2.17
Goolgowi		21	7.19		4	1.37		0	0.00		0	0.00		8	2.74		0	0.00		6	2.05		3	1.03		0	0.00		49	16.78		5	1.71		0	0.00		1	0.34		0	0.00		2	0.68		0	0.00		186	63.70		2	0.68		0	0.00		2	0.68		1	0.34		0	0.00		1	0.34		1	0.34		292	97.99		6	2.01		298	0.36
Gralee		74	7.25		22	2.16		1	0.10		0	0.00		26	2.55		2	0.20		41	4.02		1	0.10		4	0.39		268	26.27		6	0.59		1	0.10		17	1.67		0	0.00		2	0.20		1	0.10		505	49.51		7	0.69		1	0.10		32	3.14		0	0.00		1	0.10		3	0.29		5	0.49		1020	94.27		62	5.73		1082	1.29
Griffith		193	7.28		44	1.66		2	0.08		4	0.15		77	2.90		1	0.04		72	2.72		33	1.24		6	0.23		889	33.53		24	0.91		3	0.11		34	1.28		1	0.04		7	0.26		3	0.11		1166	43.98		33	1.24		3	0.11		29	1.09		0	0.00		4	0.15		19	0.72		4	0.15		2651	92.72		208	7.28		2859	3.41
Griffith East		60	5.60		10	0.93		1	0.09		1	0.09		19	1.77		1	0.09		44	4.10		3	0.28		3	0.28		278	25.93		8	0.75		1	0.09		12	1.12		0	0.00		2	0.19		1	0.09		592	55.22		7	0.65		3	0.28		13	1.21		0	0.00		0	0.00		8	0.75		5	0.47		1072	95.12		55	4.88		1127	1.34
Griffith North		92	5.10		52	2.88		1	0.06		0	0.00		42	2.33		3	0.17		77	4.27		15	0.83		5	0.28		493	27.33		18	1.00		1	0.06		20	1.11		0	0.00		3	0.17		1	0.06		903	50.06		12	0.67		5	0.28		43	2.38		0	0.00		0	0.00		12	0.67		6	0.33		1804	96.78		60	3.22		1864	2.22
Griffith West		112	8.42		23	1.73		0	0.00		1	0.08		45	3.38		1	0.08		41	3.08		8	0.60		2	0.15		529	39.77		18	1.35		1	0.08		18	1.35		0	0.00		2	0.15		0	0.00		465	34.96		21	1.58		0	0.00		15	1.13		0	0.00		3	0.23		6	0.45		19	1.43		1330	95.41		64	4.59		1394	1.66
Grong Grong		14	8.43		2	1.20		0	0.00		0	0.00		2	1.20		0	0.00		6	3.61		1	0.60		1	0.60		41	24.70		0	0.00		0	0.00		0	0.00		0	0.00		1	0.60		1	0.60		94	56.63		0	0.00		0	0.00		1	0.60		0	0.00		0	0.00		0	0.00		2	1.20		166	98.22		3	1.78		169	0.20
Gumly Gumly		33	10.61		1	0.32		0	0.00		1	0.32		7	2.25		0	0.00		14	4.50		4	1.29		0	0.00		85	27.33		7	2.25		1	0.32		10	3.22		1	0.32		0	0.00		3	0.96		132	42.44		4	1.29		0	0.00		6	1.93		0	0.00		0	0.00		2	0.64		0	0.00		311	96.88		10	3.12		321	0.38
Gundagai		79	7.16		19	1.72		0	0.00		0	0.00		25	2.27		2	0.18		27	2.45		10	0.91		3	0.27		467	42.34		15	1.36		1	0.09		18	1.63		0	0.00		0	0.00		5	0.45		391	35.45		11	1.00		0	0.00		16	1.45		0	0.00		2	0.18		9	0.82		3	0.27		1103	95.91		47	4.09		1150	1.37
Gundagai South		24	5.52		2	0.46		0	0.00		0	0.00		21	4.83		0	0.00		2	0.46		6	1.38		1	0.23		212	48.74		2	0.46		0	0.00		13	2.99		0	0.00		0	0.00		0	0.00		143	32.87		3	0.69		0	0.00		3	0.69		0	0.00		0	0.00		3	0.69		0	0.00		435	92.16		37	7.84		472	0.56
Hanwood		58	6.42		6	0.66		2	0.22		1	0.11		23	2.54		0	0.00		34	3.76		10	1.11		1	0.11		214	23.67		13	1.44		0	0.00		13	1.44		0	0.00		1	0.11		0	0.00		486	53.76		11	1.22		1	0.11		15	1.66		1	0.11		1	0.11		8	0.88		5	0.55		904	93.68		61	6.32		965	1.15
Hay		129	9.38		11	0.80		1	0.07		2	0.15		46	3.34		0	0.00		35	2.54		13	0.94		1	0.07		461	33.50		19	1.38		3	0.22		24	1.74		0	0.00		0	0.00		1	0.07		589	42.81		13	0.94		1	0.07		13	0.94		0	0.00		1	0.07		10	0.73		3	0.22		1376	96.09		56	3.91		1432	1.71
Hay Hospital		43	9.68		2	0.45		0	0.00		0	0.00		14	3.15		1	0.23		5	1.13		4	0.90		0	0.00		161	36.26		2	0.45		0	0.00		4	0.90		0	0.00		1	0.23		1	0.23		195	43.92		3	0.68		0	0.00		4	0.90		2	0.45		0	0.00		2	0.45		0	0.00		444	92.69		35	7.31		479	0.57
Humula		16	17.98		2	2.25		0	0.00		0	0.00		6	6.74		0	0.00		3	3.37		0	0.00		0	0.00		19	21.35		2	2.25		0	0.00		1	1.12		0	0.00		0	0.00		0	0.00		37	41.57		3	3.37		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		89	96.74		3	3.26		92	0.11
Illabo		14	9.03		4	2.58		0	0.00		0	0.00		5	3.23		0	0.00		0	0.00		0	0.00		0	0.00		11	7.10		1	0.65		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		116	74.84		1	0.65		0	0.00		0	0.00		0	0.00		0	0.00		3	1.94		0	0.00		155	96.88		5	3.13		160	0.19
Junee		159	7.05		60	2.66		1	0.04		0	0.00		65	2.88		0	0.00		53	2.35		20	0.89		0	0.00		848	37.62		21	0.93		0	0.00		32	1.42		2	0.09		0	0.00		1	0.04		912	40.46		23	1.02		2	0.09		35	1.55		0	0.00		1	0.04		19	0.84		0	0.00		2254	96.70		77	3.30		2331	2.78
Kapooka		3	4.35		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		5	7.25		1	1.45		1	1.45		9	13.04		2	2.90		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		44	63.77		0	0.00		0	0.00		1	1.45		0	0.00		0	0.00		3	4.35		0	0.00		69	98.57		1	1.43		70	0.08
Kooringal		138	5.06		64	2.35		3	0.11		2	0.07		31	1.14		1	0.04		144	5.28		31	1.14		5	0.18		586	21.50		36	1.32		1	0.04		28	1.03		3	0.11		7	0.26		3	0.11		1522	55.83		12	0.44		4	0.15		75	2.75		2	0.07		1	0.04		20	0.73		7	0.26		2726	96.91		87	3.09		2813	3.35
Ladysmith		17	5.80		10	3.41		0	0.00		0	0.00		2	0.68		1	0.34		10	3.41		0	0.00		0	0.00		41	13.99		4	1.37		1	0.34		4	1.37		0	0.00		1	0.34		0	0.00		185	63.14		2	0.68		0	0.00		11	3.75		0	0.00		0	0.00		3	1.02		1	0.34		293	98.99		3	1.01		296	0.35
Lake Albert		115	4.83		49	2.06		0	0.00		1	0.04		22	0.92		3	0.13		119	5.00		16	0.67		2	0.08		494	20.74		28	1.18		6	0.25		36	1.51		0	0.00		1	0.04		0	0.00		1400	58.77		14	0.59		3	0.13		55	2.31		0	0.00		0	0.00		12	0.50		6	0.25		2382	97.26		67	2.74		2449	2.92
Lake Wyangan		42	9.11		6	1.30		0	0.00		0	0.00		9	1.95		0	0.00		15	3.25		8	1.74		1	0.22		101	21.91		3	0.65		0	0.00		10	2.17		2	0.43		1	0.22		2	0.43		239	51.84		6	1.30		1	0.22		11	2.39		0	0.00		0	0.00		2	0.43		2	0.43		461	97.46		12	2.54		473	0.56
Leeton		141	6.65		60	2.83		1	0.05		2	0.09		46	2.17		1	0.05		92	4.34		18	0.85		4	0.19		669	31.56		12	0.57		2	0.09		22	1.04		0	0.00		3	0.14		2	0.09		954	45.00		25	1.18		3	0.14		43	2.03		2	0.09		6	0.28		9	0.42		3	0.14		2120	96.15		85	3.85		2205	2.63
Leeton Hospital		28	6.76		10	2.42		0	0.00		1	0.24		10	2.42		0	0.00		15	3.62		3	0.72		0	0.00		119	28.74		0	0.00		0	0.00		7	1.69		0	0.00		0	0.00		0	0.00		209	50.48		2	0.48		0	0.00		8	1.93		0	0.00		0	0.00		1	0.24		1	0.24		414	97.41		11	2.59		425	0.51
Mangoplah		17	7.36		6	2.60		0	0.00		0	0.00		2	0.87		0	0.00		2	0.87		1	0.43		1	0.43		21	9.09		9	3.90		0	0.00		1	0.43		0	0.00		0	0.00		0	0.00		167	72.29		2	0.87		0	0.00		0	0.00		0	0.00		1	0.43		1	0.43		0	0.00		231	97.47		6	2.53		237	0.28
Marrar		8	3.21		10	4.02		0	0.00		0	0.00		6	2.41		0	0.00		15	6.02		3	1.20		0	0.00		26	10.44		5	2.01		0	0.00		2	0.80		0	0.00		1	0.40		1	0.40		168	67.47		3	1.20		0	0.00		1	0.40		0	0.00		0	0.00		0	0.00		0	0.00		249	97.27		7	2.73		256	0.31
Matong		11	7.91		3	2.16		0	0.00		0	0.00		5	3.60		0	0.00		2	1.44		3	2.16		0	0.00		23	16.55		0	0.00		0	0.00		4	2.88		0	0.00		0	0.00		0	0.00		85	61.15		2	1.44		0	0.00		1	0.72		0	0.00		0	0.00		0	0.00		0	0.00		139	95.86		6	4.14		145	0.17
Mount Austin		150	6.63		36	1.59		1	0.04		2	0.09		49	2.16		3	0.13		83	3.67		36	1.59		5	0.22		662	29.24		31	1.37		1	0.04		26	1.15		1	0.04		4	0.18		3	0.13		1084	47.88		20	0.88		3	0.13		47	2.08		0	0.00		2	0.09		13	0.57		2	0.09		2264	96.46		83	3.54		2347	2.80
Murrami		11	8.21		0	0.00		0	0.00		1	0.75		1	0.75		0	0.00		2	1.49		5	3.73		0	0.00		29	21.64		2	1.49		0	0.00		2	1.49		0	0.00		0	0.00		0	0.00		76	56.72		0	0.00		0	0.00		2	1.49		0	0.00		0	0.00		3	2.24		0	0.00		134	96.40		5	3.60		139	0.17
Nangus		10	7.41		1	0.74		0	0.00		0	0.00		6	4.44		0	0.00		6	4.44		0	0.00		1	0.74		33	24.44		1	0.74		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		73	54.07		2	1.48		0	0.00		2	1.48		0	0.00		0	0.00		0	0.00		0	0.00		135	96.43		5	3.57		140	0.17
Narrandera		146	9.49		34	2.21		2	0.13		3	0.19		44	2.86		2	0.13		43	2.79		25	1.62		2	0.13		445	28.91		25	1.62		1	0.06		23	1.49		1	0.06		4	0.26		2	0.13		698	45.35		8	0.52		3	0.19		16	1.04		1	0.06		2	0.13		8	0.52		1	0.06		1539	96.01		64	3.99		1603	1.91
Narrandera East		45	7.12		13	2.06		0	0.00		0	0.00		13	2.06		2	0.32		13	2.06		4	0.63		2	0.32		198	31.33		9	1.42		2	0.32		8	1.27		0	0.00		0	0.00		1	0.16		303	47.94		6	0.95		0	0.00		8	1.27		0	0.00		0	0.00		0	0.00		5	0.79		632	96.49		23	3.51		655	0.78
Narrandera West		36	7.81		25	5.42		0	0.00		0	0.00		14	3.04		0	0.00		14	3.04		3	0.65		1	0.22		175	37.96		4	0.87		0	0.00		4	0.87		0	0.00		0	0.00		0	0.00		166	36.01		3	0.65		0	0.00		12	2.60		0	0.00		0	0.00		2	0.43		2	0.43		461	96.65		16	3.35		477	0.57
Parkview		75	8.28		9	0.99		1	0.11		0	0.00		12	1.32		2	0.22		33	3.64		7	0.77		3	0.33		368	40.62		10	1.10		0	0.00		12	1.32		1	0.11		0	0.00		1	0.11		353	38.96		9	0.99		0	0.00		6	0.66		1	0.11		0	0.00		3	0.33		0	0.00		906	94.08		57	5.92		963	1.15
Rankins Springs		20	14.81		0	0.00		0	0.00		0	0.00		2	1.48		0	0.00		1	0.74		0	0.00		0	0.00		35	25.93		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		73	54.07		2	1.48		0	0.00		0	0.00		0	0.00		0	0.00		2	1.48		0	0.00		135	94.41		8	5.59		143	0.17
San Isidore		15	7.21		17	8.17		0	0.00		0	0.00		1	0.48		0	0.00		21	10.10		0	0.00		1	0.48		51	24.52		1	0.48		0	0.00		2	0.96		0	0.00		2	0.96		0	0.00		87	41.83		0	0.00		0	0.00		8	3.85		0	0.00		0	0.00		2	0.96		0	0.00		208	96.74		7	3.26		215	0.26
Stockinbingal		28	9.56		0	0.00		0	0.00		1	0.34		9	3.07		0	0.00		12	4.10		3	1.02		2	0.68		73	24.91		3	1.02		0	0.00		1	0.34		0	0.00		1	0.34		0	0.00		156	53.24		1	0.34		0	0.00		2	0.68		0	0.00		0	0.00		1	0.34		0	0.00		293	97.99		6	2.01		299	0.36
Sturt		109	4.71		76	3.29		3	0.13		2	0.09		23	0.99		2	0.09		147	6.36		25	1.08		5	0.22		488	21.10		36	1.56		0	0.00		12	0.52		1	0.04		7	0.30		4	0.17		1272	54.99		20	0.86		1	0.04		63	2.72		1	0.04		1	0.04		11	0.48		4	0.17		2313	98.13		44	1.87		2357	2.81
Sydney (Riverina)		1	2.63		1	2.63		0	0.00		0	0.00		0	0.00		0	0.00		3	7.89		0	0.00		0	0.00		3	7.89		0	0.00		0	0.00		2	5.26		0	0.00		0	0.00		0	0.00		23	60.53		0	0.00		1	2.63		4	10.53		0	0.00		0	0.00		0	0.00		0	0.00		38	100.00		0	0.00		38	0.05
Tarcutta		23	6.46		1	0.28		1	0.28		0	0.00		0	0.00		0	0.00		12	3.37		1	0.28		0	0.00		59	16.57		1	0.28		1	0.28		2	0.56		0	0.00		1	0.28		2	0.56		246	69.10		1	0.28		0	0.00		3	0.84		0	0.00		0	0.00		2	0.56		0	0.00		356	97.80		8	2.20		364	0.43
Tatton		25	3.54		21	2.97		0	0.00		0	0.00		3	0.42		1	0.14		44	6.23		1	0.14		2	0.28		137	19.41		6	0.85		0	0.00		3	0.42		0	0.00		1	0.14		0	0.00		440	62.32		1	0.14		0	0.00		13	1.84		0	0.00		1	0.14		5	0.71		2	0.28		706	97.38		19	2.62		725	0.86
Temora		156	6.19		76	3.02		1	0.04		1	0.04		53	2.10		5	0.20		60	2.38		34	1.35		2	0.08		603	23.93		31	1.23		9	0.36		31	1.23		5	0.20		5	0.20		5	0.20		1358	53.89		30	1.19		1	0.04		36	1.43		1	0.04		5	0.20		11	0.44		1	0.04		2520	96.92		80	3.08		2600	3.10
Temora West		50	7.95		12	1.91		0	0.00		1	0.16		12	1.91		0	0.00		11	1.75		6	0.95		1	0.16		139	22.10		5	0.79		1	0.16		4	0.64		0	0.00		1	0.16		0	0.00		366	58.19		4	0.64		0	0.00		9	1.43		0	0.00		1	0.16		6	0.95		0	0.00		629	96.32		24	3.68		653	0.78
Tharbogang		24	8.73		2	0.73		0	0.00		0	0.00		7	2.55		0	0.00		6	2.18		0	0.00		0	0.00		86	31.27		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		1	0.36		139	50.55		4	1.45		1	0.36		3	1.09		0	0.00		0	0.00		1	0.36		1	0.36		275	94.83		15	5.17		290	0.35
Tolland		74	4.99		38	2.56		2	0.13		0	0.00		37	2.50		1	0.07		69	4.66		16	1.08		2	0.13		474	31.98		17	1.15		2	0.13		17	1.15		0	0.00		3	0.20		2	0.13		674	45.48		19	1.28		0	0.00		28	1.89		0	0.00		0	0.00		6	0.40		1	0.07		1482	95.74		66	4.26		1548	1.85
Tumblong		9	6.92		6	4.62		0	0.00		0	0.00		2	1.54		0	0.00		2	1.54		0	0.00		1	0.77		16	12.31		1	0.77		1	0.77		1	0.77		0	0.00		0	0.00		0	0.00		81	62.31		3	2.31		0	0.00		6	4.62		0	0.00		0	0.00		1	0.77		0	0.00		130	97.74		3	2.26		133	0.16
Turvey Park		116	6.20		54	2.89		1	0.05		2	0.11		37	1.98		1	0.05		106	5.67		18	0.96		3	0.16		453	24.22		22	1.18		0	0.00		29	1.55		0	0.00		1	0.05		2	0.11		938	50.16		14	0.75		1	0.05		56	2.99		0	0.00		1	0.05		7	0.37		8	0.43		1870	96.74		63	3.26		1933	2.31
Uranquinty		44	9.69		13	2.86		0	0.00		0	0.00		8	1.76		1	0.22		24	5.29		4	0.88		0	0.00		94	20.70		5	1.10		0	0.00		7	1.54		0	0.00		1	0.22		1	0.22		233	51.32		4	0.88		0	0.00		13	2.86		0	0.00		1	0.22		1	0.22		0	0.00		454	97.42		12	2.58		466	0.56
Wagga Wagga		83	4.59		35	1.93		2	0.11		3	0.17		29	1.60		4	0.22		174	9.62		23	1.27		3	0.17		427	23.60		36	1.99		2	0.11		15	0.83		1	0.06		1	0.06		1	0.06		851	47.04		13	0.72		5	0.28		92	5.09		0	0.00		1	0.06		7	0.39		1	0.06		1809	97.00		56	3.00		1865	2.22
Wagga Wagga High		25	3.94		20	3.15		0	0.00		0	0.00		5	0.79		2	0.32		66	10.41		6	0.95		2	0.32		136	21.45		5	0.79		0	0.00		9	1.42		0	0.00		0	0.00		0	0.00		313	49.37		2	0.32		1	0.16		37	5.84		0	0.00		0	0.00		4	0.63		1	0.16		634	98.14		12	1.86		646	0.77
Wagga Wagga Hospital		19	8.02		8	3.38		0	0.00		0	0.00		7	2.95		0	0.00		19	8.02		4	1.69		2	0.84		57	24.05		3	1.27		0	0.00		2	0.84		1	0.42		0	0.00		2	0.84		108	45.57		0	0.00		0	0.00		4	1.69		0	0.00		0	0.00		1	0.42		0	0.00		237	97.13		7	2.87		244	0.29
