Senate - 2001 Election: New South Wales																																																																																	
First Preference Votes by Group 																																																																																	
By Polling Place																																																																																	

Newcastle (89198)																																																																																	
		Group A Total			Group B Total			Group C Total			Group D Total			Group E Total			Group F Total			Group G Total			Group H Total			Group I Total			Group J Total			Group K Total			Group L Total			Group M Total			Group N Total			Group O Total			Group P Total			Group Q Total			Group R Total			Group S Total			Group T Total			Group U Total			Group V Total			Group W Total			Ungrouped Total 			FORMAL 			INFORMAL 			TOTAL 	
Cooks Hill		20	2.72		10	1.36		3	0.41		1	0.14		11	1.50		1	0.14		126	17.14		15	2.04		2	0.27		229	31.16		3	0.41		0	0.00		6	0.82		0	0.00		1	0.14		1	0.14		197	26.80		5	0.68		3	0.41		98	13.33		0	0.00		1	0.14		1	0.14		1	0.14		735	98.39		12	1.61		747	0.89
Cooks Hill South		64	3.23		20	1.01		3	0.15		0	0.00		41	2.07		5	0.25		223	11.25		30	1.51		4	0.20		619	31.23		17	0.86		1	0.05		7	0.35		0	0.00		2	0.10		5	0.25		712	35.92		16	0.81		6	0.30		197	9.94		5	0.25		1	0.05		3	0.15		1	0.05		1982	96.92		63	3.08		2045	2.43
Garden Suburb (Newcastle)		16	7.55		8	3.77		0	0.00		0	0.00		1	0.47		0	0.00		8	3.77		0	0.00		0	0.00		66	31.13		0	0.00		0	0.00		2	0.94		0	0.00		1	0.47		0	0.00		98	46.23		0	0.00		0	0.00		11	5.19		0	0.00		0	0.00		1	0.47		0	0.00		212	96.36		8	3.64		220	0.26
Georgetown		33	6.03		7	1.28		1	0.18		0	0.00		9	1.65		1	0.18		30	5.48		4	0.73		3	0.55		286	52.29		1	0.18		0	0.00		4	0.73		0	0.00		0	0.00		1	0.18		132	24.13		3	0.55		0	0.00		30	5.48		0	0.00		0	0.00		2	0.37		0	0.00		547	94.80		30	5.20		577	0.68
Hamilton		59	3.34		15	0.85		4	0.23		1	0.06		72	4.07		1	0.06		194	10.98		26	1.47		7	0.40		754	42.67		6	0.34		2	0.11		9	0.51		1	0.06		0	0.00		1	0.06		412	23.32		13	0.74		5	0.28		175	9.90		4	0.23		0	0.00		5	0.28		1	0.06		1767	95.15		90	4.85		1857	2.20
Hamilton Central		60	5.23		15	1.31		0	0.00		2	0.17		39	3.40		0	0.00		132	11.50		25	2.18		3	0.26		458	39.90		4	0.35		0	0.00		6	0.52		0	0.00		0	0.00		1	0.09		300	26.13		2	0.17		3	0.26		93	8.10		0	0.00		0	0.00		5	0.44		0	0.00		1148	95.27		57	4.73		1205	1.43
Hamilton North		42	6.95		8	1.32		0	0.00		1	0.17		26	4.30		0	0.00		49	8.11		9	1.49		1	0.17		304	50.33		6	0.99		0	0.00		4	0.66		0	0.00		1	0.17		2	0.33		113	18.71		3	0.50		0	0.00		33	5.46		0	0.00		0	0.00		2	0.33		0	0.00		604	94.52		35	5.48		639	0.76
Hamilton South		68	3.10		19	0.86		4	0.18		2	0.09		37	1.68		6	0.27		246	11.20		21	0.96		1	0.05		653	29.72		12	0.55		1	0.05		18	0.82		4	0.18		0	0.00		2	0.09		915	41.65		5	0.23		5	0.23		162	7.37		4	0.18		1	0.05		7	0.32		4	0.18		2197	96.15		88	3.85		2285	2.71
Hexham		8	10.81		1	1.35		0	0.00		2	2.70		3	4.05		1	1.35		3	4.05		0	0.00		0	0.00		41	55.41		2	2.70		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		11	14.86		0	0.00		0	0.00		2	2.70		0	0.00		0	0.00		0	0.00		0	0.00		74	100.00		0	0.00		74	0.09
Islington		32	4.56		5	0.71		4	0.57		0	0.00		21	3.00		4	0.57		50	7.13		16	2.28		4	0.57		323	46.08		7	1.00		0	0.00		7	1.00		0	0.00		1	0.14		3	0.43		125	17.83		13	1.85		2	0.29		74	10.56		1	0.14		0	0.00		9	1.28		0	0.00		701	96.29		27	3.71		728	0.86
Jesmond		51	6.23		16	1.96		0	0.00		3	0.37		12	1.47		0	0.00		55	6.72		12	1.47		2	0.24		403	49.27		8	0.98		1	0.12		9	1.10		0	0.00		1	0.12		1	0.12		194	23.72		7	0.86		2	0.24		37	4.52		0	0.00		0	0.00		4	0.49		0	0.00		818	96.46		30	3.54		848	1.01
Jesmond North		109	6.98		35	2.24		2	0.13		1	0.06		18	1.15		1	0.06		142	9.10		24	1.54		7	0.45		652	41.77		18	1.15		0	0.00		15	0.96		0	0.00		3	0.19		1	0.06		431	27.61		6	0.38		2	0.13		79	5.06		3	0.19		1	0.06		10	0.64		1	0.06		1561	95.12		80	4.88		1641	1.95
Kotara		35	5.79		19	3.15		0	0.00		0	0.00		5	0.83		1	0.17		33	5.46		4	0.66		2	0.33		216	35.76		3	0.50		0	0.00		3	0.50		0	0.00		3	0.50		0	0.00		244	40.40		3	0.50		2	0.33		29	4.80		0	0.00		0	0.00		2	0.33		0	0.00		604	97.26		17	2.74		621	0.74
Kotara East		48	6.15		10	1.28		0	0.00		0	0.00		4	0.51		0	0.00		71	9.09		2	0.26		2	0.26		271	34.70		7	0.90		0	0.00		2	0.26		0	0.00		1	0.13		1	0.13		319	40.85		6	0.77		2	0.26		33	4.23		0	0.00		1	0.13		1	0.13		0	0.00		781	97.63		19	2.38		800	0.95
Kotara South		79	4.43		22	1.23		2	0.11		0	0.00		23	1.29		0	0.00		160	8.96		15	0.84		1	0.06		675	37.82		10	0.56		0	0.00		17	0.95		0	0.00		3	0.17		1	0.06		679	38.04		4	0.22		2	0.11		80	4.48		1	0.06		1	0.06		6	0.34		4	0.22		1785	97.22		51	2.78		1836	2.18
Lambton		118	5.59		31	1.47		1	0.05		2	0.09		39	1.85		4	0.19		162	7.67		22	1.04		3	0.14		934	44.22		12	0.57		0	0.00		17	0.80		1	0.05		1	0.05		1	0.05		632	29.92		9	0.43		3	0.14		103	4.88		4	0.19		0	0.00		11	0.52		2	0.09		2112	96.44		78	3.56		2190	2.60
Lambton East		74	7.65		20	2.07		1	0.10		0	0.00		26	2.69		1	0.10		68	7.03		8	0.83		6	0.62		416	43.02		9	0.93		1	0.10		8	0.83		0	0.00		1	0.10		0	0.00		279	28.85		5	0.52		1	0.10		39	4.03		0	0.00		0	0.00		4	0.41		0	0.00		967	95.46		46	4.54		1013	1.20
Maryland		239	7.66		41	1.31		8	0.26		1	0.03		75	2.40		2	0.06		149	4.77		26	0.83		7	0.22		1397	44.75		28	0.90		0	0.00		43	1.38		0	0.00		3	0.10		4	0.13		980	31.39		21	0.67		4	0.13		77	2.47		0	0.00		0	0.00		16	0.51		1	0.03		3122	97.35		85	2.65		3207	3.81
Maryville Wickham		44	5.66		13	1.67		1	0.13		1	0.13		17	2.19		1	0.13		57	7.34		15	1.93		4	0.51		420	54.05		1	0.13		1	0.13		3	0.39		1	0.13		0	0.00		0	0.00		137	17.63		4	0.51		0	0.00		54	6.95		1	0.13		0	0.00		2	0.26		0	0.00		777	94.30		47	5.70		824	0.98
Mayfield		138	7.77		38	2.14		4	0.23		2	0.11		50	2.82		3	0.17		104	5.86		18	1.01		4	0.23		907	51.10		12	0.68		1	0.06		17	0.96		2	0.11		1	0.06		3	0.17		365	20.56		18	1.01		0	0.00		82	4.62		2	0.11		0	0.00		2	0.11		2	0.11		1775	95.23		89	4.77		1864	2.21
Mayfield East		101	7.13		19	1.34		1	0.07		0	0.00		47	3.32		0	0.00		93	6.57		25	1.77		9	0.64		659	46.54		16	1.13		0	0.00		10	0.71		0	0.00		1	0.07		1	0.07		318	22.46		15	1.06		3	0.21		94	6.64		1	0.07		0	0.00		3	0.21		0	0.00		1416	95.81		62	4.19		1478	1.75
Mayfield South		122	6.76		29	1.61		1	0.06		3	0.17		54	2.99		2	0.11		93	5.16		23	1.27		11	0.61		914	50.67		11	0.61		5	0.28		13	0.72		1	0.06		2	0.11		3	0.17		406	22.51		10	0.55		5	0.28		88	4.88		1	0.06		0	0.00		7	0.39		0	0.00		1804	94.80		99	5.20		1903	2.26
Mayfield West		166	6.45		80	3.11		4	0.16		0	0.00		89	3.46		4	0.16		179	6.96		27	1.05		6	0.23		1193	46.38		13	0.51		3	0.12		25	0.97		1	0.04		5	0.19		5	0.19		656	25.51		22	0.86		1	0.04		88	3.42		0	0.00		1	0.04		4	0.16		0	0.00		2572	96.04		106	3.96		2678	3.18
Merewether		42	3.91		9	0.84		2	0.19		3	0.28		14	1.30		1	0.09		130	12.12		18	1.68		5	0.47		379	35.32		14	1.30		0	0.00		11	1.03		0	0.00		3	0.28		2	0.19		374	34.86		7	0.65		2	0.19		51	4.75		1	0.09		0	0.00		5	0.47		0	0.00		1073	95.80		47	4.20		1120	1.33
Merewether Heights		42	3.20		15	1.14		3	0.23		0	0.00		9	0.69		6	0.46		115	8.76		14	1.07		2	0.15		311	23.69		8	0.61		1	0.08		11	0.84		0	0.00		1	0.08		3	0.23		674	51.33		9	0.69		3	0.23		74	5.64		0	0.00		0	0.00		9	0.69		3	0.23		1313	98.57		19	1.43		1332	1.58
Merewether South		102	4.19		18	0.74		1	0.04		2	0.08		23	0.94		9	0.37		245	10.07		33	1.36		3	0.12		672	27.61		17	0.70		5	0.21		23	0.94		0	0.00		2	0.08		3	0.12		1073	44.08		5	0.21		5	0.21		176	7.23		8	0.33		1	0.04		8	0.33		0	0.00		2434	97.32		67	2.68		2501	2.97
Merewether West		49	5.10		7	0.73		0	0.00		0	0.00		10	1.04		2	0.21		95	9.90		5	0.52		4	0.42		335	34.90		7	0.73		1	0.10		5	0.52		0	0.00		0	0.00		0	0.00		387	40.31		5	0.52		0	0.00		44	4.58		0	0.00		1	0.10		3	0.31		0	0.00		960	97.36		26	2.64		986	1.17
Minmi		50	9.62		13	2.50		0	0.00		1	0.19		11	2.12		1	0.19		24	4.62		8	1.54		2	0.38		214	41.15		8	1.54		2	0.38		9	1.73		0	0.00		0	0.00		0	0.00		153	29.42		2	0.38		0	0.00		19	3.65		0	0.00		0	0.00		3	0.58		0	0.00		520	98.30		9	1.70		529	0.63
Newcastle		46	3.97		12	1.04		1	0.09		0	0.00		24	2.07		2	0.17		135	11.65		18	1.55		2	0.17		352	30.37		5	0.43		1	0.09		1	0.09		1	0.09		1	0.09		3	0.26		381	32.87		1	0.09		4	0.35		153	13.20		10	0.86		0	0.00		6	0.52		0	0.00		1159	97.23		33	2.77		1192	1.41
New Lambton		140	4.42		43	1.36		1	0.03		2	0.06		52	1.64		8	0.25		368	11.61		52	1.64		6	0.19		1100	34.69		18	0.57		1	0.03		18	0.57		1	0.03		1	0.03		4	0.13		1096	34.56		16	0.50		7	0.22		216	6.81		8	0.25		0	0.00		10	0.32		3	0.09		3171	96.74		107	3.26		3278	3.89
New Lambton Central		62	6.42		19	1.97		0	0.00		0	0.00		17	1.76		2	0.21		71	7.35		5	0.52		4	0.41		378	39.13		4	0.41		0	0.00		3	0.31		0	0.00		0	0.00		0	0.00		349	36.13		4	0.41		2	0.21		43	4.45		1	0.10		0	0.00		1	0.10		1	0.10		966	97.09		29	2.91		995	1.18
New Lambton South		84	5.20		22	1.36		1	0.06		2	0.12		34	2.11		1	0.06		122	7.55		24	1.49		3	0.19		722	44.71		10	0.62		2	0.12		12	0.74		0	0.00		0	0.00		2	0.12		473	29.29		12	0.74		2	0.12		80	4.95		0	0.00		0	0.00		7	0.43		0	0.00		1615	97.47		42	2.53		1657	1.97
Pittown		67	11.53		5	0.86		0	0.00		0	0.00		15	2.58		2	0.34		29	4.99		11	1.89		2	0.34		281	48.36		3	0.52		6	1.03		1	0.17		0	0.00		0	0.00		0	0.00		134	23.06		5	0.86		1	0.17		16	2.75		0	0.00		0	0.00		3	0.52		0	0.00		581	95.40		28	4.60		609	0.72
Plattsburg		233	9.89		27	1.15		2	0.08		5	0.21		56	2.38		2	0.08		120	5.09		21	0.89		5	0.21		1096	46.50		16	0.68		3	0.13		35	1.48		0	0.00		1	0.04		1	0.04		611	25.92		22	0.93		1	0.04		85	3.61		2	0.08		0	0.00		13	0.55		0	0.00		2357	96.68		81	3.32		2438	2.89
Shortland		145	10.25		22	1.55		0	0.00		1	0.07		40	2.83		2	0.14		71	5.02		19	1.34		6	0.42		605	42.76		15	1.06		1	0.07		15	1.06		0	0.00		2	0.14		2	0.14		389	27.49		10	0.71		1	0.07		59	4.17		0	0.00		0	0.00		10	0.71		0	0.00		1415	96.79		47	3.21		1462	1.74
Stockton		82	10.49		5	0.64		0	0.00		0	0.00		2	0.26		22	2.81		32	4.09		1	0.13		2	0.26		379	48.47		4	0.51		2	0.26		8	1.02		0	0.00		2	0.26		0	0.00		198	25.32		0	0.00		2	0.26		37	4.73		0	0.00		1	0.13		1	0.13		2	0.26		782	96.78		26	3.22		808	0.96
Stockton North		47	10.33		10	2.20		0	0.00		0	0.00		8	1.76		1	0.22		22	4.84		10	2.20		0	0.00		224	49.23		2	0.44		0	0.00		4	0.88		0	0.00		1	0.22		0	0.00		97	21.32		3	0.66		0	0.00		22	4.84		0	0.00		0	0.00		3	0.66		1	0.22		455	95.59		21	4.41		476	0.57
Stockton South		93	8.49		3	0.27		1	0.09		0	0.00		36	3.29		1	0.09		53	4.84		13	1.19		3	0.27		560	51.14		7	0.64		1	0.09		11	1.00		1	0.09		1	0.09		1	0.09		243	22.19		6	0.55		4	0.37		49	4.47		3	0.27		1	0.09		4	0.37		0	0.00		1095	95.22		55	4.78		1150	1.37
Sydney (Newcastle)		1	2.00		0	0.00		0	0.00		0	0.00		1	2.00		0	0.00		3	6.00		0	0.00		1	2.00		13	26.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		1	2.00		24	48.00		0	0.00		0	0.00		6	12.00		0	0.00		0	0.00		0	0.00		0	0.00		50	98.04		1	1.96		51	0.06
The Junction		105	4.76		18	0.82		6	0.27		0	0.00		42	1.90		5	0.23		246	11.15		28	1.27		4	0.18		720	32.62		16	0.72		1	0.05		10	0.45		1	0.05		1	0.05		3	0.14		816	36.97		6	0.27		1	0.05		166	7.52		2	0.09		4	0.18		5	0.23		1	0.05		2207	96.00		92	4.00		2299	2.73
Tighes Hill		83	7.19		11	0.95		1	0.09		0	0.00		41	3.55		4	0.35		91	7.89		19	1.65		3	0.26		519	44.97		7	0.61		0	0.00		6	0.52		1	0.09		2	0.17		0	0.00		219	18.98		5	0.43		1	0.09		134	11.61		1	0.09		0	0.00		5	0.43		1	0.09		1154	96.33		44	3.67		1198	1.42
Wallsend		65	8.14		17	2.13		1	0.13		1	0.13		23	2.88		3	0.38		36	4.51		10	1.25		4	0.50		396	49.56		0	0.00		3	0.38		9	1.13		0	0.00		1	0.13		1	0.13		182	22.78		7	0.88		2	0.25		32	4.01		3	0.38		1	0.13		2	0.25		0	0.00		799	99.88		1	0.13		800	0.95
Wallsend Hospital		72	9.66		10	1.34		0	0.00		1	0.13		19	2.55		0	0.00		35	4.70		9	1.21		6	0.81		342	45.91		8	1.07		0	0.00		9	1.21		0	0.00		1	0.13		0	0.00		195	26.17		7	0.94		1	0.13		21	2.82		1	0.13		1	0.13		6	0.81		1	0.13		745	95.88		32	4.12		777	0.92
Waratah		142	6.20		45	1.96		2	0.09		0	0.00		61	2.66		1	0.04		200	8.73		38	1.66		7	0.31		986	43.04		16	0.70		2	0.09		21	0.92		0	0.00		1	0.04		2	0.09		615	26.84		17	0.74		1	0.04		120	5.24		3	0.13		0	0.00		7	0.31		4	0.17		2291	96.10		93	3.90		2384	2.83
Waratah Central		35	9.14		9	2.35		3	0.78		0	0.00		11	2.87		0	0.00		24	6.27		13	3.39		0	0.00		198	51.70		2	0.52		0	0.00		3	0.78		0	0.00		1	0.26		0	0.00		60	15.67		7	1.83		1	0.26		14	3.66		0	0.00		1	0.26		1	0.26		0	0.00		383	94.57		22	5.43		405	0.48
Waratah South		43	9.00		10	2.09		0	0.00		0	0.00		9	1.88		0	0.00		24	5.02		6	1.26		0	0.00		219	45.82		3	0.63		0	0.00		3	0.63		0	0.00		2	0.42		2	0.42		131	27.41		3	0.63		2	0.42		18	3.77		0	0.00		0	0.00		2	0.42		1	0.21		478	95.41		23	4.59		501	0.59
Waratah West		93	7.94		18	1.54		1	0.09		0	0.00		22	1.88		0	0.00		60	5.12		10	0.85		4	0.34		600	51.19		9	0.77		1	0.09		7	0.60		0	0.00		1	0.09		3	0.26		285	24.32		10	0.85		0	0.00		43	3.67		0	0.00		2	0.17		3	0.26		0	0.00		1172	96.14		47	3.86		1219	1.45
Special Hospitals		16	6.30		3	1.18		0	0.00		0	0.00		3	1.18		0	0.00		7	2.76		1	0.39		0	0.00		139	54.72		1	0.39		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		75	29.53		1	0.39		0	0.00		8	3.15		0	0.00		0	0.00		0	0.00		0	0.00		254	97.69		6	2.31		260	0.31
Total Ordinary		4268	6.19		987	1.43		76	0.11		42	0.06		1538	2.23		126	0.18		5446	7.90		859	1.25		181	0.26		28555	41.40		458	0.66		53	0.08		562	0.81		20	0.03		62	0.09		78	0.11		20814	30.17		409	0.59		111	0.16		3912	5.67		84	0.12		26	0.04		273	0.40		40	0.06		68980	96.39		2585	3.61		71565	84.95
ABSENT		301	5.32		94	1.66		10	0.18		4	0.07		131	2.32		4	0.07		585	10.34		106	1.87		10	0.18		1855	32.80		70	1.24		4	0.07		80	1.41		0	0.00		9	0.16		14	0.25		1838	32.50		42	0.74		7	0.12		445	7.87		0	0.00		6	0.11		32	0.57		8	0.14		5655	98.25		101	1.75		5756	6.83
POSTAL		231	7.20		47	1.46		1	0.03		1	0.03		60	1.87		2	0.06		165	5.14		15	0.47		6	0.19		1497	46.65		8	0.25		0	0.00		7	0.22		0	0.00		2	0.06		2	0.06		1052	32.78		20	0.62		2	0.06		74	2.31		2	0.06		2	0.06		11	0.34		2	0.06		3209	98.59		46	1.41		3255	3.86
PRE_POLL		197	6.24		53	1.68		1	0.03		2	0.06		37	1.17		5	0.16		358	11.34		33	1.05		6	0.19		1007	31.91		32	1.01		2	0.06		32	1.01		1	0.03		1	0.03		13	0.41		1123	35.58		16	0.51		12	0.38		208	6.59		0	0.00		3	0.10		12	0.38		2	0.06		3156	99.21		25	0.79		3181	3.78
PROVISIONAL		18	3.76		4	0.84		1	0.21		0	0.00		18	3.76		1	0.21		53	11.06		21	4.38		2	0.42		194	40.50		7	1.46		0	0.00		7	1.46		0	0.00		0	0.00		3	0.63		105	21.92		3	0.63		2	0.42		36	7.52		0	0.00		0	0.00		4	0.84		0	0.00		479	98.36		8	1.64		487	0.58
Division Summary		5015	6.15		1185	1.45		89	0.11		49	0.06		1784	2.19		138	0.17		6607	8.11		1034	1.27		205	0.25		33108	40.63		575	0.71		59	0.07		688	0.84		21	0.03		74	0.09		110	0.14		24932	30.6		490	0.6		134	0.16		4675	5.74		86	0.11		37	0.05		332	0.41		52	0.06		81479	96.72		2765	3.28		84244	94.45
