Senate - 2001 Election: New South Wales																																																																																	
First Preference Votes by Group 																																																																																	
By Polling Place																																																																																	

Barton (84752)																																																																																	
		Group A Total			Group B Total			Group C Total			Group D Total			Group E Total			Group F Total			Group G Total			Group H Total			Group I Total			Group J Total			Group K Total			Group L Total			Group M Total			Group N Total			Group O Total			Group P Total			Group Q Total			Group R Total			Group S Total			Group T Total			Group U Total			Group V Total			Group W Total			Ungrouped Total 			FORMAL 			INFORMAL 			TOTAL 	
Bexley Central		51	5.85		11	1.26		4	0.46		1	0.11		13	1.49		0	0.00		47	5.39		5	0.57		3	0.34		407	46.67		1	0.11		0	0.00		2	0.23		0	0.00		0	0.00		2	0.23		294	33.72		2	0.23		1	0.11		24	2.75		0	0.00		0	0.00		4	0.46		0	0.00		872	93.36		62	6.64		934	1.16
Bexley East		53	4.27		28	2.25		2	0.16		1	0.08		38	3.06		2	0.16		70	5.64		4	0.32		1	0.08		635	51.13		3	0.24		2	0.16		5	0.40		0	0.00		2	0.16		1	0.08		346	27.86		4	0.32		0	0.00		38	3.06		0	0.00		1	0.08		5	0.40		1	0.08		1242	93.88		81	6.12		1323	1.64
Bexley South		11	2.85		9	2.33		17	4.40		0	0.00		11	2.85		0	0.00		23	5.96		3	0.78		1	0.26		183	47.41		2	0.52		0	0.00		2	0.52		0	0.00		0	0.00		0	0.00		105	27.20		7	1.81		1	0.26		10	2.59		0	0.00		0	0.00		1	0.26		0	0.00		386	96.74		13	3.26		399	0.50
Blakehurst		30	3.58		25	2.98		12	1.43		0	0.00		8	0.95		0	0.00		59	7.03		4	0.48		0	0.00		259	30.87		3	0.36		2	0.24		2	0.24		0	0.00		1	0.12		2	0.24		400	47.68		6	0.72		1	0.12		19	2.26		0	0.00		0	0.00		6	0.72		0	0.00		839	94.06		53	5.94		892	1.11
Bona Park		45	6.43		14	2.00		1	0.14		0	0.00		13	1.86		0	0.00		21	3.00		9	1.29		1	0.14		284	40.57		3	0.43		0	0.00		9	1.29		0	0.00		1	0.14		0	0.00		284	40.57		3	0.43		0	0.00		10	1.43		0	0.00		0	0.00		1	0.14		1	0.14		700	92.59		56	7.41		756	0.94
Brighton-Le-Sands		95	3.71		27	1.05		14	0.55		2	0.08		47	1.83		0	0.00		145	5.66		14	0.55		6	0.23		1183	46.14		4	0.16		2	0.08		15	0.59		3	0.12		4	0.16		3	0.12		893	34.83		22	0.86		5	0.20		62	2.42		0	0.00		1	0.04		16	0.62		1	0.04		2564	94.23		157	5.77		2721	3.38
Brighton North		63	5.56		19	1.68		2	0.18		0	0.00		25	2.21		5	0.44		70	6.18		4	0.35		1	0.09		464	40.95		2	0.18		3	0.26		5	0.44		0	0.00		0	0.00		0	0.00		429	37.86		6	0.53		2	0.18		27	2.38		0	0.00		1	0.09		4	0.35		1	0.09		1133	93.56		78	6.44		1211	1.50
Carlton		86	3.28		38	1.45		54	2.06		0	0.00		75	2.86		1	0.04		140	5.34		18	0.69		8	0.30		1399	53.32		7	0.27		2	0.08		8	0.30		1	0.04		2	0.08		4	0.15		697	26.56		18	0.69		2	0.08		59	2.25		0	0.00		0	0.00		4	0.15		1	0.04		2624	93.41		185	6.59		2809	3.49
Carlton North		69	6.12		22	1.95		36	3.19		1	0.09		36	3.19		0	0.00		62	5.50		4	0.35		2	0.18		546	48.40		2	0.18		1	0.09		2	0.18		0	0.00		0	0.00		2	0.18		299	26.51		7	0.62		2	0.18		31	2.75		0	0.00		2	0.18		1	0.09		1	0.09		1128	94.71		63	5.29		1191	1.48
Carss Park		40	4.65		20	2.32		2	0.23		0	0.00		3	0.35		0	0.00		46	5.34		1	0.12		1	0.12		217	25.20		1	0.12		0	0.00		4	0.46		0	0.00		1	0.12		0	0.00		476	55.28		8	0.93		2	0.23		33	3.83		1	0.12		0	0.00		5	0.58		0	0.00		861	94.72		48	5.28		909	1.13
Clareville Park		122	5.61		29	1.33		3	0.14		0	0.00		24	1.10		1	0.05		85	3.91		8	0.37		0	0.00		714	32.86		4	0.18		1	0.05		7	0.32		0	0.00		2	0.09		1	0.05		1107	50.94		6	0.28		2	0.09		45	2.07		0	0.00		2	0.09		10	0.46		0	0.00		2173	94.97		115	5.03		2288	2.84
Connells Point		82	2.93		68	2.43		12	0.43		0	0.00		19	0.68		6	0.21		179	6.40		14	0.50		4	0.14		663	23.72		3	0.11		0	0.00		21	0.75		2	0.07		3	0.11		4	0.14		1617	57.85		10	0.36		2	0.07		78	2.79		0	0.00		0	0.00		8	0.29		0	0.00		2795	94.97		148	5.03		2943	3.65
Hurstville Central		60	4.23		19	1.34		63	4.44		2	0.14		21	1.48		2	0.14		90	6.34		8	0.56		5	0.35		626	44.08		3	0.21		3	0.21		10	0.70		0	0.00		1	0.07		1	0.07		462	32.54		9	0.63		4	0.28		26	1.83		1	0.07		0	0.00		4	0.28		0	0.00		1420	94.86		77	5.14		1497	1.86
Hurstville Grove		108	4.95		64	2.93		11	0.50		1	0.05		15	0.69		3	0.14		201	9.22		13	0.60		1	0.05		707	32.42		9	0.41		1	0.05		13	0.60		0	0.00		2	0.09		4	0.18		947	43.42		7	0.32		2	0.09		64	2.93		0	0.00		1	0.05		5	0.23		2	0.09		2181	94.95		116	5.05		2297	2.85
Hurstville South		30	5.30		14	2.47		10	1.77		0	0.00		6	1.06		0	0.00		40	7.07		4	0.71		0	0.00		230	40.64		1	0.18		1	0.18		3	0.53		0	0.00		0	0.00		0	0.00		211	37.28		1	0.18		0	0.00		12	2.12		0	0.00		0	0.00		3	0.53		0	0.00		566	95.93		24	4.07		590	0.73
Jubilee		101	3.27		37	1.20		44	1.42		1	0.03		84	2.72		2	0.06		195	6.31		20	0.65		6	0.19		1394	45.08		9	0.29		2	0.06		15	0.49		0	0.00		3	0.10		3	0.10		1054	34.09		14	0.45		6	0.19		94	3.04		1	0.03		1	0.03		6	0.19		0	0.00		3092	94.61		176	5.39		3268	4.06
Kogarah		36	4.40		22	2.69		15	1.83		1	0.12		17	2.08		0	0.00		47	5.74		3	0.37		1	0.12		408	49.82		3	0.37		0	0.00		1	0.12		0	0.00		0	0.00		0	0.00		231	28.21		4	0.49		2	0.24		22	2.69		0	0.00		0	0.00		6	0.73		0	0.00		819	94.25		50	5.75		869	1.08
Kogarah Bay		58	6.37		20	2.20		8	0.88		1	0.11		9	0.99		0	0.00		29	3.18		3	0.33		2	0.22		308	33.81		4	0.44		0	0.00		7	0.77		0	0.00		0	0.00		1	0.11		433	47.53		5	0.55		2	0.22		17	1.87		0	0.00		0	0.00		3	0.33		1	0.11		911	90.92		91	9.08		1002	1.24
Kogarah Central		42	2.59		20	1.23		50	3.08		0	0.00		35	2.16		2	0.12		124	7.65		7	0.43		11	0.68		892	55.03		2	0.12		2	0.12		5	0.31		0	0.00		0	0.00		0	0.00		354	21.84		13	0.80		5	0.31		51	3.15		0	0.00		1	0.06		5	0.31		0	0.00		1621	95.63		74	4.37		1695	2.10
Kyeemagh		34	3.48		9	0.92		1	0.10		1	0.10		25	2.56		0	0.00		41	4.19		7	0.72		4	0.41		461	47.14		0	0.00		1	0.10		7	0.72		0	0.00		0	0.00		0	0.00		350	35.79		4	0.41		2	0.20		23	2.35		0	0.00		0	0.00		8	0.82		0	0.00		978	93.50		68	6.50		1046	1.30
Monterey		102	5.21		17	0.87		10	0.51		0	0.00		32	1.64		2	0.10		122	6.23		13	0.66		8	0.41		788	40.27		3	0.15		1	0.05		2	0.10		3	0.15		2	0.10		1	0.05		787	40.21		8	0.41		1	0.05		47	2.40		0	0.00		1	0.05		7	0.36		0	0.00		1957	92.88		150	7.12		2107	2.62
Moorefield		35	4.19		14	1.68		2	0.24		0	0.00		19	2.28		1	0.12		41	4.91		5	0.60		0	0.00		385	46.11		1	0.12		1	0.12		3	0.36		0	0.00		0	0.00		0	0.00		301	36.05		2	0.24		0	0.00		19	2.28		0	0.00		0	0.00		5	0.60		1	0.12		835	93.51		58	6.49		893	1.11
Mortdale East		54	4.92		21	1.91		6	0.55		0	0.00		15	1.37		0	0.00		91	8.30		1	0.09		2	0.18		388	35.37		8	0.73		1	0.09		4	0.36		0	0.00		0	0.00		1	0.09		443	40.38		4	0.36		6	0.55		45	4.10		0	0.00		1	0.09		6	0.55		0	0.00		1097	96.74		37	3.26		1134	1.41
Oatley (Barton)		94	4.32		56	2.57		9	0.41		0	0.00		12	0.55		1	0.05		233	10.70		8	0.37		3	0.14		528	24.24		8	0.37		1	0.05		6	0.28		0	0.00		1	0.05		0	0.00		1100	50.51		8	0.37		1	0.05		94	4.32		0	0.00		1	0.05		14	0.64		0	0.00		2178	95.65		99	4.35		2277	2.83
Ramsgate		111	5.50		25	1.24		1	0.05		0	0.00		38	1.88		3	0.15		103	5.11		10	0.50		7	0.35		824	40.85		2	0.10		1	0.05		8	0.40		0	0.00		3	0.15		2	0.10		814	40.36		10	0.50		3	0.15		39	1.93		0	0.00		1	0.05		12	0.59		0	0.00		2017	94.78		111	5.22		2128	2.64
Ramsgate Beach		88	4.67		27	1.43		4	0.21		0	0.00		17	0.90		3	0.16		84	4.45		11	0.58		3	0.16		722	38.28		5	0.27		3	0.16		9	0.48		0	0.00		2	0.11		0	0.00		842	44.64		11	0.58		2	0.11		38	2.01		0	0.00		1	0.05		14	0.74		0	0.00		1886	93.88		123	6.12		2009	2.49
Rockdale		45	2.79		9	0.56		47	2.92		0	0.00		47	2.92		0	0.00		79	4.90		6	0.37		3	0.19		1001	62.10		2	0.12		1	0.06		5	0.31		0	0.00		1	0.06		1	0.06		306	18.98		10	0.62		3	0.19		41	2.54		0	0.00		1	0.06		4	0.25		0	0.00		1612	92.17		137	7.83		1749	2.17
Rockdale Central		51	2.94		31	1.79		47	2.71		2	0.12		57	3.28		0	0.00		63	3.63		19	1.09		6	0.35		982	56.57		3	0.17		1	0.06		5	0.29		0	0.00		0	0.00		1	0.06		413	23.79		11	0.63		1	0.06		36	2.07		0	0.00		2	0.12		4	0.23		1	0.06		1736	94.35		104	5.65		1840	2.29
Rockdale Park		41	4.09		23	2.30		10	1.00		3	0.30		23	2.30		3	0.30		42	4.19		11	1.10		3	0.30		532	53.09		1	0.10		2	0.20		6	0.60		0	0.00		0	0.00		0	0.00		266	26.55		8	0.80		1	0.10		23	2.30		0	0.00		0	0.00		4	0.40		0	0.00		1002	93.91		65	6.09		1067	1.33
Rockdale West		39	2.60		30	2.00		27	1.80		0	0.00		33	2.20		3	0.20		87	5.79		7	0.47		7	0.47		915	60.92		0	0.00		0	0.00		1	0.07		0	0.00		2	0.13		0	0.00		309	20.57		8	0.53		1	0.07		29	1.93		0	0.00		1	0.07		3	0.20		0	0.00		1502	94.52		87	5.48		1589	1.97
St Cuthbert's		55	3.09		42	2.36		12	0.67		0	0.00		32	1.80		1	0.06		108	6.06		13	0.73		4	0.22		765	42.95		7	0.39		0	0.00		10	0.56		2	0.11		3	0.17		3	0.17		652	36.61		7	0.39		1	0.06		59	3.31		0	0.00		1	0.06		3	0.17		1	0.06		1781	96.06		73	3.94		1854	2.30
St George Hospital		2	1.22		3	1.83		0	0.00		0	0.00		8	4.88		0	0.00		12	7.32		0	0.00		0	0.00		65	39.63		1	0.61		0	0.00		2	1.22		0	0.00		0	0.00		0	0.00		67	40.85		0	0.00		0	0.00		4	2.44		0	0.00		0	0.00		0	0.00		0	0.00		164	97.04		5	2.96		169	0.21
Sans Souci		116	5.36		30	1.39		10	0.46		3	0.14		32	1.48		2	0.09		125	5.77		13	0.60		6	0.28		758	35.00		4	0.18		1	0.05		19	0.88		0	0.00		2	0.09		3	0.14		984	45.43		13	0.60		1	0.05		41	1.89		0	0.00		0	0.00		3	0.14		0	0.00		2166	93.48		151	6.52		2317	2.88
South Haven		28	4.14		9	1.33		16	2.36		0	0.00		22	3.25		0	0.00		25	3.69		2	0.30		2	0.30		337	49.78		0	0.00		0	0.00		1	0.15		0	0.00		2	0.30		0	0.00		208	30.72		2	0.30		0	0.00		23	3.40		0	0.00		0	0.00		0	0.00		0	0.00		677	91.86		60	8.14		737	0.92
Sydney (Barton)		4	2.23		3	1.68		3	1.68		0	0.00		5	2.79		0	0.00		13	7.26		2	1.12		2	1.12		73	40.78		1	0.56		0	0.00		1	0.56		0	0.00		0	0.00		0	0.00		62	34.64		0	0.00		0	0.00		10	5.59		0	0.00		0	0.00		0	0.00		0	0.00		179	98.35		3	1.65		182	0.23
The Mall		41	5.32		11	1.43		2	0.26		0	0.00		5	0.65		2	0.26		46	5.97		4	0.52		2	0.26		260	33.77		1	0.13		0	0.00		2	0.26		0	0.00		0	0.00		0	0.00		365	47.40		6	0.78		0	0.00		19	2.47		2	0.26		0	0.00		2	0.26		0	0.00		770	95.30		38	4.70		808	1.00
Turrella		36	3.88		9	0.97		4	0.43		0	0.00		20	2.16		1	0.11		27	2.91		9	0.97		9	0.97		551	59.44		1	0.11		2	0.22		4	0.43		1	0.11		1	0.11		1	0.11		191	20.60		6	0.65		1	0.11		47	5.07		1	0.11		0	0.00		4	0.43		1	0.11		927	93.73		62	6.27		989	1.23
Special Hospitals		5	1.29		7	1.81		1	0.26		1	0.26		3	0.78		0	0.00		9	2.33		0	0.00		1	0.26		128	33.07		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		1	0.26		226	58.40		0	0.00		0	0.00		3	0.78		0	0.00		1	0.26		0	0.00		1	0.26		387	96.99		12	3.01		399	0.50
Total Ordinary		2700	4.19		1065	1.65		779	1.21		26	0.04		1210	1.88		59	0.09		3632	5.64		351	0.54		165	0.26		28010	43.46		148	0.23		52	0.08		281	0.44		16	0.02		45	0.07		60	0.09		23437	36.37		340	0.53		81	0.13		1713	2.66		10	0.02		26	0.04		227	0.35		16	0.02		64449	94.15		4004	5.85		68453	85.01
ABSENT		220	4.19		103	1.96		56	1.07		1	0.02		149	2.84		3	0.06		338	6.44		62	1.18		8	0.15		1943	37.00		22	0.42		4	0.08		47	0.89		0	0.00		7	0.13		12	0.23		1921	36.58		40	0.76		11	0.21		268	5.10		4	0.08		3	0.06		29	0.55		1	0.02		5252	97.04		160	2.96		5412	6.72
POSTAL		143	6.15		46	1.98		18	0.77		1	0.04		21	0.90		0	0.00		93	4.00		7	0.30		4	0.17		818	35.20		3	0.13		1	0.04		9	0.39		0	0.00		0	0.00		3	0.13		1086	46.73		12	0.52		3	0.13		44	1.89		0	0.00		1	0.04		10	0.43		1	0.04		2324	98.43		37	1.57		2361	2.93
PRE_POLL		132	4.00		63	1.91		44	1.33		5	0.15		99	3.00		2	0.06		201	6.10		12	0.36		5	0.15		1219	36.97		15	0.45		1	0.03		9	0.27		0	0.00		2	0.06		4	0.12		1301	39.46		17	0.52		7	0.21		129	3.91		0	0.00		5	0.15		23	0.70		2	0.06		3297	97.75		76	2.25		3373	4.19
PROVISIONAL		27	3.10		14	1.61		14	1.61		1	0.11		29	3.33		0	0.00		45	5.17		11	1.26		2	0.23		464	53.33		3	0.34		1	0.11		3	0.34		0	0.00		2	0.23		3	0.34		219	25.17		7	0.80		0	0.00		24	2.76		0	0.00		0	0.00		1	0.11		0	0.00		870	94.16		54	5.84		924	1.15
Division Summary		3222	4.23		1291	1.69		911	1.2		34	0.04		1508	1.98		64	0.08		4309	5.66		443	0.58		184	0.24		32454	42.6		191	0.25		59	0.08		349	0.46		16	0.02		56	0.07		82	0.11		27964	36.7		416	0.55		102	0.13		2178	2.86		14	0.02		35	0.05		290	0.38		20	0.03		76192	94.62		4331	5.38		80523	95.01
