Senate - 2001 Election: New South Wales																																																																																	
First Preference Votes by Group 																																																																																	
By Polling Place																																																																																	

Robertson (84366)																																																																																	
		Group A Total			Group B Total			Group C Total			Group D Total			Group E Total			Group F Total			Group G Total			Group H Total			Group I Total			Group J Total			Group K Total			Group L Total			Group M Total			Group N Total			Group O Total			Group P Total			Group Q Total			Group R Total			Group S Total			Group T Total			Group U Total			Group V Total			Group W Total			Ungrouped Total 			FORMAL 			INFORMAL 			TOTAL 	
Ettalong		175	5.68		29	0.94		0	0.00		1	0.03		66	2.14		10	0.32		126	4.09		31	1.01		7	0.23		1188	38.56		10	0.32		1	0.03		24	0.78		0	0.00		4	0.13		4	0.13		1288	41.80		18	0.58		2	0.06		75	2.43		0	0.00		3	0.10		18	0.58		1	0.03		3081	94.98		163	5.02		3244	4.02
Ettalong South		39	5.93		7	1.06		0	0.00		0	0.00		3	0.46		0	0.00		19	2.89		3	0.46		3	0.46		312	47.42		4	0.61		0	0.00		1	0.15		0	0.00		2	0.30		0	0.00		252	38.30		3	0.46		0	0.00		10	1.52		0	0.00		0	0.00		0	0.00		0	0.00		658	94.68		37	5.32		695	0.86
Ettalong West		111	4.46		28	1.13		3	0.12		0	0.00		36	1.45		5	0.20		110	4.42		42	1.69		9	0.36		1106	44.45		18	0.72		2	0.08		31	1.25		0	0.00		5	0.20		2	0.08		851	34.20		21	0.84		3	0.12		77	3.09		0	0.00		3	0.12		25	1.00		0	0.00		2488	96.17		99	3.83		2587	3.21
Gosford		39	3.08		28	2.21		0	0.00		1	0.08		14	1.11		2	0.16		118	9.33		15	1.19		0	0.00		413	32.65		9	0.71		1	0.08		4	0.32		0	0.00		2	0.16		2	0.16		548	43.32		7	0.55		2	0.16		50	3.95		0	0.00		1	0.08		9	0.71		0	0.00		1265	95.91		54	4.09		1319	1.63
Gosford East		90	3.39		80	3.01		1	0.04		2	0.08		27	1.02		9	0.34		139	5.24		23	0.87		5	0.19		742	27.95		9	0.34		1	0.04		8	0.30		0	0.00		5	0.19		2	0.08		1382	52.05		17	0.64		4	0.15		98	3.69		1	0.04		0	0.00		10	0.38		0	0.00		2655	96.48		97	3.52		2752	3.41
Gosford West		48	4.11		19	1.63		1	0.09		1	0.09		8	0.68		2	0.17		71	6.07		7	0.60		3	0.26		317	27.12		4	0.34		1	0.09		3	0.26		0	0.00		0	0.00		2	0.17		636	54.41		10	0.86		1	0.09		31	2.65		0	0.00		0	0.00		3	0.26		1	0.09		1169	94.66		66	5.34		1235	1.53
Green Point		35	3.48		48	4.77		0	0.00		0	0.00		5	0.50		4	0.40		61	6.06		8	0.80		0	0.00		207	20.58		1	0.10		0	0.00		4	0.40		0	0.00		0	0.00		0	0.00		600	59.64		1	0.10		1	0.10		29	2.88		0	0.00		0	0.00		2	0.20		0	0.00		1006	96.18		40	3.82		1046	1.30
Hardys Bay		10	3.24		2	0.65		0	0.00		0	0.00		1	0.32		5	1.62		28	9.06		5	1.62		1	0.32		85	27.51		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		142	45.95		0	0.00		0	0.00		30	9.71		0	0.00		0	0.00		0	0.00		0	0.00		309	94.50		18	5.50		327	0.41
Henry Kendall		37	5.86		8	1.27		0	0.00		0	0.00		7	1.11		3	0.48		56	8.87		13	2.06		1	0.16		185	29.32		6	0.95		0	0.00		4	0.63		0	0.00		2	0.32		1	0.16		282	44.69		6	0.95		1	0.16		16	2.54		0	0.00		1	0.16		1	0.16		1	0.16		631	97.83		14	2.17		645	0.80
Kariong		96	3.29		43	1.47		2	0.07		2	0.07		24	0.82		15	0.51		185	6.33		37	1.27		0	0.00		785	26.87		23	0.79		0	0.00		25	0.86		0	0.00		1	0.03		3	0.10		1580	54.09		17	0.58		1	0.03		66	2.26		0	0.00		0	0.00		16	0.55		0	0.00		2921	97.08		88	2.92		3009	3.73
Kincumber		93	3.53		55	2.08		0	0.00		1	0.04		39	1.48		2	0.08		178	6.75		22	0.83		5	0.19		849	32.18		14	0.53		0	0.00		20	0.76		0	0.00		2	0.08		3	0.11		1227	46.51		8	0.30		4	0.15		109	4.13		0	0.00		1	0.04		6	0.23		0	0.00		2638	96.67		91	3.33		2729	3.38
Kincumber Central		59	4.35		21	1.55		4	0.30		0	0.00		11	0.81		5	0.37		85	6.27		10	0.74		2	0.15		456	33.65		8	0.59		0	0.00		7	0.52		0	0.00		2	0.15		1	0.07		649	47.90		4	0.30		1	0.07		24	1.77		0	0.00		1	0.07		5	0.37		0	0.00		1355	96.72		46	3.28		1401	1.74
Macmasters Beach		12	2.24		14	2.62		0	0.00		0	0.00		5	0.93		20	3.74		45	8.41		7	1.31		0	0.00		131	24.49		1	0.19		0	0.00		4	0.75		0	0.00		0	0.00		1	0.19		232	43.36		2	0.37		4	0.75		51	9.53		0	0.00		1	0.19		5	0.93		0	0.00		535	98.71		7	1.29		542	0.67
Mangrove Mountain		33	6.75		12	2.45		0	0.00		0	0.00		5	1.02		4	0.82		27	5.52		5	1.02		1	0.20		93	19.02		4	0.82		0	0.00		9	1.84		0	0.00		0	0.00		1	0.20		279	57.06		1	0.20		0	0.00		14	2.86		0	0.00		0	0.00		1	0.20		0	0.00		489	94.04		31	5.96		520	0.64
Mooney Mooney		17	6.12		5	1.80		0	0.00		0	0.00		0	0.00		0	0.00		29	10.43		3	1.08		1	0.36		69	24.82		1	0.36		0	0.00		8	2.88		0	0.00		0	0.00		0	0.00		129	46.40		1	0.36		0	0.00		14	5.04		0	0.00		0	0.00		1	0.36		0	0.00		278	98.93		3	1.07		281	0.35
Mount White		4	3.70		0	0.00		0	0.00		0	0.00		2	1.85		0	0.00		7	6.48		1	0.93		0	0.00		30	27.78		0	0.00		0	0.00		1	0.93		0	0.00		0	0.00		1	0.93		57	52.78		1	0.93		0	0.00		3	2.78		0	0.00		0	0.00		1	0.93		0	0.00		108	99.08		1	0.92		109	0.14
Narara South		47	2.99		81	5.15		3	0.19		2	0.13		21	1.33		6	0.38		135	8.58		21	1.33		4	0.25		414	26.30		6	0.38		0	0.00		8	0.51		0	0.00		0	0.00		3	0.19		741	47.08		14	0.89		1	0.06		50	3.18		0	0.00		1	0.06		16	1.02		0	0.00		1574	97.40		42	2.60		1616	2.00
Niagara Park (Robertson)		12	3.60		10	3.00		0	0.00		0	0.00		6	1.80		0	0.00		31	9.31		4	1.20		2	0.60		83	24.92		3	0.90		2	0.60		0	0.00		0	0.00		0	0.00		0	0.00		163	48.95		4	1.20		0	0.00		11	3.30		0	0.00		1	0.30		1	0.30		0	0.00		333	97.08		10	2.92		343	0.43
Ocean Beach		133	5.20		24	0.94		1	0.04		0	0.00		50	1.95		5	0.20		141	5.51		28	1.09		5	0.20		957	37.40		17	0.66		1	0.04		26	1.02		0	0.00		2	0.08		3	0.12		1038	40.56		11	0.43		1	0.04		103	4.03		2	0.08		0	0.00		10	0.39		1	0.04		2559	96.24		100	3.76		2659	3.29
Patonga		4	1.75		3	1.31		1	0.44		0	0.00		5	2.18		1	0.44		11	4.80		4	1.75		1	0.44		81	35.37		3	1.31		0	0.00		2	0.87		0	0.00		0	0.00		0	0.00		98	42.79		0	0.00		0	0.00		14	6.11		0	0.00		0	0.00		0	0.00		1	0.44		229	92.71		18	7.29		247	0.31
Pearl Beach		7	2.19		4	1.25		0	0.00		0	0.00		2	0.63		1	0.31		13	4.06		1	0.31		0	0.00		86	26.88		0	0.00		0	0.00		0	0.00		0	0.00		3	0.94		0	0.00		166	51.88		0	0.00		0	0.00		37	11.56		0	0.00		0	0.00		0	0.00		0	0.00		320	96.97		10	3.03		330	0.41
Peats Ridge		10	4.37		2	0.87		0	0.00		0	0.00		1	0.44		0	0.00		11	4.80		1	0.44		1	0.44		48	20.96		2	0.87		0	0.00		2	0.87		0	0.00		0	0.00		0	0.00		139	60.70		0	0.00		1	0.44		11	4.80		0	0.00		0	0.00		0	0.00		0	0.00		229	96.22		9	3.78		238	0.29
Point Clare		82	3.32		56	2.27		0	0.00		1	0.04		20	0.81		10	0.41		173	7.01		22	0.89		1	0.04		745	30.17		16	0.65		0	0.00		16	0.65		0	0.00		3	0.12		2	0.08		1217	49.29		8	0.32		1	0.04		87	3.52		0	0.00		0	0.00		9	0.36		0	0.00		2469	96.67		85	3.33		2554	3.16
Pretty Beach		12	1.75		3	0.44		0	0.00		0	0.00		0	0.00		9	1.31		67	9.77		4	0.58		0	0.00		184	26.82		1	0.15		0	0.00		13	1.90		0	0.00		0	0.00		1	0.15		310	45.19		1	0.15		1	0.15		78	11.37		0	0.00		0	0.00		2	0.29		0	0.00		686	97.17		20	2.83		706	0.87
Saratoga		77	4.37		17	0.96		1	0.06		0	0.00		17	0.96		4	0.23		136	7.72		16	0.91		2	0.11		490	27.81		13	0.74		2	0.11		16	0.91		1	0.06		2	0.11		2	0.11		878	49.83		8	0.45		4	0.23		68	3.86		0	0.00		1	0.06		5	0.28		2	0.11		1762	98.00		36	2.00		1798	2.23
Scaysbrook		21	2.97		15	2.12		1	0.14		0	0.00		6	0.85		2	0.28		25	3.53		4	0.56		0	0.00		180	25.42		2	0.28		1	0.14		0	0.00		1	0.14		2	0.28		0	0.00		432	61.02		1	0.14		0	0.00		9	1.27		0	0.00		0	0.00		6	0.85		0	0.00		708	94.78		39	5.22		747	0.93
Somersby		27	5.26		11	2.14		0	0.00		0	0.00		5	0.97		1	0.19		35	6.82		2	0.39		0	0.00		72	14.04		2	0.39		0	0.00		4	0.78		0	0.00		0	0.00		0	0.00		327	63.74		2	0.39		2	0.39		19	3.70		0	0.00		0	0.00		4	0.78		0	0.00		513	96.43		19	3.57		532	0.66
Spencer		14	8.33		3	1.79		0	0.00		0	0.00		2	1.19		0	0.00		10	5.95		0	0.00		2	1.19		65	38.69		1	0.60		0	0.00		1	0.60		0	0.00		0	0.00		0	0.00		57	33.93		1	0.60		1	0.60		9	5.36		0	0.00		0	0.00		1	0.60		1	0.60		168	98.25		3	1.75		171	0.21
Springfield		64	3.67		48	2.75		0	0.00		1	0.06		23	1.32		7	0.40		109	6.24		17	0.97		3	0.17		620	35.51		13	0.74		1	0.06		17	0.97		0	0.00		1	0.06		4	0.23		744	42.61		16	0.92		0	0.00		49	2.81		1	0.06		0	0.00		8	0.46		0	0.00		1746	97.11		52	2.89		1798	2.23
Sydney (Robertson)		5	5.88		0	0.00		1	1.18		0	0.00		0	0.00		0	0.00		7	8.24		0	0.00		1	1.18		22	25.88		4	4.71		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		37	43.53		0	0.00		0	0.00		8	9.41		0	0.00		0	0.00		0	0.00		0	0.00		85	98.84		1	1.16		86	0.11
Terrigal (Robertson)		39	1.64		40	1.68		3	0.13		2	0.08		13	0.55		18	0.76		189	7.96		21	0.88		5	0.21		555	23.37		10	0.42		1	0.04		23	0.97		1	0.04		3	0.13		5	0.21		1286	54.15		11	0.46		4	0.17		133	5.60		1	0.04		0	0.00		10	0.42		2	0.08		2375	97.38		64	2.62		2439	3.02
Terrigal Central		15	2.45		9	1.47		1	0.16		0	0.00		5	0.82		6	0.98		47	7.68		4	0.65		0	0.00		136	22.22		1	0.16		0	0.00		4	0.65		0	0.00		0	0.00		2	0.33		355	58.01		2	0.33		0	0.00		22	3.59		0	0.00		2	0.33		1	0.16		0	0.00		612	94.30		37	5.70		649	0.80
Terrigal West		19	1.90		22	2.20		0	0.00		0	0.00		6	0.60		5	0.50		57	5.69		8	0.80		3	0.30		234	23.38		4	0.40		1	0.10		3	0.30		0	0.00		1	0.10		1	0.10		593	59.24		5	0.50		1	0.10		34	3.40		0	0.00		0	0.00		4	0.40		0	0.00		1001	97.00		31	3.00		1032	1.28
Umina Bullion St.		81	5.00		19	1.17		1	0.06		1	0.06		26	1.61		1	0.06		55	3.40		12	0.74		3	0.19		673	41.57		5	0.31		1	0.06		7	0.43		0	0.00		4	0.25		1	0.06		673	41.57		8	0.49		1	0.06		39	2.41		0	0.00		3	0.19		5	0.31		0	0.00		1619	94.57		93	5.43		1712	2.12
Umina Central		122	5.70		27	1.26		1	0.05		0	0.00		25	1.17		4	0.19		115	5.38		26	1.22		3	0.14		815	38.10		18	0.84		0	0.00		19	0.89		0	0.00		0	0.00		1	0.05		859	40.16		17	0.79		6	0.28		60	2.81		1	0.05		1	0.05		18	0.84		1	0.05		2139	97.32		59	2.68		2198	2.72
Umina Mall		105	5.72		20	1.09		1	0.05		0	0.00		21	1.14		2	0.11		100	5.45		15	0.82		3	0.16		708	38.58		11	0.60		1	0.05		17	0.93		1	0.05		2	0.11		2	0.11		757	41.25		5	0.27		0	0.00		55	3.00		0	0.00		1	0.05		8	0.44		0	0.00		1835	95.13		94	4.87		1929	2.39
Woy Woy		198	6.61		43	1.44		3	0.10		1	0.03		40	1.34		10	0.33		119	3.97		32	1.07		6	0.20		1115	37.22		10	0.33		4	0.13		21	0.70		0	0.00		2	0.07		2	0.07		1270	42.39		10	0.33		2	0.07		89	2.97		0	0.00		0	0.00		16	0.53		3	0.10		2996	94.33		180	5.67		3176	3.94
Woy Woy Bay		11	4.33		4	1.57		0	0.00		0	0.00		0	0.00		1	0.39		23	9.06		5	1.97		1	0.39		62	24.41		0	0.00		0	0.00		1	0.39		0	0.00		0	0.00		0	0.00		125	49.21		1	0.39		1	0.39		19	7.48		0	0.00		0	0.00		0	0.00		0	0.00		254	97.32		7	2.68		261	0.32
Woy Woy South		69	6.21		23	2.07		1	0.09		1	0.09		15	1.35		2	0.18		57	5.13		9	0.81		1	0.09		414	37.23		5	0.45		1	0.09		11	0.99		1	0.09		3	0.27		1	0.09		446	40.11		8	0.72		0	0.00		39	3.51		0	0.00		0	0.00		5	0.45		0	0.00		1112	95.94		47	4.06		1159	1.44
Wyoming (Robertson)		41	3.22		34	2.67		0	0.00		2	0.16		12	0.94		3	0.24		102	8.00		12	0.94		5	0.39		418	32.78		7	0.55		0	0.00		15	1.18		1	0.08		1	0.08		2	0.16		551	43.22		12	0.94		3	0.24		49	3.84		0	0.00		1	0.08		4	0.31		0	0.00		1275	97.18		37	2.82		1312	1.63
Special Hospitals		11	2.33		5	1.06		0	0.00		0	0.00		5	1.06		0	0.00		11	2.33		0	0.00		2	0.42		194	41.01		1	0.21		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		239	50.53		1	0.21		0	0.00		3	0.63		0	0.00		0	0.00		1	0.21		0	0.00		473	94.98		25	5.02		498	0.62
Total Ordinary		2623	4.09		1176	1.83		40	0.06		22	0.03		728	1.14		228	0.36		3882	6.05		612	0.95		117	0.18		20209	31.52		325	0.51		36	0.06		473	0.74		8	0.01		72	0.11		66	0.10		30494	47.55		314	0.49		64	0.10		2295	3.58		6	0.01		25	0.04		295	0.46		15	0.02		64125	96.41		2389	3.59		66514	82.42
ABSENT		224	4.26		100	1.90		8	0.15		1	0.02		79	1.50		17	0.32		438	8.32		107	2.03		12	0.23		1475	28.03		43	0.82		3	0.06		63	1.20		1	0.02		9	0.17		7	0.13		2252	42.79		47	0.89		4	0.08		317	6.02		1	0.02		4	0.08		48	0.91		3	0.06		5263	97.66		126	2.34		5389	6.68
POSTAL		150	4.68		46	1.44		3	0.09		0	0.00		27	0.84		5	0.16		153	4.78		11	0.34		6	0.19		880	27.47		13	0.41		0	0.00		9	0.28		3	0.09		2	0.06		5	0.16		1789	55.85		17	0.53		5	0.16		55	1.72		0	0.00		2	0.06		22	0.69		0	0.00		3203	98.86		37	1.14		3240	4.01
PRE_POLL		261	5.60		77	1.65		0	0.00		0	0.00		50	1.07		11	0.24		257	5.52		22	0.47		7	0.15		1433	30.75		30	0.64		9	0.19		33	0.71		1	0.02		5	0.11		8	0.17		2256	48.41		30	0.64		6	0.13		147	3.15		0	0.00		2	0.04		15	0.32		0	0.00		4660	98.27		82	1.73		4742	5.88
PROVISIONAL		27	3.41		15	1.89		0	0.00		0	0.00		16	2.02		1	0.13		51	6.44		22	2.78		1	0.13		273	34.47		9	1.14		0	0.00		10	1.26		0	0.00		0	0.00		4	0.51		301	38.01		7	0.88		0	0.00		46	5.81		1	0.13		1	0.13		7	0.88		0	0.00		792	97.06		24	2.94		816	1.01
Division Summary		3285	4.21		1414	1.81		51	0.07		23	0.03		900	1.15		262	0.34		4781	6.13		774	0.99		143	0.18		24270	31.1		420	0.54		48	0.06		588	0.75		13	0.02		88	0.11		90	0.12		37092	47.53		415	0.53		79	0.1		2860	3.66		8	0.01		34	0.04		387	0.5		18	0.02		78043	96.71		2658	3.29		80701	95.66
