Senate - 2001 Election: New South Wales																																																																																	
First Preference Votes by Group 																																																																																	
By Polling Place																																																																																	

Chifley (83474)																																																																																	
		Group A Total			Group B Total			Group C Total			Group D Total			Group E Total			Group F Total			Group G Total			Group H Total			Group I Total			Group J Total			Group K Total			Group L Total			Group M Total			Group N Total			Group O Total			Group P Total			Group Q Total			Group R Total			Group S Total			Group T Total			Group U Total			Group V Total			Group W Total			Ungrouped Total 			FORMAL 			INFORMAL 			TOTAL 	
Emerton		79	7.86		22	2.19		1	0.10		1	0.10		27	2.69		0	0.00		20	1.99		12	1.19		7	0.70		558	55.52		5	0.50		1	0.10		16	1.59		0	0.00		2	0.20		0	0.00		217	21.59		12	1.19		2	0.20		14	1.39		0	0.00		0	0.00		9	0.90		0	0.00		1005	94.28		61	5.72		1066	1.35
Glendenning		80	3.64		55	2.50		6	0.27		0	0.00		61	2.78		0	0.00		72	3.28		15	0.68		3	0.14		1177	53.60		12	0.55		2	0.09		22	1.00		1	0.05		2	0.09		0	0.00		623	28.37		24	1.09		3	0.14		21	0.96		1	0.05		1	0.05		15	0.68		0	0.00		2196	95.15		112	4.85		2308	2.91
Hassall Grove		127	4.31		44	1.49		2	0.07		0	0.00		74	2.51		1	0.03		99	3.36		25	0.85		11	0.37		1667	56.55		15	0.51		3	0.10		18	0.61		2	0.07		4	0.14		3	0.10		752	25.51		27	0.92		3	0.10		49	1.66		0	0.00		2	0.07		20	0.68		0	0.00		2948	95.34		144	4.66		3092	3.90
Hebersham		143	7.18		41	2.06		0	0.00		0	0.00		73	3.66		1	0.05		50	2.51		14	0.70		8	0.40		1069	53.66		16	0.80		0	0.00		11	0.55		0	0.00		3	0.15		4	0.20		467	23.44		29	1.46		5	0.25		42	2.11		0	0.00		0	0.00		16	0.80		0	0.00		1992	95.72		89	4.28		2081	2.63
Lethbridge Park		176	8.61		33	1.62		2	0.10		2	0.10		80	3.92		0	0.00		50	2.45		32	1.57		10	0.49		1123	54.97		4	0.20		0	0.00		12	0.59		0	0.00		3	0.15		5	0.24		431	21.10		24	1.17		2	0.10		27	1.32		0	0.00		2	0.10		24	1.17		1	0.05		2043	92.53		165	7.47		2208	2.79
Madang		55	7.72		22	3.09		2	0.28		0	0.00		31	4.35		0	0.00		18	2.53		7	0.98		4	0.56		386	54.21		4	0.56		3	0.42		4	0.56		0	0.00		1	0.14		3	0.42		142	19.94		11	1.54		2	0.28		9	1.26		1	0.14		0	0.00		7	0.98		0	0.00		712	96.87		23	3.13		735	0.93
Marayong (Chifley)		31	6.67		13	2.80		0	0.00		0	0.00		13	2.80		1	0.22		21	4.52		6	1.29		2	0.43		220	47.31		1	0.22		1	0.22		4	0.86		0	0.00		1	0.22		2	0.43		136	29.25		3	0.65		0	0.00		7	1.51		0	0.00		1	0.22		2	0.43		0	0.00		465	90.12		51	9.88		516	0.65
Marayong South		81	8.53		33	3.47		5	0.53		3	0.32		20	2.11		0	0.00		41	4.32		8	0.84		2	0.21		441	46.42		6	0.63		0	0.00		9	0.95		0	0.00		1	0.11		0	0.00		262	27.58		8	0.84		0	0.00		21	2.21		0	0.00		0	0.00		8	0.84		1	0.11		950	95.38		46	4.62		996	1.26
Marayong West (Chifley)		10	2.99		12	3.58		1	0.30		0	0.00		16	4.78		0	0.00		11	3.28		3	0.90		0	0.00		152	45.37		4	1.19		0	0.00		2	0.60		1	0.30		1	0.30		0	0.00		112	33.43		2	0.60		0	0.00		5	1.49		0	0.00		0	0.00		2	0.60		1	0.30		335	95.17		17	4.83		352	0.44
Minchinbury		117	4.64		68	2.70		6	0.24		0	0.00		44	1.75		0	0.00		88	3.49		18	0.71		8	0.32		1109	43.99		11	0.44		2	0.08		20	0.79		12	0.48		5	0.20		2	0.08		940	37.29		14	0.56		0	0.00		33	1.31		0	0.00		1	0.04		23	0.91		0	0.00		2521	93.61		172	6.39		2693	3.40
Mount Druitt Hospital		33	5.11		32	4.95		1	0.15		0	0.00		25	3.87		2	0.31		20	3.10		1	0.15		2	0.31		372	57.59		1	0.15		0	0.00		2	0.31		0	0.00		0	0.00		2	0.31		130	20.12		9	1.39		1	0.15		5	0.77		0	0.00		1	0.15		7	1.08		0	0.00		646	94.72		36	5.28		682	0.86
Mount Druitt North		94	5.44		41	2.37		5	0.29		2	0.12		59	3.41		1	0.06		51	2.95		10	0.58		5	0.29		999	57.81		6	0.35		0	0.00		10	0.58		0	0.00		1	0.06		3	0.17		384	22.22		12	0.69		2	0.12		33	1.91		0	0.00		2	0.12		7	0.41		1	0.06		1728	93.76		115	6.24		1843	2.33
Mount Druitt South		205	7.89		78	3.00		2	0.08		5	0.19		50	1.92		0	0.00		67	2.58		19	0.73		10	0.38		1147	44.13		18	0.69		3	0.12		22	0.85		6	0.23		2	0.08		1	0.04		852	32.78		25	0.96		3	0.12		57	2.19		0	0.00		4	0.15		22	0.85		1	0.04		2599	93.56		179	6.44		2778	3.51
O.L.C. Home		44	7.24		17	2.80		1	0.16		0	0.00		16	2.63		0	0.00		17	2.80		1	0.16		3	0.49		269	44.24		1	0.16		1	0.16		0	0.00		4	0.66		0	0.00		1	0.16		215	35.36		5	0.82		2	0.33		5	0.82		0	0.00		0	0.00		6	0.99		0	0.00		608	93.97		39	6.03		647	0.82
Oxley Park		204	8.98		37	1.63		1	0.04		2	0.09		51	2.25		2	0.09		92	4.05		26	1.14		8	0.35		934	41.13		13	0.57		1	0.04		20	0.88		1	0.04		2	0.09		6	0.26		775	34.13		28	1.23		2	0.09		33	1.45		1	0.04		1	0.04		31	1.37		0	0.00		2271	92.81		176	7.19		2447	3.09
Plumpton		184	4.78		99	2.57		11	0.29		4	0.10		99	2.57		1	0.03		110	2.86		26	0.68		13	0.34		2170	56.36		17	0.44		4	0.10		22	0.57		0	0.00		3	0.08		5	0.13		952	24.73		25	0.65		3	0.08		68	1.77		0	0.00		2	0.05		31	0.81		1	0.03		3850	96.18		153	3.82		4003	5.05
Rooty Hill North		214	6.80		72	2.29		2	0.06		3	0.10		81	2.58		0	0.00		103	3.28		25	0.79		11	0.35		1554	49.41		15	0.48		2	0.06		12	0.38		2	0.06		3	0.10		2	0.06		948	30.14		35	1.11		2	0.06		45	1.43		2	0.06		2	0.06		10	0.32		0	0.00		3145	94.30		190	5.70		3335	4.21
Rooty Hill South		130	7.65		57	3.35		2	0.12		0	0.00		37	2.18		0	0.00		57	3.35		19	1.12		3	0.18		876	51.56		8	0.47		1	0.06		13	0.77		3	0.18		1	0.06		2	0.12		451	26.55		14	0.82		1	0.06		19	1.12		0	0.00		0	0.00		4	0.24		1	0.06		1699	94.81		93	5.19		1792	2.26
St Marys		97	7.55		20	1.56		2	0.16		1	0.08		42	3.27		0	0.00		37	2.88		12	0.93		2	0.16		612	47.63		4	0.31		3	0.23		14	1.09		0	0.00		3	0.23		1	0.08		384	29.88		17	1.32		1	0.08		23	1.79		0	0.00		1	0.08		9	0.70		0	0.00		1285	93.12		95	6.88		1380	1.74
St Marys North		197	10.11		31	1.59		2	0.10		5	0.26		53	2.72		0	0.00		48	2.46		15	0.77		7	0.36		945	48.51		17	0.87		0	0.00		16	0.82		0	0.00		1	0.05		4	0.21		536	27.52		27	1.39		1	0.05		24	1.23		0	0.00		1	0.05		16	0.82		2	0.10		1948	95.26		97	4.74		2045	2.58
St Marys South		167	7.07		53	2.24		2	0.08		1	0.04		73	3.09		1	0.04		75	3.18		30	1.27		3	0.13		1024	43.37		19	0.80		2	0.08		16	0.68		1	0.04		5	0.21		3	0.13		778	32.95		25	1.06		3	0.13		42	1.78		0	0.00		4	0.17		33	1.40		1	0.04		2361	92.73		185	7.27		2546	3.21
Shalvey		126	8.13		24	1.55		3	0.19		2	0.13		71	4.58		2	0.13		41	2.65		13	0.84		7	0.45		803	51.84		8	0.52		1	0.06		19	1.23		0	0.00		1	0.06		1	0.06		351	22.66		23	1.48		0	0.00		40	2.58		2	0.13		0	0.00		11	0.71		0	0.00		1549	94.34		93	5.66		1642	2.07
Sydney (Chifley)		2	2.50		1	1.25		0	0.00		0	0.00		5	6.25		0	0.00		2	2.50		0	0.00		0	0.00		46	57.50		1	1.25		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		20	25.00		0	0.00		0	0.00		3	3.75		0	0.00		0	0.00		0	0.00		0	0.00		80	94.12		5	5.88		85	0.11
Tregear		163	9.47		34	1.97		3	0.17		2	0.12		48	2.79		0	0.00		34	1.97		26	1.51		4	0.23		917	53.25		12	0.70		0	0.00		14	0.81		3	0.17		4	0.23		1	0.06		392	22.76		24	1.39		3	0.17		21	1.22		0	0.00		1	0.06		15	0.87		1	0.06		1722	94.36		103	5.64		1825	2.30
Walters Road (Chifley)		109	4.37		103	4.13		1	0.04		1	0.04		47	1.88		1	0.04		103	4.13		30	1.20		3	0.12		1205	48.28		14	0.56		1	0.04		16	0.64		1	0.04		1	0.04		4	0.16		766	30.69		22	0.88		6	0.24		44	1.76		0	0.00		0	0.00		17	0.68		1	0.04		2496	95.09		129	4.91		2625	3.31
Whalan		148	8.75		20	1.18		4	0.24		0	0.00		64	3.78		1	0.06		52	3.08		16	0.95		6	0.35		954	56.42		13	0.77		3	0.18		15	0.89		0	0.00		4	0.24		4	0.24		323	19.10		28	1.66		2	0.12		25	1.48		0	0.00		1	0.06		8	0.47		0	0.00		1691	94.15		105	5.85		1796	2.27
Willmot		119	10.69		17	1.53		1	0.09		0	0.00		40	3.59		0	0.00		37	3.32		19	1.71		5	0.45		546	49.06		8	0.72		3	0.27		15	1.35		0	0.00		2	0.18		1	0.09		254	22.82		16	1.44		0	0.00		20	1.80		0	0.00		1	0.09		9	0.81		0	0.00		1113	93.29		80	6.71		1193	1.51
Woodcroft		22	3.00		18	2.46		5	0.68		0	0.00		7	0.95		1	0.14		30	4.09		5	0.68		0	0.00		394	53.75		2	0.27		1	0.14		5	0.68		0	0.00		1	0.14		1	0.14		223	30.42		7	0.95		0	0.00		7	0.95		0	0.00		0	0.00		4	0.55		0	0.00		733	97.99		15	2.01		748	0.94
Special Hospitals		0	0.00		1	10.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		5	50.00		1	10.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		3	30.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		10	100.00		0	0.00		10	0.01
Total Ordinary		4413	6.85		1483	2.30		115	0.18		44	0.07		1799	2.79		27	0.04		1982	3.08		571	0.89		199	0.31		32703	50.78		344	0.53		54	0.08		513	0.80		39	0.06		86	0.13		80	0.12		17619	27.36		702	1.09		65	0.10		999	1.55		12	0.02		31	0.05		499	0.77		22	0.03		64401	94.48		3766	5.52		68167	86.05
ABSENT		331	6.24		112	2.11		12	0.23		5	0.09		241	4.55		4	0.08		212	4.00		87	1.64		9	0.17		2161	40.76		64	1.21		6	0.11		77	1.45		2	0.04		8	0.15		12	0.23		1640	30.93		90	1.70		9	0.17		144	2.72		1	0.02		5	0.09		69	1.30		1	0.02		5302	97.05		161	2.95		5463	6.90
POSTAL		130	8.40		31	2.00		1	0.06		1	0.06		45	2.91		0	0.00		52	3.36		8	0.52		2	0.13		685	44.25		13	0.84		10	0.65		3	0.19		1	0.06		1	0.06		0	0.00		496	32.04		25	1.61		7	0.45		14	0.90		0	0.00		3	0.19		20	1.29		0	0.00		1548	98.79		19	1.21		1567	1.98
PRE_POLL		201	7.10		91	3.21		7	0.25		3	0.11		117	4.13		1	0.04		96	3.39		22	0.78		6	0.21		1337	47.21		21	0.74		0	0.00		24	0.85		1	0.04		3	0.11		5	0.18		781	27.58		28	0.99		4	0.14		50	1.77		1	0.04		2	0.07		31	1.09		0	0.00		2832	97.29		79	2.71		2911	3.67
PROVISIONAL		59	5.59		27	2.56		1	0.09		0	0.00		47	4.45		1	0.09		24	2.27		23	2.18		4	0.38		548	51.89		8	0.76		4	0.38		13	1.23		0	0.00		0	0.00		1	0.09		229	21.69		14	1.33		0	0.00		25	2.37		0	0.00		18	1.70		10	0.95		0	0.00		1056	95.22		53	4.78		1109	1.40
Division Summary		5134	6.83		1744	2.32		136	0.18		53	0.07		2249	2.99		33	0.04		2366	3.15		711	0.95		220	0.29		37434	49.82		450	0.6		74	0.1		630	0.84		43	0.06		98	0.13		98	0.13		20765	27.64		859	1.14		85	0.11		1232	1.64		14	0.02		59	0.08		629	0.84		23	0.03		75139	94.85		4078	5.15		79217	94.9
