			WEBECK			CAMPBELL			HARKNESS			PLUMB			DAWSON			SHAW			GOLDFINCH			MARSH			LAW			HOWARD										
			Robert			Nicole			Bruce			Noel			John			Jimmy			Peter Lloyd			Peter			May			John Winston										
			(HAN)			(ALP)			(NGST)			(SAS)			(IND)			(GRN)			(DEM)			(NCP)			(UNI)			(LP)										
Count			Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Total							
FIRST			2126	2.73		24053	30.94		535	0.69		205	0.26		458	0.59		3133	4.03		4415	5.68		84	0.11		1474	1.90		41255	53.07		77738							
SECOND			20	23.81		11	13.10		6	7.14		3	3.57		5	5.95		11	13.10		12	14.29			Excluded		7	8.33		9	10.71		84							
	TOTAL		2146	2.76		24064	30.96		541	0.70		208	0.27		463	0.60		3144	4.04		4427	5.69					1481	1.91		41264	53.08		77738							
THIRD			14	6.73		40	19.23		18	8.65			Excluded		17	8.17		69	33.17		21	10.10					6	2.88		23	11.06		208							
	TOTAL		2160	2.78		24104	31.01		559	0.72					480	0.62		3213	4.13		4448	5.72					1487	1.91		41287	53.11		77738							
FOURTH			51	10.63		74	15.42		57	11.88						Excluded		124	25.83		69	14.38					19	3.96		86	17.92		480							
	TOTAL		2211	2.84		24178	31.10		616	0.79								3337	4.29		4517	5.81					1506	1.94		41373	53.22		77738							
FIFTH			71	11.53		236	38.31			Excluded								142	23.05		63	10.23					47	7.63		57	9.25		616							
	TOTAL		2282	2.94		24414	31.41											3479	4.48		4580	5.89					1553	2.00		41430	53.29		77738							
SIXTH			33	2.12		665	42.82											167	10.75		443	28.53						Excluded		245	15.78		1553							
	TOTAL		2315	2.98		25079	32.26											3646	4.69		5023	6.46								41675	53.61		77738							
SEVENTH				Excluded		1016	43.89											326	14.08		192	8.29								781	33.74		2315							
	TOTAL					26095	33.57											3972	5.11		5215	6.71								42456	54.61		77738							
EIGHTH						1112	28.00												Excluded		2406	60.57								454	11.43		3972							
	TOTAL					27207	35.00														7621	9.80								42910	55.20		77738							
NINTH						5670	74.40															Excluded								1951	25.60		7621							
	TOTAL					32877	42.29																							44861	57.71		77738							
																															Elected									
																																								
Berowra																																								
			SPARKS			BALL			CHOI			SLATER			RUDDOCK			GALE			NANNELLI			GALLAGHER																
			Philip			Harry			Daniel			Richard			Philip Maxwell			Maureen			Owen			P J																
			(DEM)			(HAN)			(UNI)			(ALP)			(LP)			(GRN)			(CTA)			(NGST)																
Count			Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Total													
FIRST			5047	6.49		1537	1.98		1124	1.44		17748	22.81		45575	58.57		4029	5.18		1632	2.10		1117	1.44		77809													
SECOND			137	12.26		109	9.76		49	4.39		237	21.22		233	20.86		236	21.13		116	10.38			Excluded		1117													
	TOTAL		5184	6.66		1646	2.12		1173	1.51		17985	23.11		45808	58.87		4265	5.48		1748	2.25					77809													
THIRD			258	21.99		36	3.07			Excluded		461	39.30		200	17.05		167	14.24		51	4.35					1173													
	TOTAL		5442	6.99		1682	2.16					18446	23.71		46008	59.13		4432	5.70		1799	2.31					77809													
FOURTH			295	17.54			Excluded					296	17.60		634	37.69		244	14.51		213	12.66					1682													
	TOTAL		5737	7.37								18742	24.09		46642	59.94		4676	6.01		2012	2.59					77809													
FIFTH			252	12.52								261	12.97		1180	58.65		319	15.85			Excluded					2012													
	TOTAL		5989	7.70								19003	24.42		47822	61.46		4995	6.42								77809													
SIXTH			2525	50.55								1614	32.31		856	17.14			Excluded								4995													
	TOTAL		8514	10.94								20617	26.50		48678	62.56											77809													
SEVENTH				Excluded								6114	71.81		2400	28.19											8514													
	TOTAL											26731	34.35		51078	65.65											77809													
																Elected																								
																																								
Blaxland																																								
			MCDERMOTT			VINNICOMBE			ANNY			HATTON			SAYEGH			PETERSON			HAWAT			MCKAY			OSMOND													
			Colin			Bob			Munther			Michael			Peter			Janne			Dario			Sonya			Les													
			(DEM)			(HAN)			(IND)			(ALP)			(IND)			(CTA)			(UNI)			(GRN)			(LP)													
Count			Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Total										
FIRST			3461	4.94		4248	6.06		443	0.63		37956	54.13		975	1.39		1535	2.19		1493	2.13		1839	2.62		18170	25.91		70120										
SECOND			72	16.25		104	23.48			Excluded		83	18.74		103	23.25		16	3.61		17	3.84		22	4.97		26	5.87		443										
	TOTAL		3533	5.04		4352	6.21					38039	54.25		1078	1.54		1551	2.21		1510	2.15		1861	2.65		18196	25.95		70120										
THIRD			130	12.06		55	5.10					225	20.87			Excluded		113	10.48		88	8.16		77	7.14		390	36.18		1078										
	TOTAL		3663	5.22		4407	6.28					38264	54.57					1664	2.37		1598	2.28		1938	2.76		18586	26.51		70120										
FOURTH			376	23.53		31	1.94					614	38.42					109	6.82			Excluded		291	18.21		177	11.08		1598										
	TOTAL		4039	5.76		4438	6.33					38878	55.44					1773	2.53					2229	3.18		18763	26.76		70120										
FIFTH			211	11.90		349	19.68					381	21.49						Excluded					249	14.04		583	32.88		1773										
	TOTAL		4250	6.06		4787	6.83					39259	55.99											2478	3.53		19346	27.59		70120										
SIXTH			1003	40.48		213	8.60					696	28.09												Excluded		566	22.84		2478										
	TOTAL		5253	7.49		5000	7.13					39955	56.98														19912	28.40		70120										
SEVENTH			1169	23.38			Excluded					969	19.38														2862	57.24		5000										
	TOTAL		6422	9.16								40924	58.36														22774	32.48		70120										
EIGHTH				Excluded								4801	74.76														1621	25.24		6422										
	TOTAL											45725	65.21														24395	34.79		70120										
													Elected																											
																																								
Bradfield																																								
			BELL			BLUNT			WEBECK			NELSON			WISZNIEWSKI			BYRNE																						
			David			Kathie			John			Brendan			Witold			Peter																						
			(GRN)			(ALP)			(HAN)			(LP)			(CTA)			(DEM)																						
Count			Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Total																			
FIRST			5451	6.69		15489	19.01		1247	1.53		52628	64.60		1204	1.48		5443	6.68		81462																			
SECOND			102	8.47		140	11.63		54	4.49		735	61.05			Excluded		173	14.37		1204																			
	TOTAL		5553	6.82		15629	19.19		1301	1.60		53363	65.51					5616	6.89		81462																			
THIRD			252	19.37		215	16.53			Excluded		697	53.57					137	10.53		1301																			
	TOTAL		5805	7.13		15844	19.45					54060	66.36					5753	7.06		81462																			
FOURTH			3060	53.19		1347	23.41					1346	23.40						Excluded		5753																			
	TOTAL		8865	10.88		17191	21.10					55406	68.01								81462																			
FIFTH				Excluded		6302	71.09					2563	28.91								8865																			
	TOTAL					23493	28.84					57969	71.16								81462																			
													Elected																											
																																								
Calare																																								
			MARSHALL			WATTS			ANDREN			SIMPSON			SHEARING			NIXON			KNOWLES																			
			Don			Ian			Peter			David			Dave			Terry			Kath																			
			(DEM)			(GRN)			(IND)			(CEC)			(NP)			(HAN)			(CLR)																			
Count			Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Total																
FIRST			1191	1.50		1217	1.53		40786	51.40		311	0.39		16289	20.53		3249	4.09		16314	20.56		79357																
SECOND			44	14.15		31	9.97		108	34.73			Excluded		63	20.26		38	12.22		27	8.68		311																
	TOTAL		1235	1.56		1248	1.57		40894	51.53					16352	20.61		3287	4.14		16341	20.59		79357																
THIRD				Excluded		561	45.43		370	29.96					104	8.42		52	4.21		148	11.98		1235																
	TOTAL					1809	2.28		41264	52.00					16456	20.74		3339	4.21		16489	20.78		79357																
FOURTH							Excluded		1234	68.21					159	8.79		113	6.25		303	16.75		1809																
	TOTAL								42498	53.55					16615	20.94		3452	4.35		16792	21.16		79357																
FIFTH									1930	55.91					853	24.71			Excluded		669	19.38		3452																
	TOTAL								44428	55.98					17468	22.01					17461	22.00		79357																
SIXTH									15120	86.59					2341	13.41						Excluded		17461																
	TOTAL								59548	75.04					19809	24.96								79357																
										Elected																														
																																								
Charlton																																								
			HOARE			BLYTH			KENDALL			PATERSON			BELL			JOHNSON			THORPE																			
			Kelly			David			Jim			Lindsay			Joshua			Bob			John																			
			(ALP)			(GRN)			(CTA)			(LP)			(DEM)			(HAN)			(UNI)																			
Count			Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Total																
FIRST			35079	46.06		3765	4.94		1859	2.44		25371	33.31		3865	5.07		5884	7.73		339	0.45		76162																
SECOND			57	16.81		52	15.34		22	6.49		26	7.67		72	21.24		110	32.45			Excluded		339																
	TOTAL		35136	46.13		3817	5.01		1881	2.47		25397	33.35		3937	5.17		5994	7.87					76162																
THIRD			218	11.59		214	11.38			Excluded		1040	55.29		195	10.37		214	11.38					1881																
	TOTAL		35354	46.42		4031	5.29					26437	34.71		4132	5.43		6208	8.15					76162																
FOURTH			1375	34.11			Excluded					585	14.51		1722	42.72		349	8.66					4031																
	TOTAL		36729	48.22								27022	35.48		5854	7.69		6557	8.61					76162																
FIFTH			3460	59.10								1719	29.36			Excluded		675	11.53					5854																
	TOTAL		40189	52.77								28741	37.74					7232	9.50					76162																
SIXTH			2962	40.96								4270	59.04						Excluded					7232																
	TOTAL		43151	56.66								33011	43.34											76162																
				Elected																																				
																																								
Chifley																																								
			ASARLOGLOU			BUTLER			HYLAND			DAMJANOVIC			BATES			CLACK			CUNNINGHAM			PRICE			WYNESS													
			Costa			Lindsey			Wayne			Joe			Barbie			S J			David			Roger			Joseph													
			(LP)			(AFI)			(IND)			(HAN)			(SAS)			(DEM)			(GRN)			(ALP)			(CTA)													
Count			Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Total										
FIRST			18225	25.52		1262	1.77		565	0.79		4442	6.22		2347	3.29		1365	1.91		1220	1.71		40203	56.30		1784	2.50		71413										
SECOND			111	19.65		100	17.70			Excluded		69	12.21		70	12.39		80	14.16		40	7.08		79	13.98		16	2.83		565										
	TOTAL		18336	25.68		1362	1.91					4511	6.32		2417	3.38		1445	2.02		1260	1.76		40282	56.41		1800	2.52		71413										
THIRD			119	9.44		90	7.14					53	4.21		224	17.78		278	22.06			Excluded		424	33.65		72	5.71		1260										
	TOTAL		18455	25.84		1452	2.03					4564	6.39		2641	3.70		1723	2.41					40706	57.00		1872	2.62		71413										
FOURTH			407	28.03			Excluded					425	29.27		240	16.53		98	6.75					229	15.77		53	3.65		1452										
	TOTAL		18862	26.41								4989	6.99		2881	4.03		1821	2.55					40935	57.32		1925	2.70		71413										
FIFTH			360	19.77								157	8.62		340	18.67			Excluded					801	43.99		163	8.95		1821										
	TOTAL		19222	26.92								5146	7.21		3221	4.51								41736	58.44		2088	2.92		71413										
SIXTH			895	42.86								144	6.90		284	13.60								765	36.64			Excluded		2088										
	TOTAL		20117	28.17								5290	7.41		3505	4.91								42501	59.51					71413										
SEVENTH			964	27.50								936	26.70			Excluded								1605	45.79					3505										
	TOTAL		21081	29.52								6226	8.72											44106	61.76					71413										
EIGHTH			3704	59.49									Excluded											2522	40.51					6226										
	TOTAL		24785	34.71																				46628	65.29					71413										
																									Elected															
																																								
Cook																																								
			FREW			POULOS			STRANG			PETERS-POWER			BAIRD			BAILEY			YOUNG			SMITH			JAMES													
			Andy			Patricia			Graeme			Cathy			Bruce			Alison			Peri			Malcolm			Peter													
			(HAN)						(IND)			(GRN)			(LP)			(DEM)			(ALP)			(CTA)			(AFI)													
Count			Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Total										
FIRST			4453	5.97		453	0.61		423	0.57		2655	3.56		41959	56.22		2815	3.77		19768	26.49		1256	1.68		852	1.14		74634										
SECOND			53	12.53		50	11.82			Excluded		115	27.19		70	16.55		54	12.77		49	11.58		7	1.65		25	5.91		423										
	TOTAL		4506	6.04		503	0.67					2770	3.71		42029	56.31		2869	3.84		19817	26.55		1263	1.69		877	1.18		74634										
THIRD			136	27.04			Excluded					102	20.28		99	19.68		40	7.95		62	12.33		32	6.36		32	6.36		503										
	TOTAL		4642	6.22								2872	3.85		42128	56.45		2909	3.90		19879	26.64		1295	1.74		909	1.22		74634										
FOURTH			282	31.02								123	13.53		204	22.44		59	6.49		158	17.38		83	9.13			Excluded		909										
	TOTAL		4924	6.60								2995	4.01		42332	56.72		2968	3.98		20037	26.85		1378	1.85					74634										
FIFTH			117	8.49								109	7.91		825	59.87		128	9.29		199	14.44			Excluded					1378										
	TOTAL		5041	6.75								3104	4.16		43157	57.82		3096	4.15		20236	27.11								74634										
SIXTH			153	4.94								1355	43.77		618	19.96			Excluded		970	31.33								3096										
	TOTAL		5194	6.96								4459	5.97		43775	58.65					21206	28.41								74634										
SEVENTH			503	11.28									Excluded		1138	25.52					2818	63.20								4459										
	TOTAL		5697	7.63											44913	60.18					24024	32.19								74634										
EIGHTH				Excluded											2855	50.11					2842	49.89								5697										
	TOTAL														47768	64.00					26866	36.00								74634										
																Elected																								
																																								
Cowper																																								
			MAGUIRE			BONFIELD			WILLEY			NEUSS			HARTSUYKER			VAN BLADEL			CRANNY			FENTON			KORN			STOKES										
			John			Jenny			John			Phillip			Luke			Paul			Jillian			Michael			Bruce			Allan										
			(LEF)			(CLR)			(IND)			(LP)			(NP)			(IND)			(GRN)			(DEM)			(CTA)			(HAN)										
Count			Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Total							
FIRST			1904	2.60		23615	32.31		973	1.33		11663	15.95		21846	29.89		452	0.62		4033	5.52		1978	2.71		1472	2.01		5164	7.06		73100							
SECOND			43	9.51		50	11.06		135	29.87		25	5.53		69	15.27			Excluded		48	10.62		28	6.19		13	2.88		41	9.07		452							
	TOTAL		1947	2.66		23665	32.37		1108	1.52		11688	15.99		21915	29.98					4081	5.58		2006	2.74		1485	2.03		5205	7.12		73100							
THIRD			166	14.98		201	18.14			Excluded		123	11.10		188	16.97					111	10.02		74	6.68		38	3.43		207	18.68		1108							
	TOTAL		2113	2.89		23866	32.65					11811	16.16		22103	30.24					4192	5.73		2080	2.85		1523	2.08		5412	7.40		73100							
FOURTH			50	3.28		127	8.34					194	12.74		837	54.96					82	5.38		76	4.99			Excluded		157	10.31		1523							
	TOTAL		2163	2.96		23993	32.82					12005	16.42		22940	31.38					4274	5.85		2156	2.95					5569	7.62		73100							
FIFTH			146	6.77		489	22.68					129	5.98		213	9.88					1044	48.42			Excluded					135	6.26		2156							
	TOTAL		2309	3.16		24482	33.49					12134	16.60		23153	31.67					5318	7.27								5704	7.80		73100							
SIXTH				Excluded		890	38.54					281	12.17		349	15.11					370	16.02								419	18.15		2309							
	TOTAL					25372	34.71					12415	16.98		23502	32.15					5688	7.78								6123	8.38		73100							
SEVENTH						3850	67.69					437	7.68		811	14.26						Excluded								590	10.37		5688							
	TOTAL					29222	39.98					12852	17.58		24313	33.26														6713	9.18		73100							
EIGHTH						1988	29.61					2472	36.82		2253	33.56															Excluded		6713							
	TOTAL					31210	42.69					15324	20.96		26566	36.34																	73100							
NINTH						1884	12.29						Excluded		13440	87.71																	15324							
	TOTAL					33094	45.27								40006	54.73																	73100							
																Elected																								
																																								
Cunningham																																								
			CURTIS			PINK			FIELDS			BERRY			MOTT			MARTIN			NEWMAN			SKINNER																
			John			J Edwin			Jeremy			Carol			Trevor			Stephen			Michael			Paul																
			(HAN)			(NGST)			(LP)			(GRN)			(IND)			(ALP)			(DEM)			(CTA)																
Count			Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Total													
FIRST			3425	4.63		840	1.13		20760	28.04		4914	6.64		4235	5.72		32722	44.19		5307	7.17		1841	2.49		74044													
SECOND			171	20.36			Excluded		138	16.43		172	20.48		114	13.57		188	22.38		28	3.33		29	3.45		840													
	TOTAL		3596	4.86					20898	28.22		5086	6.87		4349	5.87		32910	44.45		5335	7.21		1870	2.53		74044													
THIRD			413	22.09					644	34.44		108	5.78		171	9.14		229	12.25		305	16.31			Excluded		1870													
	TOTAL		4009	5.41					21542	29.09		5194	7.01		4520	6.10		33139	44.76		5640	7.62					74044													
FOURTH				Excluded					1452	36.22		743	18.53		913	22.77		672	16.76		229	5.71					4009													
	TOTAL								22994	31.05		5937	8.02		5433	7.34		33811	45.66		5869	7.93					74044													
FIFTH									1440	26.50		2095	38.56			Excluded		997	18.35		901	16.58					5433													
	TOTAL								24434	33.00		8032	10.85					34808	47.01		6770	9.14					74044													
SIXTH									1084	16.01		3495	51.62					2191	32.36			Excluded					6770													
	TOTAL								25518	34.46		11527	15.57					36999	49.97								74044													
SEVENTH									3622	31.42			Excluded					7905	68.58								11527													
	TOTAL								29140	39.35								44904	60.65								74044													
																			Elected																					
																																								
Dobell																																								
			LEE			HENNIG			KER			TICEHURST			FALCONER			HASTIE																						
			Michael			Luke			Samantha			Ken			Ron			Carolyn																						
			(ALP)			(CTA)			(GRN)			(LP)			(HAN)			(DEM)																						
Count			Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Total																			
FIRST			31824	42.68		1420	1.90		2200	2.95		32761	43.93		3223	4.32		3142	4.21		74570																			
SECOND			252	17.75			Excluded		133	9.37		852	60.00		89	6.27		94	6.62		1420																			
	TOTAL		32076	43.01					2333	3.13		33613	45.08		3312	4.44		3236	4.34		74570																			
THIRD			737	31.59						Excluded		388	16.63		226	9.69		982	42.09		2333																			
	TOTAL		32813	44.00								34001	45.60		3538	4.74		4218	5.66		74570																			
FOURTH			876	24.76								1162	32.84			Excluded		1500	42.40		3538																			
	TOTAL		33689	45.18								35163	47.15					5718	7.67		74570																			
FIFTH			3316	57.99								2402	42.01						Excluded		5718																			
	TOTAL		37005	49.62								37565	50.38								74570																			
													Elected																											
																																								
Eden-Monaro																																								
			WHAN			CHAPMAN			PHILLIPS			BEAUMONT			SWIFT			VLUG			URQUHART			COCHRAN			NAIRN			BRIDGES										
			Steve			Linda			Frank			Rosemary			Matthew			Peter			Steve			Peter			Gary			Barry										
			(CLR)			(DEM)			(CTA)			(GRN)			(IND)			(NCP)			(IND)			(IND)			(LP)			(HAN)										
Count			Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Total							
FIRST			28842	36.74		2584	3.29		1032	1.31		3911	4.98		211	0.27		94	0.12		319	0.41		6436	8.20		32247	41.08		2821	3.59		78497						
SECOND			15	15.96		12	12.77		3	3.19		11	11.70		9	9.57			Excluded		7	7.45		6	6.38		15	15.96		16	17.02		94						
	TOTAL		28857	36.76		2596	3.31		1035	1.32		3922	5.00		220	0.28					326	0.42		6442	8.21		32262	41.10		2837	3.61		78497						
THIRD			22	10.00		22	10.00		11	5.00		33	15.00			Excluded					61	27.73		40	18.18		17	7.73		14	6.36		220						
	TOTAL		28879	36.79		2618	3.34		1046	1.33		3955	5.04								387	0.49		6482	8.26		32279	41.12		2851	3.63		78497						
FOURTH			55	14.21		11	2.84		94	24.29		36	9.30									Excluded		110	28.42		38	9.82		43	11.11		387						
	TOTAL		28934	36.86		2629	3.35		1140	1.45		3991	5.08											6592	8.40		32317	41.17		2894	3.69		78497						
FIFTH			254	22.28		75	6.58			Excluded		91	7.98											120	10.53		517	45.35		83	7.28		1140						
	TOTAL		29188	37.18		2704	3.44					4082	5.20											6712	8.55		32834	41.83		2977	3.79		78497						
SIXTH			899	33.25			Excluded					1247	46.12											218	8.06		265	9.80		75	2.77		2704						
	TOTAL		30087	38.33								5329	6.79											6930	8.83		33099	42.17		3052	3.89		78497						
SEVENTH			702	23.00								265	8.68											1295	42.43		790	25.88			Excluded		3052						
	TOTAL		30789	39.22								5594	7.13											8225	10.48		33889	43.17					78497						
EIGHTH			4165	74.45									Excluded											967	17.29		462	8.26					5594						
	TOTAL		34954	44.53																				9192	11.71		34351	43.76					78497						
NINTH			2964	32.25																					Excluded		6228	67.75					9192						
	TOTAL		37918	48.31																							40579	51.69					78497							
																												Elected												
																																								
Farrer																																								
			SOBEY			WEYRICH			BOTT			WILKINSON			WATSON			KREUTZBERGER			MILLEN			LEY			CORBETT			PATERSON			TAYLOR			GIBSON				
			Chris			Tom			Bill			Max			Stuart			Keith			Frank			Sussan			David			Brett			Sue			Andrew				
			(GRN)			(IND)			(NP)			(HAN)			(IND)						(CLR)			(LP)			(IND)			(DEM)			(IND)			(IND)				
Count			Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Total	
FIRST			2583	3.42		485	0.64		17641	23.36		4795	6.35		1068	1.41		696	0.92		15830	20.96		28449	37.66		356	0.47		1959	2.59		1254	1.66		416	0.55		75532	
SECOND			17	4.78		55	15.45		30	8.43		15	4.21		30	8.43		15	4.21		22	6.18		47	13.20			Excluded		36	10.11		63	17.70		26	7.30		356	
	TOTAL		2600	3.44		540	0.71		17671	23.40		4810	6.37		1098	1.45		711	0.94		15852	20.99		28496	37.73					1995	2.64		1317	1.74		442	0.59		75532	
THIRD			21	4.75		37	8.37		27	6.11		11	2.49		32	7.24		11	2.49		22	4.98		19	4.30					38	8.60		224	50.68			Excluded		442	
	TOTAL		2621	3.47		577	0.76		17698	23.43		4821	6.38		1130	1.50		722	0.96		15874	21.02		28515	37.75					2033	2.69		1541	2.04					75532	
FOURTH			107	18.54			Excluded		84	14.56		40	6.93		205	35.53		10	1.73		33	5.72		36	6.24					15	2.60		47	8.15					577	
	TOTAL		2728	3.61					17782	23.54		4861	6.44		1335	1.77		732	0.97		15907	21.06		28551	37.80					2048	2.71		1588	2.10					75532	
FIFTH			62	8.47					135	18.44		100	13.66		91	12.43			Excluded		104	14.21		86	11.75					29	3.96		125	17.08					732	
	TOTAL		2790	3.69					17917	23.72		4961	6.57		1426	1.89					16011	21.20		28637	37.91					2077	2.75		1713	2.27					75532	
SIXTH			146	10.24					203	14.24		222	15.57			Excluded					197	13.81		180	12.62					56	3.93		422	29.59					1426	
	TOTAL		2936	3.89					18120	23.99		5183	6.86								16208	21.46		28817	38.15					2133	2.82		2135	2.83					75532	
SEVENTH			838	39.29					192	9.00		66	3.09								421	19.74		265	12.42						Excluded		351	16.46					2133	
	TOTAL		3774	5.00					18312	24.24		5249	6.95								16629	22.02		29082	38.50								2486	3.29					75532	
EIGHTH			563	22.65					428	17.22		455	18.30								392	15.77		648	26.07									Excluded					2486	
	TOTAL		4337	5.74					18740	24.81		5704	7.55								17021	22.53		29730	39.36														75532	
NINTH				Excluded					1617	37.28		431	9.94								1613	37.19		676	15.59														4337	
	TOTAL								20357	26.95		6135	8.12								18634	24.67		30406	40.26														75532	
TENTH									2025	33.01			Excluded								1485	24.21		2625	42.79														6135	
	TOTAL								22382	29.63											20119	26.64		33031	43.73														75532	
ELEVENTH									15281	75.95												Excluded		4838	24.05														20119	
	TOTAL								37663	49.86														37869	50.14														75532	
																									Elected															
																																								
Fowler																																								
			JOHNSON			GRANT			POULARAS			WATSON			BRAZENALL			CHUNG			ROSSO			GASKELL			MENDELSSOHN			IRWIN										
			Hal			Lee			Manny			Glenn			Max			Steve			Oscar			Robin			David			Julia										
			(CEC)			(GRN)			(CTA)			(LP)			(AFI)			(UNI)			(HAN)			(NGST)			(DEM)			(ALP)										
Count			Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Total							
FIRST			2166	3.21		1654	2.45		1110	1.65		12154	18.04		853	1.27		3476	5.16		2357	3.50		1395	2.07		1320	1.96		40904	60.70		67389							
SECOND			69	8.09		86	10.08		61	7.15		164	19.23			Excluded		53	6.21		185	21.69		119	13.95		35	4.10		81	9.50		853							
	TOTAL		2235	3.32		1740	2.58		1171	1.74		12318	18.28					3529	5.24		2542	3.77		1514	2.25		1355	2.01		40985	60.82		67389							
THIRD			103	8.80		163	13.92			Excluded		430	36.72					54	4.61		100	8.54		89	7.60		72	6.15		160	13.66		1171							
	TOTAL		2338	3.47		1903	2.82					12748	18.92					3583	5.32		2642	3.92		1603	2.38		1427	2.12		41145	61.06		67389							
FOURTH			53	3.71		290	20.32					192	13.45					94	6.59		84	5.89		139	9.74			Excluded		575	40.29		1427							
	TOTAL		2391	3.55		2193	3.25					12940	19.20					3677	5.46		2726	4.05		1742	2.58					41720	61.91		67389							
FIFTH			144	8.27		200	11.48					181	10.39					160	9.18		215	12.34			Excluded					842	48.34		1742							
	TOTAL		2535	3.76		2393	3.55					13121	19.47					3837	5.69		2941	4.36								42562	63.16		67389							
