Senate - 2001 Election: New South Wales																																																																																	
First Preference Votes by Group 																																																																																	
By Polling Place																																																																																	

Hughes (85741)																																																																																	
		Group A Total			Group B Total			Group C Total			Group D Total			Group E Total			Group F Total			Group G Total			Group H Total			Group I Total			Group J Total			Group K Total			Group L Total			Group M Total			Group N Total			Group O Total			Group P Total			Group Q Total			Group R Total			Group S Total			Group T Total			Group U Total			Group V Total			Group W Total			Ungrouped Total 			FORMAL 			INFORMAL 			TOTAL 	
Engadine		199	5.99		115	3.46		5	0.15		0	0.00		50	1.50		2	0.06		227	6.83		27	0.81		11	0.33		904	27.20		13	0.39		1	0.03		30	0.90		0	0.00		2	0.06		8	0.24		1573	47.32		16	0.48		5	0.15		110	3.31		4	0.12		1	0.03		19	0.57		2	0.06		3324	96.82		109	3.18		3433	4.15
Engadine East		32	4.91		23	3.53		0	0.00		0	0.00		6	0.92		1	0.15		40	6.13		3	0.46		0	0.00		184	28.22		3	0.46		0	0.00		10	1.53		0	0.00		1	0.15		2	0.31		313	48.01		3	0.46		0	0.00		27	4.14		0	0.00		0	0.00		4	0.61		0	0.00		652	97.02		20	2.98		672	0.81
Engadine South		86	5.78		57	3.83		0	0.00		0	0.00		13	0.87		4	0.27		85	5.72		16	1.08		1	0.07		447	30.06		12	0.81		0	0.00		8	0.54		0	0.00		1	0.07		1	0.07		703	47.28		6	0.40		2	0.13		37	2.49		0	0.00		0	0.00		7	0.47		1	0.07		1487	97.25		42	2.75		1529	1.85
Engadine West		181	6.04		100	3.33		2	0.07		1	0.03		20	0.67		2	0.07		180	6.00		18	0.60		5	0.17		781	26.04		15	0.50		1	0.03		14	0.47		2	0.07		5	0.17		6	0.20		1515	50.52		9	0.30		2	0.07		117	3.90		2	0.07		0	0.00		21	0.70		0	0.00		2999	97.12		89	2.88		3088	3.73
Hammondville		121	7.09		31	1.82		5	0.29		1	0.06		35	2.05		1	0.06		79	4.63		16	0.94		1	0.06		521	30.54		11	0.64		0	0.00		11	0.64		0	0.00		0	0.00		4	0.23		796	46.66		11	0.64		0	0.00		43	2.52		0	0.00		1	0.06		18	1.06		0	0.00		1706	96.00		71	4.00		1777	2.15
Heathcote		119	5.81		80	3.91		3	0.15		1	0.05		19	0.93		3	0.15		141	6.89		14	0.68		5	0.24		555	27.11		10	0.49		1	0.05		17	0.83		0	0.00		3	0.15		3	0.15		976	47.68		2	0.10		2	0.10		79	3.86		1	0.05		0	0.00		13	0.64		0	0.00		2047	96.97		64	3.03		2111	2.55
Heathcote East		87	6.80		65	5.08		0	0.00		0	0.00		5	0.39		2	0.16		79	6.18		12	0.94		0	0.00		352	27.52		4	0.31		0	0.00		9	0.70		0	0.00		1	0.08		0	0.00		590	46.13		3	0.23		2	0.16		56	4.38		1	0.08		2	0.16		9	0.70		0	0.00		1279	97.48		33	2.52		1312	1.58
Holsworthy		81	5.23		20	1.29		6	0.39		0	0.00		34	2.20		2	0.13		63	4.07		11	0.71		2	0.13		498	32.17		16	1.03		0	0.00		18	1.16		0	0.00		2	0.13		2	0.13		713	46.06		12	0.78		2	0.13		51	3.29		0	0.00		1	0.06		13	0.84		1	0.06		1548	97.60		38	2.40		1586	1.92
Illawong		129	4.23		76	2.49		12	0.39		0	0.00		22	0.72		2	0.07		184	6.03		18	0.59		11	0.36		676	22.16		7	0.23		1	0.03		17	0.56		0	0.00		4	0.13		8	0.26		1750	57.36		16	0.52		4	0.13		91	2.98		0	0.00		1	0.03		20	0.66		2	0.07		3051	96.64		106	3.36		3157	3.81
Jannali East		112	6.91		60	3.70		1	0.06		0	0.00		17	1.05		0	0.00		101	6.23		23	1.42		4	0.25		499	30.78		3	0.19		0	0.00		11	0.68		1	0.06		1	0.06		4	0.25		694	42.81		10	0.62		2	0.12		69	4.26		0	0.00		1	0.06		8	0.49		0	0.00		1621	96.32		62	3.68		1683	2.03
Jannali West		63	5.90		33	3.09		2	0.19		0	0.00		22	2.06		1	0.09		61	5.71		11	1.03		1	0.09		329	30.81		2	0.19		0	0.00		8	0.75		0	0.00		1	0.09		1	0.09		459	42.98		1	0.09		0	0.00		63	5.90		0	0.00		1	0.09		8	0.75		1	0.09		1068	95.87		46	4.13		1114	1.35
Loftus		151	6.51		104	4.48		2	0.09		0	0.00		21	0.91		3	0.13		156	6.72		19	0.82		5	0.22		639	27.54		13	0.56		0	0.00		13	0.56		2	0.09		3	0.13		2	0.09		1054	45.43		6	0.26		5	0.22		96	4.14		1	0.04		2	0.09		23	0.99		0	0.00		2320	97.85		51	2.15		2371	2.86
Marton		119	6.04		54	2.74		1	0.05		0	0.00		12	0.61		1	0.05		106	5.38		17	0.86		1	0.05		514	26.10		15	0.76		2	0.10		16	0.81		0	0.00		1	0.05		2	0.10		997	50.63		5	0.25		6	0.30		76	3.86		0	0.00		0	0.00		22	1.12		2	0.10		1969	97.81		44	2.19		2013	2.43
Menai		82	3.77		72	3.31		6	0.28		2	0.09		28	1.29		0	0.00		138	6.35		24	1.10		4	0.18		653	30.04		4	0.18		2	0.09		11	0.51		0	0.00		2	0.09		5	0.23		1025	47.15		11	0.51		4	0.18		87	4.00		0	0.00		0	0.00		14	0.64		0	0.00		2174	97.45		57	2.55		2231	2.70
Menai Central		48	2.66		42	2.33		5	0.28		0	0.00		19	1.05		0	0.00		110	6.09		11	0.61		1	0.06		533	29.53		6	0.33		0	0.00		6	0.33		0	0.00		2	0.11		5	0.28		951	52.69		4	0.22		3	0.17		51	2.83		0	0.00		0	0.00		8	0.44		0	0.00		1805	98.15		34	1.85		1839	2.22
Menai North		46	3.29		41	2.93		8	0.57		0	0.00		18	1.29		0	0.00		79	5.64		8	0.57		1	0.07		367	26.21		8	0.57		0	0.00		5	0.36		0	0.00		2	0.14		4	0.29		754	53.86		7	0.50		2	0.14		46	3.29		0	0.00		0	0.00		4	0.29		0	0.00		1400	97.15		41	2.85		1441	1.74
Moorebank		249	6.57		57	1.50		9	0.24		0	0.00		81	2.14		2	0.05		169	4.46		21	0.55		5	0.13		1272	33.58		21	0.55		1	0.03		23	0.61		2	0.05		5	0.13		10	0.26		1699	44.85		29	0.77		1	0.03		84	2.22		1	0.03		2	0.05		44	1.16		1	0.03		3788	94.82		207	5.18		3995	4.83
Newbridge Heights		110	5.45		30	1.49		2	0.10		0	0.00		46	2.28		1	0.05		99	4.90		18	0.89		5	0.25		635	31.45		8	0.40		2	0.10		18	0.89		1	0.05		1	0.05		4	0.20		952	47.15		14	0.69		2	0.10		50	2.48		0	0.00		0	0.00		19	0.94		2	0.10		2019	94.74		112	5.26		2131	2.57
Oyster Bay		93	4.23		55	2.50		2	0.09		1	0.05		10	0.46		2	0.09		161	7.33		21	0.96		1	0.05		567	25.82		15	0.68		0	0.00		10	0.46		1	0.05		0	0.00		0	0.00		1129	51.41		5	0.23		3	0.14		105	4.78		3	0.14		0	0.00		11	0.50		1	0.05		2196	97.60		54	2.40		2250	2.72
Prince Edward Park		20	3.24		19	3.08		0	0.00		0	0.00		7	1.13		0	0.00		28	4.54		5	0.81		0	0.00		151	24.47		3	0.49		0	0.00		8	1.30		0	0.00		0	0.00		3	0.49		314	50.89		1	0.16		1	0.16		52	8.43		0	0.00		1	0.16		4	0.65		0	0.00		617	98.41		10	1.59		627	0.76
Sandy Point		30	8.98		6	1.80		0	0.00		0	0.00		4	1.20		0	0.00		17	5.09		3	0.90		1	0.30		60	17.96		1	0.30		2	0.60		2	0.60		0	0.00		0	0.00		1	0.30		193	57.78		0	0.00		0	0.00		11	3.29		0	0.00		0	0.00		3	0.90		0	0.00		334	99.40		2	0.60		336	0.41
Sutherland		110	4.91		79	3.52		8	0.36		1	0.04		30	1.34		1	0.04		138	6.16		24	1.07		3	0.13		733	32.69		8	0.36		2	0.09		11	0.49		0	0.00		1	0.04		1	0.04		957	42.69		8	0.36		2	0.09		111	4.95		0	0.00		0	0.00		12	0.54		2	0.09		2242	96.43		83	3.57		2325	2.81
Sutherland East		48	4.81		38	3.81		8	0.80		0	0.00		14	1.40		0	0.00		59	5.92		17	1.71		1	0.10		316	31.70		7	0.70		1	0.10		5	0.50		0	0.00		1	0.10		4	0.40		420	42.13		5	0.50		5	0.50		34	3.41		0	0.00		0	0.00		14	1.40		0	0.00		997	97.75		23	2.25		1020	1.23
Sutherland North (Hughes)		43	5.05		26	3.06		0	0.00		0	0.00		8	0.94		0	0.00		56	6.58		10	1.18		0	0.00		263	30.90		7	0.82		2	0.24		12	1.41		0	0.00		1	0.12		0	0.00		393	46.18		2	0.24		1	0.12		24	2.82		0	0.00		0	0.00		3	0.35		0	0.00		851	96.16		34	3.84		885	1.07
Sutherland West		41	6.34		15	2.32		0	0.00		0	0.00		10	1.55		1	0.15		42	6.49		9	1.39		0	0.00		214	33.08		4	0.62		0	0.00		1	0.15		0	0.00		1	0.15		1	0.15		272	42.04		3	0.46		1	0.15		31	4.79		0	0.00		0	0.00		1	0.15		0	0.00		647	97.59		16	2.41		663	0.80
Sydney (Hughes)		7	6.67		1	0.95		1	0.95		0	0.00		2	1.90		1	0.95		11	10.48		0	0.00		0	0.00		41	39.05		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		34	32.38		1	0.95		0	0.00		3	2.86		0	0.00		0	0.00		2	1.90		1	0.95		105	96.33		4	3.67		109	0.13
Waterfall		26	9.22		12	4.26		0	0.00		0	0.00		4	1.42		0	0.00		13	4.61		2	0.71		0	0.00		75	26.60		1	0.35		0	0.00		1	0.35		0	0.00		1	0.35		0	0.00		111	39.36		2	0.71		0	0.00		33	11.70		0	0.00		0	0.00		1	0.35		0	0.00		282	95.59		13	4.41		295	0.36
Wattle Grove		160	4.42		107	2.96		10	0.28		0	0.00		54	1.49		1	0.03		216	5.97		27	0.75		5	0.14		1226	33.90		20	0.55		2	0.06		29	0.80		1	0.03		6	0.17		3	0.08		1619	44.76		12	0.33		5	0.14		84	2.32		0	0.00		1	0.03		28	0.77		1	0.03		3617	97.55		91	2.45		3708	4.48
Wattle Grove South		28	3.73		15	2.00		6	0.80		0	0.00		7	0.93		0	0.00		40	5.33		2	0.27		0	0.00		259	34.49		4	0.53		0	0.00		5	0.67		0	0.00		0	0.00		1	0.13		357	47.54		2	0.27		1	0.13		16	2.13		1	0.13		1	0.13		6	0.80		0	0.00		751	98.82		9	1.18		760	0.92
Woronora Heights		38	3.86		33	3.35		2	0.20		0	0.00		5	0.51		0	0.00		64	6.50		5	0.51		0	0.00		235	23.88		8	0.81		0	0.00		4	0.41		0	0.00		0	0.00		3	0.30		549	55.79		2	0.20		1	0.10		28	2.85		0	0.00		1	0.10		6	0.61		0	0.00		984	98.01		20	1.99		1004	1.21
Woronora River		37	7.47		10	2.02		0	0.00		0	0.00		3	0.61		0	0.00		31	6.26		7	1.41		2	0.40		116	23.43		2	0.40		0	0.00		2	0.40		0	0.00		0	0.00		0	0.00		243	49.09		2	0.40		0	0.00		35	7.07		0	0.00		0	0.00		5	1.01		0	0.00		495	97.25		14	2.75		509	0.61
Yarrawarrah		93	5.71		43	2.64		0	0.00		14	0.86		0	0.00		2	0.12		87	5.34		10	0.61		3	0.18		463	28.42		12	0.74		0	0.00		8	0.49		0	0.00		0	0.00		3	0.18		821	50.40		3	0.18		2	0.12		56	3.44		0	0.00		0	0.00		9	0.55		0	0.00		1629	97.49		42	2.51		1671	2.02
Special Hospitals		8	2.61		6	1.96		0	0.00		0	0.00		0	0.00		0	0.00		5	1.63		0	0.00		0	0.00		115	37.58		0	0.00		0	0.00		0	0.00		0	0.00		1	0.33		0	0.00		170	55.56		0	0.00		0	0.00		1	0.33		0	0.00		0	0.00		0	0.00		0	0.00		306	93.29		22	6.71		328	0.40
Total Ordinary		3411	5.04		2060	3.05		148	0.22		23	0.03		749	1.11		43	0.06		3944	5.83		524	0.77		98	0.14		19119	28.28		333	0.49		25	0.04		419	0.62		12	0.02		61	0.09		119	0.18		33227	49.14		280	0.41		83	0.12		2442	3.61		15	0.02		17	0.03		445	0.66		19	0.03		67616	96.99		2100	3.01		69716	84.22
ABSENT		280	4.79		182	3.11		14	0.24		3	0.05		122	2.09		3	0.05		406	6.94		90	1.54		9	0.15		1519	25.97		70	1.20		2	0.03		65	1.11		0	0.00		3	0.05		13	0.22		2678	45.79		38	0.65		14	0.24		263	4.50		1	0.02		2	0.03		71	1.21		0	0.00		5848	98.02		118	1.98		5966	7.21
POSTAL		176	6.74		59	2.26		3	0.11		1	0.04		22	0.84		2	0.08		157	6.01		10	0.38		3	0.11		648	24.80		7	0.27		0	0.00		11	0.42		1	0.04		3	0.11		1	0.04		1403	53.69		6	0.23		4	0.15		64	2.45		0	0.00		0	0.00		29	1.11		3	0.11		2613	99.28		19	0.72		2632	3.18
PRE_POLL		254	6.45		95	2.41		1	0.03		1	0.03		59	1.50		5	0.13		251	6.37		22	0.56		3	0.08		992	25.19		29	0.74		0	0.00		25	0.63		2	0.05		4	0.10		7	0.18		1987	50.46		11	0.28		10	0.25		133	3.38		1	0.03		0	0.00		46	1.17		0	0.00		3938	98.97		41	1.03		3979	4.81
PROVISIONAL		21	4.46		11	2.34		5	1.06		0	0.00		19	4.03		0	0.00		25	5.31		4	0.85		0	0.00		117	24.84		3	0.64		0	0.00		3	0.64		0	0.00		1	0.21		1	0.21		223	47.35		3	0.64		1	0.21		24	5.10		0	0.00		0	0.00		10	2.12		0	0.00		471	96.32		18	3.68		489	0.59
Division Summary		4142	5.15		2407	2.99		171	0.21		28	0.03		971	1.21		53	0.07		4783	5.94		650	0.81		113	0.14		22395	27.82		442	0.55		27	0.03		523	0.65		15	0.02		72	0.09		141	0.18		39518	49.1		338	0.42		112	0.14		2926	3.64		17	0.02		19	0.02		601	0.75		22	0.03		80486	97.23		2296	2.77		82782	96.55
