Bawley Point                                                   																													
	FIRST			186	34.19		244	44.85		5	0.92		0	0.00		32	5.88		15	2.76		0	0.00		62	11.40		544	
	SECOND			0	0.00		0	0.00		0	0.00			Excluded		0	0.00		0	0.00		0	0.00		0	0.00		0	
		TOTAL		186	34.19		244	44.85		5	0.92					32	5.88		15	2.76		0	0.00		62	11.40		544	
	THIRD			0	0.00		0	0.00		0	0.00					0	0.00		0	0.00			Excluded		0	0.00		0	
		TOTAL		186	34.19		244	44.85		5	0.92					32	5.88		15	2.76					62	11.40		544	
	FOURTH			1	20.00		4	80.00			Excluded					0	0.00		0	0.00					0	0.00		5	
		TOTAL		187	34.38		248	45.59								32	5.88		15	2.76					62	11.40		544	
	FIFTH			3	20.00		4	26.67								7	46.67			Excluded					1	6.67		15	
		TOTAL		190	34.93		252	46.32								39	7.17								63	11.58		544	
	SIXTH			10	15.87		15	23.81								38	60.32									Excluded		63	
		TOTAL		200	36.76		267	49.08								77	14.15											544	
	SEVENTH			42	54.55		35	45.45									Excluded											77	
		TOTAL		242	44.49		302	55.51																				544	
							Elected																						
																													
Berry                                                          																													
	FIRST			331	17.21		1170	60.84		23	1.20		3	0.16		182	9.46		143	7.44		5	0.26		66	3.43		1923	
	SECOND			0	0.00		0	0.00		1	33.33			Excluded		0	0.00		1	33.33		1	33.33		0	0.00		3	
		TOTAL		331	17.21		1170	60.84		24	1.25					182	9.46		144	7.49		6	0.31		66	3.43		1923	
	THIRD			3	50.00		1	16.67		0	0.00					0	0.00		2	33.33			Excluded		0	0.00		6	
		TOTAL		334	17.37		1171	60.89		24	1.25					182	9.46		146	7.59					66	3.43		1923	
	FOURTH			1	4.17		17	70.83			Excluded					2	8.33		4	16.67					0	0.00		24	
		TOTAL		335	17.42		1188	61.78								184	9.57		150	7.80					66	3.43		1923	
	FIFTH			33	22.00		20	13.33								90	60.00			Excluded					7	4.67		150	
		TOTAL		368	19.14		1208	62.82								274	14.25								73	3.80		1923	
	SIXTH			8	10.96		33	45.21								32	43.84									Excluded		73	
		TOTAL		376	19.55		1241	64.53								306	15.91											1923	
	SEVENTH			224	73.20		82	26.80									Excluded											306	
		TOTAL		600	31.20		1323	68.80																				1923	
							Elected																						
																													
Bomaderry                                                      																													
	FIRST			600	21.39		1767	62.99		54	1.93		5	0.18		96	3.42		97	3.46		12	0.43		174	6.20		2805	
	SECOND			1	20.00		0	0.00		1	20.00			Excluded		1	20.00		0	0.00		1	20.00		1	20.00		5	
		TOTAL		601	21.43		1767	62.99		55	1.96					97	3.46		97	3.46		13	0.46		175	6.24		2805	
	THIRD			3	23.08		2	15.38		0	0.00					1	7.69		5	38.46			Excluded		2	15.38		13	
		TOTAL		604	21.53		1769	63.07		55	1.96					98	3.49		102	3.64					177	6.31		2805	
	FOURTH			7	12.73		37	67.27			Excluded					5	9.09		4	7.27					2	3.64		55	
		TOTAL		611	21.78		1806	64.39								103	3.67		106	3.78					179	6.38		2805	
	FIFTH			31	29.25		27	25.47								37	34.91			Excluded					11	10.38		106	
		TOTAL		642	22.89		1833	65.35								140	4.99								190	6.77		2805	
	SIXTH			39	20.53		79	41.58								72	37.89									Excluded		190	
		TOTAL		681	24.28		1912	68.16								212	7.56											2805	
	SEVENTH			109	51.42		103	48.58									Excluded											212	
		TOTAL		790	28.16		2015	71.84																				2805	
							Elected																						
																													
Bomaderry South                                                																													
	FIRST			136	21.32		395	61.91		22	3.45		1	0.16		24	3.76		24	3.76		0	0.00		36	5.64		638	
	SECOND			0	0.00		1	100.00		0	0.00			Excluded		0	0.00		0	0.00		0	0.00		0	0.00		1	
		TOTAL		136	21.32		396	62.07		22	3.45					24	3.76		24	3.76		0	0.00		36	5.64		638	
	THIRD			0	0.00		0	0.00		0	0.00					0	0.00		0	0.00			Excluded		0	0.00		0	
		TOTAL		136	21.32		396	62.07		22	3.45					24	3.76		24	3.76					36	5.64		638	
	FOURTH			2	9.09		19	86.36			Excluded					0	0.00		1	4.55					0	0.00		22	
		TOTAL		138	21.63		415	65.05								24	3.76		25	3.92					36	5.64		638	
	FIFTH			6	24.00		8	32.00								8	32.00			Excluded					3	12.00		25	
		TOTAL		144	22.57		423	66.30								32	5.02								39	6.11		638	
	SIXTH			10	25.64		14	35.90								15	38.46									Excluded		39	
		TOTAL		154	24.14		437	68.50								47	7.37											638	
	SEVENTH			20	42.55		27	57.45									Excluded											47	
		TOTAL		174	27.27		464	72.73																				638	
							Elected																						
																													
Bundanoon                                                      																													
	FIRST			276	25.32		581	53.30		23	2.11		6	0.55		89	8.17		68	6.24		3	0.28		44	4.04		1090	
	SECOND			1	16.67		1	16.67		2	33.33			Excluded		0	0.00		1	16.67		1	16.67		0	0.00		6	
		TOTAL		277	25.41		582	53.39		25	2.29					89	8.17		69	6.33		4	0.37		44	4.04		1090	
	THIRD			1	25.00		1	25.00		0	0.00					1	25.00		1	25.00			Excluded		0	0.00		4	
		TOTAL		278	25.50		583	53.49		25	2.29					90	8.26		70	6.42					44	4.04		1090	
	FOURTH			1	4.00		11	44.00			Excluded					3	12.00		1	4.00					9	36.00		25	
		TOTAL		279	25.60		594	54.50								93	8.53		71	6.51					53	4.86		1090	
	FIFTH			18	25.35		12	16.90								40	56.34			Excluded					1	1.41		71	
		TOTAL		297	27.25		606	55.60								133	12.20								54	4.95		1090	
	SIXTH			13	24.07		23	42.59								18	33.33									Excluded		54	
		TOTAL		310	28.44		629	57.71								151	13.85											1090	
	SEVENTH			101	66.89		50	33.11									Excluded											151	
		TOTAL		411	37.71		679	62.29																				1090	
							Elected																						
																													
Burrawang                                                      																													
	FIRST			42	12.28		230	67.25		6	1.75		1	0.29		25	7.31		24	7.02		0	0.00		14	4.09		342	
	SECOND			0	0.00		0	0.00		0	0.00			Excluded		1	100.00		0	0.00		0	0.00		0	0.00		1	
		TOTAL		42	12.28		230	67.25		6	1.75					26	7.60		24	7.02		0	0.00		14	4.09		342	
	THIRD			0	0.00		0	0.00		0	0.00					0	0.00		0	0.00			Excluded		0	0.00		0	
		TOTAL		42	12.28		230	67.25		6	1.75					26	7.60		24	7.02					14	4.09		342	
	FOURTH			1	16.67		5	83.33			Excluded					0	0.00		0	0.00					0	0.00		6	
		TOTAL		43	12.57		235	68.71								26	7.60		24	7.02					14	4.09		342	
	FIFTH			2	8.33		4	16.67								17	70.83			Excluded					1	4.17		24	
		TOTAL		45	13.16		239	69.88								43	12.57								15	4.39		342	
	SIXTH			4	26.67		5	33.33								6	40.00									Excluded		15	
		TOTAL		49	14.33		244	71.35								49	14.33											342	
	SEVENTH			35	71.43		14	28.57									Excluded											49	
		TOTAL		84	24.56		258	75.44																				342	
							Elected																						
																													
Burrill Lake                                                   																													
	FIRST			363	31.35		614	53.02		7	0.60		1	0.09		55	4.75		29	2.50		2	0.17		87	7.51		1158	
	SECOND			1	100.00		0	0.00		0	0.00			Excluded		0	0.00		0	0.00		0	0.00		0	0.00		1	
		TOTAL		364	31.43		614	53.02		7	0.60					55	4.75		29	2.50		2	0.17		87	7.51		1158	
	THIRD			0	0.00		1	50.00		0	0.00					1	50.00		0	0.00			Excluded		0	0.00		2	
		TOTAL		364	31.43		615	53.11		7	0.60					56	4.84		29	2.50					87	7.51		1158	
	FOURTH			0	0.00		6	85.71			Excluded					0	0.00		0	0.00					1	14.29		7	
		TOTAL		364	31.43		621	53.63								56	4.84		29	2.50					88	7.60		1158	
	FIFTH			6	20.69		8	27.59								12	41.38			Excluded					3	10.34		29	
		TOTAL		370	31.95		629	54.32								68	5.87								91	7.86		1158	
	SIXTH			20	21.98		21	23.08								50	54.95									Excluded		91	
		TOTAL		390	33.68		650	56.13								118	10.19											1158	
	SEVENTH			62	52.54		56	47.46									Excluded											118	
		TOTAL		452	39.03		706	60.97																				1158	
							Elected																						
																													
Callala Bay                                                    																													
	FIRST			261	28.43		496	54.03		12	1.31		0	0.00		39	4.25		22	2.40		2	0.22		86	9.37		918	
	SECOND			0	0.00		0	0.00		0	0.00			Excluded		0	0.00		0	0.00		0	0.00		0	0.00		0	
		TOTAL		261	28.43		496	54.03		12	1.31					39	4.25		22	2.40		2	0.22		86	9.37		918	
	THIRD			0	0.00		0	0.00		0	0.00					1	50.00		0	0.00			Excluded		1	50.00		2	
		TOTAL		261	28.43		496	54.03		12	1.31					40	4.36		22	2.40					87	9.48		918	
	FOURTH			0	0.00		8	66.67			Excluded					0	0.00		2	16.67					2	16.67		12	
		TOTAL		261	28.43		504	54.90								40	4.36		24	2.61					89	9.69		918	
	FIFTH			10	41.67		7	29.17								7	29.17			Excluded					0	0.00		24	
		TOTAL		271	29.52		511	55.66								47	5.12								89	9.69		918	
	SIXTH			14	15.73		24	26.97								51	57.30									Excluded		89	
		TOTAL		285	31.05		535	58.28								98	10.68											918	
	SEVENTH			41	41.84		57	58.16									Excluded											98	
		TOTAL		326	35.51		592	64.49																				918	
							Elected																						
																													
Callala Beach                                                  																													
	FIRST			118	32.42		196	53.85		2	0.55		1	0.27		19	5.22		7	1.92		1	0.27		20	5.49		364	
	SECOND			0	0.00		0	0.00		0	0.00			Excluded		1	100.00		0	0.00		0	0.00		0	0.00		1	
		TOTAL		118	32.42		196	53.85		2	0.55					20	5.49		7	1.92		1	0.27		20	5.49		364	
	THIRD			0	0.00		0	0.00		0	0.00					1	100.00		0	0.00			Excluded		0	0.00		1	
		TOTAL		118	32.42		196	53.85		2	0.55					21	5.77		7	1.92					20	5.49		364	
	FOURTH			2	100.00		0	0.00			Excluded					0	0.00		0	0.00					0	0.00		2	
		TOTAL		120	32.97		196	53.85								21	5.77		7	1.92					20	5.49		364	
	FIFTH			2	28.57		1	14.29								4	57.14			Excluded					0	0.00		7	
		TOTAL		122	33.52		197	54.12								25	6.87								20	5.49		364	
	SIXTH			7	35.00		4	20.00								9	45.00									Excluded		20	
		TOTAL		129	35.44		201	55.22								34	9.34											364	
	SEVENTH			19	55.88		15	44.12									Excluded											34	
		TOTAL		148	40.66		216	59.34																				364	
							Elected																						
																													
Cambewarra                                                     																													
	FIRST			129	13.71		643	68.33		23	2.44		0	0.00		69	7.33		46	4.89		3	0.32		28	2.98		941	
	SECOND			0	0.00		0	0.00		0	0.00			Excluded		0	0.00		0	0.00		0	0.00		0	0.00		0	
		TOTAL		129	13.71		643	68.33		23	2.44					69	7.33		46	4.89		3	0.32		28	2.98		941	
	THIRD			2	66.67		0	0.00		0	0.00					0	0.00		1	33.33			Excluded		0	0.00		3	
		TOTAL		131	13.92		643	68.33		23	2.44					69	7.33		47	4.99					28	2.98		941	
	FOURTH			3	13.04		15	65.22			Excluded					0	0.00		3	13.04					2	8.70		23	
		TOTAL		134	14.24		658	69.93								69	7.33		50	5.31					30	3.19		941	
	FIFTH			9	18.00		16	32.00								25	50.00			Excluded					0	0.00		50	
		TOTAL		143	15.20		674	71.63								94	9.99								30	3.19		941	
	SIXTH			6	20.00		20	66.67								4	13.33									Excluded		30	
		TOTAL		149	15.83		694	73.75								98	10.41											941	
	SEVENTH			77	78.57		21	21.43									Excluded											98	
		TOTAL		226	24.02		715	75.98																				941	
							Elected																						
																													
Cudmirrah                                                      																													
	FIRST			119	28.54		221	53.00		2	0.48		0	0.00		21	5.04		19	4.56		0	0.00		35	8.39		417	
	SECOND			0	0.00		0	0.00		0	0.00			Excluded		0	0.00		0	0.00		0	0.00		0	0.00		0	
		TOTAL		119	28.54		221	53.00		2	0.48					21	5.04		19	4.56		0	0.00		35	8.39		417	
	THIRD			0	0.00		0	0.00		0	0.00					0	0.00		0	0.00			Excluded		0	0.00		0	
		TOTAL		119	28.54		221	53.00		2	0.48					21	5.04		19	4.56					35	8.39		417	
	FOURTH			0	0.00		0	0.00			Excluded					2	100.00		0	0.00					0	0.00		2	
		TOTAL		119	28.54		221	53.00								23	5.52		19	4.56					35	8.39		417	
	FIFTH			2	10.53		2	10.53								13	68.42			Excluded					2	10.53		19	
		TOTAL		121	29.02		223	53.48								36	8.63								37	8.87		417	
	SIXTH			7	18.92		12	32.43								18	48.65									Excluded		37	
		TOTAL		128	30.70		235	56.35								54	12.95											417	
	SEVENTH			28	51.85		26	48.15									Excluded											54	
		TOTAL		156	37.41		261	62.59																				417	
							Elected																						
																													
Culburra                                                       																													
	FIRST			472	30.55		817	52.88		20	1.29		2	0.13		46	2.98		42	2.72		1	0.06		145	9.39		1545	
	SECOND			0	0.00		1	50.00		1	50.00			Excluded		0	0.00		0	0.00		0	0.00		0	0.00		2	
		TOTAL		472	30.55		818	52.94		21	1.36					46	2.98		42	2.72		1	0.06		145	9.39		1545	
	THIRD			0	0.00		1	100.00		0	0.00					0	0.00		0	0.00			Excluded		0	0.00		1	
		TOTAL		472	30.55		819	53.01		21	1.36					46	2.98		42	2.72					145	9.39		1545	
	FOURTH			5	23.81		14	66.67			Excluded					0	0.00		1	4.76					1	4.76		21	
		TOTAL		477	30.87		833	53.92								46	2.98		43	2.78					146	9.45		1545	
	FIFTH			12	27.91		16	37.21								10	23.26			Excluded					5	11.63		43	
		TOTAL		489	31.65		849	54.95								56	3.62								151	9.77		1545	
	SIXTH			35	23.18		47	31.13								69	45.70									Excluded		151	
		TOTAL		524	33.92		896	57.99								125	8.09											1545	
	SEVENTH			54	43.20		71	56.80									Excluded											125	
		TOTAL		578	37.41		967	62.59																				1545	
							Elected																						
																													
Currarong                                                      																													
	FIRST			84	24.93		194	57.57		2	0.59		1	0.30		28	8.31		8	2.37		0	0.00		20	5.93		337	
	SECOND			0	0.00		1	100.00		0	0.00			Excluded		0	0.00		0	0.00		0	0.00		0	0.00		1	
		TOTAL		84	24.93		195	57.86		2	0.59					28	8.31		8	2.37		0	0.00		20	5.93		337	
	THIRD			0	0.00		0	0.00		0	0.00					0	0.00		0	0.00			Excluded		0	0.00		0	
		TOTAL		84	24.93		195	57.86		2	0.59					28	8.31		8	2.37					20	5.93		337	
	FOURTH			0	0.00		2	100.00			Excluded					0	0.00		0	0.00					0	0.00		2	
		TOTAL		84	24.93		197	58.46								28	8.31		8	2.37					20	5.93		337	
	FIFTH			3	37.50		3	37.50								2	25.00			Excluded					0	0.00		8	
		TOTAL		87	25.82		200	59.35								30	8.90								20	5.93		337	
	SIXTH			8	40.00		9	45.00								3	15.00									Excluded		20	
		TOTAL		95	28.19		209	62.02								33	9.79											337	
	SEVENTH			29	87.88		4	12.12									Excluded											33	
		TOTAL		124	36.80		213	63.20																				337	
							Elected																						
																													
Erowal Bay                                                     																													
	FIRST			132	38.82		149	43.82		4	1.18		0	0.00		25	7.35		5	1.47		7	2.06		18	5.29		340	
	SECOND			0	0.00		0	0.00		0	0.00			Excluded		0	0.00		0	0.00		0	0.00		0	0.00		0	
		TOTAL		132	38.82		149	43.82		4	1.18					25	7.35		5	1.47		7	2.06		18	5.29		340	
	THIRD			4	57.14		0	0.00		1	14.29					1	14.29		1	14.29			Excluded		0	0.00		7	
		TOTAL		136	40.00		149	43.82		5	1.47					26	7.65		6	1.76					18	5.29		340	
	FOURTH			0	0.00		1	20.00			Excluded					3	60.00		0	0.00					1	20.00		5	
		TOTAL		136	40.00		150	44.12								29	8.53		6	1.76					19	5.59		340	
	FIFTH			1	16.67		2	33.33								1	16.67			Excluded					2	33.33		6	
		TOTAL		137	40.29		152	44.71								30	8.82								21	6.18		340	
	SIXTH			3	14.29		6	28.57								12	57.14									Excluded		21	
		TOTAL		140	41.18		158	46.47								42	12.35											340	
	SEVENTH			31	73.81		11	26.19									Excluded											42	
		TOTAL		171	50.29		169	49.71																				340	
							Elected																						
																													
Exeter                                                         																													
	FIRST			66	17.14		248	64.42		6	1.56		0	0.00		27	7.01		21	5.45		0	0.00		17	4.42		385	
	SECOND			0	0.00		0	0.00		0	0.00			Excluded		0	0.00		0	0.00		0	0.00		0	0.00		0	
		TOTAL		66	17.14		248	64.42		6	1.56					27	7.01		21	5.45		0	0.00		17	4.42		385	
	THIRD			0	0.00		0	0.00		0	0.00					0	0.00		0	0.00			Excluded		0	0.00		0	
		TOTAL		66	17.14		248	64.42		6	1.56					27	7.01		21	5.45					17	4.42		385	
	FOURTH			0	0.00		1	16.67			Excluded					5	83.33		0	0.00					0	0.00		6	
		TOTAL		66	17.14		249	64.68								32	8.31		21	5.45					17	4.42		385	
	FIFTH			5	23.81		1	4.76								14	66.67			Excluded					1	4.76		21	
		TOTAL		71	18.44		250	64.94								46	11.95								18	4.68		385	
	SIXTH			5	27.78		9	50.00								4	22.22									Excluded		18	
		TOTAL		76	19.74		259	67.27								50	12.99											385	
	SEVENTH			34	68.00		16	32.00									Excluded											50	
		TOTAL		110	28.57		275	71.43																				385	
							Elected																						
																													
Falls Creek                                                    																													
	FIRST			105	21.65		292	60.21		4	0.82		0	0.00		30	6.19		10	2.06		5	1.03		39	8.04		485	
	SECOND			0	0.00		0	0.00		0	0.00			Excluded		0	0.00		0	0.00		0	0.00		0	0.00		0	
		TOTAL		105	21.65		292	60.21		4	0.82					30	6.19		10	2.06		5	1.03		39	8.04		485	
	THIRD			2	40.00		1	20.00		0	0.00					0	0.00		0	0.00			Excluded		2	40.00		5	
		TOTAL		107	22.06		293	60.41		4	0.82					30	6.19		10	2.06					41	8.45		485	
	FOURTH			1	25.00		2	50.00			Excluded					1	25.00		0	0.00					0	0.00		4	
		TOTAL		108	22.27		295	60.82								31	6.39		10	2.06					41	8.45		485	
	FIFTH			3	30.00		2	20.00								2	20.00			Excluded					3	30.00		10	
		TOTAL		111	22.89		297	61.24								33	6.80								44	9.07		485	
	SIXTH			11	25.00		13	29.55								20	45.45									Excluded		44	
		TOTAL		122	25.15		310	63.92								53	10.93											485	
	SEVENTH			33	62.26		20	37.74									Excluded											53	
		TOTAL		155	31.96		330	68.04																				485	
							Elected																						
																													
Gerringong                                                     																													
	FIRST			246	23.68		545	52.45		27	2.60		3	0.29		124	11.93		58	5.58		8	0.77		28	2.69		1039	
	SECOND			1	33.33		0	0.00		0	0.00			Excluded		1	33.33		1	33.33		0	0.00		0	0.00		3	
		TOTAL		247	23.77		545	52.45		27	2.60					125	12.03		59	5.68		8	0.77		28	2.69		1039	
	THIRD			2	25.00		1	12.50		0	0.00					2	25.00		3	37.50			Excluded		0	0.00		8	
		TOTAL		249	23.97		546	52.55		27	2.60					127	12.22		62	5.97					28	2.69		1039	
	FOURTH			5	18.52		15	55.56			Excluded					3	11.11		4	14.81					0	0.00		27	
		TOTAL		254	24.45		561	53.99								130	12.51		66	6.35					28	2.69		1039	
	FIFTH			16	24.24		13	19.70								34	51.52			Excluded					3	4.55		66	
		TOTAL		270	25.99		574	55.25								164	15.78								31	2.98		1039	
	SIXTH			5	16.13		17	54.84								9	29.03									Excluded		31	
		TOTAL		275	26.47		591	56.88								173	16.65											1039	
	SEVENTH			133	76.88		40	23.12									Excluded											173	
		TOTAL		408	39.27		631	60.73																				1039	
							Elected																						
																													
Gerroa                                                         																													
	FIRST			62	22.63		157	57.30		7	2.55		0	0.00		35	12.77		6	2.19		0	0.00		7	2.55		274	
	SECOND			0	0.00		0	0.00		0	0.00			Excluded		0	0.00		0	0.00		0	0.00		0	0.00		0	
		TOTAL		62	22.63		157	57.30		7	2.55					35	12.77		6	2.19		0	0.00		7	2.55		274	
	THIRD			0	0.00		0	0.00		0	0.00					0	0.00		0	0.00			Excluded		0	0.00		0	
		TOTAL		62	22.63		157	57.30		7	2.55					35	12.77		6	2.19					7	2.55		274	
	FOURTH			3	42.86		2	28.57			Excluded					2	28.57		0	0.00					0	0.00		7	
		TOTAL		65	23.72		159	58.03								37	13.50		6	2.19					7	2.55		274	
	FIFTH			2	33.33		3	50.00								1	16.67			Excluded					0	0.00		6	
		TOTAL		67	24.45		162	59.12								38	13.87								7	2.55		274	
	SIXTH			0	0.00		5	71.43								2	28.57									Excluded		7	
		TOTAL		67	24.45		167	60.95								40	14.60											274	
	SEVENTH			27	67.50		13	32.50									Excluded											40	
		TOTAL		94	34.31		180	65.69																				274	
							Elected																						
																													
Greenwell Point                                                																													
	FIRST			231	27.86		476	57.42		5	0.60		1	0.12		18	2.17		15	1.81		3	0.36		80	9.65		829	
	SECOND			0	0.00		0	0.00		0	0.00			Excluded		0	0.00		1	100.00		0	0.00		0	0.00		1	
		TOTAL		231	27.86		476	57.42		5	0.60					18	2.17		16	1.93		3	0.36		80	9.65		829	
	THIRD			1	33.33		0	0.00		0	0.00					0	0.00		2	66.67			Excluded		0	0.00		3	
		TOTAL		232	27.99		476	57.42		5	0.60					18	2.17		18	2.17					80	9.65		829	
	FOURTH			0	0.00		3	60.00			Excluded					1	20.00		1	20.00					0	0.00		5	
		TOTAL		232	27.99		479	57.78								19	2.29		19	2.29					80	9.65		829	
	FIFTH			7	36.84		2	10.53								7	36.84			Excluded					3	15.79		19	
		TOTAL		239	28.83		481	58.02								26	3.14								83	10.01		829	
	SIXTH			12	14.46		38	45.78								33	39.76									Excluded		83	
		TOTAL		251	30.28		519	62.61								59	7.12											829	
	SEVENTH			23	38.98		36	61.02									Excluded											59	
		TOTAL		274	33.05		555	66.95																				829	
							Elected																						
																													
Huskisson                                                      																													
	FIRST			260	24.32		586	54.82		15	1.40		1	0.09		62	5.80		52	4.86		12	1.12		81	7.58		1069	
	SECOND			0	0.00		1	100.00		0	0.00			Excluded		0	0.00		0	0.00		0	0.00		0	0.00		1	
		TOTAL		260	24.32		587	54.91		15	1.40					62	5.80		52	4.86		12	1.12		81	7.58		1069	
	THIRD			8	66.67		0	0.00		0	0.00					2	16.67		1	8.33			Excluded		1	8.33		12	
		TOTAL		268	25.07		587	54.91		15	1.40					64	5.99		53	4.96					82	7.67		1069	
	FOURTH			0	0.00		14	93.33			Excluded					1	6.67		0	0.00					0	0.00		15	
		TOTAL		268	25.07		601	56.22								65	6.08		53	4.96					82	7.67		1069	
	FIFTH			12	22.64		6	11.32								34	64.15			Excluded					1	1.89		53	
		TOTAL		280	26.19		607	56.78								99	9.26								83	7.76		1069	
	SIXTH			15	18.07		26	31.33								42	50.60									Excluded		83	
		TOTAL		295	27.60		633	59.21								141	13.19											1069	
	SEVENTH			86	60.99		55	39.01									Excluded											141	
		TOTAL		381	35.64		688	64.36																				1069	
							Elected																						
																													
Hyams Beach                                                    																													
	FIRST			32	34.41		46	49.46		0	0.00		0	0.00		9	9.68		6	6.45		0	0.00		0	0.00		93	
	SECOND			0	0.00		0	0.00		0	0.00			Excluded		0	0.00		0	0.00		0	0.00		0	0.00		0	
		TOTAL		32	34.41		46	49.46		0	0.00					9	9.68		6	6.45		0	0.00		0	0.00		93	
	THIRD			0	0.00		0	0.00		0	0.00					0	0.00		0	0.00			Excluded		0	0.00		0	
		TOTAL		32	34.41		46	49.46		0	0.00					9	9.68		6	6.45					0	0.00		93	
	FOURTH			0	0.00		0	0.00			Excluded					0	0.00		0	0.00					0	0.00		0	
		TOTAL		32	34.41		46	49.46								9	9.68		6	6.45					0	0.00		93	
	FIFTH			4	66.67		0	0.00								1	16.67			Excluded					1	16.67		6	
		TOTAL		36	38.71		46	49.46								10	10.75								1	1.08		93	
	SIXTH			0	0.00		0	0.00								1	100.00									Excluded		1	
		TOTAL		36	38.71		46	49.46								11	11.83											93	
	SEVENTH			8	72.73		3	27.27									Excluded											11	
		TOTAL		44	47.31		49	52.69																				93	
							Elected																						
																													
Illaroo                                                        																													
	FIRST			455	17.45		1724	66.13		73	2.80		3	0.12		104	3.99		135	5.18		21	0.81		92	3.53		2607	
	SECOND			0	0.00		0	0.00		1	33.33			Excluded		1	33.33		1	33.33		0	0.00		0	0.00		3	
		TOTAL		455	17.45		1724	66.13		74	2.84					105	4.03		136	5.22		21	0.81		92	3.53		2607	
	THIRD			10	47.62		0	0.00		3	14.29					3	14.29		4	19.05			Excluded		1	4.76		21	
		TOTAL		465	17.84		1724	66.13		77	2.95					108	4.14		140	5.37					93	3.57		2607	
	FOURTH			6	7.79		59	76.62			Excluded					4	5.19		5	6.49					3	3.90		77	
		TOTAL		471	18.07		1783	68.39								112	4.30		145	5.56					96	3.68		2607	
	FIFTH			35	24.14		36	24.83								63	43.45			Excluded					11	7.59		145	
		TOTAL		506	19.41		1819	69.77								175	6.71								107	4.10		2607	
	SIXTH			20	18.69		51	47.66								36	33.64									Excluded		107	
		TOTAL		526	20.18		1870	71.73								211	8.09											2607	
	SEVENTH			143	67.77		68	32.23									Excluded											211	
		TOTAL		669	25.66		1938	74.34																				2607	
							Elected																						
																													
Jamberoo                                                       																													
	FIRST			213	20.64		588	56.98		11	1.07		4	0.39		106	10.27		72	6.98		3	0.29		35	3.39		1032	
	SECOND			1	25.00		1	25.00		1	25.00			Excluded		0	0.00		1	25.00		0	0.00		0	0.00		4	
		TOTAL		214	20.74		589	57.07		12	1.16					106	10.27		73	7.07		3	0.29		35	3.39		1032	
	THIRD			1	33.33		0	0.00		0	0.00					0	0.00		2	66.67			Excluded		0	0.00		3	
		TOTAL		215	20.83		589	57.07		12	1.16					106	10.27		75	7.27					35	3.39		1032	
	FOURTH			0	0.00		4	33.33			Excluded					4	33.33		4	33.33					0	0.00		12	
		TOTAL		215	20.83		593	57.46								110	10.66		79	7.66					35	3.39		1032	
	FIFTH			23	29.11		8	10.13								45	56.96			Excluded					3	3.80		79	
