Senate - 2001 Election: New South Wales																																																																																	
First Preference Votes by Group 																																																																																	
By Polling Place																																																																																	

Farrer (84423)																																																																																	
		Group A Total			Group B Total			Group C Total			Group D Total			Group E Total			Group F Total			Group G Total			Group H Total			Group I Total			Group J Total			Group K Total			Group L Total			Group M Total			Group N Total			Group O Total			Group P Total			Group Q Total			Group R Total			Group S Total			Group T Total			Group U Total			Group V Total			Group W Total			Ungrouped Total 			FORMAL 			INFORMAL 			TOTAL 	
Albury West		73	4.09		10	0.56		4	0.22		0	0.00		29	1.62		2	0.11		142	7.95		9	0.50		4	0.22		353	19.76		9	0.50		2	0.11		15	0.84		1	0.06		0	0.00		5	0.28		1019	57.05		8	0.45		3	0.17		92	5.15		0	0.00		1	0.06		2	0.11		3	0.17		1786	96.75		60	3.25		1846	2.29
Balldale		11	9.02		14	11.48		0	0.00		0	0.00		1	0.82		0	0.00		3	2.46		0	0.00		0	0.00		14	11.48		1	0.82		0	0.00		1	0.82		0	0.00		0	0.00		0	0.00		76	62.30		0	0.00		0	0.00		1	0.82		0	0.00		0	0.00		0	0.00		0	0.00		122	96.06		5	3.94		127	0.16
Balranald		89	11.60		2	0.26		0	0.00		0	0.00		15	1.96		0	0.00		20	2.61		5	0.65		2	0.26		227	29.60		6	0.78		0	0.00		6	0.78		0	0.00		1	0.13		0	0.00		378	49.28		2	0.26		0	0.00		10	1.30		0	0.00		0	0.00		4	0.52		0	0.00		767	89.71		88	10.29		855	1.06
Barham		99	9.59		13	1.26		1	0.10		2	0.19		14	1.36		1	0.10		40	3.88		5	0.48		1	0.10		180	17.44		8	0.78		1	0.10		10	0.97		0	0.00		1	0.10		1	0.10		629	60.95		8	0.78		0	0.00		13	1.26		1	0.10		0	0.00		4	0.39		0	0.00		1032	95.47		49	4.53		1081	1.34
Barooga		43	4.82		6	0.67		0	0.00		0	0.00		18	2.02		0	0.00		27	3.03		4	0.45		0	0.00		213	23.88		6	0.67		0	0.00		8	0.90		0	0.00		1	0.11		4	0.45		537	60.20		2	0.22		0	0.00		16	1.79		0	0.00		1	0.11		6	0.67		0	0.00		892	94.19		55	5.81		947	1.18
Batlow		94	10.54		18	2.02		0	0.00		0	0.00		21	2.35		2	0.22		28	3.14		15	1.68		3	0.34		318	35.65		12	1.35		0	0.00		13	1.46		0	0.00		1	0.11		0	0.00		326	36.55		7	0.78		7	0.78		21	2.35		0	0.00		0	0.00		6	0.67		0	0.00		892	98.24		16	1.76		908	1.13
Berrigan		83	9.56		18	2.07		1	0.12		0	0.00		16	1.84		1	0.12		23	2.65		7	0.81		0	0.00		135	15.55		14	1.61		1	0.12		12	1.38		0	0.00		1	0.12		0	0.00		530	61.06		9	1.04		1	0.12		9	1.04		0	0.00		2	0.23		5	0.58		0	0.00		868	97.20		25	2.80		893	1.11
Blighty		9	4.79		5	2.66		0	0.00		0	0.00		1	0.53		0	0.00		4	2.13		0	0.00		0	0.00		9	4.79		1	0.53		0	0.00		1	0.53		0	0.00		0	0.00		0	0.00		158	84.04		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		188	97.41		5	2.59		193	0.24
Boree Creek		10	6.76		1	0.68		0	0.00		0	0.00		3	2.03		0	0.00		2	1.35		0	0.00		0	0.00		15	10.14		1	0.68		0	0.00		1	0.68		0	0.00		0	0.00		1	0.68		112	75.68		0	0.00		0	0.00		2	1.35		0	0.00		0	0.00		0	0.00		0	0.00		148	98.01		3	1.99		151	0.19
Brocklesby		10	8.40		15	12.61		0	0.00		0	0.00		0	0.00		0	0.00		1	0.84		1	0.84		0	0.00		21	17.65		0	0.00		0	0.00		1	0.84		0	0.00		1	0.84		0	0.00		65	54.62		2	1.68		0	0.00		1	0.84		0	0.00		0	0.00		1	0.84		0	0.00		119	96.75		4	3.25		123	0.15
Brungle		9	9.38		4	4.17		0	0.00		0	0.00		3	3.13		0	0.00		3	3.13		1	1.04		0	0.00		25	26.04		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		1	1.04		47	48.96		1	1.04		0	0.00		1	1.04		0	0.00		0	0.00		0	0.00		1	1.04		96	95.05		5	4.95		101	0.13
Bunnaloo		11	6.04		9	4.95		0	0.00		0	0.00		0	0.00		0	0.00		9	4.95		0	0.00		0	0.00		14	7.69		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		1	0.55		134	73.63		0	0.00		0	0.00		4	2.20		0	0.00		0	0.00		0	0.00		0	0.00		182	98.91		2	1.09		184	0.23
Buronga		154	19.11		8	0.99		0	0.00		0	0.00		7	0.87		0	0.00		20	2.48		2	0.25		0	0.00		131	16.25		5	0.62		1	0.12		4	0.50		1	0.12		0	0.00		2	0.25		449	55.71		3	0.37		1	0.12		15	1.86		0	0.00		1	0.12		1	0.12		1	0.12		806	94.49		47	5.51		853	1.06
Burrumbuttock		16	8.56		5	2.67		0	0.00		0	0.00		3	1.60		0	0.00		1	0.53		1	0.53		0	0.00		16	8.56		2	1.07		1	0.53		2	1.07		0	0.00		0	0.00		0	0.00		132	70.59		1	0.53		0	0.00		6	3.21		0	0.00		1	0.53		0	0.00		0	0.00		187	98.42		3	1.58		190	0.24
Conargo		15	14.71		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		2	1.96		8	7.84		4	3.92		0	0.00		1	0.98		0	0.00		0	0.00		0	0.00		69	67.65		0	0.00		0	0.00		2	1.96		0	0.00		0	0.00		1	0.98		0	0.00		102	100.00		0	0.00		102	0.13
Corowa		141	7.67		12	0.65		0	0.00		0	0.00		21	1.14		2	0.11		84	4.57		25	1.36		3	0.16		443	24.10		22	1.20		6	0.33		38	2.07		0	0.00		5	0.27		1	0.05		969	52.72		16	0.87		4	0.22		30	1.63		2	0.11		2	0.11		9	0.49		3	0.16		1838	96.28		71	3.72		1909	2.37
Corowa Hospital		59	5.77		4	0.39		0	0.00		0	0.00		20	1.96		0	0.00		34	3.32		9	0.88		2	0.20		277	27.08		7	0.68		4	0.39		8	0.78		0	0.00		1	0.10		2	0.20		568	55.52		7	0.68		0	0.00		17	1.66		0	0.00		0	0.00		3	0.29		1	0.10		1023	96.33		39	3.67		1062	1.32
Corowa South		32	5.41		9	1.52		0	0.00		0	0.00		6	1.01		0	0.00		14	2.36		5	0.84		1	0.17		162	27.36		6	1.01		0	0.00		3	0.51		0	0.00		1	0.17		0	0.00		339	57.26		3	0.51		0	0.00		10	1.69		0	0.00		0	0.00		1	0.17		0	0.00		592	95.18		30	4.82		622	0.77
Culcairn		65	7.29		30	3.36		0	0.00		1	0.11		20	2.24		1	0.11		37	4.15		14	1.57		2	0.22		211	23.65		14	1.57		2	0.22		7	0.78		0	0.00		1	0.11		2	0.22		462	51.79		6	0.67		0	0.00		14	1.57		0	0.00		0	0.00		3	0.34		0	0.00		892	97.49		23	2.51		915	1.14
Curlwaa		48	25.13		3	1.57		0	0.00		0	0.00		1	0.52		0	0.00		6	3.14		0	0.00		0	0.00		30	15.71		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		101	52.88		1	0.52		0	0.00		1	0.52		0	0.00		0	0.00		0	0.00		0	0.00		191	98.45		3	1.55		194	0.24
Dareton		214	31.52		0	0.00		1	0.15		0	0.00		14	2.06		2	0.29		15	2.21		6	0.88		0	0.00		124	18.26		2	0.29		1	0.15		7	1.03		0	0.00		2	0.29		0	0.00		286	42.12		1	0.15		1	0.15		1	0.15		0	0.00		0	0.00		2	0.29		0	0.00		679	95.63		31	4.37		710	0.88
Daysdale		10	9.71		1	0.97		0	0.00		0	0.00		1	0.97		0	0.00		2	1.94		0	0.00		0	0.00		12	11.65		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		1	0.97		74	71.84		2	1.94		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		103	99.04		1	0.96		104	0.13
Deniliquin		94	7.01		18	1.34		0	0.00		2	0.15		20	1.49		2	0.15		61	4.55		11	0.82		6	0.45		292	21.77		13	0.97		4	0.30		18	1.34		3	0.22		1	0.07		1	0.07		735	54.81		16	1.19		2	0.15		29	2.16		0	0.00		0	0.00		13	0.97		0	0.00		1341	96.96		42	3.04		1383	1.72
Deniliquin Hospital		23	5.71		10	2.48		0	0.00		0	0.00		2	0.50		1	0.25		17	4.22		2	0.50		3	0.74		91	22.58		3	0.74		0	0.00		1	0.25		0	0.00		0	0.00		0	0.00		234	58.06		4	0.99		0	0.00		9	2.23		1	0.25		0	0.00		2	0.50		0	0.00		403	96.64		14	3.36		417	0.52
Deniliquin North		94	8.96		24	2.29		1	0.10		2	0.19		7	0.67		0	0.00		28	2.67		10	0.95		1	0.10		218	20.78		8	0.76		2	0.19		16	1.53		0	0.00		0	0.00		1	0.10		606	57.77		8	0.76		1	0.10		13	1.24		0	0.00		2	0.19		6	0.57		1	0.10		1049	95.45		50	4.55		1099	1.36
Deniliquin South		67	8.87		11	1.46		0	0.00		0	0.00		14	1.85		0	0.00		18	2.38		7	0.93		1	0.13		174	23.05		9	1.19		1	0.13		6	0.79		0	0.00		0	0.00		0	0.00		428	56.69		6	0.79		0	0.00		8	1.06		1	0.13		1	0.13		3	0.40		0	0.00		755	96.30		29	3.70		784	0.97
Deniliquin West		124	8.88		11	0.79		2	0.14		4	0.29		29	2.08		2	0.14		45	3.22		16	1.15		4	0.29		367	26.27		20	1.43		3	0.21		33	2.36		1	0.07		2	0.14		0	0.00		693	49.61		15	1.07		0	0.00		18	1.29		0	0.00		0	0.00		7	0.50		1	0.07		1397	94.20		86	5.80		1483	1.84
Emery		18	11.46		2	1.27		0	0.00		0	0.00		0	0.00		0	0.00		8	5.10		0	0.00		0	0.00		3	1.91		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		125	79.62		0	0.00		0	0.00		1	0.64		0	0.00		0	0.00		0	0.00		0	0.00		157	97.52		4	2.48		161	0.20
Euston		63	15.56		1	0.25		0	0.00		0	0.00		15	3.70		0	0.00		4	0.99		4	0.99		0	0.00		67	16.54		4	0.99		0	0.00		6	1.48		0	0.00		1	0.25		0	0.00		221	54.57		11	2.72		0	0.00		1	0.25		0	0.00		2	0.49		5	1.23		0	0.00		405	95.29		20	4.71		425	0.53
Finley		86	5.33		56	3.47		0	0.00		0	0.00		16	0.99		4	0.25		55	3.41		9	0.56		5	0.31		240	14.87		19	1.18		3	0.19		14	0.87		0	0.00		1	0.06		3	0.19		1045	64.75		19	1.18		3	0.19		20	1.24		0	0.00		1	0.06		11	0.68		4	0.25		1614	97.17		47	2.83		1661	2.06
Gerogery		36	12.46		7	2.42		0	0.00		0	0.00		1	0.35		1	0.35		9	3.11		4	1.38		0	0.00		38	13.15		6	2.08		0	0.00		2	0.69		0	0.00		1	0.35		0	0.00		163	56.40		5	1.73		0	0.00		13	4.50		0	0.00		1	0.35		2	0.69		0	0.00		289	97.97		6	2.03		295	0.37
Glenroy		157	7.15		34	1.55		1	0.05		1	0.05		43	1.96		1	0.05		158	7.19		32	1.46		2	0.09		548	24.94		24	1.09		2	0.09		20	0.91		0	0.00		2	0.09		3	0.14		1071	48.75		18	0.82		3	0.14		67	3.05		0	0.00		0	0.00		7	0.32		3	0.14		2197	95.65		100	4.35		2297	2.85
Gol Gol		98	19.22		1	0.20		0	0.00		0	0.00		6	1.18		0	0.00		13	2.55		0	0.00		0	0.00		74	14.51		3	0.59		0	0.00		4	0.78		0	0.00		2	0.39		0	0.00		300	58.82		2	0.39		0	0.00		6	1.18		0	0.00		0	0.00		1	0.20		0	0.00		510	97.33		14	2.67		524	0.65
Hatfield		2	4.76		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		3	7.14		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		36	85.71		1	2.38		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		42	100.00		0	0.00		42	0.05
Henty		72	9.45		60	7.87		0	0.00		2	0.26		20	2.62		0	0.00		17	2.23		3	0.39		2	0.26		129	16.93		5	0.66		0	0.00		9	1.18		0	0.00		1	0.13		1	0.13		421	55.25		4	0.52		2	0.26		10	1.31		0	0.00		0	0.00		3	0.39		1	0.13		762	96.21		30	3.79		792	0.98
Holbrook		106	8.98		47	3.98		0	0.00		1	0.08		19	1.61		0	0.00		39	3.30		5	0.42		2	0.17		255	21.59		5	0.42		1	0.08		8	0.68		2	0.17		1	0.08		1	0.08		642	54.36		12	1.02		0	0.00		25	2.12		0	0.00		0	0.00		10	0.85		0	0.00		1181	96.57		42	3.43		1223	1.52
Howlong		104	7.76		17	1.27		2	0.15		2	0.15		20	1.49		0	0.00		63	4.70		11	0.82		4	0.30		361	26.92		19	1.42		1	0.07		22	1.64		1	0.07		2	0.15		2	0.15		650	48.47		14	1.04		1	0.07		32	2.39		0	0.00		6	0.45		4	0.30		3	0.22		1341	95.38		65	4.62		1406	1.75
Hume		107	7.23		23	1.56		0	0.00		1	0.07		36	2.43		5	0.34		74	5.00		18	1.22		1	0.07		393	26.57		12	0.81		2	0.14		22	1.49		1	0.07		2	0.14		2	0.14		723	48.88		21	1.42		1	0.07		22	1.49		0	0.00		0	0.00		12	0.81		1	0.07		1479	96.16		59	3.84		1538	1.91
Jerilderie		62	9.23		10	1.49		0	0.00		0	0.00		15	2.23		0	0.00		12	1.79		3	0.45		1	0.15		147	21.88		2	0.30		0	0.00		9	1.34		0	0.00		2	0.30		2	0.30		390	58.04		6	0.89		1	0.15		6	0.89		0	0.00		0	0.00		4	0.60		0	0.00		672	95.32		33	4.68		705	0.88
Jindera		92	9.51		35	3.62		0	0.00		0	0.00		14	1.45		1	0.10		48	4.96		9	0.93		0	0.00		168	17.37		16	1.65		1	0.10		15	1.55		0	0.00		0	0.00		1	0.10		521	53.88		12	1.24		1	0.10		26	2.69		0	0.00		0	0.00		6	0.62		1	0.10		967	98.98		10	1.02		977	1.21
Jingellic		20	17.86		4	3.57		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		1	0.89		1	0.89		13	11.61		0	0.00		0	0.00		1	0.89		0	0.00		0	0.00		0	0.00		68	60.71		1	0.89		0	0.00		3	2.68		0	0.00		0	0.00		0	0.00		0	0.00		112	97.39		3	2.61		115	0.14
Khancoban		19	7.51		5	1.98		0	0.00		1	0.40		6	2.37		0	0.00		25	9.88		5	1.98		1	0.40		75	29.64		2	0.79		1	0.40		1	0.40		0	0.00		0	0.00		0	0.00		104	41.11		3	1.19		0	0.00		4	1.58		0	0.00		0	0.00		0	0.00		1	0.40		253	96.56		9	3.44		262	0.33
Koraleigh		33	14.41		2	0.87		0	0.00		0	0.00		3	1.31		1	0.44		10	4.37		1	0.44		0	0.00		32	13.97		3	1.31		0	0.00		4	1.75		0	0.00		0	0.00		0	0.00		134	58.52		0	0.00		0	0.00		4	1.75		0	0.00		0	0.00		1	0.44		1	0.44		229	97.03		7	2.97		236	0.29
Lacmalac		15	9.32		0	0.00		0	0.00		0	0.00		2	1.24		1	0.62		10	6.21		2	1.24		0	0.00		21	13.04		4	2.48		0	0.00		4	2.48		0	0.00		0	0.00		0	0.00		93	57.76		1	0.62		0	0.00		7	4.35		0	0.00		0	0.00		0	0.00		1	0.62		161	100.00		0	0.00		161	0.20
Lavington		263	8.86		85	2.86		2	0.07		3	0.10		77	2.59		4	0.13		167	5.63		30	1.01		5	0.17		746	25.13		30	1.01		11	0.37		45	1.52		3	0.10		7	0.24		4	0.13		1376	46.36		19	0.64		4	0.13		69	2.32		3	0.10		1	0.03		12	0.40		2	0.07		2968	94.92		159	5.08		3127	3.88
Lavington East		157	7.80		50	2.48		0	0.00		2	0.10		48	2.38		1	0.05		114	5.66		21	1.04		3	0.15		528	26.22		27	1.34		3	0.15		34	1.69		1	0.05		2	0.10		4	0.20		936	46.47		19	0.94		1	0.05		40	1.99		2	0.10		2	0.10		15	0.74		4	0.20		2014	95.72		90	4.28		2104	2.61
Lockhart		52	6.57		31	3.91		0	0.00		1	0.13		16	2.02		1	0.13		18	2.27		3	0.38		5	0.63		147	18.56		5	0.63		1	0.13		9	1.14		0	0.00		1	0.13		2	0.25		485	61.24		2	0.25		0	0.00		10	1.26		0	0.00		0	0.00		3	0.38		0	0.00		792	97.18		23	2.82		815	1.01
Lowesdale		9	6.98		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		2	1.55		2	1.55		0	0.00		10	7.75		0	0.00		0	0.00		2	1.55		0	0.00		0	0.00		0	0.00		100	77.52		3	2.33		0	0.00		1	0.78		0	0.00		0	0.00		0	0.00		0	0.00		129	99.23		1	0.77		130	0.16
Mathoura		55	10.04		9	1.64		1	0.18		0	0.00		7	1.28		0	0.00		12	2.19		10	1.82		2	0.36		182	33.21		2	0.36		0	0.00		7	1.28		0	0.00		1	0.18		0	0.00		250	45.62		5	0.91		0	0.00		5	0.91		0	0.00		0	0.00		0	0.00		0	0.00		548	94.97		29	5.03		577	0.72
Mayrung		8	6.50		0	0.00		0	0.00		1	0.81		2	1.63		0	0.00		5	4.07		1	0.81		0	0.00		1	0.81		1	0.81		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		99	80.49		2	1.63		0	0.00		2	1.63		0	0.00		0	0.00		1	0.81		0	0.00		123	99.19		1	0.81		124	0.15
Moama		130	6.00		13	0.60		1	0.05		1	0.05		19	0.88		0	0.00		59	2.72		12	0.55		5	0.23		463	21.36		23	1.06		2	0.09		22	1.01		0	0.00		1	0.05		1	0.05		1360	62.73		10	0.46		1	0.05		34	1.57		0	0.00		2	0.09		9	0.42		0	0.00		2168	95.59		100	4.41		2268	2.82
Morundah		4	9.09		2	4.55		0	0.00		0	0.00		4	9.09		0	0.00		0	0.00		1	2.27		0	0.00		7	15.91		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		22	50.00		2	4.55		0	0.00		1	2.27		0	0.00		0	0.00		1	2.27		0	0.00		44	95.65		2	4.35		46	0.06
Morven		6	9.52		1	1.59		0	0.00		0	0.00		0	0.00		1	1.59		3	4.76		0	0.00		0	0.00		7	11.11		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		43	68.25		0	0.00		0	0.00		2	3.17		0	0.00		0	0.00		0	0.00		0	0.00		63	95.45		3	4.55		66	0.08
Moulamein		39	9.61		2	0.49		0	0.00		0	0.00		7	1.72		0	0.00		7	1.72		2	0.49		0	0.00		96	23.65		2	0.49		0	0.00		5	1.23		0	0.00		1	0.25		0	0.00		236	58.13		3	0.74		1	0.25		4	0.99		0	0.00		0	0.00		1	0.25		0	0.00		406	93.76		27	6.24		433	0.54
Mullengandra		18	15.52		4	3.45		1	0.86		0	0.00		1	0.86		0	0.00		4	3.45		0	0.00		1	0.86		11	9.48		0	0.00		2	1.72		0	0.00		0	0.00		0	0.00		0	0.00		70	60.34		0	0.00		0	0.00		3	2.59		0	0.00		0	0.00		0	0.00		1	0.86		116	95.08		6	4.92		122	0.15
Mulwala		60	5.01		2	0.17		0	0.00		0	0.00		18	1.50		2	0.17		36	3.01		5	0.42		3	0.25		319	26.63		9	0.75		0	0.00		14	1.17		2	0.17		2	0.17		2	0.17		703	58.68		8	0.67		0	0.00		11	0.92		0	0.00		0	0.00		2	0.17		0	0.00		1198	95.61		55	4.39		1253	1.56
Murray Downs		7	3.07		2	0.88		0	0.00		0	0.00		2	0.88		0	0.00		1	0.44		2	0.88		0	0.00		27	11.84		3	1.32		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		178	78.07		0	0.00		0	0.00		4	1.75		0	0.00		0	0.00		2	0.88		0	0.00		228	98.28		4	1.72		232	0.29
Oaklands		20	8.70		2	0.87		0	0.00		1	0.43		4	1.74		0	0.00		3	1.30		0	0.00		1	0.43		33	14.35		1	0.43		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		156	67.83		2	0.87		0	0.00		5	2.17		0	0.00		0	0.00		2	0.87		0	0.00		230	96.64		8	3.36		238	0.30
Pleasant Hills		2	1.23		8	4.94		0	0.00		0	0.00		0	0.00		0	0.00		2	1.23		1	0.62		0	0.00		6	3.70		2	1.23		0	0.00		2	1.23		0	0.00		0	0.00		0	0.00		138	85.19		0	0.00		0	0.00		1	0.62		0	0.00		0	0.00		0	0.00		0	0.00		162	98.18		3	1.82		165	0.20
Pooncarie		19	14.73		1	0.78		0	0.00		0	0.00		2	1.55		0	0.00		2	1.55		1	0.78		0	0.00		8	6.20		2	1.55		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		92	71.32		0	0.00		0	0.00		1	0.78		0	0.00		0	0.00		1	0.78		0	0.00		129	97.73		3	2.27		132	0.16
Pretty Pine		4	4.49		1	1.12		0	0.00		0	0.00		1	1.12		0	0.00		3	3.37		1	1.12		0	0.00		6	6.74		0	0.00		2	2.25		1	1.12		0	0.00		0	0.00		0	0.00		68	76.40		1	1.12		0	0.00		1	1.12		0	0.00		0	0.00		0	0.00		0	0.00		89	97.80		2	2.20		91	0.11
Rand		11	5.98		6	3.26		0	0.00		0	0.00		0	0.00		0	0.00		4	2.17		0	0.00		2	1.09		15	8.15		3	1.63		0	0.00		2	1.09		0	0.00		0	0.00		0	0.00		138	75.00		1	0.54		0	0.00		2	1.09		0	0.00		0	0.00		0	0.00		0	0.00		184	96.34		7	3.66		191	0.24
Rosewood		17	8.90		5	2.62		0	0.00		0	0.00		2	1.05		0	0.00		6	3.14		3	1.57		0	0.00		23	12.04		1	0.52		0	0.00		4	2.09		0	0.00		0	0.00		0	0.00		124	64.92		0	0.00		0	0.00		5	2.62		0	0.00		0	0.00		1	0.52		0	0.00		191	94.55		11	5.45		202	0.25
Springdale Heights		55	8.46		23	3.54		0	0.00		2	0.31		9	1.38		1	0.15		35	5.38		11	1.69		2	0.31		187	28.77		9	1.38		0	0.00		12	1.85		3	0.46		1	0.15		1	0.15		278	42.77		5	0.77		0	0.00		12	1.85		0	0.00		0	0.00		3	0.46		1	0.15		650	97.01		20	2.99		670	0.83
Sydney (Farrer)		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		2	10.00		0	0.00		0	0.00		6	30.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		10	50.00		0	0.00		0	0.00		2	10.00		0	0.00		0	0.00		0	0.00		0	0.00		20	100.00		0	0.00		20	0.02
Table Top		19	6.55		4	1.38		0	0.00		0	0.00		1	0.34		0	0.00		20	6.90		3	1.03		1	0.34		31	10.69		1	0.34		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		195	67.24		1	0.34		0	0.00		13	4.48		0	0.00		0	0.00		1	0.34		0	0.00		290	98.98		3	1.02		293	0.36
Talbingo		14	7.87		4	2.25		0	0.00		0	0.00		3	1.69		0	0.00		15	8.43		1	0.56		0	0.00		56	31.46		3	1.69		0	0.00		6	3.37		0	0.00		1	0.56		0	0.00		64	35.96		0	0.00		0	0.00		9	5.06		0	0.00		0	0.00		2	1.12		0	0.00		178	99.44		1	0.56		179	0.22
The Retreat		6	7.89		7	9.21		0	0.00		0	0.00		0	0.00		1	1.32		0	0.00		0	0.00		0	0.00		3	3.95		0	0.00		0	0.00		1	1.32		0	0.00		0	0.00		0	0.00		57	75.00		1	1.32		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		76	98.70		1	1.30		77	0.10
The Rock		54	8.28		15	2.30		0	0.00		3	0.46		8	1.23		1	0.15		19	2.91		14	2.15		1	0.15		189	28.99		8	1.23		0	0.00		11	1.69		0	0.00		2	0.31		0	0.00		302	46.32		4	0.61		0	0.00		15	2.30		0	0.00		0	0.00		6	0.92		0	0.00		652	94.22		40	5.78		692	0.86
Thurgoona		111	5.96		63	3.38		0	0.00		0	0.00		32	1.72		2	0.11		135	7.25		12	0.64		1	0.05		397	21.32		19	1.02		6	0.32		26	1.40		0	0.00		2	0.11		3	0.16		974	52.31		10	0.54		1	0.05		58	3.11		0	0.00		2	0.11		6	0.32		2	0.11		1862	97.03		57	2.97		1919	2.38
