House of Representatives -2001 Election: New South Wales																																																	
First Preference Votes and TCP																																																	
By Candidate by Polling Place																																																	

Cowper (79982)																																																	
	MAGUIRE			BONFIELD			WILLEY			NEUSS			# HARTSUYKER			VAN BLADEL			CRANNY			FENTON			KORN			STOKES			FORMAL			INFORMAL			TOTAL			Two Candidate Preferred									
	John			Jenny			John			Phillip			Luke			Paul			Jillian			Michael			Bruce			Allan												 BONFIELD ALP			# HARTSUYKER NP						
	LEF			CLR			IND			LP			NP			IND			GRN			DEM			CTA			HAN																					
Polling Places	Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%					
Coffs Harbour St Augustines	58	2.98		557	28.64		17	0.87		298	15.32		711	36.56		8	0.41		87	4.47		68	3.50		43	2.21		98	5.04		1945	95.81		85	4.19		2030	2.66		750	38.56		1195	61.44
Coffs Harbour South	31	2.53		405	33.01		15	1.22		183	14.91		395	32.19		16	1.30		52	4.24		28	2.28		39	3.18		63	5.13		1227	95.78		54	4.22		1281	1.68		553	45.07		674	54.93
Coffs Harbour West	95	2.99		968	30.45		29	0.91		547	17.21		1108	34.85		15	0.47		92	2.89		72	2.26		85	2.67		168	5.28		3179	96.77		106	3.23		3285	4.31		1259	39.60		1920	60.40
Coramba	9	2.69		102	30.54		2	0.60		45	13.47		108	32.34		1	0.30		13	3.89		16	4.79		0	0.00		38	11.38		334	94.35		20	5.65		354	0.46		143	42.81		191	57.19
Corindi	17	2.69		249	39.40		7	1.11		104	16.46		112	17.72		4	0.63		34	5.38		18	2.85		8	1.27		79	12.50		632	94.19		39	5.81		671	0.88		342	54.11		290	45.89
Cowper (Cowper)	0	0.00		40	38.46		1	0.96		7	6.73		44	42.31		1	0.96		2	1.92		0	0.00		1	0.96		8	7.69		104	93.69		7	6.31		111	0.15		46	44.23		58	55.77
Deervale	1	1.20		10	12.05		1	1.20		1	1.20		42	50.60		0	0.00		12	14.46		6	7.23		2	2.41		8	9.64		83	97.65		2	2.35		85	0.11		25	30.12		58	69.88
Dorrigo	20	1.82		248	22.61		20	1.82		124	11.30		439	40.02		5	0.46		104	9.48		40	3.65		25	2.28		72	6.56		1097	95.98		46	4.02		1143	1.50		430	39.20		667	60.80
Eungai Creek	7	2.46		100	35.21		8	2.82		43	15.14		73	25.70		1	0.35		17	5.99		6	2.11		4	1.41		25	8.80		284	94.35		17	5.65		301	0.39		143	50.35		141	49.65
Gladstone (Cowper)	9	2.62		96	27.99		7	2.04		78	22.74		103	30.03		1	0.29		10	2.92		8	2.33		1	0.29		30	8.75		343	95.01		18	4.99		361	0.47		135	39.36		208	60.64
Gleniffer	0	0.00		37	22.56		4	2.44		19	11.59		50	30.49		2	1.22		33	20.12		9	5.49		5	3.05		5	3.05		164	99.39		1	0.61		165	0.22		80	48.78		84	51.22
Glenreagh	17	3.77		138	30.60		6	1.33		56	12.42		132	29.27		4	0.89		22	4.88		12	2.66		16	3.55		48	10.64		451	93.18		33	6.82		484	0.63		206	45.68		245	54.32
Gulmarrad	3	0.69		150	34.56		2	0.46		40	9.22		150	34.56		3	0.69		5	1.15		6	1.38		15	3.46		60	13.82		434	98.41		7	1.59		441	0.58		196	45.16		238	54.84
Hat Head	6	3.21		70	37.43		4	2.14		24	12.83		52	27.81		1	0.53		6	3.21		3	1.60		4	2.14		17	9.09		187	96.89		6	3.11		193	0.25		95	50.80		92	49.20
Karangi	21	5.00		119	28.33		2	0.48		50	11.90		142	33.81		2	0.48		26	6.19		22	5.24		9	2.14		27	6.43		420	97.90		9	2.10		429	0.56		177	42.14		243	57.86
Kinchela	1	0.75		30	22.56		3	2.26		24	18.05		48	36.09		0	0.00		3	2.26		3	2.26		1	0.75		20	15.04		133	97.08		4	2.92		137	0.18		46	34.59		87	65.41
Korora	31	1.98		388	24.79		8	0.51		268	17.12		635	40.58		29	1.85		80	5.11		41	2.62		37	2.36		48	3.07		1565	97.02		48	2.98		1613	2.12		533	34.06		1032	65.94
Lowanna	0	0.00		46	36.80		2	1.60		5	4.00		37	29.60		0	0.00		14	11.20		2	1.60		0	0.00		19	15.20		125	92.59		10	7.41		135	0.18		66	52.80		59	47.20
Macksville	53	2.38		636	28.55		31	1.39		412	18.49		744	33.39		7	0.31		64	2.87		31	1.39		25	1.12		225	10.10		2228	95.66		101	4.34		2329	3.06		871	39.09		1357	60.91
Maclean (Cowper)	24	1.88		421	33.02		8	0.63		182	14.27		435	34.12		7	0.55		39	3.06		22	1.73		31	2.43		106	8.31		1275	95.29		63	4.71		1338	1.76		540	42.35		735	57.65
Maclean Hospital	13	2.50		202	38.77		4	0.77		45	8.64		191	36.66		0	0.00		13	2.50		8	1.54		8	1.54		37	7.10		521	95.42		25	4.58		546	0.72		243	46.64		278	53.36
Medlow	2	1.11		56	31.11		14	7.78		10	5.56		55	30.56		1	0.56		8	4.44		7	3.89		3	1.67		24	13.33		180	94.74		10	5.26		190	0.25		86	47.78		94	52.22
Missabotti	0	0.00		25	31.25		6	7.50		6	7.50		17	21.25		1	1.25		10	12.50		1	1.25		1	1.25		13	16.25		80	94.12		5	5.88		85	0.11		41	51.25		39	48.75
Moonee Beach	19	2.37		227	28.34		3	0.37		146	18.23		265	33.08		18	2.25		26	3.25		28	3.50		26	3.25		43	5.37		801	95.70		36	4.30		837	1.10		310	38.70		491	61.30
Mullaway	34	2.87		425	35.83		17	1.43		178	15.01		279	23.52		7	0.59		92	7.76		43	3.63		38	3.20		73	6.16		1186	95.80		52	4.20		1238	1.62		612	51.60		574	48.40
Mylestom	8	2.09		133	34.73		7	1.83		73	19.06		99	25.85		1	0.26		33	8.62		12	3.13		4	1.04		13	3.39		383	93.41		27	6.59		410	0.54		191	49.87		192	50.13
Nambucca Heads	39	1.50		975	37.44		64	2.46		494	18.97		628	24.12		9	0.35		111	4.26		47	1.80		49	1.88		188	7.22		2604	94.69		146	5.31		2750	3.61		1273	48.89		1331	51.11
Nana Glen	20	3.51		182	31.93		6	1.05		44	7.72		202	35.44		6	1.05		33	5.79		15	2.63		22	3.86		40	7.02		570	94.53		33	5.47		603	0.79		259	45.44		311	54.56
Newville	18	1.91		350	37.12		21	2.23		199	21.10		224	23.75		6	0.64		22	2.33		17	1.80		16	1.70		70	7.42		943	95.45		45	4.55		988	1.30		456	48.36		487	51.64
Palmers Island	11	2.09		150	28.46		3	0.57		70	13.28		226	42.88		0	0.00		17	3.23		5	0.95		2	0.38		43	8.16		527	96.70		18	3.30		545	0.71		205	38.90		322	61.10
Raleigh	6	2.32		74	28.57		10	3.86		44	16.99		77	29.73		0	0.00		15	5.79		6	2.32		3	1.16		24	9.27		259	95.93		11	4.07		270	0.35		114	44.02		145	55.98
Red Rock	3	1.85		64	39.51		2	1.23		22	13.58		39	24.07		1	0.62		13	8.02		5	3.09		5	3.09		8	4.94		162	95.29		8	4.71		170	0.22		87	53.70		75	46.30
Repton	4	2.48		50	31.06		1	0.62		15	9.32		40	24.84		1	0.62		31	19.25		11	6.83		2	1.24		6	3.73		161	96.41		6	3.59		167	0.22		98	60.87		63	39.13
Sandy Beach	54	3.37		589	36.79		12	0.75		227	14.18		408	25.48		13	0.81		96	6.00		56	3.50		44	2.75		102	6.37		1601	96.04		66	3.96		1667	2.19		807	50.41		794	49.59
Sawtell	71	3.92		654	36.15		35	1.93		246	13.60		503	27.81		7	0.39		95	5.25		55	3.04		28	1.55		115	6.36		1809	95.61		83	4.39		1892	2.48		908	50.19		901	49.81
Scotts Head	4	0.77		191	36.94		9	1.74		90	17.41		101	19.54		1	0.19		72	13.93		4	0.77		11	2.13		34	6.58		517	97.36		14	2.64		531	0.70		282	54.55		235	45.45
Smithtown	11	2.40		161	35.15		4	0.87		114	24.89		109	23.80		2	0.44		10	2.18		5	1.09		2	0.44		40	8.73		458	94.05		29	5.95		487	0.64		201	43.89		257	56.11
South West Rocks	21	1.35		640	41.13		15	0.96		324	20.82		327	21.02		6	0.39		77	4.95		17	1.09		7	0.45		122	7.84		1556	93.06		116	6.94		1672	2.19		823	52.89		733	47.11
South West Rocks South	10	1.14		321	36.64		8	0.91		213	24.32		231	26.37		1	0.11		27	3.08		15	1.71		2	0.23		48	5.48		876	96.58		31	3.42		907	1.19		387	44.18		489	55.82
Stuarts Point	17	2.28		301	40.29		8	1.07		104	13.92		175	23.43		5	0.67		46	6.16		19	2.54		14	1.87		58	7.76		747	93.38		53	6.62		800	1.05		414	55.42		333	44.58
Sydney (Cowper)	0	0.00		6	24.00		2	8.00		3	12.00		8	32.00		0	0.00		3	12.00		1	4.00		0	0.00		2	8.00		25	100.00		0	0.00		25	0.03		11	44.00		14	56.00
Thora	5	2.26		52	23.53		0	0.00		14	6.33		62	28.05		2	0.90		69	31.22		11	4.98		3	1.36		3	1.36		221	96.93		7	3.07		228	0.30		137	61.99		84	38.01
Toormina	111	4.19		873	32.96		27	1.02		298	11.25		914	34.50		15	0.57		73	2.76		61	2.30		87	3.28		190	7.17		2649	95.67		120	4.33		2769	3.63		1140	43.04		1509	56.96
Tucabia	5	1.50		94	28.23		1	0.30		25	7.51		140	42.04		2	0.60		23	6.91		16	4.80		1	0.30		26	7.81		333	95.69		15	4.31		348	0.46		145	43.54		188	56.46
Ulmarra	11	1.95		147	26.06		6	1.06		35	6.21		261	46.28		1	0.18		14	2.48		11	1.95		15	2.66		63	11.17		564	96.25		22	3.75		586	0.77		203	35.99		361	64.01
Ulong	3	3.23		33	35.48		0	0.00		6	6.45		24	25.81		3	3.23		8	8.60		2	2.15		1	1.08		13	13.98		93	95.88		4	4.12		97	0.13		50	53.76		43	46.24
Upper Orara	6	2.15		79	28.32		3	1.08		22	7.89		109	39.07		2	0.72		20	7.17		7	2.51		3	1.08		28	10.04		279	95.55		13	4.45		292	0.38		117	41.94		162	58.06
Urunga	23	1.23		701	37.43		74	3.95		317	16.92		478	25.52		11	0.59		85	4.54		38	2.03		22	1.17		124	6.62		1873	95.37		91	4.63		1964	2.58		939	50.13		934	49.87
Utungun	4	2.41		32	19.28		7	4.22		29	17.47		61	36.75		1	0.60		9	5.42		2	1.20		5	3.01		16	9.64		166	96.51		6	3.49		172	0.23		57	34.34		109	65.66
Valla Beach	15	1.96		250	32.59		54	7.04		130	16.95		153	19.95		3	0.39		80	10.43		24	3.13		15	1.96		43	5.61		767	96.60		27	3.40		794	1.04		394	51.37		373	48.63
Vere Street (Cowper)	7	2.17		124	38.51		6	1.86		37	11.49		97	30.12		2	0.62		14	4.35		6	1.86		9	2.80		20	6.21		322	94.71		18	5.29		340	0.45		166	51.55		156	48.45
Warrell Creek	2	0.89		37	16.52		6	2.68		34	15.18		103	45.98		0	0.00		1	0.45		1	0.45		1	0.45		39	17.41		224	94.12		14	5.88		238	0.31		53	23.66		171	76.34
Willawarrin	7	1.96		117	32.68		4	1.12		34	9.50		102	28.49		1	0.28		15	4.19		9	2.51		0	0.00		69	19.27		358	94.96		19	5.04		377	0.49		173	48.32		185	51.68
Woolgoolga	76	2.94		955	36.94		23	0.89		375	14.51		749	28.97		15	0.58		120	4.64		61	2.36		41	1.59		170	6.58		2585	94.55		149	5.45		2734	3.59		1254	48.51		1331	51.49
Wooli	12	2.48		169	34.99		3	0.62		90	18.63		87	18.01		3	0.62		51	10.56		7	1.45		5	1.04		56	11.59		483	95.83		21	4.17		504	0.66		262	54.24		221	45.76
Yamba	36	2.23		545	33.77		8	0.50		337	20.88		397	24.60		3	0.19		130	8.05		40	2.48		13	0.81		105	6.51		1614	96.88		52	3.12		1666	2.19		771	47.77		843	52.23			
Yamba West	17	1.14		537	36.16		12	0.81		324	21.82		362	24.38		4	0.27		37	2.49		28	1.89		21	1.41		143	9.63		1485	97.06		45	2.94		1530	2.01		672	45.25		813	54.75			
Special Hospitals	14	3.21		169	38.76		4	0.92		98	22.48		123	28.21		2	0.46		3	0.69		2	0.46		3	0.69		18	4.13		436	94.99		23	5.01		459	0.60		203	46.56		233	53.44			
Total Ordinary	1549	2.52		19936	32.41		828	1.35		9666	15.72		18718	30.43		366	0.60		3324	5.40		1559	2.53		1276	2.07		4284	6.97		61506	95.64		2803	4.36		64309	84.36		27615	44.90		33891	55.10			
ABSENT	170	4.14		1333	32.47		72	1.75		679	16.54		860	20.95		33	0.80		356	8.67		205	4.99		80	1.95		317	7.72		4105	96.14		165	3.86		4270	5.60		2187	53.28		1918	46.72			
POSTAL	39	1.45		909	33.78		18	0.67		482	17.91		830	30.84		12	0.45		85	3.16		67	2.49		39	1.45		210	7.80		2691	98.54		40	1.46		2731	3.58		1180	43.85		1511	56.15			
PRE_POLL	107	2.56		1195	28.59		44	1.05		754	18.04		1304	31.20		35	0.84		219	5.24		131	3.13		66	1.58		325	7.78		4180	97.78		95	2.22		4275	5.61		1763	42.18		2417	57.82			
PROVISIONAL	39	6.31		242	39.16		11	1.78		82	13.27		134	21.68		6	0.97		49	7.93		16	2.59		11	1.78		28	4.53		618	95.67		28	4.33		646	0.85		349	56.47		269	43.53			
Division Summary	1904	2.60		23615	32.31		973	1.33		11663	15.95		21846	29.89		452	0.62		4033	5.52		1978	2.71		1472	2.01		5164	7.06		73100	95.89		3131	4.11		76231	95.31		33094	45.27		40006	54.73			
																																															
																																															
																																															
																																															
																																															
