Senate - 2001 Election: New South Wales																																																																																	
First Preference Votes by Group 																																																																																	
By Polling Place																																																																																	

Page (82272)																																																																																	
		Group A Total			Group B Total			Group C Total			Group D Total			Group E Total			Group F Total			Group G Total			Group H Total			Group I Total			Group J Total			Group K Total			Group L Total			Group M Total			Group N Total			Group O Total			Group P Total			Group Q Total			Group R Total			Group S Total			Group T Total			Group U Total			Group V Total			Group W Total			Ungrouped Total 			FORMAL 			INFORMAL 			TOTAL 	
Broadwater		35	8.56		11	2.69		0	0.00		1	0.24		5	1.22		1	0.24		24	5.87		5	1.22		2	0.49		144	35.21		3	0.73		0	0.00		6	1.47		0	0.00		0	0.00		0	0.00		135	33.01		2	0.49		0	0.00		34	8.31		0	0.00		0	0.00		1	0.24		0	0.00		409	97.38		11	2.62		420	0.53
Caniaba		22	7.75		4	1.41		0	0.00		0	0.00		2	0.70		2	0.70		12	4.23		8	2.82		2	0.70		56	19.72		0	0.00		0	0.00		2	0.70		0	0.00		0	0.00		0	0.00		153	53.87		4	1.41		2	0.70		13	4.58		0	0.00		0	0.00		1	0.35		1	0.35		284	98.27		5	1.73		289	0.37
Casino		344	10.79		75	2.35		1	0.03		3	0.09		70	2.20		3	0.09		109	3.42		35	1.10		10	0.31		956	29.99		23	0.72		4	0.13		49	1.54		2	0.06		4	0.13		1	0.03		1385	43.44		28	0.88		3	0.09		64	2.01		1	0.03		2	0.06		16	0.50		0	0.00		3188	96.00		133	4.00		3321	4.21
Casino High		70	8.57		18	2.20		2	0.24		3	0.37		21	2.57		1	0.12		39	4.77		19	2.33		1	0.12		297	36.35		5	0.61		1	0.12		11	1.35		0	0.00		2	0.24		2	0.24		292	35.74		16	1.96		1	0.12		10	1.22		0	0.00		1	0.12		2	0.24		3	0.37		817	96.23		32	3.77		849	1.08
Casino Hospital		43	7.83		11	2.00		0	0.00		0	0.00		14	2.55		2	0.36		29	5.28		4	0.73		2	0.36		188	34.24		6	1.09		0	0.00		3	0.55		0	0.00		1	0.18		0	0.00		234	42.62		6	1.09		0	0.00		6	1.09		0	0.00		0	0.00		0	0.00		0	0.00		549	97.51		14	2.49		563	0.71
Casino South		99	9.22		27	2.51		0	0.00		1	0.09		17	1.58		4	0.37		49	4.56		13	1.21		2	0.19		296	27.56		5	0.47		0	0.00		15	1.40		0	0.00		2	0.19		0	0.00		495	46.09		4	0.37		0	0.00		38	3.54		1	0.09		2	0.19		4	0.37		0	0.00		1074	97.55		27	2.45		1101	1.40
Casino West		64	7.77		21	2.55		2	0.24		13	1.58		4	0.49		1	0.12		37	4.49		15	1.82		3	0.36		311	37.74		11	1.33		0	0.00		17	2.06		0	0.00		2	0.24		1	0.12		300	36.41		7	0.85		2	0.24		11	1.33		2	0.24		0	0.00		0	0.00		0	0.00		824	97.63		20	2.37		844	1.07
Cawongla		16	4.27		3	0.80		0	0.00		0	0.00		0	0.00		4	1.07		36	9.60		23	6.13		0	0.00		85	22.67		1	0.27		0	0.00		1	0.27		0	0.00		1	0.27		1	0.27		70	18.67		1	0.27		1	0.27		130	34.67		0	0.00		0	0.00		1	0.27		1	0.27		375	98.17		7	1.83		382	0.48
Chatsworth Island		59	16.03		9	2.45		0	0.00		1	0.27		3	0.82		0	0.00		19	5.16		6	1.63		0	0.00		86	23.37		3	0.82		0	0.00		3	0.82		0	0.00		0	0.00		0	0.00		160	43.48		1	0.27		0	0.00		14	3.80		0	0.00		1	0.27		3	0.82		0	0.00		368	97.87		8	2.13		376	0.48
Clovass		14	5.24		9	3.37		1	0.37		0	0.00		1	0.37		2	0.75		14	5.24		3	1.12		0	0.00		43	16.10		1	0.37		0	0.00		2	0.75		0	0.00		1	0.37		0	0.00		171	64.04		0	0.00		0	0.00		4	1.50		0	0.00		0	0.00		0	0.00		1	0.37		267	97.80		6	2.20		273	0.35
Clunes		10	2.54		10	2.54		0	0.00		0	0.00		3	0.76		2	0.51		43	10.91		4	1.02		0	0.00		99	25.13		1	0.25		0	0.00		4	1.02		0	0.00		1	0.25		1	0.25		155	39.34		1	0.25		0	0.00		58	14.72		0	0.00		0	0.00		2	0.51		0	0.00		394	98.50		6	1.50		400	0.51
Copmanhurst		30	8.50		4	1.13		0	0.00		0	0.00		3	0.85		2	0.57		18	5.10		2	0.57		1	0.28		91	25.78		1	0.28		0	0.00		1	0.28		0	0.00		1	0.28		1	0.28		171	48.44		7	1.98		0	0.00		19	5.38		0	0.00		0	0.00		1	0.28		0	0.00		353	97.51		9	2.49		362	0.46
Coraki		93	9.80		18	1.90		0	0.00		0	0.00		17	1.79		4	0.42		42	4.43		35	3.69		3	0.32		251	26.45		9	0.95		5	0.53		12	1.26		0	0.00		2	0.21		1	0.11		399	42.04		7	0.74		1	0.11		47	4.95		0	0.00		0	0.00		1	0.11		2	0.21		949	96.35		36	3.65		985	1.25
Corndale		7	5.00		1	0.71		0	0.00		0	0.00		3	2.14		1	0.71		14	10.00		1	0.71		0	0.00		32	22.86		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		51	36.43		0	0.00		0	0.00		29	20.71		0	0.00		0	0.00		1	0.71		0	0.00		140	97.90		3	2.10		143	0.18
Coutts Crossing		66	10.93		18	2.98		0	0.00		0	0.00		6	0.99		2	0.33		33	5.46		5	0.83		2	0.33		166	27.48		5	0.83		0	0.00		9	1.49		0	0.00		0	0.00		0	0.00		260	43.05		4	0.66		2	0.33		24	3.97		0	0.00		0	0.00		2	0.33		0	0.00		604	98.69		8	1.31		612	0.78
Cowper (Page)		21	9.25		5	2.20		0	0.00		0	0.00		2	0.88		1	0.44		12	5.29		6	2.64		0	0.00		68	29.96		1	0.44		0	0.00		1	0.44		0	0.00		0	0.00		0	0.00		97	42.73		2	0.88		0	0.00		9	3.96		0	0.00		0	0.00		2	0.88		0	0.00		227	98.27		4	1.73		231	0.29
Dundurrabin		10	7.19		0	0.00		0	0.00		0	0.00		2	1.44		0	0.00		13	9.35		2	1.44		0	0.00		48	34.53		0	0.00		0	0.00		4	2.88		0	0.00		1	0.72		0	0.00		37	26.62		1	0.72		0	0.00		21	15.11		0	0.00		0	0.00		0	0.00		0	0.00		139	100.00		0	0.00		139	0.18
Dunoon		46	8.27		19	3.42		0	0.00		0	0.00		2	0.36		7	1.26		68	12.23		13	2.34		0	0.00		144	25.90		1	0.18		0	0.00		5	0.90		0	0.00		0	0.00		0	0.00		168	30.22		0	0.00		1	0.18		80	14.39		0	0.00		0	0.00		1	0.18		1	0.18		556	98.41		9	1.59		565	0.72
Eltham		16	6.50		9	3.66		0	0.00		0	0.00		4	1.63		1	0.41		20	8.13		3	1.22		1	0.41		54	21.95		1	0.41		1	0.41		0	0.00		0	0.00		0	0.00		0	0.00		110	44.72		0	0.00		0	0.00		23	9.35		0	0.00		1	0.41		1	0.41		1	0.41		246	98.40		4	1.60		250	0.32
Empire Vale		23	9.50		16	6.61		0	0.00		0	0.00		3	1.24		0	0.00		18	7.44		8	3.31		0	0.00		55	22.73		2	0.83		0	0.00		2	0.83		0	0.00		0	0.00		0	0.00		93	38.43		1	0.41		0	0.00		20	8.26		0	0.00		0	0.00		1	0.41		0	0.00		242	98.37		4	1.63		246	0.31
Evans Head		161	9.93		47	2.90		2	0.12		0	0.00		16	0.99		6	0.37		65	4.01		28	1.73		3	0.18		510	31.44		9	0.55		1	0.06		24	1.48		0	0.00		1	0.06		5	0.31		659	40.63		10	0.62		0	0.00		64	3.95		0	0.00		2	0.12		9	0.55		0	0.00		1622	97.01		50	2.99		1672	2.12
Fairy Hill		47	11.55		8	1.97		0	0.00		0	0.00		2	0.49		2	0.49		11	2.70		2	0.49		0	0.00		84	20.64		5	1.23		0	0.00		1	0.25		0	0.00		1	0.25		0	0.00		226	55.53		2	0.49		0	0.00		15	3.69		0	0.00		0	0.00		1	0.25		0	0.00		407	97.84		9	2.16		416	0.53
Gillwinga		44	7.77		11	1.94		0	0.00		0	0.00		7	1.24		0	0.00		9	1.59		6	1.06		1	0.18		209	36.93		5	0.88		0	0.00		6	1.06		1	0.18		0	0.00		0	0.00		251	44.35		5	0.88		0	0.00		9	1.59		0	0.00		0	0.00		2	0.35		0	0.00		566	97.75		13	2.25		579	0.73
Goolmangar		32	7.27		4	0.91		0	0.00		0	0.00		4	0.91		4	0.91		33	7.50		9	2.05		1	0.23		103	23.41		0	0.00		0	0.00		2	0.45		0	0.00		1	0.23		1	0.23		208	47.27		1	0.23		0	0.00		35	7.95		0	0.00		0	0.00		2	0.45		0	0.00		440	98.88		5	1.12		445	0.56
Goonellabah		133	5.65		59	2.50		0	0.00		2	0.08		46	1.95		8	0.34		198	8.40		31	1.32		10	0.42		641	27.21		8	0.34		0	0.00		16	0.68		1	0.04		3	0.13		2	0.08		1053	44.69		19	0.81		0	0.00		121	5.14		0	0.00		1	0.04		4	0.17		0	0.00		2356	97.52		60	2.48		2416	3.06
Goonellabah South		149	7.31		67	3.29		2	0.10		2	0.10		35	1.72		6	0.29		145	7.12		21	1.03		2	0.10		592	29.06		5	0.25		1	0.05		13	0.64		1	0.05		2	0.10		0	0.00		884	43.40		13	0.64		0	0.00		88	4.32		0	0.00		1	0.05		8	0.39		0	0.00		2037	98.98		21	1.02		2058	2.61
Grafton		137	7.62		53	2.95		1	0.06		2	0.11		26	1.45		4	0.22		114	6.34		25	1.39		5	0.28		617	34.30		17	0.94		3	0.17		20	1.11		0	0.00		6	0.33		2	0.11		679	37.74		14	0.78		4	0.22		65	3.61		0	0.00		1	0.06		4	0.22		0	0.00		1799	97.45		47	2.55		1846	2.34
Grafton East		91	6.89		33	2.50		0	0.00		1	0.08		24	1.82		3	0.23		76	5.75		20	1.51		5	0.38		395	29.90		12	0.91		1	0.08		10	0.76		0	0.00		4	0.30		1	0.08		578	43.75		18	1.36		0	0.00		43	3.26		1	0.08		0	0.00		4	0.30		1	0.08		1321	97.20		38	2.80		1359	1.72
Grafton Hospital		18	6.04		4	1.34		1	0.34		0	0.00		4	1.34		0	0.00		15	5.03		4	1.34		0	0.00		105	35.23		3	1.01		0	0.00		3	1.01		0	0.00		1	0.34		2	0.67		120	40.27		4	1.34		1	0.34		10	3.36		0	0.00		0	0.00		3	1.01		0	0.00		298	97.07		9	2.93		307	0.39
Grafton North		182	10.28		26	1.47		0	0.00		0	0.00		29	1.64		2	0.11		86	4.86		18	1.02		3	0.17		558	31.53		19	1.07		1	0.06		18	1.02		0	0.00		5	0.28		0	0.00		770	43.50		17	0.96		1	0.06		27	1.53		0	0.00		0	0.00		8	0.45		0	0.00		1770	96.46		65	3.54		1835	2.33
Grafton South		128	12.30		13	1.25		1	0.10		0	0.00		21	2.02		1	0.10		31	2.98		14	1.34		4	0.38		380	36.50		7	0.67		1	0.10		20	1.92		0	0.00		2	0.19		0	0.00		373	35.83		13	1.25		0	0.00		26	2.50		0	0.00		1	0.10		4	0.38		1	0.10		1041	96.03		43	3.97		1084	1.37
Grevillia		8	5.37		2	1.34		0	0.00		1	0.67		6	4.03		0	0.00		8	5.37		0	0.00		0	0.00		22	14.77		0	0.00		0	0.00		1	0.67		0	0.00		0	0.00		1	0.67		91	61.07		1	0.67		0	0.00		8	5.37		0	0.00		0	0.00		0	0.00		0	0.00		149	93.13		11	6.88		160	0.20
Gundurimba South		17	10.90		8	5.13		0	0.00		0	0.00		2	1.28		2	1.28		9	5.77		4	2.56		0	0.00		27	17.31		0	0.00		0	0.00		1	0.64		0	0.00		1	0.64		1	0.64		74	47.44		0	0.00		0	0.00		9	5.77		0	0.00		0	0.00		1	0.64		0	0.00		156	98.11		3	1.89		159	0.20
Harwood Island		54	18.88		6	2.10		0	0.00		0	0.00		5	1.75		0	0.00		12	4.20		5	1.75		0	0.00		77	26.92		4	1.40		0	0.00		2	0.70		0	0.00		1	0.35		2	0.70		106	37.06		3	1.05		0	0.00		8	2.80		0	0.00		0	0.00		1	0.35		0	0.00		286	97.95		6	2.05		292	0.37
Horseshoe Creek		20	11.24		3	1.69		0	0.00		0	0.00		2	1.12		3	1.69		13	7.30		0	0.00		0	0.00		45	25.28		0	0.00		0	0.00		1	0.56		0	0.00		1	0.56		0	0.00		65	36.52		1	0.56		0	0.00		23	12.92		0	0.00		1	0.56		0	0.00		0	0.00		178	98.34		3	1.66		181	0.23
Iluka		136	12.18		11	0.98		0	0.00		3	0.27		13	1.16		5	0.45		27	2.42		14	1.25		1	0.09		394	35.27		9	0.81		0	0.00		12	1.07		1	0.09		0	0.00		3	0.27		445	39.84		4	0.36		0	0.00		32	2.86		0	0.00		0	0.00		7	0.63		0	0.00		1117	96.79		37	3.21		1154	1.46
Jiggi		9	4.15		0	0.00		0	0.00		0	0.00		2	0.92		2	0.92		17	7.83		9	4.15		1	0.46		52	23.96		1	0.46		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		69	31.80		0	0.00		0	0.00		54	24.88		0	0.00		0	0.00		1	0.46		0	0.00		217	99.54		1	0.46		218	0.28
Junction Hill		76	10.08		17	2.25		0	0.00		0	0.00		9	1.19		2	0.27		39	5.17		3	0.40		1	0.13		193	25.60		7	0.93		0	0.00		9	1.19		0	0.00		1	0.13		0	0.00		369	48.94		9	1.19		0	0.00		14	1.86		0	0.00		1	0.13		3	0.40		1	0.13		754	97.16		22	2.84		776	0.98
Kyogle		165	9.59		29	1.69		0	0.00		3	0.17		27	1.57		2	0.12		86	5.00		20	1.16		1	0.06		403	23.43		7	0.41		2	0.12		13	0.76		0	0.00		0	0.00		2	0.12		836	48.60		10	0.58		0	0.00		111	6.45		0	0.00		0	0.00		3	0.17		0	0.00		1720	96.36		65	3.64		1785	2.26
Kyogle Hospital		67	8.96		16	2.14		1	0.13		3	0.40		7	0.94		5	0.67		48	6.42		10	1.34		1	0.13		182	24.33		7	0.94		2	0.27		8	1.07		0	0.00		0	0.00		2	0.27		329	43.98		8	1.07		2	0.27		47	6.28		0	0.00		0	0.00		3	0.40		0	0.00		748	95.29		37	4.71		785	1.00
Lawrence		82	14.41		10	1.76		0	0.00		1	0.18		6	1.05		0	0.00		32	5.62		5	0.88		1	0.18		177	31.11		6	1.05		0	0.00		9	1.58		0	0.00		3	0.53		0	0.00		214	37.61		3	0.53		2	0.35		16	2.81		0	0.00		0	0.00		1	0.18		1	0.18		569	97.43		15	2.57		584	0.74
Leeville		26	9.56		1	0.37		1	0.37		0	0.00		1	0.37		0	0.00		8	2.94		2	0.74		0	0.00		59	21.69		2	0.74		0	0.00		5	1.84		0	0.00		2	0.74		0	0.00		150	55.15		4	1.47		0	0.00		9	3.31		0	0.00		0	0.00		2	0.74		0	0.00		272	96.45		10	3.55		282	0.36
Lismore		186	8.13		54	2.36		3	0.13		2	0.09		48	2.10		5	0.22		239	10.45		52	2.27		5	0.22		643	28.10		19	0.83		0	0.00		22	0.96		1	0.04		4	0.17		3	0.13		696	30.42		24	1.05		1	0.04		263	11.49		4	0.17		2	0.09		10	0.44		2	0.09		2288	97.44		60	2.56		2348	2.98
Lismore Central		78	5.03		28	1.81		1	0.06		1	0.06		30	1.94		13	0.84		147	9.48		31	2.00		8	0.52		465	30.00		11	0.71		1	0.06		13	0.84		0	0.00		4	0.26		3	0.19		535	34.52		8	0.52		3	0.19		162	10.45		4	0.26		0	0.00		4	0.26		0	0.00		1550	97.85		34	2.15		1584	2.01
Lismore East		105	6.00		42	2.40		1	0.06		0	0.00		37	2.12		8	0.46		178	10.18		39	2.23		4	0.23		472	26.99		19	1.09		0	0.00		19	1.09		1	0.06		3	0.17		3	0.17		657	37.56		16	0.91		1	0.06		129	7.38		2	0.11		1	0.06		10	0.57		2	0.11		1749	97.71		41	2.29		1790	2.27
Lismore Heights		38	3.98		15	1.57		11	1.15		1	0.10		0	0.00		3	0.31		90	9.42		13	1.36		3	0.31		267	27.96		4	0.42		0	0.00		6	0.63		0	0.00		0	0.00		0	0.00		412	43.14		9	0.94		1	0.10		77	8.06		2	0.21		0	0.00		2	0.21		1	0.10		955	98.56		14	1.44		969	1.23
Lismore Hospital		20	5.60		7	1.96		0	0.00		0	0.00		11	3.08		2	0.56		31	8.68		7	1.96		0	0.00		104	29.13		0	0.00		0	0.00		1	0.28		0	0.00		0	0.00		1	0.28		132	36.97		1	0.28		0	0.00		38	10.64		0	0.00		1	0.28		1	0.28		0	0.00		357	97.01		11	2.99		368	0.47
Lismore North		44	8.46		7	1.35		1	0.19		0	0.00		14	2.69		13	2.50		21	4.04		10	1.92		3	0.58		183	35.19		3	0.58		0	0.00		8	1.54		0	0.00		1	0.19		1	0.19		147	28.27		6	1.15		0	0.00		55	10.58		0	0.00		0	0.00		3	0.58		0	0.00		520	98.48		8	1.52		528	0.67
Lismore St Vincents Hospital		43	5.77		17	2.28		0	0.00		3	0.40		5	0.67		3	0.40		53	7.11		9	1.21		4	0.54		190	25.50		1	0.13		1	0.13		3	0.40		0	0.00		2	0.27		0	0.00		346	46.44		3	0.40		0	0.00		61	8.19		0	0.00		0	0.00		1	0.13		0	0.00		745	98.54		11	1.46		756	0.96
Lismore South		189	11.47		23	1.40		0	0.00		2	0.12		20	1.21		4	0.24		90	5.46		40	2.43		2	0.12		504	30.58		15	0.91		0	0.00		13	0.79		1	0.06		0	0.00		0	0.00		591	35.86		19	1.15		2	0.12		122	7.40		6	0.36		0	0.00		5	0.30		0	0.00		1648	98.15		31	1.85		1679	2.13
Maclean (Page)		36	11.65		10	3.24		0	0.00		0	0.00		5	1.62		2	0.65		25	8.09		3	0.97		0	0.00		81	26.21		3	0.97		0	0.00		7	2.27		0	0.00		0	0.00		1	0.32		114	36.89		2	0.65		0	0.00		20	6.47		0	0.00		0	0.00		0	0.00		0	0.00		309	98.10		6	1.90		315	0.40
Mallanganee		28	11.62		3	1.24		0	0.00		0	0.00		4	1.66		0	0.00		9	3.73		6	2.49		2	0.83		43	17.84		3	1.24		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		123	51.04		0	0.00		0	0.00		17	7.05		1	0.41		0	0.00		2	0.83		0	0.00		241	97.97		5	2.03		246	0.31
Meerschaum Vale		24	7.57		9	2.84		0	0.00		1	0.32		5	1.58		3	0.95		20	6.31		7	2.21		3	0.95		59	18.61		1	0.32		0	0.00		2	0.63		0	0.00		0	0.00		0	0.00		157	49.53		0	0.00		0	0.00		26	8.20		0	0.00		0	0.00		0	0.00		0	0.00		317	98.75		4	1.25		321	0.41
Modanville		25	6.46		5	1.29		1	0.26		0	0.00		3	0.78		5	1.29		34	8.79		11	2.84		0	0.00		85	21.96		6	1.55		0	0.00		3	0.78		0	0.00		0	0.00		0	0.00		177	45.74		1	0.26		0	0.00		29	7.49		0	0.00		0	0.00		1	0.26		1	0.26		387	97.97		8	2.03		395	0.50
Nimbin		31	3.16		5	0.51		0	0.00		1	0.10		3	0.31		37	3.77		104	10.59		107	10.90		1	0.10		233	23.73		2	0.20		0	0.00		3	0.31		0	0.00		2	0.20		2	0.20		153	15.58		2	0.20		0	0.00		284	28.92		2	0.20		0	0.00		7	0.71		3	0.31		982	98.59		14	1.41		996	1.26
Nymboida		15	11.90		0	0.00		0	0.00		0	0.00		2	1.59		0	0.00		9	7.14		2	1.59		0	0.00		35	27.78		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		1	0.79		33	26.19		0	0.00		0	0.00		29	23.02		0	0.00		0	0.00		0	0.00		0	0.00		126	98.44		2	1.56		128	0.16
Pimlico		11	7.75		1	0.70		0	0.00		2	1.41		4	2.82		1	0.70		6	4.23		4	2.82		0	0.00		26	18.31		0	0.00		0	0.00		1	0.70		0	0.00		0	0.00		0	0.00		83	58.45		0	0.00		1	0.70		2	1.41		0	0.00		0	0.00		0	0.00		0	0.00		142	99.30		1	0.70		143	0.18
Pound Hill		131	8.63		12	0.79		2	0.13		3	0.20		20	1.32		4	0.26		116	7.64		31	2.04		1	0.07		455	29.97		11	0.72		0	0.00		20	1.32		0	0.00		0	0.00		0	0.00		580	38.21		15	0.99		1	0.07		107	7.05		0	0.00		1	0.07		7	0.46		1	0.07		1518	97.81		34	2.19		1552	1.97
Rappville		25	16.78		1	0.67		0	0.00		0	0.00		0	0.00		1	0.67		5	3.36		5	3.36		2	1.34		36	24.16		0	0.00		0	0.00		1	0.67		0	0.00		0	0.00		1	0.67		66	44.30		2	1.34		0	0.00		3	2.01		1	0.67		0	0.00		0	0.00		0	0.00		149	98.68		2	1.32		151	0.19
Rosebank		11	4.42		1	0.40		1	0.40		0	0.00		5	2.01		4	1.61		37	14.86		9	3.61		0	0.00		51	20.48		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		1	0.40		52	20.88		0	0.00		0	0.00		76	30.52		0	0.00		0	0.00		0	0.00		1	0.40		249	99.60		1	0.40		250	0.32
Southgate		18	15.79		3	2.63		0	0.00		0	0.00		0	0.00		2	1.75		4	3.51		1	0.88		0	0.00		16	14.04		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		63	55.26		1	0.88		0	0.00		5	4.39		0	0.00		0	0.00		1	0.88		0	0.00		114	100.00		0	0.00		114	0.14
Sydney (Page)		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		3	13.04		0	0.00		0	0.00		8	34.78		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		1	4.35		7	30.43		0	0.00		0	0.00		4	17.39		0	0.00		0	0.00		0	0.00		0	0.00		23	100.00		0	0.00		23	0.03
Tabulam		20	10.53		0	0.00		0	0.00		0	0.00		3	1.58		1	0.53		5	2.63		5	2.63		0	0.00		57	30.00		0	0.00		0	0.00		2	1.05		0	0.00		0	0.00		2	1.05		80	42.11		3	1.58		1	0.53		9	4.74		0	0.00		0	0.00		1	0.53		1	0.53		190	96.94		6	3.06		196	0.25
The Channon		20	5.06		4	1.01		0	0.00		0	0.00		1	0.25		6	1.52		32	8.10		17	4.30		0	0.00		93	23.54		1	0.25		0	0.00		1	0.25		0	0.00		0	0.00		0	0.00		72	18.23		0	0.00		0	0.00		148	37.47		0	0.00		0	0.00		0	0.00		0	0.00		395	98.50		6	1.50		401	0.51
Tregeagle		29	6.39		4	0.88		0	0.00		0	0.00		1	0.22		1	0.22		43	9.47		7	1.54		1	0.22		73	16.08		1	0.22		0	0.00		4	0.88		0	0.00		2	0.44		0	0.00		244	53.74		3	0.66		0	0.00		37	8.15		0	0.00		0	0.00		3	0.66		1	0.22		454	98.91		5	1.09		459	0.58
Vere Street (Page)		207	9.75		50	2.36		0	0.00		6	0.28		47	2.21		1	0.05		78	3.67		23	1.08		8	0.38		746	35.14		16	0.75		1	0.05		23	1.08		1	0.05		5	0.24		3	0.14		839	39.52		20	0.94		0	0.00		38	1.79		0	0.00		2	0.09		9	0.42		0	0.00		2123	96.06		87	3.94		2210	2.80
Wardell		47	8.67		21	3.87		1	0.18		0	0.00		7	1.29		2	0.37		30	5.54		12	2.21		0	0.00		182	33.58		3	0.55		0	0.00		6	1.11		0	0.00		1	0.18		1	0.18		188	34.69		3	0.55		2	0.37		36	6.64		0	0.00		0	0.00		0	0.00		0	0.00		542	97.66		13	2.34		555	0.70
Waterview Heights		109	11.60		26	2.77		0	0.00		1	0.11		13	1.38		2	0.21		50	5.32		9	0.96		1	0.11		265	28.19		8	0.85		2	0.21		8	0.85		0	0.00		2	0.21		0	0.00		403	42.87		6	0.64		0	0.00		30	3.19		0	0.00		0	0.00		4	0.43		1	0.11		940	98.84		11	1.16		951	1.21
Westlawn		68	7.52		16	1.77		1	0.11		1	0.11		16	1.77		0	0.00		33	3.65		13	1.44		2	0.22		310	34.29		3	0.33		3	0.33		16	1.77		1	0.11		1	0.11		2	0.22		389	43.03		7	0.77		1	0.11		17	1.88		0	0.00		0	0.00		4	0.44		0	0.00		904	97.10		27	2.90		931	1.18
Whiporie		7	7.78		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		4	4.44		1	1.11		2	2.22		22	24.44		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		49	54.44		0	0.00		0	0.00		5	5.56		0	0.00		0	0.00		0	0.00		0	0.00		90	97.83		2	2.17		92	0.12
