Senate - 2001 Election: New South Wales																																																																																	
First Preference Votes by Group 																																																																																	
By Polling Place																																																																																	

North Sydney (88755)																																																																																	
		Group A Total			Group B Total			Group C Total			Group D Total			Group E Total			Group F Total			Group G Total			Group H Total			Group I Total			Group J Total			Group K Total			Group L Total			Group M Total			Group N Total			Group O Total			Group P Total			Group Q Total			Group R Total			Group S Total			Group T Total			Group U Total			Group V Total			Group W Total			Ungrouped Total 			FORMAL 			INFORMAL 			TOTAL 	
Cremorne		49	1.85		20	0.76		18	0.68		0	0.00		20	0.76		5	0.19		280	10.59		11	0.42		1	0.04		421	15.92		5	0.19		0	0.00		5	0.19		1	0.04		0	0.00		2	0.08		1560	58.98		9	0.34		6	0.23		225	8.51		0	0.00		2	0.08		2	0.08		3	0.11		2645	97.31		73	2.69		2718	3.28
Cremorne South (North Sydney)		21	1.04		18	0.90		4	0.20		0	0.00		4	0.20		5	0.25		243	12.08		5	0.25		3	0.15		362	18.00		6	0.30		0	0.00		5	0.25		1	0.05		0	0.00		1	0.05		1145	56.94		7	0.35		6	0.30		166	8.25		1	0.05		0	0.00		8	0.40		0	0.00		2011	98.10		39	1.90		2050	2.47
Crows Nest		16	1.12		12	0.84		12	0.84		1	0.07		6	0.42		0	0.00		200	14.00		8	0.56		3	0.21		311	21.76		6	0.42		0	0.00		4	0.28		0	0.00		0	0.00		4	0.28		730	51.08		5	0.35		0	0.00		104	7.28		0	0.00		0	0.00		7	0.49		0	0.00		1429	97.21		41	2.79		1470	1.77
Crows Nest East		25	1.99		9	0.72		9	0.72		0	0.00		10	0.80		2	0.16		192	15.27		12	0.95		1	0.08		283	22.51		6	0.48		0	0.00		8	0.64		0	0.00		0	0.00		0	0.00		580	46.14		3	0.24		2	0.16		111	8.83		0	0.00		0	0.00		4	0.32		0	0.00		1257	97.22		36	2.78		1293	1.56
Cullen		29	2.00		22	1.52		7	0.48		1	0.07		6	0.41		2	0.14		179	12.34		4	0.28		3	0.21		286	19.72		3	0.21		0	0.00		10	0.69		0	0.00		1	0.07		2	0.14		796	54.90		3	0.21		0	0.00		91	6.28		0	0.00		2	0.14		3	0.21		0	0.00		1450	97.45		38	2.55		1488	1.79
Gladesville (North Sydney)		29	3.01		11	1.14		3	0.31		1	0.10		8	0.83		4	0.42		67	6.96		7	0.73		2	0.21		291	30.25		3	0.31		0	0.00		3	0.31		0	0.00		0	0.00		0	0.00		465	48.34		5	0.52		1	0.10		58	6.03		0	0.00		0	0.00		3	0.31		1	0.10		962	95.34		47	4.66		1009	1.22
Greenwich		26	1.44		6	0.33		9	0.50		1	0.06		1	0.06		6	0.33		230	12.71		11	0.61		2	0.11		359	19.83		7	0.39		0	0.00		8	0.44		0	0.00		2	0.11		0	0.00		919	50.77		4	0.22		5	0.28		207	11.44		0	0.00		1	0.06		5	0.28		1	0.06		1810	97.94		38	2.06		1848	2.23
Greenwich North		10	1.36		8	1.09		3	0.41		0	0.00		4	0.54		3	0.41		95	12.94		7	0.95		1	0.14		135	18.39		2	0.27		1	0.14		3	0.41		0	0.00		0	0.00		2	0.27		364	49.59		3	0.41		3	0.41		85	11.58		2	0.27		0	0.00		2	0.27		1	0.14		734	98.39		12	1.61		746	0.90
Henley		8	2.16		5	1.35		1	0.27		0	0.00		0	0.00		1	0.27		21	5.66		6	1.62		0	0.00		77	20.75		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		1	0.27		223	60.11		2	0.54		0	0.00		26	7.01		0	0.00		0	0.00		0	0.00		0	0.00		371	98.15		7	1.85		378	0.46
Hunters Hill		24	1.41		6	0.35		9	0.53		0	0.00		4	0.23		6	0.35		143	8.37		10	0.59		2	0.12		219	12.82		6	0.35		0	0.00		4	0.23		0	0.00		1	0.06		2	0.12		1149	67.27		4	0.23		5	0.29		106	6.21		0	0.00		0	0.00		4	0.23		4	0.23		1708	97.10		51	2.90		1759	2.12
Hunters Hill West		24	2.15		8	0.72		2	0.18		0	0.00		3	0.27		2	0.18		123	11.02		2	0.18		3	0.27		240	21.51		2	0.18		0	0.00		1	0.09		0	0.00		1	0.09		2	0.18		605	54.21		2	0.18		2	0.18		91	8.15		1	0.09		0	0.00		1	0.09		1	0.09		1116	97.47		29	2.53		1145	1.38
Kirribilli		29	1.82		5	0.31		9	0.56		0	0.00		13	0.81		2	0.13		179	11.21		18	1.13		0	0.00		361	22.60		4	0.25		1	0.06		5	0.31		0	0.00		0	0.00		7	0.44		805	50.41		8	0.50		4	0.25		140	8.77		0	0.00		1	0.06		4	0.25		2	0.13		1597	96.73		54	3.27		1651	1.99
Lane Cove		68	1.90		40	1.12		35	0.98		0	0.00		24	0.67		4	0.11		444	12.40		26	0.73		9	0.25		734	20.50		6	0.17		2	0.06		14	0.39		1	0.03		2	0.06		3	0.08		1828	51.06		7	0.20		10	0.28		312	8.72		0	0.00		1	0.03		8	0.22		2	0.06		3580	96.81		118	3.19		3698	4.46
Lane Cove South		23	1.97		16	1.37		7	0.60		0	0.00		5	0.43		1	0.09		146	12.53		6	0.52		2	0.17		187	16.05		3	0.26		1	0.09		5	0.43		0	0.00		0	0.00		3	0.26		670	57.51		0	0.00		5	0.43		82	7.04		0	0.00		0	0.00		3	0.26		0	0.00		1165	98.81		14	1.19		1179	1.42
Lane Cove West		31	1.76		9	0.51		6	0.34		0	0.00		10	0.57		3	0.17		198	11.21		13	0.74		2	0.11		338	19.14		5	0.28		0	0.00		7	0.40		0	0.00		0	0.00		4	0.23		987	55.89		6	0.34		7	0.40		133	7.53		1	0.06		1	0.06		4	0.23		1	0.06		1766	97.03		54	2.97		1820	2.19
Longueville		23	1.31		18	1.03		3	0.17		0	0.00		7	0.40		3	0.17		187	10.66		12	0.68		1	0.06		238	13.56		7	0.40		1	0.06		5	0.28		0	0.00		1	0.06		5	0.28		1090	62.11		3	0.17		5	0.28		140	7.98		0	0.00		0	0.00		6	0.34		0	0.00		1755	98.10		34	1.90		1789	2.16
Mcmahons Point		30	1.64		17	0.93		10	0.55		0	0.00		7	0.38		2	0.11		264	14.47		18	0.99		1	0.05		396	21.70		1	0.05		2	0.11		5	0.27		1	0.05		1	0.05		2	0.11		872	47.78		2	0.11		8	0.44		178	9.75		0	0.00		1	0.05		7	0.38		0	0.00		1825	97.70		43	2.30		1868	2.25
Middle Harbour (North Sydney)		5	1.75		3	1.05		1	0.35		0	0.00		0	0.00		2	0.70		41	14.39		4	1.40		0	0.00		35	12.28		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		167	58.60		0	0.00		0	0.00		26	9.12		1	0.35		0	0.00		0	0.00		0	0.00		285	98.28		5	1.72		290	0.35
Milsons Point		18	2.25		3	0.38		12	1.50		0	0.00		1	0.13		1	0.13		94	11.75		6	0.75		0	0.00		169	21.13		1	0.13		0	0.00		0	0.00		0	0.00		1	0.13		1	0.13		427	53.38		2	0.25		1	0.13		62	7.75		0	0.00		0	0.00		1	0.13		0	0.00		800	98.28		14	1.72		814	0.98
Mowbray (North Sydney)		25	2.88		12	1.38		0	0.00		0	0.00		14	1.61		1	0.12		108	12.43		9	1.04		1	0.12		259	29.80		3	0.35		1	0.12		3	0.35		0	0.00		0	0.00		1	0.12		382	43.96		5	0.58		0	0.00		43	4.95		0	0.00		1	0.12		1	0.12		0	0.00		869	96.99		27	3.01		896	1.08
Naremburn		57	1.89		26	0.86		10	0.33		1	0.03		34	1.13		4	0.13		364	12.05		32	1.06		3	0.10		657	21.75		5	0.17		1	0.03		12	0.40		2	0.07		2	0.07		3	0.10		1558	51.57		10	0.33		4	0.13		225	7.45		1	0.03		1	0.03		4	0.13		5	0.17		3021	97.08		91	2.92		3112	3.75
Neutral Bay		40	1.00		51	1.27		23	0.57		0	0.00		27	0.67		14	0.35		501	12.50		45	1.12		1	0.02		740	18.46		9	0.22		0	0.00		13	0.32		0	0.00		2	0.05		3	0.07		2198	54.83		12	0.30		6	0.15		308	7.68		0	0.00		0	0.00		15	0.37		1	0.02		4009	97.40		107	2.60		4116	4.96
Neutral Bay West		20	1.99		6	0.60		4	0.40		0	0.00		5	0.50		1	0.10		123	12.24		9	0.90		1	0.10		194	19.30		2	0.20		0	0.00		4	0.40		0	0.00		0	0.00		0	0.00		560	55.72		0	0.00		1	0.10		73	7.26		1	0.10		0	0.00		1	0.10		0	0.00		1005	98.34		17	1.66		1022	1.23
Northbridge		23	2.10		9	0.82		10	0.91		0	0.00		7	0.64		2	0.18		124	11.30		12	1.09		1	0.09		237	21.60		4	0.36		0	0.00		4	0.36		0	0.00		0	0.00		0	0.00		593	54.06		2	0.18		1	0.09		63	5.74		0	0.00		0	0.00		4	0.36		1	0.09		1097	96.74		37	3.26		1134	1.37
Northbridge East		21	0.98		18	0.84		16	0.75		1	0.05		2	0.09		2	0.09		235	10.96		25	1.17		1	0.05		316	14.74		11	0.51		0	0.00		5	0.23		1	0.05		2	0.09		1	0.05		1311	61.15		7	0.33		5	0.23		158	7.37		0	0.00		0	0.00		4	0.19		2	0.09		2144	97.37		58	2.63		2202	2.65
North Sydney		23	1.14		22	1.09		8	0.40		0	0.00		4	0.20		5	0.25		276	13.68		15	0.74		0	0.00		428	21.22		7	0.35		2	0.10		6	0.30		1	0.05		0	0.00		0	0.00		1015	50.32		2	0.10		9	0.45		190	9.42		0	0.00		0	0.00		2	0.10		2	0.10		2017	98.20		37	1.80		2054	2.48
Parklands		37	2.41		21	1.37		8	0.52		0	0.00		12	0.78		2	0.13		195	12.70		11	0.72		3	0.20		329	21.42		3	0.20		1	0.07		7	0.46		0	0.00		3	0.20		0	0.00		761	49.54		2	0.13		6	0.39		134	8.72		0	0.00		0	0.00		1	0.07		0	0.00		1536	96.48		56	3.52		1592	1.92
Royal North Shore Hospital		3	0.69		6	1.38		10	2.29		0	0.00		6	1.38		0	0.00		49	11.24		3	0.69		0	0.00		122	27.98		0	0.00		0	0.00		2	0.46		0	0.00		0	0.00		1	0.23		209	47.94		1	0.23		1	0.23		21	4.82		0	0.00		0	0.00		2	0.46		0	0.00		436	97.10		13	2.90		449	0.54
Sydney (North Sydney)		5	2.31		0	0.00		2	0.93		0	0.00		0	0.00		0	0.00		25	11.57		5	2.31		0	0.00		56	25.93		1	0.46		0	0.00		0	0.00		0	0.00		0	0.00		2	0.93		94	43.52		2	0.93		1	0.46		23	10.65		0	0.00		0	0.00		0	0.00		0	0.00		216	98.18		4	1.82		220	0.27
Waverton		27	2.25		3	0.25		3	0.25		0	0.00		5	0.42		1	0.08		149	12.43		9	0.75		1	0.08		271	22.60		1	0.08		1	0.08		4	0.33		1	0.08		0	0.00		2	0.17		584	48.71		4	0.33		1	0.08		130	10.84		0	0.00		0	0.00		2	0.17		0	0.00		1199	97.16		35	2.84		1234	1.49
Willoughby (North Sydney)		61	2.18		24	0.86		24	0.86		2	0.07		39	1.40		5	0.18		311	11.13		16	0.57		3	0.11		730	26.12		9	0.32		2	0.07		15	0.54		1	0.04		2	0.07		4	0.14		1369	48.98		9	0.32		4	0.14		151	5.40		0	0.00		0	0.00		10	0.36		4	0.14		2795	93.57		192	6.43		2987	3.60
Willoughby North (North Sydney)		27	1.77		21	1.38		9	0.59		0	0.00		10	0.66		2	0.13		152	9.96		10	0.66		2	0.13		348	22.80		2	0.13		0	0.00		3	0.20		0	0.00		0	0.00		0	0.00		831	54.46		6	0.39		2	0.13		100	6.55		0	0.00		0	0.00		1	0.07		0	0.00		1526	96.22		60	3.78		1586	1.91
Wollstonecraft		58	2.22		21	0.80		16	0.61		1	0.04		26	0.99		2	0.08		394	15.07		14	0.54		4	0.15		533	20.38		7	0.27		1	0.04		5	0.19		1	0.04		0	0.00		1	0.04		1327	50.75		10	0.38		5	0.19		177	6.77		1	0.04		0	0.00		7	0.27		4	0.15		2615	97.54		66	2.46		2681	3.23
Woolwich		10	1.47		8	1.17		3	0.44		0	0.00		1	0.15		1	0.15		59	8.66		3	0.44		1	0.15		105	15.42		0	0.00		0	0.00		4	0.59		0	0.00		0	0.00		1	0.15		425	62.41		1	0.15		5	0.73		49	7.20		2	0.29		0	0.00		1	0.15		2	0.29		681	97.56		17	2.44		698	0.84
Special Hospitals		12	1.90		4	0.63		1	0.16		2	0.32		2	0.32		0	0.00		27	4.27		1	0.16		1	0.16		140	22.15		0	0.00		0	0.00		1	0.16		0	0.00		1	0.16		0	0.00		427	67.56		1	0.16		0	0.00		11	1.74		1	0.16		0	0.00		0	0.00		0	0.00		632	97.53		16	2.47		648	0.78
Total Ordinary		1107	1.71		587	0.91		394	0.61		15	0.02		417	0.65		112	0.17		7685	11.89		478	0.74		71	0.11		13325	20.62		174	0.27		18	0.03		229	0.35		14	0.02		33	0.05		70	0.11		34321	53.10		204	0.32		153	0.24		5009	7.75		17	0.03		13	0.02		151	0.23		39	0.06		64636	97.10		1928	2.90		66564	80.25
ABSENT		118	1.72		79	1.15		29	0.42		2	0.03		57	0.83		22	0.32		877	12.75		100	1.45		3	0.04		1236	17.97		36	0.52		1	0.01		41	0.60		1	0.01		7	0.10		8	0.12		3570	51.90		34	0.49		20	0.29		603	8.77		4	0.06		2	0.03		25	0.36		4	0.06		6879	98.45		108	1.55		6987	8.42
POSTAL		71	2.08		45	1.32		27	0.79		0	0.00		11	0.32		6	0.18		292	8.55		6	0.18		222	6.50		365	10.68		6	0.18		2	0.06		4	0.12		0	0.00		2	0.06		0	0.00		2165	63.36		18	0.53		4	0.12		148	4.33		1	0.03		0	0.00		21	0.61		1	0.03		3417	98.87		39	1.13		3456	4.17
PRE_POLL		68	1.33		28	0.55		58	1.13		1	0.02		56	1.09		5	0.10		619	12.09		32	0.63		3	0.06		1105	21.59		19	0.37		1	0.02		12	0.23		1	0.02		4	0.08		12	0.23		2718	53.11		22	0.43		13	0.25		325	6.35		0	0.00		3	0.06		12	0.23		1	0.02		5118	98.92		56	1.08		5174	6.24
PROVISIONAL		4	0.54		4	0.54		3	0.40		0	0.00		12	1.62		1	0.13		84	11.31		10	1.35		0	0.00		163	21.94		2	0.27		0	0.00		4	0.54		1	0.13		0	0.00		1	0.13		383	51.55		5	0.67		4	0.54		61	8.21		0	0.00		0	0.00		1	0.13		0	0.00		743	97.38		20	2.62		763	0.92
Division Summary		1368	1.69		743	0.92		511	0.63		18	0.02		553	0.68		146	0.18		9557	11.83		626	0.77		299	0.37		16194	20.04		237	0.29		22	0.03		290	0.36		17	0.02		46	0.06		91	0.11		43157	53.42		283	0.35		194	0.24		6146	7.61		22	0.03		18	0.02		210	0.26		45	0.06		80793	97.41		2151	2.59		82944	93.45
