Senate - 2001 Election: New South Wales																																																																																	
First Preference Votes by Group 																																																																																	
By Polling Place																																																																																	

Shortland (86261)																																																																																	
		Group A Total			Group B Total			Group C Total			Group D Total			Group E Total			Group F Total			Group G Total			Group H Total			Group I Total			Group J Total			Group K Total			Group L Total			Group M Total			Group N Total			Group O Total			Group P Total			Group Q Total			Group R Total			Group S Total			Group T Total			Group U Total			Group V Total			Group W Total			Ungrouped Total 			FORMAL 			INFORMAL 			TOTAL 	
Catherine Hill Bay		8	5.71		1	0.71		0	0.00		0	0.00		0	0.00		0	0.00		8	5.71		3	2.14		0	0.00		84	60.00		0	0.00		0	0.00		1	0.71		0	0.00		0	0.00		0	0.00		27	19.29		0	0.00		0	0.00		7	5.00		0	0.00		0	0.00		1	0.71		0	0.00		140	96.55		5	3.45		145	0.18
Caves Beach		194	6.33		59	1.92		1	0.03		0	0.00		49	1.60		4	0.13		159	5.19		31	1.01		9	0.29		1302	42.48		24	0.78		1	0.03		29	0.95		0	0.00		2	0.07		4	0.13		1038	33.87		20	0.65		1	0.03		125	4.08		0	0.00		1	0.03		12	0.39		0	0.00		3065	97.33		84	2.67		3149	3.81
Chain Valley Bay		64	7.03		11	1.21		0	0.00		0	0.00		25	2.74		2	0.22		29	3.18		12	1.32		4	0.44		383	42.04		4	0.44		0	0.00		7	0.77		1	0.11		0	0.00		1	0.11		323	35.46		8	0.88		1	0.11		34	3.73		0	0.00		0	0.00		2	0.22		0	0.00		911	97.02		28	2.98		939	1.14
Charlestown		97	4.63		48	2.29		0	0.00		0	0.00		36	1.72		2	0.10		138	6.59		23	1.10		7	0.33		860	41.05		12	0.57		0	0.00		16	0.76		0	0.00		1	0.05		1	0.05		708	33.79		17	0.81		0	0.00		121	5.78		0	0.00		1	0.05		6	0.29		1	0.05		2095	97.08		63	2.92		2158	2.61
Charlestown East		66	5.35		14	1.14		0	0.00		0	0.00		18	1.46		4	0.32		69	5.60		13	1.05		7	0.57		537	43.55		6	0.49		0	0.00		13	1.05		0	0.00		1	0.08		0	0.00		427	34.63		4	0.32		0	0.00		47	3.81		0	0.00		1	0.08		4	0.32		2	0.16		1233	97.09		37	2.91		1270	1.54
Charmhaven		88	7.94		30	2.71		1	0.09		3	0.27		18	1.62		2	0.18		51	4.60		5	0.45		5	0.45		439	39.59		8	0.72		0	0.00		10	0.90		0	0.00		0	0.00		2	0.18		396	35.71		5	0.45		2	0.18		39	3.52		0	0.00		0	0.00		5	0.45		0	0.00		1109	97.03		34	2.97		1143	1.38
Dudley		71	4.58		17	1.10		1	0.06		0	0.00		13	0.84		2	0.13		127	8.19		17	1.10		8	0.52		537	34.62		11	0.71		0	0.00		19	1.23		0	0.00		1	0.06		1	0.06		557	35.91		7	0.45		0	0.00		151	9.74		0	0.00		0	0.00		8	0.52		3	0.19		1551	97.79		35	2.21		1586	1.92
Eleebana		157	4.41		83	2.33		0	0.00		1	0.03		22	0.62		3	0.08		335	9.42		31	0.87		7	0.20		991	27.86		34	0.96		1	0.03		18	0.51		0	0.00		3	0.08		5	0.14		1679	47.20		14	0.39		4	0.11		160	4.50		0	0.00		0	0.00		9	0.25		0	0.00		3557	98.10		69	1.90		3626	4.39
Floraville		80	5.42		24	1.63		0	0.00		0	0.00		27	1.83		1	0.07		84	5.69		16	1.08		2	0.14		632	42.85		12	0.81		1	0.07		22	1.49		0	0.00		0	0.00		0	0.00		518	35.12		8	0.54		2	0.14		31	2.10		0	0.00		2	0.14		12	0.81		1	0.07		1475	97.49		38	2.51		1513	1.83
Gateshead		81	5.85		14	1.01		3	0.22		0	0.00		53	3.83		1	0.07		68	4.91		16	1.16		4	0.29		683	49.35		2	0.14		2	0.14		12	0.87		0	0.00		2	0.14		1	0.07		374	27.02		7	0.51		2	0.14		51	3.68		2	0.14		1	0.07		4	0.29		1	0.07		1384	96.58		49	3.42		1433	1.73
Gateshead West		101	8.31		14	1.15		2	0.16		1	0.08		34	2.80		0	0.00		35	2.88		18	1.48		3	0.25		714	58.72		14	1.15		1	0.08		12	0.99		1	0.08		2	0.16		1	0.08		227	18.67		7	0.58		1	0.08		21	1.73		0	0.00		0	0.00		7	0.58		0	0.00		1216	96.51		44	3.49		1260	1.52
Gorokan		139	5.69		55	2.25		5	0.20		6	0.25		57	2.34		4	0.16		68	2.79		23	0.94		11	0.45		1084	44.41		16	0.66		3	0.12		21	0.86		1	0.04		0	0.00		3	0.12		849	34.78		16	0.66		4	0.16		57	2.34		0	0.00		0	0.00		19	0.78		0	0.00		2441	94.83		133	5.17		2574	3.11
Gwandalan		99	6.58		9	0.60		1	0.07		0	0.00		20	1.33		2	0.13		48	3.19		9	0.60		5	0.33		651	43.26		8	0.53		2	0.13		14	0.93		0	0.00		0	0.00		0	0.00		571	37.94		5	0.33		1	0.07		50	3.32		0	0.00		1	0.07		9	0.60		0	0.00		1505	96.60		53	3.40		1558	1.88
Jewells		93	4.58		33	1.62		2	0.10		2	0.10		30	1.48		1	0.05		124	6.11		23	1.13		5	0.25		857	42.20		25	1.23		2	0.10		28	1.38		0	0.00		0	0.00		0	0.00		730	35.94		14	0.69		3	0.15		52	2.56		0	0.00		0	0.00		7	0.34		0	0.00		2031	96.67		70	3.33		2101	2.54
Kahibah		111	5.67		27	1.38		1	0.05		2	0.10		36	1.84		3	0.15		118	6.02		29	1.48		2	0.10		788	40.22		12	0.61		1	0.05		16	0.82		1	0.05		2	0.10		1	0.05		673	34.35		4	0.20		3	0.15		110	5.62		1	0.05		3	0.15		15	0.77		0	0.00		1959	96.31		75	3.69		2034	2.46
Lake Haven		93	5.68		50	3.06		0	0.00		2	0.12		29	1.77		1	0.06		53	3.24		22	1.34		3	0.18		674	41.20		15	0.92		2	0.12		7	0.43		0	0.00		2	0.12		3	0.18		623	38.08		7	0.43		1	0.06		37	2.26		0	0.00		0	0.00		12	0.73		0	0.00		1636	96.12		66	3.88		1702	2.06
Lake Munmorah		171	6.87		45	1.81		0	0.00		1	0.04		44	1.77		9	0.36		90	3.62		23	0.92		11	0.44		1067	42.87		16	0.64		2	0.08		16	0.64		1	0.04		0	0.00		1	0.04		859	34.51		13	0.52		2	0.08		98	3.94		0	0.00		0	0.00		19	0.76		1	0.04		2489	97.19		72	2.81		2561	3.10
Mannering Park		86	6.60		19	1.46		0	0.00		2	0.15		39	2.99		1	0.08		44	3.38		18	1.38		4	0.31		624	47.89		18	1.38		1	0.08		12	0.92		0	0.00		1	0.08		1	0.08		395	30.31		7	0.54		1	0.08		20	1.53		0	0.00		0	0.00		10	0.77		0	0.00		1303	95.74		58	4.26		1361	1.65
Marks Point		70	5.15		17	1.25		0	0.00		0	0.00		31	2.28		6	0.44		69	5.08		23	1.69		6	0.44		687	50.59		7	0.52		1	0.07		20	1.47		0	0.00		1	0.07		2	0.15		354	26.07		7	0.52		2	0.15		48	3.53		1	0.07		1	0.07		5	0.37		0	0.00		1358	96.11		55	3.89		1413	1.71
Mount Hutton (Shortland)		76	5.46		55	3.95		0	0.00		1	0.07		34	2.44		0	0.00		70	5.03		16	1.15		2	0.14		601	43.18		13	0.93		0	0.00		16	1.15		0	0.00		1	0.07		2	0.14		438	31.47		5	0.36		2	0.14		51	3.66		0	0.00		0	0.00		9	0.65		0	0.00		1392	97.00		43	3.00		1435	1.74
Norah Head		34	3.86		11	1.25		1	0.11		0	0.00		18	2.04		1	0.11		41	4.65		8	0.91		5	0.57		318	36.10		9	1.02		1	0.11		9	1.02		0	0.00		0	0.00		1	0.11		374	42.45		4	0.45		0	0.00		41	4.65		0	0.00		0	0.00		4	0.45		1	0.11		881	97.89		19	2.11		900	1.09
Nords Wharf		25	4.65		16	2.97		0	0.00		0	0.00		5	0.93		0	0.00		33	6.13		8	1.49		1	0.19		204	37.92		6	1.12		0	0.00		5	0.93		0	0.00		0	0.00		0	0.00		204	37.92		2	0.37		1	0.19		25	4.65		0	0.00		0	0.00		3	0.56		0	0.00		538	97.64		13	2.36		551	0.67
Pelican		67	8.96		11	1.47		1	0.13		0	0.00		20	2.67		0	0.00		25	3.34		11	1.47		2	0.27		381	50.94		7	0.94		4	0.53		14	1.87		0	0.00		0	0.00		1	0.13		177	23.66		5	0.67		1	0.13		19	2.54		0	0.00		0	0.00		2	0.27		0	0.00		748	97.65		18	2.35		766	0.93
Redhead		118	6.10		24	1.24		0	0.00		1	0.05		29	1.50		3	0.16		140	7.24		22	1.14		5	0.26		849	43.92		13	0.67		4	0.21		20	1.03		0	0.00		0	0.00		3	0.16		575	29.75		4	0.21		1	0.05		114	5.90		0	0.00		0	0.00		7	0.36		1	0.05		1933	96.51		70	3.49		2003	2.42
San Remo		137	6.92		21	1.06		3	0.15		0	0.00		51	2.57		1	0.05		66	3.33		21	1.06		5	0.25		921	46.49		17	0.86		2	0.10		25	1.26		0	0.00		1	0.05		1	0.05		601	30.34		24	1.21		0	0.00		57	2.88		1	0.05		2	0.10		23	1.16		1	0.05		1981	96.54		71	3.46		2052	2.48
Summerland Point		67	6.54		10	0.98		1	0.10		0	0.00		16	1.56		1	0.10		33	3.22		17	1.66		1	0.10		404	39.45		4	0.39		1	0.10		12	1.17		0	0.00		1	0.10		0	0.00		428	41.80		6	0.59		1	0.10		17	1.66		0	0.00		0	0.00		4	0.39		0	0.00		1024	95.97		43	4.03		1067	1.29
Swansea		168	7.45		41	1.82		1	0.04		0	0.00		48	2.13		1	0.04		61	2.71		12	0.53		10	0.44		1248	55.34		10	0.44		3	0.13		18	0.80		1	0.04		1	0.04		1	0.04		531	23.55		10	0.44		1	0.04		76	3.37		0	0.00		0	0.00		13	0.58		0	0.00		2255	95.84		98	4.16		2353	2.85
Swansea Central		27	4.95		2	0.37		0	0.00		1	0.18		8	1.47		0	0.00		19	3.49		3	0.55		3	0.55		309	56.70		2	0.37		0	0.00		2	0.37		0	0.00		0	0.00		0	0.00		153	28.07		5	0.92		0	0.00		11	2.02		0	0.00		0	0.00		0	0.00		0	0.00		545	95.78		24	4.22		569	0.69
Sydney (Shortland)		1	2.33		2	4.65		0	0.00		0	0.00		0	0.00		0	0.00		6	13.95		0	0.00		0	0.00		15	34.88		1	2.33		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		16	37.21		0	0.00		0	0.00		2	4.65		0	0.00		0	0.00		0	0.00		0	0.00		43	97.73		1	2.27		44	0.05
Tingira Heights		48	4.85		35	3.54		1	0.10		0	0.00		9	0.91		0	0.00		58	5.86		10	1.01		3	0.30		332	33.57		7	0.71		1	0.10		5	0.51		0	0.00		0	0.00		1	0.10		433	43.78		5	0.51		1	0.10		34	3.44		0	0.00		0	0.00		6	0.61		0	0.00		989	97.63		24	2.37		1013	1.23
Toukley		92	6.78		14	1.03		4	0.29		0	0.00		36	2.65		0	0.00		44	3.24		12	0.88		8	0.59		560	41.27		5	0.37		0	0.00		7	0.52		1	0.07		2	0.15		3	0.22		532	39.20		9	0.66		2	0.15		19	1.40		1	0.07		1	0.07		4	0.29		1	0.07		1357	94.24		83	5.76		1440	1.74
Toukley East		127	5.75		30	1.36		0	0.00		1	0.05		47	2.13		5	0.23		117	5.30		24	1.09		7	0.32		915	41.42		13	0.59		0	0.00		23	1.04		0	0.00		4	0.18		3	0.14		761	34.45		15	0.68		6	0.27		89	4.03		0	0.00		4	0.18		18	0.81		0	0.00		2209	96.51		80	3.49		2289	2.77
Valentine		133	4.08		53	1.63		3	0.09		1	0.03		33	1.01		6	0.18		246	7.55		22	0.67		9	0.28		1020	31.29		17	0.52		0	0.00		20	0.61		0	0.00		3	0.09		2	0.06		1532	46.99		11	0.34		2	0.06		133	4.08		0	0.00		2	0.06		12	0.37		0	0.00		3260	96.85		106	3.15		3366	4.07
Whitebridge		94	8.52		14	1.27		0	0.00		0	0.00		18	1.63		0	0.00		72	6.53		15	1.36		1	0.09		443	40.16		8	0.73		0	0.00		14	1.27		0	0.00		1	0.09		0	0.00		364	33.00		1	0.09		1	0.09		51	4.62		0	0.00		0	0.00		6	0.54		0	0.00		1103	98.48		17	1.52		1120	1.35
Windale		126	5.69		20	0.90		0	0.00		0	0.00		104	4.69		0	0.00		57	2.57		25	1.13		8	0.36		1403	63.31		18	0.81		1	0.05		33	1.49		1	0.05		3	0.14		2	0.09		302	13.63		18	0.81		3	0.14		80	3.61		0	0.00		1	0.05		11	0.50		0	0.00		2216	95.89		95	4.11		2311	2.80
Special Hospitals		0	0.00		1	4.00		0	0.00		0	0.00		1	4.00		0	0.00		1	4.00		0	0.00		0	0.00		9	36.00		0	0.00		0	0.00		2	8.00		0	0.00		0	0.00		0	0.00		10	40.00		0	0.00		0	0.00		1	4.00		0	0.00		0	0.00		0	0.00		0	0.00		25	100.00		0	0.00		25	0.03
Total Ordinary		3984	5.95		1114	1.66		39	0.06		35	0.05		1283	1.92		79	0.12		3206	4.79		710	1.06		233	0.35		29149	43.55		483	0.72		45	0.07		629	0.94		8	0.01		43	0.06		61	0.09		22579	33.73		354	0.53		61	0.09		2423	3.62		7	0.01		28	0.04		365	0.55		14	0.02		66932	96.65		2322	3.35		69254	83.78
ABSENT		362	6.88		97	1.84		6	0.11		6	0.11		176	3.35		9	0.17		324	6.16		90	1.71		15	0.29		1941	36.89		67	1.27		3	0.06		85	1.62		2	0.04		16	0.30		11	0.21		1682	31.97		43	0.82		9	0.17		265	5.04		2	0.04		5	0.10		44	0.84		1	0.02		5261	97.26		148	2.74		5409	6.54
POSTAL		167	5.66		49	1.66		2	0.07		1	0.03		40	1.36		4	0.14		119	4.03		16	0.54		3	0.10		1236	41.90		17	0.58		0	0.00		11	0.37		0	0.00		3	0.10		1	0.03		1201	40.71		17	0.58		3	0.10		41	1.39		0	0.00		0	0.00		18	0.61		1	0.03		2950	98.73		38	1.27		2988	3.61
PRE_POLL		298	7.12		51	1.22		0	0.00		1	0.02		74	1.77		5	0.12		233	5.57		25	0.60		12	0.29		1679	40.14		16	0.38		1	0.02		24	0.57		0	0.00		3	0.07		3	0.07		1592	38.06		20	0.48		7	0.17		107	2.56		0	0.00		0	0.00		31	0.74		1	0.02		4183	98.77		52	1.23		4235	5.12
PROVISIONAL		38	5.03		8	1.06		0	0.00		0	0.00		35	4.63		3	0.40		35	4.63		23	3.04		1	0.13		326	43.12		10	1.32		0	0.00		10	1.32		1	0.13		0	0.00		2	0.26		209	27.65		14	1.85		1	0.13		31	4.10		1	0.13		0	0.00		8	1.06		0	0.00		756	97.05		23	2.95		779	0.94
Division Summary		4849	6.06		1319	1.65		47	0.06		43	0.05		1608	2.01		100	0.12		3917	4.89		864	1.08		264	0.33		34331	42.87		593	0.74		49	0.06		759	0.95		11	0.01		65	0.08		78	0.1		27263	34.04		448	0.56		81	0.1		2867	3.58		10	0.01		33	0.04		466	0.58		17	0.02		80082	96.88		2583	3.12		82665	95.83
