House of Representatives - 2001 Election: New South Wales																																							
First Preference Votes and TCP 																																							
By Candidate by Polling Place																																							

Mackellar (86505)																																							
	PAPE			# BISHOP			CUTHBERTSON			DIMOND			MOODY			CARPENTIER			MAY			FORMAL			INFORMAL			TOTAL											
	Andrea			Bronwyn			Peter			Vicki			Tom			Ben			George												Two Candidate Preferred								
	GRN			LP			HAN			DEM			AFI			ALP			IND												# BISHOP LP			 CARPENTIER ALP					
Polling Places	Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%				
Warriewood	141	8.75		845	52.45		62	3.85		177	10.99		25	1.55		342	21.23		19	1.18		1611	93.94		104	6.06		1715	2.10		1013	62.88		598	37.12			
Wheeler Heights	140	6.85		1150	56.29		60	2.94		197	9.64		30	1.47		430	21.05		36	1.76		2043	95.24		102	4.76		2145	2.63		1338	65.49		705	34.51			
Special Hospitals	20	5.65		217	61.30		12	3.39		15	4.24		6	1.69		81	22.88		3	0.85		354	88.06		48	11.94		402	0.49		248	70.06		106	29.94			
Total Ordinary	5264	8.00		37978	57.72		1773	2.69		6226	9.46		933	1.42		12609	19.16		1013	1.54		65796	95.04		3431	4.96		69227	84.81		43842	66.63		21954	33.37			
ABSENT	620	11.73		2764	52.31		171	3.24		535	10.12		117	2.21		934	17.68		143	2.71		5284	96.11		214	3.89		5498	6.74		3439	65.08		1845	34.92			
POSTAL	87	3.96		1427	64.92		74	3.37		143	6.51		49	2.23		386	17.56		32	1.46		2198	98.48		34	1.52		2232	2.73		1590	72.34		608	27.66			
PRE_POLL	255	6.10		2503	59.84		158	3.78		436	10.42		61	1.46		702	16.78		68	1.63		4183	97.67		100	2.33		4283	5.25		2934	70.14		1249	29.86			
PROVISIONAL	51	14.13		182	50.42		6	1.66		25	6.93		11	3.05		77	21.33		9	2.49		361	94.26		22	5.74		383	0.47		234	64.82		127	35.18			
Division Summary	6277	8.07		44854	57.64		2182	2.80		7365	9.46		1171	1.50		14708	18.90		1265	1.63		77822	95.34		3801	4.66		81623	94.36		52039	66.87		25783	33.13			
																																						
																																						
																																						
																																						
																																						
