Senate - 2001 Election: New South Wales																																																																																	
First Preference Votes by Group 																																																																																	
By Polling Place																																																																																	

Dobell (82002)																																																																																	
		Group A Total			Group B Total			Group C Total			Group D Total			Group E Total			Group F Total			Group G Total			Group H Total			Group I Total			Group J Total			Group K Total			Group L Total			Group M Total			Group N Total			Group O Total			Group P Total			Group Q Total			Group R Total			Group S Total			Group T Total			Group U Total			Group V Total			Group W Total			Ungrouped Total 			FORMAL 			INFORMAL 			TOTAL 	
Chittaway Point		29	7.02		4	0.97		0	0.00		0	0.00		5	1.21		1	0.24		17	4.12		2	0.48		1	0.24		123	29.78		2	0.48		0	0.00		7	1.69		0	0.00		2	0.48		3	0.73		209	50.61		1	0.24		0	0.00		3	0.73		1	0.24		0	0.00		3	0.73		0	0.00		413	96.27		16	3.73		429	0.55
Dooralong		12	8.89		2	1.48		0	0.00		0	0.00		3	2.22		0	0.00		10	7.41		1	0.74		0	0.00		21	15.56		1	0.74		0	0.00		2	1.48		1	0.74		0	0.00		0	0.00		77	57.04		0	0.00		0	0.00		5	3.70		0	0.00		0	0.00		0	0.00		0	0.00		135	95.07		7	4.93		142	0.18
Erina Heights (Dobell)		20	2.51		25	3.14		0	0.00		0	0.00		3	0.38		15	1.88		77	9.67		3	0.38		1	0.13		130	16.33		2	0.25		0	0.00		7	0.88		0	0.00		1	0.13		1	0.13		466	58.54		3	0.38		2	0.25		37	4.65		0	0.00		1	0.13		2	0.25		0	0.00		796	98.39		13	1.61		809	1.04
Forresters Beach		64	5.64		31	2.73		0	0.00		0	0.00		18	1.59		2	0.18		86	7.58		18	1.59		3	0.26		313	27.58		8	0.70		0	0.00		4	0.35		0	0.00		0	0.00		0	0.00		538	47.40		3	0.26		2	0.18		39	3.44		0	0.00		0	0.00		6	0.53		0	0.00		1135	97.93		24	2.07		1159	1.48
Gorokan Central		79	7.45		24	2.26		1	0.09		0	0.00		19	1.79		2	0.19		54	5.09		4	0.38		2	0.19		463	43.68		9	0.85		0	0.00		5	0.47		0	0.00		2	0.19		2	0.19		369	34.81		6	0.57		1	0.09		10	0.94		0	0.00		0	0.00		6	0.57		2	0.19		1060	95.41		51	4.59		1111	1.42
Hamlyn Terrace		15	5.14		5	1.71		0	0.00		0	0.00		3	1.03		0	0.00		13	4.45		0	0.00		0	0.00		94	32.19		1	0.34		0	0.00		1	0.34		0	0.00		2	0.68		0	0.00		153	52.40		0	0.00		0	0.00		2	0.68		0	0.00		0	0.00		2	0.68		1	0.34		292	98.65		4	1.35		296	0.38
Holgate		32	4.62		12	1.73		0	0.00		1	0.14		5	0.72		10	1.45		59	8.53		5	0.72		0	0.00		143	20.66		1	0.14		0	0.00		2	0.29		0	0.00		0	0.00		0	0.00		388	56.07		2	0.29		0	0.00		31	4.48		0	0.00		0	0.00		1	0.14		0	0.00		692	98.58		10	1.42		702	0.90
Jilliby		23	4.98		5	1.08		0	0.00		0	0.00		4	0.87		0	0.00		22	4.76		3	0.65		0	0.00		120	25.97		2	0.43		2	0.43		4	0.87		0	0.00		0	0.00		0	0.00		252	54.55		3	0.65		1	0.22		19	4.11		0	0.00		0	0.00		2	0.43		0	0.00		462	95.26		23	4.74		485	0.62
Kanwal		142	5.08		79	2.83		0	0.00		0	0.00		54	1.93		4	0.14		148	5.30		26	0.93		3	0.11		1098	39.31		20	0.72		0	0.00		15	0.54		0	0.00		7	0.25		3	0.11		1115	39.92		20	0.72		1	0.04		42	1.50		1	0.04		0	0.00		15	0.54		0	0.00		2793	96.44		103	3.56		2896	3.71
Killarney Vale		60	3.93		14	0.92		0	0.00		0	0.00		28	1.83		2	0.13		89	5.82		15	0.98		2	0.13		596	39.01		10	0.65		1	0.07		11	0.72		0	0.00		3	0.20		3	0.20		643	42.08		9	0.59		0	0.00		32	2.09		0	0.00		0	0.00		9	0.59		1	0.07		1528	96.40		57	3.60		1585	2.03
Killarney Vale South		211	6.21		41	1.21		1	0.03		1	0.03		63	1.85		9	0.26		173	5.09		41	1.21		15	0.44		1248	36.71		21	0.62		0	0.00		17	0.50		0	0.00		3	0.09		3	0.09		1433	42.15		28	0.82		0	0.00		60	1.76		2	0.06		2	0.06		27	0.79		1	0.03		3400	95.24		170	4.76		3570	4.57
Kulnura		46	13.57		11	3.24		0	0.00		0	0.00		4	1.18		1	0.29		13	3.83		4	1.18		2	0.59		49	14.45		5	1.47		0	0.00		4	1.18		0	0.00		0	0.00		0	0.00		176	51.92		4	1.18		0	0.00		16	4.72		0	0.00		0	0.00		4	1.18		0	0.00		339	95.76		15	4.24		354	0.45
Lisarow		59	3.22		69	3.77		0	0.00		0	0.00		22	1.20		8	0.44		141	7.70		15	0.82		3	0.16		501	27.35		9	0.49		0	0.00		10	0.55		0	0.00		3	0.16		0	0.00		910	49.67		8	0.44		1	0.05		64	3.49		1	0.05		1	0.05		7	0.38		0	0.00		1832	97.50		47	2.50		1879	2.40
Long Jetty		108	7.27		9	0.61		0	0.00		0	0.00		25	1.68		3	0.20		54	3.64		0	0.00		7	0.47		648	43.64		5	0.34		1	0.07		6	0.40		0	0.00		1	0.07		1	0.07		574	38.65		9	0.61		1	0.07		26	1.75		7	0.47		0	0.00		0	0.00		0	0.00		1485	94.23		91	5.77		1576	2.02
Long Jetty East		44	3.89		13	1.15		1	0.09		2	0.18		11	0.97		1	0.09		55	4.86		16	1.41		3	0.27		444	39.26		6	0.53		0	0.00		9	0.80		0	0.00		1	0.09		1	0.09		479	42.35		7	0.62		3	0.27		29	2.56		1	0.09		1	0.09		4	0.35		0	0.00		1131	95.12		58	4.88		1189	1.52
Mardi		31	3.79		18	2.20		4	0.49		3	0.37		9	1.10		0	0.00		34	4.16		8	0.98		2	0.24		260	31.82		7	0.86		0	0.00		10	1.22		0	0.00		3	0.37		1	0.12		391	47.86		7	0.86		2	0.24		19	2.33		0	0.00		0	0.00		8	0.98		0	0.00		817	97.84		18	2.16		835	1.07
Narara		64	6.34		36	3.57		2	0.20		0	0.00		7	0.69		1	0.10		80	7.93		16	1.59		4	0.40		300	29.73		10	0.99		0	0.00		7	0.69		0	0.00		0	0.00		2	0.20		423	41.92		6	0.59		2	0.20		40	3.96		0	0.00		0	0.00		9	0.89		0	0.00		1009	97.77		23	2.23		1032	1.32
Niagara Park (Dobell)		143	5.03		116	4.08		0	0.00		1	0.04		40	1.41		14	0.49		217	7.63		38	1.34		3	0.11		914	32.15		21	0.74		0	0.00		9	0.32		0	0.00		1	0.04		2	0.07		1206	42.42		13	0.46		0	0.00		80	2.81		0	0.00		4	0.14		20	0.70		1	0.04		2843	97.03		87	2.97		2930	3.75
Ourimbah		85	4.21		62	3.07		1	0.05		0	0.00		31	1.54		2	0.10		149	7.39		16	0.79		3	0.15		543	26.92		17	0.84		2	0.10		11	0.55		1	0.05		1	0.05		0	0.00		997	49.43		15	0.74		0	0.00		66	3.27		0	0.00		0	0.00		15	0.74		0	0.00		2017	96.92		64	3.08		2081	2.66
Shelly Beach		131	5.22		18	0.72		0	0.00		0	0.00		33	1.32		7	0.28		139	5.54		26	1.04		4	0.16		901	35.93		20	0.80		1	0.04		17	0.68		0	0.00		2	0.08		1	0.04		1100	43.86		12	0.48		3	0.12		73	2.91		1	0.04		4	0.16		15	0.60		0	0.00		2508	95.73		112	4.27		2620	3.35
Sydney (Dobell)		2	3.57		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		4	7.14		2	3.57		0	0.00		16	28.57		0	0.00		0	0.00		1	1.79		0	0.00		0	0.00		0	0.00		28	50.00		0	0.00		0	0.00		3	5.36		0	0.00		0	0.00		0	0.00		0	0.00		56	96.55		2	3.45		58	0.07
Tacoma		42	8.09		6	1.16		1	0.19		0	0.00		5	0.96		0	0.00		28	5.39		0	0.00		1	0.19		211	40.66		3	0.58		0	0.00		5	0.96		0	0.00		2	0.39		1	0.19		199	38.34		1	0.19		0	0.00		12	2.31		0	0.00		0	0.00		2	0.39		0	0.00		519	95.93		22	4.07		541	0.69
Terrigal (Dobell)		23	3.84		15	2.50		0	0.00		0	0.00		6	1.00		2	0.33		40	6.68		14	2.34		2	0.33		155	25.88		5	0.83		0	0.00		1	0.17		0	0.00		0	0.00		0	0.00		295	49.25		3	0.50		3	0.50		31	5.18		0	0.00		0	0.00		4	0.67		0	0.00		599	97.08		18	2.92		617	0.79
Terrigal Lagoon		26	2.35		22	1.99		0	0.00		0	0.00		14	1.26		8	0.72		69	6.23		4	0.36		0	0.00		280	25.29		2	0.18		0	0.00		10	0.90		0	0.00		0	0.00		0	0.00		628	56.73		5	0.45		1	0.09		35	3.16		0	0.00		1	0.09		2	0.18		0	0.00		1107	98.05		22	1.95		1129	1.44
The Entrance		103	5.60		18	0.98		1	0.05		0	0.00		62	3.37		4	0.22		74	4.02		24	1.31		7	0.38		711	38.66		10	0.54		2	0.11		17	0.92		1	0.05		2	0.11		3	0.16		740	40.24		13	0.71		1	0.05		32	1.74		0	0.00		2	0.11		12	0.65		0	0.00		1839	95.78		81	4.22		1920	2.46
The Entrance North		45	6.81		9	1.36		1	0.15		1	0.15		17	2.57		3	0.45		27	4.08		15	2.27		3	0.45		241	36.46		2	0.30		1	0.15		8	1.21		0	0.00		1	0.15		0	0.00		257	38.88		5	0.76		0	0.00		19	2.87		0	0.00		0	0.00		5	0.76		1	0.15		661	95.80		29	4.20		690	0.88
Tuggerah		29	3.09		10	1.07		0	0.00		0	0.00		15	1.60		2	0.21		82	8.74		4	0.43		3	0.32		303	32.30		6	0.64		2	0.21		5	0.53		0	0.00		5	0.53		0	0.00		434	46.27		10	1.07		0	0.00		20	2.13		0	0.00		0	0.00		8	0.85		0	0.00		938	97.51		24	2.49		962	1.23
Tuggerawong		22	4.36		7	1.39		0	0.00		1	0.20		10	1.98		0	0.00		19	3.76		3	0.59		0	0.00		221	43.76		4	0.79		0	0.00		3	0.59		0	0.00		0	0.00		0	0.00		200	39.60		5	0.99		1	0.20		7	1.39		0	0.00		0	0.00		2	0.40		0	0.00		505	96.37		19	3.63		524	0.67
Tumbi Umbi		65	6.41		11	1.08		0	0.00		0	0.00		10	0.99		2	0.20		50	4.93		6	0.59		2	0.20		325	32.05		8	0.79		0	0.00		5	0.49		1	0.10		0	0.00		2	0.20		506	49.90		5	0.49		0	0.00		12	1.18		0	0.00		2	0.20		2	0.20		0	0.00		1014	95.84		44	4.16		1058	1.35
Valley View		12	2.23		12	2.23		0	0.00		0	0.00		3	0.56		4	0.74		53	9.87		9	1.68		1	0.19		164	30.54		3	0.56		1	0.19		1	0.19		1	0.19		0	0.00		0	0.00		249	46.37		1	0.19		2	0.37		15	2.79		0	0.00		0	0.00		5	0.93		1	0.19		537	98.71		7	1.29		544	0.70
Wamberal		64	2.83		31	1.37		1	0.04		1	0.04		16	0.71		21	0.93		185	8.18		20	0.88		3	0.13		550	24.31		11	0.49		4	0.18		14	0.62		2	0.09		3	0.13		4	0.18		1231	54.42		6	0.27		3	0.13		77	3.40		0	0.00		2	0.09		11	0.49		2	0.09		2262	97.42		60	2.58		2322	2.97
Wamberal North		31	3.19		25	2.57		0	0.00		1	0.10		6	0.62		1	0.10		83	8.53		8	0.82		1	0.10		218	22.40		10	1.03		0	0.00		4	0.41		0	0.00		2	0.21		2	0.21		519	53.34		7	0.72		1	0.10		48	4.93		0	0.00		0	0.00		5	0.51		1	0.10		973	97.01		30	2.99		1003	1.28
Warnervale		97	7.07		26	1.90		1	0.07		0	0.00		22	1.60		4	0.29		92	6.71		7	0.51		0	0.00		460	33.53		7	0.51		0	0.00		12	0.87		0	0.00		1	0.07		0	0.00		589	42.93		14	1.02		2	0.15		28	2.04		0	0.00		1	0.07		8	0.58		1	0.07		1372	95.81		60	4.19		1432	1.83
Watanobbi		60	4.75		25	1.98		2	0.16		0	0.00		44	3.48		1	0.08		69	5.46		20	1.58		2	0.16		543	42.96		12	0.95		1	0.08		10	0.79		0	0.00		3	0.24		3	0.24		424	33.54		8	0.63		1	0.08		30	2.37		0	0.00		1	0.08		5	0.40		0	0.00		1264	97.01		39	2.99		1303	1.67
Wyoming (Dobell)		100	3.88		67	2.60		0	0.00		1	0.04		48	1.86		8	0.31		175	6.79		31	1.20		7	0.27		839	32.54		17	0.66		0	0.00		18	0.70		0	0.00		1	0.04		1	0.04		1169	45.35		14	0.54		5	0.19		64	2.48		0	0.00		0	0.00		13	0.50		0	0.00		2578	96.01		107	3.99		2685	3.44
Wyoming Central		96	4.67		55	2.68		0	0.00		1	0.05		18	0.88		8	0.39		164	7.98		26	1.27		4	0.19		616	29.98		16	0.78		0	0.00		9	0.44		0	0.00		6	0.29		7	0.34		942	45.84		15	0.73		3	0.15		61	2.97		1	0.05		0	0.00		7	0.34		0	0.00		2055	96.52		74	3.48		2129	2.72
Wyong		136	7.25		34	1.81		1	0.05		1	0.05		38	2.03		2	0.11		108	5.76		16	0.85		3	0.16		672	35.82		15	0.80		1	0.05		6	0.32		0	0.00		4	0.21		3	0.16		753	40.14		11	0.59		4	0.21		55	2.93		0	0.00		1	0.05		10	0.53		2	0.11		1876	95.47		89	4.53		1965	2.51
Wyongah		62	6.52		24	2.52		0	0.00		1	0.11		23	2.42		0	0.00		44	4.63		7	0.74		2	0.21		370	38.91		4	0.42		0	0.00		12	1.26		0	0.00		3	0.32		0	0.00		364	38.28		2	0.21		1	0.11		20	2.10		1	0.11		0	0.00		11	1.16		0	0.00		951	96.45		35	3.55		986	1.26
Wyong Creek		13	7.07		1	0.54		0	0.00		0	0.00		1	0.54		0	0.00		19	10.33		0	0.00		0	0.00		26	14.13		0	0.00		0	0.00		1	0.54		0	0.00		0	0.00		0	0.00		110	59.78		2	1.09		0	0.00		8	4.35		0	0.00		0	0.00		3	1.63		0	0.00		184	99.46		1	0.54		185	0.24
Wyong East		21	3.65		21	3.65		0	0.00		0	0.00		10	1.74		0	0.00		32	5.56		2	0.35		2	0.35		200	34.72		2	0.35		2	0.35		2	0.35		0	0.00		0	0.00		1	0.17		252	43.75		4	0.69		0	0.00		21	3.65		0	0.00		0	0.00		3	0.52		1	0.17		576	98.97		6	1.03		582	0.74
Yarramalong		16	7.08		0	0.00		0	0.00		0	0.00		1	0.44		0	0.00		18	7.96		4	1.77		0	0.00		38	16.81		5	2.21		0	0.00		2	0.88		1	0.44		0	0.00		1	0.44		120	53.10		3	1.33		0	0.00		17	7.52		0	0.00		0	0.00		0	0.00		0	0.00		226	95.36		11	4.64		237	0.30
Special Hospitals		11	2.89		0	0.00		0	0.00		4	1.05		12	3.15		1	0.26		9	2.36		0	0.00		3	0.79		137	35.96		0	0.00		1	0.26		1	0.26		0	0.00		2	0.52		0	0.00		192	50.39		3	0.79		0	0.00		4	1.05		0	0.00		1	0.26		0	0.00		0	0.00		381	93.84		25	6.16		406	0.52
Total Ordinary		3152	5.05		1218	1.95		22	0.04		24	0.04		972	1.56		176	0.28		3831	6.14		614	0.98		124	0.20		21044	33.74		411	0.66		33	0.05		404	0.65		12	0.02		77	0.12		61	0.10		27772	44.52		380	0.61		59	0.09		1564	2.51		18	0.03		30	0.05		359	0.58		21	0.03		62378	96.51		2256	3.49		64634	82.70
ABSENT		323	5.40		125	2.09		4	0.07		2	0.03		165	2.76		12	0.20		426	7.12		111	1.86		12	0.20		1786	29.85		64	1.07		1	0.02		57	0.95		5	0.08		7	0.12		14	0.23		2476	41.38		55	0.92		8	0.13		271	4.53		2	0.03		6	0.10		50	0.84		1	0.02		5983	98.23		108	1.77		6091	7.79
POSTAL		125	5.06		35	1.42		2	0.08		0	0.00		56	2.27		3	0.12		117	4.73		8	0.32		2	0.08		773	31.27		5	0.20		1	0.04		9	0.36		0	0.00		3	0.12		0	0.00		1230	49.76		26	1.05		2	0.08		50	2.02		0	0.00		0	0.00		24	0.97		1	0.04		2472	98.88		28	1.12		2500	3.20
PRE_POLL		256	6.07		69	1.64		2	0.05		3	0.07		87	2.06		6	0.14		258	6.12		19	0.45		5	0.12		1409	33.40		19	0.45		3	0.07		34	0.81		0	0.00		1	0.02		4	0.09		1894	44.90		23	0.55		4	0.09		93	2.20		2	0.05		2	0.05		25	0.59		0	0.00		4218	97.91		90	2.09		4308	5.51
PROVISIONAL		23	3.78		4	0.66		1	0.16		0	0.00		27	4.44		3	0.49		29	4.77		12	1.97		0	0.00		218	35.86		9	1.48		0	0.00		12	1.97		0	0.00		1	0.16		1	0.16		231	37.99		8	1.32		0	0.00		21	3.45		0	0.00		1	0.16		7	1.15		0	0.00		608	97.12		18	2.88		626	0.80
Division Summary		3879	5.13		1451	1.92		31	0.04		29	0.04		1307	1.73		200	0.26		4661	6.16		764	1.01		143	0.19		25230	33.35		508	0.67		38	0.05		516	0.68		17	0.02		89	0.12		80	0.11		33603	44.41		492	0.65		73	0.1		1999	2.64		22	0.03		39	0.05		465	0.61		23	0.03		75659	96.8		2500	3.2		78159	95.31
