Senate - 2001 Election: New South Wales																																																																																	
First Preference Votes by Group 																																																																																	
By Polling Place																																																																																	

Prospect (86641)																																																																																	
		Group A Total			Group B Total			Group C Total			Group D Total			Group E Total			Group F Total			Group G Total			Group H Total			Group I Total			Group J Total			Group K Total			Group L Total			Group M Total			Group N Total			Group O Total			Group P Total			Group Q Total			Group R Total			Group S Total			Group T Total			Group U Total			Group V Total			Group W Total			Ungrouped Total 			FORMAL 			INFORMAL 			TOTAL 	
Fairfield Central		29	2.56		17	1.50		8	0.71		0	0.00		24	2.12		0	0.00		19	1.68		5	0.44		3	0.27		818	72.26		1	0.09		4	0.35		3	0.27		5	0.44		0	0.00		1	0.09		164	14.49		11	0.97		0	0.00		18	1.59		0	0.00		1	0.09		1	0.09		0	0.00		1132	94.73		63	5.27		1195	1.44
Fairfield East (Prospect)		24	2.94		11	1.35		18	2.21		2	0.25		21	2.57		0	0.00		20	2.45		6	0.74		1	0.12		500	61.27		3	0.37		0	0.00		4	0.49		0	0.00		0	0.00		1	0.12		177	21.69		9	1.10		1	0.12		16	1.96		0	0.00		0	0.00		2	0.25		0	0.00		816	93.69		55	6.31		871	1.05
Fairfield Heights		129	3.58		53	1.47		67	1.86		1	0.03		115	3.19		1	0.03		94	2.61		23	0.64		22	0.61		2042	56.63		21	0.58		1	0.03		18	0.50		1	0.03		5	0.14		7	0.19		901	24.99		29	0.80		5	0.14		47	1.30		1	0.03		3	0.08		20	0.55		0	0.00		3606	94.13		225	5.87		3831	4.62
Fairfield North		46	2.82		19	1.16		38	2.33		1	0.06		51	3.13		1	0.06		35	2.14		7	0.43		6	0.37		1066	65.32		5	0.31		1	0.06		4	0.25		1	0.06		3	0.18		2	0.12		304	18.63		9	0.55		1	0.06		23	1.41		1	0.06		2	0.12		6	0.37		0	0.00		1632	92.46		133	7.54		1765	2.13
Fairfield South		87	3.82		26	1.14		63	2.77		1	0.04		84	3.69		1	0.04		62	2.72		7	0.31		12	0.53		1357	59.57		5	0.22		7	0.31		10	0.44		0	0.00		2	0.09		2	0.09		491	21.55		24	1.05		0	0.00		31	1.36		0	0.00		1	0.04		5	0.22		0	0.00		2278	93.82		150	6.18		2428	2.93
Fairfield West		123	3.84		58	1.81		57	1.78		1	0.03		111	3.47		5	0.16		93	2.90		30	0.94		15	0.47		1837	57.35		13	0.41		5	0.16		18	0.56		5	0.16		1	0.03		5	0.16		700	21.85		33	1.03		7	0.22		61	1.90		0	0.00		2	0.06		22	0.69		1	0.03		3203	94.85		174	5.15		3377	4.07
Fairvale High		60	3.75		19	1.19		28	1.75		3	0.19		62	3.88		3	0.19		40	2.50		9	0.56		5	0.31		874	54.66		1	0.06		3	0.19		14	0.88		1	0.06		2	0.13		0	0.00		430	26.89		5	0.31		2	0.13		26	1.63		0	0.00		0	0.00		11	0.69		1	0.06		1599	93.73		107	6.27		1706	2.06
Governor Philip King		61	3.24		27	1.43		37	1.97		0	0.00		75	3.99		0	0.00		70	3.72		9	0.48		1	0.05		1040	55.26		10	0.53		3	0.16		19	1.01		3	0.16		3	0.16		1	0.05		471	25.03		20	1.06		5	0.27		14	0.74		0	0.00		1	0.05		12	0.64		0	0.00		1882	96.17		75	3.83		1957	2.36
Greystanes		152	4.54		58	1.73		4	0.12		1	0.03		75	2.24		2	0.06		120	3.58		17	0.51		10	0.30		1343	40.11		19	0.57		0	0.00		18	0.54		1	0.03		1	0.03		3	0.09		1406	42.00		29	0.87		2	0.06		61	1.82		0	0.00		0	0.00		24	0.72		2	0.06		3348	94.58		192	5.42		3540	4.26
Greystanes North		112	5.81		40	2.08		5	0.26		0	0.00		41	2.13		1	0.05		79	4.10		9	0.47		6	0.31		852	44.21		10	0.52		0	0.00		15	0.78		0	0.00		2	0.10		2	0.10		666	34.56		23	1.19		2	0.10		37	1.92		1	0.05		0	0.00		23	1.19		1	0.05		1927	92.87		148	7.13		2075	2.50
Holroyd		73	6.49		10	0.89		2	0.18		0	0.00		24	2.14		4	0.36		46	4.09		6	0.53		1	0.09		426	37.90		5	0.44		3	0.27		8	0.71		0	0.00		0	0.00		2	0.18		469	41.73		12	1.07		1	0.09		20	1.78		1	0.09		0	0.00		11	0.98		0	0.00		1124	94.45		66	5.55		1190	1.43
Horsley Park		64	4.86		9	0.68		0	0.00		1	0.08		27	2.05		1	0.08		43	3.27		12	0.91		6	0.46		302	22.95		7	0.53		5	0.38		14	1.06		2	0.15		3	0.23		6	0.46		731	55.55		35	2.66		1	0.08		31	2.36		0	0.00		1	0.08		14	1.06		1	0.08		1316	92.22		111	7.78		1427	1.72
Kemps Creek (Prospect)		36	6.82		3	0.57		2	0.38		0	0.00		10	1.89		1	0.19		7	1.33		1	0.19		2	0.38		102	19.32		3	0.57		2	0.38		7	1.33		0	0.00		2	0.38		0	0.00		339	64.20		3	0.57		1	0.19		7	1.33		0	0.00		0	0.00		0	0.00		0	0.00		528	94.29		32	5.71		560	0.67
Pendle Hill South		91	5.54		21	1.28		5	0.30		1	0.06		15	0.91		0	0.00		57	3.47		15	0.91		5	0.30		656	39.93		5	0.30		2	0.12		15	0.91		2	0.12		0	0.00		4	0.24		696	42.36		9	0.55		4	0.24		30	1.83		0	0.00		0	0.00		9	0.55		1	0.06		1643	93.19		120	6.81		1763	2.12
Prairievale		82	3.17		35	1.35		43	1.66		4	0.15		88	3.40		3	0.12		61	2.36		16	0.62		4	0.15		1460	56.37		11	0.42		3	0.12		14	0.54		0	0.00		0	0.00		4	0.15		650	25.10		52	2.01		5	0.19		42	1.62		1	0.04		2	0.08		10	0.39		0	0.00		2590	95.82		113	4.18		2703	3.26
Ringrose		132	5.89		36	1.61		12	0.54		1	0.04		50	2.23		2	0.09		68	3.04		9	0.40		3	0.13		920	41.07		12	0.54		2	0.09		22	0.98		0	0.00		1	0.04		5	0.22		897	40.04		21	0.94		1	0.04		30	1.34		0	0.00		1	0.04		15	0.67		0	0.00		2240	94.92		120	5.08		2360	2.84
St Clair		79	5.00		26	1.64		1	0.06		0	0.00		38	2.40		0	0.00		58	3.67		12	0.76		4	0.25		650	41.11		9	0.57		2	0.13		16	1.01		0	0.00		4	0.25		2	0.13		615	38.90		19	1.20		2	0.13		22	1.39		0	0.00		0	0.00		22	1.39		0	0.00		1581	97.17		46	2.83		1627	1.96
St Johns Park High		59	2.30		51	1.99		54	2.11		1	0.04		84	3.28		0	0.00		99	3.86		15	0.59		6	0.23		1480	57.72		7	0.27		2	0.08		13	0.51		2	0.08		3	0.12		3	0.12		607	23.67		32	1.25		1	0.04		32	1.25		2	0.08		2	0.08		8	0.31		1	0.04		2564	95.03		134	4.97		2698	3.25
Smithfield		95	4.74		29	1.45		17	0.85		0	0.00		72	3.59		0	0.00		57	2.84		14	0.70		1	0.05		1035	51.62		8	0.40		0	0.00		20	1.00		0	0.00		1	0.05		0	0.00		575	28.68		24	1.20		0	0.00		34	1.70		0	0.00		2	0.10		21	1.05		0	0.00		2005	88.21		268	11.79		2273	2.74
Smithfield East		93	5.43		24	1.40		8	0.47		2	0.12		47	2.75		2	0.12		39	2.28		15	0.88		8	0.47		908	53.04		6	0.35		2	0.12		7	0.41		1	0.06		2	0.12		1	0.06		472	27.57		16	0.93		4	0.23		34	1.99		0	0.00		2	0.12		18	1.05		1	0.06		1712	93.09		127	6.91		1839	2.22
Smithfield West		213	5.63		61	1.61		33	0.87		3	0.08		99	2.62		2	0.05		98	2.59		33	0.87		16	0.42		1925	50.91		10	0.26		5	0.13		22	0.58		2	0.05		8	0.21		3	0.08		1111	29.38		40	1.06		4	0.11		68	1.80		0	0.00		2	0.05		23	0.61		0	0.00		3781	93.20		276	6.80		4057	4.89
Sydney (Prospect)		2	2.11		2	2.11		1	1.05		0	0.00		1	1.05		0	0.00		7	7.37		0	0.00		0	0.00		47	49.47		1	1.05		0	0.00		0	0.00		0	0.00		1	1.05		1	1.05		30	31.58		0	0.00		0	0.00		1	1.05		0	0.00		0	0.00		1	1.05		0	0.00		95	98.96		1	1.04		96	0.12
Wakeley (Prospect)		61	3.27		31	1.66		33	1.77		0	0.00		55	2.95		0	0.00		44	2.36		9	0.48		5	0.27		1113	59.71		9	0.48		2	0.11		13	0.70		2	0.11		4	0.21		1	0.05		438	23.50		18	0.97		3	0.16		19	1.02		0	0.00		0	0.00		4	0.21		0	0.00		1864	93.81		123	6.19		1987	2.39
Widemere		108	6.67		22	1.36		4	0.25		1	0.06		19	1.17		1	0.06		68	4.20		10	0.62		2	0.12		586	36.22		9	0.56		0	0.00		10	0.62		2	0.12		3	0.19		0	0.00		703	43.45		12	0.74		1	0.06		37	2.29		0	0.00		0	0.00		20	1.24		0	0.00		1618	96.60		57	3.40		1675	2.02
William Stimson		111	3.62		75	2.45		15	0.49		4	0.13		78	2.54		0	0.00		93	3.03		24	0.78		7	0.23		1558	50.83		9	0.29		2	0.07		25	0.82		1	0.03		1	0.03		3	0.10		972	31.71		33	1.08		5	0.16		35	1.14		2	0.07		0	0.00		12	0.39		0	0.00		3065	92.49		249	7.51		3314	3.99
Special Hospitals		1	6.67		0	0.00		0	0.00		0	0.00		2	13.33		0	0.00		1	6.67		0	0.00		0	0.00		7	46.67		0	0.00		0	0.00		1	6.67		0	0.00		0	0.00		0	0.00		3	20.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		15	100.00		0	0.00		15	0.02
Total Ordinary		3104	4.48		1178	1.70		635	0.92		36	0.05		1828	2.64		42	0.06		2184	3.15		468	0.68		206	0.30		33899	48.91		324	0.47		80	0.12		480	0.69		36	0.05		80	0.12		82	0.12		22161	31.98		730	1.05		88	0.13		1137	1.64		12	0.02		29	0.04		476	0.69		12	0.02		69307	94.46		4068	5.54		73375	88.40
ABSENT		250	4.67		82	1.53		30	0.56		4	0.07		221	4.13		1	0.02		241	4.50		77	1.44		13	0.24		2149	40.12		43	0.80		7	0.13		56	1.05		3	0.06		6	0.11		7	0.13		1874	34.99		73	1.36		9	0.17		160	2.99		2	0.04		3	0.06		45	0.84		0	0.00		5356	96.42		199	3.58		5555	6.69
POSTAL		111	7.25		29	1.89		10	0.65		0	0.00		27	1.76		0	0.00		40	2.61		6	0.39		2	0.13		658	42.98		2	0.13		0	0.00		13	0.85		0	0.00		1	0.07		0	0.00		556	36.32		26	1.70		4	0.26		19	1.24		0	0.00		1	0.07		24	1.57		2	0.13		1531	98.14		29	1.86		1560	1.88
PRE_POLL		92	4.89		33	1.75		25	1.33		12	0.64		51	2.71		4	0.21		82	4.35		15	0.80		3	0.16		797	42.33		7	0.37		1	0.05		24	1.27		0	0.00		2	0.11		5	0.27		660	35.05		21	1.12		5	0.27		26	1.38		0	0.00		2	0.11		15	0.80		1	0.05		1883	97.51		48	2.49		1931	2.33
PROVISIONAL		20	3.57		9	1.60		5	0.89		0	0.00		33	5.88		1	0.18		17	3.03		5	0.89		2	0.36		291	51.87		4	0.71		0	0.00		4	0.71		1	0.18		2	0.36		1	0.18		132	23.53		19	3.39		2	0.36		9	1.60		0	0.00		0	0.00		4	0.71		0	0.00		561	96.06		23	3.94		584	0.70
Division Summary		3577	4.55		1331	1.69		705	0.90		52	0.07		2160	2.75		48	0.06		2564	3.26		571	0.73		226	0.29		37794	48.06		380	0.48		88	0.11		577	0.73		40	0.05		91	0.12		95	0.12		25383	32.28		869	1.11		108	0.14		1351	1.72		14	0.02		35	0.04		564	0.72		15	0.02		78638	94.74		4367	5.26		83005	95.8
