Senate - 2001 Election: New South Wales																																																																																	
First Preference Votes by Group 																																																																																	
By Polling Place																																																																																	

Calare (85310)																																																																																	
		Group A Total			Group B Total			Group C Total			Group D Total			Group E Total			Group F Total			Group G Total			Group H Total			Group I Total			Group J Total			Group K Total			Group L Total			Group M Total			Group N Total			Group O Total			Group P Total			Group Q Total			Group R Total			Group S Total			Group T Total			Group U Total			Group V Total			Group W Total			Ungrouped Total 			FORMAL 			INFORMAL 			TOTAL 	
Bathurst West		136	5.61		56	2.31		0	0.00		2	0.08		35	1.44		2	0.08		167	6.88		47	1.94		5	0.21		818	33.72		20	0.82		0	0.00		22	0.91		0	0.00		6	0.25		5	0.21		978	40.31		21	0.87		3	0.12		78	3.22		1	0.04		2	0.08		21	0.87		1	0.04		2426	97.63		59	2.37		2485	3.03
Billimari		14	9.93		6	4.26		0	0.00		0	0.00		1	0.71		0	0.00		5	3.55		0	0.00		0	0.00		28	19.86		3	2.13		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		79	56.03		3	2.13		0	0.00		1	0.71		0	0.00		0	0.00		1	0.71		0	0.00		141	97.24		4	2.76		145	0.18
Black Springs		22	9.87		4	1.79		0	0.00		0	0.00		1	0.45		0	0.00		12	5.38		1	0.45		2	0.90		48	21.52		1	0.45		0	0.00		3	1.35		0	0.00		0	0.00		0	0.00		116	52.02		3	1.35		0	0.00		8	3.59		0	0.00		0	0.00		2	0.90		0	0.00		223	98.67		3	1.33		226	0.28
Blayney		157	8.57		31	1.69		1	0.05		5	0.27		40	2.18		2	0.11		58	3.17		18	0.98		5	0.27		621	33.92		29	1.58		0	0.00		21	1.15		2	0.11		3	0.16		4	0.22		759	41.45		16	0.87		6	0.33		36	1.97		1	0.05		2	0.11		12	0.66		2	0.11		1831	98.23		33	1.77		1864	2.27
Bletchington		146	5.18		108	3.83		1	0.04		5	0.18		59	2.09		1	0.04		165	5.85		29	1.03		3	0.11		812	28.80		36	1.28		2	0.07		30	1.06		0	0.00		4	0.14		5	0.18		1299	46.08		24	0.85		2	0.07		62	2.20		0	0.00		1	0.04		20	0.71		5	0.18		2819	97.04		86	2.96		2905	3.54
Bloomfield Hospital		12	7.45		6	3.73		0	0.00		0	0.00		1	0.62		0	0.00		8	4.97		1	0.62		0	0.00		51	31.68		1	0.62		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		77	47.83		0	0.00		0	0.00		4	2.48		0	0.00		0	0.00		0	0.00		0	0.00		161	94.71		9	5.29		170	0.21
Borenore		13	4.94		6	2.28		0	0.00		0	0.00		1	0.38		0	0.00		14	5.32		4	1.52		1	0.38		50	19.01		1	0.38		0	0.00		2	0.76		0	0.00		0	0.00		1	0.38		157	59.70		2	0.76		0	0.00		10	3.80		0	0.00		0	0.00		1	0.38		0	0.00		263	99.25		2	0.75		265	0.32
Bowen		202	8.61		56	2.39		1	0.04		2	0.09		59	2.51		1	0.04		93	3.96		30	1.28		7	0.30		737	31.42		26	1.11		0	0.00		26	1.11		1	0.04		4	0.17		3	0.13		972	41.43		32	1.36		4	0.17		63	2.69		0	0.00		3	0.13		22	0.94		2	0.09		2346	95.99		98	4.01		2444	2.98
Bowenfels South		23	10.50		9	4.11		0	0.00		0	0.00		1	0.46		0	0.00		7	3.20		0	0.00		0	0.00		73	33.33		2	0.91		0	0.00		0	0.00		0	0.00		1	0.46		0	0.00		94	42.92		1	0.46		0	0.00		4	1.83		0	0.00		0	0.00		3	1.37		1	0.46		219	98.21		4	1.79		223	0.27
Burraga		6	8.45		0	0.00		0	0.00		0	0.00		5	7.04		0	0.00		1	1.41		1	1.41		0	0.00		25	35.21		1	1.41		0	0.00		1	1.41		0	0.00		0	0.00		0	0.00		28	39.44		1	1.41		0	0.00		1	1.41		0	0.00		0	0.00		1	1.41		0	0.00		71	97.26		2	2.74		73	0.09
Calare School		105	6.19		77	4.54		1	0.06		2	0.12		33	1.95		0	0.00		82	4.84		16	0.94		3	0.18		452	26.67		30	1.77		1	0.06		12	0.71		0	0.00		2	0.12		1	0.06		805	47.49		16	0.94		3	0.18		41	2.42		0	0.00		0	0.00		11	0.65		2	0.12		1695	96.80		56	3.20		1751	2.13
Canobolas		14	8.54		8	4.88		0	0.00		0	0.00		4	2.44		0	0.00		12	7.32		2	1.22		1	0.61		24	14.63		2	1.22		0	0.00		1	0.61		0	0.00		1	0.61		0	0.00		87	53.05		2	1.22		0	0.00		5	3.05		0	0.00		1	0.61		0	0.00		0	0.00		164	98.80		2	1.20		166	0.20
Canowindra		158	11.26		28	2.00		2	0.14		1	0.07		25	1.78		1	0.07		56	3.99		10	0.71		2	0.14		343	24.45		22	1.57		0	0.00		13	0.93		0	0.00		2	0.14		1	0.07		684	48.75		9	0.64		2	0.14		28	2.00		0	0.00		0	0.00		10	0.71		6	0.43		1403	96.63		49	3.37		1452	1.77
Capertee		28	21.37		2	1.53		0	0.00		0	0.00		4	3.05		0	0.00		3	2.29		4	3.05		0	0.00		41	31.30		1	0.76		0	0.00		0	0.00		0	0.00		1	0.76		0	0.00		44	33.59		0	0.00		0	0.00		3	2.29		0	0.00		0	0.00		0	0.00		0	0.00		131	97.76		3	2.24		134	0.16
Carcoar		26	12.38		5	2.38		0	0.00		0	0.00		10	4.76		0	0.00		5	2.38		2	0.95		1	0.48		73	34.76		1	0.48		0	0.00		3	1.43		0	0.00		0	0.00		0	0.00		73	34.76		4	1.90		0	0.00		3	1.43		0	0.00		1	0.48		1	0.48		2	0.95		210	99.53		1	0.47		211	0.26
Cargo		21	7.64		4	1.45		0	0.00		0	0.00		9	3.27		0	0.00		12	4.36		1	0.36		0	0.00		92	33.45		5	1.82		0	0.00		3	1.09		0	0.00		2	0.73		0	0.00		117	42.55		1	0.36		0	0.00		5	1.82		0	0.00		0	0.00		3	1.09		0	0.00		275	95.82		12	4.18		287	0.35
Cooerwull		138	7.11		39	2.01		1	0.05		3	0.15		35	1.80		3	0.15		88	4.53		26	1.34		7	0.36		989	50.95		14	0.72		2	0.10		15	0.77		0	0.00		2	0.10		2	0.10		495	25.50		22	1.13		3	0.15		36	1.85		1	0.05		0	0.00		17	0.88		3	0.15		1941	97.78		44	2.22		1985	2.42
Cowra		201	8.88		61	2.69		5	0.22		2	0.09		50	2.21		1	0.04		85	3.75		25	1.10		3	0.13		738	32.60		23	1.02		1	0.04		44	1.94		0	0.00		5	0.22		2	0.09		927	40.95		32	1.41		3	0.13		33	1.46		0	0.00		2	0.09		18	0.80		3	0.13		2264	96.63		79	3.37		2343	2.85
Cowra North		203	9.57		80	3.77		0	0.00		1	0.05		33	1.56		2	0.09		72	3.39		22	1.04		13	0.61		696	32.81		18	0.85		2	0.09		11	0.52		0	0.00		1	0.05		3	0.14		890	41.96		23	1.08		1	0.05		29	1.37		0	0.00		1	0.05		19	0.90		1	0.05		2121	96.02		88	3.98		2209	2.69
Cowra West		112	9.19		41	3.36		0	0.00		5	0.41		27	2.21		1	0.08		35	2.87		11	0.90		5	0.41		314	25.76		17	1.39		0	0.00		16	1.31		4	0.33		2	0.16		1	0.08		579	47.50		9	0.74		1	0.08		29	2.38		0	0.00		2	0.16		8	0.66		0	0.00		1219	97.36		33	2.64		1252	1.52
Cudal		36	8.24		9	2.06		0	0.00		1	0.23		10	2.29		2	0.46		23	5.26		3	0.69		2	0.46		88	20.14		5	1.14		0	0.00		6	1.37		0	0.00		0	0.00		1	0.23		244	55.84		0	0.00		0	0.00		5	1.14		0	0.00		0	0.00		2	0.46		0	0.00		437	96.68		15	3.32		452	0.55
Cullen Bullen		15	8.62		2	1.15		0	0.00		1	0.57		5	2.87		0	0.00		3	1.72		3	1.72		1	0.57		97	55.75		1	0.57		0	0.00		3	1.72		0	0.00		0	0.00		1	0.57		38	21.84		2	1.15		0	0.00		0	0.00		0	0.00		0	0.00		2	1.15		0	0.00		174	97.75		4	2.25		178	0.22
Cumnock		30	9.52		11	3.49		0	0.00		0	0.00		4	1.27		1	0.32		11	3.49		2	0.63		0	0.00		72	22.86		7	2.22		1	0.32		3	0.95		0	0.00		0	0.00		1	0.32		160	50.79		4	1.27		1	0.32		6	1.90		0	0.00		0	0.00		1	0.32		0	0.00		315	98.13		6	1.87		321	0.39
Eglinton		150	9.66		42	2.71		1	0.06		0	0.00		16	1.03		0	0.00		99	6.38		20	1.29		4	0.26		416	26.80		21	1.35		0	0.00		17	1.10		0	0.00		4	0.26		2	0.13		694	44.72		11	0.71		0	0.00		45	2.90		0	0.00		1	0.06		8	0.52		1	0.06		1552	97.86		34	2.14		1586	1.93
Eugowra		48	10.06		0	0.00		2	0.42		1	0.21		7	1.47		2	0.42		15	3.14		5	1.05		5	1.05		106	22.22		3	0.63		0	0.00		4	0.84		0	0.00		0	0.00		0	0.00		256	53.67		4	0.84		1	0.21		12	2.52		1	0.21		1	0.21		3	0.63		1	0.21		477	96.75		16	3.25		493	0.60
Glenroi		154	8.75		55	3.13		2	0.11		2	0.11		83	4.72		4	0.23		41	2.33		31	1.76		8	0.45		839	47.70		25	1.42		4	0.23		18	1.02		5	0.28		2	0.11		1	0.06		394	22.40		39	2.22		0	0.00		28	1.59		2	0.11		1	0.06		18	1.02		3	0.17		1759	96.49		64	3.51		1823	2.22
Gooloogong		33	14.29		0	0.00		0	0.00		0	0.00		4	1.73		0	0.00		1	0.43		3	1.30		1	0.43		38	16.45		2	0.87		1	0.43		1	0.43		0	0.00		0	0.00		0	0.00		140	60.61		2	0.87		0	0.00		1	0.43		0	0.00		1	0.43		3	1.30		0	0.00		231	97.88		5	2.12		236	0.29
Hampton		15	10.34		8	5.52		0	0.00		0	0.00		3	2.07		0	0.00		5	3.45		3	2.07		0	0.00		29	20.00		1	0.69		0	0.00		0	0.00		0	0.00		0	0.00		2	1.38		65	44.83		0	0.00		0	0.00		11	7.59		0	0.00		0	0.00		3	2.07		0	0.00		145	99.32		1	0.68		146	0.18
Hartley		33	9.04		9	2.47		0	0.00		1	0.27		3	0.82		3	0.82		19	5.21		2	0.55		0	0.00		85	23.29		1	0.27		0	0.00		2	0.55		0	0.00		0	0.00		0	0.00		187	51.23		0	0.00		0	0.00		18	4.93		0	0.00		0	0.00		2	0.55		0	0.00		365	96.56		13	3.44		378	0.46
Hermitage		56	8.75		4	0.63		0	0.00		0	0.00		18	2.81		0	0.00		22	3.44		4	0.63		2	0.31		348	54.38		8	1.25		0	0.00		3	0.47		1	0.16		0	0.00		0	0.00		148	23.13		10	1.56		1	0.16		11	1.72		0	0.00		1	0.16		3	0.47		0	0.00		640	97.26		18	2.74		658	0.80
Hill End		13	14.44		1	1.11		0	0.00		0	0.00		3	3.33		0	0.00		3	3.33		0	0.00		1	1.11		43	47.78		0	0.00		0	0.00		2	2.22		0	0.00		0	0.00		1	1.11		19	21.11		0	0.00		1	1.11		3	3.33		0	0.00		0	0.00		0	0.00		0	0.00		90	98.90		1	1.10		91	0.11
Jenolan Caves		1	2.78		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		4	11.11		1	2.78		0	0.00		10	27.78		0	0.00		0	0.00		1	2.78		0	0.00		0	0.00		0	0.00		17	47.22		1	2.78		0	0.00		1	2.78		0	0.00		0	0.00		0	0.00		0	0.00		36	100.00		0	0.00		36	0.04
Kelso		143	5.38		47	1.77		4	0.15		4	0.15		52	1.96		1	0.04		151	5.68		36	1.35		4	0.15		986	37.08		20	0.75		1	0.04		26	0.98		1	0.04		3	0.11		7	0.26		1069	40.20		23	0.86		2	0.08		60	2.26		0	0.00		2	0.08		13	0.49		4	0.15		2659	97.04		81	2.96		2740	3.34
Kirkconnell		11	9.32		5	4.24		0	0.00		0	0.00		1	0.85		0	0.00		8	6.78		1	0.85		0	0.00		28	23.73		0	0.00		0	0.00		1	0.85		0	0.00		0	0.00		0	0.00		49	41.53		0	0.00		0	0.00		13	11.02		0	0.00		0	0.00		1	0.85		0	0.00		118	95.16		6	4.84		124	0.15
Lithgow		114	6.45		45	2.55		1	0.06		3	0.17		47	2.66		2	0.11		77	4.36		27	1.53		11	0.62		927	52.43		15	0.85		2	0.11		10	0.57		1	0.06		4	0.23		0	0.00		391	22.12		19	1.07		2	0.11		51	2.88		0	0.00		0	0.00		15	0.85		4	0.23		1768	95.21		89	4.79		1857	2.26
Lithgow Hospital		6	5.04		0	0.00		0	0.00		0	0.00		2	1.68		1	0.84		2	1.68		0	0.00		0	0.00		64	53.78		0	0.00		0	0.00		0	0.00		0	0.00		1	0.84		0	0.00		34	28.57		5	4.20		1	0.84		1	0.84		0	0.00		0	0.00		2	1.68		0	0.00		119	100.00		0	0.00		119	0.14
Littleton		36	6.38		23	4.08		0	0.00		0	0.00		9	1.60		1	0.18		36	6.38		4	0.71		2	0.35		297	52.66		3	0.53		0	0.00		2	0.35		0	0.00		0	0.00		0	0.00		132	23.40		5	0.89		0	0.00		11	1.95		0	0.00		0	0.00		3	0.53		0	0.00		564	96.74		19	3.26		583	0.71
Lucknow		24	9.09		3	1.14		0	0.00		0	0.00		4	1.52		0	0.00		15	5.68		2	0.76		0	0.00		60	22.73		4	1.52		0	0.00		1	0.38		0	0.00		0	0.00		0	0.00		133	50.38		0	0.00		0	0.00		14	5.30		0	0.00		0	0.00		4	1.52		0	0.00		264	98.51		4	1.49		268	0.33
Lyndhurst		37	16.09		0	0.00		0	0.00		0	0.00		4	1.74		0	0.00		9	3.91		1	0.43		1	0.43		65	28.26		5	2.17		0	0.00		5	2.17		0	0.00		1	0.43		1	0.43		90	39.13		1	0.43		1	0.43		7	3.04		0	0.00		0	0.00		0	0.00		2	0.87		230	97.05		7	2.95		237	0.29
Mandurama		21	9.95		0	0.00		0	0.00		0	0.00		7	3.32		0	0.00		5	2.37		0	0.00		1	0.47		48	22.75		1	0.47		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		115	54.50		1	0.47		0	0.00		10	4.74		0	0.00		0	0.00		2	0.95		0	0.00		211	95.91		9	4.09		220	0.27
Manildra		50	9.78		7	1.37		0	0.00		0	0.00		11	2.15		0	0.00		10	1.96		7	1.37		2	0.39		165	32.29		8	1.57		0	0.00		8	1.57		0	0.00		3	0.59		0	0.00		220	43.05		8	1.57		0	0.00		1	0.20		0	0.00		2	0.39		8	1.57		1	0.20		511	97.15		15	2.85		526	0.64
Meadow Flat		24	12.83		1	0.53		0	0.00		0	0.00		4	2.14		1	0.53		14	7.49		1	0.53		1	0.53		54	28.88		2	1.07		0	0.00		1	0.53		0	0.00		1	0.53		0	0.00		77	41.18		0	0.00		0	0.00		6	3.21		0	0.00		0	0.00		0	0.00		0	0.00		187	98.42		3	1.58		190	0.23
Millthorpe		54	7.67		6	0.85		0	0.00		0	0.00		3	0.43		1	0.14		53	7.53		5	0.71		1	0.14		179	25.43		4	0.57		0	0.00		6	0.85		0	0.00		3	0.43		0	0.00		352	50.00		5	0.71		0	0.00		23	3.27		0	0.00		2	0.28		4	0.57		3	0.43		704	97.10		21	2.90		725	0.88
Mitchell Campus		2	1.63		2	1.63		0	0.00		0	0.00		1	0.81		0	0.00		20	16.26		3	2.44		0	0.00		38	30.89		2	1.63		0	0.00		1	0.81		0	0.00		0	0.00		1	0.81		37	30.08		0	0.00		0	0.00		13	10.57		0	0.00		0	0.00		2	1.63		1	0.81		123	100.00		0	0.00		123	0.15
Molong		111	8.51		71	5.44		2	0.15		3	0.23		19	1.46		4	0.31		53	4.06		12	0.92		4	0.31		341	26.13		15	1.15		1	0.08		13	1.00		2	0.15		2	0.15		4	0.31		595	45.59		13	1.00		2	0.15		27	2.07		0	0.00		1	0.08		10	0.77		0	0.00		1305	96.95		41	3.05		1346	1.64
Morongla Creek		25	11.79		5	2.36		0	0.00		0	0.00		1	0.47		0	0.00		6	2.83		1	0.47		1	0.47		23	10.85		2	0.94		0	0.00		2	0.94		0	0.00		0	0.00		0	0.00		141	66.51		1	0.47		1	0.47		2	0.94		0	0.00		0	0.00		1	0.47		0	0.00		212	98.15		4	1.85		216	0.26
Mullion Creek		48	14.81		6	1.85		0	0.00		0	0.00		2	0.62		0	0.00		16	4.94		3	0.93		1	0.31		47	14.51		4	1.23		0	0.00		5	1.54		0	0.00		0	0.00		0	0.00		182	56.17		2	0.62		0	0.00		4	1.23		0	0.00		1	0.31		3	0.93		0	0.00		324	97.30		9	2.70		333	0.41
Nashdale		29	8.50		11	3.23		0	0.00		1	0.29		2	0.59		0	0.00		24	7.04		3	0.88		0	0.00		53	15.54		3	0.88		0	0.00		2	0.59		0	0.00		0	0.00		0	0.00		190	55.72		1	0.29		1	0.29		20	5.87		1	0.29		0	0.00		0	0.00		0	0.00		341	98.84		4	1.16		345	0.42
Neville		16	11.59		0	0.00		0	0.00		1	0.72		4	2.90		0	0.00		5	3.62		2	1.45		0	0.00		19	13.77		1	0.72		0	0.00		1	0.72		0	0.00		0	0.00		0	0.00		81	58.70		3	2.17		1	0.72		2	1.45		0	0.00		0	0.00		1	0.72		1	0.72		138	99.28		1	0.72		139	0.17
Newbridge		9	5.96		2	1.32		0	0.00		0	0.00		0	0.00		1	0.66		9	5.96		0	0.00		0	0.00		34	22.52		2	1.32		0	0.00		2	1.32		0	0.00		0	0.00		0	0.00		77	50.99		3	1.99		0	0.00		7	4.64		0	0.00		0	0.00		4	2.65		1	0.66		151	96.18		6	3.82		157	0.19
O'Connell		28	9.09		10	3.25		0	0.00		0	0.00		0	0.00		0	0.00		27	8.77		2	0.65		2	0.65		73	23.70		1	0.32		0	0.00		3	0.97		0	0.00		0	0.00		0	0.00		138	44.81		4	1.30		0	0.00		19	6.17		0	0.00		0	0.00		1	0.32		0	0.00		308	99.35		2	0.65		310	0.38
Oakey Park		40	11.05		3	0.83		0	0.00		0	0.00		5	1.38		1	0.28		13	3.59		6	1.66		1	0.28		207	57.18		6	1.66		0	0.00		2	0.55		0	0.00		0	0.00		1	0.28		62	17.13		1	0.28		1	0.28		9	2.49		0	0.00		1	0.28		3	0.83		0	0.00		362	96.53		13	3.47		375	0.46
Oberon		156	8.08		25	1.30		2	0.10		7	0.36		42	2.18		0	0.00		75	3.89		23	1.19		6	0.31		532	27.56		31	1.61		2	0.10		21	1.09		0	0.00		2	0.10		4	0.21		905	46.89		26	1.35		1	0.05		39	2.02		1	0.05		5	0.26		24	1.24		1	0.05		1930	95.83		84	4.17		2014	2.45
Orange		96	4.16		95	4.11		7	0.30		2	0.09		34	1.47		3	0.13		153	6.63		25	1.08		7	0.30		591	25.60		24	1.04		3	0.13		13	0.56		0	0.00		8	0.35		3	0.13		1106	47.90		19	0.82		2	0.09		91	3.94		1	0.04		3	0.13		14	0.61		9	0.39		2309	97.06		70	2.94		2379	2.90
Orange East		110	6.34		52	3.00		0	0.00		0	0.00		49	2.82		6	0.35		90	5.19		32	1.84		3	0.17		578	33.31		30	1.73		0	0.00		19	1.10		2	0.12		2	0.12		4	0.23		664	38.27		29	1.67		0	0.00		50	2.88		0	0.00		1	0.06		12	0.69		2	0.12		1735	96.12		70	3.88		1805	2.20
Orange Hospital		22	3.99		23	4.17		1	0.18		1	0.18		13	2.36		2	0.36		38	6.88		3	0.54		1	0.18		195	35.33		4	0.72		1	0.18		5	0.91		0	0.00		1	0.18		1	0.18		211	38.22		6	1.09		0	0.00		19	3.44		0	0.00		0	0.00		3	0.54		2	0.36		552	96.67		19	3.33		571	0.70
Orange North		56	6.29		24	2.70		0	0.00		0	0.00		14	1.57		0	0.00		71	7.98		11	1.24		1	0.11		214	24.04		12	1.35		0	0.00		6	0.67		0	0.00		0	0.00		0	0.00		435	48.88		7	0.79		1	0.11		29	3.26		0	0.00		0	0.00		8	0.90		1	0.11		890	98.02		18	1.98		908	1.11
Orange South		111	6.50		38	2.23		1	0.06		0	0.00		33	1.93		1	0.06		73	4.28		22	1.29		1	0.06		472	27.65		27	1.58		3	0.18		16	0.94		0	0.00		3	0.18		1	0.06		819	47.98		18	1.05		0	0.00		48	2.81		0	0.00		1	0.06		15	0.88		4	0.23		1707	96.99		53	3.01		1760	2.14
Orange West		140	4.84		103	3.56		2	0.07		2	0.07		44	1.52		1	0.03		159	5.50		23	0.80		10	0.35		604	20.89		45	1.56		2	0.07		21	0.73		2	0.07		3	0.10		4	0.14		1565	54.13		23	0.80		5	0.17		99	3.42		0	0.00		2	0.07		23	0.80		9	0.31		2891	96.95		91	3.05		2982	3.63
Peel		11	9.65		3	2.63		0	0.00		0	0.00		1	0.88		0	0.00		13	11.40		2	1.75		1	0.88		19	16.67		1	0.88		0	0.00		1	0.88		0	0.00		0	0.00		0	0.00		47	41.23		0	0.00		1	0.88		13	11.40		0	0.00		0	0.00		1	0.88		0	0.00		114	99.13		1	0.87		115	0.14
Perthville		50	10.06		15	3.02		0	0.00		0	0.00		5	1.01		2	0.40		21	4.23		8	1.61		5	1.01		104	20.93		9	1.81		0	0.00		3	0.60		1	0.20		1	0.20		1	0.20		245	49.30		7	1.41		1	0.20		16	3.22		0	0.00		0	0.00		3	0.60		0	0.00		497	98.22		9	1.78		506	0.62
Portland		100	8.16		14	1.14		1	0.08		0	0.00		34	2.78		0	0.00		36	2.94		10	0.82		5	0.41		726	59.27		9	0.73		1	0.08		8	0.65		0	0.00		1	0.08		1	0.08		229	18.69		19	1.55		1	0.08		18	1.47		1	0.08		1	0.08		9	0.73		1	0.08		1225	97.30		34	2.70		1259	1.53
Raglan		65	7.91		27	3.28		0	0.00		1	0.12		12	1.46		1	0.12		48	5.84		13	1.58		2	0.24		292	35.52		5	0.61		0	0.00		7	0.85		0	0.00		0	0.00		0	0.00		307	37.35		7	0.85		1	0.12		19	2.31		0	0.00		0	0.00		15	1.82		0	0.00		822	98.92		9	1.08		831	1.01
Rockley		26	10.79		3	1.24		0	0.00		1	0.41		3	1.24		0	0.00		10	4.15		1	0.41		2	0.83		72	29.88		0	0.00		0	0.00		6	2.49		0	0.00		1	0.41		1	0.41		103	42.74		1	0.41		2	0.83		7	2.90		0	0.00		0	0.00		2	0.83		0	0.00		241	97.97		5	2.03		246	0.30
Rydal		25	15.06		2	1.20		0	0.00		0	0.00		3	1.81		0	0.00		6	3.61		3	1.81		0	0.00		41	24.70		1	0.60		0	0.00		3	1.81		0	0.00		0	0.00		0	0.00		77	46.39		0	0.00		0	0.00		4	2.41		0	0.00		0	0.00		1	0.60		0	0.00		166	98.22		3	1.78		169	0.21
Sofala		15	16.85		0	0.00		0	0.00		0	0.00		1	1.12		1	1.12		5	5.62		1	1.12		0	0.00		21	23.60		0	0.00		0	0.00		1	1.12		0	0.00		0	0.00		1	1.12		34	38.20		2	2.25		0	0.00		6	6.74		0	0.00		0	0.00		0	0.00		1	1.12		89	98.89		1	1.11		90	0.11
Spring Hill		22	9.87		3	1.35		1	0.45		0	0.00		5	2.24		0	0.00		12	5.38		3	1.35		0	0.00		49	21.97		2	0.90		0	0.00		4	1.79		0	0.00		0	0.00		0	0.00		113	50.67		1	0.45		0	0.00		8	3.59		0	0.00		0	0.00		0	0.00		0	0.00		223	97.38		6	2.62		229	0.28
Spring Terrace		32	12.40		4	1.55		0	0.00		0	0.00		2	0.78		0	0.00		13	5.04		2	0.78		2	0.78		41	15.89		3	1.16		0	0.00		2	0.78		0	0.00		0	0.00		0	0.00		144	55.81		2	0.78		0	0.00		8	3.10		0	0.00		0	0.00		2	0.78		1	0.39		258	98.10		5	1.90		263	0.32
Sydney (Calare)		2	5.71		1	2.86		0	0.00		0	0.00		2	5.71		0	0.00		4	11.43		1	2.86		0	0.00		16	45.71		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		7	20.00		0	0.00		0	0.00		2	5.71		0	0.00		0	0.00		0	0.00		0	0.00		35	100.00		0	0.00		35	0.04
The Lagoon		13	12.15		1	0.93		0	0.00		0	0.00		0	0.00		0	0.00		2	1.87		2	1.87		2	1.87		18	16.82		1	0.93		0	0.00		1	0.93		1	0.93		0	0.00		0	0.00		56	52.34		4	3.74		0	0.00		3	2.80		0	0.00		0	0.00		1	0.93		2	1.87		107	100.00		0	0.00		107	0.13
