Senate - 1996 Election: Australian Capital Territory																																																																																					
First Preference Votes by Candidate																																																																																					
by Polling Place																																																																																					
Chapman		                                    	7	0.3	 	9	0.38	 	1	0.04	 	17	0.72	 	69	2.94	 	46	1.96	 	3	0.13	 	118	5.02	 	1025	43.64	 	118	5.02	 	1	0.04	 	1144	48.7	 	163	6.94	 	94	4	 	4	0.17	 	261	11.11	 	695	29.59	 	83	3.53	 	12	0.51	 	790	33.63	 	5	0.21	 	5	0.21	 	2	0.09	 	7	0.3	 	19	0.81	 	2349	98.2	 	43	1.8	 	2392	3.46
City		                                       	3	0.38	 	3	0.38	 	0	0	 	6	0.76	 	49	6.24	 	31	3.95	 	2	0.25	 	82	10.45	 	180	22.93	 	21	2.68	 	4	0.51	 	205	26.11	 	79	10.06	 	44	5.61	 	7	0.89	 	130	16.56	 	296	37.71	 	51	6.5	 	6	0.76	 	353	44.97	 	1	0.13	 	2	0.25	 	4	0.51	 	2	0.25	 	9	1.15	 	785	96.67	 	27	3.33	 	812	1.17
Curtin		                                     	24	0.8	 	14	0.47	 	0	0	 	38	1.27	 	85	2.83	 	83	2.77	 	9	0.3	 	177	5.9	 	999	33.31	 	135	4.5	 	8	0.27	 	1142	38.08	 	238	7.94	 	152	5.07	 	9	0.3	 	399	13.3	 	1059	35.31	 	132	4.4	 	23	0.77	 	1214	40.48	 	5	0.17	 	13	0.43	 	9	0.3	 	2	0.07	 	29	0.97	 	2999	97.34	 	82	2.66	 	3081	4.46
Deakin		                                     	3	0.18	 	4	0.24	 	0	0	 	7	0.42	 	37	2.23	 	28	1.69	 	1	0.06	 	66	3.98	 	867	52.26	 	89	5.36	 	5	0.3	 	961	57.93	 	72	4.34	 	69	4.16	 	3	0.18	 	144	8.68	 	395	23.81	 	64	3.86	 	6	0.36	 	465	28.03	 	5	0.3	 	6	0.36	 	4	0.24	 	1	0.06	 	16	0.96	 	1659	98.34	 	28	1.66	 	1687	2.44
Dickson		                                    	12	1.14	 	10	0.95	 	1	0.1	 	23	2.19	 	45	4.28	 	51	4.85	 	3	0.29	 	99	9.41	 	278	26.43	 	40	3.8	 	3	0.29	 	321	30.51	 	78	7.41	 	53	5.04	 	1	0.1	 	132	12.55	 	403	38.31	 	53	5.04	 	12	1.14	 	468	44.49	 	2	0.19	 	1	0.1	 	4	0.38	 	2	0.19	 	9	0.86	 	1052	96.87	 	34	3.13	 	1086	1.57
Downer		                                     	12	0.82	 	18	1.22	 	0	0	 	30	2.04	 	47	3.19	 	62	4.21	 	7	0.48	 	116	7.88	 	423	28.74	 	56	3.8	 	0	0	 	479	32.54	 	82	5.57	 	59	4.01	 	2	0.14	 	143	9.71	 	606	41.17	 	73	4.96	 	14	0.95	 	693	47.08	 	4	0.27	 	6	0.41	 	1	0.07	 	0	0	 	11	0.75	 	1472	96.02	 	61	3.98	 	1533	2.22
Duffy		                                      	17	0.82	 	12	0.58	 	3	0.14	 	32	1.53	 	81	3.88	 	41	1.97	 	6	0.29	 	128	6.14	 	707	33.91	 	105	5.04	 	7	0.34	 	819	39.28	 	151	7.24	 	88	4.22	 	7	0.34	 	246	11.8	 	739	35.44	 	88	4.22	 	14	0.67	 	841	40.34	 	2	0.1	 	6	0.29	 	3	0.14	 	8	0.38	 	19	0.91	 	2085	96.84	 	68	3.16	 	2153	3.11
Griffith		                                   	6	0.43	 	1	0.07	 	0	0	 	7	0.5	 	48	3.46	 	36	2.59	 	7	0.5	 	91	6.55	 	528	38.01	 	61	4.39	 	1	0.07	 	590	42.48	 	74	5.33	 	35	2.52	 	1	0.07	 	110	7.92	 	504	36.29	 	70	5.04	 	8	0.58	 	582	41.9	 	3	0.22	 	4	0.29	 	0	0	 	2	0.14	 	9	0.65	 	1389	95.86	 	60	4.14	 	1449	2.1
Holder		                                     	17	1.09	 	8	0.51	 	3	0.19	 	28	1.79	 	62	3.96	 	33	2.11	 	5	0.32	 	100	6.39	 	588	37.55	 	65	4.15	 	3	0.19	 	656	41.89	 	101	6.45	 	51	3.26	 	3	0.19	 	155	9.9	 	543	34.67	 	61	3.9	 	6	0.38	 	610	38.95	 	2	0.13	 	8	0.51	 	2	0.13	 	5	0.32	 	17	1.09	 	1566	97.75	 	36	2.25	 	1602	2.32
Hughes		                                     	22	0.73	 	7	0.23	 	2	0.07	 	31	1.03	 	86	2.86	 	74	2.46	 	8	0.27	 	168	5.59	 	1211	40.3	 	179	5.96	 	4	0.13	 	1394	46.39	 	191	6.36	 	115	3.83	 	3	0.1	 	309	10.28	 	954	31.75	 	107	3.56	 	16	0.53	 	1077	35.84	 	11	0.37	 	7	0.23	 	6	0.2	 	2	0.07	 	26	0.87	 	3005	98.04	 	60	1.96	 	3065	4.43
Lyneham		                                    	26	0.76	 	26	0.76	 	3	0.09	 	55	1.61	 	157	4.6	 	157	4.6	 	19	0.56	 	333	9.75	 	901	26.39	 	127	3.72	 	7	0.21	 	1035	30.32	 	229	6.71	 	180	5.27	 	7	0.21	 	416	12.19	 	1314	38.49	 	201	5.89	 	28	0.82	 	1543	45.2	 	6	0.18	 	13	0.38	 	11	0.32	 	2	0.06	 	32	0.94	 	3414	95.87	 	147	4.13	 	3561	5.15
Lyons		                                      	4	0.27	 	8	0.53	 	3	0.2	 	15	1	 	49	3.26	 	28	1.86	 	4	0.27	 	81	5.39	 	463	30.78	 	70	4.65	 	4	0.27	 	537	35.7	 	101	6.72	 	62	4.12	 	4	0.27	 	167	11.1	 	594	39.49	 	78	5.19	 	13	0.86	 	685	45.55	 	6	0.4	 	9	0.6	 	4	0.27	 	0	0	 	19	1.26	 	1504	96.84	 	49	3.16	 	1553	2.25
Manuka		                                     	2	0.13	 	2	0.13	 	1	0.06	 	5	0.32	 	41	2.66	 	35	2.27	 	1	0.06	 	77	4.99	 	564	36.58	 	69	4.47	 	3	0.19	 	636	41.25	 	93	6.03	 	55	3.57	 	4	0.26	 	152	9.86	 	571	37.03	 	72	4.67	 	11	0.71	 	654	42.41	 	11	0.71	 	7	0.45	 	0	0	 	0	0	 	18	1.17	 	1542	98.03	 	31	1.97	 	1573	2.28
Narrabundah		                                	18	0.92	 	10	0.51	 	1	0.05	 	29	1.48	 	71	3.63	 	50	2.56	 	5	0.26	 	126	6.44	 	524	26.79	 	60	3.07	 	1	0.05	 	585	29.91	 	90	4.6	 	52	2.66	 	1	0.05	 	143	7.31	 	965	49.34	 	84	4.29	 	9	0.46	 	1058	54.09	 	7	0.36	 	5	0.26	 	2	0.1	 	1	0.05	 	15	0.77	 	1956	94.49	 	114	5.51	 	2070	2.99
Oaks Estate		                                	5	2.58	 	0	0	 	0	0	 	5	2.58	 	7	3.61	 	8	4.12	 	0	0	 	15	7.73	 	60	30.93	 	1	0.52	 	0	0	 	61	31.44	 	10	5.15	 	11	5.67	 	0	0	 	21	10.82	 	85	43.81	 	6	3.09	 	1	0.52	 	92	47.42	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	194	97	 	6	3	 	200	0.29
Red Hill		                                   	10	0.38	 	8	0.3	 	3	0.11	 	21	0.79	 	71	2.68	 	47	1.77	 	6	0.23	 	124	4.68	 	1202	45.36	 	110	4.15	 	6	0.23	 	1318	49.74	 	161	6.08	 	78	2.94	 	4	0.15	 	243	9.17	 	827	31.21	 	88	3.32	 	10	0.38	 	925	34.91	 	6	0.23	 	6	0.23	 	6	0.23	 	1	0.04	 	19	0.72	 	2650	97.28	 	74	2.72	 	2724	3.94
Reid		                                       	3	0.45	 	2	0.3	 	0	0	 	5	0.75	 	24	3.61	 	18	2.71	 	3	0.45	 	45	6.78	 	202	30.42	 	31	4.67	 	2	0.3	 	235	35.39	 	38	5.72	 	37	5.57	 	2	0.3	 	77	11.6	 	247	37.2	 	45	6.78	 	4	0.6	 	296	44.58	 	1	0.15	 	3	0.45	 	2	0.3	 	0	0	 	6	0.9	 	664	95.82	 	29	4.18	 	693	1
Rivett		                                     	20	0.94	 	14	0.65	 	5	0.23	 	39	1.82	 	84	3.93	 	40	1.87	 	1	0.05	 	125	5.84	 	717	33.52	 	88	4.11	 	3	0.14	 	808	37.77	 	129	6.03	 	81	3.79	 	5	0.23	 	215	10.05	 	824	38.52	 	94	4.39	 	17	0.79	 	935	43.71	 	3	0.14	 	6	0.28	 	7	0.33	 	1	0.05	 	17	0.79	 	2139	98.07	 	42	1.93	 	2181	3.15
Turner		                                     	14	0.76	 	12	0.65	 	1	0.05	 	27	1.47	 	109	5.94	 	126	6.87	 	14	0.76	 	249	13.58	 	364	19.85	 	66	3.6	 	3	0.16	 	433	23.61	 	124	6.76	 	105	5.73	 	6	0.33	 	235	12.81	 	740	40.35	 	128	6.98	 	12	0.65	 	880	47.98	 	4	0.22	 	2	0.11	 	4	0.22	 	0	0	 	10	0.55	 	1834	96.93	 	58	3.07	 	1892	2.74
Waramanga		                                  	29	0.82	 	18	0.51	 	0	0	 	47	1.33	 	101	2.85	 	78	2.2	 	4	0.11	 	183	5.16	 	1166	32.9	 	162	4.57	 	4	0.11	 	1332	37.58	 	263	7.42	 	152	4.29	 	5	0.14	 	420	11.85	 	1376	38.83	 	126	3.56	 	23	0.65	 	1525	43.03	 	8	0.23	 	20	0.56	 	6	0.17	 	3	0.08	 	37	1.04	 	3544	97.36	 	96	2.64	 	3640	5.27
Watson		                                     	39	1.56	 	21	0.84	 	2	0.08	 	62	2.48	 	98	3.91	 	84	3.35	 	3	0.12	 	185	7.39	 	732	29.22	 	121	4.83	 	4	0.16	 	857	34.21	 	150	5.99	 	104	4.15	 	8	0.32	 	262	10.46	 	971	38.76	 	127	5.07	 	14	0.56	 	1112	44.39	 	9	0.36	 	7	0.28	 	10	0.4	 	1	0.04	 	27	1.08	 	2505	96.91	 	80	3.09	 	2585	3.74
Weston		                                     	26	1.34	 	10	0.51	 	2	0.1	 	38	1.96	 	68	3.5	 	47	2.42	 	3	0.15	 	118	6.08	 	651	33.52	 	89	4.58	 	7	0.36	 	747	38.47	 	115	5.92	 	77	3.96	 	4	0.21	 	196	10.09	 	734	37.8	 	80	4.12	 	11	0.57	 	825	42.48	 	2	0.1	 	6	0.31	 	8	0.41	 	2	0.1	 	18	0.93	 	1942	97.29	 	54	2.71	 	1996	2.89
Woden Valley Hospital		                      	6	0.68	 	4	0.46	 	0	0	 	10	1.14	 	26	2.97	 	22	2.51	 	5	0.57	 	53	6.05	 	342	39.04	 	36	4.11	 	1	0.11	 	379	43.26	 	50	5.71	 	42	4.79	 	1	0.11	 	93	10.62	 	285	32.53	 	44	5.02	 	6	0.68	 	335	38.24	 	1	0.11	 	3	0.34	 	2	0.23	 	0	0	 	6	0.68	 	876	96.9	 	28	3.1	 	904	1.31
Yarralumla		                                 	8	0.47	 	2	0.12	 	0	0	 	10	0.59	 	53	3.11	 	46	2.7	 	3	0.18	 	102	5.99	 	595	34.92	 	77	4.52	 	3	0.18	 	675	39.61	 	119	6.98	 	88	5.16	 	5	0.29	 	212	12.44	 	616	36.15	 	66	3.87	 	14	0.82	 	696	40.85	 	5	0.29	 	3	0.18	 	1	0.06	 	0	0	 	9	0.53	 	1704	96.71	 	58	3.29	 	1762	2.55
Special Hospitals		                          	10	1.33	 	6	0.8	 	0	0	 	16	2.12	 	9	1.19	 	2	0.27	 	0	0	 	11	1.46	 	428	56.76	 	27	3.58	 	4	0.53	 	459	60.88	 	26	3.45	 	5	0.66	 	1	0.13	 	32	4.24	 	223	29.58	 	11	1.46	 	0	0	 	234	31.03	 	0	0	 	2	0.27	 	0	0	 	0	0	 	2	0.27	 	754	95.81	 	33	4.19	 	787	1.14
Total Ordinary		                             	398	0.75	 	274	0.52	 	39	0.07	 	711	1.35	 	1866	3.53	 	1570	2.97	 	141	0.27	 	3577	6.77	 	18086	34.25	 	2314	4.38	 	108	0.2	 	20508	38.83	 	3385	6.41	 	2201	4.17	 	119	0.23	 	5705	10.8	 	19158	36.28	 	2365	4.48	 	346	0.66	 	21869	41.41	 	120	0.23	 	172	0.33	 	103	0.2	 	46	0.09	 	441	0.84	 	52811	96.98	 	1643	3.02	 	54454	78.77
ABSENT		                                     	23	1.39	 	11	0.66	 	1	0.06	 	35	2.11	 	109	6.58	 	45	2.72	 	8	0.48	 	162	9.78	 	467	28.2	 	49	2.96	 	5	0.3	 	521	31.46	 	110	6.64	 	39	2.36	 	2	0.12	 	151	9.12	 	678	40.94	 	74	4.47	 	15	0.91	 	767	46.32	 	8	0.48	 	6	0.36	 	1	0.06	 	5	0.3	 	20	1.21	 	1656	97.7	 	39	2.3	 	1695	2.45
POSTAL		                                     	21	0.92	 	13	0.57	 	2	0.09	 	36	1.58	 	70	3.08	 	42	1.85	 	9	0.4	 	121	5.32	 	957	42.08	 	137	6.02	 	10	0.44	 	1104	48.55	 	161	7.08	 	51	2.24	 	9	0.4	 	221	9.72	 	679	29.86	 	80	3.52	 	23	1.01	 	782	34.39	 	6	0.26	 	4	0.18	 	0	0	 	0	0	 	10	0.44	 	2274	98.48	 	35	1.52	 	2309	3.34
PRE_POLL		                                   	82	0.84	 	34	0.35	 	2	0.02	 	118	1.21	 	466	4.76	 	373	3.81	 	54	0.55	 	893	9.13	 	3205	32.75	 	414	4.23	 	26	0.27	 	3645	37.25	 	664	6.79	 	371	3.79	 	18	0.18	 	1053	10.76	 	3435	35.1	 	498	5.09	 	82	0.84	 	4015	41.03	 	25	0.26	 	16	0.16	 	13	0.13	 	7	0.07	 	61	0.62	 	9785	98.27	 	172	1.73	 	9957	14.4
PROVISIONAL		                                	9	1.29	 	3	0.43	 	0	0	 	12	1.71	 	54	7.71	 	46	6.57	 	0	0	 	100	14.29	 	170	24.29	 	17	2.43	 	2	0.29	 	189	27	 	44	6.29	 	19	2.71	 	1	0.14	 	64	9.14	 	286	40.86	 	36	5.14	 	4	0.57	 	326	46.57	 	3	0.43	 	1	0.14	 	4	0.57	 	1	0.14	 	9	1.29	 	700	97.49	 	18	2.51	 	718	1.04
ADJUSTMENT		                                 	0		       	0		       	0		       	0		       	0		       	0		       	0		       	0		       	0		       	0		       	0		       	0		       	0		       	0		       	0		       	0		       	0		       	0		       	0		       	0		       	0		       	0		       	0		       	0		       	0		       	0		       	0		       	0	
Division Summary		                           	533	0.79	 	335	0.5	 	44	0.07	 	912	1.36	 	2565	3.82	 	2076	3.09	 	212	0.32	 	4853	7.22	 	22885	34.04	 	2931	4.36	 	151	0.22	 	25967	38.63	 	4364	6.49	 	2681	3.99	 	149	0.22	 	7194	10.7	 	24236	36.05	 	3053	4.54	 	470	0.7	 	27759	41.29	 	162	0.24	 	199	0.3	 	121	0.18	 	59	0.09	 	541	0.8	 	67226	97.24	 	1907	2.76	 	69133	96.11
 																																																																																					


Fraser (64374)																																																																																					

	   		 A Call to Australia (Fred Nile) Group												 B Australian Greens												 C Liberal Party of Australia - ACT Division												 D Australian Democrats												 E Australian Labor Party (ACT Branch)												Ungrouped																						
    			TICKET VOTES			MILLER			LIAW			Group Total			TICKET VOTES			FOSKEY			MILLAR			Group Total			TICKET VOTES			# REID			JITTS			Group Total			TICKET VOTES			MAIN			BLACKBURN			Group Total			TICKET VOTES			# LUNDY			CONWAY			Group Total			CLARKE			MONAGHAN			SEATON			SKERBIC			Ungrouped Total			FORMAL			INFORMAL			TOTAL	
    						John Richard			James									Deborah			Jonathan									Margaret			Stephe									Peter			Brent									Kate			Peter						Joanne			Bill			David			Fred													
Polling Places			Vote	%		Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%
Aranda		                                     	23	0.72	 	15	0.47	 	1	0.03	 	39	1.22	 	126	3.95	 	121	3.8	 	11	0.35	 	258	8.1	 	1007	31.6	 	163	5.11	 	13	0.41	 	1183	37.12	 	258	8.1	 	190	5.96	 	9	0.28	 	457	14.34	 	1030	32.32	 	168	5.27	 	22	0.69	 	1220	38.28	 	15	0.47	 	9	0.28	 	5	0.16	 	1	0.03	 	30	0.94	 	3187	96.87	 	103	3.13	 	3290	5.26
Belconnen		                                  	17	0.94	 	9	0.5	 	4	0.22	 	30	1.65	 	78	4.29	 	38	2.09	 	0	0	 	116	6.38	 	562	30.93	 	69	3.8	 	3	0.17	 	634	34.89	 	118	6.49	 	59	3.25	 	9	0.5	 	186	10.24	 	736	40.51	 	75	4.13	 	17	0.94	 	828	45.57	 	9	0.5	 	10	0.55	 	3	0.17	 	1	0.06	 	23	1.27	 	1817	97.48	 	47	2.52	 	1864	2.98
Bruce		                                      	3	0.94	 	6	1.88	 	1	0.31	 	10	3.13	 	9	2.82	 	6	1.88	 	0	0	 	15	4.7	 	133	41.69	 	17	5.33	 	2	0.63	 	152	47.65	 	14	4.39	 	9	2.82	 	0	0	 	23	7.21	 	100	31.35	 	17	5.33	 	0	0	 	117	36.68	 	0	0	 	1	0.31	 	0	0	 	1	0.31	 	2	0.63	 	319	98.76	 	4	1.24	 	323	0.52
Charnwood		                                  	38	1.22	 	16	0.52	 	1	0.03	 	55	1.77	 	101	3.25	 	42	1.35	 	5	0.16	 	148	4.77	 	925	29.79	 	103	3.32	 	9	0.29	 	1037	33.4	 	247	7.95	 	125	4.03	 	11	0.35	 	383	12.33	 	1332	42.9	 	99	3.19	 	27	0.87	 	1458	46.96	 	7	0.23	 	11	0.35	 	3	0.1	 	3	0.1	 	24	0.77	 	3105	96.94	 	98	3.06	 	3203	5.12
Evatt		                                      	32	1.03	 	15	0.48	 	5	0.16	 	52	1.68	 	98	3.16	 	48	1.55	 	6	0.19	 	152	4.9	 	1021	32.95	 	119	3.84	 	8	0.26	 	1148	37.04	 	198	6.39	 	86	2.78	 	5	0.16	 	289	9.33	 	1297	41.85	 	112	3.61	 	31	1	 	1440	46.47	 	6	0.19	 	8	0.26	 	4	0.13	 	0	0	 	18	0.58	 	3099	97.33	 	85	2.67	 	3184	5.09
Evatt South		                                	13	1.03	 	5	0.4	 	1	0.08	 	19	1.5	 	39	3.09	 	20	1.58	 	7	0.55	 	66	5.23	 	423	33.49	 	55	4.35	 	3	0.24	 	481	38.08	 	103	8.16	 	45	3.56	 	4	0.32	 	152	12.03	 	472	37.37	 	51	4.04	 	12	0.95	 	535	42.36	 	2	0.16	 	6	0.48	 	2	0.16	 	0	0	 	10	0.79	 	1263	98.14	 	24	1.86	 	1287	2.06
Florey		                                     	32	1.45	 	10	0.45	 	1	0.05	 	43	1.95	 	64	2.9	 	32	1.45	 	4	0.18	 	100	4.53	 	716	32.46	 	95	4.31	 	3	0.14	 	814	36.9	 	136	6.17	 	62	2.81	 	5	0.23	 	203	9.2	 	928	42.07	 	81	3.67	 	21	0.95	 	1030	46.69	 	5	0.23	 	10	0.45	 	0	0	 	1	0.05	 	16	0.73	 	2206	97.7	 	52	2.3	 	2258	3.61
Flynn		                                      	15	0.71	 	11	0.52	 	1	0.05	 	27	1.28	 	76	3.6	 	26	1.23	 	2	0.09	 	104	4.93	 	700	33.18	 	101	4.79	 	4	0.19	 	805	38.15	 	164	7.77	 	114	5.4	 	5	0.24	 	283	13.41	 	787	37.3	 	72	3.41	 	17	0.81	 	876	41.52	 	5	0.24	 	7	0.33	 	1	0.05	 	2	0.09	 	15	0.71	 	2110	97.78	 	48	2.22	 	2158	3.45
Giralang		                                   	27	1.25	 	21	0.97	 	5	0.23	 	53	2.45	 	82	3.79	 	42	1.94	 	6	0.28	 	130	6.01	 	704	32.56	 	78	3.61	 	3	0.14	 	785	36.31	 	127	5.87	 	79	3.65	 	5	0.23	 	211	9.76	 	858	39.69	 	93	4.3	 	21	0.97	 	972	44.96	 	5	0.23	 	4	0.19	 	1	0.05	 	1	0.05	 	11	0.51	 	2162	97.08	 	65	2.92	 	2227	3.56
Hall		                                       	2	0.81	 	3	1.21	 	1	0.4	 	6	2.42	 	10	4.03	 	6	2.42	 	1	0.4	 	17	6.85	 	96	38.71	 	13	5.24	 	0	0	 	109	43.95	 	14	5.65	 	6	2.42	 	0	0	 	20	8.06	 	83	33.47	 	6	2.42	 	5	2.02	 	94	37.9	 	0	0	 	1	0.4	 	1	0.4	 	0	0	 	2	0.81	 	248	96.88	 	8	3.13	 	256	0.41
Higgins		                                    	18	0.74	 	15	0.62	 	4	0.17	 	37	1.53	 	78	3.22	 	43	1.78	 	8	0.33	 	129	5.33	 	809	33.4	 	101	4.17	 	7	0.29	 	917	37.86	 	186	7.68	 	83	3.43	 	4	0.17	 	273	11.27	 	924	38.15	 	97	4	 	20	0.83	 	1041	42.98	 	11	0.45	 	6	0.25	 	7	0.29	 	1	0.04	 	25	1.03	 	2422	97.31	 	67	2.69	 	2489	3.98
Holt		                                       	29	1.28	 	29	1.28	 	3	0.13	 	61	2.7	 	81	3.58	 	40	1.77	 	5	0.22	 	126	5.58	 	653	28.89	 	111	4.91	 	4	0.18	 	768	33.98	 	169	7.48	 	85	3.76	 	7	0.31	 	261	11.55	 	934	41.33	 	75	3.32	 	15	0.66	 	1024	45.31	 	2	0.09	 	13	0.58	 	5	0.22	 	0	0	 	20	0.88	 	2260	97.79	 	51	2.21	 	2311	3.7
Jervis Bay		                                 	2	1.45	 	1	0.72	 	0	0	 	3	2.17	 	3	2.17	 	1	0.72	 	0	0	 	4	2.9	 	54	39.13	 	8	5.8	 	0	0	 	62	44.93	 	8	5.8	 	2	1.45	 	2	1.45	 	12	8.7	 	54	39.13	 	3	2.17	 	0	0	 	57	41.3	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	138	98.57	 	2	1.43	 	140	0.22
Kaleen		                                     	35	1.24	 	29	1.03	 	2	0.07	 	66	2.34	 	98	3.48	 	40	1.42	 	4	0.14	 	142	5.04	 	981	34.84	 	114	4.05	 	7	0.25	 	1102	39.13	 	205	7.28	 	68	2.41	 	6	0.21	 	279	9.91	 	1115	39.6	 	83	2.95	 	18	0.64	 	1216	43.18	 	0	0	 	8	0.28	 	1	0.04	 	2	0.07	 	11	0.39	 	2816	96.31	 	108	3.69	 	2924	4.68
Kaleen South		                               	15	0.94	 	18	1.13	 	3	0.19	 	36	2.26	 	54	3.39	 	26	1.63	 	3	0.19	 	83	5.22	 	543	34.13	 	80	5.03	 	6	0.38	 	629	39.53	 	102	6.41	 	57	3.58	 	6	0.38	 	165	10.37	 	602	37.84	 	55	3.46	 	8	0.5	 	665	41.8	 	4	0.25	 	6	0.38	 	1	0.06	 	2	0.13	 	13	0.82	 	1591	96.78	 	53	3.22	 	1644	2.63
Latham		                                     	20	0.97	 	14	0.68	 	2	0.1	 	36	1.74	 	68	3.28	 	30	1.45	 	2	0.1	 	100	4.83	 	716	34.56	 	97	4.68	 	8	0.39	 	821	39.62	 	130	6.27	 	62	2.99	 	5	0.24	 	197	9.51	 	812	39.19	 	81	3.91	 	10	0.48	 	903	43.58	 	7	0.34	 	4	0.19	 	2	0.1	 	2	0.1	 	15	0.72	 	2072	96.96	 	65	3.04	 	2137	3.42
Macgregor		                                  	11	0.58	 	8	0.43	 	0	0	 	19	1.01	 	87	4.63	 	26	1.38	 	4	0.21	 	117	6.22	 	583	30.99	 	89	4.73	 	10	0.53	 	682	36.26	 	140	7.44	 	57	3.03	 	2	0.11	 	199	10.58	 	759	40.35	 	73	3.88	 	14	0.74	 	846	44.98	 	2	0.11	 	13	0.69	 	2	0.11	 	1	0.05	 	18	0.96	 	1881	96.91	 	60	3.09	 	1941	3.1
Macquarie		                                  	24	1.27	 	9	0.47	 	1	0.05	 	34	1.79	 	66	3.48	 	51	2.69	 	2	0.11	 	119	6.28	 	560	29.54	 	105	5.54	 	4	0.21	 	669	35.28	 	143	7.54	 	99	5.22	 	4	0.21	 	246	12.97	 	717	37.82	 	87	4.59	 	9	0.47	 	813	42.88	 	3	0.16	 	11	0.58	 	0	0	 	1	0.05	 	15	0.79	 	1896	97.33	 	52	2.67	 	1948	3.12
Melba		                                      	12	0.68	 	7	0.4	 	2	0.11	 	21	1.19	 	64	3.64	 	38	2.16	 	7	0.4	 	109	6.2	 	621	35.3	 	92	5.23	 	5	0.28	 	718	40.82	 	133	7.56	 	73	4.15	 	5	0.28	 	211	12	 	612	34.79	 	61	3.47	 	10	0.57	 	683	38.83	 	3	0.17	 	6	0.34	 	6	0.34	 	2	0.11	 	17	0.97	 	1759	97.61	 	43	2.39	 	1802	2.88
