Senate - 1996 Election: Northern Territory																																																				
First Preference Votes by Candidate																																																				
by Polling Place																																																				
Christmas Island		                           	87	18.75	 	28	6.03	 	1	0.22	 	116	25	 	37	7.97	 	14	3.02	 	1	0.22	 	52	11.21	 	243	52.37	 	41	8.84	 	6	1.29	 	290	62.5	 	6	1.29	 	6	1.29	 	464	97.48	 	12	2.52	 	476	0.54
Darwin		                                     	339	35.5	 	94	9.84	 	4	0.42	 	437	45.76	 	53	5.55	 	13	1.36	 	6	0.63	 	72	7.54	 	344	36.02	 	74	7.75	 	7	0.73	 	425	44.5	 	21	2.2	 	21	2.2	 	955	97.75	 	22	2.25	 	977	1.11
DOOMADGEE		                                  	8	34.78	 	1	4.35	 	1	4.35	 	10	43.48	 	0	0	 	0	0	 	0	0	 	0	0	 	12	52.17	 	1	4.35	 	0	0	 	13	56.52	 	0	0	 	0	0	 	23	95.83	 	1	4.17	 	24	0.03
Driver		                                     	1552	42.31	 	272	7.42	 	25	0.68	 	1849	50.41	 	213	5.81	 	38	1.04	 	4	0.11	 	255	6.95	 	1308	35.66	 	195	5.32	 	11	0.3	 	1514	41.28	 	50	1.36	 	50	1.36	 	3668	97.42	 	97	2.58	 	3765	4.27
Gillen		                                     	1357	48.62	 	232	8.31	 	17	0.61	 	1606	57.54	 	100	3.58	 	25	0.9	 	7	0.25	 	132	4.73	 	878	31.46	 	118	4.23	 	8	0.29	 	1004	35.97	 	49	1.76	 	49	1.76	 	2791	97.42	 	74	2.58	 	2865	3.25
Gray		                                       	584	39.17	 	97	6.51	 	3	0.2	 	684	45.88	 	77	5.16	 	14	0.94	 	5	0.34	 	96	6.44	 	566	37.96	 	118	7.91	 	3	0.2	 	687	46.08	 	24	1.61	 	24	1.61	 	1491	97.96	 	31	2.04	 	1522	1.73
Home Island		                                	132	57.14	 	22	9.52	 	1	0.43	 	155	67.1	 	34	14.72	 	0	0	 	0	0	 	34	14.72	 	31	13.42	 	8	3.46	 	1	0.43	 	40	17.32	 	2	0.87	 	2	0.87	 	231	96.25	 	9	3.75	 	240	0.27
Howard Springs		                             	1085	46.43	 	203	8.69	 	6	0.26	 	1294	55.37	 	110	4.71	 	27	1.16	 	10	0.43	 	147	6.29	 	693	29.65	 	162	6.93	 	4	0.17	 	859	36.76	 	37	1.58	 	37	1.58	 	2337	97.7	 	55	2.3	 	2392	2.71
Humpty Doo		                                 	1153	46.93	 	190	7.73	 	9	0.37	 	1352	55.03	 	142	5.78	 	29	1.18	 	4	0.16	 	175	7.12	 	748	30.44	 	140	5.7	 	5	0.2	 	893	36.35	 	37	1.51	 	37	1.51	 	2457	96.85	 	80	3.15	 	2537	2.88
Jabiru		                                     	244	41.92	 	39	6.7	 	2	0.34	 	285	48.97	 	26	4.47	 	15	2.58	 	1	0.17	 	42	7.22	 	194	33.33	 	34	5.84	 	4	0.69	 	232	39.86	 	23	3.95	 	23	3.95	 	582	99.32	 	4	0.68	 	586	0.66
Karama		                                     	1418	37.37	 	166	4.38	 	20	0.53	 	1604	42.28	 	157	4.14	 	23	0.61	 	3	0.08	 	183	4.82	 	1700	44.81	 	234	6.17	 	13	0.34	 	1947	51.32	 	60	1.58	 	60	1.58	 	3794	98.09	 	74	1.91	 	3868	4.39
Katherine		                                  	988	48.77	 	203	10.02	 	11	0.54	 	1202	59.33	 	97	4.79	 	21	1.04	 	5	0.25	 	123	6.07	 	556	27.44	 	99	4.89	 	8	0.39	 	663	32.72	 	38	1.88	 	38	1.88	 	2026	98.06	 	40	1.94	 	2066	2.34
Katherine East		                             	586	42.74	 	122	8.9	 	5	0.36	 	713	52.01	 	81	5.91	 	11	0.8	 	3	0.22	 	95	6.93	 	450	32.82	 	77	5.62	 	4	0.29	 	531	38.73	 	32	2.33	 	32	2.33	 	1371	98.07	 	27	1.93	 	1398	1.59
Larapinta		                                  	654	50.19	 	75	5.76	 	6	0.46	 	735	56.41	 	50	3.84	 	12	0.92	 	1	0.08	 	63	4.83	 	409	31.39	 	70	5.37	 	5	0.38	 	484	37.15	 	21	1.61	 	21	1.61	 	1303	97.53	 	33	2.47	 	1336	1.52
Larrakeyah		                                 	606	45.6	 	156	11.74	 	6	0.45	 	768	57.79	 	66	4.97	 	17	1.28	 	2	0.15	 	85	6.4	 	360	27.09	 	74	5.57	 	11	0.83	 	445	33.48	 	31	2.33	 	31	2.33	 	1329	97.72	 	31	2.28	 	1360	1.54
Leanyer		                                    	990	41.63	 	189	7.95	 	13	0.55	 	1192	50.13	 	115	4.84	 	23	0.97	 	4	0.17	 	142	5.97	 	862	36.25	 	137	5.76	 	9	0.38	 	1008	42.39	 	36	1.51	 	36	1.51	 	2378	97.5	 	61	2.5	 	2439	2.77
Ludmilla		                                   	714	40.96	 	125	7.17	 	9	0.52	 	848	48.65	 	84	4.82	 	15	0.86	 	8	0.46	 	107	6.14	 	618	35.46	 	125	7.17	 	12	0.69	 	755	43.32	 	33	1.89	 	33	1.89	 	1743	97.76	 	40	2.24	 	1783	2.02
Nakara		                                     	894	38.37	 	182	7.81	 	11	0.47	 	1087	46.65	 	72	3.09	 	35	1.5	 	9	0.39	 	116	4.98	 	864	37.08	 	211	9.06	 	8	0.34	 	1083	46.48	 	44	1.89	 	44	1.89	 	2330	97.53	 	59	2.47	 	2389	2.71
Nhulunbuy		                                  	594	35.8	 	112	6.75	 	4	0.24	 	710	42.8	 	65	3.92	 	19	1.15	 	6	0.36	 	90	5.42	 	734	44.24	 	81	4.88	 	9	0.54	 	824	49.67	 	35	2.11	 	35	2.11	 	1659	96.51	 	60	3.49	 	1719	1.95
Nightcliff		                                 	1296	39.6	 	269	8.22	 	14	0.43	 	1579	48.24	 	189	5.77	 	67	2.05	 	8	0.24	 	264	8.07	 	1107	33.82	 	240	7.33	 	20	0.61	 	1367	41.77	 	63	1.92	 	63	1.92	 	3273	97.64	 	79	2.36	 	3352	3.8
Parap		                                      	1249	39.38	 	274	8.64	 	13	0.41	 	1536	48.42	 	153	4.82	 	53	1.67	 	15	0.47	 	221	6.97	 	1058	33.35	 	267	8.42	 	23	0.73	 	1348	42.5	 	67	2.11	 	67	2.11	 	3172	97.18	 	92	2.82	 	3264	3.7
Pine Creek		                                 	108	44.81	 	22	9.13	 	0	0	 	130	53.94	 	7	2.9	 	0	0	 	0	0	 	7	2.9	 	80	33.2	 	19	7.88	 	1	0.41	 	100	41.49	 	4	1.66	 	4	1.66	 	241	98.37	 	4	1.63	 	245	0.28
Rapid Creek		                                	657	34.15	 	97	5.04	 	8	0.42	 	762	39.6	 	85	4.42	 	41	2.13	 	5	0.26	 	131	6.81	 	823	42.78	 	165	8.58	 	14	0.73	 	1002	52.08	 	29	1.51	 	29	1.51	 	1924	97.07	 	58	2.93	 	1982	2.25
Sadadeen		                                   	1069	44.03	 	186	7.66	 	11	0.45	 	1266	52.14	 	140	5.77	 	27	1.11	 	9	0.37	 	176	7.25	 	781	32.17	 	128	5.27	 	17	0.7	 	926	38.14	 	60	2.47	 	60	2.47	 	2428	97.82	 	54	2.18	 	2482	2.82
Stuart Park		                                	508	38.51	 	108	8.19	 	7	0.53	 	623	47.23	 	75	5.69	 	17	1.29	 	3	0.23	 	95	7.2	 	456	34.57	 	106	8.04	 	7	0.53	 	569	43.14	 	32	2.43	 	32	2.43	 	1319	95.79	 	58	4.21	 	1377	1.56
Tennant Creek		                              	513	35.92	 	152	10.64	 	33	2.31	 	698	48.88	 	52	3.64	 	9	0.63	 	5	0.35	 	66	4.62	 	473	33.12	 	152	10.64	 	10	0.7	 	635	44.47	 	29	2.03	 	29	2.03	 	1428	95.84	 	62	4.16	 	1490	1.69
Tindal		                                     	201	52.21	 	36	9.35	 	4	1.04	 	241	62.6	 	19	4.94	 	3	0.78	 	0	0	 	22	5.71	 	101	26.23	 	9	2.34	 	2	0.52	 	112	29.09	 	10	2.6	 	10	2.6	 	385	98.72	 	5	1.28	 	390	0.44
Tiwi		                                       	343	30.73	 	74	6.63	 	5	0.45	 	422	37.81	 	76	6.81	 	16	1.43	 	3	0.27	 	95	8.51	 	470	42.11	 	94	8.42	 	5	0.45	 	569	50.99	 	30	2.69	 	30	2.69	 	1116	97.72	 	26	2.28	 	1142	1.3
Wanguri		                                    	704	37.59	 	143	7.63	 	4	0.21	 	851	45.44	 	74	3.95	 	15	0.8	 	5	0.27	 	94	5.02	 	754	40.26	 	131	6.99	 	7	0.37	 	892	47.62	 	36	1.92	 	36	1.92	 	1873	97.4	 	50	2.6	 	1923	2.18
West Island		                                	19	25.68	 	3	4.05	 	0	0	 	22	29.73	 	8	10.81	 	4	5.41	 	2	2.7	 	14	18.92	 	30	40.54	 	3	4.05	 	1	1.35	 	34	45.95	 	4	5.41	 	4	5.41	 	74	98.67	 	1	1.33	 	75	0.09
Wulagi		                                     	463	39.91	 	82	7.07	 	4	0.34	 	549	47.33	 	49	4.22	 	13	1.12	 	3	0.26	 	65	5.6	 	432	37.24	 	84	7.24	 	5	0.43	 	521	44.91	 	25	2.16	 	25	2.16	 	1160	98.06	 	23	1.94	 	1183	1.34
Yirara		                                     	281	49.38	 	37	6.5	 	6	1.05	 	324	56.94	 	31	5.45	 	7	1.23	 	0	0	 	38	6.68	 	148	26.01	 	41	7.21	 	10	1.76	 	199	34.97	 	8	1.41	 	8	1.41	 	569	96.11	 	23	3.89	 	592	0.67
Yulara		                                     	149	43.06	 	27	7.8	 	3	0.87	 	179	51.73	 	33	9.54	 	4	1.16	 	1	0.29	 	38	10.98	 	117	33.82	 	8	2.31	 	1	0.29	 	126	36.42	 	3	0.87	 	3	0.87	 	346	98.58	 	5	1.42	 	351	0.4
Special Hospitals		                          	115	41.52	 	8	2.89	 	0	0	 	123	44.4	 	17	6.14	 	3	1.08	 	0	0	 	20	7.22	 	117	42.24	 	12	4.33	 	2	0.72	 	131	47.29	 	3	1.08	 	3	1.08	 	277	95.85	 	12	4.15	 	289	0.33
Remote Mobiles		                             	2981	25.39	 	468	3.99	 	63	0.54	 	3512	29.91	 	507	4.32	 	84	0.72	 	21	0.18	 	612	5.21	 	6305	53.69	 	1215	10.35	 	37	0.32	 	7557	64.35	 	62	0.53	 	62	0.53	 	11743	95.1	 	605	4.9	 	12348	14.01
Prison Mobiles		                             	46	30.87	 	6	4.03	 	0	0	 	52	34.9	 	5	3.36	 	0	0	 	0	0	 	5	3.36	 	83	55.7	 	9	6.04	 	0	0	 	92	61.74	 	0	0	 	0	0	 	149	98.03	 	3	1.97	 	152	0.17
Total Ordinary		                             	29042	38.41	 	5415	7.16	 	392	0.52	 	34849	46.09	 	3677	4.86	 	865	1.14	 	195	0.26	 	4737	6.27	 	28920	38.25	 	5494	7.27	 	346	0.46	 	34760	45.97	 	1264	1.67	 	1264	1.67	 	75610	97.09	 	2264	2.91	 	77874	88.37
POSTAL		                                     	1316	50.13	 	253	9.64	 	36	1.37	 	1605	61.14	 	117	4.46	 	28	1.07	 	4	0.15	 	149	5.68	 	599	22.82	 	168	6.4	 	22	0.84	 	789	30.06	 	82	3.12	 	82	3.12	 	2625	99.32	 	18	0.68	 	2643	3
PRE_POLL		                                   	2722	43.3	 	411	6.54	 	36	0.57	 	3169	50.41	 	380	6.05	 	87	1.38	 	23	0.37	 	490	7.8	 	1986	31.59	 	421	6.7	 	49	0.78	 	2456	39.07	 	171	2.72	 	171	2.72	 	6286	98.59	 	90	1.41	 	6376	7.24
PROVISIONAL		                                	366	30.91	 	54	4.56	 	7	0.59	 	427	36.06	 	64	5.41	 	11	0.93	 	2	0.17	 	77	6.5	 	560	47.3	 	95	8.02	 	7	0.59	 	662	55.91	 	18	1.52	 	18	1.52	 	1184	95.95	 	50	4.05	 	1234	1.4
ADJUSTMENT		                                 	0		       	0		       	0		       	0		       	0		       	0		       	0		       	0		       	0		       	0		       	0		       	0		       	0		       	0		       	0		       	0		       	0	
Division Summary		                           	33446	39.02	 	6133	7.16	 	471	0.55	 	40050	46.73	 	4238	4.94	 	991	1.16	 	224	0.26	 	5453	6.36	 	32065	37.41	 	6178	7.21	 	424	0.49	 	38667	45.12	 	1535	1.79	 	1535	1.79	 	85705	97.25	 	2422	2.75	 	88127	89.2
