Count			Votes	%		Votes	%		Votes	%		Votes	%		Total	Exh.																					
FIRST			16610	22.36		1180	1.59		4665	6.28		51822	69.77		74277	- 																					
SECOND			250	21.24			Excluded		625	53.10		302	25.66		1177	  3																					
	TOTAL		16860	22.70					5290	7.12		52124	70.18		74274	  3																					
THIRD			3160	59.81						Excluded		2123	40.19		5283	  7																					
	TOTAL		20020	26.96								54247	73.04		74267	  10																					
													Elected																								
																																					
Calare																																					
				DAVIS			PENNY			STAAL			SIMMONS			CIANFRANO																					
				Brian Robert			Ron			John			David			Robert David																					
				(IND)			(NP)			(LP)			(ALP)			(IND)																					
Count			Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Total	Exh.																		
FIRST			2097	2.90		18787	26.01		13376	18.52		36830	51.00		1130	1.56		72220	- 																		
SECOND			535	47.51		181	16.07		92	8.17		318	28.24			Excluded		1126	  4																		
	TOTAL		2632	3.64		18968	26.27		13468	18.65		37148	51.44					72216	  4																		
THIRD				Excluded		1245	48.35		412	16.00		918	35.65					2575	  57																		
	TOTAL					20213	28.01		13880	19.24		38066	52.75					72159	  61																		
FOURTH						12929	93.23			Excluded		939	6.77					13868	  12																		
	TOTAL					33142	45.94					39005	54.06					72147	  73																		
													Elected																								
																																					
Charlton																																					
				BROWN			BALDWIN			BREWSTER			WILSON			KVIZ			SANDFORD			SIEVERS			GODFREY												
				Bob			John			Laurence			Ryan			Zdenek			Mick			Charley			Lyn												
				(ALP)			(IND)			(LP)			(IND)			(NLP)			(CTA)			(IND)			(DEM)												
Count			Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Total	Exh.									
FIRST			44680	60.90		2216	3.02		19681	26.83		780	1.06		239	0.33		1273	1.74		516	0.70		3976	5.42		73361	- 									
SECOND			48	20.17		19	7.98		25	10.50		46	19.33			Excluded		35	14.71		26	10.92		39	16.39		238	  1									
	TOTAL		44728	60.97		2235	3.05		19706	26.86		826	1.13					1308	1.78		542	0.74		4015	5.47		73360	  1									
THIRD			63	11.65		96	17.74		38	7.02		166	30.68					28	5.18			Excluded		150	27.73		541	  1									
	TOTAL		44791	61.06		2331	3.18		19744	26.91		992	1.35					1336	1.82					4165	5.68		73359	  2									
FOURTH			120	12.11		457	46.12		172	17.36			Excluded					82	8.27					160	16.15		991	  1									
	TOTAL		44911	61.22		2788	3.80		19916	27.15								1418	1.93					4325	5.90		73358	  3									
FIFTH			247	17.43		248	17.50		627	44.25									Excluded					295	20.82		1417	  1									
	TOTAL		45158	61.56		3036	4.14		20543	28.00														4620	6.30		73357	  4									
SIXTH			849	28.05			Excluded		737	24.35														1441	47.60		3027	  9									
	TOTAL		46007	62.72					21280	29.01														6061	8.26		73348	  13									
SEVENTH			3208	52.98					2847	47.02															Excluded		6055	  6									
	TOTAL		49215	67.10					24127	32.90																	73342	  19									
				Elected																																	
																																					
Chifley																																					
				IVOR			MACKENZIE			PRICE			KUMAR			BRYANT			BILYANA																		
				F			Jennifer			Roger			Tom			Joe			Yabu																		
				(IND)			(LP)			(ALP)			(IND)			(EFF)																					
Count			Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Total	Exh.															
FIRST			2014	2.91		14335	20.71		47123	68.06		622	0.90		4656	6.73		484	0.70		69234	- 															
SECOND			155	32.16		33	6.85		92	19.09		57	11.83		145	30.08			Excluded		482	  2															
	TOTAL		2169	3.13		14368	20.75		47215	68.20		679	0.98		4801	6.93					69232	  2															
THIRD			155	22.96		75	11.11		238	35.26			Excluded		207	30.67					675	  4															
	TOTAL		2324	3.36		14443	20.86		47453	68.55					5008	7.23					69228	  6															
FOURTH				Excluded		1183	51.39		449	19.50					670	29.11					2302	  22															
	TOTAL					15626	22.58		47902	69.22					5678	8.20					69206	  28															
FIFTH						3350	59.17		2312	40.83						Excluded					5662	  16															
	TOTAL					18976	27.43		50214	72.57											69190	  44															
										Elected																											
																																					
Cook																																					
				ELPHINSTON			SOLOMON			ATKINSON			THOMPSON			RICHARDSON			DOBIE			KINNY															
				Alex			Noreen			Julie Maria			Tom			Terri			Don			Warren															
				(IND)			(ALP)			(NLP)			(CAP)			(DEM)			(LP)			(CTA)															
Count			Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Total	Exh.												
FIRST			2300	3.12		29805	40.46		529	0.72		479	0.65		2212	3.00		36524	49.58		1816	2.47		73665	- 												
SECOND			101	21.09		112	23.38		54	11.27			Excluded		61	12.73		110	22.96		41	8.56		479	- 												
	TOTAL		2401	3.26		29918	40.61		584	0.79					2273	3.09		36634	49.73		1854	2.52		73664	- 												
THIRD			147	25.21		206	35.33			Excluded					108	18.52		97	16.64		25	4.29		583	  1												
	TOTAL		2548	3.46		30124	40.89								2381	3.23		36731	49.86		1879	2.55		73663	  1												
FOURTH			163	8.69		460	24.53								161	8.59		1091	58.19			Excluded		1875	  4												
	TOTAL		2711	3.68		30584	41.52								2542	3.45		37822	51.35					73659	  5												
FIFTH			1144	45.07		828	32.62									Excluded		566	22.30					2538	  4												
	TOTAL		3855	5.23		31412	42.65											38388	52.12					73655	  9												
SIXTH				Excluded		2849	74.43											979	25.57					3828	  27												
	TOTAL					34261	46.53											39367	53.47					73628	  36												
																			Elected																		
																																					
Cowper																																					
				CRANNY			WALLBRIDGE			FORRESTER			GLEESON			NEHL			SEKFY			PIKE															
				Jillian			Darrell			Roy			Nigel			Garry			Paul			Trevor John															
				(GRN)			(CAP)			(NLP)			(CEG)			(NP)			(ALP)			(DEM)															
Count			Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Total	Exh.												
FIRST			3191	4.68		1714	2.51		968	1.42		439	0.64		32771	48.05		26671	39.11		2448	3.59		68202	- 												
SECOND			32	7.34		112	25.69		72	16.51			Excluded		141	32.34		39	8.94		40	9.17		436	  3												
	TOTAL		3223	4.73		1826	2.68		1040	1.52					32913	48.26		26709	39.16		2488	3.65		68199	  3												
THIRD			439	42.25		182	17.52			Excluded					193	18.58		136	13.09		89	8.57		1039	  1												
	TOTAL		3662	5.37		2008	2.94								33106	48.54		26845	39.36		2577	3.78		68198	  4												
FOURTH			382	19.12			Excluded								1163	58.21		268	13.41		185	9.26		1998	  10												
	TOTAL		4044	5.93											34269	50.26		27113	39.76		2762	4.05		68188	  14												
FIFTH			1250	45.37											599	21.74		906	32.89			Excluded		2755	  7												
	TOTAL		5294	7.76											34868	51.14		28019	41.10					68181	  21												
SIXTH				Excluded											1978	37.53		3292	62.47					5270	  24												
	TOTAL														36846	54.06		31311	45.94					68157	  45												
																Elected																					
																																					
Cunningham																																					
				REVERBERI			LYNCH			MARTIN			WEST			MEDCALF			SAMPSON			O'NEILL			MISDOM												
				Daniela			Ralph			Stephen Paul			Michael			Carole			Meg			Robert			Fred J.												
				(DEM)			(LP)			(ALP)			(IND)			(GRN)			(IND)			(CTA)			(NLP)												
Count			Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Total	Exh.									
FIRST			2890	4.13		18453	26.36		41011	58.59		740	1.06		3300	4.71		1932	2.76		1155	1.65		510	0.73		69991	- 									
SECOND			47	9.33		60	11.90		128	25.40		28	5.56		106	21.03		73	14.48		62	12.30			Excluded		504	  6									
	TOTAL		2937	4.20		18513	26.45		41139	58.78		768	1.10		3406	4.87		2005	2.86		1217	1.74					69985	  6									
THIRD			93	12.20		109	14.30		212	27.82			Excluded		115	15.09		211	27.69		22	2.89					762	  6									
	TOTAL		3030	4.33		18622	26.61		41351	59.09					3521	5.03		2216	3.17		1239	1.77					69979	  12									
FOURTH			121	9.81		548	44.41		223	18.07					117	9.48		225	18.23			Excluded					1234	  5									
	TOTAL		3151	4.50		19170	27.40		41574	59.41					3638	5.20		2441	3.49								69974	  17									
FIFTH			422	17.34		289	11.88		331	13.60					1391	57.17			Excluded								2433	  8									
	TOTAL		3573	5.11		19459	27.81		41905	59.89					5029	7.19											69966	  25									
SIXTH				Excluded		1167	32.85		945	26.60					1440	40.54											3552	  21									
	TOTAL					20626	29.49		42850	61.26					6469	9.25											69945	  46									
SEVENTH						1814	28.13		4635	71.87						Excluded											6449	  20									
	TOTAL					22440	32.09		47485	67.91																	69925	  66									
										Elected																											
																																					
Dobell																																					
				BALDWIN			HUDSON			DAY			LEE																								
				Bob			Bob			Brian			Michael																								
				(LP)			(IND)			(DEM)			(ALP)																								
Count			Votes	%		Votes	%		Votes	%		Votes	%		Total	Exh.																					
FIRST			27654	40.14		2131	3.09		2311	3.35		36795	53.41		68891	- 																					
SECOND			896	42.09			Excluded		815	38.28		418	19.63		2129	  2																					
	TOTAL		28550	41.44					3126	4.54		37213	54.02		68889	  2																					
THIRD			1196	38.30						Excluded		1927	61.70		3123	  3																					
	TOTAL		29746	43.18								39140	56.82		68886	  5																					
													Elected																								
																																					
Eden-Monaro																																					
				BARRY			SNOW			SANDERS			DOYLE			DE FEGELY			FRASER																		
				Tom			Jim			Norm			Greg			Rob			Peter H																		
				(NP)			(ALP)			(IND)			(IND)			(LP)			(NLP)																		
Count			Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Total	Exh.															
FIRST			5040	7.38		32229	47.20		3934	5.76		694	1.02		25929	37.98		453	0.66		68279	- 															
SECOND			41	9.13		109	24.28		109	24.28		99	22.05		91	20.27			Excluded		449	  4															
	TOTAL		5081	7.44		32338	47.36		4043	5.92		793	1.16		26020	38.11					68275	  4															
THIRD			84	10.61		154	19.44		406	51.26			Excluded		148	18.69					792	  1															
	TOTAL		5165	7.57		32492	47.59		4449	6.52					26168	38.33					68274	  5															
FOURTH			531	11.96		3290	74.13			Excluded					617	13.90					4438	  11															
	TOTAL		5696	8.34		35782	52.42								26785	39.24					68263	  16															
FIFTH				Excluded		1254	22.12								4414	77.88					5668	  28															
	TOTAL					37036	54.28								31199	45.72					68235	  44															
							Elected																														
																																					
Farrer																																					
				FISCHER			HIGGINS			MCKENZIE																											
				Tim			Bill			Ian																											
				(NP)			(ALP)			(DEM)																											
Count			Votes	%		Votes	%		Votes	%		Total	Exh.																								
FIRST			45447	65.44		20648	29.73		3354	4.83		69449	- 																								
SECOND			1382	41.27		1967	58.73			Excluded		3349	  5																								
	TOTAL		46829	67.43		22615	32.57					69444	  5																								
				Elected																																	
																																					
Fowler																																					
				STEVENS			JOSLING			HYDE			ARORA			GRACE																					
				Mark A			Greg			Nicholas J			Gloria			Ted																					
				(IND)						(NLP)			(LP)			(ALP)																					
Count			Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Total	Exh.																		
FIRST			5014	7.22		1295	1.86		832	1.20		14525	20.91		47794	68.81		69460	- 																		
SECOND			260	31.55		254	30.83			Excluded		184	22.33		126	15.29		824	  8																		
	TOTAL		5274	7.59		1549	2.23					14709	21.18		47920	69.00		69452	  8																		
THIRD			902	58.69			Excluded					411	26.74		224	14.57		1537	  12																		
	TOTAL		6176	8.89								15120	21.77		48144	69.33		69440	  20																		
FOURTH				Excluded								4317	70.17		1835	29.83		6152	  24																		
	TOTAL											19437	28.00		49979	72.00		69416	  44																		
																Elected																					
																																					
Gilmore																																					
				EDDY			LEATCH			STANBOROUGH			BUTLER			DEVENNEY			KEIGHLEY			ATKINS			KNOTT												
				Bill			May			Jeff			Greg			Ruth			Rosemary			Max			Peter John												
				(LP)			(GRN)			(IND)			(DEM)			(IND)			(NLP)			(NP)			(ALP)												
Count			Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Total	Exh.									
FIRST			27932	41.76		3159	4.72		926	1.38		2313	3.46		474	0.71		151	0.23		3380	5.05		28559	42.69		66894	- 									
SECOND			16	10.74		33	22.15		15	10.07		14	9.40		35	23.49			Excluded		9	6.04		27	18.12		149	  2									
	TOTAL		27948	41.78		3193	4.77		940	1.41		2326	3.48		510	0.76					3389	5.07		28586	42.73		66892	  2									
THIRD			61	12.01		106	20.87		160	31.50		64	12.60			Excluded					40	7.87		77	15.16		508	  2									
	TOTAL		28009	41.87		3299	4.93		1100	1.64		2390	3.57								3429	5.13		28663	42.85		66890	  4									
FOURTH			209	19.03		307	27.96			Excluded		247	22.50								151	13.75		184	16.76		1098	  2									
	TOTAL		28218	42.19		3606	5.39					2637	3.94								3580	5.35		28847	43.13		66888	  6									
FIFTH			352	13.36		1375	52.20						Excluded								321	12.19		586	22.25		2634	  3									
	TOTAL		28570	42.72		4981	7.45														3901	5.83		29433	44.01		66885	  9									
SIXTH			2799	71.99		414	10.65															Excluded		675	17.36		3888	  13									
	TOTAL		31369	46.91		5395	8.07																	30108	45.02		66872	  22									
SEVENTH			1746	32.58			Excluded																	3613	67.42		5359	  36									
	TOTAL		33115	49.55																				33721	50.45		66836	  58									
																									Elected												
																																					
Grayndler																																					
				ROBINSON			JOHNSTON			FITZGERALD			WILSON			PEPPER			SHANAHAN			MARKHAM			MCHUGH			KENNEDY									
				Kevin			Peter M.			Paul			Clay			Lee J.			Jack			Peter			Jeannette			Marnie									
				(LP)			(NLP)			(GRN)			(CTA)			(IND)			(IND)			(DEM)			(ALP)												
Count			Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Total	Exh.						
FIRST			16761	23.17		485	0.67		4363	6.03		625	0.86		535	0.74		1394	1.93		2012	2.78		45605	63.06		545	0.75		72325	- 						
SECOND			162	34.18			Excluded		153	32.28		43	9.07		21	4.43		18	3.80		19	4.01		47	9.92		11	2.32		474	  11						
	TOTAL		16923	23.40					4516	6.24		668	0.92		556	0.77		1412	1.95		2031	2.81		45652	63.13		556	0.77		72314	  11						
THIRD			60	10.81					85	15.32		45	8.11			Excluded		254	45.77		48	8.65		49	8.83		14	2.52		555	  1						
	TOTAL		16983	23.49					4601	6.36		713	0.99					1666	2.30		2079	2.88		45701	63.20		570	0.79		72313	  12						
FOURTH			66	11.81					87	15.56		10	1.79					52	9.30		66	11.81		278	49.73			Excluded		559	  11						
	TOTAL		17049	23.58					4688	6.48		723	1.00					1718	2.38		2145	2.97		45979	63.59					72302	  23						
FIFTH			250	34.77					140	19.47			Excluded					132	18.36		67	9.32		130	18.08					719	  4						
	TOTAL		17299	23.93					4828	6.68								1850	2.56		2212	3.06		46109	63.78					72298	  27						
SIXTH			355	19.27					338	18.35									Excluded		737	40.01		412	22.37					1842	  8						
	TOTAL		17654	24.42					5166	7.15											2949	4.08		46521	64.35					72290	  35						
SEVENTH			347	11.89					1323	45.34												Excluded		1248	42.77					2918	  31						
	TOTAL		18001	24.91					6489	8.98														47769	66.11					72259	  66						
EIGHTH			1637	25.35						Excluded														4820	74.65					6457	  32						
	TOTAL		19638	27.19																				52589	72.81					72227	  98						
																									Elected												
																																					
Greenway																																					
				MORRIS			JERROW			CLANCY			GORMAN			ALSOP																					
				Ray			John			Bill			Russ			Ray																					
				(LP)			(CTA)			(DEM)			(ALP)			(NLP)																					
Count			Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Total	Exh.																		
FIRST			22470	32.15		2091	2.99		3215	4.60		41115	58.83		1002	1.43		69893	- 																		
SECOND			165	16.63		95	9.58		322	32.46		410	41.33			Excluded		992	  10																		
	TOTAL		22635	32.39		2186	3.13		3537	5.06		41525	59.42					69883	  10																		
THIRD			1374	62.91			Excluded		454	20.79		356	16.30					2184	  2																		
	TOTAL		24009	34.36					3991	5.71		41881	59.93					69881	  12																		
FOURTH			1547	38.85						Excluded		2435	61.15					3982	  9																		
	TOTAL		25556	36.58								44316	63.42					69872	  21																		
													Elected																								
																																					
Gwydir																																					
				ANDERSON			STUBBINS			PERRETT																											
				John			Ted			Jim																											
				(NP)			(ALP)			(CAP)																											
Count			Votes	%		Votes	%		Votes	%		Total	Exh.																								
FIRST			40950	57.13		26916	37.55		3809	5.31		71675	- 																								
SECOND			2197	59.01		1526	40.99			Excluded		3723	  86																								
	TOTAL		43147	60.27		28442	39.73					71589	  86																								
				Elected																																	
																																					
Hughes																																					
				YOUNG			SHORT			BUCKLEY			TICKNER			MAHER			SCOTT			GUNNING															
				June			Noel			Joanne			Robert			Carol			Colin David			Sue															
				(DEM)			(LP)			(IND)			(ALP)			(NLP)			(CTA)			(IND)															
Count			Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Total	Exh.												
FIRST			2798	3.95		27075	38.23		1054	1.49		36714	51.84		277	0.39		1689	2.38		1211	1.71		70818	- 												
SECOND			56	20.44		36	13.14		31	11.31		70	25.55			Excluded		18	6.57		63	22.99		274	  3												
	TOTAL		2854	4.03		27111	38.28		1085	1.53		36784	51.94					1707	2.41		1274	1.80		70815	  3												
THIRD			143	13.22		231	21.35			Excluded		223	20.61					39	3.60		446	41.22		1082	  3												
	TOTAL		2997	4.23		27342	38.61					37007	52.26					1746	2.47		1720	2.43		70812	  6												
FOURTH			621	36.17		531	30.93					344	20.03					221	12.87			Excluded		1717	  3												
	TOTAL		3618	5.11		27873	39.36					37351	52.75					1967	2.78					70809	  9												
FIFTH			323	16.42		1204	61.21					440	22.37						Excluded					1967	  0												
	TOTAL		3941	5.57		29077	41.06					37791	53.37											70809	  9												
SIXTH				Excluded		1778	45.17					2158	54.83											3936	  5												
	TOTAL					30855	43.58					39949	56.42											70804	  14												
													Elected																								
																																					
Hume																																					
				COX			BUCHANAN			ARCHER			WARD			SHARP																					
				Dave			Ian			Phil			Stephen			John																					
				(IND)			(DEM)			(ALP)			(LP)			(NP)																					
Count			Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Total	Exh.																		
FIRST			2028	2.85		1824	2.56		29773	41.79		13681	19.20		23942	33.60		71248	- 																		
SECOND			864	47.42			Excluded		562	30.85		140	7.68		256	14.05		1822	  2																		
	TOTAL		2892	4.06					30335	42.58		13821	19.40		24198	33.96		71246	  2																		
THIRD				Excluded					1605	55.94		392	13.66		872	30.39		2869	  23																		
	TOTAL								31940	44.85		14213	19.96		25070	35.20		71223	  25																		
FOURTH									1035	7.28			Excluded		13174	92.72		14209	  4																		
	TOTAL								32975	46.30					38244	53.70		71219	  29																		
																Elected																					
																																					
Hunter																																					
				WALKER			BARNES			FITZGIBBON			CROSSING																								
				Robert			Chris			Eric			Bruce																								
				(NLP)			(LP)			(ALP)			(NP)																								
Count			Votes	%		Votes	%		Votes	%		Votes	%		Total	Exh.																					
FIRST			2004	2.82		13637	19.19		43068	60.60		12366	17.40		71075	- 																					
SECOND				Excluded		586	29.45		765	38.44		639	32.11		1990	  14																					
	TOTAL					14223	20.02		43833	61.68		13005	18.30		71061	  14																					
THIRD						11415	87.83		1581	12.17			Excluded		12996	  9																					
	TOTAL					25638	36.08		45414	63.92					71052	  23																					
										Elected																											
																																					
Kingsford-Smith																																					
				MARSLAND			BRERETON			DOVE			LARCOS			MATSON			PEARSON																		
				Patricia Jean			Laurie			Warwick			Andrew			Murray			Philip David																		
				(LP)			(ALP)						(DEM)			(GRN)			(NLP)																		
Count			Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Total	Exh.															
FIRST			22229	31.77		41383	59.15		566	0.81		2509	3.59		2872	4.11		403	0.58		69962	- 															
SECOND			66	16.50		52	13.00		28	7.00		52	13.00		202	50.50			Excluded		400	  3															
	TOTAL		22295	31.87		41435	59.23		594	0.85		2561	3.66		3074	4.39					69959	  3															
THIRD			80	13.56		160	27.12			Excluded		236	40.00		114	19.32					590	  4															
	TOTAL		22375	31.98		41595	59.46					2797	4.00		3188	4.56					69955	  7															
FOURTH			441	15.80		720	25.80						Excluded		1630	58.40					2791	  6															
	TOTAL		22816	32.62		42315	60.49								4818	6.89					69949	  13															
FIFTH			1487	31.09		3296	68.91									Excluded					4783	  35															
	TOTAL		24303	34.76		45611	65.24														69914	  48															
							Elected																														
																																					
Lindsay																																					
				GRIGG			BELLANTONIO			FREE																											
				Brian T			Carolynn			Ross																											
				(CTA)			(LP)			(ALP)																											
Count			Votes	%		Votes	%		Votes	%		Total	Exh.																								
FIRST			3350	4.84		25326	36.61		40509	58.55		69185	- 																								
SECOND				Excluded		2187	65.56		1149	34.44		3336	  14																								
	TOTAL					27513	39.78		41658	60.22		69171	  14																								
										Elected																											
																																					
Lowe																																					
				PANZARINO			WOODS			PETERSON			LOWRY			EAGER			JONES			EASSON			MEIKLE			CUMMINGS			WOODS			THRELFO			
				Anthony			Peter			Peter			Erik			R.J.			Erika			Mary			Jeff			Kate			Bob			Bruce			
				(IND)			(IND)			(CTA)						(NLP)			(AFI)			(ALP)			(DEM)			(IND)			(LP)			(GLO)			
Count			Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Total	Exh.
