	"DAWSON, John Craig"	IND	934	1.44	152	3.43	6	1.96	76	3.28	54	2.48	0	1222	1.65
	"ROYLANCE, Michael"	NLP	324	0.5	41	0.92	4	1.31	13	0.56	11	0.51	0	393	0.53
	"REDDY, Suzanne"	DEM	3407	5.26	275	6.2	11	3.59	122	5.27	95	4.36	0	3910	5.28
	"ROTIK, Monique"	ALP	27360	42.23	1809	40.81	147	48.04	889	38.4	621	28.51	0	30826	41.65
		FORMAL	64785	97.21	4433	96.39	306	95.63	2315	98.3	2178	98.37	0	74017	97.22
		INFORMAL	1862	2.79	166	3.61	14	4.38	40	1.7	36	1.63	0	2118	2.78
		TOTAL	66647	87.54	4599	6.04	320	0.42	2355	3.09	2214	2.91	0	76135	96.33



Berowra (79538)															

			Ordinary		Absent		Provisional		Pre Poll		Postal			Total	
Candidates		Party	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%	Adj	Votes	%
	"GALLAGHER, Mick"	IND	9368	14.57	689	15.44	54	19.57	480	12.73	237	12.59	0	10828	14.5
#	"RUDDOCK, Philip"	LP	35276	54.88	2247	50.37	128	46.38	2383	63.19	1196	63.52	0	41230	55.22
	"CARR, Timothy"	NLP	937	1.46	98	2.2	8	2.9	52	1.38	21	1.12	0	1116	1.49
	"DEANE, Sue"	ALP	18694	29.08	1427	31.99	86	31.16	856	22.7	429	22.78	0	21492	28.78
		FORMAL	64275	97.43	4461	97.04	276	94.2	3771	98.05	1883	98.53	0	74666	97.45
		INFORMAL	1698	2.57	136	2.96	17	5.8	75	1.95	28	1.47	0	1954	2.55
		TOTAL	65973	86.1	4597	6	293	0.38	3846	5.02	1911	2.49	0	76620	96.33



Blaxland (76955)															

			Ordinary		Absent		Provisional		Pre Poll		Postal			Total	
Candidates		Party	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%	Adj	Votes	%
#	"KEATING, Paul John"	ALP	43627	69.76	2505	66.82	404	82.11	950	63.25	960	62.99	0	48446	69.4
	"TENENBAUM, Linda"		354	0.57	33	0.88	2	0.41	10	0.67	14	0.92	0	413	0.59
	"HENNESSY, Peter Gerard"	DEM	1178	1.88	117	3.12	7	1.42	41	2.73	45	2.95	0	1388	1.99
	"CARRICK, Trevor"	CTA	715	1.14	51	1.36	3	0.61	17	1.13	18	1.18	0	804	1.15
	"HILLMAN, Jon"	IND	593	0.95	39	1.04	3	0.61	25	1.66	18	1.18	0	678	0.97
	"KELVIN, Wilfrid H. C."	IND	140	0.22	23	0.61	1	0.2	11	0.73	4	0.26	0	179	0.26
	"OSMOND, Les"	LP	15109	24.16	886	23.63	67	13.62	421	28.03	444	29.13	0	16927	24.25
	"REID, Bob"	IND	330	0.53	34	0.91	3	0.61	7	0.47	14	0.92	0	388	0.56
	"AUSSIE-STONE, Marcus"	IND	178	0.28	14	0.37	1	0.2	7	0.47	4	0.26	0	204	0.29
	"O'NEILL, Peter"	NLP	314	0.5	47	1.25	1	0.2	13	0.87	3	0.2	0	378	0.54
		FORMAL	62538	94.86	3749	94.65	492	92.48	1502	97.98	1524	98.45	0	69805	94.97
		INFORMAL	3391	5.14	212	5.35	40	7.52	31	2.02	24	1.55	0	3698	5.03
		TOTAL	65929	89.7	3961	5.39	532	0.72	1533	2.09	1548	2.11	0	73503	95.51



Bradfield (79193)															

			Ordinary		Absent		Provisional		Pre Poll		Postal			Total	
Candidates		Party	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%	Adj	Votes	%
	"JEANS, Simon"	ALP	14335	22.34	1097	25.59	43	22.63	790	22	345	16.99	0	16610	22.36
	"COURTNEY-HOLLAND, Mark"	NLP	973	1.52	125	2.92	9	4.74	55	1.53	18	0.89	0	1180	1.59
	"SPRINGETT, Bob"	DEM	3922	6.11	355	8.28	10	5.26	243	6.77	135	6.65	0	4665	6.28
#	"CONNOLLY, David Miles"	LP	44948	70.04	2710	63.21	128	67.37	2503	69.7	1533	75.48	0	51822	69.77
		FORMAL	64178	97.45	4287	96.86	190	97.44	3591	97.45	2031	98.69	0	74277	97.45
		INFORMAL	1678	2.55	139	3.14	5	2.56	94	2.55	27	1.31	0	1943	2.55
		TOTAL	65856	86.4	4426	5.81	195	0.26	3685	4.83	2058	2.7	0	76220	96.25



Calare (75897)															

			Ordinary		Absent		Provisional		Pre Poll		Postal			Total	
Candidates		Party	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%	Adj	Votes	%
	"DAVIS, Brian Robert"	IND	1752	2.77	192	4.15	30	4.32	44	3.67	79	3.17	0	2097	2.9
	"PENNY, Ron"	NP	16637	26.32	1120	24.22	122	17.55	344	28.69	564	22.64	0	18787	26.01
	"STAAL, John"	LP	11335	17.93	1072	23.18	104	14.96	324	27.02	541	21.72	0	13376	18.52
#	"SIMMONS, David"	ALP	32532	51.47	2141	46.3	425	61.15	465	38.78	1267	50.86	0	36830	51
	"CIANFRANO, Robert David"	IND	955	1.51	99	2.14	14	2.01	22	1.83	40	1.61	0	1130	1.56
		FORMAL	63211	98.14	4624	97.88	695	97.34	1199	98.85	2491	99.16	0	72220	98.17
		INFORMAL	1196	1.86	100	2.12	19	2.66	14	1.15	21	0.84	0	1350	1.83
		TOTAL	64407	87.55	4724	6.42	714	0.97	1213	1.65	2512	3.41	0	73570	96.93



Charlton (77970)															

			Ordinary		Absent		Provisional		Pre Poll		Postal			Total	
Candidates		Party	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%	Adj	Votes	%
#	"BROWN, Bob"	ALP	39946	62.24	2402	57.74	293	68.62	1033	37.37	1006	54.88	0	44680	60.9
	"BALDWIN, John"	IND	1892	2.95	160	3.85	19	4.45	89	3.22	56	3.06	0	2216	3.02
	"BREWSTER, Laurence"	LP	16481	25.68	1114	26.78	79	18.5	1394	50.43	613	33.44	0	19681	26.83
	"WILSON, Ryan"	IND	666	1.04	63	1.51	4	0.94	31	1.12	16	0.87	0	780	1.06
	"KVIZ, Zdenek"	NLP	189	0.29	35	0.84	1	0.23	12	0.43	2	0.11	0	239	0.33
	"SANDFORD, Mick"	CTA	1104	1.72	75	1.8	8	1.87	48	1.74	38	2.07	0	1273	1.74
	"SIEVERS, Charley"	IND	411	0.64	68	1.63	3	0.7	18	0.65	16	0.87	0	516	0.7
	"GODFREY, Lyn"	DEM	3488	5.43	243	5.84	20	4.68	139	5.03	86	4.69	0	3976	5.42
		FORMAL	64177	96.71	4160	96.92	427	96.39	2764	96.68	1833	98.71	0	73361	96.77
		INFORMAL	2182	3.29	132	3.08	16	3.61	95	3.32	24	1.29	0	2449	3.23
		TOTAL	66359	87.53	4292	5.66	443	0.58	2859	3.77	1857	2.45	0	75810	97.23



Chifley (76187)															

			Ordinary		Absent		Provisional		Pre Poll		Postal			Total	
Candidates		Party	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%	Adj	Votes	%
	"IVOR, F"	IND	1638	2.65	255	5.84	24	3.66	83	5.19	14	1.83	0	2014	2.91
	"MACKENZIE, Jennifer"	LP	12654	20.46	1006	23.02	98	14.96	361	22.56	216	28.31	0	14335	20.71
#	"PRICE, Roger"	ALP	42281	68.36	2805	64.19	476	72.67	1058	66.13	503	65.92	0	47123	68.06
	"KUMAR, Tom"	IND	523	0.85	59	1.35	10	1.53	20	1.25	10	1.31	0	622	0.9
	"BRYANT, Joe"	EFF	4336	7.01	187	4.28	44	6.72	73	4.56	16	2.1	0	4656	6.73
	"BILYANA, Yabu"		414	0.67	58	1.33	3	0.46	5	0.31	4	0.52	0	484	0.7
		FORMAL	61846	95.19	4370	94.79	655	94.38	1600	97.21	763	98.96	0	69234	95.24
		INFORMAL	3127	4.81	240	5.21	39	5.62	46	2.79	8	1.04	0	3460	4.76
		TOTAL	64973	89.38	4610	6.34	694	0.95	1646	2.26	771	1.06	0	72694	95.42



Cook (78050)															

			Ordinary		Absent		Provisional		Pre Poll		Postal			Total	
Candidates		Party	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%	Adj	Votes	%
	"ELPHINSTON, Alex"	IND	1950	3.05	180	4.16	26	6.21	99	3.1	45	2.47	0	2300	3.12
	"SOLOMON, Noreen"	ALP	25840	40.44	1827	42.18	180	42.96	1217	38.08	741	40.6	1	29806	40.46
	"ATKINSON, Julie Maria"	NLP	424	0.66	66	1.52	6	1.43	28	0.88	5	0.27	1	530	0.72
	"THOMPSON, Tom"	CAP	397	0.62	45	1.04	6	1.43	18	0.56	13	0.71	0	479	0.65
	"RICHARDSON, Terri"	DEM	1888	2.95	162	3.74	14	3.34	97	3.04	51	2.79	0	2212	3
#	"DOBIE, Don"	LP	31788	49.75	1967	45.42	172	41.05	1670	52.25	927	50.79	0	36524	49.58
	"KINNY, Warren"	CTA	1607	2.52	84	1.94	15	3.58	67	2.1	43	2.36	-3	1813	2.46
		FORMAL	63894	97.48	4331	97.15	419	95.23	3196	97.98	1825	99.18	-1	73664	97.51
		INFORMAL	1652	2.52	127	2.85	21	4.77	66	2.02	15	0.82	1	1882	2.49
		TOTAL	65546	86.76	4458	5.9	440	0.58	3262	4.32	1840	2.44	0	75546	96.79



Cowper (72758)															

			Ordinary		Absent		Provisional		Pre Poll		Postal			Total	
Candidates		Party	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%	Adj	Votes	%
	"CRANNY, Jillian"	GRN	2603	4.39	343	8.32	56	8.08	126	5.05	63	3.79	0	3191	4.68
	"WALLBRIDGE, Darrell"	CAP	1557	2.63	69	1.67	22	3.17	44	1.76	22	1.32	0	1714	2.51
	"FORRESTER, Roy"	NLP	840	1.42	56	1.36	10	1.44	47	1.88	15	0.9	0	968	1.42
	"GLEESON, Nigel"	CEG	376	0.63	28	0.68	5	0.72	22	0.88	8	0.48	0	439	0.64
#	"NEHL, Garry"	NP	28477	48.08	1858	45.09	249	35.93	1245	49.88	942	56.71	1	32772	48.05
	"SEKFY, Paul"	ALP	23325	39.38	1571	38.12	331	47.76	909	36.42	535	32.21	-1	26670	39.1
	"PIKE, Trevor John"	DEM	2053	3.47	196	4.76	20	2.89	103	4.13	76	4.58	0	2448	3.59
		FORMAL	59231	97.83	4121	97.38	693	97.19	2496	98	1661	99.05	0	68202	97.83
		INFORMAL	1314	2.17	111	2.62	20	2.81	51	2	16	0.95	0	1512	2.17
		TOTAL	60545	86.85	4232	6.07	713	1.02	2547	3.65	1677	2.41	0	69714	95.82



Cunningham (75134)															

			Ordinary		Absent		Provisional		Pre Poll		Postal			Total	
Candidates		Party	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%	Adj	Votes	%
	"REVERBERI, Daniela"	DEM	2548	4.08	165	5	17	3.37	89	4.54	71	3.88	0	2890	4.13
	"LYNCH, Ralph"	LP	16394	26.27	821	24.9	97	19.21	634	32.33	507	27.67	0	18453	26.36
#	"MARTIN, Stephen Paul"	ALP	36826	59.02	1809	54.87	309	61.19	992	50.59	1075	58.68	0	41011	58.59
	"WEST, Michael"	IND	583	0.93	76	2.31	11	2.18	29	1.48	41	2.24	0	740	1.06
	"MEDCALF, Carole"	GRN	2865	4.59	242	7.34	54	10.69	84	4.28	55	3	0	3300	4.71
	"SAMPSON, Meg"	IND	1755	2.81	65	1.97	8	1.58	70	3.57	34	1.86	0	1932	2.76
	"O'NEILL, Robert"	CTA	981	1.57	78	2.37	6	1.19	46	2.35	44	2.4	0	1155	1.65
	"MISDOM, Fred J."	NLP	444	0.71	41	1.24	3	0.59	17	0.87	5	0.27	0	510	0.73
		FORMAL	62396	96.54	3297	96.86	505	95.46	1961	98.25	1832	98.92	0	69991	96.66
		INFORMAL	2233	3.46	107	3.14	24	4.54	35	1.75	20	1.08	0	2419	3.34
		TOTAL	64629	89.25	3404	4.7	529	0.73	1996	2.76	1852	2.56	0	72410	96.37



Dobell (72511)															

			Ordinary		Absent		Provisional		Pre Poll		Postal			Total	
Candidates		Party	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%	Adj	Votes	%
	"BALDWIN, Bob"	LP	23697	40.14	1806	38.91	153	31.35	1344	45.33	654	37.2	0	27654	40.14
	"HUDSON, Bob"	IND	1761	2.98	194	4.18	20	4.1	103	3.47	53	3.01	0	2131	3.09
	"DAY, Brian"	DEM	1918	3.25	227	4.89	15	3.07	82	2.77	69	3.92	0	2311	3.35
#	"LEE, Michael"	ALP	31663	53.63	2414	52.01	300	61.48	1436	48.43	982	55.86	0	36795	53.41
		FORMAL	59039	97.99	4641	97.11	488	94.39	2965	98.47	1758	98.49	0	68891	97.94
		INFORMAL	1212	2.01	138	2.89	29	5.61	46	1.53	27	1.51	0	1452	2.06
		TOTAL	60251	85.65	4779	6.79	517	0.73	3011	4.28	1785	2.54	0	70343	97.01



Eden-Monaro (73191)															

			Ordinary		Absent		Provisional		Pre Poll		Postal			Total	
Candidates		Party	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%	Adj	Votes	%
	"BARRY, Tom"	NP	4309	7.28	267	8.86	45	6.82	199	7.49	220	8.02	0	5040	7.38
#	"SNOW, Jim"	ALP	28008	47.31	1385	45.98	397	60.15	1315	49.49	1124	40.98	0	32229	47.2
	"SANDERS, Norm"	IND	3448	5.82	162	5.38	35	5.3	158	5.95	131	4.78	0	3934	5.76
	"DOYLE, Greg"	IND	553	0.93	40	1.33	8	1.21	50	1.88	43	1.57	0	694	1.02
	"DE FEGELY, Rob"	LP	22541	38.07	1108	36.79	170	25.76	908	34.17	1202	43.82	0	25929	37.98
	"FRASER, Peter H"	NLP	348	0.59	50	1.66	5	0.76	27	1.02	23	0.84	0	453	0.66
		FORMAL	59207	97.46	3012	97.22	660	97.35	2657	98.12	2743	99.1	0	68279	97.54
		INFORMAL	1540	2.54	86	2.78	18	2.65	51	1.88	25	0.9	0	1720	2.46
		TOTAL	60747	86.78	3098	4.43	678	0.97	2708	3.87	2768	3.95	0	69999	95.64



Farrer (74250)															

			Ordinary		Absent		Provisional		Pre Poll		Postal			Total	
Candidates		Party	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%	Adj	Votes	%
#	"FISCHER, Tim"	NP	39821	65.12	1342	65.78	318	60.23	2029	65.58	1937	73.43	0	45447	65.44
	"HIGGINS, Bill"	ALP	18438	30.15	579	28.38	182	34.47	863	27.89	586	22.21	0	20648	29.73
	"McKENZIE, Ian"	DEM	2890	4.73	119	5.83	28	5.3	202	6.53	115	4.36	0	3354	4.83
		FORMAL	61149	97.13	2040	98.27	528	95.48	3094	97.39	2638	98.62	0	69449	97.22
		INFORMAL	1806	2.87	36	1.73	25	4.52	83	2.61	37	1.38	0	1987	2.78
		TOTAL	62955	88.13	2076	2.91	553	0.77	3177	4.45	2675	3.74	0	71436	96.21



Fowler (77164)															

			Ordinary		Absent		Provisional		Pre Poll		Postal			Total	
Candidates		Party	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%	Adj	Votes	%
	"STEVENS, Mark A"	IND	4404	7.03	356	9.34	65	8.34	124	9.59	65	6.86	0	5014	7.22
	"JOSLING, Greg"		1178	1.88	80	2.1	17	2.18	12	0.93	8	0.84	0	1295	1.86
	"HYDE, Nicholas J"	NLP	692	1.1	92	2.41	11	1.41	26	2.01	11	1.16	0	832	1.2
	"ARORA, Gloria"	LP	12907	20.61	911	23.89	122	15.66	354	27.38	231	24.39	0	14525	20.91
#	"GRACE, Ted"	ALP	43447	69.37	2374	62.26	564	72.4	777	60.09	632	66.74	0	47794	68.81
		FORMAL	62628	94.83	3813	94.52	779	91	1293	94.45	947	97.53	0	69460	94.8
		INFORMAL	3413	5.17	221	5.48	77	9	76	5.55	24	2.47	0	3811	5.2
		TOTAL	66041	90.13	4034	5.51	856	1.17	1369	1.87	971	1.33	0	73271	94.95



Gilmore (70480)															

			Ordinary		Absent		Provisional		Pre Poll		Postal			Total	
Candidates		Party	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%	Adj	Votes	%
	"EDDY, Bill"	LP	24227	41.72	1403	38.1	185	36.2	1142	45.72	975	45.84	0	27932	41.76
	"LEATCH, May"	GRN	2728	4.7	231	6.27	26	5.09	106	4.24	68	3.2	1	3160	4.72
	"STANBOROUGH, Jeff"	IND	774	1.33	58	1.58	10	1.96	45	1.8	39	1.83	-1	925	1.38
	"BUTLER, Greg"	DEM	2020	3.48	128	3.48	16	3.13	82	3.28	67	3.15	-1	2312	3.46
	"DEVENNEY, Ruth"	IND	361	0.62	50	1.36	5	0.98	24	0.96	34	1.6	1	475	0.71
	"KEIGHLEY, Rosemary"	NLP	112	0.19	15	0.41	5	0.98	9	0.36	10	0.47	0	151	0.23
	"ATKINS, Max"	NP	2783	4.79	221	6	36	7.05	175	7.01	165	7.76	0	3380	5.05
#	"KNOTT, Peter John"	ALP	25071	43.17	1576	42.8	228	44.62	915	36.63	769	36.15	0	28559	42.69
		FORMAL	58076	97.83	3682	96.74	511	96.78	2498	98.74	2127	99.07	0	66894	97.83
		INFORMAL	1290	2.17	124	3.26	17	3.22	32	1.26	20	0.93	0	1483	2.17
		TOTAL	59366	86.82	3806	5.57	528	0.77	2530	3.7	2147	3.14	0	68377	97.02



Grayndler (80895)															

			Ordinary		Absent		Provisional		Pre Poll		Postal			Total	
Candidates		Party	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%	Adj	Votes	%
	"ROBINSON, Kevin"	LP	14546	22.98	1139	23.67	144	17.91	515	26.68	417	28.35	0	16761	23.17
	"JOHNSTON, Peter M."	NLP	398	0.63	56	1.16	8	1	21	1.09	2	0.14	0	485	0.67
	"FITZGERALD, Paul"	GRN	3804	6.01	348	7.23	47	5.85	105	5.44	59	4.01	0	4363	6.03
	"WILSON, Clay"	CTA	509	0.8	66	1.37	7	0.87	21	1.09	22	1.5	0	625	0.86
	"PEPPER, Lee J."	IND	428	0.68	55	1.14	12	1.49	28	1.45	12	0.82	0	535	0.74
	"SHANAHAN, Jack"	IND	1228	1.94	76	1.58	23	2.86	32	1.66	35	2.38	0	1394	1.93
	"MARKHAM, Peter"	DEM	1668	2.63	189	3.93	22	2.74	79	4.09	54	3.67	0	2012	2.78
#	"MCHUGH, Jeannette"	ALP	40271	63.61	2823	58.67	528	65.67	1118	57.93	865	58.8	0	45605	63.06
	"KENNEDY, Marnie"		456	0.72	60	1.25	13	1.62	11	0.57	5	0.34	0	545	0.75
		FORMAL	63308	95.25	4812	96.2	804	92.84	1930	97.77	1471	98.79	0	72325	95.42
		INFORMAL	3154	4.75	190	3.8	62	7.16	44	2.23	18	1.21	0	3468	4.58
		TOTAL	66462	87.69	5002	6.6	866	1.14	1974	2.6	1489	1.96	0	75793	93.69



Greenway (75426)															

			Ordinary		Absent		Provisional		Pre Poll		Postal			Total	
Candidates		Party	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%	Adj	Votes	%
	"MORRIS, Ray"	LP	19988	32.03	1293	31.78	104	24.3	658	36.09	427	36.5	0	22470	32.15
	"JERROW, John"	CTA	1856	2.97	130	3.19	7	1.64	54	2.96	44	3.76	0	2091	2.99
	"CLANCY, Bill"	DEM	2767	4.43	268	6.59	26	6.07	92	5.05	62	5.3	0	3215	4.6
#	"GORMAN, Russ"	ALP	36944	59.2	2271	55.81	280	65.42	995	54.58	625	53.42	0	41115	58.83
	"ALSOP, Ray"	NLP	848	1.36	107	2.63	11	2.57	24	1.32	12	1.03	0	1002	1.43
		FORMAL	62403	96.27	4069	95.34	428	93.45	1823	96.76	1170	98.73	0	69893	96.25
		INFORMAL	2416	3.73	199	4.66	30	6.55	61	3.24	15	1.27	0	2721	3.75
		TOTAL	64819	89.27	4268	5.88	458	0.63	1884	2.59	1185	1.63	0	72614	96.27



Gwydir (76706)															

			Ordinary		Absent		Provisional		Pre Poll		Postal			Total	
Candidates		Party	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%	Adj	Votes	%
#	"ANDERSON, John"	NP	34591	56.42	3435	59.27	253	43.55	1207	68.54	1464	65.83	0	40950	57.13
	"STUBBINS, Ted"	ALP	23469	38.28	2072	35.75	288	49.57	442	25.1	645	29	0	26916	37.55
	"PERRETT, Jim"	CAP	3253	5.31	289	4.99	40	6.88	112	6.36	115	5.17	0	3809	5.31
		FORMAL	61313	97.21	5796	97.56	581	94.78	1761	98.16	2224	98.63	0	71675	97.29
		INFORMAL	1758	2.79	145	2.44	32	5.22	33	1.84	31	1.37	0	1999	2.71
		TOTAL	63071	85.61	5941	8.06	613	0.83	1794	2.44	2255	3.06	0	73674	96.05



Hughes (74826)															

			Ordinary		Absent		Provisional		Pre Poll		Postal			Total	
Candidates		Party	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%	Adj	Votes	%
	"YOUNG, June"	DEM	2399	3.86	249	5.44	13	3.82	94	4	43	3.12	0	2798	3.95
	"SHORT, Noel"	LP	23805	38.29	1637	35.79	95	27.94	978	41.58	560	40.58	0	27075	38.23
	"BUCKLEY, Joanne"	IND	874	1.41	98	2.14	9	2.65	36	1.53	37	2.68	0	1054	1.49
#	"TICKNER, Robert"	ALP	32323	51.99	2339	51.14	201	59.12	1161	49.36	690	50	0	36714	51.84
	"MAHER, Carol"	NLP	221	0.36	41	0.9	5	1.47	6	0.26	4	0.29	0	277	0.39
	"SCOTT, Colin David"	CTA	1505	2.42	108	2.36	10	2.94	41	1.74	25	1.81	0	1689	2.38
	"GUNNING, Sue"	IND	1045	1.68	102	2.23	7	2.06	36	1.53	21	1.52	0	1211	1.71
		FORMAL	62172	97.41	4574	96.48	340	94.71	2352	98.25	1380	98.57	0	70818	97.39
		INFORMAL	1651	2.59	167	3.52	19	5.29	42	1.75	20	1.43	0	1899	2.61
		TOTAL	63823	87.77	4741	6.52	359	0.49	2394	3.29	1400	1.93	0	72717	97.18



Hume (75091)															

			Ordinary		Absent		Provisional		Pre Poll		Postal			Total	
Candidates		Party	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%	Adj	Votes	%
	"COX, Dave"	IND	1681	2.72	177	3.9	23	4.51	76	4.03	71	2.82	0	2028	2.85
	"BUCHANAN, Ian"	DEM	1480	2.4	176	3.87	14	2.75	83	4.4	71	2.82	0	1824	2.56
	"ARCHER, Phil"	ALP	26311	42.58	1595	35.1	271	53.14	732	38.79	864	34.26	0	29773	41.79
	"WARD, Stephen"	LP	11515	18.64	1062	23.37	77	15.1	380	20.14	647	25.65	0	13681	19.2
#	"SHARP, John"	NP	20798	33.66	1534	33.76	125	24.51	616	32.64	869	34.46	0	23942	33.6
		FORMAL	61785	97.85	4544	98.02	510	96.77	1887	97.87	2522	98.75	0	71248	97.88
		INFORMAL	1360	2.15	92	1.98	17	3.23	41	2.13	32	1.25	0	1542	2.12
		TOTAL	63145	86.75	4636	6.37	527	0.72	1928	2.65	2554	3.51	0	72790	96.94



Hunter (75411)															

			Ordinary		Absent		Provisional		Pre Poll		Postal			Total	
Candidates		Party	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%	Adj	Votes	%
	"WALKER, Robert"	NLP	1668	2.67	203	4.51	23	4.49	64	3.82	46	2.27	0	2004	2.82
	"BARNES, Chris"	LP	11756	18.85	999	22.19	69	13.48	327	19.51	486	24.02	0	13637	19.19
#	"FITZGIBBON, Eric"	ALP	38158	61.19	2499	55.5	356	69.53	984	58.71	1071	52.94	0	43068	60.6
	"CROSSING, Bruce"	NP	10779	17.28	802	17.81	64	12.5	301	17.96	420	20.76	0	12366	17.4
		FORMAL	62361	97.62	4503	97.51	512	94.99	1676	97.44	2023	99.36	0	71075	97.64
		INFORMAL	1520	2.38	115	2.49	27	5.01	44	2.56	13	0.64	0	1719	2.36
		TOTAL	63881	87.76	4618	6.34	539	0.74	1720	2.36	2036	2.8	0	72794	96.53



Kingsford-Smith (77048)															

			Ordinary		Absent		Provisional		Pre Poll		Postal			Total	
Candidates		Party	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%	Adj	Votes	%
	"MARSLAND, Patricia Jean"	LP	19548	31.63	1097	31.01	145	28.43	881	37.28	558	31.96	0	22229	31.77
#	"BRERETON, Laurie"	ALP	36843	59.61	1951	55.16	306	60	1263	53.45	1020	58.42	0	41383	59.15
	"DOVE, Warwick"		484	0.78	44	1.24	6	1.18	14	0.59	18	1.03	0	566	0.81
	"LARCOS, Andrew"	DEM	2165	3.5	162	4.58	20	3.92	92	3.89	70	4.01	0	2509	3.59
	"MATSON, Murray"	GRN	2434	3.94	234	6.62	31	6.08	101	4.27	72	4.12	0	2872	4.11
	"PEARSON, Philip David"	NLP	332	0.54	49	1.39	2	0.39	12	0.51	8	0.46	0	403	0.58
		FORMAL	61806	95.53	3537	96.4	510	90.75	2363	96.49	1746	98.92	0	69962	95.65
