Senate - 1998 Election: Australian Capital Territory																																																																																																										
First Preference Votes by Candidate																																																																																																										
By Polling Place																																																																																																										


Canberra (105359)																																																																																																										

	   		 A Abolish Child Support/Family Court Party												 B Pauline Hanson's One Nation												 C Australian Women's Party												 D Liberal Party of Australia - ACT Division												 E Australian Democrats												 F Australian Labor Party (ALP)												 G Australian Greens												Ungrouped																			
Curtin		                                     	3	0.11	 	3	0.11	 	0	0	 	6	0.22	 	84	3.15	 	37	1.39	 	5	0.19	 	126	4.72	 	2	0.07	 	5	0.19	 	0	0	 	7	0.26	 	733	27.46	 	118	4.42	 	6	0.22	 	857	32.11	 	275	10.3	 	289	10.83	 	2	0.07	 	566	21.21	 	798	29.9	 	206	7.72	 	9	0.34	 	1013	37.95	 	46	1.72	 	33	1.24	 	4	0.15	 	83	3.11	 	3	0.11	 	2	0.07	 	6	0.22	 	11	0.41	 	2669	98.27	 	47	1.73	 	2716	2.68
Deakin		                                     	0	0	 	3	0.25	 	0	0	 	3	0.25	 	18	1.47	 	14	1.15	 	0	0	 	32	2.62	 	1	0.08	 	1	0.08	 	0	0	 	2	0.16	 	531	43.49	 	61	5	 	1	0.08	 	593	48.57	 	138	11.3	 	122	9.99	 	0	0	 	260	21.29	 	220	18.02	 	75	6.14	 	6	0.49	 	301	24.65	 	13	1.06	 	11	0.9	 	2	0.16	 	26	2.13	 	1	0.08	 	0	0	 	3	0.25	 	4	0.33	 	1221	98.47	 	19	1.53	 	1240	1.22
Duffy		                                      	1	0.06	 	2	0.11	 	0	0	 	3	0.17	 	76	4.3	 	15	0.85	 	2	0.11	 	93	5.26	 	5	0.28	 	3	0.17	 	0	0	 	8	0.45	 	432	24.45	 	80	4.53	 	9	0.51	 	521	29.49	 	169	9.56	 	144	8.15	 	5	0.28	 	318	18	 	597	33.79	 	137	7.75	 	8	0.45	 	742	41.99	 	43	2.43	 	29	1.64	 	0	0	 	72	4.07	 	4	0.23	 	2	0.11	 	4	0.23	 	10	0.57	 	1767	97.68	 	42	2.32	 	1809	1.79
Fadden		                                     	8	0.42	 	4	0.21	 	1	0.05	 	13	0.69	 	44	2.33	 	21	1.11	 	3	0.16	 	68	3.6	 	5	0.26	 	2	0.11	 	0	0	 	7	0.37	 	691	36.6	 	85	4.5	 	11	0.58	 	787	41.68	 	195	10.33	 	145	7.68	 	2	0.11	 	342	18.11	 	528	27.97	 	100	5.3	 	3	0.16	 	631	33.42	 	14	0.74	 	11	0.58	 	0	0	 	25	1.32	 	2	0.11	 	0	0	 	13	0.69	 	15	0.79	 	1888	98.9	 	21	1.1	 	1909	1.88
Farrer		                                     	5	0.2	 	1	0.04	 	0	0	 	6	0.24	 	66	2.69	 	27	1.1	 	2	0.08	 	95	3.88	 	2	0.08	 	3	0.12	 	0	0	 	5	0.2	 	862	35.17	 	94	3.84	 	7	0.29	 	963	39.29	 	266	10.85	 	186	7.59	 	7	0.29	 	459	18.73	 	692	28.23	 	163	6.65	 	12	0.49	 	867	35.37	 	25	1.02	 	18	0.73	 	1	0.04	 	44	1.8	 	5	0.2	 	2	0.08	 	5	0.2	 	12	0.49	 	2451	97.77	 	56	2.23	 	2507	2.47
Gilmore		                                    	8	0.42	 	7	0.36	 	0	0	 	15	0.78	 	93	4.84	 	26	1.35	 	1	0.05	 	120	6.24	 	7	0.36	 	0	0	 	0	0	 	7	0.36	 	547	28.45	 	79	4.11	 	7	0.36	 	633	32.92	 	187	9.72	 	99	5.15	 	3	0.16	 	289	15.03	 	688	35.78	 	116	6.03	 	8	0.42	 	812	42.23	 	25	1.3	 	13	0.68	 	1	0.05	 	39	2.03	 	0	0	 	0	0	 	8	0.42	 	8	0.42	 	1923	98.31	 	33	1.69	 	1956	1.93
Gordon		                                     	12	0.37	 	5	0.16	 	0	0	 	17	0.53	 	135	4.2	 	31	0.97	 	1	0.03	 	167	5.2	 	9	0.28	 	1	0.03	 	0	0	 	10	0.31	 	978	30.45	 	93	2.9	 	6	0.19	 	1077	33.53	 	269	8.37	 	109	3.39	 	1	0.03	 	379	11.8	 	1293	40.26	 	182	5.67	 	11	0.34	 	1486	46.26	 	40	1.25	 	18	0.56	 	2	0.06	 	60	1.87	 	1	0.03	 	1	0.03	 	14	0.44	 	16	0.5	 	3212	98.08	 	63	1.92	 	3275	3.23
Gowrie		                                     	2	0.12	 	4	0.24	 	1	0.06	 	7	0.41	 	59	3.49	 	12	0.71	 	4	0.24	 	75	4.44	 	9	0.53	 	2	0.12	 	0	0	 	11	0.65	 	489	28.93	 	68	4.02	 	2	0.12	 	559	33.08	 	168	9.94	 	103	6.09	 	3	0.18	 	274	16.21	 	613	36.27	 	105	6.21	 	4	0.24	 	722	42.72	 	22	1.3	 	8	0.47	 	1	0.06	 	31	1.83	 	2	0.12	 	0	0	 	9	0.53	 	11	0.65	 	1690	98.2	 	31	1.8	 	1721	1.7
Holder		                                     	1	0.07	 	2	0.14	 	0	0	 	3	0.22	 	39	2.81	 	8	0.58	 	3	0.22	 	50	3.6	 	3	0.22	 	1	0.07	 	0	0	 	4	0.29	 	392	28.26	 	47	3.39	 	4	0.29	 	443	31.94	 	135	9.73	 	131	9.44	 	2	0.14	 	268	19.32	 	462	33.31	 	101	7.28	 	8	0.58	 	571	41.17	 	30	2.16	 	12	0.87	 	2	0.14	 	44	3.17	 	0	0	 	1	0.07	 	3	0.22	 	4	0.29	 	1387	98.44	 	22	1.56	 	1409	1.39
Hughes		                                     	4	0.16	 	6	0.24	 	0	0	 	10	0.39	 	50	1.97	 	24	0.95	 	2	0.08	 	76	3	 	6	0.24	 	1	0.04	 	0	0	 	7	0.28	 	752	29.64	 	114	4.49	 	6	0.24	 	872	34.37	 	263	10.37	 	312	12.3	 	2	0.08	 	577	22.74	 	674	26.57	 	216	8.51	 	6	0.24	 	896	35.32	 	45	1.77	 	34	1.34	 	4	0.16	 	83	3.27	 	2	0.08	 	1	0.04	 	13	0.51	 	16	0.63	 	2537	98.33	 	43	1.67	 	2580	2.55
Isabella Plains		                            	4	0.19	 	5	0.23	 	0	0	 	9	0.42	 	84	3.94	 	20	0.94	 	4	0.19	 	108	5.07	 	8	0.38	 	0	0	 	0	0	 	8	0.38	 	566	26.56	 	83	3.89	 	7	0.33	 	656	30.78	 	187	8.78	 	85	3.99	 	6	0.28	 	278	13.05	 	892	41.86	 	124	5.82	 	15	0.7	 	1031	48.38	 	23	1.08	 	5	0.23	 	2	0.09	 	30	1.41	 	1	0.05	 	0	0	 	10	0.47	 	11	0.52	 	2131	97.84	 	47	2.16	 	2178	2.15
Kambah East		                                	7	0.41	 	5	0.3	 	0	0	 	12	0.71	 	81	4.78	 	22	1.3	 	5	0.3	 	108	6.38	 	4	0.24	 	3	0.18	 	0	0	 	7	0.41	 	463	27.33	 	66	3.9	 	7	0.41	 	536	31.64	 	138	8.15	 	81	4.78	 	0	0	 	219	12.93	 	647	38.19	 	109	6.43	 	3	0.18	 	759	44.81	 	26	1.53	 	12	0.71	 	2	0.12	 	40	2.36	 	2	0.12	 	2	0.12	 	9	0.53	 	13	0.77	 	1694	98.03	 	34	1.97	 	1728	1.71
Kambah North		                               	2	0.14	 	3	0.21	 	0	0	 	5	0.34	 	77	5.26	 	20	1.37	 	3	0.21	 	100	6.84	 	4	0.27	 	0	0	 	2	0.14	 	6	0.41	 	386	26.38	 	46	3.14	 	4	0.27	 	436	29.8	 	136	9.3	 	95	6.49	 	1	0.07	 	232	15.86	 	522	35.68	 	92	6.29	 	6	0.41	 	620	42.38	 	37	2.53	 	23	1.57	 	0	0	 	60	4.1	 	0	0	 	1	0.07	 	3	0.21	 	4	0.27	 	1463	97.66	 	35	2.34	 	1498	1.48
Kambah South		                               	1	0.07	 	2	0.14	 	0	0	 	3	0.21	 	41	2.83	 	10	0.69	 	4	0.28	 	55	3.8	 	5	0.35	 	1	0.07	 	0	0	 	6	0.41	 	357	24.64	 	51	3.52	 	4	0.28	 	412	28.43	 	114	7.87	 	77	5.31	 	2	0.14	 	193	13.32	 	598	41.27	 	122	8.42	 	8	0.55	 	728	50.24	 	36	2.48	 	5	0.35	 	0	0	 	41	2.83	 	3	0.21	 	0	0	 	8	0.55	 	11	0.76	 	1449	98.3	 	25	1.7	 	1474	1.45
Kambah West		                                	8	0.26	 	7	0.22	 	0	0	 	15	0.48	 	142	4.56	 	42	1.35	 	7	0.22	 	191	6.14	 	16	0.51	 	2	0.06	 	1	0.03	 	19	0.61	 	798	25.64	 	98	3.15	 	5	0.16	 	901	28.95	 	297	9.54	 	224	7.2	 	4	0.13	 	525	16.87	 	1133	36.41	 	204	6.56	 	9	0.29	 	1346	43.25	 	63	2.02	 	20	0.64	 	2	0.06	 	85	2.73	 	3	0.1	 	2	0.06	 	25	0.8	 	30	0.96	 	3112	97.74	 	72	2.26	 	3184	3.14
Lyons		                                      	4	0.32	 	2	0.16	 	0	0	 	6	0.47	 	59	4.66	 	19	1.5	 	4	0.32	 	82	6.47	 	2	0.16	 	2	0.16	 	2	0.16	 	6	0.47	 	258	20.36	 	40	3.16	 	5	0.39	 	303	23.91	 	104	8.21	 	111	8.76	 	2	0.16	 	217	17.13	 	460	36.31	 	117	9.23	 	6	0.47	 	583	46.01	 	42	3.31	 	19	1.5	 	1	0.08	 	62	4.89	 	4	0.32	 	0	0	 	4	0.32	 	8	0.63	 	1267	97.16	 	37	2.84	 	1304	1.29
Mawson		                                     	6	0.25	 	3	0.13	 	0	0	 	9	0.38	 	79	3.32	 	21	0.88	 	7	0.29	 	107	4.49	 	3	0.13	 	1	0.04	 	0	0	 	4	0.17	 	753	31.6	 	79	3.32	 	4	0.17	 	836	35.08	 	209	8.77	 	190	7.97	 	3	0.13	 	402	16.87	 	785	32.94	 	160	6.71	 	8	0.34	 	953	39.99	 	41	1.72	 	18	0.76	 	0	0	 	59	2.48	 	0	0	 	2	0.08	 	11	0.46	 	13	0.55	 	2383	97.19	 	69	2.81	 	2452	2.42
Monash		                                     	12	0.49	 	3	0.12	 	0	0	 	15	0.61	 	79	3.23	 	17	0.69	 	3	0.12	 	99	4.04	 	6	0.24	 	0	0	 	0	0	 	6	0.24	 	738	30.13	 	79	3.23	 	12	0.49	 	829	33.85	 	222	9.06	 	135	5.51	 	5	0.2	 	362	14.78	 	929	37.93	 	130	5.31	 	11	0.45	 	1070	43.69	 	46	1.88	 	12	0.49	 	0	0	 	58	2.37	 	0	0	 	2	0.08	 	8	0.33	 	10	0.41	 	2449	97.88	 	53	2.12	 	2502	2.47
Oaks Estate		                                	0	0	 	0	0	 	0	0	 	0	0	 	17	11.41	 	3	2.01	 	0	0	 	20	13.42	 	0	0	 	0	0	 	0	0	 	0	0	 	33	22.15	 	5	3.36	 	0	0	 	38	25.5	 	4	2.68	 	14	9.4	 	0	0	 	18	12.08	 	61	40.94	 	6	4.03	 	0	0	 	67	44.97	 	1	0.67	 	2	1.34	 	0	0	 	3	2.01	 	0	0	 	1	0.67	 	2	1.34	 	3	2.01	 	149	96.13	 	6	3.87	 	155	0.15
Pearce		                                     	3	0.15	 	4	0.2	 	1	0.05	 	8	0.4	 	67	3.33	 	28	1.39	 	4	0.2	 	99	4.92	 	2	0.1	 	1	0.05	 	0	0	 	3	0.15	 	617	30.65	 	104	5.17	 	6	0.3	 	727	36.12	 	187	9.29	 	178	8.84	 	7	0.35	 	372	18.48	 	592	29.41	 	146	7.25	 	4	0.2	 	742	36.86	 	41	2.04	 	16	0.79	 	0	0	 	57	2.83	 	0	0	 	0	0	 	5	0.25	 	5	0.25	 	2013	97.77	 	46	2.23	 	2059	2.03
Red Hill		                                   	3	0.2	 	0	0	 	0	0	 	3	0.2	 	37	2.44	 	20	1.32	 	0	0	 	57	3.76	 	3	0.2	 	0	0	 	1	0.07	 	4	0.26	 	539	35.55	 	74	4.88	 	1	0.07	 	614	40.5	 	165	10.88	 	147	9.7	 	1	0.07	 	313	20.65	 	352	23.22	 	100	6.6	 	2	0.13	 	454	29.95	 	43	2.84	 	17	1.12	 	1	0.07	 	61	4.02	 	2	0.13	 	1	0.07	 	7	0.46	 	10	0.66	 	1516	97.81	 	34	2.19	 	1550	1.53
Richardson		                                 	10	0.67	 	0	0	 	0	0	 	10	0.67	 	89	6	 	10	0.67	 	3	0.2	 	102	6.88	 	7	0.47	 	1	0.07	 	0	0	 	8	0.54	 	374	25.22	 	43	2.9	 	2	0.13	 	419	28.25	 	80	5.39	 	62	4.18	 	1	0.07	 	143	9.64	 	676	45.58	 	70	4.72	 	4	0.27	 	750	50.57	 	34	2.29	 	11	0.74	 	1	0.07	 	46	3.1	 	0	0	 	1	0.07	 	4	0.27	 	5	0.34	 	1483	98.15	 	28	1.85	 	1511	1.49
Rivett		                                     	3	0.16	 	2	0.11	 	0	0	 	5	0.27	 	89	4.8	 	17	0.92	 	3	0.16	 	109	5.88	 	5	0.27	 	4	0.22	 	0	0	 	9	0.49	 	454	24.49	 	70	3.78	 	6	0.32	 	530	28.59	 	178	9.6	 	148	7.98	 	4	0.22	 	330	17.8	 	693	37.38	 	116	6.26	 	8	0.43	 	817	44.07	 	23	1.24	 	16	0.86	 	0	0	 	39	2.1	 	1	0.05	 	3	0.16	 	11	0.59	 	15	0.81	 	1854	98.3	 	32	1.7	 	1886	1.86
Tharwa		                                     	0	0	 	0	0	 	0	0	 	0	0	 	1	0.88	 	0	0	 	0	0	 	1	0.88	 	0	0	 	0	0	 	0	0	 	0	0	 	36	31.86	 	2	1.77	 	0	0	 	38	33.63	 	11	9.73	 	13	11.5	 	0	0	 	24	21.24	 	37	32.74	 	6	5.31	 	0	0	 	43	38.05	 	2	1.77	 	4	3.54	 	0	0	 	6	5.31	 	0	0	 	0	0	 	1	0.88	 	1	0.88	 	113	98.26	 	2	1.74	 	115	0.11
Theodore		                                   	2	0.15	 	6	0.44	 	0	0	 	8	0.59	 	42	3.1	 	11	0.81	 	3	0.22	 	56	4.13	 	6	0.44	 	2	0.15	 	0	0	 	8	0.59	 	353	26.01	 	54	3.98	 	5	0.37	 	412	30.36	 	102	7.52	 	85	6.26	 	3	0.22	 	190	14	 	561	41.34	 	79	5.82	 	3	0.22	 	643	47.38	 	23	1.69	 	8	0.59	 	0	0	 	31	2.28	 	4	0.29	 	0	0	 	5	0.37	 	9	0.66	 	1357	98.33	 	23	1.67	 	1380	1.36
Uriarra		                                    	0	0	 	0	0	 	0	0	 	0	0	 	1	4.76	 	0	0	 	0	0	 	1	4.76	 	0	0	 	0	0	 	0	0	 	0	0	 	3	14.29	 	0	0	 	0	0	 	3	14.29	 	2	9.52	 	0	0	 	0	0	 	2	9.52	 	15	71.43	 	0	0	 	0	0	 	15	71.43	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	21	100	 	0	0	 	21	0.02
Wanniassa		                                  	4	0.16	 	3	0.12	 	0	0	 	7	0.27	 	112	4.36	 	23	0.9	 	8	0.31	 	143	5.57	 	2	0.08	 	1	0.04	 	0	0	 	3	0.12	 	665	25.91	 	81	3.16	 	4	0.16	 	750	29.22	 	256	9.97	 	134	5.22	 	4	0.16	 	394	15.35	 	1019	39.7	 	178	6.93	 	6	0.23	 	1203	46.86	 	38	1.48	 	12	0.47	 	3	0.12	 	53	2.06	 	1	0.04	 	1	0.04	 	12	0.47	 	14	0.55	 	2567	97.87	 	56	2.13	 	2623	2.59
Wanniassa Hills		                            	7	0.29	 	5	0.21	 	0	0	 	12	0.5	 	83	3.46	 	23	0.96	 	6	0.25	 	112	4.67	 	8	0.33	 	1	0.04	 	0	0	 	9	0.38	 	713	29.75	 	102	4.26	 	11	0.46	 	826	34.46	 	227	9.47	 	176	7.34	 	5	0.21	 	408	17.02	 	782	32.62	 	157	6.55	 	9	0.38	 	948	39.55	 	44	1.84	 	18	0.75	 	3	0.13	 	65	2.71	 	2	0.08	 	2	0.08	 	13	0.54	 	17	0.71	 	2397	98.2	 	44	1.8	 	2441	2.41
Waramanga		                                  	7	0.23	 	5	0.17	 	0	0	 	12	0.4	 	107	3.54	 	33	1.09	 	4	0.13	 	144	4.77	 	11	0.36	 	4	0.13	 	1	0.03	 	16	0.53	 	764	25.28	 	118	3.9	 	8	0.26	 	890	29.45	 	305	10.09	 	242	8.01	 	6	0.2	 	553	18.3	 	1061	35.11	 	234	7.74	 	5	0.17	 	1300	43.02	 	53	1.75	 	36	1.19	 	2	0.07	 	91	3.01	 	1	0.03	 	3	0.1	 	12	0.4	 	16	0.53	 	3022	97.05	 	92	2.95	 	3114	3.07
Weston		                                     	1	0.06	 	3	0.18	 	0	0	 	4	0.24	 	47	2.81	 	17	1.01	 	5	0.3	 	69	4.12	 	9	0.54	 	2	0.12	 	0	0	 	11	0.66	 	419	25.01	 	83	4.96	 	6	0.36	 	508	30.33	 	169	10.09	 	149	8.9	 	2	0.12	 	320	19.1	 	552	32.96	 	127	7.58	 	5	0.3	 	684	40.84	 	43	2.57	 	22	1.31	 	2	0.12	 	67	4	 	2	0.12	 	0	0	 	10	0.6	 	12	0.72	 	1675	97.78	 	38	2.22	 	1713	1.69
Yarralumla		                                 	0	0	 	0	0	 	1	0.07	 	1	0.07	 	41	2.68	 	18	1.18	 	0	0	 	59	3.86	 	4	0.26	 	2	0.13	 	0	0	 	6	0.39	 	455	29.74	 	54	3.53	 	3	0.2	 	512	33.46	 	144	9.41	 	193	12.61	 	3	0.2	 	340	22.22	 	427	27.91	 	132	8.63	 	7	0.46	 	566	36.99	 	25	1.63	 	15	0.98	 	1	0.07	 	41	2.68	 	0	0	 	1	0.07	 	4	0.26	 	5	0.33	 	1530	97.45	 	40	2.55	 	1570	1.55
Special Hospitals		                          	3	0.46	 	0	0	 	0	0	 	3	0.46	 	17	2.61	 	2	0.31	 	1	0.15	 	20	3.07	 	4	0.61	 	1	0.15	 	0	0	 	5	0.77	 	364	55.83	 	19	2.91	 	1	0.15	 	384	58.9	 	57	8.74	 	11	1.69	 	0	0	 	68	10.43	 	151	23.16	 	12	1.84	 	0	0	 	163	25	 	8	1.23	 	1	0.15	 	0	0	 	9	1.38	 	0	0	 	0	0	 	0	0	 	0	0	 	652	94.08	 	41	5.92	 	693	0.68
Total Ordinary		                             	166	0.24	 	119	0.17	 	5	0.01	 	290	0.42	 	2515	3.64	 	732	1.06	 	114	0.16	 	3361	4.86	 	189	0.27	 	61	0.09	 	10	0.01	 	260	0.38	 	19974	28.9	 	2644	3.83	 	195	0.28	 	22813	33.01	 	6427	9.3	 	4938	7.15	 	106	0.15	 	11471	16.6	 	23913	34.6	 	4628	6.7	 	234	0.34	 	28775	41.64	 	1170	1.69	 	543	0.79	 	47	0.07	 	1760	2.55	 	51	0.07	 	41	0.06	 	287	0.42	 	379	0.55	 	69109	97.93	 	1460	2.07	 	70569	69.66
ABSENT		                                     	8	0.41	 	5	0.25	 	0	0	 	13	0.66	 	60	3.06	 	19	0.97	 	3	0.15	 	82	4.18	 	12	0.61	 	0	0	 	0	0	 	12	0.61	 	495	25.24	 	62	3.16	 	5	0.25	 	562	28.66	 	180	9.18	 	129	6.58	 	5	0.25	 	314	16.01	 	729	37.17	 	128	6.53	 	11	0.56	 	868	44.26	 	68	3.47	 	33	1.68	 	1	0.05	 	102	5.2	 	4	0.2	 	0	0	 	4	0.2	 	8	0.41	 	1961	98.1	 	38	1.9	 	1999	1.97
POSTAL		                                     	12	0.25	 	7	0.14	 	2	0.04	 	21	0.43	 	188	3.89	 	56	1.16	 	16	0.33	 	260	5.38	 	25	0.52	 	3	0.06	 	0	0	 	28	0.58	 	1751	36.25	 	250	5.18	 	18	0.37	 	2019	41.8	 	388	8.03	 	253	5.24	 	7	0.14	 	648	13.42	 	1366	28.28	 	307	6.36	 	26	0.54	 	1699	35.18	 	79	1.64	 	40	0.83	 	9	0.19	 	128	2.65	 	3	0.06	 	3	0.06	 	21	0.43	 	27	0.56	 	4830	99.16	 	41	0.84	 	4871	4.81
PRE_POLL		                                   	51	0.22	 	34	0.15	 	2	0.01	 	87	0.38	 	937	4.07	 	236	1.02	 	24	0.1	 	1197	5.2	 	81	0.35	 	21	0.09	 	1	0	 	103	0.45	 	6601	28.66	 	796	3.46	 	59	0.26	 	7456	32.37	 	2092	9.08	 	1354	5.88	 	43	0.19	 	3489	15.15	 	8372	36.35	 	1349	5.86	 	83	0.36	 	9804	42.57	 	520	2.26	 	205	0.89	 	36	0.16	 	761	3.3	 	15	0.07	 	21	0.09	 	99	0.43	 	135	0.59	 	23032	98.53	 	344	1.47	 	23376	23.07
PROVISIONAL		                                	2	0.42	 	2	0.42	 	0	0	 	4	0.84	 	27	5.65	 	3	0.63	 	0	0	 	30	6.28	 	4	0.84	 	0	0	 	1	0.21	 	5	1.05	 	114	23.85	 	11	2.3	 	0	0	 	125	26.15	 	28	5.86	 	13	2.72	 	1	0.21	 	42	8.79	 	229	47.91	 	22	4.6	 	2	0.42	 	253	52.93	 	16	3.35	 	2	0.42	 	0	0	 	18	3.77	 	0	0	 	0	0	 	1	0.21	 	1	0.21	 	478	97.35	 	13	2.65	 	491	0.48
Division Summary		                           	239	0.24	 	167	0.17	 	9	0.01	 	415	0.42	 	3727	3.75	 	1046	1.05	 	157	0.16	 	4930	4.96	 	311	0.31	 	85	0.09	 	12	0.01	 	408	0.41	 	28935	29.11	 	3763	3.79	 	277	0.28	 	32975	33.17	 	9115	9.17	 	6687	6.73	 	162	0.16	 	15964	16.06	 	34609	34.81	 	6434	6.47	 	356	0.36	 	41399	41.64	 	1853	1.86	 	823	0.83	 	93	0.09	 	2769	2.79	 	73	0.07	 	65	0.07	 	412	0.41	 	550	0.55	 	99410	98.13	 	1896	1.87	 	101306	96.15
 																																																																																																										

Fraser (104177)																																																																																																										

	   		 A Abolish Child Support/Family Court Party												 B Pauline Hanson's One Nation												 C Australian Women's Party												 D Liberal Party of Australia - ACT Division												 E Australian Democrats												 F Australian Labor Party (ALP)												 G Australian Greens												Ungrouped																			
