Senate - 2001 Election: Victoria																																																															
First Preference Votes by Group 																																																															
By Polling Place																																																															

Holt (88172)																																																															
		Group A Total			Group B Total			Group C Total			Group D Total			Group E Total			Group F Total			Group G Total			Group H Total			Group I Total			Group J Total			Group K Total			Group L Total			Group M Total			Group N Total			Group O Total			Group P Total			Group Q Total			Ungrouped Total			FORMAL			INFORMAL			TOTAL	
Maralinga		46	2.64		66	3.79		11	0.63		0	0.00		2	0.11		2	0.11		42	2.41		406	23.29		0	0.00		6	0.34		1047	60.07		6	0.34		78	4.48		0	0.00		2	0.11		28	1.61		1	0.06		0	0.00		1743	92.47		142	7.53		1885	2.25
Maramba		70	2.06		108	3.17		20	0.59		0	0.00		0	0.00		2	0.06		68	2.00		1443	42.38		15	0.44		2	0.06		1347	39.56		49	1.44		215	6.31		0	0.00		5	0.15		60	1.76		1	0.03		0	0.00		3405	95.32		167	4.68		3572	4.26
Melbourne (Holt)		4	6.35		3	4.76		0	0.00		0	0.00		0	0.00		0	0.00		4	6.35		20	31.75		0	0.00		0	0.00		21	33.33		0	0.00		8	12.70		0	0.00		0	0.00		3	4.76		0	0.00		0	0.00		63	98.44		1	1.56		64	0.08
Narre Warren (Holt)		60	2.13		67	2.38		13	0.46		6	0.21		0	0.00		2	0.07		54	1.91		1166	41.35		9	0.32		4	0.14		1150	40.78		29	1.03		220	7.80		0	0.00		0	0.00		40	1.42		0	0.00		0	0.00		2820	94.66		159	5.34		2979	3.55
Noble Park		61	2.73		75	3.36		15	0.67		0	0.00		1	0.04		2	0.09		35	1.57		497	22.25		5	0.22		0	0.00		1360	60.88		18	0.81		96	4.30		1	0.04		0	0.00		67	3.00		1	0.04		0	0.00		2234	89.75		255	10.25		2489	2.97
Southvale		35	2.52		51	3.67		12	0.86		2	0.14		0	0.00		4	0.29		25	1.80		315	22.66		4	0.29		0	0.00		845	60.79		4	0.29		57	4.10		1	0.07		0	0.00		35	2.52		0	0.00		0	0.00		1390	91.75		125	8.25		1515	1.81
Wallarano		93	2.76		128	3.80		28	0.83		1	0.03		2	0.06		0	0.00		61	1.81		889	26.40		17	0.50		6	0.18		1840	54.65		14	0.42		206	6.12		0	0.00		5	0.15		76	2.26		0	0.00		1	0.03		3367	92.12		288	7.88		3655	4.36
Special Hospitals		16	6.11		5	1.91		2	0.76		0	0.00		0	0.00		0	0.00		2	0.76		115	43.89		2	0.76		0	0.00		108	41.22		1	0.38		6	2.29		0	0.00		0	0.00		4	1.53		0	0.00		1	0.38		262	91.61		24	8.39		286	0.34
Total Ordinary		1443	2.18		2299	3.48		469	0.71		64	0.10		32	0.05		37	0.06		1278	1.94		19150	28.99		260	0.39		47	0.07		34658	52.48		792	1.20		3929	5.95		13	0.02		50	0.08		1480	2.24		25	0.04		20	0.03		66046	92.68		5220	7.32		71266	85.02
ABSENT		161	2.99		255	4.74		70	1.30		6	0.11		6	0.11		2	0.04		135	2.51		1720	31.98		20	0.37		1	0.02		2348	43.66		53	0.99		403	7.49		1	0.02		5	0.09		183	3.40		2	0.04		7	0.13		5378	95.98		225	4.02		5603	6.68
POSTAL		114	4.70		65	2.68		28	1.15		3	0.12		0	0.00		0	0.00		62	2.55		815	33.58		4	0.16		0	0.00		1121	46.19		36	1.48		126	5.19		3	0.12		2	0.08		45	1.85		2	0.08		1	0.04		2427	98.10		47	1.90		2474	2.95
PRE_POLL		85	2.76		114	3.70		18	0.58		0	0.00		3	0.10		4	0.13		94	3.05		975	31.69		17	0.55		5	0.16		1456	47.32		52	1.69		178	5.78		1	0.03		2	0.06		71	2.31		2	0.06		0	0.00		3077	97.71		72	2.29		3149	3.76
PROVISIONAL		29	2.37		73	5.97		4	0.33		1	0.08		2	0.16		3	0.25		24	1.96		262	21.42		3	0.25		1	0.08		734	60.02		8	0.65		51	4.17		1	0.08		0	0.00		27	2.21		0	0.00		0	0.00		1223	92.02		106	7.98		1329	1.59
Division Summary		1832	2.34		2806	3.59		589	0.75		74	0.09		43	0.06		46	0.06		1593	2.04		22922	29.33		304	0.39		54	0.07		40317	51.59		941	1.2		4687	6		19	0.02		59	0.08		1806	2.31		31	0.04		28	0.04		78151	93.24		5670	6.76		83821	95.07
