Senate - 2001 Election: Victoria																																																															
First Preference Votes by Group 																																																															
By Polling Place																																																															
																																																															
Indi (85758)																																																															
		Group A Total			Group B Total			Group C Total			Group D Total			Group E Total			Group F Total			Group G Total			Group H Total			Group I Total			Group J Total			Group K Total			Group L Total			Group M Total			Group N Total			Group O Total			Group P Total			Group Q Total			Ungrouped Total			FORMAL			INFORMAL			TOTAL	
Dederang		6	2.53		1	0.42		3	1.27		0	0.00		0	0.00		0	0.00		20	8.44		146	61.60		2	0.84		0	0.00		37	15.61		11	4.64		8	3.38		0	0.00		0	0.00		3	1.27		0	0.00		0	0.00		237	97.93		5	2.07		242	0.29
Devenish		2	1.39		4	2.78		0	0.00		0	0.00		0	0.00		0	0.00		11	7.64		88	61.11		0	0.00		0	0.00		25	17.36		4	2.78		6	4.17		0	0.00		0	0.00		4	2.78		0	0.00		0	0.00		144	96.64		5	3.36		149	0.18
Eldorado		6	2.63		5	2.19		5	2.19		0	0.00		0	0.00		0	0.00		20	8.77		110	48.25		1	0.44		0	0.00		42	18.42		1	0.44		21	9.21		0	0.00		0	0.00		16	7.02		1	0.44		0	0.00		228	97.02		7	2.98		235	0.29
Eskdale		8	3.29		2	0.82		6	2.47		2	0.82		0	0.00		0	0.00		21	8.64		147	60.49		2	0.82		1	0.41		40	16.46		0	0.00		11	4.53		0	0.00		0	0.00		3	1.23		0	0.00		0	0.00		243	96.05		10	3.95		253	0.31
Euroa		57	2.50		43	1.89		17	0.75		6	0.26		2	0.09		1	0.04		131	5.75		1187	52.08		5	0.22		12	0.53		635	27.86		13	0.57		83	3.64		0	0.00		1	0.04		86	3.77		0	0.00		0	0.00		2279	93.79		151	6.21		2430	2.96
Everton		5	2.89		5	2.89		4	2.31		0	0.00		0	0.00		0	0.00		9	5.20		92	53.18		0	0.00		0	0.00		29	16.76		0	0.00		13	7.51		0	0.00		0	0.00		15	8.67		0	0.00		1	0.58		173	98.30		3	1.70		176	0.21
Falls Creek		1	1.89		1	1.89		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		28	52.83		0	0.00		0	0.00		9	16.98		0	0.00		8	15.09		0	0.00		1	1.89		5	9.43		0	0.00		0	0.00		53	98.15		1	1.85		54	0.07
Gapsted		3	1.86		3	1.86		2	1.24		2	1.24		0	0.00		0	0.00		3	1.86		93	57.76		1	0.62		0	0.00		36	22.36		1	0.62		5	3.11		1	0.62		0	0.00		11	6.83		0	0.00		0	0.00		161	95.83		7	4.17		168	0.20
Glenrowan		16	2.27		11	1.56		6	0.85		0	0.00		0	0.00		0	0.00		46	6.52		367	51.98		3	0.42		2	0.28		159	22.52		18	2.55		51	7.22		0	0.00		1	0.14		26	3.68		0	0.00		0	0.00		706	96.71		24	3.29		730	0.89
Goorambat		6	3.31		3	1.66		2	1.10		0	0.00		0	0.00		0	0.00		9	4.97		120	66.30		0	0.00		0	0.00		24	13.26		3	1.66		9	4.97		0	0.00		0	0.00		5	2.76		0	0.00		0	0.00		181	94.76		10	5.24		191	0.23
Greta Valley		6	3.85		2	1.28		1	0.64		1	0.64		0	0.00		0	0.00		5	3.21		95	60.90		0	0.00		0	0.00		29	18.59		3	1.92		12	7.69		0	0.00		0	0.00		2	1.28		0	0.00		0	0.00		156	99.36		1	0.64		157	0.19
Harrietville		2	1.10		2	1.10		4	2.20		0	0.00		0	0.00		0	0.00		10	5.49		85	46.70		0	0.00		0	0.00		50	27.47		2	1.10		9	4.95		0	0.00		0	0.00		18	9.89		0	0.00		0	0.00		182	94.79		10	5.21		192	0.23
Invergordon		8	2.15		3	0.81		6	1.61		1	0.27		0	0.00		2	0.54		18	4.84		252	67.74		1	0.27		0	0.00		58	15.59		7	1.88		10	2.69		0	0.00		0	0.00		5	1.34		1	0.27		0	0.00		372	96.37		14	3.63		386	0.47
Katandra West		10	1.92		8	1.54		15	2.88		0	0.00		0	0.00		0	0.00		45	8.64		324	62.19		2	0.38		0	0.00		69	13.24		4	0.77		28	5.37		0	0.00		0	0.00		16	3.07		0	0.00		0	0.00		521	95.60		24	4.40		545	0.66
Kergunyah		11	4.93		3	1.35		1	0.45		0	0.00		0	0.00		0	0.00		9	4.04		148	66.37		0	0.00		0	0.00		22	9.87		0	0.00		16	7.17		0	0.00		0	0.00		13	5.83		0	0.00		0	0.00		223	96.54		8	3.46		231	0.28
Kiewa		19	3.45		8	1.45		7	1.27		0	0.00		0	0.00		0	0.00		38	6.91		332	60.36		0	0.00		0	0.00		96	17.45		7	1.27		23	4.18		0	0.00		2	0.36		18	3.27		0	0.00		0	0.00		550	96.15		22	3.85		572	0.70
Londrigan		2	1.23		4	2.47		1	0.62		0	0.00		0	0.00		1	0.62		9	5.56		79	48.77		0	0.00		1	0.62		32	19.75		2	1.23		19	11.73		0	0.00		1	0.62		11	6.79		0	0.00		0	0.00		162	95.86		7	4.14		169	0.21
Lurg		2	1.07		2	1.07		1	0.53		0	0.00		0	0.00		0	0.00		10	5.35		79	42.25		0	0.00		0	0.00		57	30.48		5	2.67		18	9.63		0	0.00		0	0.00		13	6.95		0	0.00		0	0.00		187	98.42		3	1.58		190	0.23
Markwood		6	2.61		3	1.30		5	2.17		0	0.00		0	0.00		0	0.00		9	3.91		127	55.22		1	0.43		0	0.00		46	20.00		1	0.43		17	7.39		0	0.00		0	0.00		15	6.52		0	0.00		0	0.00		230	95.83		10	4.17		240	0.29
Melbourne (Indi)		1	1.47		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		1	1.47		28	41.18		0	0.00		0	0.00		22	32.35		1	1.47		7	10.29		0	0.00		0	0.00		8	11.76		0	0.00		0	0.00		68	97.14		2	2.86		70	0.09
Milawa		5	1.45		3	0.87		7	2.02		0	0.00		0	0.00		0	0.00		20	5.78		215	62.14		0	0.00		0	0.00		58	16.76		1	0.29		24	6.94		0	0.00		0	0.00		13	3.76		0	0.00		0	0.00		346	95.05		18	4.95		364	0.44
Mitta Mitta		5	3.23		2	1.29		2	1.29		0	0.00		0	0.00		0	0.00		14	9.03		97	62.58		0	0.00		0	0.00		26	16.77		0	0.00		5	3.23		0	0.00		0	0.00		4	2.58		0	0.00		0	0.00		155	93.37		11	6.63		166	0.20
Molyullah		0	0.00		2	2.13		2	2.13		0	0.00		0	0.00		0	0.00		9	9.57		56	59.57		0	0.00		0	0.00		14	14.89		1	1.06		3	3.19		0	0.00		0	0.00		7	7.45		0	0.00		0	0.00		94	100.00		0	0.00		94	0.11
Mongans Bridge		6	4.51		1	0.75		3	2.26		0	0.00		0	0.00		0	0.00		7	5.26		73	54.89		0	0.00		0	0.00		21	15.79		4	3.01		11	8.27		0	0.00		0	0.00		7	5.26		0	0.00		0	0.00		133	97.79		3	2.21		136	0.17
Mount Beauty		23	2.30		17	1.70		18	1.80		0	0.00		0	0.00		0	0.00		56	5.59		381	38.02		2	0.20		0	0.00		350	34.93		11	1.10		66	6.59		0	0.00		2	0.20		76	7.58		0	0.00		0	0.00		1002	95.52		47	4.48		1049	1.28
Mount Hotham		1	5.26		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		10	52.63		0	0.00		0	0.00		0	0.00		0	0.00		4	21.05		0	0.00		0	0.00		4	21.05		0	0.00		0	0.00		19	100.00		0	0.00		19	0.02
Moyhu		10	2.11		4	0.84		2	0.42		0	0.00		0	0.00		0	0.00		26	5.49		305	64.35		1	0.21		0	0.00		84	17.72		1	0.21		22	4.64		0	0.00		0	0.00		19	4.01		0	0.00		0	0.00		474	96.73		16	3.27		490	0.60
Mudgegonga		5	3.31		0	0.00		1	0.66		0	0.00		0	0.00		0	0.00		14	9.27		82	54.30		0	0.00		1	0.66		28	18.54		2	1.32		6	3.97		0	0.00		0	0.00		12	7.95		0	0.00		0	0.00		151	96.79		5	3.21		156	0.19
Myrrhee		3	3.09		1	1.03		1	1.03		0	0.00		0	0.00		0	0.00		7	7.22		54	55.67		1	1.03		0	0.00		15	15.46		0	0.00		7	7.22		0	0.00		0	0.00		8	8.25		0	0.00		0	0.00		97	97.98		2	2.02		99	0.12
Myrtleford		77	3.29		69	2.95		33	1.41		3	0.13		2	0.09		0	0.00		114	4.87		1154	49.32		12	0.51		0	0.00		652	27.86		18	0.77		136	5.81		0	0.00		1	0.04		68	2.91		0	0.00		1	0.04		2340	92.31		195	7.69		2535	3.09
Oxley		6	1.70		5	1.42		10	2.83		0	0.00		0	0.00		1	0.28		26	7.37		209	59.21		3	0.85		0	0.00		59	16.71		3	0.85		21	5.95		0	0.00		0	0.00		10	2.83		0	0.00		0	0.00		353	96.45		13	3.55		366	0.45
Porepunkah		17	2.69		6	0.95		9	1.43		0	0.00		1	0.16		0	0.00		26	4.12		336	53.25		2	0.32		1	0.16		144	22.82		9	1.43		34	5.39		0	0.00		1	0.16		45	7.13		0	0.00		0	0.00		631	95.17		32	4.83		663	0.81
Rutherglen		36	2.35		28	1.83		27	1.77		3	0.20		0	0.00		0	0.00		99	6.47		778	50.88		6	0.39		1	0.07		402	26.29		6	0.39		84	5.49		0	0.00		2	0.13		57	3.73		0	0.00		0	0.00		1529	95.09		79	4.91		1608	1.96
St James		3	1.44		5	2.39		2	0.96		0	0.00		0	0.00		0	0.00		9	4.31		157	75.12		0	0.00		0	0.00		23	11.00		4	1.91		3	1.44		0	0.00		0	0.00		3	1.44		0	0.00		0	0.00		209	98.12		4	1.88		213	0.26
Sandy Creek		6	3.85		2	1.28		3	1.92		0	0.00		0	0.00		0	0.00		8	5.13		83	53.21		1	0.64		0	0.00		37	23.72		2	1.28		8	5.13		0	0.00		0	0.00		6	3.85		0	0.00		0	0.00		156	95.71		7	4.29		163	0.20
Springhurst		8	3.57		4	1.79		3	1.34		0	0.00		0	0.00		0	0.00		18	8.04		120	53.57		0	0.00		0	0.00		48	21.43		4	1.79		9	4.02		0	0.00		0	0.00		10	4.46		0	0.00		0	0.00		224	96.14		9	3.86		233	0.28
Stanley		3	1.44		3	1.44		2	0.96		0	0.00		1	0.48		0	0.00		11	5.26		78	37.32		1	0.48		0	0.00		60	28.71		3	1.44		13	6.22		0	0.00		0	0.00		34	16.27		0	0.00		0	0.00		209	97.66		5	2.34		214	0.26
Strathbogie		5	2.22		2	0.89		2	0.89		0	0.00		0	0.00		0	0.00		21	9.33		114	50.67		0	0.00		0	0.00		41	18.22		0	0.00		11	4.89		0	0.00		0	0.00		29	12.89		0	0.00		0	0.00		225	96.98		7	3.02		232	0.28
Swanpool		3	0.83		5	1.38		6	1.66		0	0.00		0	0.00		0	0.00		24	6.63		206	56.91		0	0.00		3	0.83		76	20.99		1	0.28		12	3.31		0	0.00		0	0.00		26	7.18		0	0.00		0	0.00		362	94.76		20	5.24		382	0.47
Tallangatta		20	2.46		15	1.85		13	1.60		0	0.00		1	0.12		0	0.00		86	10.58		421	51.78		2	0.25		2	0.25		167	20.54		9	1.11		36	4.43		0	0.00		1	0.12		40	4.92		0	0.00		0	0.00		813	95.20		41	4.80		854	1.04
Tallangatta Valley		1	1.00		1	1.00		1	1.00		1	1.00		1	1.00		0	0.00		4	4.00		66	66.00		0	0.00		0	0.00		9	9.00		2	2.00		4	4.00		0	0.00		0	0.00		10	10.00		0	0.00		0	0.00		100	95.24		5	4.76		105	0.13
Tarrawingee		4	1.74		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		15	6.52		149	64.78		2	0.87		0	0.00		37	16.09		1	0.43		10	4.35		0	0.00		0	0.00		12	5.22		0	0.00		0	0.00		230	96.64		8	3.36		238	0.29
Tatong		3	1.73		1	0.58		2	1.16		0	0.00		0	0.00		0	0.00		7	4.05		90	52.02		1	0.58		0	0.00		46	26.59		2	1.16		9	5.20		0	0.00		0	0.00		12	6.94		0	0.00		0	0.00		173	95.05		9	4.95		182	0.22
Tawonga		9	2.48		7	1.93		7	1.93		0	0.00		0	0.00		0	0.00		26	7.16		178	49.04		1	0.28		0	0.00		80	22.04		8	2.20		19	5.23		0	0.00		2	0.55		26	7.16		0	0.00		0	0.00		363	94.29		22	5.71		385	0.47
Thoona		6	2.71		4	1.81		2	0.90		0	0.00		0	0.00		0	0.00		19	8.60		116	52.49		0	0.00		0	0.00		41	18.55		6	2.71		14	6.33		0	0.00		0	0.00		13	5.88		0	0.00		0	0.00		221	97.36		6	2.64		227	0.28
Tungamah		3	1.05		13	4.55		4	1.40		0	0.00		0	0.00		0	0.00		18	6.29		130	45.45		2	0.70		0	0.00		99	34.62		1	0.35		11	3.85		0	0.00		0	0.00		4	1.40		1	0.35		0	0.00		286	93.77		19	6.23		305	0.37
Violet Town		14	1.85		18	2.38		13	1.72		0	0.00		0	0.00		1	0.13		61	8.06		355	46.90		1	0.13		2	0.26		161	21.27		2	0.26		49	6.47		0	0.00		0	0.00		78	10.30		1	0.13		1	0.13		757	94.74		42	5.26		799	0.97
Wahgunyah		10	1.95		9	1.76		5	0.98		1	0.20		0	0.00		0	0.00		42	8.20		242	47.27		2	0.39		0	0.00		150	29.30		2	0.39		24	4.69		0	0.00		1	0.20		23	4.49		0	0.00		1	0.20		512	93.26		37	6.74		549	0.67
Walwa		3	1.63		3	1.63		7	3.80		0	0.00		0	0.00		0	0.00		21	11.41		96	52.17		1	0.54		1	0.54		34	18.48		0	0.00		7	3.80		0	0.00		0	0.00		11	5.98		0	0.00		0	0.00		184	94.85		10	5.15		194	0.24
Wandiligong		8	4.08		0	0.00		5	2.55		0	0.00		0	0.00		0	0.00		11	5.61		69	35.20		0	0.00		0	0.00		66	33.67		1	0.51		19	9.69		0	0.00		0	0.00		17	8.67		0	0.00		0	0.00		196	96.55		7	3.45		203	0.25
Wangaratta		46	2.24		46	2.24		30	1.46		0	0.00		0	0.00		1	0.05		89	4.33		981	47.71		12	0.58		1	0.05		526	25.58		24	1.17		176	8.56		0	0.00		0	0.00		121	5.89		1	0.05		2	0.10		2056	94.05		130	5.95		2186	2.66
Wangaratta Hospital		2	1.16		3	1.73		5	2.89		0	0.00		0	0.00		0	0.00		6	3.47		78	45.09		1	0.58		0	0.00		62	35.84		4	2.31		12	6.94		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		173	97.74		4	2.26		177	0.22
Wangaratta West		47	2.13		46	2.08		23	1.04		4	0.18		1	0.05		0	0.00		76	3.44		1178	53.28		5	0.23		1	0.05		619	28.00		19	0.86		123	5.56		1	0.05		2	0.09		65	2.94		1	0.05		0	0.00		2211	92.74		173	7.26		2384	2.90
West End		61	2.48		32	1.30		31	1.26		5	0.20		1	0.04		0	0.00		109	4.44		1353	55.11		7	0.29		0	0.00		566	23.05		14	0.57		170	6.92		0	0.00		0	0.00		104	4.24		1	0.04		1	0.04		2455	95.38		119	4.62		2574	3.13
Whitfield		4	1.91		1	0.48		1	0.48		0	0.00		0	0.00		0	0.00		9	4.31		91	43.54		0	0.00		1	0.48		60	28.71		5	2.39		14	6.70		0	0.00		0	0.00		22	10.53		1	0.48		0	0.00		209	95.00		11	5.00		220	0.27
Whorouly		10	2.78		6	1.67		3	0.83		0	0.00		0	0.00		0	0.00		23	6.39		234	65.00		2	0.56		0	0.00		50	13.89		0	0.00		18	5.00		0	0.00		2	0.56		12	3.33		0	0.00		0	0.00		360	95.49		17	4.51		377	0.46
Wodonga		199	2.94		158	2.34		106	1.57		11	0.16		1	0.01		2	0.03		402	5.94		3208	47.43		20	0.30		3	0.04		1841	27.22		96	1.42		427	6.31		1	0.01		9	0.13		272	4.02		3	0.04		4	0.06		6763	94.47		396	5.53		7159	8.72
Wodonga Central		81	2.51		67	2.07		46	1.42		5	0.15		2	0.06		4	0.12		199	6.16		1537	47.54		10	0.31		4	0.12		927	28.67		43	1.33		172	5.32		2	0.06		4	0.12		128	3.96		0	0.00		2	0.06		3233	94.70		181	5.30		3414	4.16
Wodonga District Hospital		6	2.21		7	2.58		3	1.11		0	0.00		0	0.00		0	0.00		21	7.75		125	46.13		1	0.37		0	0.00		87	32.10		1	0.37		11	4.06		0	0.00		0	0.00		9	3.32		0	0.00		0	0.00		271	96.44		10	3.56		281	0.34
Wodonga South		68	2.23		51	1.67		44	1.44		2	0.07		1	0.03		0	0.00		175	5.74		1636	53.62		10	0.33		0	0.00		736	24.12		37	1.21		202	6.62		0	0.00		3	0.10		85	2.79		0	0.00		1	0.03		3051	95.14		156	4.86		3207	3.90
Wodonga West		43	1.92		50	2.23		37	1.65		3	0.13		2	0.09		0	0.00		104	4.63		1091	48.60		7	0.31		2	0.09		618	27.53		36	1.60		169	7.53		1	0.04		4	0.18		77	3.43		0	0.00		1	0.04		2245	96.39		84	3.61		2329	2.84
Wooragee		7	3.45		3	1.48		2	0.99		0	0.00		0	0.00		0	0.00		24	11.82		104	51.23		0	0.00		0	0.00		33	16.26		2	0.99		13	6.40		0	0.00		0	0.00		15	7.39		0	0.00		0	0.00		203	98.07		4	1.93		207	0.25
Yackandandah		19	1.74		23	2.11		20	1.83		1	0.09		0	0.00		0	0.00		77	7.06		474	43.49		3	0.28		0	0.00		249	22.84		22	2.02		114	10.46		0	0.00		0	0.00		87	7.98		0	0.00		1	0.09		1090	95.95		46	4.05		1136	1.38
Yarrawonga		40	2.86		23	1.64		14	1.00		0	0.00		1	0.07		1	0.07		78	5.58		710	50.75		6	0.43		1	0.07		457	32.67		4	0.29		41	2.93		0	0.00		0	0.00		23	1.64		0	0.00		0	0.00		1399	94.27		85	5.73		1484	1.81
Yarrawonga West		31	1.92		28	1.73		14	0.87		1	0.06		0	0.00		0	0.00		58	3.59		946	58.54		4	0.25		1	0.06		447	27.66		6	0.37		46	2.85		1	0.06		2	0.12		31	1.92		0	0.00		0	0.00		1616	95.00		85	5.00		1701	2.07
Yarrunga		108	3.22		98	2.92		64	1.91		6	0.18		2	0.06		1	0.03		197	5.87		1407	41.92		15	0.45		3	0.09		1130	33.67		30	0.89		186	5.54		2	0.06		5	0.15		102	3.04		0	0.00		0	0.00		3356	93.25		243	6.75		3599	4.38
Special Hospitals		9	3.98		3	1.33		1	0.44		0	0.00		0	0.00		0	0.00		5	2.21		146	64.60		2	0.88		0	0.00		58	25.66		0	0.00		1	0.44		0	0.00		0	0.00		1	0.44		0	0.00		0	0.00		226	91.87		20	8.13		246	0.30
Total Ordinary		1602	2.47		1264	1.95		927	1.43		70	0.11		29	0.04		23	0.04		3665	5.65		32878	50.69		206	0.32		59	0.09		16705	25.76		667	1.03		3785	5.84		14	0.02		66	0.10		2854	4.40		19	0.03		25	0.04		64858	94.85		3520	5.15		68378	83.24
ABSENT		113	3.01		101	2.69		72	1.92		2	0.05		0	0.00		3	0.08		130	3.46		1609	42.82		14	0.37		1	0.03		851	22.65		42	1.12		418	11.12		1	0.03		6	0.16		391	10.40		0	0.00		4	0.11		3758	97.81		84	2.19		3842	4.68
POSTAL		63	2.41		38	1.45		42	1.60		0	0.00		3	0.11		2	0.08		176	6.73		1470	56.17		8	0.31		4	0.15		555	21.21		26	0.99		161	6.15		0	0.00		3	0.11		60	2.29		2	0.08		4	0.15		2617	98.72		34	1.28		2651	3.23
PRE_POLL		232	3.45		146	2.17		95	1.41		3	0.04		3	0.04		7	0.10		392	5.84		3286	48.94		20	0.30		8	0.12		1781	26.52		96	1.43		358	5.33		2	0.03		8	0.12		268	3.99		7	0.10		3	0.04		6715	97.76		154	2.24		6869	8.36
PROVISIONAL		14	3.57		16	4.08		7	1.79		2	0.51		0	0.00		0	0.00		23	5.87		154	39.29		0	0.00		0	0.00		132	33.67		5	1.28		18	4.59		0	0.00		1	0.26		19	4.85		1	0.26		0	0.00		392	96.79		13	3.21		405	0.49
Division Summary		2024	2.58		1565	2		1143	1.46		77	0.1		35	0.04		35	0.04		4386	5.6		39397	50.29		248	0.32		72	0.09		20024	25.56		836	1.07		4740	6.05		17	0.02		84	0.11		3592	4.59		29	0.04		36	0.05		78340	95.37		3805	4.63		82145	95.79
