		INFORMAL	2844	3.90	161	3.86	34	6.40	63	1.77	63	1.57	3165	3.72																																																														
		TOTAL	72834	85.58	4174	4.90	531	0.62	3550	4.17	4016	4.72	85105	96.55																																																														
Two Candidate Preferred																																																																												
#	"GIBBONS, Steve"	ALP	37659	53.81	2106	52.48	318	63.98	1752	50.24	2057	52.04	43892	53.57																																																														
	"SHARKEY, Maurie"	LP	32331	46.19	1907	47.52	179	36.02	1735	49.76	1896	47.96	38048	46.43																																																														
	EXHAUSTED		0		0		0		0		0		0																																																															
																																																																												
																																																																												
																																																																												
Bruce (85447)																																																																												
																																																																												
			Ordinary		Absent		Provisional		Pre Poll		Postal		Total																																																															
Candidates		Party	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%																																																														
	"COLLIS, David"	GRN	2636	3.97	409	8.50	19	5.38	158	5.41	127	3.14	3349	4.27																																																														
	"STEEL, Reg"	LP	26847	40.46	1764	36.65	95	26.91	1243	42.60	1864	46.08	31813	40.54																																																														
#	"GRIFFIN, Alan"	ALP	32578	49.10	2177	45.23	220	62.32	1310	44.89	1865	46.11	38150	48.61																																																														
	"ROBYNS, Shaun"	DEM	4286	6.46	463	9.62	19	5.38	207	7.09	189	4.67	5164	6.58																																																														
		FORMAL	66347	96.28	4813	95.27	353	94.39	2918	97.36	4045	98.47	78476	96.35																																																														
		INFORMAL	2567	3.72	239	4.73	21	5.61	79	2.64	63	1.53	2969	3.65																																																														
		TOTAL	68914	84.61	5052	6.20	374	0.46	2997	3.68	4108	5.04	81445	95.32																																																														
Two Candidate Preferred																																																																												
	"STEEL, Reg"	LP	29303	44.17	2097	43.57	102	28.90	1403	48.08	1979	48.92	34884	44.45																																																														
#	"GRIFFIN, Alan"	ALP	37044	55.83	2716	56.43	251	71.10	1515	51.92	2066	51.08	43592	55.55																																																														
	EXHAUSTED		0		0		0		0		0		0																																																															
																																																																												
																																																																												
																																																																												
Burke (88943)																																																																												
																																																																												
			Ordinary		Absent		Provisional		Pre Poll		Postal		Total																																																															
Candidates		Party	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%																																																														
	"WARD, Marcus"	GRN	5155	7.34	546	10.53	37	8.92	214	6.54	110	3.85	6062	7.39																																																														
	"LUTZ, Geoff"	DEM	4514	6.43	520	10.03	30	7.23	258	7.89	171	5.98	5493	6.70																																																														
	"DAWE, Chris"	LP	26528	37.76	1812	34.95	144	34.70	1413	43.18	1385	48.44	31282	38.16																																																														
#	"O'CONNOR, Brendan"	ALP	34048	48.47	2306	44.48	204	49.16	1387	42.39	1193	41.73	39138	47.74																																																														
		FORMAL	70245	96.38	5184	95.21	415	96.96	3272	97.61	2859	98.62	81975	96.43																																																														
		INFORMAL	2637	3.62	261	4.79	13	3.04	80	2.39	40	1.38	3031	3.57																																																														
		TOTAL	72882	85.74	5445	6.41	428	0.50	3352	3.94	2899	3.41	85006	95.57																																																														
Two Candidate Preferred																																																																												
	"DAWE, Chris"	LP	30874	43.95	2285	44.08	178	42.89	1611	49.24	1523	53.27	36471	44.49																																																														
#	"O'CONNOR, Brendan"	ALP	39371	56.05	2899	55.92	237	57.11	1661	50.76	1336	46.73	45504	55.51																																																														
	EXHAUSTED		0		0		0		0		0		0																																																															
																																																																												
																																																																												
																																																																												
Calwell (98330)																																																																												
																																																																												
			Ordinary		Absent		Provisional		Pre Poll		Postal		Total																																																															
Candidates		Party	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%																																																														
	"ABBOTTO, John"	NGST	2376	3.12	416	8.60	44	6.56	165	4.89	73	3.57	3074	3.53																																																														
	"THEOPHANOUS, Andrew"	IND	7681	10.07	287	5.93	65	9.69	253	7.50	106	5.19	8392	9.63																																																														
	"BOCHI, Mohamed Walid"		474	0.62	40	0.83	7	1.04	20	0.59	14	0.68	555	0.64																																																														
	"LIVESAY, Robert"	DEM	2797	3.67	302	6.24	17	2.53	141	4.18	99	4.84	3356	3.85																																																														
#	"VAMVAKINOU, Maria"	ALP	40093	52.59	2218	45.84	356	53.06	1597	47.32	939	45.94	45203	51.85																																																														
	"YOHANNA, Sleiman"	CEC	400	0.52	29	0.60	23	3.43	5	0.15	8	0.39	465	0.53																																																														
	"BARKER, Bee"	GRN	1759	2.31	200	4.13	25	3.73	86	2.55	35	1.71	2105	2.41																																																														
	"DERVISH, D"	IND	1825	2.39	66	1.36	18	2.68	66	1.96	28	1.37	2003	2.30																																																														
	"BULLER, Darren"	LP	18839	24.71	1281	26.47	116	17.29	1042	30.87	742	36.30	22020	25.26																																																														
		FORMAL	76244	93.47	4839	91.06	671	91.92	3375	95.91	2044	98.41	87173	93.53																																																														
		INFORMAL	5324	6.53	475	8.94	59	8.08	144	4.09	33	1.59	6035	6.47																																																														
		TOTAL	81568	87.51	5314	5.70	730	0.78	3519	3.78	2077	2.23	93208	94.79																																																														
Two Candidate Preferred																																																																												
#	"VAMVAKINOU, Maria"	ALP	52097	68.33	3183	65.78	490	73.03	2083	61.72	1191	58.27	59044	67.73																																																														
	"BULLER, Darren"	LP	24147	31.67	1656	34.22	181	26.97	1292	38.28	853	41.73	28129	32.27																																																														
	EXHAUSTED		0		0		0		0		0		0																																																															
																																																																												
																																																																												
																																																																												
Casey (85278)																																																																												
																																																																												
			Ordinary		Absent		Provisional		Pre Poll		Postal		Total																																																															
Candidates		Party	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%																																																														
	"JOYCE, Tom"	DEM	5593	8.38	600	11.95	44	10.89	291	8.55	210	6.68	6738	8.56																																																														
#	"SMITH, Tony"	LP	34184	51.21	2304	45.90	199	49.26	1732	50.88	1935	61.55	40354	51.26																																																														
	"LEACH, Lorraine"	GRN	4549	6.81	517	10.30	28	6.93	194	5.70	136	4.33	5424	6.89																																																														
	"McKENZIE, David"	ALP	22429	33.60	1599	31.85	133	32.92	1187	34.87	863	27.45	26211	33.29																																																														
		FORMAL	66755	96.32	5020	96.24	404	94.39	3404	97.51	3144	98.04	78727	96.42																																																														
		INFORMAL	2552	3.68	196	3.76	24	5.61	87	2.49	63	1.96	2922	3.58																																																														
		TOTAL	69307	84.88	5216	6.39	428	0.52	3491	4.28	3207	3.93	81649	95.74																																																														
Two Candidate Preferred																																																																												
#	"SMITH, Tony"	LP	37998	56.92	2769	55.16	224	55.45	1943	57.08	2070	65.84	45004	57.16																																																														
	"McKENZIE, David"	ALP	28757	43.08	2251	44.84	180	44.55	1461	42.92	1074	34.16	33723	42.84																																																														
	EXHAUSTED		0		0		0		0		0		0																																																															
																																																																												
																																																																												
																																																																												
Chisholm (86680)																																																																												
																																																																												
			Ordinary		Absent		Provisional		Pre Poll		Postal		Total																																																															
Candidates		Party	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%																																																														
	"CLOWES, Ros"	LP	28770	43.34	2313	41.01	88	41.71	1363	43.23	2302	50.50	34836	43.58																																																														
	"BENNETT, James"	DEM	4293	6.47	587	10.41	16	7.58	253	8.02	230	5.05	5379	6.73																																																														
#	"BURKE, Anna"	ALP	28612	43.11	2085	36.97	96	45.50	1311	41.58	1825	40.04	33929	42.44																																																														
	"MURRAY, John"	NGST	652	0.98	123	2.18	5	2.37	57	1.81	58	1.27	895	1.12																																																														
	"TANKEY, Howard"	GRN	4048	6.10	532	9.43	6	2.84	169	5.36	143	3.14	4898	6.13																																																														
		FORMAL	66375	96.84	5640	97.01	211	96.79	3153	97.65	4558	98.79	79937	96.99																																																														
		INFORMAL	2168	3.16	174	2.99	7	3.21	76	2.35	56	1.21	2481	3.01																																																														
		TOTAL	68543	83.17	5814	7.05	218	0.26	3229	3.92	4614	5.60	82418	95.08																																																														
Two Candidate Preferred																																																																												
	"CLOWES, Ros"	LP	30991	46.69	2712	48.09	98	46.45	1518	48.14	2439	53.51	37758	47.23																																																														
#	"BURKE, Anna"	ALP	35384	53.31	2928	51.91	113	53.55	1635	51.86	2119	46.49	42179	52.77																																																														
	EXHAUSTED		0		0		0		0		0		0																																																															
																																																																												
																																																																												
																																																																												
Corangamite (85955)																																																																												
																																																																												
			Ordinary		Absent		Provisional		Pre Poll		Postal		Total																																																															
Candidates		Party	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%																																																														
	"HILLS, Graham"	HAN	1598	2.41	137	2.89	9	1.86	128	2.94	111	2.78	1983	2.48																																																														
	"STRAUSS, Nigel"	LFF	1670	2.51	145	3.06	15	3.09	72	1.65	58	1.45	1960	2.45																																																														
	"HODGE, Robyn"	DEM	4180	6.29	441	9.30	53	10.93	270	6.21	185	4.63	5129	6.41																																																														
#	"McARTHUR, Stewart"	LP	31216	47.00	1972	41.60	203	41.86	2131	48.98	2407	60.22	37929	47.42																																																														
	"LYGO, Iain"	GRN	4219	6.35	478	10.08	44	9.07	217	4.99	138	3.45	5096	6.37																																																														
	"ARUNDELL, Simon"	IND	1075	1.62	101	2.13	7	1.44	78	1.79	65	1.63	1326	1.66																																																														
	"BJORK-BILLINGS, Michael"	ALP	22461	33.82	1466	30.93	154	31.75	1455	33.44	1033	25.84	26569	33.21																																																														
		FORMAL	66419	96.58	4740	95.41	485	94.73	4351	97.34	3997	98.25	79992	96.62																																																														
		INFORMAL	2353	3.42	228	4.59	27	5.27	119	2.66	71	1.75	2798	3.38																																																														
		TOTAL	68772	83.07	4968	6.00	512	0.62	4470	5.40	4068	4.91	82790	96.32																																																														
Two Candidate Preferred																																																																												
#	"McARTHUR, Stewart"	LP	36609	55.12	2567	54.16	252	51.96	2453	56.38	2648	66.25	44529	55.67																																																														
	"BJORK-BILLINGS, Michael"	ALP	29810	44.88	2173	45.84	233	48.04	1898	43.62	1349	33.75	35463	44.33																																																														
	EXHAUSTED		0		0		0		0		0		0																																																															
																																																																												
																																																																												
																																																																												
Corio (85836)																																																																												
																																																																												
			Ordinary		Absent		Provisional		Pre Poll		Postal		Total																																																															
Candidates		Party	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%																																																														
	"MENHEERE-THOMPSON, Erica"	DEM	4562	6.85	356	10.57	66	10.33	250	6.60	154	4.24	5388	6.91																																																														
#	"O'CONNOR, Gavan"	ALP	32942	49.48	1314	39.03	342	53.52	1825	48.18	1598	43.97	38021	48.75																																																														
	"GOODEN, Tim"		613	0.92	35	1.04	10	1.56	23	0.61	17	0.47	698	0.89																																																														
	"MALESIC, Steve"	LP	23777	35.72	1227	36.44	171	26.76	1435	37.88	1644	45.24	28254	36.22																																																														
	"HILL, Gareth"	CEC	138	0.21	17	0.50	1	0.16	10	0.26	10	0.28	176	0.23																																																														
	"TIRKOT, Herbert Georg"	HAN	1166	1.75	71	2.11	11	1.72	81	2.14	91	2.50	1420	1.82																																																														
	"FAIRBROTHER, Cheryl"		564	0.85	45	1.34	7	1.10	19	0.50	18	0.50	653	0.84																																																														
	"JOHNSON, Catherine"	GRN	2808	4.22	302	8.97	31	4.85	145	3.83	102	2.81	3388	4.34																																																														
		FORMAL	66570	94.69	3367	94.45	639	91.42	3788	96.90	3634	97.98	77998	94.91																																																														
		INFORMAL	3731	5.31	198	5.55	60	8.58	121	3.10	75	2.02	4185	5.09																																																														
		TOTAL	70301	85.54	3565	4.34	699	0.85	3909	4.76	3709	4.51	82183	95.74																																																														
Two Candidate Preferred																																																																												
#	"O'CONNOR, Gavan"	ALP	39483	59.31	1843	54.74	435	68.08	2185	57.68	1841	50.66	45787	58.70																																																														
	"MALESIC, Steve"	LP	27087	40.69	1524	45.26	204	31.92	1603	42.32	1793	49.34	32211	41.30																																																														
	EXHAUSTED		0		0		0		0		0		0																																																															
																																																																												
																																																																												
																																																																												
Deakin (85208)																																																																												
																																																																												
			Ordinary		Absent		Provisional		Pre Poll		Postal		Total																																																															
Candidates		Party	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%																																																														
	"AYLIFFE, Nahum"	DEM	5216	7.88	560	10.94	33	11.07	269	8.41	239	5.48	6317	7.98																																																														
	"BUCKINGHAM, Helen"	ALP	25756	38.91	1802	35.22	129	43.29	1128	35.25	1582	36.29	30397	38.39																																																														
	"EVANS, Robyn"	GRN	4094	6.18	527	10.30	19	6.38	222	6.94	183	4.20	5045	6.37																																																														
#	"BARRESI, Phil"	LP	31136	47.03	2228	43.54	117	39.26	1581	49.41	2355	54.03	37417	47.26																																																														
		FORMAL	66202	97.36	5117	96.89	298	96.13	3200	97.95	4359	98.93	79176	97.44																																																														
		INFORMAL	1792	2.64	164	3.11	12	3.87	67	2.05	47	1.07	2082	2.56																																																														
		TOTAL	67994	83.68	5281	6.50	310	0.38	3267	4.02	4406	5.42	81258	95.36																																																														
Two Candidate Preferred																																																																												
	"BUCKINGHAM, Helen"	ALP	32148	48.56	2556	49.95	168	56.38	1465	45.78	1877	43.06	38214	48.26																																																														
#	"BARRESI, Phil"	LP	34054	51.44	2561	50.05	130	43.62	1735	54.22	2482	56.94	40962	51.74																																																														
	EXHAUSTED		0		0		0		0		0		0																																																															
																																																																												
																																																																												
																																																																												
Dunkley (85129)																																																																												
																																																																												
			Ordinary		Absent		Provisional		Pre Poll		Postal		Total																																																															
Candidates		Party	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%																																																														
#	"BILLSON, Bruce"	LP	32997	49.76	1750	45.45	269	43.39	2134	51.51	2053	56.54	39203	49.90																																																														
	"CARTWRIGHT, Michael"	HAN	1190	1.79	94	2.44	18	2.90	72	1.74	64	1.76	1438	1.83																																																														
	"CONROY, Mark"	ALP	23840	35.95	1273	33.06	256	41.29	1492	36.01	1227	33.79	28088	35.75																																																														
	"DAVIS, Fletcher"	IND	771	1.16	73	1.90	8	1.29	109	2.63	34	0.94	995	1.27																																																														
	"KELSALL, Henry"	GRN	3833	5.78	344	8.94	33	5.32	156	3.77	120	3.30	4486	5.71																																																														
	"WOODHOUSE, Ian"	DEM	3685	5.56	316	8.21	36	5.81	180	4.34	133	3.66	4350	5.54																																																														
		FORMAL	66316	96.43	3850	95.77	620	94.37	4143	97.80	3631	98.61	78560	96.55																																																														
		INFORMAL	2454	3.57	170	4.23	37	5.63	93	2.20	51	1.39	2805	3.45																																																														
		TOTAL	68770	84.52	4020	4.94	657	0.81	4236	5.21	3682	4.53	81365	95.58																																																														
Two Candidate Preferred																																																																												
#	"BILLSON, Bruce"	LP	36657	55.28	2056	53.40	302	48.71	2343	56.55	2179	60.01	43537	55.42																																																														
	"CONROY, Mark"	ALP	29659	44.72	1794	46.60	318	51.29	1800	43.45	1452	39.99	35023	44.58																																																														
	EXHAUSTED		0		0		0		0		0		0																																																															
																																																																												
																																																																												
																																																																												
Flinders (91403)																																																																												
																																																																												
			Ordinary		Absent		Provisional		Pre Poll		Postal		Total																																																															
Candidates		Party	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%																																																														
	"WILSON, Earle"	IND	693	1.01	133	2.88	15	2.51	88	1.34	39	0.94	968	1.15																																																														
	"DOWEY, Kevin Joseph Peter"	HAN	1493	2.18	127	2.75	14	2.35	169	2.57	108	2.60	1911	2.27																																																														
	"BLADE, Ashley"	IND	420	0.61	78	1.69	8	1.34	41	0.62	20	0.48	567	0.67																																																														
#	"HUNT, Greg"	LP	35313	51.65	2212	47.88	274	45.90	3395	51.66	2407	57.86	43601	51.71																																																														
	"FINCH, Wayne"	ALP	22572	33.01	1301	28.16	187	31.32	2364	35.97	1271	30.55	27695	32.85																																																														
	"ARMSTRONG, Richard"	DEM	3848	5.63	369	7.99	40	6.70	282	4.29	151	3.63	4690	5.56																																																														
	"DE RANGO, David"	GRN	4030	5.89	400	8.66	59	9.88	233	3.55	164	3.94	4886	5.79																																																														
		FORMAL	68369	96.05	4620	95.04	597	95.67	6572	97.78	4160	98.39	84318	96.23																																																														
		INFORMAL	2815	3.95	241	4.96	27	4.33	149	2.22	68	1.61	3300	3.77																																																														
		TOTAL	71184	81.24	4861	5.55	624	0.71	6721	7.67	4228	4.83	87618	95.86																																																														
Two Candidate Preferred																																																																												
#	"HUNT, Greg"	LP	39245	57.40	2693	58.29	327	54.77	3743	56.95	2577	61.95	48585	57.62																																																														
	"FINCH, Wayne"	ALP	29124	42.60	1927	41.71	270	45.23	2829	43.05	1583	38.05	35733	42.38																																																														
	EXHAUSTED		0		0		0		0		0		0																																																															
																																																																												
																																																																												
																																																																												
Gellibrand (86496)																																																																												
																																																																												
			Ordinary		Absent		Provisional		Pre Poll		Postal		Total																																																															
Candidates		Party	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%																																																														
	"TANN, Christopher"	LP	16356	25.01	1151	25.73	146	22.12	820	25.45	718	27.56	19191	25.13																																																														
#	"ROXON, Nicola"	ALP	39692	60.69	2352	52.58	442	66.97	1935	60.06	1703	65.37	46124	60.40																																																														
	"RICHARDS, Rachel"	DEM	4427	6.77	442	9.88	34	5.15	249	7.73	104	3.99	5256	6.88																																																														
	"FINEY, Michele"	GRN	4111	6.29	452	10.11	30	4.55	173	5.37	65	2.50	4831	6.33																																																														
	"JORQUERA, Jorge"		819	1.25	76	1.70	8	1.21	45	1.40	15	0.58	963	1.26																																																														
		FORMAL	65405	94.93	4473	94.99	660	93.22	3222	96.50	2605	98.30	76365	95.10																																																														
		INFORMAL	3492	5.07	236	5.01	48	6.78	117	3.50	45	1.70	3938	4.90																																																														
		TOTAL	68897	85.80	4709	5.86	708	0.88	3339	4.16	2650	3.30	80303	92.84																																																														
Two Candidate Preferred																																																																												
	"TANN, Christopher"	LP	18254	27.91	1405	31.41	166	25.15	960	29.80	766	29.40	21551	28.22																																																														
#	"ROXON, Nicola"	ALP	47151	72.09	3068	68.59	494	74.85	2262	70.20	1839	70.60	54814	71.78																																																														
	EXHAUSTED		0		0		0		0		0		0																																																															
																																																																												
																																																																												
																																																																												
Gippsland (83845)																																																																												
																																																																												
			Ordinary		Absent		Provisional		Pre Poll		Postal		Total																																																															
Candidates		Party	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%																																																														
	"JAGO, John"	IND	1340	2.04	110	2.79	16	4.83	69	2.09	44	1.77	1579	2.08																																																														
	"FRESHWATER, Michael"	HAN	3517	5.35	173	4.39	18	5.44	200	6.07	158	6.35	4066	5.37																																																														
	"McCUBBIN, Jo"	DEM	2702	4.11	305	7.74	19	5.74	194	5.89	111	4.46	3331	4.40																																																														
	"EVANS, Phillip J"	IND	1387	2.11	70	1.78	5	1.51	43	1.31	46	1.85	1551	2.05																																																														
	"BUCKLEY, Ben"	IND	978	1.49	114	2.89	8	2.42	81	2.46	68	2.73	1249	1.65																																																														
	"THORPE, Marjorie"	IND	662	1.01	50	1.27	12	3.63	36	1.09	31	1.25	791	1.04																																																														
	"WILLIAMS, Frank"	CEC	184	0.28	15	0.38	2	0.60	16	0.49	4	0.16	221	0.29																																																														
	"BOLITHO, Bill"	ALP	17090	26.01	965	24.50	92	27.79	724	21.97	598	24.05	19469	25.70																																																														
	"TREASURE, Doug"	IND	3686	5.61	212	5.38	23	6.95	201	6.10	127	5.11	4249	5.61																																																														
#	"McGAURAN, Peter"	NP	30259	46.06	1492	37.88	115	34.74	1525	46.28	1164	46.80	34555	45.62																																																														
	"ROBINSON, Phillip"	IND	421	0.64	28	0.71	2	0.60	23	0.70	13	0.52	487	0.64																																																														
	"AITKEN, Chris"	GRN	3475	5.29	405	10.28	19	5.74	183	5.55	123	4.95	4205	5.55																																																														
		FORMAL	65701	94.25	3939	93.63	331	92.72	3295	96.43	2487	97.68	75753	94.41																																																														
		INFORMAL	4009	5.75	268	6.37	26	7.28	122	3.57	59	2.32	4484	5.59																																																														
		TOTAL	69710	86.88	4207	5.24	357	0.44	3417	4.26	2546	3.17	80237	95.70																																																														
Two Candidate Preferred																																																																												
	"BOLITHO, Bill"	ALP	27520	41.89	1834	46.56	157	47.43	1302	39.51	962	38.68	31775	41.95																																																														
#	"McGAURAN, Peter"	NP	38181	58.11	2105	53.44	174	52.57	1993	60.49	1525	61.32	43978	58.05																																																														
	EXHAUSTED		0		0		0		0		0		0																																																															
																																																																												
																																																																												
																																																																												
Goldstein (89948)																																																																												
																																																																												
			Ordinary		Absent		Provisional		Pre Poll		Postal		Total																																																															
Candidates		Party	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%																																																														
#	"KEMP, David"	LP	36037	52.15	2483	48.21	175	51.78	2182	55.59	2658	65.45	43535	52.72																																																														
	"POWNING, Rachel"	ALP	19286	27.91	1404	27.26	93	27.51	1038	26.45	909	22.38	22730	27.52																																																														
	"NEWELL, Michaela Clare"	DEM	5120	7.41	545	10.58	34	10.06	278	7.08	238	5.86	6215	7.53																																																														
	"STEGLEY, Kristin"	IND	4284	6.20	181	3.51	15	4.44	197	5.02	130	3.20	4807	5.82																																																														
	"PUSZKA, Teresa"	GRN	4380	6.34	537	10.43	21	6.21	230	5.86	126	3.10	5294	6.41																																																														
		FORMAL	69107	97.11	5150	96.75	338	96.02	3925	97.88	4061	99.41	82581	97.23																																																														
		INFORMAL	2055	2.89	173	3.25	14	3.98	85	2.12	24	0.59	2351	2.77																																																														
		TOTAL	71162	83.79	5323	6.27	352	0.41	4010	4.72	4085	4.81	84932	94.42																																																														
Two Candidate Preferred																																																																												
#	"KEMP, David"	LP	40767	58.99	2920	56.70	198	58.58	2417	61.58	2820	69.44	49122	59.48																																																														
	"POWNING, Rachel"	ALP	28340	41.01	2230	43.30	140	41.42	1508	38.42	1241	30.56	33459	40.52																																																														
	EXHAUSTED		0		0		0		0		0		0																																																															
																																																																												
																																																																												
																																																																												
Higgins (88043)																																																																												
																																																																												
			Ordinary		Absent		Provisional		Pre Poll		Postal		Total																																																															
