Senate - 2001 Election: Victoria																																																															
First Preference Votes by Group																																																															
By Polling Place																																																															

Batman (89998)																																																															
		Group A Total			Group B Total			Group C Total			Group D Total			Group E Total			Group F Total			Group G Total			Group H Total			Group I Total			Group J Total			Group K Total			Group L Total			Group M Total			Group N Total			Group O Total			Group P Total			Group Q Total			Ungrouped Total			FORMAL			INFORMAL			TOTAL	
Preston		22	1.59		43	3.10		33	2.38		3	0.22		0	0.00		0	0.00		17	1.22		248	17.87		4	0.29		3	0.22		821	59.15		7	0.50		83	5.98		0	0.00		0	0.00		100	7.20		3	0.22		1	0.07		1388	95.07		72	4.93		1460	1.73
Preston East		37	1.66		67	3.00		31	1.39		3	0.13		1	0.04		2	0.09		31	1.39		456	20.40		11	0.49		4	0.18		1350	60.40		4	0.18		98	4.38		0	0.00		1	0.04		130	5.82		9	0.40		0	0.00		2235	90.49		235	9.51		2470	2.93
Preston North		10	1.86		4	0.74		12	2.23		1	0.19		0	0.00		1	0.19		8	1.49		108	20.07		0	0.00		0	0.00		321	59.67		1	0.19		40	7.43		0	0.00		1	0.19		31	5.76		0	0.00		0	0.00		538	89.82		61	10.18		599	0.71
Preston North East		29	1.64		80	4.53		17	0.96		4	0.23		1	0.06		3	0.17		28	1.59		223	12.63		6	0.34		0	0.00		1221	69.18		7	0.40		82	4.65		0	0.00		0	0.00		61	3.46		3	0.17		0	0.00		1765	90.61		183	9.39		1948	2.31
Preston South		36	2.45		45	3.07		19	1.30		2	0.14		0	0.00		1	0.07		14	0.95		198	13.50		4	0.27		4	0.27		892	60.80		3	0.20		137	9.34		1	0.07		0	0.00		106	7.23		4	0.27		1	0.07		1467	91.40		138	8.60		1605	1.90
Preston West		51	2.12		78	3.24		41	1.70		4	0.17		2	0.08		2	0.08		21	0.87		477	19.80		17	0.71		3	0.12		1330	55.21		13	0.54		167	6.93		1	0.04		1	0.04		193	8.01		8	0.33		0	0.00		2409	89.92		270	10.08		2679	3.17
Regent		40	1.92		53	2.54		22	1.06		1	0.05		0	0.00		0	0.00		13	0.62		399	19.16		16	0.77		0	0.00		1206	57.90		8	0.38		158	7.59		0	0.00		3	0.14		163	7.83		0	0.00		1	0.05		2083	91.44		195	8.56		2278	2.70
Regent West		25	2.61		22	2.30		17	1.77		2	0.21		0	0.00		0	0.00		14	1.46		278	29.02		2	0.21		0	0.00		466	48.64		0	0.00		48	5.01		0	0.00		0	0.00		82	8.56		2	0.21		0	0.00		958	91.41		90	8.59		1048	1.24
Reservoir		23	1.63		50	3.54		25	1.77		1	0.07		3	0.21		0	0.00		37	2.62		338	23.95		9	0.64		1	0.07		768	54.43		6	0.43		66	4.68		1	0.07		0	0.00		83	5.88		0	0.00		0	0.00		1411	90.68		145	9.32		1556	1.84
Reservoir Central		46	2.18		86	4.08		27	1.28		2	0.09		1	0.05		2	0.09		30	1.42		495	23.46		6	0.28		4	0.19		1155	54.74		8	0.38		141	6.68		0	0.00		3	0.14		103	4.88		1	0.05		0	0.00		2110	89.83		239	10.17		2349	2.78
Reservoir East		25	2.68		30	3.21		17	1.82		0	0.00		0	0.00		1	0.11		22	2.36		192	20.56		7	0.75		0	0.00		557	59.64		2	0.21		43	4.60		0	0.00		0	0.00		38	4.07		0	0.00		0	0.00		934	90.42		99	9.58		1033	1.22
Reservoir North		51	1.94		93	3.53		26	0.99		4	0.15		3	0.11		1	0.04		45	1.71		590	22.42		8	0.30		1	0.04		1529	58.11		14	0.53		169	6.42		0	0.00		3	0.11		90	3.42		4	0.15		0	0.00		2631	90.91		263	9.09		2894	3.43
Reservoir North East		22	1.61		38	2.79		21	1.54		1	0.07		1	0.07		2	0.15		39	2.86		297	21.77		7	0.51		1	0.07		829	60.78		6	0.44		50	3.67		0	0.00		1	0.07		49	3.59		0	0.00		0	0.00		1364	89.21		165	10.79		1529	1.81
Reservoir South		18	1.92		36	3.84		27	2.88		1	0.11		0	0.00		0	0.00		21	2.24		260	27.75		1	0.11		0	0.00		478	51.01		8	0.85		43	4.59		0	0.00		0	0.00		43	4.59		1	0.11		0	0.00		937	87.73		131	12.27		1068	1.27
Reservoir West		34	2.69		49	3.88		24	1.90		2	0.16		1	0.08		1	0.08		31	2.46		306	24.25		7	0.55		0	0.00		667	52.85		5	0.40		71	5.63		2	0.16		0	0.00		61	4.83		1	0.08		0	0.00		1262	90.99		125	9.01		1387	1.64
Ruthven		89	2.56		137	3.95		24	0.69		16	0.46		4	0.12		1	0.03		31	0.89		742	21.37		11	0.32		0	0.00		2115	60.92		10	0.29		182	5.24		1	0.03		7	0.20		95	2.74		7	0.20		0	0.00		3472	86.35		549	13.65		4021	4.76
Thornbury		49	1.67		101	3.44		62	2.11		3	0.10		3	0.10		1	0.03		30	1.02		517	17.62		12	0.41		1	0.03		1373	46.80		16	0.55		311	10.60		1	0.03		1	0.03		445	15.17		7	0.24		1	0.03		2934	91.23		282	8.77		3216	3.81
Thornbury East		44	1.68		62	2.37		49	1.87		2	0.08		1	0.04		0	0.00		30	1.15		507	19.37		12	0.46		0	0.00		1432	54.70		12	0.46		204	7.79		0	0.00		0	0.00		260	9.93		2	0.08		1	0.04		2618	90.46		276	9.54		2894	3.43
Thornbury South		40	1.47		44	1.62		50	1.84		5	0.18		2	0.07		1	0.04		28	1.03		492	18.14		11	0.41		3	0.11		1278	47.12		7	0.26		295	10.88		0	0.00		0	0.00		448	16.52		8	0.29		0	0.00		2712	93.16		199	6.84		2911	3.45
Westgarth		17	1.47		14	1.21		17	1.47		1	0.09		0	0.00		0	0.00		4	0.34		179	15.43		2	0.17		1	0.09		536	46.21		3	0.26		102	8.79		0	0.00		3	0.26		276	23.79		4	0.34		1	0.09		1160	92.65		92	7.35		1252	1.48
Special Hospitals		35	6.96		12	2.39		7	1.39		1	0.20		0	0.00		0	0.00		10	1.99		197	39.17		4	0.80		1	0.20		223	44.33		1	0.20		7	1.39		0	0.00		0	0.00		5	0.99		0	0.00		0	0.00		503	91.45		47	8.55		550	0.65
Total Ordinary		1277	1.94		2017	3.07		1121	1.71		90	0.14		45	0.07		36	0.05		860	1.31		12958	19.73		265	0.40		41	0.06		34907	53.16		223	0.34		4891	7.45		15	0.02		39	0.06		6733	10.25		130	0.20		15	0.02		65663	91.17		6357	8.83		72020	85.32
ABSENT		122	2.17		213	3.78		98	1.74		9	0.16		5	0.09		0	0.00		78	1.39		1170	20.79		18	0.32		1	0.02		2517	44.72		15	0.27		622	11.05		0	0.00		8	0.14		739	13.13		9	0.16		4	0.07		5628	96.37		212	3.63		5840	6.92
POSTAL		87	3.55		69	2.82		62	2.53		6	0.24		0	0.00		0	0.00		61	2.49		643	26.26		5	0.20		1	0.04		1258	51.37		6	0.24		135	5.51		1	0.04		3	0.12		111	4.53		1	0.04		0	0.00		2449	96.91		78	3.09		2527	2.99
PRE_POLL		59	1.88		95	3.03		54	1.72		23	0.73		3	0.10		1	0.03		41	1.31		694	22.14		18	0.57		2	0.06		1464	46.70		8	0.26		325	10.37		1	0.03		0	0.00		340	10.85		7	0.22		0	0.00		3135	97.18		91	2.82		3226	3.82
PROVISIONAL		20	2.68		49	6.58		5	0.67		1	0.13		0	0.00		2	0.27		7	0.94		122	16.38		4	0.54		3	0.40		410	55.03		2	0.27		52	6.98		1	0.13		0	0.00		64	8.59		3	0.40		0	0.00		745	93.13		55	6.88		800	0.95
Division Summary		1565	2.02		2443	3.15		1340	1.73		129	0.17		53	0.07		39	0.05		1047	1.35		15587	20.08		310	0.4		48	0.06		40556	52.25		254	0.33		6025	7.76		18	0.02		50	0.06		7987	10.29		150	0.19		19	0.02		77620	91.95		6793	8.05		84413	93.79
