Senate - 2001 Election: Victoria																																																															
First Preference Votes by Group 																																																															
By Polling Place																																																															

Corio (85836)																																																															
		Group A Total			Group B Total			Group C Total			Group D Total			Group E Total			Group F Total			Group G Total			Group H Total			Group I Total			Group J Total			Group K Total			Group L Total			Group M Total			Group N Total			Group O Total			Group P Total			Group Q Total			Ungrouped Total			FORMAL			INFORMAL			TOTAL	
Lara Central		46	1.83		58	2.31		28	1.12		6	0.24		0	0.00		0	0.00		58	2.31		1041	41.52		5	0.20		3	0.12		952	37.97		19	0.76		202	8.06		0	0.00		2	0.08		86	3.43		0	0.00		1	0.04		2507	95.36		122	4.64		2629	3.19
Leopold		69	2.76		47	1.88		15	0.60		1	0.04		0	0.00		2	0.08		44	1.76		1172	46.82		10	0.40		0	0.00		797	31.84		20	0.80		213	8.51		0	0.00		1	0.04		111	4.43		1	0.04		0	0.00		2503	94.85		136	5.15		2639	3.20
Leopold South		26	1.71		26	1.71		11	0.72		1	0.07		0	0.00		0	0.00		47	3.09		741	48.75		2	0.13		1	0.07		502	33.03		4	0.26		91	5.99		0	0.00		1	0.07		66	4.34		1	0.07		0	0.00		1520	94.23		93	5.77		1613	1.96
Manifold Heights		26	1.45		30	1.67		10	0.56		1	0.06		1	0.06		3	0.17		30	1.67		749	41.73		2	0.11		1	0.06		658	36.66		11	0.61		181	10.08		0	0.00		1	0.06		91	5.07		0	0.00		0	0.00		1795	93.68		121	6.32		1916	2.33
Melbourne (Corio)		0	0.00		2	3.57		1	1.79		0	0.00		0	0.00		0	0.00		1	1.79		29	51.79		0	0.00		0	0.00		8	14.29		0	0.00		9	16.07		0	0.00		0	0.00		5	8.93		1	1.79		0	0.00		56	96.55		2	3.45		58	0.07
Moolap		15	2.16		18	2.60		6	0.87		0	0.00		0	0.00		0	0.00		34	4.91		303	43.72		2	0.29		2	0.29		262	37.81		3	0.43		29	4.18		0	0.00		0	0.00		19	2.74		0	0.00		0	0.00		693	93.40		49	6.60		742	0.90
Newcomb		58	2.69		76	3.52		28	1.30		1	0.05		0	0.00		1	0.05		60	2.78		705	32.65		2	0.09		8	0.37		1009	46.73		8	0.37		106	4.91		1	0.05		1	0.05		86	3.98		8	0.37		1	0.05		2159	92.78		168	7.22		2327	2.83
Newcomb South		30	2.44		22	1.79		9	0.73		1	0.08		1	0.08		0	0.00		33	2.68		429	34.88		5	0.41		0	0.00		578	46.99		6	0.49		80	6.50		0	0.00		1	0.08		29	2.36		5	0.41		1	0.08		1230	94.83		67	5.17		1297	1.57
Norlane		111	2.35		243	5.13		28	0.59		9	0.19		5	0.11		2	0.04		120	2.54		903	19.08		13	0.27		17	0.36		2951	62.35		22	0.46		219	4.63		2	0.04		0	0.00		81	1.71		7	0.15		0	0.00		4733	90.76		482	9.24		5215	6.33
North Shore		32	1.59		76	3.77		17	0.84		5	0.25		3	0.15		2	0.10		70	3.47		332	16.46		8	0.40		5	0.25		1306	64.75		4	0.20		89	4.41		1	0.05		2	0.10		53	2.63		12	0.59		0	0.00		2017	91.81		180	8.19		2197	2.67
Rollins		20	1.57		36	2.82		8	0.63		2	0.16		1	0.08		0	0.00		24	1.88		394	30.85		5	0.39		0	0.00		618	48.39		21	1.64		94	7.36		0	0.00		2	0.16		47	3.68		3	0.23		2	0.16		1277	93.83		84	6.17		1361	1.65
St Helens		18	2.16		21	2.51		7	0.84		1	0.12		0	0.00		0	0.00		18	2.16		320	38.32		0	0.00		0	0.00		342	40.96		7	0.84		51	6.11		0	0.00		0	0.00		50	5.99		0	0.00		0	0.00		835	94.46		49	5.54		884	1.07
Shannon		21	1.75		25	2.08		13	1.08		1	0.08		0	0.00		0	0.00		17	1.42		500	41.63		2	0.17		0	0.00		420	34.97		10	0.83		89	7.41		0	0.00		0	0.00		102	8.49		1	0.08		0	0.00		1201	95.77		53	4.23		1254	1.52
Thomson		25	1.68		46	3.09		13	0.87		0	0.00		3	0.20		3	0.20		38	2.55		449	30.13		5	0.34		1	0.07		753	50.54		8	0.54		77	5.17		0	0.00		1	0.07		65	4.36		3	0.20		0	0.00		1490	93.77		99	6.23		1589	1.93
Whittington		69	1.94		137	3.86		25	0.70		10	0.28		2	0.06		2	0.06		125	3.52		1032	29.05		9	0.25		2	0.06		1791	50.41		26	0.73		181	5.09		1	0.03		5	0.14		132	3.72		4	0.11		0	0.00		3553	94.70		199	5.30		3752	4.56
Special Hospitals		12	5.58		11	5.12		1	0.47		0	0.00		1	0.47		0	0.00		2	0.93		83	38.60		0	0.00		0	0.00		99	46.05		1	0.47		4	1.86		0	0.00		0	0.00		0	0.00		1	0.47		0	0.00		215	92.67		17	7.33		232	0.28
Total Ordinary		1407	2.13		1903	2.89		532	0.81		77	0.12		32	0.05		34	0.05		1614	2.45		22788	34.56		160	0.24		76	0.12		29005	43.99		438	0.66		4740	7.19		11	0.02		52	0.08		2952	4.48		99	0.15		14	0.02		65934	93.76		4386	6.24		70320	85.38
ABSENT		100	2.78		114	3.17		41	1.14		1	0.03		2	0.06		0	0.00		85	2.36		1296	36.05		13	0.36		3	0.08		1230	34.21		29	0.81		451	12.55		0	0.00		1	0.03		222	6.18		4	0.11		3	0.08		3595	97.35		98	2.65		3693	4.48
POSTAL		113	3.29		54	1.57		34	0.99		1	0.03		0	0.00		1	0.03		95	2.77		1463	42.59		8	0.23		5	0.15		1396	40.64		20	0.58		162	4.72		1	0.03		2	0.06		77	2.24		2	0.06		1	0.03		3435	97.47		89	2.53		3524	4.28
PRE_POLL		99	2.58		93	2.43		47	1.23		3	0.08		1	0.03		1	0.03		114	2.97		1409	36.74		9	0.23		5	0.13		1620	42.24		26	0.68		268	6.99		3	0.08		1	0.03		131	3.42		4	0.10		1	0.03		3835	96.87		124	3.13		3959	4.81
PROVISIONAL		18	2.18		44	5.33		6	0.73		1	0.12		2	0.24		0	0.00		13	1.58		221	26.79		5	0.61		2	0.24		387	46.91		6	0.73		76	9.21		0	0.00		0	0.00		44	5.33		0	0.00		0	0.00		825	95.16		42	4.84		867	1.05
Division Summary		1737	2.24		2208	2.84		660	0.85		83	0.11		37	0.05		36	0.05		1921	2.47		27177	35.01		195	0.25		91	0.12		33638	43.33		519	0.67		5697	7.34		15	0.02		56	0.07		3426	4.41		109	0.14		19	0.02		77624	94.25		4739	5.75		82363	95.95
