House of Representatives - 2001 Election: Victoria																																			
First Preference Votes and TCP																																			
By Candidate by Polling Place																																			

Aston (90211)																																			
																																			
	LEVICK			# PEARCE			KENDALL			BOLAND			MITCHELL			KIR			FORMAL			INFORMAL			TOTAL										
	Ray			Chris			Ruth			Kieran			Doug			Mick												Two Candidate Preferred							
	CTA			LP			DEM			ALP			CEC			GRN												# PEARCE LP			 BOLAND ALP				
Polling Places	Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%			
Heathmont High	14	0.94		778	52.18		122	8.18		476	31.92		10	0.67		91	6.10		1491	97.96		31	2.04		1522	1.74		866	58.08		625	41.92
Karoo	27	1.23		1120	50.93		138	6.28		854	38.84		3	0.14		57	2.59		2199	96.79		73	3.21		2272	2.60		1230	55.93		969	44.07
Knoxfield	47	1.50		1434	45.63		249	7.92		1249	39.74		10	0.32		154	4.90		3143	96.80		104	3.20		3247	3.72		1627	51.77		1516	48.23
Knoxfield North	20	1.37		754	51.50		103	7.04		530	36.20		5	0.34		52	3.55		1464	96.83		48	3.17		1512	1.73		822	56.15		642	43.85
Knox Gardens	34	1.12		1551	51.26		233	7.70		1121	37.05		10	0.33		77	2.54		3026	97.24		86	2.76		3112	3.56		1716	56.71		1310	43.29
Lysterfield	20	1.24		932	57.89		102	6.34		519	32.24		4	0.25		33	2.05		1610	96.70		55	3.30		1665	1.90		1003	62.30		607	37.70
Melbourne (Aston)	1	2.08		23	47.92		3	6.25		17	35.42		0	0.00		4	8.33		48	96.00		2	4.00		50	0.06		27	56.25		21	43.75
Morack	19	0.85		1199	53.46		158	7.04		711	31.70		13	0.58		143	6.38		2243	97.18		65	2.82		2308	2.64		1340	59.74		903	40.26
Mountain Gate	45	1.29		1568	45.08		315	9.06		1397	40.17		11	0.32		142	4.08		3478	95.60		160	4.40		3638	4.16		1798	51.70		1680	48.30
Parkmore	42	1.65		1143	44.93		166	6.53		1068	41.98		8	0.31		117	4.60		2544	96.58		90	3.42		2634	3.01		1285	50.51		1259	49.49
Park Ridge	39	1.78		1069	48.90		163	7.46		869	39.75		5	0.23		41	1.88		2186	96.51		79	3.49		2265	2.59		1200	54.89		986	45.11
Rowville	49	1.14		2188	50.98		269	6.27		1671	38.93		10	0.23		105	2.45		4292	95.27		213	4.73		4505	5.15		2384	55.55		1908	44.45
Rowville East	23	0.72		1598	50.03		240	7.51		1260	39.45		4	0.13		69	2.16		3194	96.15		128	3.85		3322	3.80		1771	55.45		1423	44.55			
Scoresby	45	1.52		1398	47.25		230	7.77		1189	40.18		9	0.30		88	2.97		2959	96.73		100	3.27		3059	3.50		1576	53.26		1383	46.74			
Scoresby East	15	1.30		619	53.55		96	8.30		382	33.04		2	0.17		42	3.63		1156	97.47		30	2.53		1186	1.36		698	60.38		458	39.62			
Studfield East	31	1.07		1314	45.36		207	7.15		1224	42.25		9	0.31		112	3.87		2897	96.28		112	3.72		3009	3.44		1465	50.57		1432	49.43			
Templeton	8	0.42		926	48.81		114	6.01		794	41.86		7	0.37		48	2.53		1897	96.84		62	3.16		1959	2.24		1006	53.03		891	46.97			
Vermont	10	1.20		418	50.12		88	10.55		271	32.49		2	0.24		45	5.40		834	97.54		21	2.46		855	0.98		481	57.67		353	42.33			
Wantirna	19	0.93		1099	53.53		130	6.33		746	36.34		1	0.05		58	2.83		2053	97.02		63	2.98		2116	2.42		1195	58.21		858	41.79			
Wantirna Heights	16	1.26		664	52.41		76	6.00		464	36.62		8	0.63		39	3.08		1267	96.94		40	3.06		1307	1.50		733	57.85		534	42.15			
Wantirna High	37	1.15		1720	53.55		213	6.63		1130	35.18		16	0.50		96	2.99		3212	96.69		110	3.31		3322	3.80		1886	58.72		1326	41.28			
Wantirna South	26	1.09		1237	51.93		176	7.39		888	37.28		6	0.25		49	2.06		2382	97.15		70	2.85		2452	2.81		1361	57.14		1021	42.86			
Weeden Heights	23	0.92		1370	54.67		152	6.07		866	34.56		7	0.28		88	3.51		2506	96.61		88	3.39		2594	2.97		1489	59.42		1017	40.58			
Special Hospitals	7	2.80		169	67.60		4	1.60		67	26.80		0	0.00		3	1.20		250	98.04		5	1.96		255	0.29		176	70.40		74	29.60			
Total Ordinary	872	1.20		36500	50.39		5043	6.96		27228	37.59		229	0.32		2561	3.54		72433	96.66		2501	3.34		74934	85.73		40360	55.72		32073	44.28			
ABSENT	82	2.04		1932	48.02		429	10.66		1277	31.74		24	0.60		279	6.94		4023	95.69		181	4.31		4204	4.81		2258	56.13		1765	43.87			
POSTAL	74	1.47		2921	57.99		252	5.00		1674	33.23		19	0.38		97	1.93		5037	99.02		50	0.98		5087	5.82		3120	61.94		1917	38.06			
PRE_POLL	40	1.37		1520	52.07		217	7.43		1006	34.46		18	0.62		118	4.04		2919	98.48		45	1.52		2964	3.39		1677	57.45		1242	42.55			
PROVISIONAL	6	2.88		100	48.08		11	5.29		84	40.38		0	0.00		7	3.37		208	97.65		5	2.35		213	0.24		116	55.77		92	44.23			
Division Summary	1074	1.27		42973	50.78		5952	7.03		31269	36.95		290	0.34		3062	3.62		84620	96.82		2782	3.18		87402	96.89		47531	56.17		37089	43.83			
																																			
																																			
																																			
																																			
																																			
