	FIFTH			12	27.27					4	9.09					9	20.45			Excluded					19	43.18		44
		TOTAL		414	22.00					404	21.47					61	3.24								1003	53.29		1882
	SIXTH			11	18.03					40	65.57						Excluded								10	16.39		61
		TOTAL		425	22.58					444	23.59														1013	53.83		1882
	SEVENTH			300	67.57						Excluded														144	32.43		444
		TOTAL		725	38.52																				1157	61.48		1882
																									Elected			
																												
Blackwood                                                      																												
	FIRST			415	17.95		10	0.43		555	24.01		10	0.43		110	4.76		45	1.95		20	0.87		1147	49.61		2312
	SECOND			1	10.00		2	20.00		4	40.00			Excluded		0	0.00		1	10.00		2	20.00		0	0.00		10
		TOTAL		416	17.99		12	0.52		559	24.18					110	4.76		46	1.99		22	0.95		1147	49.61		2312
	THIRD			2	9.09		4	18.18		0	0.00					5	22.73		5	22.73			Excluded		6	27.27		22
		TOTAL		418	18.08		16	0.69		559	24.18					115	4.97		51	2.21					1153	49.87		2312
	FOURTH			3	18.75			Excluded		4	25.00					6	37.50		2	12.50					1	6.25		16
		TOTAL		421	18.21					563	24.35					121	5.23		53	2.29					1154	49.91		2312
	FIFTH			14	26.42					6	11.32					13	24.53			Excluded					20	37.74		53
		TOTAL		435	18.81					569	24.61					134	5.80								1174	50.78		2312
	SIXTH			24	17.91					91	67.91						Excluded								19	14.18		134
		TOTAL		459	19.85					660	28.55														1193	51.60		2312
	SEVENTH			476	72.12						Excluded														184	27.88		660
		TOTAL		935	40.44																				1377	59.56		2312
																									Elected			
																												
Blackwood Central                                              																												
	FIRST			265	19.60		4	0.30		351	25.96		4	0.30		70	5.18		12	0.89		8	0.59		638	47.19		1352
	SECOND			0	0.00		1	25.00		1	25.00			Excluded		1	25.00		0	0.00		1	25.00		0	0.00		4
		TOTAL		265	19.60		5	0.37		352	26.04					71	5.25		12	0.89		9	0.67		638	47.19		1352
	THIRD			1	11.11		1	11.11		4	44.44					0	0.00		1	11.11			Excluded		2	22.22		9
		TOTAL		266	19.67		6	0.44		356	26.33					71	5.25		13	0.96					640	47.34		1352
	FOURTH			1	16.67			Excluded		1	16.67					1	16.67		1	16.67					2	33.33		6
		TOTAL		267	19.75					357	26.41					72	5.33		14	1.04					642	47.49		1352
	FIFTH			6	42.86					2	14.29					3	21.43			Excluded					3	21.43		14
		TOTAL		273	20.19					359	26.55					75	5.55								645	47.71		1352
	SIXTH			13	17.33					55	73.33						Excluded								7	9.33		75
		TOTAL		286	21.15					414	30.62														652	48.22		1352
	SEVENTH			300	72.46						Excluded														114	27.54		414
		TOTAL		586	43.34																				766	56.66		1352
																									Elected			
																												
Brighton                                                       																												
	FIRST			773	23.64		12	0.37		498	15.23		8	0.24		115	3.52		89	2.72		15	0.46		1760	53.82		3270
	SECOND			1	12.50		1	12.50		1	12.50			Excluded		1	12.50		1	12.50		3	37.50		0	0.00		8
		TOTAL		774	23.67		13	0.40		499	15.26					116	3.55		90	2.75		18	0.55		1760	53.82		3270
	THIRD			1	5.56		5	27.78		2	11.11					4	22.22		3	16.67			Excluded		3	16.67		18
		TOTAL		775	23.70		18	0.55		501	15.32					120	3.67		93	2.84					1763	53.91		3270
	FOURTH			3	16.67			Excluded		1	5.56					9	50.00		3	16.67					2	11.11		18
		TOTAL		778	23.79					502	15.35					129	3.94		96	2.94					1765	53.98		3270
	FIFTH			49	51.04					10	10.42					9	9.38			Excluded					28	29.17		96
		TOTAL		827	25.29					512	15.66					138	4.22								1793	54.83		3270
	SIXTH			26	18.84					97	70.29						Excluded								15	10.87		138
		TOTAL		853	26.09					609	18.62														1808	55.29		3270
	SEVENTH			395	64.86						Excluded														214	35.14		609
		TOTAL		1248	38.17																				2022	61.83		3270
																									Elected			
																												
Brighton South                                                 																												
	FIRST			271	26.54		1	0.10		146	14.30		1	0.10		37	3.62		30	2.94		2	0.20		533	52.20		1021
	SECOND			0	0.00		0	0.00		1	100.00			Excluded		0	0.00		0	0.00		0	0.00		0	0.00		1
		TOTAL		271	26.54		1	0.10		147	14.40					37	3.62		30	2.94		2	0.20		533	52.20		1021
	THIRD			0	0.00		0	0.00		0	0.00					1	50.00		0	0.00			Excluded		1	50.00		2
		TOTAL		271	26.54		1	0.10		147	14.40					38	3.72		30	2.94					534	52.30		1021
	FOURTH			1	100.00			Excluded		0	0.00					0	0.00		0	0.00					0	0.00		1
		TOTAL		272	26.64					147	14.40					38	3.72		30	2.94					534	52.30		1021
	FIFTH			6	20.00					4	13.33					4	13.33			Excluded					16	53.33		30
		TOTAL		278	27.23					151	14.79					42	4.11								550	53.87		1021
	SIXTH			8	19.05					27	64.29						Excluded								7	16.67		42
		TOTAL		286	28.01					178	17.43														557	54.55		1021
	SEVENTH			124	69.66						Excluded														54	30.34		178
		TOTAL		410	40.16																				611	59.84		1021
																									Elected			
																												
Clapham                                                        																												
	FIRST			350	17.93		12	0.61		442	22.64		5	0.26		74	3.79		35	1.79		4	0.20		1030	52.77		1952
	SECOND			0	0.00		0	0.00		3	60.00			Excluded		0	0.00		0	0.00		0	0.00		2	40.00		5
		TOTAL		350	17.93		12	0.61		445	22.80					74	3.79		35	1.79		4	0.20		1032	52.87		1952
	THIRD			1	25.00		2	50.00		0	0.00					0	0.00		0	0.00			Excluded		1	25.00		4
		TOTAL		351	17.98		14	0.72		445	22.80					74	3.79		35	1.79					1033	52.92		1952
	FOURTH			0	0.00			Excluded		3	21.43					4	28.57		2	14.29					5	35.71		14
		TOTAL		351	17.98					448	22.95					78	4.00		37	1.90					1038	53.18		1952
	FIFTH			8	21.62					0	0.00					9	24.32			Excluded					20	54.05		37
		TOTAL		359	18.39					448	22.95					87	4.46								1058	54.20		1952
	SIXTH			16	18.39					59	67.82						Excluded								12	13.79		87
		TOTAL		375	19.21					507	25.97														1070	54.82		1952
	SEVENTH			353	69.63						Excluded														154	30.37		507
		TOTAL		728	37.30																				1224	62.70		1952
																									Elected			
																												
Clarence Gardens                                               																												
	FIRST			239	28.55		5	0.60		164	19.59		0	0.00		26	3.11		13	1.55		5	0.60		385	46.00		837
	SECOND			0	0.00		0	0.00		0	0.00			Excluded		0	0.00		0	0.00		0	0.00		0	0.00		0
		TOTAL		239	28.55		5	0.60		164	19.59					26	3.11		13	1.55		5	0.60		385	46.00		837
	THIRD			0	0.00		1	20.00		1	20.00					1	20.00		1	20.00			Excluded		1	20.00		5
		TOTAL		239	28.55		6	0.72		165	19.71					27	3.23		14	1.67					386	46.12		837
	FOURTH			0	0.00			Excluded		1	16.67					4	66.67		1	16.67					0	0.00		6
		TOTAL		239	28.55					166	19.83					31	3.70		15	1.79					386	46.12		837
	FIFTH			2	13.33					2	13.33					3	20.00			Excluded					8	53.33		15
		TOTAL		241	28.79					168	20.07					34	4.06								394	47.07		837
	SIXTH			7	20.59					21	61.76						Excluded								6	17.65		34
		TOTAL		248	29.63					189	22.58														400	47.79		837
	SEVENTH			106	56.08						Excluded														83	43.92		189
		TOTAL		354	42.29																				483	57.71		837
																									Elected			
																												
Colonel Light Gardens                                          																												
	FIRST			465	25.58		10	0.55		436	23.98		0	0.00		39	2.15		42	2.31		8	0.44		818	44.99		1818
	SECOND			0	0.00		0	0.00		0	0.00			Excluded		0	0.00		0	0.00		0	0.00		0	0.00		0
		TOTAL		465	25.58		10	0.55		436	23.98					39	2.15		42	2.31		8	0.44		818	44.99		1818
	THIRD			2	25.00		1	12.50		1	12.50					1	12.50		0	0.00			Excluded		3	37.50		8
		TOTAL		467	25.69		11	0.61		437	24.04					40	2.20		42	2.31					821	45.16		1818
	FOURTH			4	36.36			Excluded		2	18.18					3	27.27		1	9.09					1	9.09		11
		TOTAL		471	25.91					439	24.15					43	2.37		43	2.37					822	45.21		1818
	FIFTH			20	46.51					3	6.98					3	6.98			Excluded					17	39.53		43
		TOTAL		491	27.01					442	24.31					46	2.53								839	46.15		1818
	SIXTH			13	28.26					26	56.52						Excluded								7	15.22		46
		TOTAL		504	27.72					468	25.74														846	46.53		1818
	SEVENTH			305	65.17						Excluded														163	34.83		468
		TOTAL		809	44.50																				1009	55.50		1818
																									Elected			
																												
Coromandel Valley (Boothby)                                    																												
	FIRST			118	18.82		8	1.28		192	30.62		0	0.00		17	2.71		8	1.28		4	0.64		280	44.66		627
	SECOND			0	0.00		0	0.00		0	0.00			Excluded		0	0.00		0	0.00		0	0.00		0	0.00		0
		TOTAL		118	18.82		8	1.28		192	30.62					17	2.71		8	1.28		4	0.64		280	44.66		627
	THIRD			0	0.00		1	25.00		0	0.00					0	0.00		2	50.00			Excluded		1	25.00		4
		TOTAL		118	18.82		9	1.44		192	30.62					17	2.71		10	1.59					281	44.82		627
	FOURTH			1	11.11			Excluded		3	33.33					2	22.22		1	11.11					2	22.22		9
		TOTAL		119	18.98					195	31.10					19	3.03		11	1.75					283	45.14		627
	FIFTH			2	18.18					3	27.27					3	27.27			Excluded					3	27.27		11
		TOTAL		121	19.30					198	31.58					22	3.51								286	45.61		627
	SIXTH			5	22.73					15	68.18						Excluded								2	9.09		22
		TOTAL		126	20.10					213	33.97														288	45.93		627
	SEVENTH			150	70.42						Excluded														63	29.58		213
		TOTAL		276	44.02																				351	55.98		627
																									Elected			
																												
Darlington                                                     																												
	FIRST			612	33.32		6	0.33		296	16.11		2	0.11		38	2.07		74	4.03		16	0.87		793	43.17		1837
	SECOND			0	0.00		0	0.00		1	50.00			Excluded		0	0.00		1	50.00		0	0.00		0	0.00		2
		TOTAL		612	33.32		6	0.33		297	16.17					38	2.07		75	4.08		16	0.87		793	43.17		1837
	THIRD			2	12.50		5	31.25		0	0.00					3	18.75		3	18.75			Excluded		3	18.75		16
		TOTAL		614	33.42		11	0.60		297	16.17					41	2.23		78	4.25					796	43.33		1837
	FOURTH			1	9.09			Excluded		3	27.27					4	36.36		1	9.09					2	18.18		11
		TOTAL		615	33.48					300	16.33					45	2.45		79	4.30					798	43.44		1837
	FIFTH			39	49.37					7	8.86					10	12.66			Excluded					23	29.11		79
		TOTAL		654	35.60					307	16.71					55	2.99								821	44.69		1837
	SIXTH			12	21.82					37	67.27						Excluded								6	10.91		55
		TOTAL		666	36.25					344	18.73														827	45.02		1837
	SEVENTH			216	62.79						Excluded														128	37.21		344
		TOTAL		882	48.01																				955	51.99		1837
																									Elected			
																												
Daw Park                                                       																												
	FIRST			524	29.47		8	0.45		368	20.70		3	0.17		46	2.59		48	2.70		9	0.51		772	43.42		1778
	SECOND			0	0.00		0	0.00		3	100.00			Excluded		0	0.00		0	0.00		0	0.00		0	0.00		3
		TOTAL		524	29.47		8	0.45		371	20.87					46	2.59		48	2.70		9	0.51		772	43.42		1778
	THIRD			0	0.00		3	33.33		0	0.00					1	11.11		4	44.44			Excluded		1	11.11		9
		TOTAL		524	29.47		11	0.62		371	20.87					47	2.64		52	2.92					773	43.48		1778
	FOURTH			3	27.27			Excluded		2	18.18					4	36.36		0	0.00					2	18.18		11
		TOTAL		527	29.64					373	20.98					51	2.87		52	2.92					775	43.59		1778
	FIFTH			21	40.38					8	15.38					6	11.54			Excluded					17	32.69		52
		TOTAL		548	30.82					381	21.43					57	3.21								792	44.54		1778
	SIXTH			14	24.56					40	70.18						Excluded								3	5.26		57
		TOTAL		562	31.61					421	23.68														795	44.71		1778
	SEVENTH			274	65.08						Excluded														147	34.92		421
		TOTAL		836	47.02																				942	52.98		1778
																									Elected			
																												
Dover Gardens                                                  																												
	FIRST			595	33.54		11	0.62		354	19.95		3	0.17		57	3.21		76	4.28		9	0.51		669	37.71		1774
	SECOND			0	0.00		0	0.00		2	66.67			Excluded		0	0.00		0	0.00		0	0.00		1	33.33		3
		TOTAL		595	33.54		11	0.62		356	20.07					57	3.21		76	4.28		9	0.51		670	37.77		1774
	THIRD			1	11.11		3	33.33		1	11.11					1	11.11		1	11.11			Excluded		2	22.22		9
		TOTAL		596	33.60		14	0.79		357	20.12					58	3.27		77	4.34					672	37.88		1774
	FOURTH			3	21.43			Excluded		0	0.00					3	21.43		1	7.14					7	50.00		14
		TOTAL		599	33.77					357	20.12					61	3.44		78	4.40					679	38.28		1774
	FIFTH			44	56.41					10	12.82					4	5.13			Excluded					20	25.64		78
		TOTAL		643	36.25					367	20.69					65	3.66								699	39.40		1774
	SIXTH			15	23.08					35	53.85						Excluded								15	23.08		65
		TOTAL		658	37.09					402	22.66														714	40.25		1774
	SEVENTH			273	67.91						Excluded														129	32.09		402
		TOTAL		931	52.48																				843	47.52		1774
																									Elected			
																												
Eden Hills                                                     																												
	FIRST			304	22.98		9	0.68		370	27.97		0	0.00		57	4.31		30	2.27		15	1.13		538	40.67		1323
	SECOND			0	0.00		0	0.00		0	0.00			Excluded		0	0.00		0	0.00		0	0.00		0	0.00		0
		TOTAL		304	22.98		9	0.68		370	27.97					57	4.31		30	2.27		15	1.13		538	40.67		1323
	THIRD			4	26.67		2	13.33		2	13.33					1	6.67		3	20.00			Excluded		3	20.00		15
		TOTAL		308	23.28		11	0.83		372	28.12					58	4.38		33	2.49					541	40.89		1323
	FOURTH			1	9.09			Excluded		4	36.36					2	18.18		0	0.00					4	36.36		11
		TOTAL		309	23.36					376	28.42					60	4.54		33	2.49					545	41.19		1323
	FIFTH			9	27.27					5	15.15					7	21.21			Excluded					12	36.36		33
		TOTAL		318	24.04					381	28.80					67	5.06								557	42.10		1323
	SIXTH			20	29.85					38	56.72						Excluded								9	13.43		67
		TOTAL		338	25.55					419	31.67														566	42.78		1323
	SEVENTH			231	55.13						Excluded														188	44.87		419
		TOTAL		569	43.01																				754	56.99		1323
																									Elected			
																												
Flagstaff Hill (Boothby)                                       																												
	FIRST			910	23.16		23	0.59		752	19.13		13	0.33		73	1.86		74	1.88		20	0.51		2065	52.54		3930
	SECOND			2	15.38		2	15.38		1	7.69			Excluded		3	23.08		4	30.77		1	7.69		0	0.00		13
		TOTAL		912	23.21		25	0.64		753	19.16					76	1.93		78	1.98		21	0.53		2065	52.54		3930
	THIRD			7	33.33		3	14.29		4	19.05					1	4.76		3	14.29			Excluded		3	14.29		21
		TOTAL		919	23.38		28	0.71		757	19.26					77	1.96		81	2.06					2068	52.62		3930
	FOURTH			7	25.00			Excluded		7	25.00					7	25.00		2	7.14					5	17.86		28
		TOTAL		926	23.56					764	19.44					84	2.14		83	2.11					2073	52.75		3930
	FIFTH			35	42.17					7	8.43					13	15.66			Excluded					28	33.73		83
		TOTAL		961	24.45					771	19.62					97	2.47								2101	53.46		3930
	SIXTH			23	23.71					60	61.86						Excluded								14	14.43		97
		TOTAL		984	25.04					831	21.15														2115	53.82		3930
	SEVENTH			499	60.05						Excluded														332	39.95		831
		TOTAL		1483	37.74																				2447	62.26		3930
																									Elected			
																												
Flagstaff Hill East                                            																												
	FIRST			134	17.40		6	0.78		188	24.42		4	0.52		15	1.95		12	1.56		10	1.30		401	52.08		770
	SECOND			0	0.00		0	0.00		1	25.00			Excluded		1	25.00		0	0.00		0	0.00		2	50.00		4
		TOTAL		134	17.40		6	0.78		189	24.55					16	2.08		12	1.56		10	1.30		403	52.34		770
	THIRD			2	20.00		2	20.00		2	20.00					2	20.00		0	0.00			Excluded		2	20.00		10
		TOTAL		136	17.66		8	1.04		191	24.81					18	2.34		12	1.56					405	52.60		770
	FOURTH			0	0.00			Excluded		1	12.50					3	37.50		0	0.00					4	50.00		8
		TOTAL		136	17.66					192	24.94					21	2.73		12	1.56					409	53.12		770
	FIFTH			3	25.00					2	16.67					1	8.33			Excluded					6	50.00		12
		TOTAL		139	18.05					194	25.19					22	2.86								415	53.90		770
	SIXTH			6	27.27					15	68.18						Excluded								1	4.55		22
		TOTAL		145	18.83					209	27.14														416	54.03		770
	SEVENTH			121	57.89						Excluded														88	42.11		209
		TOTAL		266	34.55																				504	65.45		770
																									Elected			
																												
Hawthorn                                                       																												
	FIRST			116	17.98		4	0.62		142	22.02		0	0.00		24	3.72		6	0.93		4	0.62		349	54.11		645
	SECOND			0	0.00		0	0.00		0	0.00			Excluded		0	0.00		0	0.00		0	0.00		0	0.00		0
		TOTAL		116	17.98		4	0.62		142	22.02					24	3.72		6	0.93		4	0.62		349	54.11		645
	THIRD			0	0.00		1	25.00		1	25.00					0	0.00		1	25.00			Excluded		1	25.00		4
		TOTAL		116	17.98		5	0.78		143	22.17					24	3.72		7	1.09					350	54.26		645
	FOURTH			0	0.00			Excluded		2	40.00					2	40.00		0	0.00					1	20.00		5
		TOTAL		116	17.98					145	22.48					26	4.03		7	1.09					351	54.42		645
	FIFTH			3	42.86					1	14.29					1	14.29			Excluded					2	28.57		7
		TOTAL		119	18.45					146	22.64					27	4.19								353	54.73		645
	SIXTH			5	18.52					18	66.67						Excluded								4	14.81		27
		TOTAL		124	19.22					164	25.43														357	55.35		645
	SEVENTH			107	65.24						Excluded														57	34.76		164
		TOTAL		231	35.81																				414	64.19		645
																									Elected			
																												
Hawthorn West                                                  																												
	FIRST			282	19.89		7	0.49		282	19.89		2	0.14		42	2.96		20	1.41		6	0.42		777	54.80		1418
	SECOND			0	0.00		0	0.00		0	0.00			Excluded		0	0.00		0	0.00		1	50.00		1	50.00		2
		TOTAL		282	19.89		7	0.49		282	19.89					42	2.96		20	1.41		7	0.49		778	54.87		1418
	THIRD			0	0.00		4	57.14		0	0.00					0	0.00		1	14.29			Excluded		2	28.57		7
		TOTAL		282	19.89		11	0.78		282	19.89					42	2.96		21	1.48					780	55.01		1418
	FOURTH			1	9.09			Excluded		6	54.55					2	18.18		1	9.09					1	9.09		11
		TOTAL		283	19.96					288	20.31					44	3.10		22	1.55					781	55.08		1418
	FIFTH			6	27.27					3	13.64					1	4.55			Excluded					12	54.55		22
		TOTAL		289	20.38					291	20.52					45	3.17								793	55.92		1418
	SIXTH			11	24.44					29	64.44						Excluded								5	11.11		45
		TOTAL		300	21.16					320	22.57														798	56.28		1418
	SEVENTH			207	64.69						Excluded														113	35.31		320
		TOTAL		507	35.75																				911	64.25		1418
																									Elected			
																												
Hawthorndene                                                   																												
	FIRST			313	19.50		8	0.50		444	27.66		1	0.06		60	3.74		42	2.62		12	0.75		725	45.17		1605
	SECOND			0	0.00		0	0.00		1	100.00			Excluded		0	0.00		0	0.00		0	0.00		0	0.00		1
		TOTAL		313	19.50		8	0.50		445	27.73					60	3.74		42	2.62		12	0.75		725	45.17		1605
	THIRD			0	0.00		3	25.00		3	25.00					0	0.00		4	33.33			Excluded		2	16.67		12
		TOTAL		313	19.50		11	0.69		448	27.91					60	3.74		46	2.87					727	45.30		1605
	FOURTH			2	18.18			Excluded		2	18.18					5	45.45		0	0.00					2	18.18		11
		TOTAL		315	19.63					450	28.04					65	4.05		46	2.87					729	45.42		1605
	FIFTH			15	32.61					3	6.52					8	17.39			Excluded					20	43.48		46
		TOTAL		330	20.56					453	28.22					73	4.55								749	46.67		1605
	SIXTH			14	19.18					49	67.12						Excluded								10	13.70		73
		TOTAL		344	21.43					502	31.28														759	47.29		1605
	SEVENTH			356	70.92						Excluded														146	29.08		502
		TOTAL		700	43.61																				905	56.39		1605
																									Elected			
																												
Kingswood                                                      																												
	FIRST			325	22.55		1	0.07		320	22.21		0	0.00		47	3.26		20	1.39		8	0.56		720	49.97		1441
	SECOND			0	0.00		0	0.00		0	0.00			Excluded		0	0.00		0	0.00		0	0.00		0	0.00		0
		TOTAL		325	22.55		1	0.07		320	22.21					47	3.26		20	1.39		8	0.56		720	49.97		1441
	THIRD			1	12.50		1	12.50		1	12.50					2	25.00		0	0.00			Excluded		3	37.50		8
		TOTAL		326	22.62		2	0.14		321	22.28					49	3.40		20	1.39					723	50.17		1441
	FOURTH			0	0.00			Excluded		0	0.00					2	100.00		0	0.00					0	0.00		2
		TOTAL		326	22.62					321	22.28					51	3.54		20	1.39					723	50.17		1441
	FIFTH			9	45.00					2	10.00					0	0.00			Excluded					9	45.00		20
		TOTAL		335	23.25					323	22.41					51	3.54								732	50.80		1441
	SIXTH			15	29.41					30	58.82						Excluded								6	11.76		51
		TOTAL		350	24.29					353	24.50														738	51.21		1441
	SEVENTH			246	69.69						Excluded														107	30.31		353
		TOTAL		596	41.36																				845	58.64		1441
																									Elected			
																												
Marino                                                         																												
	FIRST			351	24.86		3	0.21		244	17.28		1	0.07		56	3.97		49	3.47		8	0.57		700	49.58		1412
	SECOND			0	0.00		1	100.00		0	0.00			Excluded		0	0.00		0	0.00		0	0.00		0	0.00		1
		TOTAL		351	24.86		4	0.28		244	17.28					56	3.97		49	3.47		8	0.57		700	49.58		1412
	THIRD			0	0.00		3	37.50		0	0.00					1	12.50		4	50.00			Excluded		0	0.00		8
		TOTAL		351	24.86		7	0.50		244	17.28					57	4.04		53	3.75					700	49.58		1412
	FOURTH			1	14.29			Excluded		0	0.00					4	57.14		1	14.29					1	14.29		7
		TOTAL		352	24.93					244	17.28					61	4.32		54	3.82					701	49.65		1412
	FIFTH			23	42.59					1	1.85					6	11.11			Excluded					24	44.44		54
		TOTAL		375	26.56					245	17.35					67	4.75								725	51.35		1412
	SIXTH			19	28.36					42	62.69						Excluded								6	8.96		67
		TOTAL		394	27.90					287	20.33														731	51.77		1412
	SEVENTH			196	68.29						Excluded														91	31.71		287
		TOTAL		590	41.78																				822	58.22		1412
																									Elected			
																												
Marion                                                         																												
	FIRST			335	30.40		8	0.73		187	16.97		1	0.09		21	1.91		44	3.99		3	0.27		503	45.64		1102
	SECOND			0	0.00		1	100.00		0	0.00			Excluded		0	0.00		0	0.00		0	0.00		0	0.00		1
		TOTAL		335	30.40		9	0.82		187	16.97					21	1.91		44	3.99		3	0.27		503	45.64		1102
	THIRD			1	33.33		1	33.33		0	0.00					0	0.00		1	33.33			Excluded		0	0.00		3
		TOTAL		336	30.49		10	0.91		187	16.97					21	1.91		45	4.08					503	45.64		1102
	FOURTH			3	30.00			Excluded		3	30.00					1	10.00		2	20.00					1	10.00		10
		TOTAL		339	30.76					190	17.24					22	2.00		47	4.26					504	45.74		1102
	FIFTH			20	42.55					7	14.89					6	12.77			Excluded					14	29.79		47
		TOTAL		359	32.58					197	17.88					28	2.54								518	47.01		1102
	SIXTH			6	21.43					19	67.86						Excluded								3	10.71		28
		TOTAL		365	33.12					216	19.60														521	47.28		1102
	SEVENTH			130	60.19						Excluded														86	39.81		216
		TOTAL		495	44.92																				607	55.08		1102
																									Elected			
																												
Melrose Park                                                   																												
