Senate - 2001 Election: South Australia																																																																																																																																																																																																																																																											
First Preference Votes by Candidate																																																																																																																																																																																																																																																											
By Polling Place																																																																																																																																																																																																																																																											

Bonython (85484)																																																																																																																																																																																																																																																											
		 A Australian Labor Party (South Australian Branch)															 B Australian Greens												 C Pauline Hanson's One Nation												 D 												 E Liberal Party of Australia (S.A. Division)																		 F 												 G 												 H Republican Party of Australia												 I Australian Democrats																		Ungrouped																																																																																																																														
    		TICKET VOTES			WONG			KIRK			SCHACHT			Group Total			TICKET VOTES			FAEHRMANN			DOUGLAS			Group Total			TICKET VOTES			RUSSELL-TAYLOR			GIBSON			Group Total			TICKET VOTES			NEWNAM			LINES			Group Total			TICKET VOTES			HILL			FERRIS			CHAPMAN			LENSINK			Group Total			TICKET VOTES			ALDRIDGE			ALDRIDGE			Group Total			TICKET VOTES			HARTE			PHILLIPS			Group Total			TICKET VOTES			CROZIER			EASSON			Group Total			TICKET VOTES			STOTT DESPOJA			HEATH			PILLING			HASSAN			Group Total			FISHLOCK			BEHN			MCSHANE			Ungrouped Total			FORMAL			INFORMAL			TOTAL																																																																																																												
    					Penny			Linda			Chris									Cate			Jim									Neil			Colin									Kathy			Lisa									Robert			Jeannie			Grant			Michelle									Mark			Helen									Kerry			Colin									Patrick			Robert									Natasha			Jeff			Michael			Haroon						Kym			Ervyn C			Nicholas																																																																																																																								
Polling Places		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%																																																																																																											
Elizabeth North		915	48.83		27	1.44		4	0.21		8	0.43		954	50.91		37	1.97		10	0.53		1	0.05		48	2.56		122	6.51		24	1.28		2	0.11		148	7.90		3	0.16		0	0.00		0	0.00		3	0.16		464	24.76		19	1.01		1	0.05		0	0.00		2	0.11		486	25.93		3	0.16		0	0.00		0	0.00		3	0.16		0	0.00		1	0.05		0	0.00		1	0.05		2	0.11		0	0.00		0	0.00		2	0.11		201	10.73		24	1.28		1	0.05		0	0.00		0	0.00		226	12.06		1	0.05		0	0.00		2	0.11		3	0.16		1874	96.25		73	3.75		1947	2.37																																																																																																									
Elizabeth Park		863	45.21		25	1.31		3	0.16		5	0.26		896	46.94		43	2.25		7	0.37		0	0.00		50	2.62		178	9.32		22	1.15		1	0.05		201	10.53		3	0.16		0	0.00		0	0.00		3	0.16		530	27.76		13	0.68		0	0.00		4	0.21		0	0.00		547	28.65		1	0.05		0	0.00		0	0.00		1	0.05		0	0.00		0	0.00		0	0.00		0	0.00		2	0.10		2	0.10		0	0.00		4	0.21		176	9.22		26	1.36		0	0.00		0	0.00		0	0.00		202	10.58		5	0.26		0	0.00		0	0.00		5	0.26		1909	96.17		76	3.83		1985	2.42																																																																																																									
Elizabeth South		955	50.13		28	1.47		6	0.31		11	0.58		1000	52.49		41	2.15		9	0.47		1	0.05		51	2.68		117	6.14		12	0.63		0	0.00		129	6.77		4	0.21		0	0.00		0	0.00		4	0.21		466	24.46		23	1.21		1	0.05		1	0.05		1	0.05		492	25.83		3	0.16		0	0.00		0	0.00		3	0.16		0	0.00		0	0.00		0	0.00		0	0.00		7	0.37		0	0.00		0	0.00		7	0.37		192	10.08		25	1.31		0	0.00		0	0.00		0	0.00		217	11.39		1	0.05		0	0.00		1	0.05		2	0.10		1905	96.26		74	3.74		1979	2.41																																																																																																									
Elizabeth Vale		1069	41.05		23	0.88		5	0.19		21	0.81		1118	42.93		53	2.04		8	0.31		1	0.04		62	2.38		172	6.61		27	1.04		1	0.04		200	7.68		3	0.12		0	0.00		0	0.00		3	0.12		873	33.53		35	1.34		1	0.04		2	0.08		0	0.00		911	34.98		2	0.08		1	0.04		0	0.00		3	0.12		0	0.00		0	0.00		0	0.00		0	0.00		4	0.15		1	0.04		0	0.00		5	0.19		265	10.18		31	1.19		0	0.00		0	0.00		0	0.00		296	11.37		3	0.12		1	0.04		2	0.08		6	0.23		2604	96.23		102	3.77		2706	3.30																																																																																																									
Hillbank		641	35.89		9	0.50		4	0.22		9	0.50		663	37.12		31	1.74		8	0.45		1	0.06		40	2.24		56	3.14		11	0.62		0	0.00		67	3.75		2	0.11		0	0.00		1	0.06		3	0.17		736	41.21		25	1.40		0	0.00		3	0.17		3	0.17		767	42.95		0	0.00		1	0.06		0	0.00		1	0.06		0	0.00		1	0.06		0	0.00		1	0.06		2	0.11		1	0.06		0	0.00		3	0.17		222	12.43		17	0.95		0	0.00		0	0.00		0	0.00		239	13.38		2	0.11		0	0.00		0	0.00		2	0.11		1786	97.92		38	2.08		1824	2.22																																																																																																									
Munno Para		493	51.89		8	0.84		2	0.21		3	0.32		506	53.26		15	1.58		4	0.42		0	0.00		19	2.00		50	5.26		10	1.05		1	0.11		61	6.42		1	0.11		0	0.00		1	0.11		2	0.21		227	23.89		3	0.32		0	0.00		1	0.11		1	0.11		232	24.42		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		3	0.32		1	0.11		0	0.00		4	0.42		113	11.89		13	1.37		0	0.00		0	0.00		0	0.00		126	13.26		0	0.00		0	0.00		0	0.00		0	0.00		950	96.54		34	3.46		984	1.20																																																																																																									
One Tree Hill (Bonython)		159	21.37		6	0.81		1	0.13		4	0.54		170	22.85		15	2.02		6	0.81		0	0.00		21	2.82		27	3.63		8	1.08		3	0.40		38	5.11		1	0.13		0	0.00		0	0.00		1	0.13		400	53.76		17	2.28		1	0.13		2	0.27		2	0.27		422	56.72		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		77	10.35		14	1.88		0	0.00		1	0.13		0	0.00		92	12.37		0	0.00		0	0.00		0	0.00		0	0.00		744	97.64		18	2.36		762	0.93																																																																																																									
Parafield Gardens		929	48.87		19	1.00		9	0.47		6	0.32		963	50.66		16	0.84		6	0.32		1	0.05		23	1.21		116	6.10		10	0.53		0	0.00		126	6.63		2	0.11		0	0.00		0	0.00		2	0.11		540	28.41		19	1.00		0	0.00		0	0.00		0	0.00		559	29.41		2	0.11		0	0.00		0	0.00		2	0.11		0	0.00		0	0.00		0	0.00		0	0.00		4	0.21		1	0.05		0	0.00		5	0.26		186	9.78		29	1.53		0	0.00		0	0.00		1	0.05		216	11.36		0	0.00		1	0.05		4	0.21		5	0.26		1901	96.11		77	3.89		1978	2.41																																																																																																									
Parafield Gardens Central		2101	51.75		41	1.01		4	0.10		11	0.27		2157	53.13		84	2.07		9	0.22		2	0.05		95	2.34		194	4.78		24	0.59		1	0.02		219	5.39		5	0.12		0	0.00		1	0.02		6	0.15		1079	26.58		24	0.59		2	0.05		2	0.05		1	0.02		1108	27.29		10	0.25		2	0.05		0	0.00		12	0.30		1	0.02		0	0.00		0	0.00		1	0.02		4	0.10		2	0.05		0	0.00		6	0.15		404	9.95		48	1.18		1	0.02		0	0.00		0	0.00		453	11.16		3	0.07		0	0.00		0	0.00		3	0.07		4060	95.57		188	4.43		4248	5.18																																																																																																									
Parafield Gardens North West		1497	50.52		19	0.64		5	0.17		17	0.57		1538	51.91		49	1.65		6	0.20		0	0.00		55	1.86		136	4.59		17	0.57		0	0.00		153	5.16		3	0.10		0	0.00		0	0.00		3	0.10		796	26.86		15	0.51		0	0.00		3	0.10		2	0.07		816	27.54		2	0.07		0	0.00		0	0.00		2	0.07		0	0.00		0	0.00		0	0.00		0	0.00		7	0.24		3	0.10		0	0.00		10	0.34		360	12.15		23	0.78		2	0.07		0	0.00		0	0.00		385	12.99		1	0.03		0	0.00		0	0.00		1	0.03		2963	96.74		100	3.26		3063	3.73																																																																																																									
Paralowie		2247	49.66		47	1.04		9	0.20		13	0.29		2316	51.18		78	1.72		12	0.27		1	0.02		91	2.01		285	6.30		17	0.38		0	0.00		302	6.67		5	0.11		1	0.02		1	0.02		7	0.15		1227	27.12		22	0.49		0	0.00		4	0.09		1	0.02		1254	27.71		7	0.15		1	0.02		0	0.00		8	0.18		1	0.02		0	0.00		0	0.00		1	0.02		11	0.24		0	0.00		0	0.00		11	0.24		487	10.76		46	1.02		0	0.00		1	0.02		0	0.00		534	11.80		1	0.02		0	0.00		0	0.00		1	0.02		4525	96.40		169	3.60		4694	5.72																																																																																																											
Paralowie West		1509	51.78		31	1.06		6	0.21		11	0.38		1557	53.43		54	1.85		4	0.14		0	0.00		58	1.99		119	4.08		18	0.62		1	0.03		138	4.74		5	0.17		0	0.00		0	0.00		5	0.17		787	27.01		11	0.38		2	0.07		2	0.07		1	0.03		803	27.56		1	0.03		1	0.03		0	0.00		2	0.07		2	0.07		0	0.00		0	0.00		2	0.07		9	0.31		0	0.00		0	0.00		9	0.31		302	10.36		35	1.20		0	0.00		0	0.00		0	0.00		337	11.56		3	0.10		0	0.00		0	0.00		3	0.10		2914	96.30		112	3.70		3026	3.69																																																																																																											
Salisbury		813	44.38		28	1.53		8	0.44		9	0.49		858	46.83		43	2.35		13	0.71		0	0.00		56	3.06		71	3.88		15	0.82		1	0.05		87	4.75		2	0.11		0	0.00		1	0.05		3	0.16		594	32.42		23	1.26		0	0.00		0	0.00		0	0.00		617	33.68		1	0.05		0	0.00		0	0.00		1	0.05		1	0.05		0	0.00		0	0.00		1	0.05		3	0.16		0	0.00		0	0.00		3	0.16		177	9.66		27	1.47		0	0.00		0	0.00		0	0.00		204	11.14		1	0.05		0	0.00		1	0.05		2	0.11		1832	95.72		82	4.28		1914	2.33																																																																																																											
Salisbury Central		635	41.97		10	0.66		2	0.13		14	0.93		661	43.69		20	1.32		9	0.59		0	0.00		29	1.92		88	5.82		9	0.59		1	0.07		98	6.48		1	0.07		0	0.00		0	0.00		1	0.07		548	36.22		20	1.32		0	0.00		3	0.20		0	0.00		571	37.74		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		132	8.72		19	1.26		0	0.00		0	0.00		0	0.00		151	9.98		1	0.07		0	0.00		1	0.07		2	0.13		1513	95.82		66	4.18		1579	1.93																																																																																																											
Salisbury Downs		1329	46.86		19	0.67		6	0.21		18	0.63		1372	48.38		59	2.08		2	0.07		1	0.04		62	2.19		129	4.55		22	0.78		1	0.04		152	5.36		3	0.11		0	0.00		1	0.04		4	0.14		919	32.40		17	0.60		0	0.00		2	0.07		1	0.04		939	33.11		3	0.11		1	0.04		0	0.00		4	0.14		0	0.00		0	0.00		0	0.00		0	0.00		7	0.25		1	0.04		0	0.00		8	0.28		270	9.52		21	0.74		2	0.07		0	0.00		1	0.04		294	10.37		1	0.04		0	0.00		0	0.00		1	0.04		2836	96.33		108	3.67		2944	3.59																																																																																																											
Salisbury Heights (Bonython)		679	28.78		16	0.68		4	0.17		7	0.30		706	29.93		39	1.65		11	0.47		2	0.08		52	2.20		77	3.26		17	0.72		1	0.04		95	4.03		3	0.13		1	0.04		0	0.00		4	0.17		1147	48.62		27	1.14		0	0.00		5	0.21		0	0.00		1179	49.98		4	0.17		1	0.04		0	0.00		5	0.21		0	0.00		0	0.00		0	0.00		0	0.00		3	0.13		0	0.00		0	0.00		3	0.13		275	11.66		38	1.61		0	0.00		0	0.00		1	0.04		314	13.31		0	0.00		0	0.00		1	0.04		1	0.04		2359	97.60		58	2.40		2417	2.95																																																																																																											
Salisbury Heights South		320	36.70		11	1.26		0	0.00		11	1.26		342	39.22		16	1.83		3	0.34		0	0.00		19	2.18		38	4.36		7	0.80		1	0.11		46	5.28		0	0.00		0	0.00		0	0.00		0	0.00		347	39.79		9	1.03		0	0.00		1	0.11		0	0.00		357	40.94		0	0.00		2	0.23		0	0.00		2	0.23		0	0.00		1	0.11		0	0.00		1	0.11		4	0.46		1	0.11		0	0.00		5	0.57		87	9.98		12	1.38		0	0.00		0	0.00		0	0.00		99	11.35		1	0.11		0	0.00		0	0.00		1	0.11		872	97.10		26	2.90		898	1.09																																																																																																											
Salisbury North		1266	51.36		29	1.18		3	0.12		8	0.32		1306	52.98		56	2.27		4	0.16		0	0.00		60	2.43		131	5.31		21	0.85		1	0.04		153	6.21		4	0.16		0	0.00		0	0.00		4	0.16		620	25.15		18	0.73		1	0.04		2	0.08		1	0.04		642	26.04		1	0.04		2	0.08		0	0.00		3	0.12		1	0.04		0	0.00		0	0.00		1	0.04		7	0.28		1	0.04		0	0.00		8	0.32		251	10.18		33	1.34		3	0.12		0	0.00		0	0.00		287	11.64		1	0.04		0	0.00		0	0.00		1	0.04		2465	95.28		122	4.72		2587	3.15																																																																																																											
Salisbury North West		1454	52.64		21	0.76		5	0.18		11	0.40		1491	53.98		39	1.41		6	0.22		1	0.04		46	1.67		138	5.00		15	0.54		0	0.00		153	5.54		3	0.11		0	0.00		0	0.00		3	0.11		768	27.81		12	0.43		1	0.04		2	0.07		0	0.00		783	28.35		0	0.00		1	0.04		0	0.00		1	0.04		1	0.04		0	0.00		0	0.00		1	0.04		4	0.14		2	0.07		0	0.00		6	0.22		253	9.16		24	0.87		0	0.00		0	0.00		1	0.04		278	10.07		0	0.00		0	0.00		0	0.00		0	0.00		2762	96.54		99	3.46		2861	3.49																																																																																																											
Salisbury Park		729	37.23		20	1.02		6	0.31		10	0.51		765	39.07		40	2.04		5	0.26		0	0.00		45	2.30		82	4.19		14	0.72		1	0.05		97	4.95		1	0.05		0	0.00		0	0.00		1	0.05		729	37.23		17	0.87		5	0.26		1	0.05		0	0.00		752	38.41		0	0.00		1	0.05		0	0.00		1	0.05		0	0.00		0	0.00		0	0.00		0	0.00		1	0.05		1	0.05		0	0.00		2	0.10		257	13.13		34	1.74		1	0.05		0	0.00		0	0.00		292	14.91		1	0.05		0	0.00		2	0.10		3	0.15		1958	96.41		73	3.59		2031	2.48																																																																																																											
Smithfield		538	45.21		12	1.01		3	0.25		11	0.92		564	47.39		21	1.76		5	0.42		1	0.08		27	2.27		70	5.88		8	0.67		1	0.08		79	6.64		1	0.08		0	0.00		0	0.00		1	0.08		367	30.84		8	0.67		1	0.08		0	0.00		1	0.08		377	31.68		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		1	0.08		0	0.00		0	0.00		1	0.08		129	10.84		11	0.92		0	0.00		0	0.00		0	0.00		140	11.76		1	0.08		0	0.00		0	0.00		1	0.08		1190	96.28		46	3.72		1236	1.51																																																																																																											
Smithfield Plains		648	53.51		10	0.83		3	0.25		6	0.50		667	55.08		27	2.23		4	0.33		2	0.17		33	2.73		70	5.78		11	0.91		0	0.00		81	6.69		3	0.25		1	0.08		2	0.17		6	0.50		277	22.87		6	0.50		0	0.00		1	0.08		0	0.00		284	23.45		0	0.00		1	0.08		0	0.00		1	0.08		2	0.17		0	0.00		0	0.00		2	0.17		1	0.08		1	0.08		0	0.00		2	0.17		116	9.58		17	1.40		0	0.00		0	0.00		0	0.00		133	10.98		2	0.17		0	0.00		0	0.00		2	0.17		1211	95.35		59	4.65		1270	1.55																																																																																																											
Virginia (Bonython)		445	43.46		5	0.49		1	0.10		0	0.00		451	44.04		10	0.98		1	0.10		0	0.00		11	1.07		31	3.03		0	0.00		0	0.00		31	3.03		1	0.10		0	0.00		0	0.00		1	0.10		438	42.77		8	0.78		0	0.00		0	0.00		0	0.00		446	43.55		1	0.10		0	0.00		0	0.00		1	0.10		0	0.00		0	0.00		0	0.00		0	0.00		2	0.20		0	0.00		0	0.00		2	0.20		64	6.25		13	1.27		0	0.00		0	0.00		0	0.00		77	7.52		0	0.00		3	0.29		1	0.10		4	0.39		1024	93.26		74	6.74		1098	1.34																																																																																																											
Special Hospitals		150	48.08		1	0.32		0	0.00		0	0.00		151	48.40		4	1.28		0	0.00		0	0.00		4	1.28		16	5.13		0	0.00		0	0.00		16	5.13		0	0.00		0	0.00		0	0.00		0	0.00		124	39.74		1	0.32		0	0.00		0	0.00		0	0.00		125	40.06		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		0	0.00		15	4.81		1	0.32		0	0.00		0	0.00		0	0.00		16	5.13		0	0.00		0	0.00		0	0.00		0	0.00		312	93.13		23	6.87		335	0.41																																																																																																											
Total Ordinary		31561	45.43		697	1.00		139	0.20		311	0.45		32708	47.08		1274	1.83		227	0.33		18	0.03		1519	2.19		3663	5.27		484	0.70		27	0.04		4174	6.01		85	0.12		9	0.01		9	0.01		103	0.15		21889	31.51		629	0.91		29	0.04		57	0.08		21	0.03		22625	32.57		61	0.09		18	0.03		0	0.00		79	0.11		12	0.02		5	0.01		2	0.00		19	0.03		137	0.20		22	0.03		2	0.00		161	0.23		7141	10.28		851	1.22		14	0.02		2	0.00		7	0.01		8015	11.54		40	0.06		7	0.01		20	0.03		67	0.10		69470	96.41		2590	3.59		72060	87.86																																																																																																											
ABSENT		2054	40.63		51	1.01		6	0.12		13	0.26		2124	42.01		122	2.41		16	0.32		0	0.00		138	2.73		293	5.80		26	0.51		1	0.02		320	6.33		5	0.10		1	0.02		0	0.00		6	0.12		1681	33.25		45	0.89		1	0.02		1	0.02		4	0.08		1732	34.26		2	0.04		2	0.04		0	0.00		4	0.08		0	0.00		0	0.00		0	0.00		0	0.00		14	0.28		3	0.06		0	0.00		17	0.34		619	12.24		86	1.70		0	0.00		5	0.10		1	0.02		711	14.06		3	0.06		1	0.02		0	0.00		4	0.08		5056	98.06		100	1.94		5156	6.29																																																																																																											
