House of Representatives - 2001 Election: South Australia																																				
First Preference Votes and TCP 																																				
By Candidate by Polling Place																																				

Kingston (85398)																																				
	HERSEY			ARANDELOVIC			MCCORMACK			GUILDNER			PRATT			# COX			FORMAL			INFORMAL			TOTAL											
	Dean			Gordon			Charlie			Deborah			Graham			David												Two Candidate Preferred								
	LP			NGST			HAN			GRN			DEM			ALP												 HERSEY LP			# COX ALP					
Polling Places	Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%				
Moana	838	37.23		22	0.98		120	5.33		79	3.51		268	11.91		924	41.05		2251	93.67		152	6.33		2403	2.93		1052	46.73		1199	53.27
Morphett Vale	1153	33.53		93	2.70		180	5.23		81	2.36		419	12.18		1513	44.00		3439	93.83		226	6.17		3665	4.47		1489	43.30		1950	56.70
Morphett Vale East	1000	39.87		27	1.08		105	4.19		64	2.55		318	12.68		994	39.63		2508	94.50		146	5.50		2654	3.24		1232	49.12		1276	50.88
Morphett Vale North	581	38.81		15	1.00		79	5.28		42	2.81		156	10.42		624	41.68		1497	93.04		112	6.96		1609	1.96		726	48.50		771	51.50
Morphett Vale South	171	31.03		8	1.45		39	7.08		22	3.99		39	7.08		272	49.36		551	93.87		36	6.13		587	0.72		220	39.93		331	60.07
Noarlunga Downs	335	28.80		27	2.32		65	5.59		40	3.44		100	8.60		596	51.25		1163	92.82		90	7.18		1253	1.53		424	36.46		739	63.54
O'Halloran Hill	1320	45.31		21	0.72		120	4.12		76	2.61		325	11.16		1051	36.08		2913	94.52		169	5.48		3082	3.76		1562	53.62		1351	46.38
O'Sullivan Beach	367	27.43		16	1.20		124	9.27		40	2.99		149	11.14		642	47.98		1338	91.77		120	8.23		1458	1.78		516	38.57		822	61.43
Onkaparinga Hills	468	34.95		22	1.64		57	4.26		43	3.21		164	12.25		585	43.69		1339	94.70		75	5.30		1414	1.72		565	42.20		774	57.80
Pimpala	823	41.82		25	1.27		81	4.12		39	1.98		232	11.79		768	39.02		1968	93.94		127	6.06		2095	2.55		979	49.75		989	50.25
Port Noarlunga	554	36.14		21	1.37		78	5.09		84	5.48		176	11.48		620	40.44		1533	94.40		91	5.60		1624	1.98		693	45.21		840	54.79				
Reynella	1110	41.68		41	1.54		113	4.24		43	1.61		353	13.26		1003	37.66		2663	94.97		141	5.03		2804	3.42		1364	51.22		1299	48.78				
Reynella East	1461	42.58		37	1.08		123	3.58		79	2.30		483	14.08		1248	36.37		3431	94.70		192	5.30		3623	4.42		1780	51.88		1651	48.12				
Reynella South	1097	39.04		36	1.28		154	5.48		70	2.49		324	11.53		1129	40.18		2810	94.80		154	5.20		2964	3.61		1363	48.51		1447	51.49				
Seaford	804	35.81		23	1.02		146	6.50		79	3.52		220	9.80		973	43.34		2245	94.41		133	5.59		2378	2.90		994	44.28		1251	55.72				
Seaford Rise	775	38.58		26	1.29		84	4.18		53	2.64		237	11.80		834	41.51		2009	93.97		129	6.03		2138	2.61		926	46.09		1083	53.91				
Sellicks Beach	291	37.40		6	0.77		50	6.43		26	3.34		75	9.64		330	42.42		778	94.30		47	5.70		825	1.01		348	44.73		430	55.27				
Sheidow Park	1034	40.79		39	1.54		84	3.31		59	2.33		365	14.40		954	37.63		2535	95.37		123	4.63		2658	3.24		1243	49.03		1292	50.97				
Trott Park	583	40.94		15	1.05		30	2.11		31	2.18		216	15.17		549	38.55		1424	96.09		58	3.91		1482	1.81		699	49.09		725	50.91				
Woodcroft	1954	46.10		43	1.01		160	3.77		60	1.42		508	11.98		1514	35.72		4239	94.37		253	5.63		4492	5.48		2297	54.19		1942	45.81				
Special Hospitals	194	57.23		2	0.59		6	1.77		2	0.59		9	2.65		126	37.17		339	94.69		19	5.31		358	0.44		202	59.59		137	40.41				
Total Ordinary	25907	38.83		913	1.37		3145	4.71		1978	2.96		7848	11.76		26932	40.36		66723	94.27		4057	5.73		70780	86.32		31760	47.60		34963	52.40				
ABSENT	1718	37.62		106	2.32		191	4.18		271	5.93		657	14.39		1624	35.56		4567	94.34		274	5.66		4841	5.90		2186	47.87		2381	52.13				
POSTAL	1161	43.68		36	1.35		131	4.93		60	2.26		188	7.07		1082	40.71		2658	98.23		48	1.77		2706	3.30		1332	50.11		1326	49.89				
PRE_POLL	1145	38.33		64	2.14		134	4.49		103	3.45		304	10.18		1237	41.41		2987	96.95		94	3.05		3081	3.76		1393	46.64		1594	53.36				
PROVISIONAL	149	26.85		17	3.06		33	5.95		25	4.50		79	14.23		252	45.41		555	93.59		38	6.41		593	0.72		201	36.22		354	63.78				
Division Summary	30080	38.82		1136	1.47		3634	4.69		2437	3.14		9076	11.71		31127	40.17		77490	94.50		4511	5.50		82001	96.02		36872	47.58		40618	52.42				
																																				
																																				
																																				
																																				
																																				
