Senate - 1993 Election: Australian Capital Territory																																																																																											
First Preference Votes by Candidate																																																																																											
By Polling Place																																																																																											


Canberra (95277)																																																																																											

	   		 A Australian Democrats												 B Australian Labor Party (ACT Branch)												 C Abolish Self Government Coalition												 D The Greens												 E Liberal Party of Australia - ACT Division												 F Natural Law Party												Ungrouped																
Duffy		                                      	100	4.64	 	45	2.09	 	7	0.32	 	152	7.05	 	920	42.69	 	80	3.71	 	11	0.51	 	1011	46.91	 	11	0.51	 	4	0.19	 	1	0.05	 	16	0.74	 	72	3.34	 	72	3.34	 	1	0.05	 	145	6.73	 	690	32.02	 	74	3.43	 	7	0.32	 	771	35.78	 	3	0.14	 	3	0.14	 	0	0	 	6	0.28	 	5	0.23	 	49	2.27	 	54	2.51	 	2155	98.18	 	40	1.82	 	2195	2.37
Fadden		                                     	80	3.74	 	22	1.03	 	3	0.14	 	105	4.91	 	831	38.87	 	72	3.37	 	8	0.37	 	911	42.61	 	14	0.65	 	6	0.28	 	1	0.05	 	21	0.98	 	53	2.48	 	33	1.54	 	0	0	 	86	4.02	 	874	40.88	 	84	3.93	 	5	0.23	 	963	45.04	 	0	0	 	1	0.05	 	0	0	 	1	0.05	 	4	0.19	 	47	2.2	 	51	2.39	 	2138	98.8	 	26	1.2	 	2164	2.33
Farrer		                                     	147	4.48	 	62	1.89	 	3	0.09	 	212	6.46	 	1162	35.39	 	118	3.59	 	12	0.37	 	1292	39.35	 	15	0.46	 	3	0.09	 	0	0	 	18	0.55	 	112	3.41	 	66	2.01	 	7	0.21	 	185	5.64	 	1391	42.37	 	99	3.02	 	8	0.24	 	1498	45.63	 	4	0.12	 	5	0.15	 	1	0.03	 	10	0.3	 	10	0.3	 	58	1.77	 	68	2.07	 	3283	98.86	 	38	1.14	 	3321	3.58
Gilmore		                                    	104	4.62	 	42	1.87	 	3	0.13	 	149	6.62	 	1065	47.33	 	93	4.13	 	5	0.22	 	1163	51.69	 	14	0.62	 	7	0.31	 	1	0.04	 	22	0.98	 	58	2.58	 	27	1.2	 	3	0.13	 	88	3.91	 	700	31.11	 	59	2.62	 	3	0.13	 	762	33.87	 	10	0.44	 	2	0.09	 	0	0	 	12	0.53	 	5	0.22	 	49	2.18	 	54	2.4	 	2250	99.08	 	21	0.92	 	2271	2.45
Gordon		                                     	86	4.49	 	27	1.41	 	2	0.1	 	115	6	 	997	52.01	 	80	4.17	 	8	0.42	 	1085	56.6	 	21	1.1	 	4	0.21	 	0	0	 	25	1.3	 	43	2.24	 	23	1.2	 	2	0.1	 	68	3.55	 	532	27.75	 	45	2.35	 	4	0.21	 	581	30.31	 	4	0.21	 	1	0.05	 	0	0	 	5	0.26	 	3	0.16	 	35	1.83	 	38	1.98	 	1917	99.22	 	15	0.78	 	1932	2.08
Gowrie		                                     	69	3.78	 	29	1.59	 	4	0.22	 	102	5.59	 	841	46.08	 	77	4.22	 	10	0.55	 	928	50.85	 	9	0.49	 	2	0.11	 	1	0.05	 	12	0.66	 	43	2.36	 	32	1.75	 	3	0.16	 	78	4.27	 	577	31.62	 	66	3.62	 	5	0.27	 	648	35.51	 	5	0.27	 	1	0.05	 	1	0.05	 	7	0.38	 	3	0.16	 	47	2.58	 	50	2.74	 	1825	98.86	 	21	1.14	 	1846	1.99
Holder		                                     	49	3.76	 	28	2.15	 	3	0.23	 	80	6.14	 	565	43.36	 	50	3.84	 	3	0.23	 	618	47.43	 	9	0.69	 	2	0.15	 	0	0	 	11	0.84	 	36	2.76	 	33	2.53	 	2	0.15	 	71	5.45	 	452	34.69	 	40	3.07	 	0	0	 	492	37.76	 	2	0.15	 	1	0.08	 	1	0.08	 	4	0.31	 	2	0.15	 	25	1.92	 	27	2.07	 	1303	98.79	 	16	1.21	 	1319	1.42
Hughes		                                     	102	3.65	 	63	2.26	 	3	0.11	 	168	6.02	 	986	35.3	 	134	4.8	 	11	0.39	 	1131	40.49	 	12	0.43	 	3	0.11	 	0	0	 	15	0.54	 	100	3.58	 	89	3.19	 	8	0.29	 	197	7.05	 	1055	37.77	 	139	4.98	 	7	0.25	 	1201	43	 	6	0.21	 	3	0.11	 	1	0.04	 	10	0.36	 	12	0.43	 	59	2.11	 	71	2.54	 	2793	98.9	 	31	1.1	 	2824	3.05
Isabella Plains		                            	115	4.39	 	49	1.87	 	3	0.11	 	167	6.38	 	1363	52.08	 	84	3.21	 	7	0.27	 	1454	55.56	 	13	0.5	 	2	0.08	 	1	0.04	 	16	0.61	 	68	2.6	 	26	0.99	 	3	0.11	 	97	3.71	 	738	28.2	 	65	2.48	 	11	0.42	 	814	31.1	 	0	0	 	2	0.08	 	0	0	 	2	0.08	 	1	0.04	 	66	2.52	 	67	2.56	 	2617	98.64	 	36	1.36	 	2653	2.86
Kambah East		                                	105	5.51	 	40	2.1	 	10	0.52	 	155	8.14	 	936	49.13	 	64	3.36	 	16	0.84	 	1016	53.33	 	5	0.26	 	2	0.1	 	0	0	 	7	0.37	 	32	1.68	 	52	2.73	 	0	0	 	84	4.41	 	528	27.72	 	62	3.25	 	3	0.16	 	593	31.13	 	7	0.37	 	3	0.16	 	0	0	 	10	0.52	 	4	0.21	 	36	1.89	 	40	2.1	 	1905	99.12	 	17	0.88	 	1922	2.07
Kambah North		                               	68	3.99	 	44	2.58	 	3	0.18	 	115	6.75	 	778	45.66	 	49	2.88	 	13	0.76	 	840	49.3	 	12	0.7	 	6	0.35	 	0	0	 	18	1.06	 	37	2.17	 	39	2.29	 	4	0.23	 	80	4.69	 	538	31.57	 	48	2.82	 	4	0.23	 	590	34.62	 	2	0.12	 	0	0	 	0	0	 	2	0.12	 	2	0.12	 	57	3.35	 	59	3.46	 	1704	98.27	 	30	1.73	 	1734	1.87
Kambah South		                               	91	5.25	 	33	1.91	 	9	0.52	 	133	7.68	 	860	49.65	 	68	3.93	 	12	0.69	 	940	54.27	 	12	0.69	 	4	0.23	 	0	0	 	16	0.92	 	37	2.14	 	32	1.85	 	1	0.06	 	70	4.04	 	480	27.71	 	42	2.42	 	6	0.35	 	528	30.48	 	1	0.06	 	1	0.06	 	0	0	 	2	0.12	 	6	0.35	 	37	2.14	 	43	2.48	 	1732	98.91	 	19	1.09	 	1751	1.89
Kambah West		                                	168	5.34	 	59	1.88	 	5	0.16	 	232	7.38	 	1458	46.37	 	143	4.55	 	14	0.45	 	1615	51.37	 	32	1.02	 	5	0.16	 	1	0.03	 	38	1.21	 	90	2.86	 	82	2.61	 	7	0.22	 	179	5.69	 	916	29.13	 	94	2.99	 	4	0.13	 	1014	32.25	 	8	0.25	 	1	0.03	 	0	0	 	9	0.29	 	6	0.19	 	51	1.62	 	57	1.81	 	3144	98.5	 	48	1.5	 	3192	3.44
Lyons		                                      	85	4.87	 	46	2.64	 	3	0.17	 	134	7.68	 	804	46.07	 	82	4.7	 	9	0.52	 	895	51.29	 	19	1.09	 	4	0.23	 	0	0	 	23	1.32	 	70	4.01	 	51	2.92	 	4	0.23	 	125	7.16	 	474	27.16	 	41	2.35	 	1	0.06	 	516	29.57	 	13	0.74	 	1	0.06	 	1	0.06	 	15	0.86	 	5	0.29	 	32	1.83	 	37	2.12	 	1745	98.25	 	31	1.75	 	1776	1.92
Mawson		                                     	93	3.44	 	38	1.4	 	9	0.33	 	140	5.18	 	1055	39	 	121	4.47	 	16	0.59	 	1192	44.07	 	17	0.63	 	4	0.15	 	1	0.04	 	22	0.81	 	80	2.96	 	46	1.7	 	3	0.11	 	129	4.77	 	1034	38.23	 	87	3.22	 	6	0.22	 	1127	41.66	 	7	0.26	 	5	0.18	 	1	0.04	 	13	0.48	 	3	0.11	 	79	2.92	 	82	3.03	 	2705	98.08	 	53	1.92	 	2758	2.98
Monash		                                     	97	3.97	 	30	1.23	 	5	0.2	 	132	5.4	 	1173	48	 	92	3.76	 	8	0.33	 	1273	52.09	 	16	0.65	 	10	0.41	 	0	0	 	26	1.06	 	59	2.41	 	24	0.98	 	4	0.16	 	87	3.56	 	782	32	 	71	2.91	 	4	0.16	 	857	35.07	 	7	0.29	 	2	0.08	 	1	0.04	 	10	0.41	 	3	0.12	 	56	2.29	 	59	2.41	 	2444	98.79	 	30	1.21	 	2474	2.67
Oaks Estate		                                	14	6.8	 	4	1.94	 	2	0.97	 	20	9.71	 	90	43.69	 	8	3.88	 	2	0.97	 	100	48.54	 	2	0.97	 	0	0	 	0	0	 	2	0.97	 	6	2.91	 	6	2.91	 	0	0	 	12	5.83	 	63	30.58	 	6	2.91	 	0	0	 	69	33.5	 	1	0.49	 	0	0	 	0	0	 	1	0.49	 	2	0.97	 	0	0	 	2	0.97	 	206	98.56	 	3	1.44	 	209	0.23
Pearce		                                     	101	4.31	 	61	2.6	 	9	0.38	 	171	7.29	 	913	38.93	 	81	3.45	 	11	0.47	 	1005	42.86	 	13	0.55	 	2	0.09	 	0	0	 	15	0.64	 	70	2.99	 	47	2	 	1	0.04	 	118	5.03	 	883	37.65	 	80	3.41	 	2	0.09	 	965	41.15	 	8	0.34	 	2	0.09	 	2	0.09	 	12	0.51	 	7	0.3	 	52	2.22	 	59	2.52	 	2345	98.2	 	43	1.8	 	2388	2.58
Richardson		                                 	98	5.44	 	35	1.94	 	3	0.17	 	136	7.54	 	985	54.63	 	62	3.44	 	7	0.39	 	1054	58.46	 	14	0.78	 	5	0.28	 	0	0	 	19	1.05	 	32	1.77	 	19	1.05	 	0	0	 	51	2.83	 	472	26.18	 	34	1.89	 	3	0.17	 	509	28.23	 	5	0.28	 	2	0.11	 	0	0	 	7	0.39	 	3	0.17	 	24	1.33	 	27	1.5	 	1803	98.31	 	31	1.69	 	1834	1.98
Rivett		                                     	107	4.66	 	59	2.57	 	9	0.39	 	175	7.62	 	1043	45.39	 	79	3.44	 	14	0.61	 	1136	49.43	 	27	1.17	 	4	0.17	 	2	0.09	 	33	1.44	 	57	2.48	 	42	1.83	 	5	0.22	 	104	4.53	 	689	29.98	 	91	3.96	 	4	0.17	 	784	34.12	 	6	0.26	 	4	0.17	 	0	0	 	10	0.44	 	3	0.13	 	53	2.31	 	56	2.44	 	2298	98	 	47	2	 	2345	2.53
Tharwa		                                     	5	4.95	 	2	1.98	 	0	0	 	7	6.93	 	31	30.69	 	9	8.91	 	1	0.99	 	41	40.59	 	0	0	 	0	0	 	0	0	 	0	0	 	2	1.98	 	7	6.93	 	0	0	 	9	8.91	 	38	37.62	 	3	2.97	 	0	0	 	41	40.59	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	3	2.97	 	3	2.97	 	101	95.28	 	5	4.72	 	106	0.11
Theodore		                                   	65	4.96	 	19	1.45	 	2	0.15	 	86	6.56	 	677	51.64	 	61	4.65	 	3	0.23	 	741	56.52	 	12	0.92	 	4	0.31	 	0	0	 	16	1.22	 	30	2.29	 	15	1.14	 	2	0.15	 	47	3.59	 	344	26.24	 	41	3.13	 	4	0.31	 	389	29.67	 	4	0.31	 	0	0	 	0	0	 	4	0.31	 	5	0.38	 	23	1.75	 	28	2.14	 	1311	99.09	 	12	0.91	 	1323	1.43
Uriarra		                                    	2	3.85	 	0	0	 	0	0	 	2	3.85	 	44	84.62	 	0	0	 	0	0	 	44	84.62	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	6	11.54	 	0	0	 	0	0	 	6	11.54	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	52	100	 	0	0	 	52	0.06
Wanniassa		                                  	147	4.65	 	52	1.65	 	9	0.28	 	208	6.58	 	1548	49	 	114	3.61	 	9	0.28	 	1671	52.9	 	27	0.85	 	9	0.28	 	1	0.03	 	37	1.17	 	74	2.34	 	54	1.71	 	1	0.03	 	129	4.08	 	921	29.15	 	87	2.75	 	2	0.06	 	1010	31.97	 	3	0.09	 	3	0.09	 	0	0	 	6	0.19	 	6	0.19	 	92	2.91	 	98	3.1	 	3159	98.53	 	47	1.47	 	3206	3.46
Wanniassa Hills		                            	121	4.84	 	55	2.2	 	9	0.36	 	185	7.4	 	1009	40.38	 	77	3.08	 	8	0.32	 	1094	43.78	 	11	0.44	 	8	0.32	 	1	0.04	 	20	0.8	 	65	2.6	 	68	2.72	 	2	0.08	 	135	5.4	 	907	36.29	 	86	3.44	 	1	0.04	 	994	39.78	 	1	0.04	 	2	0.08	 	1	0.04	 	4	0.16	 	6	0.24	 	61	2.44	 	67	2.68	 	2499	98.81	 	30	1.19	 	2529	2.73
Waramanga		                                  	175	4.69	 	66	1.77	 	13	0.35	 	254	6.8	 	1706	45.69	 	178	4.77	 	13	0.35	 	1897	50.8	 	32	0.86	 	10	0.27	 	1	0.03	 	43	1.15	 	123	3.29	 	85	2.28	 	7	0.19	 	215	5.76	 	1091	29.22	 	115	3.08	 	6	0.16	 	1212	32.46	 	9	0.24	 	5	0.13	 	0	0	 	14	0.37	 	5	0.13	 	94	2.52	 	99	2.65	 	3734	98.19	 	69	1.81	 	3803	4.1
Weston		                                     	98	4.53	 	35	1.62	 	5	0.23	 	138	6.38	 	897	41.45	 	96	4.44	 	9	0.42	 	1002	46.3	 	18	0.83	 	4	0.18	 	0	0	 	22	1.02	 	75	3.47	 	70	3.23	 	2	0.09	 	147	6.79	 	710	32.81	 	84	3.88	 	5	0.23	 	799	36.92	 	6	0.28	 	2	0.09	 	0	0	 	8	0.37	 	2	0.09	 	46	2.13	 	48	2.22	 	2164	98.86	 	25	1.14	 	2189	2.36
Woden Valley Hospital		                      	45	4.47	 	19	1.89	 	2	0.2	 	66	6.56	 	409	40.66	 	32	3.18	 	5	0.5	 	446	44.33	 	4	0.4	 	2	0.2	 	1	0.1	 	7	0.7	 	28	2.78	 	25	2.49	 	0	0	 	53	5.27	 	361	35.88	 	43	4.27	 	3	0.3	 	407	40.46	 	2	0.2	 	2	0.2	 	1	0.1	 	5	0.5	 	2	0.2	 	20	1.99	 	22	2.19	 	1006	98.15	 	19	1.85	 	1025	1.11
Special Hospitals		                          	23	8.1	 	1	0.35	 	0	0	 	24	8.45	 	81	28.52	 	5	1.76	 	0	0	 	86	30.28	 	2	0.7	 	1	0.35	 	0	0	 	3	1.06	 	2	0.7	 	0	0	 	0	0	 	2	0.7	 	161	56.69	 	5	1.76	 	0	0	 	166	58.45	 	0	0	 	0	0	 	0	0	 	0	0	 	0	0	 	3	1.06	 	3	1.06	 	284	96.6	 	10	3.4	 	294	0.32
Total Ordinary		                             	3245	4.52	 	1378	1.92	 	172	0.24	 	4795	6.67	 	31611	43.99	 	2750	3.83	 	319	0.44	 	34680	48.26	 	492	0.68	 	153	0.21	 	17	0.02	 	662	0.92	 	2004	2.79	 	1535	2.14	 	91	0.13	 	3630	5.05	 	23653	32.92	 	2287	3.18	 	136	0.19	 	26076	36.29	 	165	0.23	 	69	0.1	 	21	0.03	 	255	0.35	 	153	0.21	 	1609	2.24	 	1762	2.45	 	71860	98.59	 	1031	1.41	 	72891	78.63
ABSENT		                                     	118	5.09	 	50	2.16	 	12	0.52	 	180	7.76	 	1035	44.63	 	97	4.18	 	19	0.82	 	1151	49.63	 	19	0.82	 	5	0.22	 	1	0.04	 	25	1.08	 	95	4.1	 	54	2.33	 	3	0.13	 	152	6.55	 	697	30.06	 	58	2.5	 	6	0.26	 	761	32.82	 	12	0.52	 	3	0.13	 	0	0	 	15	0.65	 	3	0.13	 	32	1.38	 	35	1.51	 	2319	98.51	 	35	1.49	 	2354	2.54
POSTAL		                                     	127	4.93	 	36	1.4	 	5	0.19	 	168	6.52	 	990	38.4	 	116	4.5	 	15	0.58	 	1121	43.48	 	27	1.05	 	4	0.16	 	2	0.08	 	33	1.28	 	72	2.79	 	45	1.75	 	2	0.08	 	119	4.62	 	963	37.35	 	120	4.65	 	6	0.23	 	1089	42.24	 	9	0.35	 	4	0.16	 	0	0	 	13	0.5	 	15	0.58	 	20	0.78	 	35	1.36	 	2578	99.23	 	20	0.77	 	2598	2.8
PRE_POLL		                                   	634	4.59	 	215	1.56	 	40	0.29	 	889	6.43	 	6006	43.44	 	505	3.65	 	76	0.55	 	6587	47.64	 	111	0.8	 	40	0.29	 	4	0.03	 	155	1.12	 	382	2.76	 	276	2	 	19	0.14	 	677	4.9	 	4785	34.61	 	468	3.38	 	32	0.23	 	5285	38.23	 	42	0.3	 	15	0.11	 	8	0.06	 	65	0.47	 	25	0.18	 	143	1.03	 	168	1.22	 	13826	98.9	 	154	1.1	 	13980	15.08
PROVISIONAL		                                	36	4.14	 	8	0.92	 	1	0.12	 	45	5.18	 	488	56.16	 	38	4.37	 	2	0.23	 	528	60.76	 	5	0.58	 	1	0.12	 	1	0.12	 	7	0.81	 	30	3.45	 	10	1.15	 	0	0	 	40	4.6	 	218	25.09	 	11	1.27	 	1	0.12	 	230	26.47	 	4	0.46	 	0	0	 	0	0	 	4	0.46	 	1	0.12	 	14	1.61	 	15	1.73	 	869	99.09	 	8	0.91	 	877	0.95
ADJUSTMENT		                                 	0		       	0		       	0		       	0		       	0		       	0		       	0		       	0		       	0		       	0		       	0		       	0		       	0		       	0		       	0		       	0		       	0		       	0		       	0		       	0		       	0		       	0		       	0		       	0		       	0		       	0		       	0		       	0		       	0		       	0	
Division Summary		                           	4160	4.55	 	1687	1.84	 	230	0.25	 	6077	6.65	 	40130	43.88	 	3506	3.83	 	431	0.47	 	44067	48.19	 	654	0.72	 	203	0.22	 	25	0.03	 	882	0.96	 	2583	2.82	 	1920	2.1	 	115	0.13	 	4618	5.05	 	30316	33.15	 	2944	3.22	 	181	0.2	 	33441	36.57	 	232	0.25	 	91	0.1	 	29	0.03	 	352	0.38	 	197	0.22	 	1818	1.99	 	2015	2.2	 	91452	98.65	 	1248	1.35	 	92700	97.3
 																																																																																											


Fraser (97210)																																																																																											

	   		 A Australian Democrats												 B Australian Labor Party (ACT Branch)												 C Abolish Self Government Coalition												 D The Greens												 E Liberal Party of Australia - ACT Division												 F Natural Law Party												Ungrouped																
    			TICKET VOTES			MICO			MAIN			Group Total			TICKET VOTES			# MCMULLAN			SHEEHAN			Group Total			TICKET VOTES			MILLER			ERNST			Group Total			TICKET VOTES			TUCKER			TURBAYNE			Group Total			TICKET VOTES			# REID			SPIER			Group Total			TICKET VOTES			SEATON			KERRISON			Group Total			BURNS			COLLAERY			Ungrouped Total			FORMAL			INFORMAL			TOTAL	
    						Domenic			Peter									Bob			Maureen									Helen			Ute									Kerrie			David									Margaret			Lucinda									David			Nanette						Arthur			Bernard													
Polling Places			Vote	%		Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%	   	Vote	%
Ainslie		                                    	70	4.11	 	39	2.29	 	1	0.06	 	110	6.46	 	792	46.51	 	65	3.82	 	16	0.94	 	873	51.26	 	10	0.59	 	2	0.12	 	0	0	 	12	0.7	 	98	5.75	 	74	4.35	 	3	0.18	 	175	10.28	 	451	26.48	 	44	2.58	 	5	0.29	 	500	29.36	 	6	0.35	 	2	0.12	 	1	0.06	 	9	0.53	 	0	0	 	24	1.41	 	24	1.41	 	1703	96.87	 	55	3.13	 	1758	1.87
Ainslie North		                              	125	4.56	 	45	1.64	 	5	0.18	 	175	6.38	 	1346	49.05	 	105	3.83	 	22	0.8	 	1473	53.68	 	11	0.4	 	3	0.11	 	3	0.11	 	17	0.62	 	147	5.36	 	133	4.85	 	6	0.22	 	286	10.42	 	655	23.87	 	64	2.33	 	3	0.11	 	722	26.31	 	5	0.18	 	3	0.11	 	2	0.07	 	10	0.36	 	6	0.22	 	55	2	 	61	2.22	 	2744	98.04	 	55	1.96	 	2799	2.97
Aranda		                                     	146	4.6	 	99	3.12	 	11	0.35	 	256	8.07	 	1233	38.87	 	151	4.76	 	30	0.95	 	1414	44.58	 	12	0.38	 	10	0.32	 	2	0.06	 	24	0.76	 	148	4.67	 	145	4.57	 	7	0.22	 	300	9.46	 	943	29.73	 	122	3.85	 	9	0.28	 	1074	33.86	 	4	0.13	 	3	0.09	 	3	0.09	 	10	0.32	 	8	0.25	 	86	2.71	 	94	2.96	 	3172	98.27	 	56	1.73	 	3228	3.43
Baker Gardens		                              	36	4.89	 	8	1.09	 	0	0	 	44	5.98	 	376	51.09	 	44	5.98	 	9	1.22	 	429	58.29	 	3	0.41	 	3	0.41	 	0	0	 	6	0.82	 	35	4.76	 	33	4.48	 	1	0.14	 	69	9.38	 	156	21.2	 	17	2.31	 	0	0	 	173	23.51	 	0	0	 	1	0.14	 	1	0.14	 	2	0.27	 	3	0.41	 	10	1.36	 	13	1.77	 	736	97.61	 	18	2.39	 	754	0.8
Belconnen		                                  	75	4.81	 	37	2.37	 	3	0.19	 	115	7.38	 	707	45.38	 	75	4.81	 	12	0.77	 	794	50.96	 	6	0.39	 	3	0.19	 	0	0	 	9	0.58	 	63	4.04	 	41	2.63	 	4	0.26	 	108	6.93	 	431	27.66	 	53	3.4	 	2	0.13	 	486	31.19	 	8	0.51	 	1	0.06	 	1	0.06	 	10	0.64	 	7	0.45	 	29	1.86	 	36	2.31	 	1558	98.48	 	24	1.52	 	1582	1.68
Bruce		                                      	8	3.46	 	2	0.87	 	3	1.3	 	13	5.63	 	83	35.93	 	5	2.16	 	0	0	 	88	38.1	 	3	1.3	 	0	0	 	0	0	 	3	1.3	 	8	3.46	 	4	1.73	 	0	0	 	12	5.19	 	101	43.72	 	8	3.46	 	0	0	 	109	47.19	 	0	0	 	2	0.87	 	0	0	 	2	0.87	 	0	0	 	4	1.73	 	4	1.73	 	231	97.88	 	5	2.12	 	236	0.25
Campbell		                                   	108	3.67	 	53	1.8	 	9	0.31	 	170	5.78	 	872	29.67	 	105	3.57	 	7	0.24	 	984	33.48	 	10	0.34	 	4	0.14	 	3	0.1	 	17	0.58	 	126	4.29	 	92	3.13	 	2	0.07	 	220	7.49	 	1351	45.97	 	120	4.08	 	10	0.34	 	1481	50.39	 	11	0.37	 	1	0.03	 	4	0.14	 	16	0.54	 	10	0.34	 	41	1.4	 	51	1.74	 	2939	98.66	 	40	1.34	 	2979	3.17
Charnwood		                                  	187	5.91	 	59	1.86	 	38	1.2	 	284	8.98	 	1549	48.96	 	131	4.14	 	17	0.54	 	1697	53.63	 	29	0.92	 	7	0.22	 	0	0	 	36	1.14	 	70	2.21	 	63	1.99	 	0	0	 	133	4.2	 	858	27.12	 	81	2.56	 	8	0.25	 	947	29.93	 	5	0.16	 	2	0.06	 	1	0.03	 	8	0.25	 	8	0.25	 	51	1.61	 	59	1.86	 	3164	98.35	 	53	1.65	 	3217	3.42
