Senate - 1993 Election: New South Wales			
Registered Group Voting Tickets			


Green Alliance			

Ticket	Party/Group Name	Candidate Name	Preferences
A	Green Alliance	"BECKMANN, Jane"	1
		"BRIAN, Bernie"	2
B	Natural Law Party	"KERR, Doreen"	23
		"SMITH, Mike"	24
		"JUDD, Ines"	25
C	Citizens Electoral Councils of Australia Group	"HAY, Leone"	51
		"BUTLER, Robert"	52
		"WOOD, Gloria"	53
D	Republican Party of Australia	"CONSANDINE, Peter"	21
		"KLEIN, Gennie"	22
E	"Unendorsed - Teale, Leonard"	"TEALE, Leonard"	19
		"WARD, Colin"	20
F	The Confederate Action Party of Australia	"UEBERGANG, K John"	49
		"HAWKINS, Doug"	50
G	Australian Shooters Party	"ASCHER, Michael"	54
		"ORR, Ted"	55
		"WILKIE, Jeff"	56
		"O'CONNELL, Suzanne"	57
		"BOURKE, Robyn Lee"	58
H	"Unendorsed - Poulos, Patricia"	"POULOS, Patricia"	42
		"ARCHER, Peter B"	43
		"HOLLEY, John"	44
I	Liberal/National Party	"BAUME, Michael"	59
		"TIERNEY, John"	60
		"MACDONALD, Sandy"	61
		"PAYNE, Marise Ann"	62
J	"Unendorsed - Santa Claus, O"	"SANTA CLAUS, O"	17
		"ROLO, Lord"	18
K	Australian Democrats	"SOWADA, Karin"	7
		"GRIFFITHS, Ray Ian"	8
		"CHESTERFIELD-EVANS, Arthur"	9
L	Australian Labor Party	"RICHARDSON, Graham Frederick"	11
		"FAULKNER, John"	12
		"SIBRAA, Kerry"	13
		"ARMSTRONG, Mary-Anne"	14
M	"Unendorsed - Stevens, David Richard"	"STEVENS, David Richard"	33
		"HARRISON, Yvonne"	34
N	The Greens	"BRIGHAM, Steve"	3
		"WALLACE, Joy"	4
		"COHEN, Ian"	5
		"STEAD, Cecily"	6
O	Call to Australia (Fred Nile) Group	"COLEMAN, Bruce"	66
		"McLENNAN, Graham Clarke"	65
		"GRIGG, Shirley J"	64
		"RYAN, Glen"	63
P	Australians Against Further Immigration	"KITSON, David A L"	45
		"WEATHERLAKE, Ian A"	46
Q	"Unendorsed - Lavery, Rosemarie"	"LAVERY, Rosemarie"	35
		"JOHN, Robert"	36
		"LAVERY, Priscilla"	37
R	Grey Power	"ROYLANCE, Frances"	47
		"GROUNDS, Gay"	48
S	"Unendorsed - Bass, Walter"	"BASS, Walter"	15
		"HALES, Paul"	16
T	"Unendorsed - Vescio, Michael"	"VESCIO, Michael"	38
T		"WHEATLEY, Pamela Eileen"	39
U	"Unendorsed - Schollbach, Robert"	"SCHOLLBACH, Robert"	40
P	Australians Against Further Immigration	"KITSON, David A L"	65	65
		"WEATHERLAKE, Ian A"	66	66
Q	"Unendorsed - Lavery, Rosemarie"	"LAVERY, Rosemarie"	25	25
		"JOHN, Robert"	26	26
		"LAVERY, Priscilla"	27	27
R	Grey Power	"ROYLANCE, Frances"	8	8
		"GROUNDS, Gay"	9	9
S	"Unendorsed - Bass, Walter"	"BASS, Walter"	33	33
		"HALES, Paul"	34	34
T	"Unendorsed - Vescio, Michael"	"VESCIO, Michael"	19	19
T		"WHEATLEY, Pamela Eileen"	20	20
U	"Unendorsed - Schollbach, Robert"	"SCHOLLBACH, Robert"	23	23
U		"STIRLING, Karen"	24	24
UG	Independent	"GAJIN, Milorad"	48	48
UG	Independent	"ANDERSON, Michael J"	49	49
UG	Independent	"DE BRY, Katherine V"	50	50
UG		"POULSEN, Ron"	51	51
UG	Independent	"ELLIS, Bryan T"	52	52
UG	Independent	"MILTON, Malcolm Joshua"	53	53
UG	Independent	"DECKER, Dianne"	54	54
UG	Independent	"BELETICH, Argy"	55	55


Citizens Electoral Councils of Australia Group			

Ticket	Party/Group Name	Candidate Name	Preferences
A	Green Alliance	"BECKMANN, Jane"	34
		"BRIAN, Bernie"	35
B	Natural Law Party	"KERR, Doreen"	31
		"SMITH, Mike"	32
		"JUDD, Ines"	33
C	Citizens Electoral Councils of Australia Group	"HAY, Leone"	1
		"BUTLER, Robert"	2
		"WOOD, Gloria"	3
D	Republican Party of Australia	"CONSANDINE, Peter"	27
		"KLEIN, Gennie"	28
E	"Unendorsed - Teale, Leonard"	"TEALE, Leonard"	29
		"WARD, Colin"	30
F	The Confederate Action Party of Australia	"UEBERGANG, K John"	47
		"HAWKINS, Doug"	48
G	Australian Shooters Party	"ASCHER, Michael"	10
		"ORR, Ted"	11
		"WILKIE, Jeff"	12
		"O'CONNELL, Suzanne"	13
		"BOURKE, Robyn Lee"	14
H	"Unendorsed - Poulos, Patricia"	"POULOS, Patricia"	46
		"ARCHER, Peter B"	44
		"HOLLEY, John"	45
I	Liberal/National Party	"BAUME, Michael"	63
		"TIERNEY, John"	61
		"MACDONALD, Sandy"	59
		"PAYNE, Marise Ann"	57
J	"Unendorsed - Santa Claus, O"	"SANTA CLAUS, O"	65
		"ROLO, Lord"	64	20
K	Australian Democrats	"SOWADA, Karin"	20	21
		"GRIFFITHS, Ray Ian"	21	22
		"CHESTERFIELD-EVANS, Arthur"	22	
L	Australian Labor Party	"RICHARDSON, Graham Frederick"	66	
		"FAULKNER, John"	62	
		"SIBRAA, Kerry"	60	
		"ARMSTRONG, Mary-Anne"	58	
M	"Unendorsed - Stevens, David Richard"	"STEVENS, David Richard"	40	
		"HARRISON, Yvonne"	41	
N	The Greens	"BRIGHAM, Steve"	23	
		"WALLACE, Joy"	24	
		"COHEN, Ian"	25	
		"STEAD, Cecily"	26	
O	Call to Australia (Fred Nile) Group	"COLEMAN, Bruce"	38	
		"McLENNAN, Graham Clarke"	36	
		"GRIGG, Shirley J"	37
		"RYAN, Glen"	39
P	Australians Against Further Immigration	"KITSON, David A L"	8
		"WEATHERLAKE, Ian A"	9
Q	"Unendorsed - Lavery, Rosemarie"	"LAVERY, Rosemarie"	17
		"JOHN, Robert"	18
		"LAVERY, Priscilla"	19
R	Grey Power	"ROYLANCE, Frances"	6
		"GROUNDS, Gay"	7
S	"Unendorsed - Bass, Walter"	"BASS, Walter"	42
		"HALES, Paul"	43
T	"Unendorsed - Vescio, Michael"	"VESCIO, Michael"	4
T		"WHEATLEY, Pamela Eileen"	5
U	"Unendorsed - Schollbach, Robert"	"SCHOLLBACH, Robert"	15
U		"STIRLING, Karen"	16
UG	Independent	"GAJIN, Milorad"	49
UG	Independent	"ANDERSON, Michael J"	50	
UG	Independent	"DE BRY, Katherine V"	51	
UG		"POULSEN, Ron"	56	
UG	Independent	"ELLIS, Bryan T"	52	
UG	Independent	"MILTON, Malcolm Joshua"	53	
UG	Independent	"DECKER, Dianne"	54	
UG	Independent	"BELETICH, Argy"	55	


Republican Party of Australia				
			Preferences	
Ticket	Party/Group Name	Candidate Name	Ticket # 1	Ticket # 2
A	Green Alliance	"BECKMANN, Jane"	32	32
		"BRIAN, Bernie"	33	33
B	Natural Law Party	"KERR, Doreen"	20	20
		"SMITH, Mike"	21	21
		"JUDD, Ines"	22	22
C	Citizens Electoral Councils of Australia Group	"HAY, Leone"	39	39
		"BUTLER, Robert"	40	40
		"WOOD, Gloria"	41	41
D	Republican Party of Australia	"CONSANDINE, Peter"	1	1
		"KLEIN, Gennie"	2	2
E	"Unendorsed - Teale, Leonard"	"TEALE, Leonard"	14	14
		"WARD, Colin"	15	15
F	The Confederate Action Party of Australia	"UEBERGANG, K John"	27	27
		"HAWKINS, Doug"	28	28
G	Australian Shooters Party	"ASCHER, Michael"	34	34
		"ORR, Ted"	35	35
		"WILKIE, Jeff"	36	36
		"O'CONNELL, Suzanne"	37	37
		"BOURKE, Robyn Lee"	38	38
H	"Unendorsed - Poulos, Patricia"	"POULOS, Patricia"	44	44
		"ARCHER, Peter B"	45	45
		"HOLLEY, John"	46	46
I	Liberal/National Party	"BAUME, Michael"	59	63
		"TIERNEY, John"	60	64
		"MACDONALD, Sandy"	61	65
		"PAYNE, Marise Ann"	62	66
J	"Unendorsed - Santa Claus, O"	"SANTA CLAUS, O"	42	42
		"ROLO, Lord"	43	43
K	Australian Democrats	"SOWADA, Karin"	7	7
		"GRIFFITHS, Ray Ian"	8	8
		"CHESTERFIELD-EVANS, Arthur"	9	9
L	Australian Labor Party	"RICHARDSON, Graham Frederick"	63	59
		"FAULKNER, John"	64	60
		"SIBRAA, Kerry"	65	61
		"ARMSTRONG, Mary-Anne"	66	62
M	"Unendorsed - Stevens, David Richard"	"STEVENS, David Richard"	25	25
		"HARRISON, Yvonne"	26	26
N	The Greens	"BRIGHAM, Steve"	3	3
		"WALLACE, Joy"	4	4
		"COHEN, Ian"	5	5
		"STEAD, Cecily"	6	6
O	Call to Australia (Fred Nile) Group	"COLEMAN, Bruce"	55	55
		"McLENNAN, Graham Clarke"	56	56
		"GRIGG, Shirley J"	57	57
		"RYAN, Glen"	58	58
P	Australians Against Further Immigration	"KITSON, David A L"	12	12
		"WEATHERLAKE, Ian A"	13	13
Q	"Unendorsed - Lavery, Rosemarie"	"LAVERY, Rosemarie"	29	29
		"JOHN, Robert"	30	30
		"LAVERY, Priscilla"	31	31
R	Grey Power	"ROYLANCE, Frances"	23	23
		"GROUNDS, Gay"	24	24
S	"Unendorsed - Bass, Walter"	"BASS, Walter"	10	10
		"HALES, Paul"	11	11
T	"Unendorsed - Vescio, Michael"	"VESCIO, Michael"	16	16
T		"WHEATLEY, Pamela Eileen"	17	17
U	"Unendorsed - Schollbach, Robert"	"SCHOLLBACH, Robert"	18	18
U		"STIRLING, Karen"	19	19
UG	Independent	"GAJIN, Milorad"	47	47
UG	Independent	"ANDERSON, Michael J"	48	48
UG	Independent	"DE BRY, Katherine V"	49	49
UG		"POULSEN, Ron"	50	50
UG	Independent	"ELLIS, Bryan T"	51	51
UG	Independent	"MILTON, Malcolm Joshua"	52	52
UG	Independent	"DECKER, Dianne"	53	53
UG	Independent	"BELETICH, Argy"	54	54


"Unendorsed - Teale, Leonard"			

Ticket	Party/Group Name	Candidate Name	Preferences
A	Green Alliance	"BECKMANN, Jane"	26
		"BRIAN, Bernie"	27
B	Natural Law Party	"KERR, Doreen"	21
		"SMITH, Mike"	22
		"JUDD, Ines"	23
C	Citizens Electoral Councils of Australia Group	"HAY, Leone"	37
		"BUTLER, Robert"	38
		"WOOD, Gloria"	39
D	Republican Party of Australia	"CONSANDINE, Peter"	24
		"KLEIN, Gennie"	25
E	"Unendorsed - Teale, Leonard"	"TEALE, Leonard"	1
		"WARD, Colin"	2
F	The Confederate Action Party of Australia	"UEBERGANG, K John"	50
		"HAWKINS, Doug"	49
G	Australian Shooters Party	"ASCHER, Michael"	5
		"ORR, Ted"	6
		"WILKIE, Jeff"	7
		"O'CONNELL, Suzanne"	8
		"BOURKE, Robyn Lee"	9
H	"Unendorsed - Poulos, Patricia"	"POULOS, Patricia"	28
		"ARCHER, Peter B"	29
		"HOLLEY, John"	30
I	Liberal/National Party	"BAUME, Michael"	59
		"TIERNEY, John"	60
		"MACDONALD, Sandy"	61
		"PAYNE, Marise Ann"	62
J	"Unendorsed - Santa Claus, O"	"SANTA CLAUS, O"	33
		"ROLO, Lord"	34
K	Australian Democrats	"SOWADA, Karin"	10
		"GRIFFITHS, Ray Ian"	11
		"CHESTERFIELD-EVANS, Arthur"	12
L	Australian Labor Party	"RICHARDSON, Graham Frederick"	66
		"FAULKNER, John"	65
		"SIBRAA, Kerry"	64
		"ARMSTRONG, Mary-Anne"	63
M	"Unendorsed - Stevens, David Richard"	"STEVENS, David Richard"	46
		"HARRISON, Yvonne"	45
N	The Greens	"BRIGHAM, Steve"	13
		"WALLACE, Joy"	14
		"COHEN, Ian"	15
		"STEAD, Cecily"	16
O	Call to Australia (Fred Nile) Group	"COLEMAN, Bruce"	17
		"McLENNAN, Graham Clarke"	18
		"GRIGG, Shirley J"	19
		"RYAN, Glen"	20
P	Australians Against Further Immigration	"KITSON, David A L"	48
		"WEATHERLAKE, Ian A"	47
Q	"Unendorsed - Lavery, Rosemarie"	"LAVERY, Rosemarie"	44
		"JOHN, Robert"	43
		"LAVERY, Priscilla"	42
R	Grey Power	"ROYLANCE, Frances"	31
		"GROUNDS, Gay"	32
S	"Unendorsed - Bass, Walter"	"BASS, Walter"	35
		"HALES, Paul"	36
T	"Unendorsed - Vescio, Michael"	"VESCIO, Michael"	41
T		"WHEATLEY, Pamela Eileen"	40
U	"Unendorsed - Schollbach, Robert"	"SCHOLLBACH, Robert"	3
U		"STIRLING, Karen"	4
UG	Independent	"GAJIN, Milorad"	51
UG	Independent	"ANDERSON, Michael J"	52
UG	Independent	"DE BRY, Katherine V"	53
UG		"POULSEN, Ron"	54
UG	Independent	"ELLIS, Bryan T"	55
UG	Independent	"MILTON, Malcolm Joshua"	56
UG	Independent	"DECKER, Dianne"	57
UG	Independent	"BELETICH, Argy"	58


The Confederate Action Party of Australia			

Ticket	Party/Group Name	Candidate Name	Preferences
A	Green Alliance	"BECKMANN, Jane"	37
		"BRIAN, Bernie"	38
B	Natural Law Party	"KERR, Doreen"	29
		"SMITH, Mike"	30
		"JUDD, Ines"	31
C	Citizens Electoral Councils of Australia Group	"HAY, Leone"	64
		"BUTLER, Robert"	65
		"WOOD, Gloria"	66
D	Republican Party of Australia	"CONSANDINE, Peter"	62
		"KLEIN, Gennie"	63
E	"Unendorsed - Teale, Leonard"	"TEALE, Leonard"	22
		"WARD, Colin"	23
F	The Confederate Action Party of Australia	"UEBERGANG, K John"	1
		"HAWKINS, Doug"	2
G	Australian Shooters Party	"ASCHER, Michael"	32
		"ORR, Ted"	33
		"WILKIE, Jeff"	34
		"O'CONNELL, Suzanne"	35
		"BOURKE, Robyn Lee"	36
H	"Unendorsed - Poulos, Patricia"	"POULOS, Patricia"	3
		"ARCHER, Peter B"	4
		"HOLLEY, John"	5
I	Liberal/National Party	"BAUME, Michael"	51
		"TIERNEY, John"	52
		"MACDONALD, Sandy"	53
		"PAYNE, Marise Ann"	54
J	"Unendorsed - Santa Claus, O"	"SANTA CLAUS, O"	24
		"ROLO, Lord"	25
K	Australian Democrats	"SOWADA, Karin"	55
		"GRIFFITHS, Ray Ian"	56
		"CHESTERFIELD-EVANS, Arthur"	57
L	Australian Labor Party	"RICHARDSON, Graham Frederick"	58
		"FAULKNER, John"	59
		"SIBRAA, Kerry"	60
		"ARMSTRONG, Mary-Anne"	61
M	"Unendorsed - Stevens, David Richard"	"STEVENS, David Richard"	20
		"HARRISON, Yvonne"	21
N	The Greens	"BRIGHAM, Steve"	39
		"WALLACE, Joy"	40
		"COHEN, Ian"	41
		"STEAD, Cecily"	42
O	Call to Australia (Fred Nile) Group	"COLEMAN, Bruce"	10
		"McLENNAN, Graham Clarke"	11
		"GRIGG, Shirley J"	12
		"RYAN, Glen"	13
P	Australians Against Further Immigration	"KITSON, David A L"	8
		"WEATHERLAKE, Ian A"	9
Q	"Unendorsed - Lavery, Rosemarie"	"LAVERY, Rosemarie"	26
		"JOHN, Robert"	27
		"LAVERY, Priscilla"	28
R	Grey Power	"ROYLANCE, Frances"	6
		"GROUNDS, Gay"	7
S	"Unendorsed - Bass, Walter"	"BASS, Walter"	18
		"HALES, Paul"	19
T	"Unendorsed - Vescio, Michael"	"VESCIO, Michael"	16
T		"WHEATLEY, Pamela Eileen"	17
U	"Unendorsed - Schollbach, Robert"	"SCHOLLBACH, Robert"	14
U		"STIRLING, Karen"	15
UG	Independent	"GAJIN, Milorad"	43
UG	Independent	"ANDERSON, Michael J"	44
UG	Independent	"DE BRY, Katherine V"	45
UG		"POULSEN, Ron"	46
UG	Independent	"ELLIS, Bryan T"	47
UG	Independent	"MILTON, Malcolm Joshua"	48
UG	Independent	"DECKER, Dianne"	49
UG	Independent	"BELETICH, Argy"	50


Australian Shooters Party			

Ticket	Party/Group Name	Candidate Name	Preferences
A	Green Alliance	"BECKMANN, Jane"	33
		"BRIAN, Bernie"	34
B	Natural Law Party	"KERR, Doreen"	35
		"SMITH, Mike"	36
		"JUDD, Ines"	37
C	Citizens Electoral Councils of Australia Group	"HAY, Leone"	12
		"BUTLER, Robert"	13
		"WOOD, Gloria"	14
D	Republican Party of Australia	"CONSANDINE, Peter"	31
		"KLEIN, Gennie"	32
E	"Unendorsed - Teale, Leonard"	"TEALE, Leonard"	8
		"WARD, Colin"	9
F	The Confederate Action Party of Australia	"UEBERGANG, K John"	48
		"HAWKINS, Doug"	49
G	Australian Shooters Party	"ASCHER, Michael"	1
		"ORR, Ted"	2
		"WILKIE, Jeff"	3
		"O'CONNELL, Suzanne"	4
		"BOURKE, Robyn Lee"	5
H	"Unendorsed - Poulos, Patricia"	"POULOS, Patricia"	43
		"ARCHER, Peter B"	44
		"HOLLEY, John"	45
I	Liberal/National Party	"BAUME, Michael"	19
		"TIERNEY, John"	20
		"MACDONALD, Sandy"	21
		"PAYNE, Marise Ann"	22
J	"Unendorsed - Santa Claus, O"	"SANTA CLAUS, O"	41
		"ROLO, Lord"	42
K	Australian Democrats	"SOWADA, Karin"	38
		"GRIFFITHS, Ray Ian"	39
		"CHESTERFIELD-EVANS, Arthur"	40
L	Australian Labor Party	"RICHARDSON, Graham Frederick"	23
		"FAULKNER, John"	24
		"SIBRAA, Kerry"	25
		"ARMSTRONG, Mary-Anne"	26
M	"Unendorsed - Stevens, David Richard"	"STEVENS, David Richard"	46
		"HARRISON, Yvonne"	47
N	The Greens	"BRIGHAM, Steve"	27
		"WALLACE, Joy"	28
		"COHEN, Ian"	29
		"STEAD, Cecily"	30
O	Call to Australia (Fred Nile) Group	"COLEMAN, Bruce"	15
		"McLENNAN, Graham Clarke"	16
		"GRIGG, Shirley J"	17
		"RYAN, Glen"	18
P	Australians Against Further Immigration	"KITSON, David A L"	6
		"WEATHERLAKE, Ian A"	7
Q	"Unendorsed - Lavery, Rosemarie"	"LAVERY, Rosemarie"	50
		"JOHN, Robert"	51
		"LAVERY, Priscilla"	52
R	Grey Power	"ROYLANCE, Frances"	10
		"GROUNDS, Gay"	11
S	"Unendorsed - Bass, Walter"	"BASS, Walter"	53
		"HALES, Paul"	54
T	"Unendorsed - Vescio, Michael"	"VESCIO, Michael"	55
T		"WHEATLEY, Pamela Eileen"	56
U	"Unendorsed - Schollbach, Robert"	"SCHOLLBACH, Robert"	57
U		"STIRLING, Karen"	58
UG	Independent	"GAJIN, Milorad"	59
UG	Independent	"ANDERSON, Michael J"	60
UG	Independent	"DE BRY, Katherine V"	61
UG		"POULSEN, Ron"	62
UG	Independent	"ELLIS, Bryan T"	63
UG	Independent	"MILTON, Malcolm Joshua"	64
UG	Independent	"DECKER, Dianne"	65
UG	Independent	"BELETICH, Argy"	66


"Unendorsed - Poulos, Patricia"			

Ticket	Party/Group Name	Candidate Name	Preferences
A	Green Alliance	"BECKMANN, Jane"	30
		"BRIAN, Bernie"	31
B	Natural Law Party	"KERR, Doreen"	58
		"SMITH, Mike"	59
		"JUDD, Ines"	60
C	Citizens Electoral Councils of Australia Group	"HAY, Leone"	36
		"BUTLER, Robert"	37
		"WOOD, Gloria"	38
D	Republican Party of Australia	"CONSANDINE, Peter"	61
		"KLEIN, Gennie"	62
E	"Unendorsed - Teale, Leonard"	"TEALE, Leonard"	63
		"WARD, Colin"	64
F	The Confederate Action Party of Australia	"UEBERGANG, K John"	4
		"HAWKINS, Doug"	5
G	Australian Shooters Party	"ASCHER, Michael"	6
		"ORR, Ted"	7
		"WILKIE, Jeff"	8
		"O'CONNELL, Suzanne"	9
		"BOURKE, Robyn Lee"	10
H	"Unendorsed - Poulos, Patricia"	"POULOS, Patricia"	1
		"ARCHER, Peter B"	2
		"HOLLEY, John"	3
I	Liberal/National Party	"BAUME, Michael"	47
		"TIERNEY, John"	48
		"MACDONALD, Sandy"	49
		"PAYNE, Marise Ann"	50
J	"Unendorsed - Santa Claus, O"	"SANTA CLAUS, O"	65
		"ROLO, Lord"	66
K	Australian Democrats	"SOWADA, Karin"	51
		"GRIFFITHS, Ray Ian"	52
		"CHESTERFIELD-EVANS, Arthur"	53
L	Australian Labor Party	"RICHARDSON, Graham Frederick"	54
		"FAULKNER, John"	55
		"SIBRAA, Kerry"	56
		"ARMSTRONG, Mary-Anne"	57
M	"Unendorsed - Stevens, David Richard"	"STEVENS, David Richard"	22
		"HARRISON, Yvonne"	23
N	The Greens	"BRIGHAM, Steve"	26
		"WALLACE, Joy"	27
		"COHEN, Ian"	28
		"STEAD, Cecily"	29
O	Call to Australia (Fred Nile) Group	"COLEMAN, Bruce"	32
		"McLENNAN, Graham Clarke"	33
		"GRIGG, Shirley J"	34
		"RYAN, Glen"	35
P	Australians Against Further Immigration	"KITSON, David A L"	24
		"WEATHERLAKE, Ian A"	25
Q	"Unendorsed - Lavery, Rosemarie"	"LAVERY, Rosemarie"	19
		"JOHN, Robert"	20
		"LAVERY, Priscilla"	21
R	Grey Power	"ROYLANCE, Frances"	1
		"GROUNDS, Gay"	12
S	"Unendorsed - Bass, Walter"	"BASS, Walter"	17
		"HALES, Paul"	18
T	"Unendorsed - Vescio, Michael"	"VESCIO, Michael"	13
T		"WHEATLEY, Pamela Eileen"	14
U	"Unendorsed - Schollbach, Robert"	"SCHOLLBACH, Robert"	15
U		"STIRLING, Karen"	16
UG	Independent	"GAJIN, Milorad"	39
UG	Independent	"ANDERSON, Michael J"	40
UG	Independent	"DE BRY, Katherine V"	43
UG		"POULSEN, Ron"	42
UG	Independent	"ELLIS, Bryan T"	41
UG	Independent	"MILTON, Malcolm Joshua"	46
UG	Independent	"DECKER, Dianne"	45
UG	Independent	"BELETICH, Argy"	44


Liberal National Party			

Ticket	Party/Group Name	Candidate Name	Preferences
A	Green Alliance	"BECKMANN, Jane"	57
		"BRIAN, Bernie"	58
B	Natural Law Party	"KERR, Doreen"	33
		"SMITH, Mike"	34
		"JUDD, Ines"	35
C	Citizens Electoral Councils of Australia Group	"HAY, Leone"	18
		"BUTLER, Robert"	19
		"WOOD, Gloria"	20
D	Republican Party of Australia	"CONSANDINE, Peter"	59
		"KLEIN, Gennie"	60
E	"Unendorsed - Teale, Leonard"	"TEALE, Leonard"	9
		"WARD, Colin"	10
F	The Confederate Action Party of Australia	"UEBERGANG, K John"	21
		"HAWKINS, Doug"	22
G	Australian Shooters Party	"ASCHER, Michael"	13
		"ORR, Ted"	14
		"WILKIE, Jeff"	15
		"O'CONNELL, Suzanne"	16
		"BOURKE, Robyn Lee"	17
H	"Unendorsed - Poulos, Patricia"	"POULOS, Patricia"	23
		"ARCHER, Peter B"	24
		"HOLLEY, John"	25
I	Liberal/National Party	"BAUME, Michael"	1
		"TIERNEY, John"	2
		"MACDONALD, Sandy"	3
		"PAYNE, Marise Ann"	4
J	"Unendorsed - Santa Claus, O"	"SANTA CLAUS, O"	61
		"ROLO, Lord"	62
