	EXHAUSTED		476		28		4		18		1		527	



Blaxland (78692)														

			Ordinary		Absent		Provisional		Pre Poll		Postal		Total	
Candidates		Party	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%
	"KOROVIN, Nick"	LP	19460	31.01	1086	30.94	132	16.9	589	33.66	649	36.3	21916	31.05
	"LAWRENCE, Eric"	IND	426	0.68	53	1.51	9	1.15	22	1.26	16	0.89	526	0.75
	"BEAMS, Nick"		202	0.32	28	0.8	3	0.38	7	0.4	4	0.22	244	0.35
	"LAVIS, Michael"	AFI	1633	2.6	175	4.99	14	1.79	51	2.91	71	3.97	1944	2.75
	"AUSSIE-STONE, Marc"	IND	212	0.34	29	0.83	3	0.38	18	1.03	5	0.28	267	0.38
	"SAYEGH, Peter"	IND	645	1.03	28	0.8	7	0.9	8	0.46	7	0.39	695	0.98
	"SMITH, Peter"	NLP	141	0.22	19	0.54	4	0.51	10	0.57	2	0.11	176	0.25
	"RAHME, Melodie"	CTA	791	1.26	81	2.31	10	1.28	21	1.2	33	1.85	936	1.33
	"MEIKLE, Jeffrey"	DEM	2078	3.31	176	5.01	23	2.94	78	4.46	87	4.87	2442	3.46
#	"KEATING, Paul John"	ALP	37173	59.23	1835	52.28	576	73.75	946	54.06	914	51.12	41444	58.71
		FORMAL	62761	93.28	3510	92.47	781	89.67	1750	95.89	1788	98.03	70590	93.38
		INFORMAL	4518	6.72	286	7.53	90	10.33	75	4.11	36	1.97	5005	6.62
		TOTAL	67279	89	3796	5.02	871	1.15	1825	2.41	1824	2.41	75595	96.06
Two Candidate Preferred														
	"KOROVIN, Nick"	LP	22995	36.74	1393	39.87	171	21.92	716	40.96	781	43.85	26056	37.02
#	"KEATING, Paul John"	ALP	39586	63.26	2101	60.13	609	78.08	1032	59.04	1000	56.15	44328	62.98
	EXHAUSTED		180		16		1		2		7		206	



Bradfield (79617)														

			Ordinary		Absent		Provisional		Pre Poll		Postal		Total	
Candidates		Party	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%
	"WATKINS, Len"	AFI	2171	3.37	195	4.85	11	4.72	121	3.34	73	3.33	2571	3.45
	"KEMENY, Alex"	ALP	10120	15.7	621	15.44	41	17.6	683	18.85	314	14.33	11779	15.8
	"GALLAGHER, Patrick"	IND	726	1.13	82	2.04	7	3	75	2.07	28	1.28	918	1.23
	"RATCLIFFE, Margaret"	CTA	1147	1.78	76	1.89	3	1.29	50	1.38	31	1.41	1307	1.75
	"BARRY, Ann"	DEM	6067	9.41	376	9.35	21	9.01	270	7.45	174	7.94	6908	9.27
#	"NELSON, Brendan"	LP	42024	65.19	2362	58.74	140	60.09	2230	61.55	1504	68.64	48260	64.75
	"TOOMEY, Mark"	NLP	186	0.29	14	0.35	0	0	11	0.3	5	0.23	216	0.29
	"WRIGHT, Richard"	GRN	2027	3.14	295	7.34	10	4.29	183	5.05	62	2.83	2577	3.46
		FORMAL	64468	97.03	4021	96.77	233	94.72	3623	97.34	2191	98.6	74536	97.07
		INFORMAL	1975	2.97	134	3.23	13	5.28	99	2.66	31	1.4	2252	2.93
		TOTAL	66443	86.53	4155	5.41	246	0.32	3722	4.85	2222	2.89	76788	96.45
Two Candidate Preferred														
	"KEMENY, Alex"	ALP	15275	23.91	1102	27.68	66	28.33	1003	27.78	462	21.18	17908	24.23
#	"NELSON, Brendan"	LP	48614	76.09	2879	72.32	167	71.67	2607	72.22	1719	78.82	55986	75.77
	EXHAUSTED		579		40		0		13		10		642	



Calare (78088)														

			Ordinary		Absent		Provisional		Pre Poll		Postal		Total	
Candidates		Party	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%
	"McLEAN, Bruce"	CTA	1258	1.96	115	2.64	13	3.01	37	1.38	36	1.56	1459	1.97
#	"ANDREN, Peter"	IND	19381	30.23	983	22.53	131	30.32	693	25.77	520	22.46	21708	29.37
	"BAKER, Peter Arthur"	DEM	643	1	122	2.8	6	1.39	47	1.75	41	1.77	859	1.16
	"ALLEN, Rob"	ALP	18540	28.91	1146	26.27	143	33.1	763	28.37	815	35.21	21407	28.96
	"TOOLE, Trevor"	NP	13227	20.63	990	22.69	58	13.43	604	22.46	492	21.25	15371	20.79
	"NOLAN, Richard"	NLP	146	0.23	18	0.41	1	0.23	6	0.22	1	0.04	172	0.23
	"MULLIN, Sharon"	GRN	1003	1.56	167	3.83	19	4.4	84	3.12	39	1.68	1312	1.77
	"FARDELL, Ray"	LP	9922	15.47	822	18.84	61	14.12	455	16.92	371	16.03	11631	15.73
		FORMAL	64120	97.71	4363	97.65	432	95.79	2689	98.64	2315	99.1	73919	97.77
		INFORMAL	1505	2.29	105	2.35	19	4.21	37	1.36	21	0.9	1687	2.23
		TOTAL	65625	86.8	4468	5.91	451	0.6	2726	3.61	2336	3.09	75606	96.82
Two Candidate Preferred														
#	"ANDREN, Peter"	IND	40911	63.97	2402	55.46	304	70.86	1601	59.65	1448	62.77	46666	63.32
	"TOOLE, Trevor"	NP	23041	36.03	1929	44.54	125	29.14	1083	40.35	859	37.23	27037	36.68
	EXHAUSTED		168		32		3		5		8		216	



Charlton (82294)														

			Ordinary		Absent		Provisional		Pre Poll		Postal		Total	
Candidates		Party	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%
#	"BROWN, Bob"	ALP	33948	50.98	2107	45.73	277	60.88	1158	33.82	1175	51.92	38665	50
	"CRAIG, Peter"	LP	21825	32.78	1473	31.97	91	20	1743	50.91	752	33.23	25884	33.47
	"GODFREY, Lyn"	DEM	5514	8.28	466	10.12	24	5.27	294	8.59	196	8.66	6494	8.4
	"FRANKS, Ron"	AFI	2069	3.11	189	4.1	20	4.4	91	2.66	59	2.61	2428	3.14
	"BRUGMAN, Bernadette"	GRN	3229	4.85	372	8.07	43	9.45	138	4.03	81	3.58	3863	5
		FORMAL	66585	96.39	4607	96.99	455	94.01	3424	97.77	2263	99.12	77334	96.55
		INFORMAL	2497	3.61	143	3.01	29	5.99	78	2.23	20	0.88	2767	3.45
		TOTAL	69082	86.24	4750	5.93	484	0.6	3502	4.37	2283	2.85	80101	97.34
Two Candidate Preferred														
#	"BROWN, Bob"	ALP	39921	60.26	2672	58.4	327	72.03	1391	40.84	1335	59.04	45646	59.32
	"CRAIG, Peter"	LP	26327	39.74	1903	41.6	127	27.97	2015	59.16	926	40.96	31298	40.68
	EXHAUSTED		337		32		1		18		2		390	



Chifley (81170)														

			Ordinary		Absent		Provisional		Pre Poll		Postal		Total	
Candidates		Party	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%
	"FISHER, Alec"	DEM	5886	8.9	522	12.31	66	9.17	143	8.13	65	6.27	6682	9.05
	"GRIGG, Shirley"	CTA	1786	2.7	157	3.7	25	3.47	33	1.88	32	3.09	2033	2.75
	"GREEN, Jenny"	LP	17780	26.9	1137	26.8	132	18.33	434	24.67	345	33.3	19828	26.85
	"HARGREAVES, Louise Jayne"	NLP	541	0.82	77	1.82	10	1.39	12	0.68	13	1.25	653	0.88
	"OWEN, Andrew"	IND	1583	2.39	166	3.91	21	2.92	52	2.96	36	3.47	1858	2.52
#	"PRICE, Roger"	ALP	38525	58.28	2183	51.46	466	64.72	1085	61.68	545	52.61	42804	57.95
		FORMAL	66101	94.65	4242	94.65	720	93.87	1759	96.97	1036	98.29	73858	94.74
		INFORMAL	3738	5.35	240	5.35	47	6.13	55	3.03	18	1.71	4098	5.26
		TOTAL	69839	89.59	4482	5.75	767	0.98	1814	2.33	1054	1.35	77956	96.04
Two Candidate Preferred														
	"GREEN, Jenny"	LP	23255	35.29	1649	39.09	209	29.15	566	32.25	430	41.55	26109	35.46
#	"PRICE, Roger"	ALP	42641	64.71	2570	60.91	508	70.85	1189	67.75	605	58.45	47513	64.54
	EXHAUSTED		205		23		3		4		1		236	



Cook (80004)														

			Ordinary		Absent		Provisional		Pre Poll		Postal		Total	
Candidates		Party	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%
	"RICHARDSON, Terri"	DEM	5254	8.06	425	10.39	44	10.73	244	6.9	163	7.21	6130	8.12
	"WOODGER, Janey"	RARI	2491	3.82	248	6.06	29	7.07	144	4.07	76	3.36	2988	3.96
	"McDONALD, James Ian"	IND	857	1.31	110	2.69	11	2.68	70	1.98	30	1.33	1078	1.43
#	"MUTCH, Stephen"	LP	36189	55.5	1935	47.31	157	38.29	2043	57.81	1277	56.5	41601	55.1
	"McGRATH, Mark"	ALP	20416	31.31	1372	33.55	169	41.22	1033	29.23	714	31.59	23704	31.4
		FORMAL	65207	97.49	4090	96.71	410	94.04	3534	98.33	2260	99.34	75501	97.52
		INFORMAL	1682	2.51	139	3.29	26	5.96	60	1.67	15	0.66	1922	2.48
		TOTAL	66889	86.39	4229	5.46	436	0.56	3594	4.64	2275	2.94	77423	96.77
Two Candidate Preferred														
#	"MUTCH, Stephen"	LP	40548	62.49	2333	57.38	197	48.4	2286	64.89	1427	63.37	46791	62.28
	"McGRATH, Mark"	ALP	24338	37.51	1733	42.62	210	51.6	1237	35.11	825	36.63	28343	37.72
	EXHAUSTED		321		24		3		11		8		367	



Cowper (77170)														

			Ordinary		Absent		Provisional		Pre Poll		Postal		Total	
Candidates		Party	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%
	"CRANNY, Jillian"	GRN	3702	5.94	418	9.67	116	12.58	209	7.18	80	3.9	4525	6.24
	"QUARTLY, Allan"	DEM	3273	5.25	361	8.35	47	5.1	170	5.84	123	6	3974	5.48
#	"NEHL, Garry"	NP	35208	56.5	2209	51.09	405	43.93	1707	58.66	1296	63.25	40825	56.3
	"SEKFY, Paul"	ALP	20131	32.31	1336	30.9	354	38.39	824	28.32	550	26.84	23195	31.98
		FORMAL	62314	97.65	4324	97.94	922	95.64	2910	97.82	2049	99.32	72519	97.7
		INFORMAL	1497	2.35	91	2.06	42	4.36	65	2.18	14	0.68	1709	2.3
		TOTAL	63811	85.97	4415	5.95	964	1.3	2975	4.01	2063	2.78	74228	96.19
Two Candidate Preferred														
#	"NEHL, Garry"	NP	38200	61.55	2526	58.8	474	51.75	1881	64.75	1384	67.61	44465	61.56
	"SEKFY, Paul"	ALP	23867	38.45	1770	41.2	442	48.25	1024	35.25	663	32.39	27766	38.44
	EXHAUSTED		247		28		6		5		2		288	



Cunningham (76150)														

			Ordinary		Absent		Provisional		Pre Poll		Postal		Total	
Candidates		Party	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%
	"PERROTT, Margaret"		1512	2.41	88	2.77	20	4.81	40	1.55	15	0.75	1675	2.36
	"MISDOM, Fred J"	NLP	271	0.43	30	0.95	3	0.72	8	0.31	5	0.25	317	0.45
#	"MARTIN, Stephen"	ALP	33162	52.9	1564	49.28	243	58.41	1189	46.16	1109	55.45	37267	52.59
	"CHILTON, Mark"	DEM	3021	4.82	226	7.12	21	5.05	152	5.9	115	5.75	3535	4.99
	"DOUGLAS, Will"	GRN	3641	5.81	267	8.41	34	8.17	142	5.51	55	2.75	4139	5.84
	"WILCOCK, Paul"	IND	814	1.3	55	1.73	6	1.44	29	1.13	35	1.75	939	1.33
	"WILLIAMS, Philip"	LP	18636	29.73	853	26.87	80	19.23	942	36.57	613	30.65	21124	29.81
	"O'NEILL, Robert"	CTA	1636	2.61	91	2.87	9	2.16	74	2.87	53	2.65	1863	2.63
		FORMAL	62693	96.27	3174	95.86	416	94.98	2576	98.43	2000	98.96	70859	96.39
		INFORMAL	2430	3.73	137	4.14	22	5.02	41	1.57	21	1.04	2651	3.61
		TOTAL	65123	88.59	3311	4.5	438	0.6	2617	3.56	2021	2.75	73510	96.53
Two Candidate Preferred														
#	"MARTIN, Stephen"	ALP	39238	62.99	2043	64.84	306	73.91	1455	56.66	1260	63.09	44302	62.91
	"WILLIAMS, Philip"	LP	23056	37.01	1108	35.16	108	26.09	1113	43.34	737	36.91	26122	37.09
	EXHAUSTED		399		23		2		8		3		435	



Dobell (78239)														

			Ordinary		Absent		Provisional		Pre Poll		Postal		Total	
Candidates		Party	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%
#	"LEE, Michael"	ALP	27424	43.67	1949	45.47	272	49.01	1546	42.25	1030	47.55	32221	43.86
	"MARTIN, True"	DEM	4565	7.27	334	7.79	38	6.85	188	5.14	98	4.52	5223	7.11
	"PRITCHARD, Jeremy H"	AFI	1763	2.81	211	4.92	29	5.23	87	2.38	56	2.59	2146	2.92
	"KATALINIC, Aldo"	IND	595	0.95	66	1.54	7	1.26	64	1.75	19	0.88	751	1.02
	"FREEMANTLE, Graham"	CTA	1132	1.8	92	2.15	7	1.26	53	1.45	20	0.92	1304	1.78
	"EATON, Doug"	LP	27317	43.5	1634	38.12	202	36.4	1721	47.03	943	43.54	31817	43.31
		FORMAL	62796	97	4286	96.31	555	95.85	3659	98.1	2166	98.9	73462	97.06
		INFORMAL	1941	3	164	3.69	24	4.15	71	1.9	24	1.1	2224	2.94
		TOTAL	64737	85.53	4450	5.88	579	0.77	3730	4.93	2190	2.89	75686	96.74
Two Candidate Preferred														
#	"LEE, Michael"	ALP	31211	49.86	2306	53.97	317	57.22	1719	47.12	1122	51.87	36675	50.08
	"EATON, Doug"	LP	31384	50.14	1967	46.03	237	42.78	1929	52.88	1041	48.13	36558	49.92
	EXHAUSTED		201		13		1		11		3		229	



Eden-Monaro (77496)														

			Ordinary		Absent		Provisional		Pre Poll		Postal		Total	
Candidates		Party	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%
	"BROWN, Irene"	AFI	1129	1.81	85	2.91	16	4.1	96	2.63	48	1.77	1374	1.9
	"FRASER, Peter"	NLP	161	0.26	18	0.62	1	0.26	16	0.44	4	0.15	200	0.28
#	"NAIRN, Gary"	LP	28806	46.11	1240	42.49	122	31.28	1606	44.01	1377	50.64	33151	45.95
	"SNOW, Jim"	ALP	23694	37.93	1079	36.98	188	48.21	1437	39.38	949	34.9	27347	37.9
	"ENDEAN, Nora"	DEM	2160	3.46	155	5.31	18	4.62	158	4.33	101	3.71	2592	3.59
	"TENNANT-WOOD, Robin"	GRN	2029	3.25	192	6.58	15	3.85	182	4.99	130	4.78	2548	3.53
	"HOWES, David Paul"	CTA	532	0.85	36	1.23	0	0	21	0.58	26	0.96	615	0.85
	"LOYDELL, Robyn"	IND	3960	6.34	113	3.87	30	7.69	133	3.64	84	3.09	4320	5.99
		FORMAL	62471	96.85	2918	97.2	390	96.77	3649	98.22	2719	98.98	72147	97.01
		INFORMAL	2032	3.15	84	2.8	13	3.23	66	1.78	28	1.02	2223	2.99
		TOTAL	64503	86.73	3002	4.04	403	0.54	3715	5	2747	3.69	74370	95.97
Two Candidate Preferred														
#	"NAIRN, Gary"	LP	34242	55.08	1496	51.69	160	41.34	1863	51.17	1557	57.45	39318	54.76
	"SNOW, Jim"	ALP	27931	44.92	1398	48.31	227	58.66	1778	48.83	1153	42.55	32487	45.24
	EXHAUSTED		298		24		3		8		9		342	



Farrer (76772)														

			Ordinary		Absent		Provisional		Pre Poll		Postal		Total	
Candidates		Party	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%
	"WHITFIELD, Peter Clarence"	IND	1195	1.92	38	1.92	5	2.16	75	1.95	24	0.83	1337	1.88
	"EVERINGHAM, John"	CTA	918	1.47	30	1.52	2	0.87	47	1.22	50	1.73	1047	1.47
	"CLANCY, John R"	DEM	2604	4.18	122	6.17	10	4.33	205	5.32	102	3.54	3043	4.27
	"SUMMERS, Lynda"	ALP	15599	25.06	438	22.14	68	29.44	891	23.11	567	19.67	17563	24.67
#	"FISCHER, Tim"	NP	41115	66.05	1314	66.43	142	61.47	2559	66.38	2101	72.88	47231	66.34
	"DOWNING, Luke Stephen"	IND	822	1.32	36	1.82	4	1.73	78	2.02	39	1.35	979	1.38
		FORMAL	62253	96.38	1978	97.25	231	95.45	3855	97.82	2883	99.04	71200	96.59
		INFORMAL	2336	3.62	56	2.75	11	4.55	86	2.18	28	0.96	2517	3.41
		TOTAL	64589	87.62	2034	2.76	242	0.33	3941	5.35	2911	3.95	73717	96.02
Two Candidate Preferred														
	"SUMMERS, Lynda"	ALP	18065	29.08	558	28.28	79	34.2	1088	28.28	649	22.55	20439	28.77
#	"FISCHER, Tim"	NP	44056	70.92	1415	71.72	152	65.8	2759	71.72	2229	77.45	50611	71.23
	EXHAUSTED		132		5		0		8		5		150	



Fowler (84398)														

			Ordinary		Absent		Provisional		Pre Poll		Postal		Total	
Candidates		Party	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%
	"CENATIEMPO, Stephen"	LP	17448	26.14	1175	30.01	229	21.16	461	29.36	317	29.79	19630	26.4
#	"GRACE, Ted"	ALP	41210	61.75	1998	51.03	726	67.1	903	57.52	571	53.67	45408	61.06
	"MALONE, Ken"	AFI	2619	3.92	286	7.31	57	5.27	74	4.71	81	7.61	3117	4.19
	"VAN OOSTVEEN, Lucia"	NLP	638	0.96	65	1.66	12	1.11	15	0.96	8	0.75	738	0.99
	"STEVENS, Mark A"	DEM	4823	7.23	391	9.99	58	5.36	117	7.45	87	8.18	5476	7.36
		FORMAL	66738	91.74	3915	93.15	1082	91.08	1570	93.51	1064	98.06	74369	91.93
		INFORMAL	6007	8.26	288	6.85	106	8.92	109	6.49	21	1.94	6531	8.07
		TOTAL	72745	89.92	4203	5.2	1188	1.47	1679	2.08	1085	1.34	80900	95.86
Two Candidate Preferred														
	"CENATIEMPO, Stephen"	LP	20866	31.34	1447	37.12	274	25.35	553	35.22	404	38.04	23544	31.73
#	"GRACE, Ted"	ALP	45715	68.66	2451	62.88	807	74.65	1017	64.78	658	61.96	50648	68.27
	EXHAUSTED		157		17		1		0		2		177	



Gilmore (75734)														

			Ordinary		Absent		Provisional		Pre Poll		Postal		Total	
Candidates		Party	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%
	"McGRATH, Joanne Margaret"	DEM	2843	4.67	271	7.17	25	3.89	202	4.82	108	4.72	3449	4.8
	"CHAPPELL, Charles"	CTA	942	1.55	80	2.12	15	2.33	53	1.27	27	1.18	1117	1.56
	"KEIGHLEY, Rosemary"	NLP	173	0.28	27	0.71	8	1.24	9	0.21	3	0.13	220	0.31
#	"GASH, Joanna"	LP	30888	50.73	1707	45.16	245	38.1	2241	53.5	1180	51.53	36261	50.51
	"KNOTT, Peter John"	ALP	23372	38.39	1436	37.99	298	46.35	1521	36.31	876	38.25	27503	38.31
	"ROTHSCHILD, David"	GRN	1657	2.72	187	4.95	40	6.22	97	2.32	58	2.53	2039	2.84
	"DELL, Tom"	IND	1007	1.65	72	1.9	12	1.87	66	1.58	38	1.66	1195	1.66
		FORMAL	60882	97.6	3780	97.83	643	94.98	4189	97.76	2290	99.22	71784	97.65
		INFORMAL	1498	2.4	84	2.17	34	5.02	96	2.24	18	0.78	1730	2.35
		TOTAL	62380	84.85	3864	5.26	677	0.92	4285	5.83	2308	3.14	73514	97.07
Two Candidate Preferred														
#	"GASH, Joanna"	LP	34177	56.32	2021	53.72	291	45.47	2455	58.72	1299	56.75	40243	56.24
	"KNOTT, Peter John"	ALP	26511	43.68	1741	46.28	349	54.53	1726	41.28	990	43.25	31317	43.76
	EXHAUSTED		194		18		3		8		1		224	



Grayndler (82756)														

			Ordinary		Absent		Provisional		Pre Poll		Postal		Total	
Candidates		Party	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%
	"MANSOUR, Morris"	LP	15280	23.43	1117	24.63	173	18.29	536	24.14	478	29.71	17584	23.59
	"RYDE, Jenny"	GRN	2812	4.31	360	7.94	63	6.66	135	6.08	49	3.05	3419	4.59
#	"ALBANESE, Anthony"	ALP	33335	51.11	1958	43.18	557	58.88	1020	45.95	753	46.8	37623	50.48
	"POULSEN, Ron"		165	0.25	24	0.53	5	0.53	9	0.41	5	0.31	208	0.28
	"SHARAH, Alex"	CTA	644	0.99	60	1.32	9	0.95	29	1.31	24	1.49	766	1.03
	"MENDELSSOHN, David"	DEM	3115	4.78	342	7.54	33	3.49	142	6.4	83	5.16	3715	4.98
	"BUTLER, Kate"	IND	606	0.93	75	1.65	12	1.27	35	1.58	23	1.43	751	1.01
	"BUTLER, Kevin"	NAN	8997	13.8	561	12.37	90	9.51	304	13.69	190	11.81	10142	13.61
	"HAYNES, Tom"	NLP	265	0.41	38	0.84	4	0.42	10	0.45	4	0.25	321	0.43
		FORMAL	65219	94.38	4535	95.21	946	93.11	2220	96.82	1609	98.23	74529	94.56
		INFORMAL	3886	5.62	228	4.79	70	6.89	73	3.18	29	1.77	4286	5.44
		TOTAL	69105	87.68	4763	6.04	1016	1.29	2293	2.91	1638	2.08	78815	95.24
Two Candidate Preferred														
	"MANSOUR, Morris"	LP	21459	33.28	1651	36.89	245	26.09	766	34.96	655	40.94	24776	33.62
#	"ALBANESE, Anthony"	ALP	43021	66.72	2825	63.11	694	73.91	1425	65.04	945	59.06	48910	66.38
	EXHAUSTED		739		59		7		29		9		843	



Greenway (81151)														

			Ordinary		Absent		Provisional		Pre Poll		Postal		Total	
Candidates		Party	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%
	"RYDER, J.S."	NLP	1338	2.05	184	4.2	24	5.87	45	1.97	11	0.72	1602	2.17
	"CLANCY, Bill"	DEM	5317	8.14	481	10.98	32	7.82	193	8.44	105	6.89	6128	8.29
#	"MOSSFIELD, Frank"	ALP	28772	44.05	1691	38.59	189	46.21	1015	44.38	630	41.31	32297	43.69
