			Ordinary		Absent		Provisional		Pre Poll		Postal		Total	
Candidates		Party	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%
	"GIORGI, Alan"	HAN	6436	9.97	464	10.25	65	11.59	329	10.98	216	10.50	7510	10.05
	"HARVEY, Arthur"	CEC	228	0.35	28	0.62	5	0.89	11	0.37	9	0.44	281	0.38
	"CALDWELL, Charles"	NP	1185	1.83	102	2.25	7	1.25	54	1.80	49	2.38	1397	1.87
#	"PROSSER, Geoff"	LP	29952	46.38	1941	42.87	191	34.05	1307	43.62	1001	48.66	34392	46.03
	"WYLIE, Alison"	DEM	2010	3.11	257	5.68	15	2.67	130	4.34	65	3.16	2477	3.31
	"LLEWELLYN, Paul"	GWA	4477	6.93	487	10.76	67	11.94	226	7.54	102	4.96	5359	7.17
	"KIRWAN, Megan"	CLA	355	0.55	37	0.82	13	2.32	16	0.53	12	0.58	433	0.58
	"SMITH, Tresslyn"	ALP	19936	30.87	1212	26.77	198	35.29	923	30.81	603	29.31	22872	30.61
		FORMAL	64579	94.70	4528	95.51	561	93.97	2996	97.78	2057	97.72	74721	94.95
		INFORMAL	3611	5.30	213	4.49	36	6.03	68	2.22	48	2.28	3976	5.05
		TOTAL	68190	86.65	4741	6.02	597	0.76	3064	3.89	2105	2.67	78697	95.68
Two Candidate Preferred														
#	"PROSSER, Geoff"	LP	37305	57.77	2559	56.52	270	48.13	1683	56.17	1232	59.89	43049	57.61
	"SMITH, Tresslyn"	ALP	27274	42.23	1969	43.48	291	51.87	1313	43.83	825	40.11	31672	42.39
														
														
														
														
Fremantle (80927)														
														
			Ordinary		Absent		Provisional		Pre Poll		Postal		Total	
Candidates		Party	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%
	"REYNOLDS, Chris"	HAN	3634	5.84	355	6.77	28	7.73	166	6.03	125	6.72	4308	5.95
	"SHAVE, Michelle"	CTA	864	1.39	108	2.06	7	1.93	27	0.98	19	1.02	1025	1.41
	"HARRIS, Sarah"		469	0.75	78	1.49	4	1.10	25	0.91	12	0.65	588	0.81
	"SMYTH, Louise"	LP	18794	30.20	1704	32.52	92	25.41	887	32.23	548	29.48	22025	30.40
	"DELVES, Robert"	GWA	5409	8.69	693	13.23	34	9.39	312	11.34	117	6.29	6565	9.06
	"SWIFT, Rod"	DEM	3264	5.25	353	6.74	20	5.52	161	5.85	80	4.30	3878	5.35
#	"LAWRENCE, Carmen"	ALP	29796	47.88	1949	37.19	177	48.90	1174	42.66	958	51.53	34054	47.01
		FORMAL	62230	93.98	5240	94.98	362	92.82	2752	97.59	1859	98.41	72443	94.28
		INFORMAL	3989	6.02	277	5.02	28	7.18	68	2.41	30	1.59	4392	5.72
		TOTAL	66219	86.18	5517	7.18	390	0.51	2820	3.67	1889	2.46	76835	94.94
Two Candidate Preferred														
	"SMYTH, Louise"	LP	24165	38.83	2330	44.47	130	35.91	1151	41.82	715	38.46	28491	39.33
#	"LAWRENCE, Carmen"	ALP	38065	61.17	2910	55.53	232	64.09	1601	58.18	1144	61.54	43952	60.67
														
														
														
														
Hasluck (78418)														
														
			Ordinary		Absent		Provisional		Pre Poll		Postal		Total	
Candidates		Party	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%
	"McLEAN, Ronnie"	CEC	639	1.07	126	2.24	6	1.46	25	1.02	8	0.38	804	1.14
#	"JACKSON, Sharryn"	ALP	23212	38.86	1910	34.00	183	44.42	871	35.67	714	33.54	26890	38.23
	"DANIELS, Michael"	CLA	389	0.65	93	1.66	9	2.18	21	0.86	8	0.38	520	0.74
	"RYAN, Terry"	CTA	1438	2.41	144	2.56	11	2.67	57	2.33	45	2.11	1695	2.41
	"EDMONDS, Luke"	GWA	3252	5.44	490	8.72	37	8.98	131	5.36	76	3.57	3986	5.67
	"MARKHAM, Peter"	DEM	2822	4.72	372	6.62	33	8.01	138	5.65	90	4.23	3455	4.91
	"HOPKINSON, James"	HAN	4086	6.84	460	8.19	31	7.52	185	7.58	158	7.42	4920	7.00
	"HEGARTY, Ros"	NP	308	0.52	54	0.96	4	0.97	19	0.78	16	0.75	401	0.57
	"CHAN, Bethwyn"	LP	23585	39.49	1968	35.04	98	23.79	995	40.75	1014	47.63	27660	39.33
		FORMAL	59731	93.96	5617	94.45	412	93.00	2442	96.56	2129	97.93	70331	94.20
		INFORMAL	3841	6.04	330	5.55	31	7.00	87	3.44	45	2.07	4334	5.80
		TOTAL	63572	85.14	5947	7.96	443	0.59	2529	3.39	2174	2.91	74665	95.21
Two Candidate Preferred														
#	"JACKSON, Sharryn"	ALP	31041	51.97	2995	53.32	264	64.08	1206	49.39	914	42.93	36420	51.78
	"CHAN, Bethwyn"	LP	28690	48.03	2622	46.68	148	35.92	1236	50.61	1215	57.07	33911	48.22
														
														
														
														
Kalgoorlie (82534)														
														
			Ordinary		Absent		Provisional		Pre Poll		Postal		Total	
Candidates		Party	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%
	"HODDY, Don"	DEM	1886	3.36	245	4.64	8	4.49	168	4.74	76	3.11	2383	3.52
#	"HAASE, Barry"	LP	23429	41.70	2370	44.85	51	28.65	1550	43.70	1410	57.62	28810	42.60
	"BROWNING, Paul"	ALP	20618	36.70	1517	28.71	85	47.75	1031	29.07	461	18.84	23712	35.06
	"SCOTT, Robin"	HAN	4678	8.33	474	8.97	14	7.87	366	10.32	286	11.69	5818	8.60
	"MILLER, Laurie"	GWA	2013	3.58	305	5.77	6	3.37	180	5.07	50	2.04	2554	3.78
	"BURT, Ian"	CLA	362	0.64	48	0.91	2	1.12	30	0.85	5	0.20	447	0.66
	"BUTSON, Clark"	IND	1638	2.92	106	2.01	7	3.93	126	3.55	70	2.86	1947	2.88
	"SMITH, Neville"	IND	373	0.66	66	1.25	1	0.56	25	0.70	9	0.37	474	0.70
	"PAYNE, Callum"	CEC	84	0.15	17	0.32	1	0.56	7	0.20	2	0.08	111	0.16
	"MCCUMSTIE, Peter"	NP	1098	1.95	136	2.57	3	1.69	64	1.80	78	3.19	1379	2.04
		FORMAL	56179	93.96	5284	95.45	178	94.68	3547	97.26	2447	98.59	67635	94.40
		INFORMAL	3613	6.04	252	4.55	10	5.32	100	2.74	35	1.41	4010	5.60
		TOTAL	59792	83.46	5536	7.73	188	0.26	3647	5.09	2482	3.46	71645	86.81
Two Candidate Preferred														
#	"HAASE, Barry"	LP	29802	53.05	3061	57.93	73	41.01	2043	57.60	1776	72.58	36755	54.34
	"BROWNING, Paul"	ALP	26377	46.95	2223	42.07	105	58.99	1504	42.40	671	27.42	30880	45.66
														
														
														
														
Moore (74103)														
														
			Ordinary		Absent		Provisional		Pre Poll		Postal		Total	
Candidates		Party	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%
	"HENDERSON, Geof"	IND	1344	2.32	183	3.53	4	1.43	68	2.54	41	2.05	1640	2.41
	"OLIVER, Clive"	DEM	2794	4.83	365	7.04	14	5.02	132	4.93	86	4.30	3391	4.99
	"ROY, Andrew"	GWA	2960	5.12	460	8.87	17	6.09	161	6.01	85	4.25	3683	5.42
	"EVANS, John"	HAN	2487	4.30	285	5.50	21	7.53	158	5.90	127	6.35	3078	4.53
	"YOUNG, Kim"	ALP	19838	34.30	1625	31.35	108	38.71	797	29.77	520	26.00	22888	33.67
#	"WASHER, Mal"	LP	28419	49.13	2266	43.71	115	41.22	1361	50.84	1141	57.05	33302	48.99
		FORMAL	57842	95.94	5184	95.31	279	96.88	2677	97.59	2000	98.81	67982	96.04
		INFORMAL	2448	4.06	255	4.69	9	3.13	66	2.41	24	1.19	2802	3.96
		TOTAL	60290	85.17	5439	7.68	288	0.41	2743	3.88	2024	2.86	70784	95.52
Two Candidate Preferred														
	"YOUNG, Kim"	ALP	25489	44.07	2412	46.53	148	53.05	1108	41.39	729	36.45	29886	43.96
#	"WASHER, Mal"	LP	32353	55.93	2772	53.47	131	46.95	1569	58.61	1271	63.55	38096	56.04
														
														
														
														
O'Connor (83118)														
														
			Ordinary		Absent		Provisional		Pre Poll		Postal		Total	
Candidates		Party	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%
#	"TUCKEY, Wilson"	LP	31092	49.62	3733	49.37	170	34.34	996	48.92	876	49.72	36867	49.48
	"McNABB, Alistair"	CTA	1386	2.21	158	2.09	8	1.62	36	1.77	23	1.31	1611	2.16
	"PESTANA, Carole"	DEM	1154	1.84	234	3.09	15	3.03	64	3.14	35	1.99	1502	2.02
	"GYORGY, Stephan"	IND	429	0.68	47	0.62	6	1.21	17	0.83	10	0.57	509	0.68
	"BROWN, Vicki"	NP	4720	7.53	534	7.06	22	4.44	78	3.83	126	7.15	5480	7.35
	"DAVIS, Sandy"	GWA	2804	4.47	475	6.28	36	7.27	142	6.97	68	3.86	3525	4.73
	"ITURBIDE, Terry Kay"	CEC	289	0.46	30	0.40	2	0.40	9	0.44	8	0.45	338	0.45
	"McLEAN, Ron"	HAN	7469	11.92	759	10.04	69	13.94	240	11.79	237	13.45	8774	11.77
	"SELBY, Donna"	LFF	926	1.48	157	2.08	15	3.03	39	1.92	30	1.70	1167	1.57
	"PENDLEBURY, Mark Hamilton"	ALP	12391	19.77	1435	18.98	152	30.71	415	20.38	349	19.81	14742	19.78
		FORMAL	62660	93.81	7562	94.92	495	93.05	2036	96.49	1762	97.73	74515	94.08
		INFORMAL	4136	6.19	405	5.08	37	6.95	74	3.51	41	2.27	4693	5.92
		TOTAL	66796	84.33	7967	10.06	532	0.67	2110	2.66	1803	2.28	79208	95.30
Two Candidate Preferred														
#	"TUCKEY, Wilson"	LP	43521	69.46	5161	68.25	261	52.73	1338	65.72	1203	68.27	51484	69.09
	"PENDLEBURY, Mark Hamilton"	ALP	19139	30.54	2401	31.75	234	47.27	698	34.28	559	31.73	23031	30.91
														
														
														
														
Pearce (77880)														
														
			Ordinary		Absent		Provisional		Pre Poll		Postal		Total	
Candidates		Party	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%
	"NELSON, Chris"	NP	1625	2.77	265	3.84	8	2.20	47	2.08	40	1.92	1985	2.82
	"FOX, Jack"	DEM	2563	4.37	398	5.77	18	4.96	109	4.81	59	2.83	3147	4.48
	"HILL, Vivian"	CTA	691	1.18	107	1.55	7	1.93	21	0.93	32	1.54	858	1.22
#	"MOYLAN, Judi"	LP	26348	44.90	2879	41.77	140	38.57	1054	46.55	1088	52.21	31509	44.83
	"COSTELLO, Liam"	ALP	18087	30.82	1908	27.68	127	34.99	645	28.49	539	25.86	21306	30.32
	"COLLINS, Ken"	HAN	5057	8.62	629	9.13	33	9.09	187	8.26	199	9.55	6105	8.69
	"SMITH, Stuart"	CEC	234	0.40	47	0.68	0	0.00	9	0.40	9	0.43	299	0.43
	"MILLER, Juanita"	GWA	4072	6.94	660	9.57	30	8.26	192	8.48	118	5.66	5072	7.22
		FORMAL	58677	94.76	6893	95.55	363	94.29	2264	97.54	2084	98.12	70281	95.02
		INFORMAL	3242	5.24	321	4.45	22	5.71	57	2.46	40	1.88	3682	4.98
		TOTAL	61919	83.72	7214	9.75	385	0.52	2321	3.14	2124	2.87	73963	94.97
Two Candidate Preferred														
#	"MOYLAN, Judi"	LP	33238	56.65	3906	56.67	182	50.14	1306	57.69	1347	64.64	39979	56.88
	"COSTELLO, Liam"	ALP	25439	43.35	2987	43.33	181	49.86	958	42.31	737	35.36	30302	43.12
														
														
														
														
Perth (82049)														
														
			Ordinary		Absent		Provisional		Pre Poll		Postal		Total	
Candidates		Party	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%
	"HEWETT, Aaron"	DEM	4417	7.13	634	9.47	48	10.98	181	7.54	101	4.15	5381	7.28
	"XAMON, Alison"	GWA	4309	6.96	766	11.44	41	9.38	215	8.96	106	4.36	5437	7.36
#	"SMITH, Stephen"	ALP	30326	48.95	2648	39.55	214	48.97	1020	42.50	1181	48.58	35389	47.88
	"GILBERTHORPE, Peter"	HAN	2625	4.24	361	5.39	19	4.35	114	4.75	125	5.14	3244	4.39
	"WEBB, Rod"	LP	19817	31.99	2211	33.02	107	24.49	856	35.67	903	37.15	23894	32.33
	"CHILTON, Philip"		455	0.73	76	1.14	8	1.83	14	0.58	15	0.62	568	0.77
		FORMAL	61949	94.78	6696	94.63	437	94.38	2400	97.80	2431	98.50	73913	94.98
		INFORMAL	3410	5.22	380	5.37	26	5.62	54	2.20	37	1.50	3907	5.02
		TOTAL	65359	83.99	7076	9.09	463	0.59	2454	3.15	2468	3.17	77820	94.85
Two Candidate Preferred														
#	"SMITH, Stephen"	ALP	38311	61.84	3861	57.66	303	69.34	1360	56.67	1404	57.75	45239	61.21
	"WEBB, Rod"	LP	23638	38.16	2835	42.34	134	30.66	1040	43.33	1027	42.25	28674	38.79
														
														
														
														
Stirling (85975)														
														
			Ordinary		Absent		Provisional		Pre Poll		Postal		Total	
Candidates		Party	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%
	"OLVER, Pat"	DEM	3657	5.72	544	7.92	35	7.09	203	7.04	133	4.65	4572	5.93
	"AQUILINA, Heather"	GWA	3585	5.61	676	9.85	37	7.49	214	7.42	96	3.36	4608	5.98
	"JASPER, Perry"	LFF	763	1.19	191	2.78	7	1.42	73	2.53	37	1.29	1071	1.39
	"CRONIN, Bob"	LP	25587	40.01	2571	37.45	152	30.77	1319	45.72	1334	46.63	30963	40.19
	"McENCROE, Keith John"	CTA	828	1.29	125	1.82	5	1.01	34	1.18	30	1.05	1022	1.33
#	"McFARLANE, Jann"	ALP	27097	42.38	2412	35.13	235	47.57	926	32.10	1104	38.59	31774	41.24
	"THOROGOOD, Keith"	HAN	2428	3.80	347	5.05	23	4.66	116	4.02	127	4.44	3041	3.95
		FORMAL	63945	94.31	6866	94.82	494	92.51	2885	97.53	2861	98.32	77051	94.60
		INFORMAL	3858	5.69	375	5.18	40	7.49	73	2.47	49	1.68	4395	5.40
		TOTAL	67803	83.25	7241	8.89	534	0.66	2958	3.63	2910	3.57	81446	94.73
Two Candidate Preferred														
	"CRONIN, Bob"	LP	30474	47.66	3458	50.36	195	39.47	1620	56.15	1564	54.67	37311	48.42
#	"McFARLANE, Jann"	ALP	33471	52.34	3408	49.64	299	60.53	1265	43.85	1297	45.33	39740	51.58
														
														
														
														
Swan (78991)														
														
			Ordinary		Absent		Provisional		Pre Poll		Postal		Total	
Candidates		Party	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%
	"MAKIN, Simon"	CLA	754	1.28	244	4.07	24	5.36	49	1.74	25	0.98	1096	1.55
	"McCUTCHEON, Paul"	DEM	3271	5.54	473	7.90	28	6.25	183	6.50	88	3.45	4043	5.71
	"BRENNAN, Bev"	LP	23040	39.05	2184	36.47	137	30.58	1179	41.85	1057	41.47	27597	38.98
	"TAPLEY, Colleen"	CTA	926	1.57	120	2.00	7	1.56	51	1.81	26	1.02	1130	1.60
	"VINCIULLO, Sandra"	HAN	2660	4.51	342	5.71	15	3.35	118	4.19	157	6.16	3292	4.65
#	"WILKIE, Kim"	ALP	24982	42.34	1987	33.18	192	42.86	1003	35.61	1056	41.43	29220	41.27
	"JEFFREYS, Elena"	GWA	3175	5.38	600	10.02	40	8.93	219	7.77	129	5.06	4163	5.88
	"SMITH, Brian"	CEC	193	0.33	38	0.63	5	1.12	15	0.53	11	0.43	262	0.37
		FORMAL	59001	94.89	5988	95.35	448	91.99	2817	97.00	2549	98.84	70803	95.13
		INFORMAL	3180	5.11	292	4.65	39	8.01	87	3.00	30	1.16	3628	4.87
		TOTAL	62181	83.54	6280	8.44	487	0.65	2904	3.90	2579	3.46	74431	94.23
Two Candidate Preferred														
	"BRENNAN, Bev"	LP	28030	47.51	3019	50.42	188	41.96	1458	51.76	1264	49.59	33959	47.96
#	"WILKIE, Kim"	ALP	30971	52.49	2969	49.58	260	58.04	1359	48.24	1285	50.41	36844	52.04
														
														
														
														
Tangney (82972)														
														
			Ordinary		Absent		Provisional		Pre Poll		Postal		Total	
Candidates		Party	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%
	"GOWEGATI, Sam"	ALP	20853	32.23	1634	29.41	121	38.17	994	30.41	579	27.03	24181	31.83
	"GRAHAM, Gordon A"	IND	1005	1.55	138	2.48	3	0.95	57	1.74	28	1.31	1231	1.62
	"STANWIX, Ben"	GWA	3082	4.76	472	8.50	22	6.94	169	5.17	75	3.50	3820	5.03
	"INGRAM, Andrew"	DEM	3400	5.26	366	6.59	18	5.68	177	5.41	72	3.36	4033	5.31
	"LUMSDAINE, Aaron"	HAN	2048	3.17	270	4.86	17	5.36	137	4.19	104	4.86	2576	3.39
#	"WILLIAMS, Daryl"	LP	32469	50.19	2408	43.35	122	38.49	1619	49.53	1229	57.38	37847	49.81
	"LUCAS, Michael"	LFF	853	1.32	159	2.86	9	2.84	73	2.23	28	1.31	1122	1.48
	"WATSON, Craig"	CTA	988	1.53	108	1.94	5	1.58	43	1.32	27	1.26	1171	1.54
		FORMAL	64698	95.79	5555	95.66	317	94.63	3269	98.37	2142	98.35	75981	95.96
		INFORMAL	2840	4.21	252	4.34	18	5.37	54	1.63	36	1.65	3200	4.04
		TOTAL	67538	85.30	5807	7.33	335	0.42	3323	4.20	2178	2.75	79181	95.43
Two Candidate Preferred														
	"GOWEGATI, Sam"	ALP	27229	42.09	2441	43.94	158	49.84	1346	41.17	760	35.48	31934	42.03
#	"WILLIAMS, Daryl"	LP	37469	57.91	3114	56.06	159	50.16	1923	58.83	1382	64.52	44047	57.97
														
														
														
