FIFTH									2934	56.90		830	16.10		1392	27.00						Excluded		5156																
	TOTAL								30819	44.54		6284	9.08		32087	46.38								69190																
SIXTH									3511	55.87			Excluded		2773	44.13								6284																
	TOTAL								34330	49.62					34860	50.38								69190																
																Elected																								
																																								
Cowan																																								
				HOLT			METCALF			CHALONER			FORT			SHANNON			SALMON			EDWARDS																		
				Ron			Sue			Tracy			Dave			Andre			Paul			Graham																		
				(HAN)			(NP)			(DEM)			(GWA)			(LP)			(CTA)			(ALP)																		
Count			Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Total																
FIRST			4130	5.68		410	0.56		3111	4.28		2951	4.06		26250	36.12		1117	1.54		34703	47.75		72672																
SECOND			82	20.00			Excluded		81	19.76		49	11.95		135	32.93		18	4.39		45	10.98		410																
	TOTAL		4212	5.80					3192	4.39		3000	4.13		26385	36.31		1135	1.56		34748	47.81		72672																
THIRD			235	20.70					111	9.78		115	10.13		492	43.35			Excluded		182	16.04		1135																
	TOTAL		4447	6.12					3303	4.55		3115	4.29		26877	36.98					34930	48.07		72672																
FOURTH			353	11.33					1395	44.78			Excluded		496	15.92					871	27.96		3115																
	TOTAL		4800	6.61					4698	6.46					27373	37.67					35801	49.26		72672																
FIFTH			665	14.15						Excluded					1430	30.44					2603	55.41		4698																
	TOTAL		5465	7.52											28803	39.63					38404	52.85		72672																
SIXTH				Excluded											3528	64.56					1937	35.44		5465																
	TOTAL														32331	44.49					40341	55.51		72672																
																						Elected																		
																																								
Curtin																																								
				BUCKLE			GILMOUR			BISHOP			FOWLER			WALKER			WOOD			MCDONALD																		
				Ashley			Neil			Julie			Trish			Steve			G			Karen																		
				(DEM)			(HAN)			(LP)			(ALP)			(GWA)			(LFF)			(CTA)																		
Count			Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Total																
FIRST			4863	6.41		1840	2.42		41863	55.16		17789	23.44		7019	9.25		1750	2.31		763	1.01		75887																
SECOND			69	9.04		76	9.96		352	46.13		73	9.57		74	9.70		119	15.60			Excluded		763																
	TOTAL		4932	6.50		1916	2.52		42215	55.63		17862	23.54		7093	9.35		1869	2.46					75887																
THIRD			203	10.86		125	6.69		700	37.45		140	7.49		701	37.51			Excluded					1869																
	TOTAL		5135	6.77		2041	2.69		42915	56.55		18002	23.72		7794	10.27								75887																
FOURTH			362	17.74			Excluded		996	48.80		291	14.26		392	19.21								2041																
	TOTAL		5497	7.24					43911	57.86		18293	24.11		8186	10.79								75887																
FIFTH				Excluded					1350	24.56		1287	23.41		2860	52.03								5497																
	TOTAL								45261	59.64		19580	25.80		11046	14.56								75887																
SIXTH									3241	29.34		7805	70.66			Excluded								11046																
	TOTAL								48502	63.91		27385	36.09											75887																
										Elected																														
																																								
Forrest																																								
				GIORGI			HARVEY			CALDWELL			PROSSER			WYLIE			LLEWELLYN			KIRWAN			SMITH															
				Alan			Arthur			Charles			Geoff			Alison			Paul			Megan			Tresslyn															
				(HAN)			(CEC)			(NP)			(LP)			(DEM)			(GWA)			(CLA)			(ALP)															
Count			Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Total													
FIRST			7510	10.05		281	0.38		1397	1.87		34392	46.03		2477	3.31		5359	7.17		433	0.58		22872	30.61		74721													
SECOND			85	30.25			Excluded		52	18.51		40	14.23		27	9.61		33	11.74		25	8.90		19	6.76		281													
	TOTAL		7595	10.16					1449	1.94		34432	46.08		2504	3.35		5392	7.22		458	0.61		22891	30.64		74721													
THIRD			65	14.19					19	4.15		40	8.73		45	9.83		71	15.50			Excluded		218	47.60		458													
	TOTAL		7660	10.25					1468	1.96		34472	46.13		2549	3.41		5463	7.31					23109	30.93		74721													
FOURTH			201	13.69						Excluded		890	60.63		163	11.10		113	7.70					101	6.88		1468													
	TOTAL		7861	10.52								35362	47.33		2712	3.63		5576	7.46					23210	31.06		74721													
FIFTH			260	9.59								525	19.36			Excluded		1276	47.05					651	24.00		2712													
	TOTAL		8121	10.87								35887	48.03					6852	9.17					23861	31.93		74721													
SIXTH			925	13.50								1435	20.94						Excluded					4492	65.56		6852													
	TOTAL		9046	12.11								37322	49.95											28353	37.95		74721													
SEVENTH				Excluded								5727	63.31											3319	36.69		9046													
	TOTAL											43049	57.61											31672	42.39		74721													
													Elected																											
																																								
Fremantle																																								
				REYNOLDS			SHAVE			HARRIS			SMYTH			DELVES			SWIFT			LAWRENCE																		
				Chris			Michelle			Sarah			Louise			Robert			Rod			Carmen																		
				(HAN)			(CTA)						(LP)			(GWA)			(DEM)			(ALP)																		
Count			Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Total																
FIRST			4308	5.95		1025	1.41		588	0.81		22025	30.40		6565	9.06		3878	5.35		34054	47.01		72443																
SECOND			77	13.10		85	14.46			Excluded		108	18.37		186	31.63		70	11.90		62	10.54		588																
	TOTAL		4385	6.05		1110	1.53					22133	30.55		6751	9.32		3948	5.45		34116	47.09		72443																
THIRD			249	22.43			Excluded					475	42.79		131	11.80		120	10.81		135	12.16		1110																
	TOTAL		4634	6.40								22608	31.21		6882	9.50		4068	5.62		34251	47.28		72443																
FOURTH			235	5.78								492	12.09		2301	56.56			Excluded		1040	25.57		4068																
	TOTAL		4869	6.72								23100	31.89		9183	12.68					35291	48.72		72443																
FIFTH				Excluded								2516	51.67		1252	25.71					1101	22.61		4869																
	TOTAL											25616	35.36		10435	14.40					36392	50.24		72443																
SIXTH												2875	27.55			Excluded					7560	72.45		10435																
	TOTAL											28491	39.33								43952	60.67		72443																
																						Elected																		
																																								
Hasluck																																								
				MCLEAN			JACKSON			DANIELS			RYAN			EDMONDS			MARKHAM			HOPKINSON			HEGARTY			CHAN												
				Ronnie			Sharryn			Michael			Terry			Luke			Peter			James			Ros			Bethwyn												
				(CEC)			(ALP)			(CLA)			(CTA)			(GWA)			(DEM)			(HAN)			(NP)			(LP)												
Count			Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Total										
FIRST			804	1.14		26890	38.23		520	0.74		1695	2.41		3986	5.67		3455	4.91		4920	7.00		401	0.57		27660	39.33		70331										
SECOND			19	4.74		25	6.23		8	2.00		12	2.99		41	10.22		47	11.72		47	11.72			Excluded		202	50.37		401										
	TOTAL		823	1.17		26915	38.27		528	0.75		1707	2.43		4027	5.73		3502	4.98		4967	7.06					27862	39.62		70331										
THIRD			47	8.90		252	47.73			Excluded		41	7.77		77	14.58		42	7.95		32	6.06					37	7.01		528										
	TOTAL		870	1.24		27167	38.63					1748	2.49		4104	5.84		3544	5.04		4999	7.11					27899	39.67		70331										
FOURTH				Excluded		543	62.41					74	8.51		104	11.95		40	4.60		54	6.21					55	6.32		870										
	TOTAL					27710	39.40					1822	2.59		4208	5.98		3584	5.10		5053	7.18					27954	39.75		70331										
FIFTH						280	15.37						Excluded		226	12.40		163	8.95		156	8.56					997	54.72		1822										
	TOTAL					27990	39.80								4434	6.30		3747	5.33		5209	7.41					28951	41.16		70331										
SIXTH						967	25.81								1832	48.89			Excluded		351	9.37					597	15.93		3747										
	TOTAL					28957	41.17								6266	8.91					5560	7.91					29548	42.01		70331										
SEVENTH						1934	34.78								1763	31.71						Excluded					1863	33.51		5560										
	TOTAL					30891	43.92								8029	11.42											31411	44.66		70331										
EIGHTH						5529	68.86									Excluded											2500	31.14		8029										
	TOTAL					36420	51.78																				33911	48.22		70331										
							Elected																																	
																																								
Kalgoorlie																																								
				HODDY			HAASE			BROWNING			SCOTT			MILLER			BURT			BUTSON			SMITH			PAYNE			MCCUMSTIE									
				Don			Barry			Paul			Robin			Laurie			Ian			Clark			Neville			Callum			Peter									
				(DEM)			(LP)			(ALP)			(HAN)			(GWA)			(CLA)			(IND)			(IND)			(CEC)			(NP)									
Count			Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Total							
FIRST			2383	3.52		28810	42.60		23712	35.06		5818	8.60		2554	3.78		447	0.66		1947	2.88		474	0.70		111	0.16		1379	2.04		67635							
SECOND			11	9.91		8	7.21		9	8.11		13	11.71		8	7.21		13	11.71		11	9.91		20	18.02			Excluded		18	16.22		111						
	TOTAL		2394	3.54		28818	42.61		23721	35.07		5831	8.62		2562	3.79		460	0.68		1958	2.89		494	0.73					1397	2.07		67635						
THIRD			46	10.00		49	10.65		104	22.61		53	11.52		74	16.09			Excluded		71	15.43		30	6.52					33	7.17		460						
	TOTAL		2440	3.61		28867	42.68		23825	35.23		5884	8.70		2636	3.90					2029	3.00		524	0.77					1430	2.11		67635						
FOURTH			41	7.82		67	12.79		46	8.78		59	11.26		44	8.40					207	39.50			Excluded					60	11.45		524						
	TOTAL		2481	3.67		28934	42.78		23871	35.29		5943	8.79		2680	3.96					2236	3.31								1490	2.20		67635						
FIFTH			119	7.99		777	52.15		137	9.19		125	8.39		113	7.58					219	14.70									Excluded		1490						
	TOTAL		2600	3.84		29711	43.93		24008	35.50		6068	8.97		2793	4.13					2455	3.63											67635						
SIXTH			337	13.73		580	23.63		523	21.30		389	15.85		626	25.50						Excluded											2455						
	TOTAL		2937	4.34		30291	44.79		24531	36.27		6457	9.55		3419	5.06																	67635						
SEVENTH				Excluded		1045	35.58		756	25.74		250	8.51		886	30.17																	2937						
	TOTAL					31336	46.33		25287	37.39		6707	9.92		4305	6.37																	67635						
EIGHTH						1063	24.69		2146	49.85		1096	25.46			Excluded																	4305						
	TOTAL					32399	47.90		27433	40.56		7803	11.54																				67635						
NINTH						4356	55.82		3447	44.18			Excluded																				7803						
	TOTAL					36755	54.34		30880	45.66																							67635						
							Elected																																	
																																								
Moore																																								
				HENDERSON			OLIVER			ROY			EVANS			YOUNG			WASHER																					
				Geof			Clive			Andrew			John			Kim			Mal																					
				(IND)			(DEM)			(GWA)			(HAN)			(ALP)			(LP)																					
Count			Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Total																			
FIRST			1640	2.41		3391	4.99		3683	5.42		3078	4.53		22888	33.67		33302	48.99		67982																			
SECOND				Excluded		505	30.79		460	28.05		177	10.79		194	11.83		304	18.54		1640																			
	TOTAL					3896	5.73		4143	6.09		3255	4.79		23082	33.95		33606	49.43		67982																			
THIRD						439	13.49		749	23.01			Excluded		661	20.31		1406	43.20		3255																			
	TOTAL					4335	6.38		4892	7.20					23743	34.93		35012	51.50		67982																			
FOURTH							Excluded		2649	61.11					925	21.34		761	17.55		4335																			
	TOTAL								7541	11.09					24668	36.29		35773	52.62		67982																			
FIFTH										Excluded					5218	69.20		2323	30.80		7541																			
	TOTAL														29886	43.96		38096	56.04		67982																			
																			Elected																					
																																								
O'Connor																																								
				TUCKEY			MCNABB			PESTANA			GYORGY			BROWN			DAVIS			ITURBIDE			MCLEAN			SELBY			PENDLEBURY									
				Wilson			Alistair			Carole			Stephan			Vicki			Sandy			Terry Kay			Ron			Donna			Mark Hamilton									
				(LP)			(CTA)			(DEM)			(IND)			(NP)			(GWA)			(CEC)			(HAN)			(LFF)			(ALP)									
Count			Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Total							
FIRST			36867	49.48		1611	2.16		1502	2.02		509	0.68		5480	7.35		3525	4.73		338	0.45		8774	11.77		1167	1.57		14742	19.78		74515							
SECOND			42	12.43		25	7.40		15	4.44		20	5.92		34	10.06		53	15.68			Excluded		86	25.44		25	7.40		38	11.24		338							
	TOTAL		36909	49.53		1636	2.20		1517	2.04		529	0.71		5514	7.40		3578	4.80					8860	11.89		1192	1.60		14780	19.83		74515							
THIRD			62	11.72		33	6.24		93	17.58			Excluded		86	16.26		92	17.39					91	17.20		19	3.59		53	10.02		529							
	TOTAL		36971	49.62		1669	2.24		1610	2.16					5600	7.52		3670	4.93					8951	12.01		1211	1.63		14833	19.91		74515							
FOURTH			291	24.03		25	2.06		81	6.69					145	11.97		360	29.73					116	9.58			Excluded		193	15.94		1211							
	TOTAL		37262	50.01		1694	2.27		1691	2.27					5745	7.71		4030	5.41					9067	12.17					15026	20.17		74515							
FIFTH			232	13.72		113	6.68			Excluded					245	14.49		674	39.86					108	6.39					319	18.86		1691							
	TOTAL		37494	50.32		1807	2.43								5990	8.04		4704	6.31					9175	12.31					15345	20.59		74515							
SIXTH			1007	55.73			Excluded								299	16.55		159	8.80					231	12.78					111	6.14		1807							
	TOTAL		38501	51.67											6289	8.44		4863	6.53					9406	12.62					15456	20.74		74515							
SEVENTH			718	14.76											1137	23.38			Excluded					812	16.70					2196	45.16		4863							
	TOTAL		39219	52.63											7426	9.97								10218	13.71					17652	23.69		74515							
EIGHTH			5122	68.97												Excluded								1169	15.74					1135	15.28		7426							
	TOTAL		44341	59.51																				11387	15.28					18787	25.21		74515							
NINTH			7143	62.73																					Excluded					4244	37.27		11387							
	TOTAL		51484	69.09																										23031	30.91		74515							
				Elected																																				
																																								
Pearce																																								
				NELSON			FOX			HILL			MOYLAN			COSTELLO			COLLINS			SMITH			MILLER															
				Chris			Jack			Vivian			Judi			Liam			Ken			Stuart			Juanita															
				(NP)			(DEM)			(CTA)			(LP)			(ALP)			(HAN)			(CEC)			(GWA)															
Count			Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Total													
FIRST			1985	2.82		3147	4.48		858	1.22		31509	44.83		21306	30.32		6105	8.69		299	0.43		5072	7.22		70281													
SECOND			22	7.36		24	8.03		24	8.03		25	8.36		33	11.04		78	26.09			Excluded		93	31.10		299													
	TOTAL		2007	2.86		3171	4.51		882	1.25		31534	44.87		21339	30.36		6183	8.80					5165	7.35		70281													
THIRD			84	9.52		133	15.08			Excluded		356	40.36		83	9.41		125	14.17					101	11.45		882													
	TOTAL		2091	2.98		3304	4.70					31890	45.37		21422	30.48		6308	8.98					5266	7.49		70281													
FOURTH				Excluded		488	23.34					1203	57.53		131	6.26		138	6.60					131	6.26		2091													
	TOTAL					3792	5.40					33093	47.09		21553	30.67		6446	9.17					5397	7.68		70281													
FIFTH							Excluded					1036	27.32		781	20.60		273	7.20					1702	44.88		3792													
	TOTAL											34129	48.56		22334	31.78		6719	9.56					7099	10.10		70281													
SIXTH												2344	34.89		2216	32.98			Excluded					2159	32.13		6719													
	TOTAL											36473	51.90		24550	34.93								9258	13.17		70281													
SEVENTH												3506	37.87		5752	62.13									Excluded		9258													
	TOTAL											39979	56.88		30302	43.12											70281													
													Elected																											
																																								
Perth																																								
				HEWETT			XAMON			SMITH			GILBERTHORPE			WEBB			CHILTON																					
				Aaron			Alison			Stephen			Peter			Rod			Philip																					
				(DEM)			(GWA)			(ALP)			(HAN)			(LP)																								
Count			Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Total																			
FIRST			5381	7.28		5437	7.36		35389	47.88		3244	4.39		23894	32.33		568	0.77		73913																			
SECOND			112	19.72		173	30.46		72	12.68		82	14.44		129	22.71			Excluded		568																			
	TOTAL		5493	7.43		5610	7.59		35461	47.98		3326	4.50		24023	32.50					73913																			
THIRD			407	12.24		651	19.57		906	27.24			Excluded		1362	40.95					3326																			
	TOTAL		5900	7.98		6261	8.47		36367	49.20					25385	34.34					73913																			
FOURTH				Excluded		3666	62.14		1396	23.66					838	14.20					5900																			
	TOTAL					9927	13.43		37763	51.09					26223	35.48					73913																			
FIFTH							Excluded		7476	75.31					2451	24.69					9927																			
	TOTAL								45239	61.21					28674	38.79					73913																			
										Elected																														
																																								
Stirling																																								
				OLVER			AQUILINA			JASPER			CRONIN			MCENCROE			MCFARLANE			THOROGOOD																		
				Pat			Heather			Perry			Bob			Keith John			Jann			Keith																		
				(DEM)			(GWA)			(LFF)			(LP)			(CTA)			(ALP)			(HAN)																		
Count			Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Total																
FIRST			4572	5.93		4608	5.98		1071	1.39		30963	40.19		1022	1.33		31774	41.24		3041	3.95		77051																
SECOND			137	13.41		129	12.62		59	5.77		438	42.86			Excluded		169	16.54		90	8.81		1022																
	TOTAL		4709	6.11		4737	6.15		1130	1.47		31401	40.75					31943	41.46		3131	4.06		77051																
THIRD			128	11.33		316	27.96			Excluded		553	48.94					67	5.93		66	5.84		1130																
	TOTAL		4837	6.28		5053	6.56					31954	41.47					32010	41.54		3197	4.15		77051																
FOURTH			404	12.64		644	20.14					916	28.65					1233	38.57			Excluded		3197																
	TOTAL		5241	6.80		5697	7.39					32870	42.66					33243	43.14					77051																
FIFTH				Excluded		3299	62.95					832	15.87					1110	21.18					5241																
	TOTAL					8996	11.68					33702	43.74					34353	44.58					77051																
SIXTH							Excluded					3609	40.12					5387	59.88					8996																
	TOTAL											37311	48.42					39740	51.58					77051																
																			Elected																					
																																								
Swan																																								
				MAKIN			MCCUTCHEON			BRENNAN			TAPLEY			VINCIULLO			WILKIE			JEFFREYS			SMITH															
				Simon			Paul			Bev			Colleen			Sandra			Kim			Elena			Brian															
				(CLA)			(DEM)			(LP)			(CTA)			(HAN)			(ALP)			(GWA)			(CEC)															
Count			Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Total													
FIRST			1096	1.55		4043	5.71		27597	38.98		1130	1.60		3292	4.65		29220	41.27		4163	5.88		262	0.37		70803													
SECOND			32	12.21		28	10.69		22	8.40		13	4.96		30	11.45		37	14.12		100	38.17			Excluded		262													
	TOTAL		1128	1.59		4071	5.75		27619	39.01		1143	1.61		3322	4.69		29257	41.32		4263	6.02					70803													
THIRD				Excluded		535	47.43		171	15.16		51	4.52		80	7.09		210	18.62		81	7.18					1128													
	TOTAL					4606	6.51		27790	39.25		1194	1.69		3402	4.80		29467	41.62		4344	6.14					70803													
FOURTH						178	14.91		613	51.34			Excluded		136	11.39		143	11.98		124	10.39					1194													
	TOTAL					4784	6.76		28403	40.12					3538	5.00		29610	41.82		4468	6.31					70803													
FIFTH						457	12.92		1529	43.22						Excluded		827	23.37		725	20.49					3538													
	TOTAL					5241	7.40		29932	42.28								30437	42.99		5193	7.33					70803													
SIXTH						2517	48.47		768	14.79								1908	36.74			Excluded					5193													
	TOTAL					7758	10.96		30700	43.36								32345	45.68								70803													
SEVENTH							Excluded		3259	42.01								4499	57.99								7758													
	TOTAL								33959	47.96								36844	52.04								70803													
																			Elected																					
																																								
Tangney																																								
				GOWEGATI			GRAHAM			STANWIX			INGRAM			LUMSDAINE			WILLIAMS			LUCAS			WATSON															
				Sam			Gordon A			Ben			Andrew			Aaron			Daryl			Michael			Craig															
				(ALP)			(IND)			(GWA)			(DEM)			(HAN)			(LP)			(LFF)			(CTA)															
Count			Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Votes	%		Total													
FIRST			24181	31.83		1231	1.62		3820	5.03		4033	5.31		2576	3.39		37847	49.81		1122	1.48		1171	1.54		75981													
SECOND			91	8.11		102	9.09		197	17.56		97	8.65		65	5.79		506	45.10			Excluded		64	5.70		1122													
	TOTAL		24272	31.94		1333	1.75		4017	5.29		4130	5.44		2641	3.48		38353	50.48					1235	1.63		75981													
THIRD			156	12.63		96	7.77		80	6.48		94	7.61		200	16.19		609	49.31						Excluded		1235													
	TOTAL		24428	32.15		1429	1.88		4097	5.39		4224	5.56		2841	3.74		38962	51.28								75981													
FOURTH			319	22.32			Excluded		413	28.90		241	16.86		149	10.43		307	21.48								1429													
	TOTAL		24747	32.57					4510	5.94		4465	5.88		2990	3.94		39269	51.68								75981													
FIFTH			719	24.05					638	21.34		370	12.37			Excluded		1263	42.24								2990													
	TOTAL		25466	33.52					5148	6.78		4835	6.36					40532	53.34								75981													
SIXTH			1218	25.19					2748	56.84			Excluded					869	17.97								4835													
	TOTAL		26684	35.12					7896	10.39								41401	54.49								75981													
SEVENTH			5250	66.49						Excluded								2646	33.51								7896													
	TOTAL		31934	42.03														44047	57.97								75981													
																			Elected																					
																																								
																																								
