House of Representatives - 2001 Election: Western Australia																																				
First Preference Votes and TCP																																				
By Candidate - Polling Place																																				

Moore (74103)																																				
		HENDERSON			OLIVER			ROY			EVANS			YOUNG			# WASHER			FORMAL			INFORMAL			TOTAL										
		Geof			Clive			Andrew			John			Kim			Mal												Two Candidate Preferred							
		IND			DEM			GWA			HAN			ALP			LP												 YOUNG ALP			# WASHER LP				
	Polling Places	Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%			
	Ocean Reef	61	2.09		137	4.69		133	4.55		129	4.42		970	33.21		1491	51.04		2921	95.12		150	4.88		3071	4.34		1219	41.73		1702	58.27
	Ocean Reef North	40	1.77		87	3.86		74	3.28		92	4.08		761	33.75		1201	53.26		2255	95.88		97	4.12		2352	3.32		913	40.49		1342	59.51
	Padbury	78	3.07		141	5.56		144	5.68		150	5.91		1070	42.18		954	37.60		2537	95.59		117	4.41		2654	3.75		1382	54.47		1155	45.53
	Padbury South	48	1.91		132	5.24		144	5.72		109	4.33		961	38.15		1125	44.66		2519	95.20		127	4.80		2646	3.74		1204	47.80		1315	52.20			
	Perth (Moore)	4	3.13		11	8.59		8	6.25		8	6.25		54	42.19		43	33.59		128	95.52		6	4.48		134	0.19		74	57.81		54	42.19			
	Rottnest (Moore)	4	3.42		12	10.26		4	3.42		2	1.71		34	29.06		61	52.14		117	95.90		5	4.10		122	0.17		49	41.88		68	58.12			
	Sorrento	41	3.01		72	5.28		68	4.99		52	3.82		378	27.73		752	55.17		1363	96.74		46	3.26		1409	1.99		500	36.68		863	63.32			
	Sorrento Beach	56	2.10		96	3.60		142	5.32		86	3.22		600	22.47		1690	63.30		2670	96.32		102	3.68		2772	3.92		798	29.89		1872	70.11			
	Special Hospitals	3	2.19		3	2.19		3	2.19		4	2.92		55	40.15		69	50.36		137	97.16		4	2.84		141	0.20		64	46.72		73	53.28			
	Total Ordinary	1344	2.32		2794	4.83		2960	5.12		2487	4.30		19838	34.30		28419	49.13		57842	95.94		2448	4.06		60290	85.17		25489	44.07		32353	55.93			
	ABSENT	183	3.53		365	7.04		460	8.87		285	5.50		1625	31.35		2266	43.71		5184	95.31		255	4.69		5439	7.68		2412	46.53		2772	53.47			
	POSTAL	41	2.05		86	4.30		85	4.25		127	6.35		520	26.00		1141	57.05		2000	98.81		24	1.19		2024	2.86		729	36.45		1271	63.55			
	PRE_POLL	68	2.54		132	4.93		161	6.01		158	5.90		797	29.77		1361	50.84		2677	97.59		66	2.41		2743	3.88		1108	41.39		1569	58.61			
	PROVISIONAL	4	1.43		14	5.02		17	6.09		21	7.53		108	38.71		115	41.22		279	96.88		9	3.13		288	0.41		148	53.05		131	46.95			
	Division Summary	1640	2.41		3391	4.99		3683	5.42		3078	4.53		22888	33.67		33302	48.99		67982	96.04		2802	3.96		70784	95.52		29886	43.96		38096	56.04			
																																				
																																				
																																				
																																				
																																	
